C1P1T09_hyoid_data.tx,C1P1T09_hyoid_data.ty,C1P1T09_hyoid_data.tz,C1P1T09_hyoid_data.rx,C1P1T09_hyoid_data.ry,C1P1T09_hyoid_data.rz
2.432833402,-0.3188814057,1.419170596,41.76305853,40.67873769,43.08374972
2.432855512,-0.3198240508,1.418615139,41.80691547,40.64670466,43.13087021
2.432874331,-0.3207221891,1.418094585,41.84955595,40.61575993,43.17643499
2.432890325,-0.3215749237,1.417610327,41.89097335,40.5859511,43.22041576
2.43290396,-0.3223813457,1.417163753,41.93116098,40.55732578,43.2627842
2.432915698,-0.3231405345,1.416756251,41.97011211,40.52993147,43.30351197
2.432926005,-0.3238515576,1.416389209,42.00781988,40.50381565,43.34257065
2.432930675,-0.3245177364,1.41605516,42.04411319,40.47874069,43.3801271
2.432925326,-0.3251443542,1.415743921,42.07892285,40.45440145,43.41639097
2.43291016,-0.325733396,1.415452782,42.11239464,40.43074396,43.45139778
2.432885382,-0.3262868265,1.415179016,42.14467413,40.40771412,43.48518294
2.432851199,-0.3268065909,1.414919871,42.17590667,40.38525776,43.51778172
2.432807822,-0.3272946163,1.414672581,42.20623743,40.36332059,43.54922928
2.432757897,-0.3277410444,1.414450868,42.23546314,40.34227161,43.57919351
2.432703284,-0.3281373808,1.414266481,42.26334389,40.32241803,43.60741107
2.432643019,-0.3284875974,1.414113698,42.28996926,40.3036126,43.63401972
2.43257614,-0.328795683,1.413986822,42.31542824,40.28570786,43.65915672
2.432501689,-0.329065644,1.413880181,42.33980935,40.26855609,43.68295889
2.43241871,-0.3293015051,1.413788124,42.36320069,40.25200945,43.70556269
2.43232625,-0.3295073096,1.413705022,42.38569001,40.2359199,43.72710428
2.432223361,-0.3296871195,1.413625263,42.40736479,40.22013929,43.74771958
2.432109095,-0.329845016,1.413543256,42.42831225,40.20451936,43.76754428
2.431982508,-0.3299850993,1.413453425,42.44861942,40.18891175,43.7867139
2.431842662,-0.3301114886,1.413350212,42.46837315,40.17316801,43.80536378
2.431688619,-0.3302283221,1.413228071,42.48766013,40.15713963,43.8236291
2.431528082,-0.3302776846,1.413176202,42.50273079,40.14289646,43.84014716
2.431363135,-0.3302164576,1.413252414,42.51088785,40.1319043,43.85388074
2.431184437,-0.3300709307,1.413403951,42.5137953,40.12310868,43.86545232
2.430982688,-0.32986737,1.413577898,42.51311681,40.11545557,43.87548419
2.430748626,-0.3296320639,1.413721205,42.51051647,40.10789173,43.88459922
2.430473029,-0.3293913422,1.41378071,42.50765912,40.09936477,43.89342109
2.430146712,-0.3291715698,1.413703152,42.50621027,40.08882313,43.90257406
2.429755247,-0.3289278019,1.413630877,42.50452749,40.07763968,43.91067986
2.429311167,-0.3286307888,1.413689606,42.50134475,40.06714105,43.9168303
2.428845802,-0.3283304509,1.413801046,42.49889258,40.05620754,43.92235494
2.428390534,-0.3280767318,1.41388687,42.4994022,40.04372076,43.92858364
2.4279768,-0.3279195919,1.413868709,42.50510526,40.02856363,43.93684618
2.427637679,-0.3278856603,1.413668448,42.51750215,40.01033944,43.94779343
2.427342709,-0.3279401921,1.413270699,42.53600464,39.98935973,43.96068663
2.427043263,-0.3280393979,1.412727477,42.55913401,39.96607564,43.97452461
2.426739753,-0.3281767229,1.412059753,42.58607946,39.94078278,43.98908511
2.426432578,-0.3283456555,1.411288579,42.61603026,39.91377646,44.00414592
2.426122124,-0.3285397502,1.410435095,42.64817606,39.88535168,44.01948526
2.425808764,-0.3287526454,1.409520531,42.68170703,39.8558031,44.03488195
2.425492862,-0.3289780756,1.408566214,42.7158141,39.8254251,44.05011562
2.425174768,-0.3292098797,1.407593563,42.74968898,39.79451169,44.06496689
2.424854824,-0.3294420027,1.406624094,42.78252427,39.7633565,44.0792174
2.424533361,-0.3296684936,1.405679419,42.81351343,39.73225274,44.09264985
2.424210701,-0.3298834972,1.404781247,42.84185073,39.70149311,44.10504802
