hyoid_data.tx,hyoid_data.ty,hyoid_data.tz,hyoid_data.rx,hyoid_data.ry,hyoid_data.rz
2.292445787,-0.3721542212,1.514142947,27.77161058,47.4603175,29.06627649
2.292702766,-0.37354768,1.515301169,27.5590301,47.58897064,29.03620657
2.292999843,-0.3749678617,1.516340054,27.34494015,47.71890549,29.00878919
2.293333425,-0.3763940982,1.517292807,27.1306304,47.84997425,28.98290161
2.293699723,-0.3778067329,1.518195146,26.91739183,47.98200659,28.95742615
2.294094775,-0.3791870759,1.519085367,26.7065168,48.11480986,28.93125103
2.294514466,-0.3805173145,1.520004347,26.49929899,48.24816957,28.90327086
2.294954568,-0.3817803819,1.520995484,26.2970331,48.38185033,28.87238689
2.295410783,-0.3829597853,1.522104566,26.10101441,48.51559711,28.83750677
2.295878794,-0.3840393969,1.523379567,25.91253813,48.64913681,28.79754399
2.296336432,-0.3850598912,1.524849119,25.72742764,48.78391292,28.74869829
2.296774113,-0.3860718869,1.526485722,25.54148779,48.92109592,28.68945954
2.297206372,-0.3870733659,1.528254723,25.35599664,49.05999512,28.6221934
2.297647688,-0.3880610635,1.530121452,25.17224993,49.19992678,28.54928681
2.298112498,-0.3890304783,1.532051097,24.991564,49.34021526,28.47315155
2.298615195,-0.3899758879,1.534008605,24.81527788,49.48019367,28.39622691
2.299170129,-0.3908903697,1.535958629,24.64475446,49.61920397,28.32098118
2.299791603,-0.3917658265,1.537865496,24.48138082,49.75659662,28.24991214
2.300493855,-0.3925930157,1.539693222,24.32656764,49.89172956,28.18554644
2.301291044,-0.3933615812,1.541405555,24.18174769,50.02396672,28.13043783
2.302197221,-0.3940600868,1.542966061,24.04837332,50.15267586,28.08716434
2.303166055,-0.3947498929,1.544474157,23.9229135,50.28026694,28.05594882
2.304150845,-0.3954833087,1.546037469,23.80143257,50.40907933,28.03426869
2.305164902,-0.3962347657,1.547633182,23.68478717,50.53836294,28.02060007
2.306221446,-0.3969791365,1.549240105,23.57383233,50.6673501,28.01341922
2.307333628,-0.3976918508,1.55083846,23.46942139,50.79525631,28.01120197
2.308514547,-0.3983489519,1.55240974,23.37240562,50.9212814,28.01242284
2.30977726,-0.3989270949,1.553936597,23.28363333,51.04461102,28.01555388
2.311134793,-0.3994034845,1.555402798,23.20394862,51.16441869,28.0190633
2.312600143,-0.3997557544,1.556793216,23.13418967,51.27986808,28.02141371
2.314186276,-0.3999617851,1.558093876,23.07518666,51.39011574,28.02106015
2.315906117,-0.399999463,1.559292045,23.02775928,51.49431419,28.01644773
2.317774956,-0.3998882676,1.560447966,22.99230636,51.59277465,28.00989967
2.319789674,-0.3996651078,1.561623144,22.9681907,51.68657942,28.00471327
2.32193553,-0.3993338566,1.562807329,22.95466481,51.77604093,28.00077945
2.324197751,-0.3988984259,1.563989762,22.9509768,51.8614771,27.99798148
2.32656152,-0.3983627895,1.565159259,22.95637086,51.94321063,27.99619574
2.329011969,-0.3977310022,1.56630427,22.97008779,52.02156851,27.99529265
2.331534168,-0.3970072141,1.567412945,22.99136546,52.09688148,27.99513739
2.334113122,-0.3961956814,1.568473189,23.01943929,52.16948356,27.99559073
2.33673376,-0.3953007735,1.569472716,23.0535427,52.23971165,27.99650979
2.339380936,-0.3943269762,1.570399087,23.09290764,52.30790514,27.99774876
2.342039418,-0.3932788928,1.571239754,23.13676493,52.3744056,27.99915957
2.344766479,-0.3920699041,1.572049996,23.1857871,52.43858275,27.99860328
2.347615275,-0.3906373752,1.572886369,23.24128395,52.49963614,27.9948235
2.350564295,-0.3890218288,1.573737697,23.30344605,52.55765386,27.98899915
2.353591967,-0.3872636576,1.574592109,23.37247025,52.61272392,27.98231565
2.35667666,-0.3854031911,1.575436955,23.44856019,52.66493352,27.97596529
2.359796673,-0.383480754,1.576258757,23.53192663,52.71436829,27.97114756
2.362930242,-0.3815367136,1.577043164,23.62278765,52.76111147,27.96906925
2.366055525,-0.3796115189,1.577774927,23.72136874,52.80524302,27.97094444
2.369150604,-0.3777457287,1.57843789,23.82790267,52.84683868,27.97799437
2.372193479,-0.3759800308,1.579015,23.94262925,52.88596899,27.99144709
2.375162062,-0.3743552516,1.579488327,24.06579492,52.92269825,28.01253706
2.378107534,-0.3728177391,1.579770919,24.20390509,52.95577979,28.04214447
2.381089786,-0.3712832747,1.579826239,24.36097269,52.98433032,28.0794642
2.384099778,-0.3697470434,1.579710744,24.53350842,53.0089564,28.12320371
2.38712856,-0.3682044579,1.579480129,24.71802475,53.03026845,28.17207056
2.390167283,-0.3666512444,1.579189379,24.91104008,53.04888107,28.22477739
2.393207199,-0.3650835004,1.578892819,25.10908205,53.06541325,28.28004574
2.39623966,-0.3634977237,1.57864415,25.30868988,53.08048827,28.33660893
2.399256111,-0.3618908132,1.578496488,25.50641585,53.0947335,28.39321383
2.402248077,-0.3602600434,1.578502394,25.69882575,53.10877997,28.44862155
2.405207145,-0.3586030096,1.578713907,25.88249853,53.12326177,28.5016071
2.408124947,-0.3569175475,1.579182576,26.05402488,53.13881534,28.55095797
2.411040259,-0.3551798029,1.579916696,26.22094785,53.1549612,28.59905346
2.413986664,-0.3533762694,1.580862038,26.39204833,53.17064974,28.64874059
2.41694797,-0.3515204545,1.581975996,26.56578084,53.1856633,28.69951551
2.419907924,-0.3496259603,1.583215986,26.74059913,53.19978357,28.75087299
2.422850229,-0.3477065346,1.584539482,26.91495613,53.21279135,28.80230635
2.425758548,-0.3457761033,1.585904047,27.0873042,53.22446625,28.85330763
2.428616507,-0.3438487849,1.587267335,27.2560954,53.23458645,28.90336789
2.431407694,-0.341938887,1.588587089,27.41978193,53.24292849,28.95197761
2.434115655,-0.3400608836,1.589821108,27.57681679,53.24926704,28.99862736
2.436723881,-0.338229374,1.590927211,27.72565449,53.25337474,29.04280853
2.439215799,-0.3364590232,1.591863176,27.86475192,53.25502204,29.08401428
2.441627721,-0.3346670391,1.592763172,27.99350029,53.25505253,29.1202028
2.444005524,-0.3327809678,1.593766141,28.11329672,53.25432279,29.15068018
2.446346898,-0.3308310223,1.59483652,28.22561098,53.25261552,29.17696439
2.448649495,-0.3288474981,1.595938186,28.33191479,53.24970713,29.20057435
2.450910936,-0.3268608077,1.597034466,28.43368158,53.24536879,29.22302922
2.453128805,-0.3249015099,1.598088167,28.53238595,53.23936707,29.24584759
2.455300647,-0.3230003313,1.599061606,28.62950295,53.23146442,29.27054637
2.45742396,-0.3211881826,1.599916657,28.72650699,53.22141919,29.29863944
2.45949618,-0.3194961666,1.600614812,28.82487057,53.20898547,29.33163612
2.46151467,-0.3179555802,1.601117246,28.92606272,53.1939125,29.37103932
2.463476699,-0.3165979087,1.601384897,29.03154717,53.1759439,29.41834352
2.465355714,-0.3154129145,1.601343423,29.13717984,53.15451331,29.47079655
2.467132606,-0.3143600095,1.600980256,29.23854381,53.12946956,29.52476967
2.468815808,-0.3134252514,1.600348743,29.33668903,53.10117578,29.58043613
2.470413881,-0.3125947521,1.599502166,29.43266574,53.06999729,29.63797054
2.471935527,-0.3118547759,1.598493842,29.52752394,53.03630171,29.69754839
2.4733896,-0.3111918016,1.597377197,29.62231301,53.00045913,29.75934601
2.474785119,-0.3105925503,1.596205813,29.71808162,52.96284209,29.8235406
2.476131272,-0.3100439777,1.595033442,29.81587788,52.92382566,29.89031062
2.477437427,-0.3095332307,1.593913999,29.91674966,52.88378746,29.95983633
2.47871313,-0.3090475677,1.592901531,30.02174524,52.84310767,30.03230062
2.479968113,-0.3085742439,1.592050154,30.13191407,52.80216899,30.10789006
2.481193836,-0.3081638288,1.591300876,30.24519556,52.7612647,30.18665153
2.482376796,-0.3078633422,1.590556968,30.35901966,52.72020097,30.26841183
2.483519412,-0.3076546769,1.589816046,30.47367051,52.67863212,30.35302731
2.484624089,-0.3075198085,1.589075836,30.58942875,52.6362131,30.44034963
2.485693215,-0.3074408097,1.588334157,30.70657157,52.59259944,30.53022578
2.486729159,-0.3073998668,1.587588894,30.82537272,52.5474473,30.62249804
2.487734261,-0.3073792954,1.586837968,30.9461026,52.50041348,30.71700406
2.488710833,-0.3073615572,1.586079311,31.06902827,52.45115545,30.8135768
2.48966116,-0.3073292772,1.585310833,31.19441357,52.39933146,30.9120446
2.490587494,-0.307265261,1.584530382,31.32251921,52.3446006,31.01223115
2.491492057,-0.3071525127,1.583735716,31.45360289,52.28662289,31.11395557
2.492349684,-0.3070856477,1.582928614,31.58845402,52.22572514,31.21930264
2.493138278,-0.3071502236,1.582112229,31.72722376,52.16245834,31.3298522
2.493864639,-0.3073156268,1.581286319,31.86921224,52.09682254,31.44466631
2.494535563,-0.3075509921,1.580450595,32.01372289,52.02882199,31.56281279
2.495157846,-0.307825201,1.579604627,32.16006323,51.95846543,31.68336611
2.495738282,-0.3081068767,1.578747756,32.3075455,51.8857662,31.80540823
2.496283659,-0.3083643738,1.577879038,32.45548733,51.81074232,31.92802929
2.49680076,-0.308565765,1.5769972,32.60321232,51.73341648,32.05032826
2.497296364,-0.3086788246,1.576100619,32.75005055,51.65381588,32.17141351
2.497777241,-0.3086710076,1.575187321,32.89533901,51.57197207,32.29040326
2.498252309,-0.3085551943,1.574276338,33.0393569,51.48740509,32.40755414
2.498721697,-0.3083753055,1.573380374,33.18299291,51.3997759,32.52387117
2.499179014,-0.3081446909,1.572487767,33.326502,51.30932821,32.63960394
2.499617915,-0.3078761015,1.571586971,33.47013648,51.2163026,32.75500335
2.500032103,-0.3075816358,1.57066659,33.61414568,51.12093643,32.87032139
2.500415338,-0.3072726939,1.569715401,33.75877553,51.02346373,32.98581091
2.50076144,-0.3069599381,1.568722381,33.90426836,50.92411506,33.10172548
2.501064295,-0.3066532606,1.567676714,34.05086261,50.82311734,33.21831926
2.501317864,-0.3063617581,1.566567809,34.19879264,50.72069374,33.33584691
2.501516182,-0.3060937129,1.565385294,34.34828853,50.61706342,33.45456352
2.501653369,-0.3058565806,1.564119019,34.49957597,50.51244141,33.57472462
2.50170803,-0.3056262621,1.562799428,34.65175459,50.40620112,33.69529045
2.50167267,-0.3053788313,1.56146019,34.80396629,50.29769971,33.81525304
2.501562313,-0.3051211458,1.560096054,34.95649678,50.18712417,33.93491629
