C1P2T10_susp_data.tx,C1P2T10_susp_data.ty,C1P2T10_susp_data.tz,C1P2T10_susp_data.rx,C1P2T10_susp_data.ry,C1P2T10_susp_data.rz
1.282615836,1.23148617,2.060849231,6.051001237,15.72195873,43.46205891
1.282580857,1.231521933,2.060441676,6.037674642,15.72751814,43.46467375
1.28264245,1.231754183,2.06009777,6.019530572,15.73966128,43.46618473
1.282739087,1.23206938,2.05979378,6.000338346,15.75410146,43.46676681
1.282809424,1.232354266,2.059505873,5.983870197,15.7665547,43.46660348
1.282792279,1.232495871,2.059210105,5.973901834,15.77273998,43.46588692
1.282728977,1.232641375,2.058979823,5.967964869,15.77665836,43.46205506
1.282689577,1.232942324,2.058863187,5.961753892,15.78353779,43.45411559
1.282656232,1.233292716,2.058798274,5.956293372,15.79094162,43.44462541
1.282611208,1.23358664,2.058723113,5.952611555,15.79643573,43.43614759
1.282536871,1.233718276,2.0585757,5.951740193,15.79758821,43.43125121
1.28241407,1.233733588,2.058406041,5.954863966,15.79412462,43.42801111
1.282245366,1.23374493,2.058294643,5.961940843,15.78781863,43.42322534
1.282045799,1.233746105,2.058225229,5.972163615,15.77931133,43.41755078
1.281830412,1.233730798,2.058181571,5.984724392,15.76924321,43.41164313
1.281614258,1.233692542,2.058147512,5.998814338,15.75825399,43.40615673
1.281412395,1.233624698,2.058106971,6.01362354,15.74698252,43.40174436
1.28123989,1.233520446,2.058043938,6.028341025,15.73606676,43.3990573
1.281111823,1.2333728,2.057942455,6.042154901,15.72614385,43.39874534
1.281043291,1.233174626,2.057786593,6.054252654,15.71785032,43.40145702
1.280993941,1.232897659,2.057526411,6.064717437,15.70972283,43.40787174
1.280928212,1.232543126,2.057167631,6.074662647,15.70036344,43.41724636
1.280868307,1.23214806,2.056777884,6.084821722,15.69050659,43.42809438
1.28083628,1.231749475,2.056424963,6.095929498,15.68088686,43.43892866
1.280854033,1.231384361,2.056176839,6.108722322,15.67223906,43.4482616
1.28093915,1.230954748,2.05594729,6.122193643,15.6632759,43.45908908
1.281077533,1.230391889,2.055641963,6.135274193,15.65290389,43.47382019
1.281243331,1.229776619,2.055316862,6.148608145,15.64214909,43.49008629
1.281410482,1.22918972,2.055028235,6.162841024,15.63203779,43.50551807
1.281552708,1.22871193,2.054832586,6.178619755,15.62359665,43.51774576
1.281760824,1.228200745,2.054692438,6.200028299,15.61495604,43.53041635
1.282091382,1.22754112,2.05454729,6.227687201,15.60470758,43.54688966
1.282466467,1.226854694,2.05441951,6.257049472,15.59457142,43.56436439
1.282807984,1.226262748,2.054331914,6.283568751,15.58627024,43.58003985
1.283037661,1.225886222,2.054307713,6.302698915,15.58152898,43.59111525
1.28322812,1.225617662,2.05436491,6.319952623,15.5789934,43.59882459
1.283472684,1.225312998,2.054491382,6.341347081,15.57663081,43.60604335
1.283724,1.225037769,2.054665423,6.363091635,15.57514905,43.61243021
1.283934657,1.224857218,2.054865475,6.381394411,15.57525527,43.6176424
1.284057183,1.224836277,2.055070086,6.392462216,15.57765573,43.62133497
1.284106432,1.225048386,2.055374305,6.39792023,15.58320153,43.62133572
1.284129233,1.22545353,2.055823724,6.401955339,15.59136655,43.61718959
1.284126106,1.225946118,2.05632277,6.404616357,15.60079074,43.61112648
1.284097599,1.226420356,2.056776057,6.4059536,15.61011445,43.60537908
1.284044276,1.226770243,2.057088424,6.406019109,15.61797874,43.60218312
1.283937115,1.227215372,2.057423673,6.400195011,15.6286366,43.59940803
1.283766382,1.2279264,2.057924233,6.386741432,15.64482094,43.59439326
1.283561675,1.228723916,2.058463239,6.370030799,15.6628948,43.58858904
1.283352673,1.229428537,2.058914392,6.354440434,15.67922356,43.58345881
1.28316913,1.229860942,2.059151975,6.344352323,15.6901747,43.58047946
1.282968346,1.23011048,2.059196471,6.336011913,15.69777067,43.57860589
1.282700116,1.230376526,2.059161581,6.323580799,15.70617007,43.57598748
1.28238301,1.230645044,2.059061692,6.308317447,15.71494554,43.57290157
1.282035591,1.230902096,2.058911228,6.291480538,15.72366956,43.56962693
1.281676402,1.231133827,2.058724668,6.274328832,15.73191428,43.56644373
1.281323965,1.231326448,2.058516552,6.258121078,15.73925139,43.56363341
1.28099678,1.231466232,2.058301473,6.244115961,15.74525211,43.56147864
1.280713327,1.231539517,2.058094071,6.233572082,15.74948716,43.56026312
1.280492067,1.231532708,2.057909004,6.227747983,15.75152683,43.56027141
1.280279265,1.231246014,2.057654777,6.232669503,15.74720898,43.56285916
1.280032508,1.230628779,2.05727862,6.248741183,15.73567613,43.56813861
1.2797872,1.229890644,2.056853309,6.268790688,15.72145714,43.57452504
1.279578744,1.229240372,2.056451784,6.285651262,15.70908693,43.58043181
1.279442538,1.228885858,2.056147179,6.292162175,15.70310661,43.58427119
1.279360732,1.228671067,2.055886537,6.292005028,15.70039865,43.58766077
1.279295559,1.228351555,2.055581289,6.292997314,15.69572767,43.59258522
1.27925245,1.228001983,2.055251293,6.294184578,15.69045997,43.59800333
1.279236792,1.22769688,2.054916471,6.294613266,15.6859619,43.60287287
1.27925392,1.227510644,2.054596827,6.293330599,15.68359974,43.60615063
1.279381714,1.227488964,2.054320675,6.289316837,15.68468011,43.60802758
1.279640741,1.227586495,2.054088372,6.282894915,15.68856414,43.60950458
1.279950367,1.22774107,2.053877976,6.275126177,15.69370007,43.61075328
1.280230038,1.227890555,2.053667431,6.267072604,15.69853744,43.61194689
1.280399296,1.22797284,2.053434555,6.259797065,15.70152734,43.61326028
1.280548922,1.228096472,2.053196778,6.25298018,15.70397908,43.61444508
1.2807825,1.228358603,2.052981229,6.245434449,15.70781227,43.61520318
1.281038873,1.228680084,2.052780154,6.236920956,15.71239499,43.61563633
1.281256967,1.228981737,2.05258575,6.227201196,15.7170962,43.61584671
1.281375791,1.229184354,2.052390163,6.216037241,15.72128606,43.61593689
1.281411033,1.229359948,2.052139498,6.201075999,15.72516637,43.6152987
1.281424344,1.229599698,2.0518182,6.181852,15.72930988,43.61364317
1.281423704,1.22985317,2.051475874,6.160959246,15.7336446,43.61155228
1.28141706,1.230069923,2.05116214,6.140991836,15.73809926,43.60960801
1.281412321,1.230199503,2.050926637,6.124543949,15.74260317,43.60839241
1.281374567,1.230173265,2.050632719,6.109641482,15.74619733,43.60778441
1.281283233,1.230011384,2.050189114,6.093423097,15.74852972,43.6072688
1.281167613,1.229796502,2.04971358,6.077151677,15.75043924,43.60683535
1.281056849,1.229610978,2.04932399,6.062089478,15.75276321,43.60647208
1.280979937,1.229536914,2.049138331,6.049498301,15.75633736,43.6061654
1.280904721,1.229532235,2.049156075,6.039365661,15.76059202,43.60565917
1.28078858,1.229508917,2.049285104,6.030534073,15.76458039,43.60477336
1.280644721,1.229480039,2.049506058,6.022547607,15.76857138,43.60360731
1.280486371,1.229458661,2.049799573,6.0149503,15.77283393,43.60225999
1.280326789,1.229457804,2.050146295,6.007286101,15.77763703,43.60082994
1.280179267,1.229490442,2.050526875,5.999098818,15.78324983,43.59941514
1.280057135,1.229569502,2.050921975,5.989932075,15.78994155,43.598113
1.279973753,1.22970786,2.051312267,5.979329275,15.79798151,43.5970204
1.279942512,1.22991836,2.05167843,5.966833568,15.80763907,43.59623367
1.280019855,1.23027493,2.05217405,5.952631123,15.82004175,43.59422126
1.280205584,1.23077905,2.052870938,5.937564544,15.8351235,43.59036252
1.280428284,1.231334811,2.053627115,5.922163332,15.85136556,43.58612428
1.280616741,1.231846095,2.054300633,5.906960793,15.86725267,43.5829803
1.280699936,1.232216578,2.054749574,5.892494024,15.88127312,43.58241132
1.280728382,1.232588621,2.055137839,5.877242518,15.8954977,43.58303206
1.280784762,1.233094897,2.055648148,5.860448491,15.91186692,43.58305474
1.280846581,1.233624587,2.056166867,5.843796682,15.92867704,43.58336681
1.280891528,1.234066938,2.056580518,5.828974518,15.94422601,43.58486445
1.280897456,1.234311293,2.056775755,5.817671443,15.95681289,43.58845169
1.280807004,1.234485847,2.056815485,5.807026895,15.96705107,43.59391677
1.280620362,1.234738216,2.056827163,5.794267795,15.97683279,43.60037375
1.280401817,1.234987079,2.056794377,5.781215917,15.98637419,43.60772142
1.280215666,1.235151226,2.056700835,5.769694128,15.99588914,43.61586083
1.280126199,1.235149535,2.056530331,5.761526346,16.00558905,43.62469519
1.280081494,1.234891372,2.056132684,5.756817853,16.01545105,43.63705083
1.280004954,1.2344204,2.05546883,5.753816631,16.02529795,43.65388909
1.279923767,1.233856898,2.05468951,5.751561003,16.03510698,43.67231492
1.279865099,1.233320924,2.053945952,5.749089742,16.0448551,43.68943125
1.279856114,1.232932279,2.053389912,5.745442216,16.05451913,43.70233918
1.279911801,1.232488705,2.052858073,5.743281925,16.06468682,43.71599042
1.28001144,1.231807596,2.05215482,5.7447092,16.07541833,43.73474937
1.280128642,1.231038043,2.051384101,5.747917862,16.08589911,43.75483242
1.280237091,1.230329079,2.050650412,5.751101255,16.09531654,43.7724535
1.280310557,1.229829683,2.050058811,5.752452704,16.10286049,43.78382454
1.280426419,1.229443551,2.049498363,5.754047549,16.10894564,43.79020269
1.280635141,1.229005691,2.048839735,5.758211768,16.11442396,43.79542098
1.280870204,1.228561993,2.048160777,5.763514435,16.11914369,43.79955315
1.281065139,1.228158307,2.047539423,5.768524519,16.12295427,43.80267238
1.281153524,1.227840451,2.047053666,5.771811021,16.12570612,43.80485157
1.28115558,1.227622744,2.04670979,5.77364258,16.12716413,43.80399511
1.281137637,1.227479866,2.046452371,5.775200054,16.12739222,43.79875883
1.281102456,1.22739816,2.046266759,5.776420627,16.12669029,43.79034274
1.281052806,1.227363955,2.046138225,5.777241205,16.1253583,43.77994691
1.280991459,1.227363558,2.046051985,5.777598307,16.12369629,43.76877132
1.280921187,1.227383253,2.045993223,5.777428007,16.12200435,43.75801592
1.280844762,1.227409297,2.045947099,5.776665903,16.12058274,43.74888051
1.280764958,1.22742792,2.045898758,5.775247139,16.11973193,43.74256478
1.280684557,1.227425331,2.045833318,5.773106466,16.11975272,43.7402683
1.280546471,1.227437682,2.045797466,5.772982263,16.11731594,43.73894593
1.280325618,1.22749481,2.045822222,5.77597984,16.11075294,43.73586331
1.280072802,1.227573207,2.045869098,5.77958408,16.10285649,43.73268413
1.279838845,1.227648952,2.045899543,5.781279124,16.09641974,43.73106828
1.279674593,1.227697743,2.045874939,5.778548583,16.09423646,43.73267188
1.279561314,1.227650562,2.045795282,5.776956444,16.09312118,43.73998942
1.279447683,1.227503443,2.045696144,5.780782321,16.0894732,43.75244468
1.279335657,1.227329303,2.0455922,5.785585602,16.08546651,43.76708344
1.279227159,1.227200782,2.045498182,5.78692954,16.08327915,43.78094913
1.279124078,1.22719029,2.045428855,5.78038108,16.08509319,43.79108278
1.279036224,1.227317548,2.045405195,5.764901515,16.09168963,43.79932996
1.27896967,1.227536622,2.045428625,5.743318898,16.10188116,43.80921112
1.2789207,1.227821417,2.045484544,5.717001778,16.11489822,43.82027783
1.278885615,1.228145904,2.045558382,5.687318609,16.12997003,43.8320829
1.278860738,1.228484088,2.045635606,5.65563782,16.14632443,43.84418083
1.278842419,1.228809982,2.045701717,5.623327856,16.16318776,43.85612806
1.27882703,1.229097593,2.045742254,5.591757181,16.17978487,43.86748301
1.27881096,1.229320912,2.045742791,5.562294252,16.19533906,43.87780601
1.278790606,1.229453911,2.045688941,5.536307456,16.2090722,43.88665894
1.278782532,1.229534275,2.045574863,5.510743539,16.2235605,43.89370721
1.278794512,1.229610097,2.045414894,5.482727271,16.24065371,43.89939128
1.278809754,1.229670922,2.045225014,5.453893403,16.25848299,43.90443765
1.278811457,1.229706221,2.045021302,5.425876216,16.27517961,43.90957403
1.27878281,1.229705387,2.044819944,5.400309401,16.2888749,43.91552898
1.278681761,1.22962039,2.044610156,5.377030916,16.29965435,43.921476
1.278509182,1.229446096,2.044377905,5.354548157,16.30921547,43.92644941
1.27831266,1.229236134,2.044134558,5.332498275,16.31810692,43.93096898
1.278139834,1.22904406,2.043891438,5.310518538,16.3268768,43.93555399
1.278038395,1.228923368,2.04365982,5.288246348,16.33607272,43.94072337
1.278001187,1.228822497,2.043405249,5.265384626,16.34546195,43.94704822
1.277987229,1.228666544,2.043096927,5.242068321,16.3544917,43.95449501
1.277993505,1.228473902,2.042751589,5.218582853,16.36322842,43.96267505
1.278017004,1.228262897,2.042385975,5.195213451,16.37173766,43.9711992
1.278054716,1.228051778,2.042016837,5.172245172,16.3800841,43.97967787
1.278103638,1.227858714,2.041660943,5.149962905,16.38833155,43.98772109
1.278160771,1.227701801,2.041335081,5.128651373,16.39654299,43.99493851
1.27822312,1.227599061,2.041056061,5.108595125,16.40478068,44.00093939
1.278287687,1.227568464,2.040840714,5.090078527,16.41310623,44.00533261
1.278358983,1.227642365,2.040624806,5.072117062,16.42058331,44.0078199
1.27844016,1.227806495,2.04036309,5.05397997,16.42672596,44.00884448
1.278526166,1.228008761,2.040100896,5.036332106,16.43227209,44.00912624
1.278611937,1.22819694,2.039883518,5.019838211,16.43796113,44.00938381
1.278692398,1.22831869,2.0397562,5.005162964,16.44453387,44.0103347
1.278785397,1.228452628,2.039759898,4.993844646,16.45149106,44.01072197
1.278901453,1.228675211,2.039868493,4.985677177,16.45805986,44.00940019
1.279024498,1.228930882,2.040026511,4.978709412,16.46457337,44.00725397
1.279138489,1.229164108,2.040178415,4.970990837,16.47136645,44.00516827
1.279227408,1.229319372,2.040268611,4.960571548,16.47877562,44.00402836
1.279320697,1.229359597,2.040341137,4.949889364,16.48709101,44.00481385
1.27944439,1.229320662,2.04046283,4.941724352,16.49609259,44.00707371
1.279577394,1.229256599,2.040612209,4.934640575,16.50535355,44.00954805
1.279698652,1.229221506,2.040767772,4.927201961,16.51444762,44.01097729
1.279787145,1.229269548,2.040908,4.917972276,16.52294916,44.01010215
1.279824223,1.229330801,2.041025321,4.910707928,16.52939731,44.00689065
1.279822679,1.22933291,2.041136689,4.907886892,16.53372438,44.00250882
1.279808711,1.229326451,2.041257274,4.906155251,16.53759618,43.99749376
1.27980856,1.229361964,2.04140214,4.902159113,16.54268066,43.9923812
1.279848511,1.229489976,2.041586233,4.89254453,16.55064791,43.98770555
1.279868787,1.229678938,2.041814239,4.880639637,16.55874444,43.98266565
1.279823121,1.22986884,2.042071496,4.870538195,16.56449709,43.9765719
1.279758095,1.230067546,2.042343776,4.860034626,16.56999892,43.97012402
1.279720295,1.230282898,2.042616769,4.846923476,16.57734443,43.96402074
1.279756315,1.230522746,2.042876076,4.828999474,16.58862963,43.95895981
1.279844544,1.230822888,2.043157198,4.804841818,16.60304236,43.95491219
1.279937397,1.231193471,2.043484135,4.775905302,16.6184512,43.95110149
1.280042498,1.231603863,2.043825208,4.744298654,16.63497292,43.94710511
1.280167474,1.23202335,2.044148814,4.712131218,16.65272237,43.94250242
1.280319953,1.232421121,2.04442345,4.681512898,16.67181253,43.936875
1.280516348,1.232813411,2.044681477,4.651175301,16.69328559,43.93024714
1.280761495,1.233234614,2.044970074,4.618744462,16.71767492,43.92301491
1.281045643,1.233681048,2.045280081,4.58467217,16.74432906,43.91531959
1.281359038,1.23414902,2.045602388,4.549410239,16.77259644,43.90730311
1.281691921,1.234634817,2.045927933,4.513410623,16.80182554,43.89910813
1.282034523,1.235134698,2.046247699,4.477125496,16.83136482,43.89087808
1.282377071,1.235644896,2.046552715,4.44100729,16.86056283,43.8827571
1.282709783,1.236161609,2.046834056,4.405508685,16.88876811,43.87489003
1.28302287,1.236681,2.047082842,4.371082563,16.91532925,43.86742218
1.283410127,1.237223614,2.047420774,4.335853123,16.94410359,43.86145861
1.283914239,1.237799446,2.047895052,4.29837708,16.97729914,43.85719895
1.28444874,1.238388671,2.048385196,4.259757591,17.01179025,43.85343435
1.284927133,1.238971197,2.04877084,4.221099883,17.04445123,43.84896142
1.285262892,1.239526708,2.048931752,4.183511122,17.0721562,43.8425818
1.285493091,1.240093118,2.048932951,4.147876006,17.09507684,43.8347596
1.285708439,1.240702104,2.048905222,4.11358835,17.11607529,43.82665029
1.285902874,1.241324048,2.048826949,4.07952121,17.13606293,43.8180954
1.286070363,1.241929459,2.048676295,4.044549016,17.1559536,43.80893671
1.286204902,1.242488993,2.048431189,4.007547657,17.17666373,43.79901652
1.286261166,1.243102729,2.048048022,3.971806349,17.19361679,43.78640879
1.28623112,1.243833104,2.04753806,3.939527592,17.20444951,43.77062381
1.286164715,1.244594538,2.046960843,3.907960942,17.21340631,43.7536583
1.286111905,1.245301599,2.046375249,3.874358405,17.22473854,43.73750997
1.28612265,1.245868993,2.045839422,3.835974883,17.24270512,43.72417787
1.286146062,1.246377674,2.045295892,3.791154044,17.26559433,43.71275109
1.286117967,1.246930365,2.044669181,3.741805135,17.28891855,43.7012285
1.286068359,1.247474046,2.043989919,3.690533795,17.31277969,43.68997209
1.286027154,1.24795502,2.043288949,3.639944068,17.33727892,43.67934088
1.286024183,1.248318875,2.042597337,3.592638265,17.36251623,43.66969093
1.286078682,1.248543496,2.041839565,3.548587531,17.38867423,43.66082807
1.286166385,1.248670291,2.040956534,3.505270144,17.41574484,43.65227566
1.286251894,1.248739549,2.040004127,3.461546482,17.44354056,43.64396142
1.286299948,1.248791495,2.039038292,3.416274991,17.47187386,43.63580958
1.286275441,1.248866281,2.038115053,3.368312035,17.50055732,43.62774066
1.286250149,1.248830804,2.037118308,3.328385036,17.52511898,43.62089545
1.286283971,1.248605747,2.035965505,3.301032689,17.54442528,43.6156844
1.286324505,1.248312848,2.034762066,3.275833665,17.56330856,43.61093308
1.286319959,1.248075065,2.033612203,3.242378094,17.58661846,43.60547571
1.286219173,1.248016629,2.032618755,3.190267671,17.61922372,43.59815252
1.286032157,1.24809809,2.031806347,3.127121205,17.65739518,43.58977139
1.285806511,1.24819492,2.031109674,3.065922599,17.69496983,43.58181594
