C2P1T04_sup_data.tx,C2P1T04_sup_data.ty,C2P1T04_sup_data.tz,C2P1T04_sup_data.rx,C2P1T04_sup_data.ry,C2P1T04_sup_data.rz
3.208967099,1.539890361,0.8394100037,8.547476381,15.20135267,85.06824938
3.207270772,1.540310109,0.8388086036,8.576785416,15.16563981,84.98250091
3.204524007,1.540999375,0.8381851045,8.615929078,15.12192726,84.84693767
3.200625872,1.542029517,0.8375652817,8.665918483,15.07166523,84.65691095
3.196103635,1.543297423,0.8369819423,8.721634442,15.02109831,84.43746436
3.191476525,1.544630709,0.8364049887,8.778177763,14.97224869,84.21337601
3.187269726,1.545850432,0.8358190257,8.830400554,14.92722396,84.00946036
3.184013686,1.546771456,0.8352220316,8.872937439,14.88820929,83.85055777
3.181011313,1.547521338,0.8344726145,8.913994889,14.84523277,83.70317098
3.177424542,1.548301526,0.8334729012,8.963406886,14.79119838,83.5270974
3.173570258,1.549072869,0.8323311289,9.017217711,14.73291031,83.33746608
3.16975499,1.549793679,0.8311276792,9.07110498,14.67420193,83.14979669
3.166288254,1.550418098,0.8299500458,9.120573722,14.61893016,82.97961114
3.163482109,1.550896482,0.8288918399,9.16097796,14.57097031,82.84242962
3.160980954,1.551358941,0.8279265492,9.195563621,14.5274995,82.7221352
3.158278987,1.551881674,0.8269092092,9.231360519,14.4815135,82.59422396
3.155464339,1.552369712,0.8257909723,9.268864852,14.43196038,82.46184243
3.152619526,1.552819275,0.8246058791,9.307137765,14.38025364,82.32869042
3.149827496,1.553225753,0.8233892052,9.345207164,14.32781223,82.19846312
3.147171606,1.553583691,0.8221774275,9.382067706,14.27606018,82.07485039
3.144735566,1.553886833,0.8210081052,9.416682992,14.22642591,81.96153648
3.142603365,1.554128235,0.8199196769,9.447989923,14.18034104,81.86220014
3.140859168,1.554300443,0.8189511729,9.474905195,14.13923896,81.78051532
3.139587191,1.554395742,0.8181418471,9.496333894,14.10455305,81.72015231
3.138871556,1.554406471,0.817530725,9.511180198,14.07771463,81.68477946
3.138771197,1.554330708,0.8171534449,9.516803891,14.06131905,81.67755707
3.139241119,1.554123648,0.816957343,9.512666783,14.05426849,81.69628559
3.140204357,1.553753871,0.8168740225,9.500804257,14.05328415,81.73698955
3.141578108,1.553268829,0.8168911754,9.482850462,14.05727039,81.7963272
3.14327949,1.552716134,0.8169962823,9.460446671,14.06513015,81.87095826
3.145225714,1.552143324,0.8171769704,9.435232141,14.07576465,81.9575435
3.147334205,1.551597669,0.8174213002,9.408837066,14.08807342,82.05274445
3.149507439,1.551109356,0.8176706194,9.382413365,14.0988625,82.15294243
3.15166171,1.550686458,0.8178784317,9.357163374,14.10589579,82.2542486
3.15373567,1.550342368,0.8180521914,9.334777963,14.10950878,82.35292181
3.155668304,1.550089925,0.8182002726,9.316943563,14.11003809,82.4452237
3.157705877,1.549835824,0.8183885199,9.303964833,14.11023282,82.54107684
3.160100909,1.549488528,0.8186904635,9.294560884,14.11388939,82.65086682
3.162769802,1.549149297,0.8191323142,9.28697536,14.12178913,82.77226956
3.165619648,1.548905556,0.8197067784,9.279515926,14.13316896,82.90288724
3.168585248,1.548751205,0.8203851822,9.271589991,14.14763375,83.03956887
3.171601595,1.548679598,0.8211400435,9.26259794,14.16480445,83.17916201
3.174603905,1.548683486,0.8219451815,9.251931202,14.18431912,83.31851259
3.177527638,1.548754984,0.8227757442,9.238970877,14.20583289,83.4544649
3.18030851,1.548885582,0.8236081559,9.223086887,14.22901659,83.58386184
3.182882499,1.549066185,0.8244199836,9.203637679,14.25355434,83.70354545
3.185185841,1.549287188,0.8251897216,9.179970438,14.27913975,83.81035742
3.187310783,1.549472498,0.82590157,9.151783178,14.30622865,83.90792742
3.189405639,1.549532774,0.8265363822,9.12042222,14.33408481,84.00239771
3.1914932,1.549524867,0.8271465933,9.086931423,14.36187792,84.0954903
3.193590021,1.549522698,0.8277823967,9.05223825,14.38934187,84.18884968
3.195707331,1.549522103,0.8284138962,9.017966482,14.41521758,84.282973
3.197856404,1.549518966,0.8290107692,8.985730728,14.43823408,84.37835926
3.200235645,1.549441834,0.8296294034,8.943309652,14.46613894,84.48463222
3.202911417,1.549252961,0.8302875898,8.883693205,14.50413723,84.60505385
3.205718983,1.548989456,0.8310032619,8.815600258,14.54889314,84.73076642
3.208493,1.54870442,0.8317839234,8.747701437,14.59599938,84.85333904
3.211047054,1.548466914,0.8325260688,8.689205848,14.63870053,84.96436355
3.213195679,1.548345035,0.8331265384,8.649198983,14.67019631,85.05542497
3.214921322,1.54834106,0.8335702042,8.623133874,14.69133268,85.12602864
3.216349677,1.548421582,0.8338840211,8.600547215,14.70669142,85.18283536
3.217528192,1.548544864,0.8340554709,8.581886473,14.71726609,85.22750718
3.218508986,1.548665172,0.834110125,8.567305851,14.72491149,85.26158944
3.219328729,1.548790874,0.8340648287,8.556524055,14.7297013,85.28722064
3.220023963,1.548930506,0.8339361794,8.549266103,14.73170902,85.30653816
3.220631151,1.549092708,0.833740617,8.54526155,14.73100797,85.32167866
3.221186712,1.549286188,0.8334944821,8.544242937,14.72767108,85.33477832
3.221727042,1.549519696,0.8332140427,8.545944458,14.72177047,85.34797302
3.222288529,1.549802011,0.8329154882,8.55010085,14.71337681,85.3633984
3.222907548,1.550141944,0.8326148921,8.556446506,14.70255844,85.38318979
3.223441257,1.550569324,0.8322858736,8.567447406,14.68700968,85.40169346
3.223755976,1.551109854,0.8319165329,8.584644092,14.66505593,85.41313496
3.22389106,1.551708002,0.8314519483,8.607243504,14.63569643,85.41893064
3.223895672,1.552317163,0.8308538442,8.634557417,14.59916711,85.42061937
3.223834599,1.552953362,0.8301846955,8.665090826,14.55833352,85.4203401
3.223772645,1.553632477,0.8295068425,8.69734455,14.51605771,85.42023125
3.22377463,1.554370206,0.8288824773,8.729813458,14.47519751,85.42243034
3.223905384,1.555182088,0.8283736015,8.760986928,14.4386062,85.4290742
3.224196116,1.556067623,0.8280869002,8.788034557,14.40827028,85.44150362
3.224676379,1.556998184,0.8280463162,8.808966139,14.38405956,85.46104644
3.225408444,1.557947173,0.8281894252,8.823528806,14.36564638,85.48981807
3.226152052,1.558958652,0.8283978833,8.837290348,14.34937137,85.51890993
3.226697478,1.560065117,0.828542771,8.855810733,14.33118715,85.54062923
3.227152666,1.561222856,0.8285454089,8.878824356,14.31017622,85.55891136
3.227612464,1.562401203,0.8284332298,8.904535247,14.28653949,85.57725224
3.228163143,1.563584887,0.8282961609,8.930280286,14.26170176,85.59897526
3.228899658,1.564753493,0.828148702,8.954484758,14.23656931,85.62775341
3.229916838,1.565886776,0.8280047697,8.975569717,14.21203956,85.66725854
3.231309309,1.566964755,0.8278775268,8.991955767,14.18900039,85.72116125
3.233171396,1.567967834,0.827779156,9.002069128,14.16832935,85.79313074
3.235596992,1.568876956,0.82772058,9.004349984,14.150893,85.8868346
3.2386794,1.56967379,0.8277111252,8.997263201,14.13754606,86.00593832
3.242566687,1.570318554,0.827802929,8.979066633,14.13219758,86.15964044
3.247176698,1.570837847,0.8280140596,8.951207669,14.13605208,86.34656111
3.252257905,1.57131218,0.8283045725,8.916932355,14.14592758,86.55450056
3.257566253,1.571801382,0.8285025449,8.881615082,14.15526518,86.77158496
3.262862972,1.572361069,0.8284952987,8.849547858,14.15852748,86.98578001
3.267908027,1.573061234,0.8283417714,8.822235255,14.15415452,87.18466796
3.273166645,1.573776084,0.8280927171,8.788013983,14.14731012,87.38921482
3.279089877,1.574386856,0.8278473723,8.7378795,14.1449049,87.62089179
3.285419646,1.574970645,0.8277461269,8.677246873,14.14809542,87.86807437
3.291895051,1.575666578,0.8278074544,8.613861784,14.15605235,88.12014836
3.298257245,1.576571359,0.8279811711,8.556311152,14.1659829,88.36634505
3.304254325,1.577695517,0.8283115482,8.511122191,14.17614859,88.59484723
3.310032701,1.578943795,0.8286983792,8.475453311,14.18459254,88.81271479
3.315907842,1.58017631,0.8290137002,8.441744593,14.19035503,89.03421101
3.32188316,1.581334907,0.8292638902,8.409339047,14.1932182,89.25834478
3.32795072,1.582459508,0.8295377998,8.376707818,14.19545007,89.48472435
3.334104346,1.583626201,0.8299221304,8.342621988,14.19969754,89.71336079
3.34035026,1.584830914,0.8304206531,8.306866275,14.20632286,89.94387622
3.346694797,1.586069567,0.8310374703,8.269224856,14.21569327,90.17590041
3.353144401,1.587338075,0.8317770156,8.229481261,14.22818114,90.40907088
3.359705625,1.588632356,0.8326440465,8.187418233,14.24416413,90.64303302
3.366385121,1.589948341,0.8336436283,8.142817577,14.26402541,90.87744005
3.373189619,1.591281994,0.8347811113,8.095459967,14.28815388,91.11195291
3.380137621,1.592640902,0.8360277925,8.048488155,14.3150824,91.35124646
3.387240588,1.594031037,0.8373215652,8.004823558,14.34270918,91.59909044
3.39449504,1.595445468,0.8386189554,7.963904926,14.37048738,91.85379217
3.401913694,1.596895932,0.8399294852,7.924218273,14.39955696,92.11390259
3.409493148,1.598391386,0.8412814608,7.88408193,14.43111385,92.3777055
3.417206376,1.599919546,0.8426621626,7.842665527,14.46472792,92.64310243
3.425026814,1.601467223,0.8440608108,7.799127035,14.49999606,92.90799112
3.432928387,1.603020326,0.8454685729,7.752612374,14.53654222,93.17026586
3.440885528,1.604563863,0.8468785379,7.702255203,14.57401698,93.427818
3.448926219,1.606047312,0.8482048973,7.647909507,14.6111014,93.6787265
3.45708156,1.607447881,0.849397737,7.588964977,14.6475506,93.92146509
3.465438134,1.608829422,0.8506089733,7.522990513,14.68790632,94.16823804
3.474045261,1.610258083,0.8519635156,7.449380082,14.73548885,94.42903524
3.482827657,1.611762265,0.8534726777,7.369282415,14.78978565,94.69901657
3.491711411,1.613369057,0.8551514542,7.283804157,14.85031283,94.97333652
3.500653834,1.615068949,0.8569822786,7.194671656,14.915897,95.24669535
3.509623695,1.616820481,0.8588990823,7.103969523,14.9842098,95.51361546
3.518566645,1.618600513,0.8608494991,7.013233334,15.05306178,95.76897328
3.527429932,1.620384357,0.8627842172,6.923905528,15.12026956,96.00763734
3.536162206,1.622146046,0.8646564529,6.837342481,15.18365208,96.22447026
3.544713235,1.623858681,0.8664212322,6.754826857,15.24102603,96.41433079
3.553033516,1.625494844,0.8680344734,6.677585385,15.29020023,96.5720757
3.561107283,1.627108002,0.869597557,6.598237588,15.33637231,96.70755474
3.569001812,1.628737233,0.871188791,6.511630463,15.38395891,96.83272996
3.576792603,1.630333117,0.87272876,6.42226381,15.42955534,96.94561133
3.584555362,1.631845908,0.8741369491,6.334590545,15.46971393,97.04419067
3.592384606,1.633271137,0.8753599238,6.253023162,15.50102184,97.12698491
3.600368048,1.634599431,0.8763759731,6.181803332,15.52117254,97.19217791
3.607802723,1.635819761,0.877183856,6.122271695,15.52796222,97.208672
3.614292082,1.63695767,0.877859714,6.070518905,15.52404739,97.16429654
3.620359784,1.638011576,0.8784832353,6.022928662,15.51490171,97.084912
3.626529978,1.638978771,0.8791381547,5.975899278,15.50607648,96.99637676
3.633357748,1.639887395,0.8797658373,5.926523505,15.49808098,96.92629539
3.64140262,1.640770487,0.8803520491,5.871740553,15.49247901,96.90205346
3.650351594,1.64156188,0.8809192442,5.811186032,15.4862957,96.89794661
3.659529946,1.642203712,0.881444472,5.74750489,15.47430507,96.87376329
3.668926842,1.64271097,0.8820166333,5.681362575,15.46037566,96.83326788
3.678531188,1.643098385,0.8827250707,5.613424582,15.44838309,96.78021886
3.688328553,1.643366305,0.883487034,5.544984319,15.43697208,96.71954602
3.698314807,1.643530004,0.8841778364,5.477575076,15.42344705,96.65676036
3.708494261,1.64362627,0.8848255993,5.412213274,15.40969752,96.59648293
3.718871292,1.643691801,0.8854596375,5.349910878,15.39763174,96.54332944
3.729450289,1.643763272,0.8861101961,5.291677036,15.38917299,96.50191077
3.740235543,1.643877463,0.88680796,5.238522535,15.38625327,96.47683414
3.751231087,1.644071459,0.8875833358,5.191467093,15.39080439,96.47270488
3.762870627,1.644294333,0.8884013722,5.151875004,15.39588155,96.48697932
3.775360926,1.644495799,0.8892439365,5.118817792,15.39668282,96.51198763
3.788365286,1.64471468,0.8901659945,5.089899553,15.39835067,96.54464922
3.801547004,1.644990354,0.8912227283,5.062743558,15.40603656,96.58189059
3.81452183,1.645357586,0.8926348533,5.033502052,15.42905107,96.61904416
3.826915116,1.645824583,0.8944961088,4.999209691,15.47339705,96.65219656
3.839382037,1.646354243,0.8965593806,4.973720622,15.52740732,96.70144344
3.852581831,1.646893162,0.8985790748,4.966053998,15.57892464,96.7801743
3.866198729,1.647417224,0.9004228585,4.967875963,15.62744559,96.87638129
3.879917811,1.647901849,0.9019618779,4.970801549,15.67254408,96.97804705
3.893423522,1.648401328,0.9035053734,4.964173012,15.72582652,97.07045975
3.906366547,1.648967096,0.9054071778,4.936713347,15.7994947,97.1385668
3.919116527,1.64963327,0.9076397769,4.885500597,15.89684769,97.19982867
3.932183418,1.65041441,0.9100866622,4.817438371,16.01505171,97.27705391
3.94541359,1.651251408,0.9125582108,4.73781331,16.14546912,97.36570059
3.958654542,1.652084125,0.9148654312,4.651798421,16.27942581,97.46120729
3.971842351,1.652867439,0.9169329042,4.564703762,16.41210757,97.5581085
3.984921736,1.653585161,0.9187893534,4.481444211,16.54175596,97.6505153
3.997755726,1.654219111,0.9204035905,4.406412599,16.66420327,97.73321801
4.010209175,1.654750427,0.9217457952,4.343903693,16.77523458,97.80101085
4.02214849,1.655159786,0.9227873845,4.298139715,16.87059987,97.84869502
4.033441165,1.655427706,0.923500763,4.273308232,16.94603138,97.87108099
4.043955116,1.655534924,0.923858948,4.273612425,16.99726607,97.86299004
4.053811199,1.655688429,0.9239712883,4.28540292,17.03561825,97.82962999
4.063234001,1.656041031,0.9240126481,4.295078867,17.07465031,97.78125714
4.072246869,1.656492604,0.9240540741,4.306963787,17.11348667,97.72027844
4.080873149,1.656942959,0.9241663623,4.325385337,17.1512547,97.64910514
4.089207578,1.657201548,0.9241864563,4.356321223,17.18197213,97.57102909
4.09734399,1.657091634,0.9240043657,4.405401048,17.2005799,97.48890476
4.105337219,1.656922511,0.9236732246,4.476539024,17.20797457,97.40371134
4.113166477,1.656970622,0.9232485522,4.56633424,17.20758598,97.31325534
4.120740306,1.657106846,0.9228845546,4.667631795,17.2037343,97.21452976
4.127966491,1.657202499,0.9227338369,4.773261372,17.20071052,97.10451091
4.134765957,1.657059805,0.9226980292,4.877718878,17.1983543,96.98220055
4.141079031,1.656462204,0.9226303376,4.975864857,17.19538594,96.84648539
4.146847635,1.655541582,0.9223940421,5.086201921,17.18259751,96.69566383
4.152097534,1.654524242,0.9218872393,5.227141984,17.15216351,96.5303871
4.156889644,1.65339589,0.9212377568,5.391874619,17.10869459,96.35095095
4.161284404,1.652142321,0.9205714395,5.573541867,17.05675566,96.15763028
4.165287427,1.650690617,0.9200207344,5.764851185,17.00104331,95.95088371
4.168907849,1.64898389,0.919655459,5.958903803,16.94542668,95.73206382
4.172210806,1.647032441,0.9195029804,6.149324566,16.89310875,95.50273335
4.17526106,1.644847053,0.9195870006,6.329655883,16.84719382,95.26440761
4.178123,1.64243894,0.9199275813,6.49335694,16.81068773,95.01855178
4.180860647,1.639819701,0.9205413007,6.633805705,16.78650352,94.76658095
4.18353766,1.637001272,0.9214415386,6.744303215,16.77747246,94.50986328
4.186222708,1.633987642,0.9225320021,6.825568138,16.78301316,94.24879426
4.188901233,1.630818499,0.923666424,6.885955506,16.79866534,93.98209693
4.191511977,1.627559455,0.9247815533,6.930230395,16.82142829,93.7086061
4.193993675,1.624276174,0.9258144461,6.963237849,16.84834773,93.42716267
4.196205423,1.62080548,0.9267776353,6.989339902,16.87713723,93.13357621
4.198012272,1.617047999,0.9277214211,7.012400768,16.90601987,92.82414666
4.199361497,1.613165786,0.9286395903,7.036632565,16.93285881,92.49844543
4.200200094,1.609321547,0.9295260836,7.066330575,16.95554872,92.15603291
4.200474755,1.605678492,0.9303752276,7.105888326,16.97202334,91.7964583
4.200131833,1.6024001,0.9311821154,7.159816687,16.9802664,91.41926116
4.199070089,1.599421405,0.931866302,7.234491127,16.97874729,91.02186561
4.19686893,1.596507202,0.9323764005,7.333915752,16.96497432,90.57785121
4.193364971,1.593603637,0.9327315199,7.454295736,16.938957,90.07321596
4.188806125,1.590750593,0.9329399636,7.590901529,16.90278619,89.5223697
4.183446308,1.587984152,0.9330218305,7.738701122,16.85858274,88.93985507
4.17754677,1.585335149,0.9330113323,7.892265878,16.80849359,88.34035617
4.171392356,1.58285819,0.932864072,8.047493567,16.75627494,87.73972327
4.165273272,1.580567631,0.9325331767,8.200185644,16.70616402,87.15361289
4.159470377,1.578423187,0.9320727194,8.344097518,16.66108346,86.59656449
4.154271236,1.576376638,0.9315517637,8.472592731,16.62400258,86.083152
4.149968838,1.574372492,0.9310523988,8.578744082,16.5979399,85.62795716
4.146859917,1.572349416,0.9306670505,8.655464854,16.58597084,85.24555108
4.144435119,1.570115874,0.9304909372,8.71345036,16.58535675,84.90903871
4.14200199,1.56760943,0.9305079358,8.767409536,16.5898799,84.58238705
4.139583968,1.564959322,0.9306484706,8.816260239,16.59744348,84.26647422
4.137204191,1.56229479,0.9308420344,8.858935775,16.60594643,83.96221389
4.134885536,1.559745044,0.9310173663,8.894385405,16.6132851,83.67055286
4.132639104,1.55749503,0.9311018648,8.921375152,16.61703988,83.39314373
4.130707016,1.555355408,0.9313100549,8.921629906,16.62302907,83.14367959
4.129240825,1.553049688,0.9318210813,8.886806112,16.63680801,82.92904574
4.128121507,1.55067901,0.9324916754,8.830920124,16.65583881,82.74140506
4.127228223,1.548347725,0.9331765332,8.768096749,16.67762651,82.57291801
4.126438444,1.546163371,0.9337268346,8.712524848,16.69967692,82.41572959
4.125510463,1.544036834,0.9340192701,8.677489666,16.71681614,82.25858198
4.124901189,1.541759942,0.9342137197,8.642001885,16.73442589,82.12891248
4.125166595,1.539309125,0.9345329243,8.580588359,16.76143282,82.05613192
4.126174676,1.536845865,0.9349684834,8.499334344,16.79699076,82.03122599
4.127791761,1.534534835,0.9355060903,8.404383696,16.84019929,82.04516462
4.129883303,1.532543033,0.9361267558,8.301867968,16.89009142,82.08890811
4.132203628,1.530836138,0.9367965132,8.197685856,16.94425537,82.15001314
4.134463583,1.529275159,0.937474506,8.097516607,16.99911991,82.21445783
4.136463084,1.527871221,0.9381266414,8.007030071,17.05187491,82.27082403
4.138002047,1.526635211,0.9387165508,7.931791072,17.09965268,82.30768525
4.138880167,1.525577931,0.9392056791,7.877300433,17.13954317,82.31360499
4.138896459,1.524710549,0.9395531327,7.84906282,17.1686138,82.27713372
4.138314814,1.524160087,0.9397959253,7.845844499,17.19028419,82.21737449
4.137531606,1.52398493,0.9400029522,7.860594621,17.20956452,82.15935622
4.136543826,1.524093794,0.9401788018,7.890152377,17.22589697,82.10051079
4.135348529,1.524395356,0.9403273796,7.931362844,17.23871259,82.03827265
4.133942686,1.524798488,0.9404516319,7.981078827,17.24743038,81.970075
4.132333779,1.525287096,0.9405449782,8.036306317,17.25248563,81.89423415
4.130517961,1.525830632,0.9406034826,8.093994634,17.25433221,81.80875919
4.128474727,1.526317122,0.9406315053,8.150926014,17.25238796,81.71061316
4.126183026,1.526635455,0.9406308383,8.2038935,17.24604023,81.59675037
4.123621153,1.526675508,0.9406001857,8.24970203,17.23463771,81.46411727
4.120766652,1.526328244,0.9405345878,8.285169711,17.21748073,81.30965453
4.117591964,1.525728612,0.9404122486,8.313481802,17.1920171,81.13485118
4.114098508,1.525089047,0.9402060632,8.340590243,17.15710512,80.94395347
4.110306757,1.52441756,0.9399002208,8.367471918,17.11412148,80.73803487
4.106237335,1.523722005,0.9394793431,8.395097999,17.06444828,80.51816698
4.101911062,1.523009966,0.9389286339,8.42443026,17.00947428,80.28541855
4.097348998,1.522288652,0.9382340235,8.456417505,16.95059599,80.04085469
4.092537947,1.521470902,0.9374030722,8.492038736,16.88844904,79.78442729
4.08745871,1.520475831,0.9364747796,8.531839479,16.82393287,79.51601242
4.08212385,1.519319164,0.9354835745,8.576084462,16.7588439,79.2365558
4.076546381,1.518015806,0.9344649251,8.625006005,16.69497516,78.94699934
4.070739802,1.516579735,0.9334554542,8.67880035,16.63411562,78.64828076
4.064272927,1.515030419,0.9320579721,8.737618345,16.56526394,78.32004959
4.056907957,1.513439506,0.9300280341,8.80154461,16.48098897,77.95112206
4.048950992,1.511892361,0.9276443459,8.870521339,16.38853672,77.55608793
4.040710996,1.51046369,0.9252049782,8.944297207,16.29531456,77.14936021
4.032499748,1.509215548,0.9230296762,9.022408102,16.20890349,76.74513736
4.024631787,1.50819679,0.9214600299,9.104173068,16.13705661,76.35739776
4.017389439,1.506924869,0.9201441506,9.1832151,16.0763536,75.99880363
4.010632148,1.505098834,0.9186001146,9.256546792,16.01795345,75.66302888
4.004036571,1.503033612,0.9169805483,9.328688344,15.96155729,75.33529347
3.997272309,1.501048322,0.9154261787,9.40449377,15.90680696,75.00067439
3.990002024,1.499466391,0.9140658956,9.489146534,15.85328498,74.64411381
3.981881042,1.49861586,0.913015992,9.588197622,15.8005163,74.25040665
3.973053623,1.49836131,0.9121908607,9.704387958,15.74903299,73.82420837
3.963897385,1.498319048,0.9114216992,9.835194584,15.69972767,73.38110153
3.954412008,1.498448663,0.9106902427,9.978548361,15.6526196,72.92214844
3.944597566,1.498710114,0.9099787689,10.13231991,15.60771827,72.44841288
3.934454511,1.499063885,0.9092699224,10.29431772,15.56502081,71.96095667
3.92398366,1.499471099,0.9085466011,10.46228752,15.52451029,71.46083602
3.913225218,1.500033199,0.9078620236,10.63378709,15.48532887,70.95179298
3.902237554,1.500877596,0.907262483,10.80665604,15.44613126,70.43825736
3.891049044,1.502004987,0.9067210434,10.97899597,15.40616373,69.92230311
3.879688169,1.503416145,0.9062113983,11.14888374,15.3646816,69.40599161
3.868183554,1.505111857,0.9057080234,11.31437393,15.32095148,68.89136879
3.855934782,1.507330685,0.9052843707,11.48942491,15.2727556,68.33936755
3.842482901,1.510230501,0.9049355788,11.6871899,15.2190309,67.72032
3.828075113,1.513686391,0.9045327836,11.90416097,15.16087036,67.05049624
3.812968328,1.517565061,0.9039686388,12.13626875,15.09948963,66.34637447
3.797430015,1.521722275,0.9031605723,12.37879171,15.03623386,65.62463914
3.781738121,1.526000672,0.902052533,12.62631841,14.9725776,64.90214838
3.766158888,1.530362464,0.9007039895,12.8714993,14.91142834,64.19754219
3.750976085,1.534721127,0.8991985442,13.1064964,14.85514297,63.52924932
3.736506321,1.538824717,0.8975534853,13.32431567,14.80455115,62.91390586
3.723071342,1.542408587,0.8958056204,13.51761607,14.76058898,62.36810104
3.71099615,1.545198237,0.894006418,13.67884926,14.72428409,61.90834191
3.700028728,1.54709608,0.8923089538,13.80954191,14.69589048,61.51519795
3.689676717,1.548441476,0.8907516123,13.91769445,14.67536457,61.16041166
3.679902039,1.549450532,0.889291734,14.00514112,14.66279132,60.8448959
3.6706822,1.550077435,0.8879455262,14.07406897,14.65657027,60.56605374
3.6619949,1.550279703,0.8867279577,14.12674543,14.65513034,60.3213523
3.653817919,1.550017863,0.8856525939,14.16550818,14.65692186,60.10831351
3.646128962,1.549255155,0.8847314473,14.19275598,14.66040941,59.92450488
3.638906579,1.548211665,0.8838535348,14.2109976,14.66483751,59.77108234
3.632131112,1.547161356,0.882880138,14.22304833,14.66968605,59.65014054
3.625782374,1.546151357,0.8817792188,14.23183443,14.67378217,59.56069599
3.619839552,1.545230363,0.8805169564,14.24031392,14.67595209,59.50177482
3.614823331,1.543541463,0.8792629983,14.2272956,14.68311577,59.50867447
3.610979978,1.540570115,0.8781843601,14.17974457,14.69999554,59.59653159
3.607872899,1.536884069,0.8772338334,14.11298869,14.72205614,59.73416241
3.60506235,1.533051618,0.8763592481,14.04230006,14.74466227,59.89042224
3.602106729,1.529637639,0.8755080639,13.9827575,14.76307735,60.03420632
3.598562918,1.527202744,0.8746289697,13.94925801,14.77248804,60.13445098
3.594949691,1.525005238,0.8737244179,13.92873394,14.77529725,60.22806337
3.591960693,1.522208045,0.8727564007,13.89914792,14.77886268,60.36512505
3.589430508,1.519160153,0.8717065654,13.8624639,14.78459682,60.53402168
3.587216431,1.516076844,0.8706916347,13.82158975,14.79238701,60.72213755
3.585175667,1.513171591,0.8698303892,13.77937115,14.80212056,60.91689519
3.583165568,1.510655399,0.8692448093,13.73857638,14.81369452,61.1057566
