frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz,F15_data.tx,F15_data.ty,F15_data.tz
1412,0.9545488786,0.6371462894,0.1223776552,0.7901144041,0.533259424,0.175922303,1.266814664,0.6255760012,1.316989253,0.03332013032,0.04548721294,0.5172375767,0.03378849465,0.04643456443,0.5247740964,0.2051269484,0.5722333944,1.155773805,0.4687545757,0.8606926238,1.470770212,-0.0661527529,0.3619160795,0.9235001055,0.3908867582,0.5890173144,1.254404764,0.09301231599,0.2847123081,-0.5913618698,2.234064263,0.4735593586,0.8412478584,0.09930278123,0.5011771022,-0.8184494664,0.3152427459,0.8262280718,1.382326982,0.02002177934,0.2141010279,0.8117745643,0.5571758568,0.806756123,1.465839202,0.4902997175,0.6688654682,1.357337124,0.3703620371,0.6906267816,1.337593829
1413,0.9546205459,0.6369296926,0.1231864317,0.7904738059,0.5332855309,0.1773520073,1.267058285,0.6260378507,1.318005236,0.03374616544,0.04664088919,0.5179148619,0.0342052143,0.04754367385,0.5252430313,0.2047358111,0.5721586068,1.155652136,0.4685190515,0.8605680579,1.471579532,-0.06608568362,0.3621074577,0.9244294521,0.3907245804,0.5897739554,1.255143938,0.09414713793,0.2845941106,-0.5909263821,2.234367917,0.4746060091,0.8435723413,0.1005548394,0.501039628,-0.8184017993,0.3150891004,0.8264747418,1.383017855,0.02036867527,0.2147611457,0.8125728559,0.5567062504,0.8069088222,1.467153647,0.4902885527,0.6693328566,1.358126891,0.371346756,0.6917167788,1.338941526
1414,0.9548082767,0.6366548103,0.1240842474,0.7908838357,0.5333863215,0.1789567524,1.267335851,0.6265988665,1.319087777,0.03430437171,0.04778767402,0.5188100781,0.03473211115,0.04859196142,0.5256536789,0.2041733962,0.5721659499,1.1558606,0.4681368233,0.8603138923,1.472925548,-0.0661099843,0.3625660171,0.9253838563,0.3904977437,0.590845161,1.255967459,0.09552557762,0.2843951411,-0.5904831096,2.234770409,0.475776888,0.8464406636,0.1021626032,0.5008129181,-0.8183008696,0.3148694016,0.8268538506,1.383761052,0.0206344031,0.2154051428,0.8134827017,0.5564871296,0.8066687987,1.469168277,0.4903033045,0.6698326266,1.358769885,0.3722229002,0.6928915033,1.3404459
1415,0.9551164857,0.6363384933,0.1250863136,0.7913577864,0.5335472143,0.1807223749,1.267623952,0.6272753402,1.320276274,0.03495996497,0.04896052508,0.5198785875,0.0353393187,0.04962836544,0.5260435979,0.2034757225,0.5722881608,1.156398836,0.4676020145,0.8600127236,1.474712531,-0.0662144245,0.3632642935,0.9263598356,0.3901762507,0.5921620648,1.256882753,0.09718125065,0.2841144258,-0.5900277815,2.23522304,0.477047944,0.849765427,0.1040783697,0.5005283199,-0.8181561374,0.314563074,0.8273762179,1.38454928,0.02083109249,0.2160671197,0.8144775083,0.5564219426,0.8061783647,1.471736011,0.490293425,0.6703896865,1.359330877,0.3729323197,0.6941409626,1.342057255
1416,0.9555091346,0.6359798446,0.1261485608,0.791873045,0.533733677,0.1825849506,1.267943476,0.6280431436,1.321528354,0.03566948364,0.05016063464,0.5210694373,0.03598875968,0.05067004243,0.5264439927,0.2027118611,0.5725141574,1.157258926,0.4669625003,0.8596982895,1.476824298,-0.0663696235,0.3641340786,0.9273612755,0.3897702187,0.5936111051,1.257876955,0.09905895848,0.2837425783,-0.5895616149,2.235688837,0.4783703941,0.8533058411,0.1061481054,0.5002134629,-0.8179786598,0.3141972476,0.8280048177,1.385365089,0.02098203244,0.2167432596,0.815528776,0.5564679714,0.805531545,1.474681864,0.4902552642,0.6709828389,1.359848767,0.3734623742,0.6954085041,1.343708868
1417,0.9559504217,0.635577791,0.1272268742,0.7924073522,0.5339109434,0.1844805648,1.26831556,0.6288779822,1.322801732,0.03638972022,0.05138897648,0.5223316254,0.03664244449,0.05173407573,0.5268859996,0.2019509506,0.5728327284,1.158433177,0.4662665131,0.8594040089,1.479144743,-0.06654600613,0.3651070429,0.9283922693,0.3892899603,0.5950785799,1.258937474,0.101103649,0.283270101,-0.5890860104,2.236131559,0.4796949337,0.856821146,0.1082178804,0.4998958414,-0.8177799087,0.3137992382,0.8287024908,1.386191193,0.02111074291,0.217429574,0.8166080659,0.5565830147,0.8048219322,1.477830704,0.4901852735,0.6715908418,1.360362528,0.3738007832,0.6966372309,1.345334021
1418,0.9564048429,0.6351310423,0.1282770854,0.7929388832,0.5340439724,0.1863453212,1.268761646,0.6297553629,1.324054234,0.03707781034,0.05264625215,0.5236141068,0.03726250606,0.0528374184,0.5274006989,0.2012623351,0.573232475,1.159914187,0.4655627976,0.8591629407,1.481557912,-0.06671375157,0.3661146903,0.9294571705,0.3887460555,0.5964506032,1.260052047,0.1032604611,0.2826873313,-0.588602609,2.236515849,0.4809717206,0.8600706275,0.1101339178,0.4996027533,-0.8175718201,0.3133965961,0.829431908,1.387010528,0.02124103763,0.2181218583,0.8176870488,0.5567255668,0.8041426415,1.481007237,0.4900800187,0.6721923666,1.360911237,0.3739356913,0.6977699673,1.346866071
1419,0.956837201,0.634638086,0.1292549747,0.7934462639,0.5340974467,0.1881153477,1.269303497,0.6306505945,1.3252438,0.03769125978,0.05393288036,0.5248658154,0.03781122373,0.05399686673,0.5280191406,0.2007156697,0.5737017842,1.161694857,0.4649006694,0.8590077888,1.483948035,-0.06684276865,0.3670883464,0.9305606058,0.388149389,0.5976130933,1.261208745,0.1054747382,0.2819844231,-0.5881133296,2.236807212,0.4821504181,0.8628136359,0.1117426064,0.4993612726,-0.8173667555,0.3130171186,0.8301555657,1.387806267,0.02139703975,0.2188156861,0.8187375274,0.5568548636,0.8035863209,1.484036019,0.4899361925,0.6727659781,1.361534095,0.3738556672,0.6987492646,1.348238511
1420,0.9572125643,0.6340972162,0.1301162837,0.7939085225,0.5340358103,0.1897267985,1.269963161,0.6315388195,1.326328447,0.03818790954,0.05524902937,0.5260357006,0.03825103574,0.05522906455,0.5287723843,0.2003809948,0.5742288353,1.163768351,0.4643299774,0.8589709531,1.486199533,-0.06690269743,0.3679591792,0.9317074489,0.387511155,0.5984517931,1.262395959,0.1076920116,0.2811513632,-0.5876203857,2.236971834,0.4831802969,0.8648096061,0.1128904775,0.499198259,-0.8171773758,0.3126888274,0.8308358136,1.388561808,0.02160315054,0.2195064422,0.8197314316,0.5569307963,0.8032452153,1.486741504,0.4897506255,0.6732901395,1.362270442,0.3735496364,0.6995174457,1.349385017
1421,0.9575472921,0.6334483721,0.1308336759,0.7943278547,0.5338734445,0.1912148364,1.270933653,0.6324624893,1.327270433,0.03863999715,0.05659346536,0.5271114378,0.03864070797,0.0565138501,0.5295734579,0.2002847262,0.5748472296,1.16638409,0.4638272491,0.8589604045,1.488585699,-0.06686004731,0.3687314625,0.9329599384,0.3867630883,0.5988922948,1.263673129,0.1100322686,0.28009336,-0.5871168497,2.237012007,0.4839956963,0.8659718294,0.1134833313,0.4990988544,-0.8169858724,0.3124028918,0.8315058968,1.389335608,0.02179695017,0.2201069159,0.8206537885,0.5571861746,0.8027710923,1.489459515,0.4895082837,0.6737065361,1.363086982,0.372892086,0.7000550619,1.350267061
1422,0.9578823669,0.6326595558,0.1313859869,0.7947266042,0.5336476526,0.1926091137,1.272301719,0.6334323409,1.328039472,0.03913146131,0.05794511957,0.5280656048,0.03905249653,0.05780366214,0.5302689804,0.2003718825,0.5755490143,1.169624233,0.4633402439,0.8588507081,1.491323872,-0.06671668566,0.3694438291,0.9342919553,0.3858680483,0.5989711918,1.265034974,0.1125883405,0.2787890862,-0.5866461015,2.236967762,0.4845920854,0.8664278334,0.1136201512,0.4990461786,-0.8168158731,0.312133993,0.8321765336,1.390135555,0.02192211733,0.2205449918,0.8214692752,0.5578016092,0.8018365701,1.492503884,0.4892124436,0.6739636863,1.36387947,0.3718423715,0.700370202,1.35088631
1423,0.9582227871,0.6317743407,0.1317902474,0.7951159177,0.5333630894,0.1938910732,1.27392196,0.6344123178,1.328659762,0.03963359851,0.05929458318,0.5288851394,0.03946490606,0.05909435248,0.5308510302,0.2005838267,0.576297559,1.173277969,0.4628677468,0.8586696216,1.494255459,-0.06650118488,0.3701116146,0.935626332,0.3848763838,0.5987803289,1.266420674,0.1152725569,0.2773258978,-0.5862314084,2.236857092,0.4850276821,0.8663267161,0.113448193,0.4990444408,-0.816693746,0.3118780826,0.8328200658,1.390909637,0.0220063734,0.2208676193,0.8221749272,0.5586504294,0.8006100351,1.495709065,0.4888792954,0.6740923195,1.364627429,0.3705088809,0.7004888641,1.351281646
1424,0.9585568452,0.6308272126,0.1320924866,0.7954909041,0.5330182299,0.1950777712,1.275660217,0.6353887072,1.329177061,0.04010605848,0.06064116519,0.5296235628,0.03984487176,0.06039054131,0.5313782745,0.2008690826,0.5770816521,1.177182661,0.4624252112,0.8584775964,1.497255863,-0.06624198336,0.370771024,0.9369460936,0.3838479573,0.5984385017,1.267812453,0.117961232,0.2757678267,-0.5858372119,2.236697185,0.4853633275,0.8658208027,0.1130749902,0.4990680897,-0.8165931822,0.3116453174,0.8334398255,1.391644157,0.02207382924,0.2211388725,0.8228301321,0.5596221567,0.7992918969,1.498942788,0.488537431,0.6741521656,1.365348998,0.3690122371,0.7004666379,1.351532578
1425,0.9588727658,0.6298527123,0.1323387767,0.7958465985,0.5326116787,0.1961862618,1.277382308,0.6363477927,1.329637049,0.04050846906,0.0619842419,0.5303342607,0.04015932016,0.06169689349,0.5319092485,0.2011761119,0.5778902844,1.181175565,0.4620279563,0.8583353221,1.500200428,-0.06596757744,0.3714583621,0.9382341524,0.3828425267,0.5980646678,1.269192423,0.1205306126,0.2741788343,-0.5854277816,2.236505111,0.4856599955,0.8650623257,0.112608087,0.4990916345,-0.8164878508,0.31144583,0.8340392288,1.392325298,0.02214853747,0.2214229177,0.8234941892,0.560606068,0.798082754,1.502072799,0.488215387,0.6742030481,1.36606223,0.3674729976,0.7003592736,1.351718508
1426,0.9591587226,0.628885406,0.1325752487,0.7961779696,0.532142152,0.1972335975,1.278954054,0.6372758074,1.330085378,0.04080045759,0.0633232312,0.5310704805,0.04037518968,0.06301809819,0.5325023492,0.2014532172,0.5787127572,1.185093835,0.4616910974,0.8583037888,1.502964442,-0.0657065383,0.3722100414,0.9394733197,0.3819197129,0.5977779704,1.270542607,0.1228568765,0.2726227957,-0.5849671407,2.236297908,0.4859786646,0.8642034446,0.1121550461,0.4990896611,-0.816351492,0.3112897195,0.8346217805,1.392939117,0.0222545052,0.2217839979,0.8242263138,0.561491111,0.7971834341,1.504966989,0.4879416394,0.6743048844,1.366785096,0.3660116831,0.7002226528,1.351918701
1427,0.9594028562,0.6279598694,0.1328480928,0.7964799318,0.5316084593,0.1982368321,1.280241298,0.6381589126,1.330567703,0.04094167081,0.06465758321,0.5318853252,0.04045944899,0.06435886635,0.5332158245,0.2016484887,0.5795387098,1.188774524,0.4614295169,0.8584442806,1.505423121,-0.06548751201,0.3730625731,0.9406463024,0.3811389907,0.5976977372,1.271844935,0.1248161384,0.2711635005,-0.5844190432,2.236092654,0.4863802518,0.8633962429,0.1118234583,0.4990368393,-0.8161579713,0.3111870534,0.8351910606,1.393471541,0.0224157097,0.2222864307,0.8250856217,0.5621658758,0.796794973,1.507493405,0.4877446086,0.6745176824,1.367535478,0.3647488023,0.7001127738,1.352212258
1428,0.9595932931,0.6271106848,0.133203544,0.7967473609,0.5310094823,0.1992130283,1.281109921,0.6389832012,1.331129695,0.04089179316,0.06598678694,0.5328317427,0.04037911321,0.06572394605,0.5341077582,0.2017097943,0.5803580671,1.192054581,0.461257877,0.8588183012,1.507451572,-0.06533920261,0.3740525419,0.9417356795,0.3805597038,0.5979434559,1.273081197,0.1262844646,0.2698646693,-0.5837470023,2.235906509,0.4869256079,0.8627927022,0.1117209543,0.4989079214,-0.8158812935,0.3111478817,0.8357506938,1.393908366,0.02265611706,0.2229946188,0.8261310946,0.5625186213,0.7971185349,1.509520153,0.4876526734,0.6749015322,1.368331143,0.363804874,0.7000857529,1.352678098
1429,0.9596759684,0.626315899,0.1336536867,0.7969440353,0.5302586476,0.2001999852,1.281587625,0.6398459546,1.331778528,0.04062488357,0.06745184337,0.5339785484,0.0401106201,0.06728735812,0.5353324135,0.2015962187,0.5813017101,1.195185315,0.4611080996,0.8595147541,1.509197622,-0.06528392123,0.3752966131,0.9428823283,0.3800204882,0.5985635573,1.274341798,0.1272546247,0.2686053357,-0.5829138611,2.23569662,0.4875806191,0.8622476066,0.1115977487,0.4987146644,-0.8154514938,0.3110946003,0.8364007665,1.394213866,0.02302200373,0.2239695075,0.827421396,0.5623248299,0.7984643029,1.511134254,0.4875268215,0.6755183807,1.369274706,0.3628500409,0.6999945781,1.353271524
1430,0.9596341927,0.6255285069,0.1341870759,0.7970577441,0.5293116526,0.2012352687,1.281843625,0.6408390845,1.332494648,0.04018176931,0.06912408261,0.5353686001,0.0396887591,0.06913338418,0.5369784221,0.2013627591,0.5824598623,1.198512033,0.4609454062,0.8605389796,1.510900394,-0.06528988319,0.3768196417,0.9442359778,0.3793917953,0.5994687928,1.275733712,0.1278571802,0.2672283194,-0.5818946329,2.235438018,0.4882977415,0.8615461379,0.1112045702,0.498458553,-0.8148149178,0.3109924383,0.8372080928,1.394416064,0.02353959885,0.225186382,0.8289827286,0.5615877112,0.8008226084,1.51254712,0.4872833105,0.6763583931,1.370439533,0.3616035622,0.6997224673,1.35393195
1431,0.9595144161,0.6247450117,0.1347858169,0.7971195708,0.5282306813,0.2023022282,1.281937945,0.6419150161,1.333260471,0.03961228801,0.07089977475,0.5369611322,0.03915806521,0.07113345157,0.5389506152,0.2010848629,0.5837490748,1.20196999,0.4608153562,0.8618063887,1.512538676,-0.06531868033,0.378515333,0.9457414498,0.3787631505,0.6005565473,1.277224168,0.128185952,0.2657638538,-0.580720552,2.235162982,0.4890912421,0.8607261374,0.1106671098,0.4981242284,-0.8140156602,0.3108984279,0.8381092242,1.394560191,0.0241893067,0.2265773017,0.8307730257,0.5605173661,0.8038930168,1.513780786,0.4870150335,0.6773556091,1.371763341,0.3602417687,0.6993540613,1.354676649
1432,0.9593698016,0.6239648126,0.1354429801,0.7971632253,0.5270839991,0.2033899247,1.281897033,0.6430264055,1.33408024,0.03894907444,0.07269639227,0.5386970111,0.0385458192,0.07318017876,0.5411354552,0.2008079468,0.5851057667,1.205479918,0.4607280509,0.8632483501,1.514084663,-0.06535719991,0.3803016806,0.9473206785,0.3781917283,0.6017411198,1.278771809,0.1283590478,0.264258633,-0.5794389779,2.234883196,0.4899565614,0.8598799261,0.1101475547,0.4977124677,-0.813115039,0.3108376668,0.8390593091,1.394679899,0.02492730278,0.2280966392,0.8327307197,0.5592873355,0.8073892641,1.514854361,0.4867807303,0.6784592442,1.373178654,0.3589078097,0.6989915791,1.355513257
1433,0.959253456,0.6231873265,0.1361515485,0.797222283,0.5259398331,0.2044872867,1.281747354,0.6441258933,1.334958315,0.03822474092,0.07443132508,0.5405172635,0.03787925153,0.07516603731,0.5434196006,0.2005772675,0.586466124,1.208962639,0.460693528,0.8647961147,1.515510653,-0.06539237871,0.3820965528,0.9488957671,0.3777346706,0.6029367581,1.280335336,0.128494423,0.2627593323,-0.5780974414,2.234610452,0.4908892968,0.859099852,0.1098080025,0.4972240984,-0.8121745234,0.3108352971,0.8400135495,1.394808908,0.02570969481,0.2296986066,0.8347944124,0.5580713064,0.8110251397,1.515787186,0.4866390765,0.6796184478,1.374618036,0.3577447291,0.6987373558,1.356449131
1434,0.9592184189,0.6224119846,0.1369044125,0.7973301693,0.5248663724,0.2055830872,1.281515382,0.6451661089,1.335899174,0.03747185227,0.07602185895,0.5423630833,0.03718550221,0.07698330909,0.5456899239,0.2004379058,0.5877660848,1.212339088,0.4607217776,0.8663808286,1.516789093,-0.06541122001,0.383817674,0.9503890187,0.377449079,0.6040576465,1.28187354,0.1287098502,0.2613126024,-0.5767436916,2.234356672,0.4918852245,0.8584783069,0.1098104304,0.4966599846,-0.8112557691,0.3109165162,0.8409272149,1.394981032,0.02649249829,0.2313372147,0.836902928,0.5570431722,0.8145145399,1.516598909,0.4866486657,0.6807822822,1.376014114,0.356895447,0.698693839,1.357491315
1435,0.9593176573,0.6216382211,0.1376943726,0.7975201575,0.523931765,0.2066659458,1.281227602,0.6460996661,1.336907397,0.03672290967,0.07738516486,0.5441758137,0.03649159905,0.07852407291,0.547833495,0.200434764,0.5889413415,1.215530314,0.4608227602,0.8679335492,1.517892609,-0.06540079742,0.3853826248,0.9517229386,0.3773920122,0.6050178969,1.283345313,0.1291229093,0.2599650613,-0.5754257051,2.23413391,0.4929402866,0.8581077405,0.1103166812,0.4960210105,-0.81042062,0.3111065801,0.8417556366,1.395230179,0.02723162556,0.2329662527,0.838995338,0.5563770603,0.8175714905,1.517309495,0.4868680055,0.6818997136,1.377299594,0.3565027537,0.6989635635,1.358646567
1436,0.9596040646,0.6208654559,0.1385141478,0.797825381,0.5232041105,0.2077243572,1.280910492,0.6468791511,1.33798764,0.03601034329,0.07843829899,0.5458969056,0.03582445417,0.07968022045,0.5497375313,0.2006125796,0.5899273588,1.218457469,0.4610064275,0.8693852664,1.518793999,-0.06534824568,0.386708862,0.9528202083,0.3776204865,0.6057315428,1.284709641,0.1298509977,0.2587632844,-0.5741916588,2.233954342,0.4940505446,0.8580806708,0.1114884689,0.4953080622,-0.8097310795,0.3114307966,0.8424541845,1.395590348,0.02788288837,0.2345392873,0.8410109554,0.5562473275,0.8199101413,1.517939174,0.4873555271,0.6829196146,1.378407272,0.3567093189,0.6996491024,1.359921451
1437,0.9600041239,0.6200813994,0.1393704226,0.7981837103,0.5225954056,0.2087221091,1.280194962,0.6473672088,1.339107341,0.0351170686,0.07928363406,0.5475776396,0.03497672926,0.08056702063,0.5514696873,0.2006905631,0.5908271855,1.221158223,0.4609138181,0.8709883283,1.519424712,-0.06540751651,0.3879780321,0.9537054357,0.3780844522,0.6063437082,1.285923186,0.1304237272,0.2578502834,-0.5732455849,2.233785326,0.4952370294,0.8583854324,0.1134977942,0.4944641903,-0.8091915554,0.3115109081,0.843158007,1.395936105,0.02846959062,0.2362239644,0.8430315452,0.5561433552,0.8219269259,1.518411593,0.48775256,0.6840207674,1.379323519,0.3572373604,0.7009457746,1.361350031
1438,0.9604389868,0.6193084904,0.1403515691,0.7985438125,0.5220166525,0.2097336911,1.278876843,0.6476183515,1.34032067,0.03391782887,0.08008746142,0.5494069444,0.03383335834,0.08138177593,0.553278121,0.2004836145,0.5918163441,1.223813126,0.4603526892,0.8730167458,1.519846474,-0.06565626175,0.389415561,0.9545526526,0.378715853,0.60708965,1.287084064,0.1304767169,0.2572450989,-0.5725482146,2.233614623,0.496594723,0.8590013474,0.1162794477,0.49343847,-0.8086566306,0.3111293195,0.844048058,1.396243039,0.02906103958,0.2381886231,0.8452543961,0.5556392245,0.8241803997,1.518738651,0.4878216049,0.6854166016,1.38018297,0.3578081037,0.7029166885,1.363015782
1439,0.9609399547,0.6185717868,0.141497235,0.7989394157,0.5215086389,0.2108342826,1.277215947,0.6477959874,1.341687893,0.03255816848,0.08083942534,0.5514363623,0.0325350393,0.08211596982,0.5552244879,0.2001648893,0.5928878123,1.226480255,0.4595732495,0.8753664986,1.520160584,-0.06598608863,0.3909682333,0.9554236133,0.3795298859,0.6079613812,1.288286879,0.1302662979,0.2568246291,-0.5718725991,2.233468372,0.4981524621,0.8599280817,0.1196239689,0.4922660545,-0.8080444862,0.3105421183,0.8450884486,1.396628675,0.02966020547,0.2403538589,0.8477015409,0.5550256783,0.8265586548,1.519004271,0.4877894397,0.6870451405,1.381067035,0.3585496001,0.7054066365,1.364926032
1440,0.9615236308,0.6178617371,0.1427232132,0.7993855537,0.5210780291,0.2119665499,1.27544126,0.6479407388,1.343151773,0.03114641634,0.08149655388,0.5535452493,0.0311852493,0.0827282168,0.5571983442,0.1998766741,0.5939528135,1.229081339,0.4587993816,0.8778244323,1.520354065,-0.06632199263,0.3925268084,0.9562267429,0.3805104479,0.6088594084,1.289493521,0.1300331056,0.2565036612,-0.5711512672,2.233344106,0.4998179846,0.8610515501,0.123316666,0.4910355708,-0.8074173948,0.3099798799,0.8461468895,1.397092229,0.03023356314,0.2425884089,0.8502331707,0.5545656497,0.828837788,1.519176252,0.4878526655,0.6887435378,1.381930951,0.3595604987,0.708164652,1.366961316
1441,0.9622064726,0.6171686659,0.1439452237,0.7998971311,0.5207313925,0.2130731008,1.273781661,0.6480933601,1.344654918,0.02979083268,0.08201581341,0.5556130289,0.02988740247,0.08317707747,0.5590893145,0.1997612768,0.5949224323,1.231538207,0.4582551818,0.8801776118,1.520414195,-0.06658893155,0.393982034,0.9568706805,0.3816414739,0.6096841044,1.290666069,0.1300177878,0.2561972209,-0.5703168756,2.233239383,0.5014989192,0.8622578769,0.1271426138,0.4898352869,-0.8068376582,0.3096732722,0.8470913119,1.39763298,0.03074764686,0.2447606824,0.8527098337,0.5545222874,0.8307941287,1.519222638,0.4882080018,0.6903490317,1.382730124,0.3609396238,0.7109395938,1.369002546
1442,0.9630047969,0.6164827524,0.1450789174,0.8004889349,0.5204751957,0.2140965043,1.272465927,0.6482947266,1.346139782,0.0285995958,0.08235410688,0.5575191642,0.02874483217,0.0834210686,0.5607870569,0.1999610215,0.5957076305,1.233772781,0.4581649651,0.8822133415,1.520328513,-0.06671182959,0.3952246728,0.9572642668,0.3829069368,0.6103356895,1.291766782,0.1304610153,0.2558205447,-0.5693021947,2.233151801,0.5031027492,0.8634334103,0.1308866514,0.4887530762,-0.8063676151,0.309853054,0.8477898341,1.398250267,0.0311690568,0.2467387638,0.8549924374,0.5551589314,0.8322042333,1.519111661,0.4890522894,0.6916989346,1.383420117,0.3627860039,0.7134800893,1.370931042
1443,0.9639347963,0.6157940293,0.1460398643,0.8011756648,0.5203158001,0.2149793005,1.271722754,0.6485857725,1.347548668,0.02768079416,0.08246828038,0.5591430883,0.02786077934,0.08341867757,0.5621811877,0.2006182349,0.5962192435,1.23570699,0.4587532265,0.8837191133,1.520084685,-0.06661559466,0.396145532,0.9573164569,0.3842908364,0.6107142171,1.292758026,0.1316034925,0.2552889289,-0.5680401589,2.233078997,0.5045368186,0.8644646851,0.1343334208,0.487876453,-0.8060696143,0.3107500537,0.848110646,1.398943382,0.03146444475,0.2483904726,0.8569421657,0.5567390422,0.8328448043,1.518811551,0.4905824639,0.69263057,1.383956549,0.3651988461,0.7155344899,1.372628421
1444,0.9650125681,0.6150924001,0.1467435247,0.8019719801,0.5202594659,0.2156640012,1.271780805,0.6490073769,1.348823732,0.02714242393,0.082315138,0.5603640903,0.02733838692,0.08312838158,0.5631611629,0.2018752244,0.596367956,1.237262631,0.4602445603,0.8844824789,1.519670253,-0.06622514905,0.396635498,0.9569361579,0.3857771771,0.6107195649,1.293602138,0.1336859661,0.2545174572,-0.566463983,2.233018632,0.5057083798,0.8652383359,0.1372674498,0.4872926781,-0.8060059546,0.3125951284,0.8479218118,1.399711382,0.03160047873,0.249583481,0.8584203143,0.5595260831,0.8324925341,1.518290218,0.4929955003,0.69298116,1.384294884,0.3682774531,0.7168508398,1.373976339
1445,0.966246968,0.6143086372,0.1472230262,0.8028855342,0.52026431,0.2161492735,1.272607505,0.6493753994,1.349950478,0.0266553594,0.08181005542,0.5614603327,0.02685150575,0.0824223133,0.5639664046,0.2035413971,0.5962109287,1.238710672,0.4618623531,0.8847075167,1.518932502,-0.06590131476,0.3968336068,0.956133571,0.3873987163,0.6102278127,1.294301175,0.136227514,0.2533819239,-0.5646335151,2.232900271,0.5066043906,0.865717143,0.1398484261,0.4869521926,-0.8063505206,0.3146402451,0.8473376213,1.400363858,0.03118735575,0.2503088679,0.8595862313,0.5628011042,0.831195223,1.517442922,0.4958461295,0.6928583192,1.384393942,0.3716407689,0.7177261985,1.375054797
1446,0.9676231744,0.613441622,0.1474927628,0.8039026523,0.5203248292,0.2163971406,1.273950167,0.649510578,1.350893661,0.02592966734,0.080952966,0.5625744769,0.0261172441,0.08127692388,0.564712578,0.2053709171,0.5958342138,1.24018744,0.4629626897,0.8846690166,1.517729124,-0.06592000075,0.3969034489,0.9549109544,0.389183918,0.6092221511,1.294805534,0.1387226697,0.2519575554,-0.562760217,2.232683726,0.5072972276,0.865897641,0.1423772563,0.4868152393,-0.807229974,0.3162485224,0.8465054157,1.400723381,0.03005432581,0.2506800103,0.8605580752,0.5659024607,0.829168631,1.5161717,0.4986957824,0.6924371413,1.384193759,0.3749840738,0.7185321446,1.375942669
1447,0.9691253514,0.6125578309,0.1475278029,0.8050098243,0.5204799251,0.2163884689,1.275712361,0.6495022814,1.351649556,0.02513668534,0.07982389402,0.5635005824,0.02530819504,0.07980376379,0.5652214303,0.2074281476,0.5952258217,1.241502109,0.4639743455,0.8843107924,1.516135923,-0.06607386587,0.3967913036,0.9532660683,0.3911153981,0.6078004515,1.295088363,0.1413785021,0.2503922435,-0.5608962603,2.232416538,0.5078378543,0.8658090362,0.1448529636,0.4869047472,-0.8085394127,0.3178226052,0.8453859242,1.40088339,0.02850144033,0.2507610827,0.861244137,0.5691846537,0.8264915617,1.514529664,0.501756593,0.6916986191,1.383705004,0.3785262141,0.7191702768,1.376602323
1448,0.9707297238,0.6116695083,0.1473539655,0.8061844017,0.5207196674,0.2161593344,1.277794185,0.6494319358,1.35226257,0.02443292273,0.07848069047,0.5641088304,0.02458216248,0.07809226828,0.565390839,0.2097726301,0.594377681,1.242517556,0.4653267286,0.8835880088,1.514268898,-0.06616420968,0.3964390707,0.9512595312,0.3931714671,0.6060637925,1.295175449,0.1443863054,0.248762115,-0.5590251115,2.232139035,0.50823412,0.8655312283,0.1472616689,0.4871614475,-0.8101150162,0.3197648596,0.8439484704,1.400979761,0.02681749783,0.2506066163,0.8616214021,0.5730019927,0.823252584,1.512612275,0.5052379519,0.6906290194,1.382986799,0.3824835845,0.7195491381,1.377043793
1449,0.972412451,0.6107890927,0.1469972905,0.8074036687,0.5210343069,0.2157458664,1.280095696,0.6493811911,1.352777323,0.0239746572,0.07698185664,0.5642695008,0.02409674815,0.07623241187,0.5651188832,0.2124636512,0.5932824562,1.243096588,0.4674491511,0.8824554252,1.512243506,-0.0659924768,0.395788521,0.9489516168,0.3953303379,0.6041134944,1.295092873,0.1479373017,0.247143629,-0.5571299797,2.231891501,0.5084938843,0.8651439544,0.1495895027,0.4875258736,-0.8117929473,0.3224775977,0.8421621327,1.401148036,0.02529112897,0.2502715336,0.861666628,0.5777087115,0.8195399065,1.510515038,0.5093491313,0.6892145588,1.382098034,0.387072396,0.7195775138,1.377276533
