frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz,F15_data.tx,F15_data.ty,F15_data.tz
415,0.6619222234,0.3364131257,-0.01187755526,0.8232275266,0.4046828246,-0.1180069137,0.02004138141,0.1928370669,-0.5577697655,0.2788107231,0.8821533312,-0.9990697964,2.219993455,0.8554020752,-0.711824079,0.4436039361,0.8292047826,-1.101108098,0.3668207079,0.7832211226,1.413781907,0.4398134977,0.431844518,-0.7157079794,0.287085607,0.7433447851,-0.9480937291,0.4346233621,0.6469625937,-0.9497134569,0.2330642529,0.4938861769,1.086519525,0.3301563536,0.4626789562,-0.7942280974,0.282725847,0.3212067453,-0.6211953578,0.3855055623,0.7537961019,-1.028586253,0.2293096916,0.3283979193,0.9068841862,1.299651148,0.8287431163,-0.9615529441,0.2360305622,0.60254836,-0.8962807346
416,0.6619206157,0.3363538974,-0.01083904803,0.8236022684,0.4045487734,-0.1162108893,0.02009366113,0.1927096169,-0.556874187,0.2790753563,0.8817667318,-0.9985931828,2.228994447,0.856258802,-0.7093610694,0.4455801458,0.8265743782,-1.101121492,0.3659594432,0.782935946,1.414123583,0.4394845003,0.4313674969,-0.7143078056,0.2883843696,0.7448942647,-0.9480217288,0.4238989898,0.6442866761,-0.9468846135,0.2356424255,0.4926429676,1.087348147,0.3305742863,0.4628005508,-0.793154301,0.279901667,0.3207935002,-0.6194239126,0.386641808,0.7532514738,-1.028122253,0.2278410248,0.328452186,0.9079734278,1.291766777,0.8267703634,-0.9662830759,0.2366683864,0.6024292124,-0.8950373417
417,0.661894346,0.3363160078,-0.009608167296,0.8239377748,0.4043943325,-0.1142533662,0.02011652824,0.192523592,-0.5558289562,0.2793236463,0.8813082949,-0.9980131325,2.238212612,0.8570369131,-0.706638265,0.4474744005,0.8239096309,-1.100994778,0.3650403216,0.7827046742,1.414590447,0.4389131553,0.4307270143,-0.7127149502,0.2897263777,0.7463264082,-0.9478195157,0.4135180589,0.641744212,-0.9441361327,0.2382711633,0.4913178063,1.088331162,0.3308387817,0.4628749608,-0.7919131985,0.2769145704,0.320318354,-0.6175715827,0.3877955605,0.7526035245,-1.027502749,0.2263114078,0.3285163324,0.9092138325,1.283778837,0.82443628,-0.9706652147,0.2372508327,0.6022223771,-0.8936377773
418,0.6618334556,0.3362983796,-0.008262050237,0.8242257091,0.4042401619,-0.1122431543,0.0201248673,0.1922755707,-0.55467295,0.2795600206,0.8808199141,-0.9973596849,2.24749027,0.8577602984,-0.7037711654,0.4491931788,0.8213436789,-1.100757616,0.3641338915,0.7825279417,1.415151451,0.4380581082,0.429848233,-0.7109636895,0.2910247086,0.7475728758,-0.947505977,0.4037460372,0.6393847552,-0.9414526654,0.2407897206,0.4900156811,1.089422793,0.3309298111,0.4628939223,-0.7905692709,0.2737988212,0.3198022265,-0.6158006837,0.3889277885,0.7518961431,-1.026738965,0.224842546,0.3285487462,0.9105473329,1.275435798,0.821942435,-0.9747813933,0.2377453227,0.6019525531,-0.8921688536
419,0.6617279664,0.3362998759,-0.006878165018,0.8244578255,0.4041067384,-0.1102894592,0.0201335287,0.1919621175,-0.5534454472,0.2797889485,0.8803435368,-0.9966633428,2.256669911,0.858453179,-0.7008762648,0.4506432275,0.8190100242,-1.100440623,0.363310643,0.7824062635,1.415775264,0.4368779119,0.4286563219,-0.7090885212,0.2921921538,0.7485656715,-0.9471001665,0.394848755,0.6372567937,-0.9388186645,0.2430375843,0.488842,1.090576445,0.3308273095,0.4628491646,-0.7891873434,0.2705887408,0.3192655845,-0.6142736917,0.3899995262,0.7511734226,-1.025842681,0.2235560431,0.3285074638,0.9119156729,1.26648608,0.8194911126,-0.9787135509,0.2381193261,0.6016444201,-0.890717826
420,0.6615678853,0.3363192772,-0.005534287559,0.8246259521,0.4040143493,-0.1085018597,0.02015734422,0.1915797657,-0.5521861364,0.2800149441,0.879921153,-0.9959550693,2.265594204,0.8591400669,-0.6980710456,0.4517315535,0.8170424864,-1.10007527,0.3626410114,0.782340027,1.416430271,0.4353310791,0.4270763931,-0.7071241511,0.293141258,0.7492371113,-0.9466213264,0.3870923587,0.6354078607,-0.9362185192,0.2448544715,0.4879025472,1.091744775,0.3305111858,0.4627323763,-0.7878325468,0.2673186517,0.3187284741,-0.6131532211,0.3909718996,0.7504796238,-1.024826229,0.2225734098,0.3283501743,0.9132603684,1.256678095,0.817285197,-0.9825434355,0.2383403565,0.6013226213,-0.8893723751
421,0.6613442418,0.3364041357,-0.004227894985,0.8247376283,0.4039653378,-0.106915314,0.02017810168,0.1911228987,-0.5509229235,0.2802507545,0.879607291,-0.9952876699,2.274558483,0.8599234571,-0.6955017883,0.4524800718,0.8154764864,-1.099663391,0.3621845466,0.782266318,1.417099532,0.4337446107,0.4250444126,-0.7050564705,0.2939736958,0.7496512565,-0.9461428761,0.3802376294,0.6340225309,-0.9338134746,0.2466453179,0.4868594648,1.092946931,0.3299179886,0.4625774967,-0.7865186507,0.263819808,0.3181984771,-0.6124559694,0.3918536999,0.7497391307,-1.023790807,0.2218773253,0.3280128463,0.9145939376,1.246291863,0.8150765301,-0.9860329599,0.2383553979,0.6010138466,-0.8881368541
422,0.6610498917,0.3365588282,-0.002800595742,0.824794714,0.4039120418,-0.1053621981,0.02016225589,0.1905519299,-0.5495458084,0.2804996956,0.8793254419,-0.9946047907,2.283879637,0.8607669676,-0.6930725526,0.4529918435,0.8141356738,-1.099108926,0.3618849325,0.7821897772,1.417865413,0.4323239533,0.4225535363,-0.7027676592,0.2948275368,0.7498474733,-0.945621956,0.3738779584,0.6330894957,-0.9316413038,0.2487886653,0.485441096,1.094309227,0.3290202508,0.4623630812,-0.7851122719,0.2599531063,0.3176221782,-0.6119491526,0.3926803597,0.7487940835,-1.022728129,0.221310088,0.3275242911,0.9160612193,1.235724856,0.8124724887,-0.9889105767,0.2381645217,0.6006512574,-0.8868564559
423,0.6606875554,0.3367397828,-0.001177482851,0.8247896186,0.4038276221,-0.1037271257,0.02011111657,0.1898520346,-0.5479724206,0.280754552,0.8789806136,-0.9938313589,2.293435823,0.8615502733,-0.6906023524,0.4532982017,0.8129014486,-1.098357271,0.3616501827,0.7821742304,1.418783118,0.4308522204,0.4196642695,-0.7002131191,0.2956734977,0.7497788853,-0.9449663101,0.3680327981,0.6324204634,-0.9295694992,0.2510975637,0.4838273743,1.095871536,0.3278582756,0.4620493287,-0.7835326236,0.2558055101,0.3169719077,-0.6115017622,0.3934564121,0.7476271131,-1.021549581,0.2207959177,0.3269629476,0.9177221557,1.224904835,0.809526327,-0.9912714492,0.237819865,0.6001741257,-0.8854490046
424,0.6602945976,0.3369396038,0.0005405565729,0.8247447206,0.4037332992,-0.1020702079,0.02004662365,0.1890750905,-0.5462876439,0.2809996628,0.8785861312,-0.9930119499,2.303106385,0.8622802179,-0.6880941866,0.4534200372,0.8117756228,-1.097484149,0.3614585346,0.7821981705,1.419777562,0.4291232422,0.4165255501,-0.6975096,0.2964783245,0.7495033145,-0.9442142541,0.3627201945,0.6319326268,-0.9276085371,0.2534515873,0.4821368249,1.097523226,0.3264795991,0.461688828,-0.7818540165,0.2514799184,0.3162968449,-0.6111476625,0.3941799673,0.7463338662,-1.020300323,0.220323185,0.3263596106,0.9194740416,1.213752921,0.806419823,-0.9933667086,0.2373745736,0.5996203498,-0.8839732925
425,0.6599081884,0.3371506018,0.002252607173,0.8246823036,0.4036500694,-0.1004516172,0.01999064638,0.1882727606,-0.5445765645,0.281219279,0.8781552933,-0.9921911951,2.312770636,0.862963743,-0.6855507328,0.4533781192,0.8107598804,-1.096565449,0.3612880329,0.7822400246,1.420773649,0.4269309619,0.4132863211,-0.6947741006,0.2972087618,0.7490786202,-0.9434041484,0.3579579619,0.6315428904,-0.9257689888,0.2557303446,0.4804880126,1.099153434,0.3249317034,0.461333886,-0.780150917,0.2470792049,0.3156459135,-0.6109209913,0.3948492087,0.7450098994,-1.019025761,0.2198801304,0.3257448782,0.9212140305,1.202190305,0.8033347541,-0.9954479095,0.2368817307,0.5990275871,-0.8824882856
426,0.659565283,0.3373647798,0.003857732335,0.824624544,0.4035987056,-0.09893158359,0.01996496655,0.1874964726,-0.542924482,0.2813975548,0.8777013647,-0.991413784,2.322307859,0.8636078763,-0.6829743299,0.4531930757,0.809855747,-1.095677188,0.3611165139,0.7822781429,1.421696294,0.4240694169,0.4100954852,-0.6921238853,0.2978315502,0.7485626755,-0.9425744369,0.3537636733,0.631167927,-0.9240614702,0.2578134552,0.4789995284,1.100651085,0.323262001,0.4610365034,-0.7784979561,0.2427062095,0.3150678104,-0.6108561722,0.3954623833,0.7437506629,-1.017771563,0.2194548446,0.3251491407,0.9228391354,1.190138206,0.8004528356,-0.997767041,0.2363943455,0.5984332409,-0.8810531427
427,0.6593026236,0.3375738582,0.005254971449,0.8245935153,0.4035997744,-0.09757038446,0.01999128087,0.1867974254,-0.5414168969,0.2815185575,0.8772375723,-0.9907244645,2.331597319,0.8642197008,-0.6803669696,0.4528853933,0.8090645826,-1.094895484,0.360921611,0.7822908085,1.422470421,0.4203327296,0.4071018883,-0.6896764274,0.298313437,0.7480133411,-0.9417636596,0.350154678,0.6307242192,-0.9224966417,0.25958054,0.4777900051,1.101904969,0.3215178359,0.4608483738,-0.7769699136,0.2384637461,0.3146110403,-0.6109879031,0.3960178047,0.74265149,-1.016583631,0.219035268,0.3246026036,0.9242462428,1.177517826,0.797955777,-1.000576445,0.2359653597,0.5978744635,-0.879727217
428,0.6591567606,0.337769339,0.006343327123,0.8246112098,0.4036736697,-0.09642832943,0.02009122298,0.1862266194,-0.5401394732,0.2815662963,0.8767771046,-0.9901680415,2.340518283,0.8648063073,-0.6777302954,0.4524754361,0.8083875997,-1.094296529,0.3606807819,0.7822562673,1.423020958,0.4155151093,0.4044543319,-0.6875492784,0.2986212041,0.7474884376,-0.9410104393,0.3471481447,0.6301280879,-0.9210852608,0.2609112243,0.4769781657,1.102803881,0.3197465012,0.4608209073,-0.7756416788,0.2344546279,0.3143239536,-0.6113511208,0.3965138676,0.7418075913,-1.01550802,0.2186092114,0.324135345,0.9253321397,1.164250321,0.7960254587,-1.004128644,0.2356476716,0.5973881741,-0.8785700422
429,0.6591159009,0.3379893123,0.007123032031,0.8246657859,0.4038469641,-0.0955374976,0.02027468888,0.1857401284,-0.5390446915,0.2815890641,0.8763480321,-0.9897904689,2.349073224,0.8654373949,-0.6751969188,0.4519546955,0.8079213689,-1.093904015,0.36044914,0.7821604374,1.423331251,0.4092013757,0.4019744183,-0.6856233916,0.2987315664,0.7469915755,-0.9403169859,0.3452581235,0.6294435457,-0.9199837091,0.261579,0.4767892943,1.103348863,0.31775807,0.4609751765,-0.7744960612,0.2304018781,0.3142671457,-0.6122231827,0.3970608677,0.74123448,-1.014517789,0.2182383917,0.3236915516,0.9261051218,1.150036707,0.7945464802,-1.008340046,0.2353824932,0.5970029658,-0.8776145832
430,0.6591075953,0.3382680661,0.007626229194,0.8246960127,0.4041196222,-0.09492760594,0.02047035256,0.1852963464,-0.5380755722,0.2815679952,0.8759955907,-0.9896102288,2.357330929,0.8661475338,-0.6729510471,0.4512376385,0.8077538238,-1.093705465,0.3603070451,0.7819836989,1.423423384,0.4013153809,0.3994515003,-0.6837777165,0.2986070308,0.7465200741,-0.9396968623,0.3446721216,0.6288297253,-0.9193160189,0.2615795244,0.4772160467,1.10360295,0.3153497836,0.4613051543,-0.7735058492,0.2259994614,0.3144537842,-0.6137720945,0.3976625113,0.7408939754,-1.013590643,0.2179757859,0.3231942803,0.9266196356,1.134740633,0.7932934371,-1.012986479,0.2350274569,0.5967361229,-0.8768671235
431,0.6591069649,0.3385859687,0.007875250705,0.8246821055,0.40446567,-0.09457616804,0.02062955374,0.1849168564,-0.5372457861,0.2814439166,0.8757145477,-0.9895866158,2.365316318,0.866887072,-0.6709538547,0.4502911837,0.8078280258,-1.093669965,0.3602425358,0.7817332596,1.423330077,0.3922135243,0.3969538238,-0.6820615279,0.2982507998,0.7460799439,-0.9391565583,0.3449761087,0.628305301,-0.9189894493,0.261114114,0.4780533517,1.103604611,0.3126055781,0.4617850265,-0.7726713539,0.2213587342,0.3148289839,-0.6158074002,0.3982177752,0.740757386,-1.012726624,0.2177932429,0.3226607171,0.9269016916,1.118585742,0.7922517621,-1.018030029,0.2345677194,0.5965664278,-0.8762953095
432,0.6591307477,0.3389324073,0.007922729524,0.8246491564,0.4048709111,-0.09442320744,0.02077426639,0.1846134966,-0.5365668892,0.2812340546,0.8754914638,-0.9896706018,2.373115418,0.8676469434,-0.6690615038,0.4491648498,0.8080816793,-1.093749709,0.3602097272,0.7814307369,1.423096248,0.3823247769,0.39454648,-0.680506279,0.2977429544,0.745669778,-0.9386923952,0.3458346831,0.627883504,-0.9188974676,0.2603714673,0.4791054213,1.103402507,0.309684751,0.4623834266,-0.7719796266,0.2166624573,0.3153315252,-0.6181283736,0.3987060114,0.7407903324,-1.011910721,0.2176619731,0.3221152637,0.9269870507,1.101874663,0.7914166271,-1.023384167,0.2340657106,0.5964645049,-0.8758582926
433,0.6591957652,0.3392966821,0.007821555097,0.8246223335,0.405321055,-0.09440850879,0.02092644892,0.184398117,-0.5360499765,0.2809557756,0.8753127364,-0.9898128079,2.380814304,0.8684183359,-0.667129378,0.4479081928,0.8084522464,-1.093896723,0.3601629272,0.7810976975,1.422767252,0.372078127,0.3922936665,-0.6791442732,0.2971636076,0.7452879951,-0.9383004526,0.346912693,0.6275780159,-0.9189324945,0.259540071,0.4801760516,1.103045058,0.3067465205,0.4630686373,-0.7714179651,0.2120939099,0.3158992187,-0.6205348058,0.3991065283,0.7409584743,-1.01112742,0.2175533345,0.321582309,0.9269119528,1.084910748,0.7907813607,-1.028964021,0.2335838971,0.5964008134,-0.8755150164
434,0.6593189507,0.3396679523,0.007624893526,0.8246269087,0.4058016552,-0.09447162347,0.02110803553,0.1842825782,-0.5357056674,0.2806265874,0.8751645622,-0.989963523,2.388499137,0.8691925871,-0.6650121458,0.4465708022,0.8088769022,-1.094062978,0.3600566544,0.7807556158,1.422388958,0.3619025624,0.390258663,-0.6780088992,0.2965928894,0.74493284,-0.937976599,0.3478752727,0.6274028822,-0.9189856881,0.2588082298,0.4810685607,1.102580194,0.3039500215,0.4638085763,-0.7709740073,0.2078369569,0.3164687548,-0.6228270934,0.3993985613,0.7412275083,-1.010360758,0.2174388558,0.3210861837,0.9267131892,1.067998111,0.7903373119,-1.034686606,0.2331847878,0.5963456191,-0.8752242428
435,0.6595173571,0.3400352145,0.007386185233,0.8246882615,0.4062980858,-0.09455188935,0.02134093593,0.184278746,-0.5355441305,0.2802641224,0.8750329327,-0.9900727426,2.396256127,0.8699611832,-0.6625637931,0.4452022907,0.809292529,-1.094200475,0.3598456326,0.780425848,1.422007753,0.3522270592,0.3885038786,-0.677134723,0.2961109356,0.7446024035,-0.9377165188,0.3483878277,0.6273724177,-0.9189469475,0.2583641174,0.4815857964,1.102055276,0.3014543063,0.4645708222,-0.7706357649,0.2040760326,0.3169757122,-0.6248062379,0.3995612478,0.7415631696,-1.009594405,0.2172902398,0.3206511292,0.9264281047,1.051441629,0.790073831,-1.040470937,0.2329309293,0.596269004,-0.8749445675
436,0.6598081458,0.3403873161,0.007159120382,0.8248318602,0.4067955589,-0.09458846472,0.02164704317,0.1843984838,-0.5355751483,0.2798861036,0.8749036618,-0.9900902283,2.404171434,0.870715861,-0.659637627,0.4438522768,0.8096357483,-1.09426131,0.3594847618,0.7801296236,1.421670475,0.3434805787,0.3870909699,-0.6765574381,0.2957978788,0.7442946595,-0.9375157349,0.3481159649,0.6275011032,-0.9187051346,0.2583958504,0.481530212,1.101517193,0.2994183509,0.4653226811,-0.7703915954,0.2009960413,0.317354724,-0.6262737543,0.3995736058,0.7419312379,-1.008811765,0.2170793476,0.320301281,0.9260945287,1.035546912,0.7899783643,-1.046238006,0.2328848921,0.5961409117,-0.8746344256
437,0.660269105,0.3406818856,0.006973408069,0.8250872636,0.4072793693,-0.09449860614,0.02211062896,0.1846254716,-0.5357580313,0.2794897925,0.8746528498,-0.9899522049,2.412438198,0.8712415895,-0.6561325862,0.4424596974,0.809976512,-1.094143628,0.3588710455,0.7799760159,1.421418771,0.3348448905,0.386015247,-0.6762526252,0.295654739,0.7438599058,-0.9372640566,0.3472945716,0.6278205442,-0.9182516538,0.2588957562,0.4809303872,1.100944769,0.2977784965,0.4660769259,-0.7701745692,0.1986355778,0.3175910122,-0.627242275,0.3995440884,0.7422250172,-1.007872393,0.2167148233,0.3201470694,0.9257157998,1.019594679,0.7901610393,-1.052244697,0.2332751667,0.5958811317,-0.8742496594
438,0.6609625027,0.3409161581,0.006745974338,0.8254831718,0.4077693155,-0.09434102,0.02280057081,0.1849533463,-0.5361136346,0.2790974006,0.8742576221,-0.9897124767,2.421123609,0.8714719012,-0.6521590025,0.4409804176,0.8104520153,-1.093874587,0.3580194688,0.7799771401,1.421190713,0.3255048698,0.3852300502,-0.6762134816,0.2956428116,0.7432358394,-0.9369388122,0.3464410926,0.6283513865,-0.9177342209,0.2597172805,0.4799648457,1.100234823,0.2963863588,0.4668934974,-0.7700029008,0.1968752498,0.31775879,-0.6279661193,0.3995927457,0.7424377176,-1.006764848,0.2162086995,0.3202052135,0.9252056834,1.002933792,0.7907344079,-1.058743353,0.2342004959,0.5955017167,-0.8738489331
439,0.6618435992,0.3411279201,0.006403196386,0.8260050203,0.4082878916,-0.09422790502,0.02367098737,0.1853946962,-0.5366941612,0.2787236754,0.8738287496,-0.989463623,2.430087111,0.8715771843,-0.647869835,0.4394473205,0.8110691181,-1.09356639,0.3570391219,0.7800304992,1.420912957,0.3158506308,0.3847125555,-0.6764599852,0.2957411605,0.7425259079,-0.936630701,0.3456022911,0.6290658488,-0.9172377013,0.2608117358,0.4786773454,1.09935306,0.2952304339,0.4677881511,-0.7699509241,0.195619169,0.3179079084,-0.6285636614,0.3996738041,0.7426567467,-1.005630607,0.2156561393,0.3203725108,0.9245132958,0.9859304143,0.7916527329,-1.06561955,0.235486201,0.5950875011,-0.8735050566
440,0.6628432576,0.3413361402,0.00599937916,0.8266157769,0.4088323797,-0.09414455817,0.02466145938,0.1859118415,-0.5374266509,0.2783783007,0.8733989693,-0.989209979,2.439176983,0.8716655881,-0.643289749,0.4378899593,0.8117500998,-1.093236196,0.3559889328,0.7801003309,1.420608177,0.3062606308,0.3843805948,-0.676893457,0.2959226255,0.7417586825,-0.9363339399,0.3448180865,0.6298622663,-0.9167427127,0.2620859886,0.4771593767,1.098377598,0.2942894663,0.468711863,-0.7699796203,0.1947586635,0.3180324143,-0.6290325408,0.3997365448,0.7428902322,-1.004512656,0.215110701,0.3205829213,0.9237086575,0.9689464998,0.7927872642,-1.072651525,0.2369500043,0.5946524398,-0.8731863993
441,0.6638923394,0.3415598032,0.005588818526,0.8272783811,0.4094001442,-0.09407634708,0.02571155544,0.1864670987,-0.5382382554,0.2780708899,0.8730011387,-0.9889558885,2.448241567,0.8718452336,-0.6384434666,0.4363377905,0.8124174075,-1.092901358,0.3549277653,0.7801509158,1.420298886,0.2971132808,0.3841522285,-0.677415373,0.2961599895,0.7409628525,-0.9360427236,0.3441283338,0.6306390901,-0.9162301201,0.2634469314,0.4755024072,1.097386728,0.2935421947,0.4696157592,-0.7700500543,0.194184946,0.3181265965,-0.6293702713,0.3997301935,0.7431465088,-1.003454025,0.2146259065,0.3207703809,0.9228615773,0.9523438727,0.7940093052,-1.07961753,0.2384095951,0.5942106055,-0.8728612233
442,0.6649216824,0.341817857,0.005225789018,0.8279557481,0.409988596,-0.09400871172,0.02676082237,0.1870227188,-0.5390562577,0.2778109847,0.8726682265,-0.9887056817,2.457129273,0.8722241709,-0.6333557978,0.4348202209,0.8129936603,-1.092579397,0.3539144288,0.7801465908,1.420007467,0.2887869487,0.3839458277,-0.6779272423,0.2964259691,0.7401671966,-0.9357512141,0.3435728661,0.6312948839,-0.9156810173,0.2648014025,0.4737978117,1.096458908,0.2929673581,0.470451066,-0.7701233846,0.1937891322,0.3181849126,-0.6295742878,0.3996039411,0.7434340916,-1.002497782,0.2142552402,0.3208687948,0.9220416802,0.9364842106,0.7951902946,-1.086295711,0.2396826187,0.5937760971,-0.8724977384
443,0.6658620917,0.3421291846,0.004964534937,0.8286107747,0.4105951682,-0.09392716424,0.02774878106,0.1875408543,-0.5398080779,0.2776080607,0.8724333001,-0.9884636671,2.465688605,0.8729103657,-0.628051676,0.4333666369,0.8134016436,-1.092287972,0.353007685,0.7800517565,1.41975621,0.2816599639,0.3836800996,-0.6783305374,0.2966932116,0.7394005595,-0.9354535349,0.3431915199,0.6317283149,-0.9150766986,0.2660561383,0.472136837,1.095672751,0.2925437004,0.471169073,-0.770160863,0.1934622584,0.3182019383,-0.629641979,0.3993069577,0.7437616523,-1.001687028,0.2140521485,0.3208120332,0.9213184376,0.9217290386,0.7962018621,-1.092464036,0.2405866733,0.5933629926,-0.8720641318
444,0.6666443451,0.3425126033,0.004859264832,0.8292063479,0.4112173024,-0.09381728676,0.02861492772,0.1879835529,-0.5404212636,0.2774715391,0.8723295096,-0.9882341357,2.473768191,0.8740117128,-0.6225561993,0.4320064139,0.8135642946,-1.092044841,0.3522662524,0.779830875,1.41956734,0.2761106223,0.3832740558,-0.6785266759,0.2969342991,0.7386918371,-0.9351437731,0.3430241439,0.631838142,-0.9143986198,0.2671177581,0.4706106025,1.095107012,0.2922499705,0.4717211088,-0.7701238244,0.1930952991,0.3181723399,-0.6295707038,0.3987884024,0.7441379952,-1.00106489,0.2140700375,0.3205339316,0.9207611995,0.9084397342,0.7969158567,-1.097900255,0.2409393162,0.5929853451,-0.8715285749
445,0.6672510968,0.3429411476,0.00490094537,0.8297402475,0.4118411915,-0.09368390321,0.02937637537,0.1884074368,-0.5410007078,0.2773149718,0.8724381562,-0.9879856329,2.481575111,0.8752478953,-0.6166644274,0.4306113801,0.8134527299,-1.091860713,0.3516560298,0.77950142,1.419487964,0.272141762,0.382758135,-0.6786065541,0.2971076842,0.738025027,-0.9348087923,0.3429663419,0.6317036662,-0.9135869976,0.2678395851,0.4691891278,1.094773143,0.2922083977,0.4720580577,-0.7700426276,0.1927719169,0.3180675287,-0.6292208382,0.397855284,0.7446980598,-1.000602406,0.214344231,0.3199607769,0.9203637246,0.8960658772,0.7974840755,-1.102829086,0.240668812,0.5926326413,-0.8708828923
446,0.6677632751,0.3433771661,0.005056647872,0.8302699624,0.4124573976,-0.09351626833,0.0301303787,0.1888592889,-0.541652217,0.2771153931,0.8727414921,-0.9876836807,2.489392312,0.8763612748,-0.6101979055,0.4291199668,0.8130995793,-1.091711285,0.3510929535,0.7791252372,1.419535846,0.2694008625,0.3822056538,-0.6787027618,0.2972521901,0.7373367094,-0.9344367274,0.3429502817,0.6314542082,-0.9126137925,0.2682304558,0.4677832267,1.094615096,0.2925347635,0.4721812102,-0.7699559627,0.1926703734,0.3178610809,-0.628506761,0.3964796401,0.7454954829,-1.000221547,0.214844112,0.3191308323,0.9200735231,0.883987378,0.7980839837,-1.107564706,0.2399552334,0.5922609084,-0.870141642
447,0.6682396682,0.3438299516,0.005316070871,0.8308273176,0.4130771741,-0.09330677156,0.03090710139,0.1893068045,-0.5423253238,0.2769446796,0.8731510936,-0.9873404363,2.497155226,0.8775004595,-0.6032706114,0.4276266063,0.8125478883,-1.091577822,0.3505683245,0.7787162308,1.419673541,0.2677025542,0.3816213651,-0.6788003911,0.2974282479,0.7366105685,-0.9340386116,0.3430375733,0.6310888716,-0.9115259203,0.2684302638,0.466384492,1.094590671,0.2931665202,0.4721404674,-0.7698573919,0.1927931866,0.3175721379,-0.6275277228,0.3948243487,0.746443503,-0.9999087603,0.215520284,0.3181387295,0.9198691496,0.8724261215,0.7986504726,-1.11204392,0.2389612478,0.5918590805,-0.8693239435
448,0.6686800123,0.3443075802,0.005660157143,0.8313834938,0.4137083292,-0.09306068958,0.03165825779,0.1897346972,-0.5429607483,0.2767963705,0.8735952225,-0.9869597034,2.504731997,0.8787832004,-0.5960542002,0.4261431311,0.8118553888,-1.091438277,0.3500656032,0.7782787273,1.419868766,0.266782729,0.3810237064,-0.6788807143,0.2976168996,0.7358460374,-0.933619064,0.3432089524,0.6306214149,-0.9103662841,0.268555138,0.4649799869,1.094661987,0.2939614091,0.4719999138,-0.7697364566,0.1930642814,0.317234656,-0.6263776426,0.3929710454,0.7474697154,-0.9996471075,0.2162914052,0.317077444,0.9197338248,0.8615205612,0.7991242845,-1.116214161,0.2377691666,0.591432279,-0.8684423521
449,0.6690840653,0.3448181078,0.006069829504,0.8319097022,0.4143586376,-0.09278330004,0.03233556721,0.1901276499,-0.5434992461,0.2766640462,0.8740021116,-0.9865453199,2.511991051,0.8803268385,-0.5887206058,0.4246814042,0.8110797936,-1.091270525,0.349568259,0.7778170633,1.420089229,0.2663772898,0.3804311594,-0.6789248167,0.2977992181,0.735042508,-0.9331827673,0.3434452157,0.6300655529,-0.9091777962,0.2687211894,0.4635567964,1.094791009,0.2947771998,0.4718235967,-0.7695826501,0.1934076124,0.3168826024,-0.6251504242,0.3910014233,0.7485016683,-0.9994196287,0.2170761175,0.3160399571,0.9196507498,0.8514089412,0.7994466573,-1.120022229,0.2364613492,0.5909855753,-0.8675094524
450,0.6694516165,0.3453695581,0.006526013818,0.8323771864,0.415035833,-0.0924798691,0.03289074856,0.1904703171,-0.5438815922,0.2765413398,0.874299959,-0.9861011275,2.518801142,0.8822482228,-0.5814420254,0.4232533009,0.8102788026,-1.091052374,0.349059777,0.7773355701,1.420302638,0.2662221424,0.3798621935,-0.6789137125,0.2979563045,0.7341993265,-0.9327344599,0.3437272263,0.6294349358,-0.9080033915,0.2690445263,0.4621020261,1.094939586,0.2954716755,0.4716755045,-0.7693854637,0.1937471863,0.3165499002,-0.6239399793,0.3889972335,0.7494668922,-0.9992092668,0.2177930383,0.3151192315,0.9196030754,0.8422293297,0.7995592833,-1.123414347,0.2351202074,0.5905239989,-0.8665378114
451,0.6697824924,0.3459699147,0.007009657798,0.832757223,0.4157476033,-0.09215563567,0.03327553046,0.1907473103,-0.5440485651,0.2764219444,0.874416923,-0.9856309687,2.525031358,0.8846636891,-0.574390838,0.4218707024,0.8095101007,-1.090761576,0.3485236571,0.776838569,1.420476707,0.2660531957,0.3793352208,-0.6788283981,0.2980692868,0.7333157912,-0.9322789318,0.3440359102,0.6287431419,-0.9068860403,0.2696412589,0.4606028029,1.095069456,0.2959026276,0.4716195491,-0.7691343855,0.1940070645,0.316270408,-0.6228402292,0.387040286,0.7502929186,-0.9989988416,0.2183607565,0.3144081964,0.9195739132,0.8341196626,0.7994042431,-1.126336277,0.2338282089,0.5900525417,-0.8655399571
