T1P1T17_inf_data.tx,T1P1T17_inf_data.ty,T1P1T17_inf_data.tz,T1P1T17_inf_data.rx,T1P1T17_inf_data.ry,T1P1T17_inf_data.rz
4.170980654,0.1812488314,-1.044192711,8.460766294,-30.13087244,48.74976793
4.172373294,0.1806948315,-1.045514848,8.566868592,-30.19745763,48.65496195
4.173766024,0.1801654866,-1.046883773,8.671497122,-30.26577103,48.55828782
4.175155755,0.1796610397,-1.048299615,8.774319365,-30.33577797,48.45964207
4.176539396,0.1791817338,-1.049762502,8.8750028,-30.40744376,48.35892119
4.177913858,0.1787278122,-1.051272565,8.973214908,-30.48073371,48.25602171
4.17927605,0.1782995177,-1.052829931,9.068623169,-30.55561313,48.15084013
4.180622883,0.1778970936,-1.054434731,9.160895064,-30.63204735,48.04327297
4.181951267,0.1775207828,-1.056087093,9.249698072,-30.71000167,47.93321674
4.183258112,0.1771708284,-1.057787147,9.334699674,-30.78944141,47.82056796
4.184540327,0.1768474735,-1.059535021,9.415567351,-30.87033188,47.70522313
4.185794823,0.1765509612,-1.061330846,9.491968582,-30.9526384,47.58707877
4.187018509,0.1762815346,-1.063174749,9.563570847,-31.03632628,47.46603139
4.188208297,0.1760394367,-1.06506686,9.630041628,-31.12136083,47.3419775
4.189361095,0.1758249105,-1.067007309,9.691048404,-31.20770738,47.21481363
4.190473814,0.1756381993,-1.068996224,9.746258656,-31.29533124,47.08443627
4.191543364,0.1754795459,-1.071033734,9.795339864,-31.38419771,46.95074194
4.192566655,0.1753491935,-1.07311997,9.837959508,-31.47427212,46.81362716
4.193540598,0.1752473852,-1.075255059,9.873785068,-31.56551977,46.67298843
4.194462101,0.1751743641,-1.077439131,9.902484025,-31.65790599,46.52872228
4.195328075,0.1751303731,-1.079672316,9.92372386,-31.75139608,46.3807252
4.19613543,0.1751156555,-1.081954741,9.937172051,-31.84595537,46.22889373
4.196912565,0.1751523014,-1.084342182,9.94642601,-31.94354986,46.07600769
4.197689513,0.1752615398,-1.086885692,9.95530986,-32.04602944,45.92475235
4.198465634,0.1754423214,-1.089578325,9.963831156,-32.15318522,45.77488237
4.199240288,0.1756935973,-1.092413132,9.97199745,-32.26480832,45.6261524
4.200012836,0.1760143181,-1.095383164,9.979816296,-32.38068986,45.47831708
4.200782638,0.1764034349,-1.098481475,9.987295247,-32.50062096,45.33113107
4.201549053,0.1768598985,-1.101701116,9.994441856,-32.62439274,45.18434903
4.202311443,0.1773826598,-1.105035139,10.00126368,-32.75179631,45.03772558
4.203069168,0.1779706696,-1.108476596,10.00776826,-32.88262279,44.8910154
4.203821588,0.1786228788,-1.112018539,10.01396316,-33.0166633,44.74397313
4.204568063,0.1793382383,-1.11565402,10.01985594,-33.15370896,44.59635342
4.205307954,0.180115699,-1.119376091,10.02545414,-33.29355088,44.44791092
4.20604062,0.1809542117,-1.123177804,10.03076531,-33.43598018,44.29840028
4.206765423,0.1818527273,-1.127052212,10.03579702,-33.58078799,44.14757615
4.207481722,0.1828101967,-1.130992365,10.04055681,-33.72776541,43.99519319
4.208188878,0.1838255707,-1.134991316,10.04505223,-33.87670357,43.84100603
4.208886251,0.1848978003,-1.139042117,10.04929085,-34.02739359,43.68476935
4.209573202,0.1860258362,-1.143137821,10.05328021,-34.17962658,43.52623777
4.21024909,0.1872086294,-1.147271478,10.05702787,-34.33319365,43.36516596
4.210913275,0.1884451308,-1.151436141,10.06054138,-34.48788594,43.20130857
4.21156512,0.1897342912,-1.155624862,10.06382829,-34.64349455,43.03442024
4.212203982,0.1910750615,-1.159830693,10.06689616,-34.7998106,42.86425563
4.212829224,0.1924663925,-1.164046687,10.06975254,-34.95662522,42.69056939
4.213440204,0.1939072352,-1.168265894,10.07240498,-35.11372951,42.51311616
4.214036284,0.1953965404,-1.172481367,10.07486103,-35.27091461,42.3316506
4.214616824,0.1969332589,-1.176686158,10.07712826,-35.42797161,42.14592736
4.215181183,0.1985163417,-1.180873319,10.07921421,-35.58469165,41.95570109
4.215728723,0.2001447397,-1.185035902,10.08112643,-35.74086585,41.76072644
4.216258804,0.2018174036,-1.189166959,10.08287249,-35.89628531,41.56075806
4.216770785,0.2035332844,-1.193259542,10.08445992,-36.05074115,41.3555506
4.217264028,0.205291333,-1.197306703,10.08589629,-36.2040245,41.14485871
4.217737891,0.2070905002,-1.201301494,10.08718915,-36.35592648,40.92843704
4.218191737,0.2089297369,-1.205236967,10.08834606,-36.50623819,40.70604025
4.218624925,0.2108079939,-1.209106174,10.08937455,-36.65475076,40.47742298
4.219036815,0.2127242222,-1.212902166,10.0902822,-36.80125531,40.24233988
4.219426767,0.2146773726,-1.216617997,10.09107655,-36.94554295,40.00054561
4.219794143,0.2166663959,-1.220246717,10.09176515,-37.0874048,39.75179481
4.220138301,0.2186902432,-1.22378138,10.09235556,-37.22663198,39.49584213
4.220458604,0.2207478651,-1.227215036,10.09285533,-37.36301561,39.23244224
4.22075441,0.2228382127,-1.230540738,10.09327202,-37.49634681,38.96134976
4.22102508,0.2249602367,-1.233751538,10.09361317,-37.62641669,38.68231937
4.221269974,0.2271128881,-1.236840488,10.09388635,-37.75301637,38.3951057
4.221488453,0.2292951177,-1.23980064,10.0940991,-37.87593696,38.09946341
4.221679877,0.2315058764,-1.242625046,10.09425897,-37.9949696,37.79514715
4.221843606,0.2337441151,-1.245306757,10.09437353,-38.10990539,37.48191157
4.221979001,0.2360087846,-1.247838827,10.09445032,-38.22053545,37.15951132
4.222085422,0.2382988358,-1.250214306,10.0944969,-38.3266509,36.82770105
4.222162229,0.2406132196,-1.252426247,10.09452082,-38.42804286,36.48623541
4.222208782,0.2429508869,-1.254467703,10.09452963,-38.52450245,36.13486905
4.222224442,0.2453107885,-1.256331723,10.09453089,-38.61582078,35.77335662
4.222167702,0.2477851552,-1.258037794,10.09452898,-38.7020819,35.39017535
4.22200055,0.2504600306,-1.259613563,10.09451564,-38.78363015,34.97505688
4.221727587,0.2533250846,-1.261064329,10.09447941,-38.86064705,34.52963749
4.221353412,0.256369987,-1.262395392,10.09440886,-38.93331416,34.05555345
4.220882627,0.2595844078,-1.263612051,10.09429256,-39.001813,33.55444103
4.220319831,0.262958017,-1.264719605,10.09411905,-39.06632512,33.0279365
4.219669626,0.2664804843,-1.265723354,10.09387691,-39.12703206,32.47767613
4.218936612,0.2701414798,-1.266628597,10.09355469,-39.18411536,31.90529621
4.218125389,0.2739306734,-1.267440633,10.09314095,-39.23775654,31.31243299
4.217240558,0.2778377349,-1.268164761,10.09262425,-39.28813716,30.70072276
4.21628672,0.2818523343,-1.268806282,10.09199315,-39.33543875,30.07180178
4.215268474,0.2859641415,-1.269370493,10.09123621,-39.37984286,29.42730633
4.214190422,0.2901628264,-1.269862695,10.09034199,-39.42153101,28.76887269
4.213057164,0.294438059,-1.270288186,10.08929906,-39.46068475,28.09813711
4.2118733,0.2987795091,-1.270652266,10.08809597,-39.49748561,27.41673589
4.210643431,0.3031768466,-1.270960234,10.08672128,-39.53211515,26.72630528
4.209372157,0.3076197416,-1.27121739,10.08516355,-39.56475488,26.02848156
4.20806408,0.3120978638,-1.271429033,10.08341135,-39.59558636,25.32490101
4.206723798,0.3166008833,-1.271600461,10.08145323,-39.62479113,24.61719989
4.205355914,0.3211184699,-1.271736975,10.07927775,-39.65255071,23.90701449
4.203965027,0.3256402935,-1.271843874,10.07687347,-39.67904666,23.19598106
4.202555739,0.3301560241,-1.271926456,10.07422896,-39.7044605,22.48573589
4.201132648,0.3346553315,-1.271990022,10.07133277,-39.72897378,21.77791525
4.199700357,0.3391278857,-1.27203987,10.06817346,-39.75276804,21.0741554
4.198263465,0.3435633567,-1.2720813,10.0647396,-39.77602482,20.37609263
4.196826573,0.3479514142,-1.272119611,10.06101974,-39.79892565,19.68536321
4.195394282,0.3522817283,-1.272160102,10.05700244,-39.82165207,19.0036034
4.193971192,0.3565439689,-1.272208072,10.05267627,-39.84438562,18.33244948
4.192561903,0.3607278058,-1.272268822,10.04802978,-39.86730785,17.67353772
4.191171016,0.3648229089,-1.27234765,10.04305154,-39.89060028,17.0285044
4.189803132,0.3688189483,-1.272449855,10.0377301,-39.91444446,16.39898579
4.188462851,0.3727055938,-1.272580737,10.03205402,-39.93902193,15.78661816
4.187154773,0.3764725153,-1.272745595,10.02601187,-39.96451423,15.19303778
4.185883499,0.3801093828,-1.272949729,10.0195922,-39.99110289,14.61988093
4.18465363,0.3836058661,-1.273198436,10.01278358,-40.01896946,14.06878387
4.183469766,0.3869516352,-1.273497018,10.00557457,-40.04829547,13.54138289
4.182336508,0.39013636,-1.273850773,9.997953717,-40.07926246,13.03931425
4.181258456,0.3931497104,-1.274265001,9.989909592,-40.11205197,12.56421422
4.18024021,0.3959813563,-1.274745,9.981430752,-40.14684554,12.11771909
4.179286372,0.3986209677,-1.27529607,9.972505757,-40.18382471,11.70146511
4.178401541,0.4010582144,-1.275923511,9.963123169,-40.22317102,11.31708857
4.177590318,0.4032827664,-1.276632621,9.953271546,-40.265066,10.96622574
4.176857304,0.4052842935,-1.2774287,9.942939449,-40.3096912,10.65051288
4.176207099,0.4070524658,-1.278317047,9.932115439,-40.35722815,10.37158628
4.175644303,0.408576953,-1.279302961,9.920788074,-40.40785839,10.1310822
4.175173518,0.4098474252,-1.280391743,9.908945917,-40.46176347,9.930636918
4.174799343,0.4108535522,-1.28158869,9.896577526,-40.51912491,9.771886706
4.17452638,0.411585004,-1.282899103,9.883671461,-40.58012426,9.656467836
4.174359228,0.4120314505,-1.28432828,9.870216284,-40.64494307,9.586016581
4.174302489,0.4121825616,-1.285881521,9.856200554,-40.71376285,9.562169213
4.174398979,0.4120314974,-1.287590996,9.833326516,-40.78774509,9.575183837
4.174683233,0.4115864704,-1.289479472,9.793775243,-40.86772426,9.613674813
4.175147428,0.4108597292,-1.291538143,9.738253538,-40.95339141,9.676812797
4.175783741,0.4098635221,-1.293758203,9.6674682,-41.04443761,9.763768442
4.176584347,0.4086100975,-1.296130847,9.582126031,-41.14055392,9.873712406
4.177541423,0.4071117041,-1.298647267,9.482933833,-41.2414314,10.00581534
4.178647147,0.40538059,-1.301298659,9.370598406,-41.34676111,10.15924791
4.179893693,0.403429004,-1.304076217,9.245826553,-41.45623411,10.33318076
4.18127324,0.4012691943,-1.306971134,9.109325074,-41.56954147,10.52678454
4.182777962,0.3989134094,-1.309974604,8.961800771,-41.68637423,10.73922993
4.184400037,0.3963738978,-1.313077823,8.803960444,-41.80642347,10.96968756
4.186131642,0.393662908,-1.316271983,8.636510896,-41.92938024,11.21732809
4.187964952,0.3907926883,-1.319548279,8.460158928,-42.05493561,11.48132219
4.189892144,0.3877754872,-1.322897906,8.27561134,-42.18278064,11.7608405
4.191905395,0.3846235533,-1.326312056,8.083574935,-42.31260638,12.05505369
4.193996881,0.3813491348,-1.329781925,7.884756513,-42.44410389,12.3631324
4.196158779,0.3779644803,-1.333298706,7.679862876,-42.57696425,12.68424729
4.198383265,0.3744818382,-1.336853593,7.469600825,-42.7108785,13.01756902
4.200662515,0.370913457,-1.340437781,7.254677161,-42.84553771,13.36226824
4.202988707,0.3672715851,-1.344042464,7.035798686,-42.98063295,13.71751561
4.205354016,0.3635684709,-1.347658836,6.813672201,-43.11585526,14.08248178
4.207750619,0.359816363,-1.35127809,6.589004507,-43.25089571,14.45633741
4.210170693,0.3560275097,-1.354891421,6.362502405,-43.38544537,14.83825315
4.212606413,0.3522141595,-1.358490023,6.134872698,-43.51919528,15.22739966
4.215049958,0.3483885608,-1.36206509,5.906822185,-43.65183653,15.62294759
4.217493502,0.3445629622,-1.365607817,5.679057669,-43.78306015,16.02406761
4.219929223,0.340749612,-1.369109397,5.45228595,-43.91255722,16.42993036
4.222349296,0.3369607587,-1.372561024,5.227213831,-44.0400188,16.8397065
4.224745899,0.3332086508,-1.375953892,5.004548112,-44.16513594,17.25256668
4.227111208,0.3295055366,-1.379279197,4.784995594,-44.28759971,17.66768156
4.2294374,0.3258636647,-1.382528131,4.569263079,-44.40710117,18.0842218
4.23171665,0.3222952835,-1.385691888,4.358057369,-44.52333137,18.50135806
4.233941136,0.3188126414,-1.388761664,4.152085264,-44.63598139,18.91826098
4.236103034,0.3154279869,-1.391728652,3.952053565,-44.74474227,19.33410122
4.23819452,0.3121535684,-1.394584045,3.758669075,-44.84930509,19.74804943
4.240207771,0.3090016344,-1.397319039,3.572638594,-44.94936089,20.15927628
4.242134963,0.3059844334,-1.399924828,3.394668924,-45.04460075,20.56695242
4.243968273,0.3031142137,-1.402392604,3.225466865,-45.13471572,20.9702485
4.245699878,0.3004032238,-1.404713563,3.06573922,-45.21939687,21.36833518
4.247321953,0.2978637122,-1.406878899,2.91619279,-45.29833524,21.76038311
4.248826676,0.2955079274,-1.408879805,2.777534375,-45.37122192,22.14556295
4.250206222,0.2933481177,-1.410707476,2.650470777,-45.43774795,22.52304536
4.251452768,0.2913965316,-1.412353106,2.535708798,-45.49760439,22.89200099
4.252558492,0.2896654176,-1.413807889,2.433955238,-45.55048231,23.25160049
4.253515568,0.2881670241,-1.415063018,2.3459169,-45.59607277,23.60101452
4.254316175,0.2869135996,-1.416109689,2.272300584,-45.63406683,23.93941373
4.254952487,0.2859173925,-1.416939096,2.213813091,-45.66415555,24.26596879
4.255416682,0.2851906512,-1.417542431,2.171161223,-45.68602999,24.57985035
4.255700937,0.2847456243,-1.41791089,2.145051781,-45.6993812,24.88022905
4.255797427,0.2845945601,-1.418035667,2.136191567,-45.70390026,25.16627556
4.255723373,0.2846432201,-1.417907956,2.136197355,-45.69823744,25.44493592
4.255505213,0.284786914,-1.417531726,2.136237872,-45.68155507,25.72364978
4.255148953,0.2850222128,-1.416917333,2.136347847,-45.65431231,26.00232826
4.254660596,0.2853456875,-1.416075131,2.136562008,-45.6169683,26.28088247
4.254046147,0.2857539089,-1.415015475,2.136915084,-45.56998218,26.55922351
4.253311611,0.286243448,-1.413748721,2.137441804,-45.51381311,26.83726249
4.252462991,0.2868108758,-1.412285222,2.138176896,-45.44892024,27.11491053
4.251506292,0.2874527632,-1.410635335,2.13915509,-45.3757627,27.39207872
4.250447518,0.2881656811,-1.408809414,2.140411115,-45.29479966,27.66867819
4.249292675,0.2889462005,-1.406817813,2.141979699,-45.20649025,27.94462003
4.248047765,0.2897908923,-1.404670889,2.14389557,-45.11129363,28.21981535
4.246718794,0.2906963274,-1.402378995,2.146193458,-45.00966893,28.49417527
4.245311766,0.2916590769,-1.399952487,2.148908092,-44.90207532,28.76761089
4.243832686,0.2926757116,-1.397401719,2.152074199,-44.78897194,29.04003332
4.242287557,0.2937428025,-1.394737048,2.15572651,-44.67081793,29.31135367
4.240682385,0.2948569205,-1.391968827,2.159899753,-44.54807244,29.58148304
4.239023172,0.2960146366,-1.389107411,2.164628656,-44.42119462,29.85033255
4.237315925,0.2972125217,-1.386163156,2.169947949,-44.29064363,30.1178133
4.235566647,0.2984471468,-1.383146416,2.175892359,-44.1568786,30.3838364
4.233781343,0.2997150827,-1.380067547,2.182496617,-44.02035868,30.64831296
4.231966017,0.3010129005,-1.376936903,2.189795451,-43.88154302,30.9111541
4.230126673,0.3023371711,-1.373764839,2.197823589,-43.74089078,31.1722709
4.228269316,0.3036844654,-1.37056171,2.20661576,-43.59886109,31.43157449
4.226399951,0.3050513543,-1.367337872,2.216206694,-43.4559131,31.68897598
4.224524581,0.3064344089,-1.364103678,2.226631118,-43.31250597,31.94438646
4.222649211,0.3078302,-1.360869485,2.237923762,-43.16909883,32.19771706
4.220779845,0.3092352985,-1.357645646,2.250119355,-43.02615085,32.44887887
4.218922488,0.3106462755,-1.354442517,2.263252624,-42.88412116,32.69778301
4.217083145,0.3120597019,-1.351270453,2.2773583,-42.74346891,32.94434059
4.215267818,0.3134721486,-1.348139809,2.292471111,-42.60465326,33.18846271
4.213482514,0.3148801866,-1.34506094,2.308625785,-42.46813334,33.43006048
4.211733236,0.3162803867,-1.3420442,2.325857052,-42.33436831,33.669045
4.210025989,0.31766932,-1.339099945,2.34419964,-42.20381731,33.9053274
4.208366777,0.3190435573,-1.33623853,2.363688278,-42.07693949,34.13881877
4.206761604,0.3203996697,-1.333470308,2.384357694,-41.95419401,34.36943023
4.205216476,0.321734228,-1.330805637,2.406242619,-41.83604,34.59707288
4.203737395,0.3230438033,-1.328254869,2.429377779,-41.72293661,34.82165784
4.202330367,0.3243249664,-1.325828361,2.453797905,-41.615343,35.0430962
4.201001396,0.3255742882,-1.323536468,2.479537724,-41.51371831,35.26129908
4.199756487,0.3267883398,-1.321389543,2.506631967,-41.41852168,35.47617758
4.198601643,0.3279636921,-1.319397942,2.535115361,-41.33021228,35.68764283
4.19754287,0.329096916,-1.317572021,2.565022635,-41.24924923,35.89560591
4.196586171,0.3301845824,-1.315922134,2.596388518,-41.1760917,36.09997794
4.195737551,0.3312232623,-1.314458635,2.629247739,-41.11119882,36.30067004
4.195003014,0.3322095267,-1.313191881,2.663635027,-41.05502975,36.4975933
4.194388565,0.3331399465,-1.312132225,2.69958511,-41.00804364,36.69065884
4.193900209,0.3340110925,-1.311290023,2.737132717,-40.97069962,36.87977777
4.193543948,0.3348195359,-1.31067563,2.776312578,-40.94345686,37.06486118
4.193325789,0.3355618474,-1.3102994,2.81715942,-40.92677449,37.2458202
4.193251735,0.3362345981,-1.310171689,2.859707973,-40.92111167,37.42256593
4.193307012,0.3368604655,-1.310237577,2.906934142,-40.92337736,37.59449676
4.193469857,0.3374646615,-1.310431679,2.961609401,-40.93005197,37.76117386
4.193735788,0.3380475583,-1.310748653,3.023461831,-40.94095179,37.92275255
4.194100321,0.3386095282,-1.311183157,3.09221951,-40.95589312,38.07938813
4.194558976,0.3391509436,-1.311729848,3.167610518,-40.97469224,38.23123589
4.19510727,0.3396721766,-1.312383384,3.249362935,-40.99716547,38.37845114
4.195740722,0.3401735997,-1.313138424,3.337204842,-41.02312908,38.52118918
4.196454849,0.340655585,-1.313989624,3.430864317,-41.05239938,38.65960531
4.197245169,0.3411185049,-1.314931642,3.53006944,-41.08479267,38.79385484
4.198107201,0.3415627317,-1.315959136,3.634548292,-41.12012523,38.92409307
4.199036463,0.3419886376,-1.317066765,3.744028952,-41.15821336,39.05047529
4.200028472,0.3423965949,-1.318249184,3.8582395,-41.19887336,39.17315682
4.201078747,0.342786976,-1.319501054,3.976908016,-41.24192152,39.29229295
4.202182805,0.343160153,-1.32081703,4.099762579,-41.28717414,39.40803898
4.203336165,0.3435164983,-1.322191771,4.226531269,-41.33444752,39.52055023
4.204534345,0.3438563843,-1.323619935,4.356942167,-41.38355794,39.62998198
4.205772863,0.3441801831,-1.325096179,4.490723351,-41.4343217,39.73648954
4.207047236,0.344488267,-1.326615162,4.627602902,-41.48655511,39.84022821
4.208352983,0.3447810084,-1.32817154,4.767308899,-41.54007444,39.9413533
4.209685622,0.3450587795,-1.329759971,4.909569422,-41.59469601,40.04002011
4.21104067,0.3453219526,-1.331375114,5.054112551,-41.6502361,40.13638394
4.212413647,0.3455709001,-1.333011626,5.200666366,-41.70651101,40.23060009
4.213800069,0.3458059941,-1.334664165,5.348958946,-41.76333703,40.32282386
4.215195456,0.346027607,-1.336327388,5.498718372,-41.82053047,40.41321055
4.216595324,0.3462361111,-1.337995953,5.649672723,-41.87790761,40.50191548
4.217995192,0.3464318786,-1.339664519,5.801550079,-41.93528475,40.58909393
4.219390579,0.3466152819,-1.341327742,5.954078519,-41.99247818,40.67490121
4.220777001,0.3467866932,-1.342980281,6.106986124,-42.0493042,40.75949263
4.222149978,0.3469464848,-1.344616793,6.260000973,-42.10557911,40.84302348
4.223505026,0.3470950291,-1.346231935,6.412851146,-42.1611192,40.92564907
4.224837665,0.3472326982,-1.347820367,6.565264723,-42.21574077,41.0075247
4.226143412,0.3473598645,-1.349376745,6.716969783,-42.26926011,41.08880567
4.227417785,0.3474769003,-1.350895727,6.867694407,-42.32149351,41.16964729
4.228656303,0.3475841778,-1.352371971,7.017166674,-42.37225728,41.25020484
4.229854483,0.3476820694,-1.353800135,7.165114664,-42.4213677,41.33063365
4.231007843,0.3477709473,-1.355174877,7.311266456,-42.46864107,41.41108901
4.232111901,0.3478511838,-1.356490853,7.455350131,-42.51389369,41.49172621
4.233162176,0.3479231512,-1.357742722,7.597093769,-42.55694186,41.57270057
4.234154185,0.3479872218,-1.358925142,7.736225448,-42.59760186,41.65416739
4.235083446,0.3480437679,-1.36003277,7.872473249,-42.63568999,41.73628196
4.235945479,0.3480931618,-1.361060265,8.005565252,-42.67102255,41.8191996
4.236735799,0.3481357757,-1.362002283,8.135229537,-42.70341583,41.90307559
4.237449926,0.348171982,-1.362853483,8.261194182,-42.73268613,41.98806525
4.238083378,0.3482021529,-1.363608522,8.383187269,-42.75864975,42.07432387
4.238631672,0.3482266607,-1.364262059,8.500936876,-42.78112297,42.16200676
4.239090327,0.3482458777,-1.36480875,8.614171084,-42.7999221,42.25126922
4.23945486,0.3482601763,-1.365243253,8.722617972,-42.81486342,42.34226655
4.239720791,0.3482699286,-1.365560227,8.826005621,-42.82576324,42.43515406
4.239883635,0.3482755069,-1.365754329,8.924062109,-42.83243785,42.53008704
4.239938913,0.3482772836,-1.365820217,9.016515517,-42.83470354,42.6272208
4.23981544,0.3482660764,-1.365561586,9.10584451,-42.82420227,42.724897
4.239451695,0.348232903,-1.364799672,9.194673173,-42.79326607,42.82139406
