C2P1T04_hyoid_data.tx,C2P1T04_hyoid_data.ty,C2P1T04_hyoid_data.tz,C2P1T04_hyoid_data.rx,C2P1T04_hyoid_data.ry,C2P1T04_hyoid_data.rz
2.300024932,0.5935903236,0.9521190663,52.80588325,36.41430723,66.12967799
2.299314723,0.5936358655,0.9510957181,52.74418938,36.39731655,66.12455604
2.298698603,0.5937289858,0.9502496597,52.69310368,36.38135017,66.12157806
2.298132989,0.5938347491,0.9494580729,52.64239414,36.36569392,66.11635721
2.297568833,0.5939188957,0.9486028965,52.58350472,36.34943652,66.10600609
2.297017564,0.5939935602,0.9477286883,52.52162027,36.33257077,66.09342304
2.296490209,0.5940713199,0.9468794465,52.46192133,36.31508866,66.08149528
2.295997382,0.5941652067,0.946098629,52.40958372,36.29698189,66.07309856
2.295549349,0.5942886321,0.9454292332,52.36977859,36.27824188,66.07109844
2.295142448,0.5944225244,0.9447707185,52.34175743,36.25503298,66.07343013
2.294765921,0.5945481426,0.9440416472,52.32045819,36.22563861,66.07614534
2.294419147,0.5946795263,0.9433134988,52.30457846,36.19322987,66.07927796
2.294101454,0.594830565,0.9426578576,52.29281531,36.16097906,66.08286167
2.293812146,0.5950149665,0.9421463779,52.28386498,36.13205868,66.08693029
2.293550539,0.5952462798,0.941850738,52.2764228,36.10964077,66.09151809
2.293325831,0.5955497844,0.9417878168,52.27024406,36.0926126,66.09832398
2.293143947,0.5959313567,0.9419080362,52.26613743,36.0775681,66.10847476
2.292999357,0.5963753835,0.9421833703,52.26437875,36.06423865,66.12114774
2.292886574,0.5968662539,0.9425858288,52.26524487,36.05235567,66.13552094
2.292800161,0.5973883341,0.9430874979,52.26901338,36.04165074,66.15077301
2.292734729,0.5979259478,0.9436605716,52.27596245,36.03185584,66.16608305
2.292684942,0.5984633628,0.9442773708,52.28637072,36.02270339,66.18063059
2.292645512,0.5989847838,0.9449103517,52.30051722,36.0139264,66.19359547
2.292611195,0.5994743504,0.9455321033,52.31868135,36.00525853,66.20415785
2.29257679,0.5999161418,0.946115333,52.34114295,35.99643413,66.21149819
2.292537125,0.6002941864,0.9466328413,52.36818237,35.98718825,66.21479731
2.292542361,0.6006213717,0.9471487225,52.40495117,35.97575561,66.21609068
2.292624043,0.6009238423,0.9477268128,52.45355759,35.96159939,66.21776533
2.292749136,0.6012054458,0.9483392824,52.5097156,35.94629315,66.21952834
2.292884628,0.601470016,0.9489577214,52.56913598,35.9314014,66.22108391
2.292997496,0.6017214192,0.9495530009,52.62752604,35.91847787,66.22213248
2.293054667,0.6019635976,0.9500952568,52.68058976,35.90906568,66.22237024
2.293083931,0.6022549831,0.950726806,52.73329264,35.90331304,66.21465569
2.293130065,0.6026219142,0.951552459,52.79202615,35.89988238,66.19574071
2.293185473,0.6030202033,0.9524850904,52.85462648,35.89807301,66.17115496
2.293242649,0.6034054708,0.9534369276,52.91892475,35.89717332,66.14642417
2.293294176,0.603733116,0.9543195178,52.98274823,35.89646029,66.12707036
2.293332662,0.6039583974,0.9550436251,53.04392117,35.89519844,66.11861175
2.293379539,0.6041343883,0.9556454436,53.10541375,35.89671701,66.11591282
2.293455723,0.6043327819,0.9562231007,53.17113348,35.90383221,66.11082389
2.293552893,0.6045369024,0.9567794056,53.24030856,35.91502812,66.10433673
2.293662568,0.6047302744,0.9573168834,53.31216828,35.9287877,66.09744082
2.293776093,0.6048966414,0.9578377186,53.38594394,35.94359272,66.09112355
2.293884631,0.6050199778,0.9583437164,53.46086915,35.95792346,66.08637004
2.293979161,0.6050844963,0.9588362812,53.53617944,35.97025865,66.08416272
2.294050475,0.6050746501,0.9593164133,53.61111134,35.97907511,66.08548058
2.294089182,0.6049751294,0.9597847223,53.6849008,35.9828476,66.09129811
2.294085706,0.6047708537,0.9602414589,53.75678098,35.98004851,66.10258388
2.294030303,0.6044469584,0.9606865638,53.8259794,35.96914752,66.12029889
2.293883973,0.6039648479,0.9609892121,53.88551133,35.95125134,66.14726961
2.293643514,0.6033319134,0.9610847168,53.93333294,35.92916391,66.1833975
2.293353058,0.6026020467,0.9610732434,53.97608345,35.90391316,66.22525994
2.293057057,0.6018286742,0.9610561578,54.0204125,35.87654172,66.26944693
2.292800236,0.6010647741,0.9611358718,54.07298244,35.84810562,66.31256105
2.292627633,0.6003628592,0.9614161242,54.14047078,35.81967875,66.35122008
2.292448601,0.5996289877,0.9619145671,54.20622142,35.78980489,66.38899295
2.292176893,0.5987695878,0.9625415794,54.2560678,35.75677324,66.43082854
2.291864977,0.5978366661,0.963242524,54.30044163,35.72130374,66.47544264
2.291565844,0.5968815792,0.9639636289,54.34978426,35.68412312,66.52156492
2.29133298,0.5959550717,0.9646518561,54.4145478,35.64596438,66.56793867
2.291220604,0.5951069664,0.965255613,54.5051974,35.6075732,66.61332694
2.291208176,0.594218003,0.9657666918,54.61966679,35.56258916,66.6607576
2.291233823,0.5931642161,0.9662219036,54.74757483,35.50598166,66.71327049
2.29129071,0.5919871768,0.9666392194,54.88693306,35.44050911,66.76967641
2.291372244,0.5907281588,0.9670367254,55.03576649,35.36893095,66.8288028
2.291472163,0.5894280257,0.9674325967,55.19211718,35.29400682,66.88949916
2.291584598,0.5881271532,0.9678450783,55.35404652,35.21849575,66.95064053
2.291704097,0.5868653872,0.9682924751,55.51963596,35.14515548,67.01112887
2.291825628,0.5856820381,0.9687931512,55.68698642,35.07674185,67.06989239
2.291944548,0.5846159096,0.9693655429,55.85421633,35.01600841,67.12588309
2.292056545,0.5837053627,0.9700281852,56.01945833,34.96570619,67.17807229
2.292157552,0.582988416,0.9707997542,56.18085477,34.92858378,67.22544447
2.292327982,0.582429428,0.9716162364,56.35738867,34.90068101,67.2736538
2.292617263,0.5819497715,0.9724290441,56.56044142,34.87625814,67.32689713
2.29297339,0.5815249047,0.9732775921,56.77675732,34.85538606,67.38194773
2.293341598,0.5811339298,0.9741968865,56.99308029,34.83812499,67.43552301
2.293663952,0.580760152,0.9752169379,57.196153,34.82452345,67.48427413
2.293879396,0.5803910128,0.9763629672,57.37271625,34.81461828,67.52478631
2.294068726,0.5802392962,0.9777480409,57.53761557,34.81890842,67.55937043
2.294333852,0.5804118242,0.9794022996,57.71115539,34.84214822,67.59260855
2.294641287,0.5807425476,0.9812205481,57.88824536,34.87574501,67.6243926
2.294954538,0.5810693924,0.9830927083,58.06378109,34.91109883,67.65454415
2.295233962,0.5812343949,0.984903371,58.23265119,34.93960191,67.68281895
2.295436887,0.5810834839,0.9865322602,58.38973852,34.95264038,67.70891028
2.295528745,0.580743462,0.9880954872,58.53243947,34.95809669,67.73278489
2.295519038,0.5804344973,0.9897733483,58.6630286,34.96872097,67.75456008
2.295429242,0.5801450379,0.9915393972,58.78369919,34.98320477,67.7741108
2.295280994,0.5798633086,0.9933677517,58.89664395,35.00024658,67.79131442
2.295096114,0.5795772849,0.9952330325,59.00405507,35.01855059,67.80605172
2.294896617,0.579274684,0.9971103165,59.10812462,35.03682596,67.81820771
2.294704707,0.5789429711,0.9989751069,59.21104513,35.0537866,67.82767204
2.294542764,0.5785693816,1.000803317,59.31501025,35.06815147,67.83433918
2.294433314,0.5781409578,1.00257127,59.42221576,35.0786453,67.83810826
2.294398997,0.5776445998,1.004255714,59.53486057,35.08399992,67.83888275
2.294462519,0.5770671303,1.005833848,59.65514798,35.08295599,67.83656981
2.294576041,0.5764056574,1.007304763,59.78021054,35.07326705,67.82962065
2.29468424,0.5756791161,1.008703392,59.90543933,35.05583252,67.81750953
2.294799086,0.5749063371,1.010061043,60.03042357,35.03410763,67.80168645
2.294933237,0.5741050552,1.011408904,60.15474043,35.01152959,67.78360829
2.295100071,0.5732918232,1.012777979,60.27795208,34.99151654,67.76473766
2.295313664,0.5724820255,1.014199111,60.39960505,34.9774679,67.74654196
2.295631059,0.5715230424,1.01555713,60.53272055,34.95701941,67.73239447
2.296066258,0.5703261674,1.016766253,60.68423614,34.92090139,67.72247193
2.296569222,0.5690018497,1.01790004,60.84455146,34.87711518,67.71344229
2.297090119,0.5676601751,1.019030048,61.00406226,34.83362052,67.70197862
2.297579439,0.5664106983,1.020225653,61.15316315,34.79833122,67.68476439
2.297987839,0.5653626331,1.021554057,61.28223821,34.77911481,67.65848252
2.298366013,0.5644893445,1.023036439,61.39962808,34.7717642,67.62580207
2.298790414,0.5636817781,1.024631366,61.51913289,34.76683203,67.59130092
2.2992501,0.5629257147,1.02631014,61.63930493,34.76428826,67.55450592
2.299733902,0.5622071678,1.028043413,61.75869464,34.76409716,67.51493765
2.300230403,0.5615123961,1.029801159,61.87585042,34.76621702,67.47211003
2.300727935,0.5608279096,1.031552657,61.98931854,34.77059999,67.42553008
2.301214576,0.5601404713,1.033266472,62.0976431,34.77719191,67.37469802
2.301678151,0.559437092,1.034910453,62.19936612,34.78593216,67.31910745
2.302106248,0.5587050193,1.03645173,62.29302761,34.7967536,67.25824592
2.302486232,0.5579317197,1.037856717,62.37716573,34.80958246,67.19159566
2.302805278,0.5571048535,1.039091123,62.45031706,34.82433832,67.11863458
2.303058223,0.5563166172,1.040107627,62.51184817,34.84109396,67.04229802
2.30325952,0.5556280056,1.040932126,62.56344286,34.8600028,66.96471424
2.303425686,0.5549799399,1.041640031,62.60711523,34.88110561,66.88415314
2.303573291,0.5543132679,1.042307104,62.64488216,34.90444794,66.79888983
2.30371891,0.5535687859,1.043009307,62.67876274,34.9300779,66.70720313
2.303879082,0.5526872734,1.043822726,62.71077796,34.95804472,66.60737462
2.303989295,0.5517344865,1.044471565,62.73527817,34.98562007,66.50537648
2.30400282,0.5507971363,1.044747388,62.74779712,35.01134716,66.40563037
2.303962743,0.5498475074,1.044827894,62.75212356,35.03718433,66.30408776
2.303911913,0.5488580484,1.04489099,62.75203278,35.06508811,66.19668746
2.303892798,0.547801491,1.04511447,62.75128366,35.09700945,66.0793507
2.303947408,0.5466509863,1.045675996,62.75361489,35.13489145,65.94797691
2.304040717,0.5453907107,1.046368904,62.76431151,35.17292105,65.80620402
2.304112459,0.5440341957,1.046898813,62.7838236,35.20547652,65.65997865
2.304166333,0.5425991946,1.047311382,62.80859868,35.23477003,65.50862793
2.304205934,0.5411036247,1.047651515,62.83505527,35.26299535,65.35145595
2.304234759,0.5395655148,1.047963234,62.85958085,35.29232463,65.1877425
2.304256219,0.5380029713,1.048289596,62.8785292,35.32490599,65.01674132
2.304273639,0.5364341625,1.048672651,62.88821716,35.36286192,64.83767763
2.304290266,0.534877317,1.049153446,62.88492068,35.40828828,64.6497453
2.304309274,0.5333507355,1.049772069,62.86487016,35.46325414,64.45210336
2.304333764,0.5318728129,1.050567734,62.82424512,35.5298021,64.24387205
2.304366775,0.5304620706,1.051578907,62.75916804,35.60994925,64.02412835
2.304344282,0.5291710104,1.052954545,62.67465085,35.70311636,63.78549592
2.30423,0.5279970836,1.054691844,62.57822682,35.80570579,63.52585478
2.304069319,0.5268752386,1.056602766,62.46979327,35.91524275,63.25217312
2.303908764,0.5257385799,1.058501869,62.34931239,36.02933981,62.9714858
2.303796061,0.5245181313,1.060206842,62.21682291,36.14571226,62.69090554
2.303780147,0.5231428552,1.061538996,62.07244787,36.26218874,62.41763194
2.303722968,0.5218144369,1.062728082,61.89924355,36.38958226,62.13204859
2.303512726,0.5206991217,1.064047257,61.68916842,36.53470188,61.81755561
2.30323959,0.5196698389,1.065392512,61.45595765,36.68961184,61.48609237
2.302994801,0.5185978103,1.066669771,61.21364967,36.84661647,61.14982211
2.302870438,0.517352927,1.067795534,60.97661251,36.99828487,60.82114741
2.302959276,0.5158041275,1.068696561,60.75953404,37.13744889,60.51270037
2.303157032,0.514036882,1.069239848,60.53500957,37.27418486,60.21400944
2.303314431,0.5122189599,1.069392805,60.27145687,37.42140093,59.90708026
2.303457105,0.5103426663,1.069241407,59.97758066,37.57639155,59.59345188
2.30361016,0.5084013424,1.068872544,59.66217273,37.73648198,59.27470213
2.30379788,0.5063897804,1.068372889,59.33410852,37.89901573,58.95243733
2.304043556,0.5043044745,1.067828158,59.00234239,38.06134704,58.62828487
2.304369419,0.5021437231,1.067322796,58.67590228,38.22083834,58.30388896
2.304796681,0.4999075975,1.066940082,58.36388461,38.37486266,57.98090913
2.30534567,0.4975977992,1.066762692,58.07545029,38.52081123,57.66102158
2.306036052,0.4952174226,1.066873714,57.8198227,38.65610615,57.34592323
2.30688714,0.4927706323,1.067358142,57.60628826,38.77821828,57.03733846
2.307899271,0.490144186,1.067924171,57.406433,38.89275621,56.73406333
2.309043051,0.4872801791,1.068310361,57.19388,39.00616259,56.43332038
2.310292106,0.4842684608,1.0686495,56.98103778,39.11721353,56.13447101
2.311618543,0.4812019279,1.069073446,56.78033173,39.22468633,55.83683045
2.312993098,0.4781763887,1.069713669,56.60420219,39.32736498,55.53966937
2.314385605,0.4752899454,1.070703234,56.46510984,39.4240596,55.2422287
2.316001613,0.472349693,1.072072093,56.37572462,39.50741411,54.94698216
2.317963819,0.4691703759,1.073709327,56.33042753,39.57516465,54.65612862
2.320118134,0.4658613767,1.075539591,56.31415898,39.63374296,54.36842487
2.322311029,0.4625302052,1.077485126,56.31170305,39.68947372,54.08253787
2.32438924,0.4592825291,1.07946395,56.30768122,39.74854893,53.79703995
2.326199511,0.4562224204,1.08138913,56.28655411,39.81702161,53.51040309
2.327853099,0.453278912,1.083506114,56.26682993,39.88740869,53.21595709
2.329555572,0.4503216312,1.086065332,56.27442751,39.94964496,52.91037499
2.331295663,0.4473637674,1.088984962,56.30478286,40.00582372,52.5970623
2.333062939,0.4444172511,1.092183886,56.35328681,40.05803866,52.27941282
2.334847744,0.4414926213,1.095580637,56.41527411,40.10836804,51.9607994
2.3366411,0.438598982,1.099092581,56.48601761,40.15886302,51.64456639
2.338434558,0.4357440547,1.102635315,56.5607274,40.21154025,51.33402387
2.34022002,0.4329343272,1.106122303,56.63455437,40.26837875,51.0324442
2.341989538,0.4301752988,1.109464745,56.70259803,40.3313211,50.7430611
2.343735114,0.4274718184,1.112571677,56.75991804,40.40227898,50.4690719
2.3454485,0.4248285099,1.115350315,56.80154933,40.48314306,50.2136432
2.347154754,0.4221256243,1.118062511,56.84280832,40.57184763,49.9679745
2.348880455,0.4192908293,1.120966341,56.89780611,40.66463961,49.72350753
2.350619374,0.4164001568,1.123961049,56.95976672,40.76084646,49.48376154
2.352365138,0.4135302235,1.126943733,57.02192178,40.85976068,49.25226038
2.354111044,0.410758534,1.129809134,57.0775138,40.96064122,49.03252868
2.355849973,0.4081635725,1.132449809,57.11980104,41.06271923,48.82809127
2.357686399,0.4056105188,1.135016857,57.15414267,41.17445958,48.64467772
2.359674296,0.4029584231,1.137691223,57.18934679,41.30063221,48.48130611
2.361729628,0.4002787788,1.140405313,57.22391449,41.43488318,48.33146789
2.3637674,0.3976443856,1.14308737,57.25638956,41.57082414,48.18868207
2.365701787,0.3951287534,1.145661988,57.28533748,41.70203417,48.0464844
2.367446186,0.3928058938,1.14805031,57.30934291,41.82206008,47.89842731
2.369092351,0.3906058361,1.150298474,57.3267737,41.93731794,47.75511238
2.370778282,0.3884207129,1.152507595,57.33784544,42.05773623,47.62925992
2.372485987,0.3862683146,1.154678072,57.34393851,42.18209868,47.51762194
2.3741973,0.3841664457,1.1568096,57.34642886,42.30917842,47.41695147
2.37589394,0.3821327023,1.158901263,57.34668108,42.43773673,47.32399912
2.377557553,0.3801843132,1.160951616,57.34604367,42.56652229,47.2355105
2.379169736,0.3783380455,1.162958751,57.34584639,42.69427099,47.14822482
2.380712053,0.3766101742,1.164920344,57.34739973,42.81970615,47.05887438
2.382166027,0.3750165173,1.166833695,57.35199653,42.94153931,46.96418541
2.383513127,0.3735725365,1.168695741,57.36091574,43.05847137,46.86087995
2.384734729,0.3722935036,1.170503054,57.37542833,43.16919427,46.74567911
2.385800039,0.3711922045,1.172271629,57.39110024,43.27621399,46.61687482
2.386722929,0.3702490166,1.174011218,57.40390362,43.38252827,46.47870824
2.387552058,0.3694300918,1.175710224,57.41575742,43.48758503,46.33686853
2.388336649,0.3687008646,1.177359173,57.42863294,43.590867,46.19710177
2.389126497,0.368026043,1.178950752,57.44455211,43.69189234,46.0652099
2.389971926,0.3673696683,1.180479602,57.46558571,43.79021168,45.94704777
2.390643435,0.3667093725,1.181896947,57.49184629,43.88406045,45.82768943
2.39098041,0.3660690818,1.183182056,57.52128353,43.97288792,45.69422151
2.391137296,0.3654817693,1.184374229,57.55278109,44.05810372,45.55557509
2.391269159,0.3649800183,1.185514719,57.58524299,44.14114053,45.42070459
2.391531662,0.3645959024,1.186646685,57.61758882,44.22345263,45.29858468
2.392080951,0.3643611482,1.187814888,57.64875596,44.30651324,45.19820933
2.392836085,0.364280009,1.189028785,57.68218679,44.39069597,45.1134753
2.393611248,0.3643287325,1.190260155,57.72128371,44.47508556,45.03254142
2.39440544,0.3644971471,1.191497801,57.76494779,44.55923279,44.95581232
2.395217509,0.364775279,1.19273003,57.8120871,44.64268684,44.88369497
2.396046141,0.3651533786,1.193944618,57.86161629,44.72499493,44.81659788
2.396889851,0.3656219391,1.195128792,57.91245622,44.80570213,44.7549304
2.397746982,0.3661717058,1.19626923,57.96353336,44.8843512,44.69910214
2.398615707,0.3667936773,1.197352081,58.01377931,44.9604826,44.64952247
2.399494039,0.3674790971,1.198363006,58.06213012,45.03363462,44.6066002
2.400379846,0.3682194376,1.199287231,58.10752562,45.10334354,44.57074328
2.401270872,0.3690063731,1.200109624,58.14890868,45.16914398,44.54235871
2.402295163,0.369774278,1.200863296,58.19047619,45.23271415,44.53015435
2.403515429,0.3705030238,1.20158455,58.2357713,45.29551893,44.53803148
2.404831067,0.371252823,1.202262168,58.28273206,45.35676248,44.5591648
2.406141203,0.3720838994,1.202884503,58.32926021,45.41564308,44.5866997
2.407344761,0.3730563304,1.203439802,58.37322148,45.47135827,44.61375328
2.408340495,0.3742300053,1.203916279,58.41244885,45.52310597,44.6334171
2.40914232,0.3755711162,1.204278289,58.43908458,45.56649595,44.6482871
2.409854446,0.3770069929,1.20451731,58.45155704,45.60029185,44.66623578
2.41051136,0.3785384587,1.204663526,58.45709911,45.6284245,44.68826009
2.411147845,0.3801659797,1.20474821,58.46293493,45.65482691,44.71535954
2.411798807,0.381889956,1.204803245,58.47628341,45.68343262,44.74853407
2.412499338,0.3837105731,1.204861239,58.50436244,45.71817483,44.78878969
2.413197232,0.3856641294,1.204856983,58.54266567,45.75480271,44.83144027
2.413825786,0.3877752862,1.204718513,58.58208372,45.78708088,44.87229172
2.414398687,0.3900263057,1.204469304,58.62293532,45.81596537,44.91310251
2.4149297,0.392399426,1.204132943,58.66554247,45.84241187,44.9556341
2.415432663,0.3948768361,1.203733112,58.71022952,45.86737536,45.00165083
2.415921474,0.3974406637,1.203293553,58.75732315,45.89180969,45.05292006
2.416410088,0.4000729754,1.202838018,58.80715289,45.91666708,45.11121273
2.416912503,0.4027557882,1.202390204,58.8600525,45.94289756,45.17830429
2.417442745,0.4054710955,1.20197367,58.91636193,45.9714483,45.25597589
2.418014853,0.408200903,1.201611742,58.97643012,46.00326294,45.34601609
2.418642863,0.4109272791,1.201327395,59.04061842,46.0392808,45.45022276
2.419335766,0.4137819491,1.201062171,59.11668344,46.08177036,45.56935464
2.420075483,0.4168505705,1.200757342,59.20749553,46.13031624,45.70139694
2.420835397,0.420046736,1.200433981,59.3060824,46.1818334,45.84397092
2.421588773,0.4232849931,1.200111274,59.40544348,46.23324695,45.99465512
2.422308747,0.426480939,1.199806445,59.49854391,46.28149556,46.15097903
2.422968432,0.4295510845,1.19953511,59.57831127,46.32353408,46.31042369
2.423694376,0.4326622593,1.199321538,59.65973722,46.36602635,46.4818822
2.424571567,0.4359737787,1.199158424,59.75687296,46.41501287,46.6719776
2.425511114,0.4393918435,1.199012541,59.86116832,46.46654283,46.87471104
2.426424415,0.4428235476,1.198849518,59.9640103,46.51669234,47.08401365
2.42722323,0.4461768915,1.198634006,60.05671541,46.56156945,47.29374048
2.427819893,0.4493604245,1.19833035,60.13053005,46.59731622,47.49767747
2.428289675,0.4524734387,1.198001927,60.1926119,46.62786407,47.70121493
2.428756281,0.4556617164,1.197719626,60.25527023,46.65918176,47.91324709
2.429205426,0.4589035904,1.197459535,60.31742204,46.69049438,48.13276771
2.429622981,0.4621774315,1.197197838,60.37797212,46.7210298,48.35876093
2.429995015,0.4654616252,1.196910884,60.43581196,46.7500189,48.59020102
2.43030782,0.4687345388,1.196575272,60.48981897,46.77669592,48.8260525
2.430547962,0.4719744788,1.196167948,60.53885579,46.80029873,49.06527059
2.430702316,0.4751596393,1.195666316,60.58176993,46.82006906,49.30680192
2.430758116,0.47826804,1.195048372,60.61739354,46.8352528,49.54958562
2.430703004,0.4812774566,1.194292842,60.64454349,46.84510012,49.79255462
2.430525085,0.4841653406,1.193379344,60.66202163,46.8488657,50.03463736
2.430161193,0.4870094019,1.192305297,60.66479579,46.84364326,50.27864562
2.429600627,0.4898767952,1.191101506,60.65205345,46.82914021,50.52737974
2.428910826,0.4927291831,1.189798309,60.62894479,46.80852569,50.77977646
2.428159335,0.4955290799,1.188425282,60.60066143,46.78495458,51.03480611
2.427413594,0.4982401724,1.187010736,60.57243802,46.76156587,51.29147019
2.426740838,0.5008274258,1.185581509,60.54955301,46.74148157,51.5488009
2.426094538,0.5033409754,1.184000951,60.52729008,46.71988139,51.81221303
2.425387237,0.505836607,1.182178975,60.49825892,46.69150103,52.08505037
2.424624871,0.5082889988,1.180210877,60.46378755,46.65878805,52.36328734
2.423813646,0.5106733799,1.178191335,60.42524438,46.62419587,52.64293516
2.422959968,0.5129656434,1.17621422,60.3840408,46.59018319,52.92004407
2.422070357,0.5151424105,1.17437251,60.34163094,46.55921336,53.19070274
2.421127261,0.5171885714,1.172552576,60.29540901,46.52833948,53.46112182
2.420113726,0.519112858,1.170597577,60.24239468,46.49347921,53.73880543
2.419037219,0.5209282141,1.168535154,60.18352047,46.45539795,54.02181552
2.417905194,0.5226476172,1.166393068,60.11973298,46.41486362,54.30822259
2.41672506,0.5242841148,1.164199137,60.05199404,46.37264628,54.5961063
2.415504153,0.5258508531,1.161981169,59.98128138,46.3295177,54.88355588
2.414249713,0.5273610992,1.159766924,59.90858878,46.28625095,55.16867039
2.412968869,0.5288282549,1.157584079,59.83492563,46.24361998,55.4495587
2.411668638,0.5302658644,1.155460213,59.76131617,46.20239915,55.72433934
