T1P1T17_ope_data.tx,T1P1T17_ope_data.ty,T1P1T17_ope_data.tz,T1P1T17_ope_data.rx,T1P1T17_ope_data.ry,T1P1T17_ope_data.rz
-0.1861968005,1.443812485,-1.994358272,4.889501821,-4.075708643,18.37815875
-0.1861413733,1.444881947,-1.995929487,4.94170495,-4.116999576,18.37112984
-0.1860794324,1.445969641,-1.997496985,4.995760002,-4.159939654,18.36394202
-0.1860106159,1.447074916,-1.999060781,5.051544663,-4.204452064,18.35656279
-0.1859345619,1.44819712,-2.00062089,5.108936618,-4.250459993,18.34895963
-0.1858509085,1.449335602,-2.002177327,5.167813554,-4.297886628,18.34110005
-0.1857592939,1.450489711,-2.003730105,5.228053157,-4.346655157,18.33295153
-0.1856593561,1.451658794,-2.005279239,5.289533113,-4.396688766,18.32448157
-0.1855507334,1.452842202,-2.006824744,5.352131107,-4.447910642,18.31565766
-0.1854330638,1.454039282,-2.008366635,5.415724827,-4.500243972,18.3064473
-0.1853059854,1.455249384,-2.009904925,5.480191957,-4.553611944,18.29681797
-0.1851691364,1.456471855,-2.01143963,5.545410184,-4.607937745,18.28673717
-0.185022155,1.457706044,-2.012970764,5.611257194,-4.663144561,18.2761724
-0.1848646791,1.458951301,-2.014498341,5.677610673,-4.71915558,18.26509114
-0.1846963471,1.460206973,-2.016022376,5.744348307,-4.775893988,18.25346089
-0.1845167969,1.461472409,-2.017542884,5.811347782,-4.833282973,18.24124914
-0.1843256667,1.462746959,-2.019059879,5.878486783,-4.891245722,18.22842338
-0.1841225946,1.46402997,-2.020573376,5.945642998,-4.949705422,18.21495111
-0.1839072188,1.465320791,-2.022083389,6.012694112,-5.008585259,18.20079983
-0.1836791774,1.466618771,-2.023589933,6.07951781,-5.067808422,18.18593702
-0.1834381085,1.467923259,-2.025093021,6.14599178,-5.127298096,18.17033017
-0.1831836502,1.469233603,-2.02659267,6.211993706,-5.18697747,18.15394678
-0.1829154407,1.470549152,-2.028088893,6.277401275,-5.24676973,18.13675435
-0.1826331181,1.471869254,-2.029581705,6.342092174,-5.306598063,18.11872036
-0.1823363205,1.473193258,-2.03107112,6.405944087,-5.366385656,18.09981231
-0.182024686,1.474520513,-2.032557154,6.468834702,-5.426055696,18.0799977
-0.1816978528,1.475850367,-2.034039819,6.530641703,-5.48553137,18.059244
-0.1813554589,1.477182169,-2.035519132,6.591242778,-5.544735866,18.03751873
-0.1809971426,1.478515268,-2.036995106,6.650515612,-5.603592371,18.01478936
-0.1806225419,1.479849012,-2.038467756,6.70833789,-5.662024071,17.9910234
-0.180231295,1.481182749,-2.039937097,6.7645873,-5.719954153,17.96618834
-0.1798230399,1.48251583,-2.041403143,6.819141527,-5.777305805,17.94025166
-0.1793974149,1.483847601,-2.042865909,6.871878257,-5.834002214,17.91318087
-0.178954058,1.485177413,-2.044325409,6.922675176,-5.889966566,17.88494345
-0.1784652765,1.486524337,-2.045789662,6.972510681,-5.94673517,17.85457392
-0.1779053955,1.487906724,-2.047266011,7.022439729,-6.005817158,17.82122715
-0.1772770794,1.489322837,-2.048753463,7.072454844,-6.067094953,17.78505123
-0.176582993,1.490770937,-2.050251022,7.122548554,-6.130450978,17.74619424
-0.1758258008,1.492249287,-2.051757693,7.172713382,-6.195767657,17.70480425
-0.1750081675,1.493756151,-2.05327248,7.222941855,-6.262927412,17.66102934
-0.1741327576,1.495289791,-2.054794389,7.273226498,-6.331812667,17.61501759
-0.1732022358,1.496848469,-2.056322424,7.323559836,-6.402305844,17.56691708
-0.1722192667,1.498430449,-2.057855591,7.373934395,-6.474289367,17.51687588
-0.1711865149,1.500033993,-2.059392894,7.424342701,-6.54764566,17.46504208
-0.170106645,1.501657363,-2.060933337,7.474777278,-6.622257145,17.41156374
-0.1689823216,1.503298822,-2.062475927,7.525230653,-6.698006245,17.35658894
-0.1678162093,1.504956634,-2.064019666,7.57569535,-6.774775383,17.30026578
-0.1666109727,1.50662906,-2.065563562,7.626163895,-6.852446983,17.24274231
-0.1653692765,1.508314363,-2.067106617,7.676628815,-6.930903468,17.18416662
-0.1640937853,1.510010807,-2.068647838,7.727082633,-7.010027261,17.12468679
-0.1627871636,1.511716653,-2.070186228,7.777517876,-7.089700785,17.06445089
-0.1614520762,1.513430164,-2.071720794,7.827927069,-7.169806464,17.003607
-0.1600911875,1.515149604,-2.073250539,7.878302738,-7.250226719,16.9423032
-0.1587071622,1.516873234,-2.074774468,7.928637408,-7.330843975,16.88068757
-0.1573026649,1.518599318,-2.076291587,7.978923604,-7.411540655,16.81890818
-0.1558803602,1.520326118,-2.0778009,8.029153852,-7.492199182,16.75711311
-0.1544429128,1.522051896,-2.079301412,8.079320678,-7.572701978,16.69545044
-0.1529929872,1.523774916,-2.080792127,8.129416606,-7.652931468,16.63406825
-0.1515332481,1.52549344,-2.082272051,8.179434163,-7.732770074,16.57311461
-0.1500663601,1.527205731,-2.083740189,8.229365874,-7.812100219,16.5127376
-0.1485949877,1.528910051,-2.085195545,8.279204264,-7.890804327,16.4530853
-0.1471217956,1.530604664,-2.086637125,8.328941859,-7.96876482,16.39430579
-0.1456494485,1.532287831,-2.088063932,8.378571184,-8.045864123,16.33654714
-0.1441806108,1.533957816,-2.089474972,8.428084764,-8.121984657,16.27995744
-0.1427179473,1.535612881,-2.09086925,8.477475126,-8.197008846,16.22468475
-0.1412641225,1.537251289,-2.09224577,8.526734795,-8.270819114,16.17087715
-0.139821801,1.538871303,-2.093603538,8.575856296,-8.343297883,16.11868274
-0.1383936475,1.540471184,-2.094941558,8.624832154,-8.414327577,16.06824957
-0.1369823266,1.542049197,-2.096258835,8.673654895,-8.483790618,16.01972573
-0.1355905028,1.543603603,-2.097554374,8.722317045,-8.55156943,15.9732593
-0.1342208409,1.545132666,-2.098827179,8.770811129,-8.617546436,15.92899835
-0.1328760053,1.546634647,-2.100076257,8.819129672,-8.68160406,15.88709096
-0.1315586608,1.54810781,-2.10130061,8.8672652,-8.743624723,15.84768522
-0.1302714719,1.549550417,-2.102499245,8.915210238,-8.80349085,15.81092918
-0.1290171032,1.550960732,-2.103671166,8.962957313,-8.861084864,15.77697095
-0.1277982194,1.552337016,-2.104815378,9.010498948,-8.916289187,15.74595858
-0.126617485,1.553677532,-2.105930886,9.057827671,-8.968986243,15.71804016
-0.1254775647,1.554980543,-2.107016694,9.104936005,-9.019058455,15.69336377
-0.124381123,1.556244312,-2.108071807,9.151816478,-9.066388246,15.67207749
-0.1233308247,1.557467102,-2.109095231,9.198461613,-9.11085804,15.65432938
-0.1223293343,1.558647174,-2.11008597,9.244863938,-9.152350259,15.64026753
-0.1213793163,1.559782792,-2.11104303,9.291015976,-9.190747326,15.63004002
-0.1204834355,1.560872219,-2.111965413,9.336910254,-9.225931666,15.62379493
-0.1196443565,1.561913716,-2.112852127,9.382539297,-9.2577857,15.62168032
-0.1188409777,1.56291995,-2.113703166,9.428705674,-9.287336415,15.62191483
-0.1180505126,1.563904775,-2.114519798,9.476155997,-9.315705263,15.62262032
-0.1172730979,1.564868234,-2.115302939,9.524798857,-9.342916362,15.62379978
-0.1165088703,1.565810372,-2.116053503,9.574542844,-9.368993834,15.62545618
-0.1157579666,1.566731235,-2.116772403,9.62529655,-9.393961796,15.62759249
-0.1150205236,1.567630866,-2.117460556,9.676968564,-9.41784437,15.63021168
-0.1142966781,1.56850931,-2.118118875,9.729467477,-9.440665675,15.63331674
-0.1135865667,1.569366612,-2.118748274,9.782701881,-9.46244983,15.63691063
-0.1128903262,1.570202817,-2.119349669,9.836580365,-9.483220956,15.64099633
-0.1122080935,1.571017969,-2.119923973,9.89101152,-9.503003173,15.64557681
-0.1115400051,1.571812112,-2.120472101,9.945903937,-9.521820599,15.65065505
-0.110886198,1.572585292,-2.120994967,10.00116621,-9.539697354,15.65623402
-0.1102468089,1.573337552,-2.121493487,10.05670692,-9.55665756,15.66231669
-0.1096219745,1.574068938,-2.121968574,10.11243467,-9.572725334,15.66890604
-0.1090118315,1.574779494,-2.122421143,10.16825804,-9.587924797,15.67600504
-0.1084165168,1.575469265,-2.122852108,10.22408562,-9.602280069,15.68361667
-0.1078361671,1.576138296,-2.123262385,10.27982601,-9.61581527,15.6917439
-0.1072709192,1.57678663,-2.123652886,10.3353878,-9.628554519,15.7003897
-0.1067209097,1.577414313,-2.124024527,10.39067958,-9.640521935,15.70955705
-0.1061862755,1.578021389,-2.124378223,10.44560993,-9.65174164,15.71924893
-0.1056671533,1.578607903,-2.124714887,10.50008745,-9.662237751,15.72946829
-0.1051636799,1.579173899,-2.125035435,10.55402073,-9.672034391,15.74021813
-0.104675992,1.579719423,-2.12534078,10.60731836,-9.681155677,15.75150141
-0.1042042264,1.580244518,-2.125631837,10.65988893,-9.689625729,15.76332111
-0.1037485198,1.58074923,-2.125909521,10.71164103,-9.697468668,15.77568021
-0.1033090091,1.581233602,-2.126174745,10.76248325,-9.704708614,15.78858166
-0.1028858309,1.58169768,-2.126428426,10.81232418,-9.711369685,15.80202846
-0.102479122,1.582141508,-2.126671476,10.86107241,-9.717476002,15.81602357
-0.1020890192,1.582565131,-2.126904811,10.90863654,-9.723051685,15.83056997
-0.1017156592,1.582968593,-2.127129344,10.95492515,-9.728120853,15.84567063
-0.1013591788,1.58335194,-2.127345992,10.99984684,-9.732707625,15.86132853
-0.1010197147,1.583715214,-2.127555666,11.04331019,-9.736836123,15.87754663
-0.1006974037,1.584058463,-2.127759284,11.0852238,-9.740530465,15.89432792
-0.1003923826,1.584381729,-2.127957758,11.12549625,-9.743814771,15.91167537
-0.1001047881,1.584685057,-2.128152003,11.16403615,-9.746713161,15.92959194
-0.09983475696,1.584968492,-2.128342934,11.20075206,-9.749249755,15.94808063
-0.09958242595,1.58523208,-2.128531465,11.2355526,-9.751448672,15.96714439
-0.09934793181,1.585475863,-2.128718511,11.26834635,-9.753334033,15.98678621
-0.0991314113,1.585699888,-2.128904986,11.29904189,-9.754929956,16.00700905
-0.09893300119,1.585904198,-2.129091804,11.32754783,-9.756260563,16.02781589
-0.09875283823,1.586088838,-2.129279881,11.35377274,-9.757349971,16.04920971
-0.09859105918,1.586253853,-2.12947013,11.37762523,-9.758222302,16.07119348
-0.09844780079,1.586399287,-2.129663466,11.39901388,-9.758901675,16.09377017
-0.09832319982,1.586525185,-2.129860803,11.41784728,-9.75941221,16.11694276
-0.09821739302,1.586631592,-2.130063057,11.43403403,-9.759778026,16.14071422
-0.09813051716,1.586718552,-2.13027114,11.44748271,-9.760023244,16.16508753
-0.09806270898,1.58678611,-2.130485969,11.45810191,-9.760171982,16.19006565
-0.09801410526,1.586834311,-2.130708457,11.46580023,-9.760248361,16.21565157
-0.09798484273,1.586863198,-2.130939519,11.47048626,-9.760276501,16.24184826
-0.09797505817,1.586872818,-2.131180069,11.47206858,-9.760280521,16.26865868
-0.09802195838,1.586857573,-2.13142332,11.47052541,-9.757571757,16.2969956
-0.09816012388,1.586812333,-2.131661872,11.46596048,-9.749572928,16.32769346
-0.09838575194,1.586737841,-2.131895715,11.45847063,-9.736475231,16.36063776
-0.09869503985,1.586634837,-2.13212484,11.4481527,-9.718469862,16.39571401
-0.09908418487,1.586504064,-2.132349239,11.43510353,-9.695748019,16.4328077
-0.0995493843,1.586346264,-2.132568902,11.41941996,-9.668500897,16.47180434
-0.1000868354,1.586162178,-2.132783821,11.40119884,-9.636919693,16.51258943
-0.1006927355,1.585952549,-2.132993987,11.38053701,-9.601195604,16.55504848
-0.1013632818,1.585718118,-2.133199391,11.35753131,-9.561519826,16.59906699
-0.1020946716,1.585459627,-2.133400025,11.33227859,-9.518083556,16.64453045
-0.1028831023,1.585177818,-2.133595879,11.30487569,-9.471077991,16.69132438
-0.103724771,1.584873433,-2.133786944,11.27541945,-9.420694326,16.73933428
-0.1046158751,1.584547214,-2.133973212,11.24400671,-9.367123759,16.78844564
-0.1055526118,1.584199903,-2.134154675,11.21073431,-9.310557486,16.83854398
-0.1065311785,1.583832241,-2.134331322,11.1756991,-9.251186703,16.88951479
-0.1075477723,1.58344497,-2.134503146,11.13899793,-9.189202607,16.94124358
-0.1085985907,1.583038833,-2.134670137,11.10072763,-9.124796395,16.99361585
-0.1096798307,1.582614571,-2.134832287,11.06098504,-9.058159263,17.0465171
-0.1107876899,1.582172926,-2.134989587,11.01986702,-8.989482408,17.09983283
-0.1119183653,1.58171464,-2.135142028,10.97747039,-8.918957026,17.15344856
-0.1130680544,1.581240455,-2.135289601,10.93389201,-8.846774314,17.20724978
-0.1142329543,1.580751112,-2.135432297,10.88922872,-8.773125469,17.26112199
-0.1154092624,1.580247354,-2.135570108,10.84357736,-8.698201686,17.3149507
-0.116593176,1.579729922,-2.135703024,10.79703477,-8.622194162,17.36862141
-0.1177808922,1.579199559,-2.135831037,10.74969779,-8.545294095,17.42201962
-0.1189686085,1.578657006,-2.135954139,10.70166327,-8.46769268,17.47503084
-0.120152522,1.578103005,-2.136072319,10.65302805,-8.389581114,17.52754056
-0.1213288301,1.577538298,-2.13618557,10.60388898,-8.311150594,17.5794343
-0.12249373,1.576963626,-2.136293883,10.55434289,-8.232592316,17.63059755
-0.1236434191,1.576379733,-2.136397248,10.50448663,-8.154097477,17.68091582
-0.1247740945,1.575787359,-2.136495657,10.45441703,-8.075857273,17.73027461
-0.1258819537,1.575187246,-2.136589101,10.40423096,-7.998062901,17.77855942
-0.1269631938,1.574580137,-2.136677571,10.35402523,-7.920905557,17.82565575
-0.1280140121,1.573966773,-2.136761059,10.30389671,-7.844576438,17.87144912
-0.1290306059,1.573347896,-2.136839555,10.25394223,-7.76926674,17.91582501
-0.1300091726,1.572724248,-2.136913051,10.20425863,-7.695167661,17.95866894
-0.1309459093,1.57209657,-2.136981538,10.15494276,-7.622470396,17.9998664
-0.1318370134,1.571465606,-2.137045006,10.10609145,-7.551366142,18.03930291
-0.1326786821,1.570832096,-2.137103448,10.05780156,-7.482046096,18.07686396
-0.1334671128,1.570196782,-2.137156855,10.01016992,-7.414701454,18.11243505
-0.1341985026,1.569560407,-2.137205217,9.963293385,-7.349523412,18.14590169
-0.1348690489,1.568923712,-2.137248526,9.917268785,-7.286703168,18.17714937
-0.135474949,1.568287439,-2.137286773,9.872192967,-7.226431918,18.20606362
-0.1360124001,1.567652331,-2.137319948,9.828162775,-7.168900858,18.23252992
-0.1364775995,1.567019128,-2.137348045,9.78527505,-7.114301185,18.25643378
-0.1368667446,1.566388572,-2.137371052,9.743626635,-7.062824096,18.2776607
-0.1371760325,1.565761406,-2.137388962,9.703314373,-7.014660786,18.29609618
-0.1374016605,1.565138372,-2.137401766,9.664435107,-6.970002453,18.31162573
-0.137539826,1.564520211,-2.137409455,9.627085679,-6.929040293,18.32413485
-0.1375867263,1.563907666,-2.13741202,9.591362932,-6.891965503,18.33350905
-0.1375789929,1.563291988,-2.137375775,9.556380988,-6.857530906,18.34097102
-0.1375562107,1.562664195,-2.137268317,9.521202433,-6.824346611,18.34783636
-0.1375190068,1.562024677,-2.137091563,9.485846805,-6.792389747,18.35412993
-0.1374680083,1.561373823,-2.136847426,9.450333641,-6.76163744,18.3598766
-0.137403842,1.560712025,-2.136537823,9.414682479,-6.732066817,18.36510122
-0.1373271351,1.560039671,-2.136164669,9.378912857,-6.703655003,18.36982865
-0.1372385146,1.559357151,-2.135729879,9.343044312,-6.676379128,18.37408376
-0.1371386076,1.558664856,-2.135235369,9.307096383,-6.650216316,18.37789139
-0.137028041,1.557963174,-2.134683054,9.271088606,-6.625143696,18.38127641
-0.1369074419,1.557252496,-2.13407485,9.23504052,-6.601138394,18.38426369
-0.1367774373,1.556533212,-2.133412671,9.198971662,-6.578177536,18.38687807
-0.1366386543,1.555805711,-2.132698435,9.16290157,-6.55623825,18.38914442
-0.1364917199,1.555070384,-2.131934055,9.126849782,-6.535297663,18.39108759
-0.1363372611,1.55432762,-2.131121447,9.090835835,-6.515332901,18.39273246
-0.1361759049,1.553577808,-2.130262527,9.054879266,-6.496321091,18.39410387
-0.1360082785,1.55282134,-2.12935921,9.018999615,-6.47823936,18.39522669
-0.1358350087,1.552058604,-2.128413411,8.983216418,-6.461064834,18.39612577
-0.1356567227,1.55128999,-2.127427046,8.947549212,-6.444774642,18.39682598
-0.1354740474,1.550515889,-2.126402031,8.912017537,-6.429345909,18.39735217
-0.13528761,1.549736689,-2.12534028,8.876640929,-6.414755763,18.3977292
-0.1350980374,1.548952782,-2.12424371,8.841438926,-6.400981329,18.39798194
-0.1349059567,1.548164557,-2.123114235,8.806431066,-6.387999736,18.39813524
-0.1347119949,1.547372403,-2.12195377,8.771636887,-6.37578811,18.39821396
-0.1345167791,1.54657671,-2.120764233,8.737075925,-6.364323577,18.39824296
-0.1343209362,1.545777869,-2.119547537,8.70276772,-6.353583265,18.3982471
-0.1341250933,1.544976269,-2.118305598,8.668731808,-6.343544301,18.39825125
-0.1339298774,1.544172299,-2.117040332,8.634987727,-6.334183811,18.39828025
-0.1337359156,1.543366351,-2.115753653,8.601555016,-6.325478922,18.39835897
-0.1335438349,1.542558813,-2.114447478,8.568453211,-6.317406761,18.39851227
-0.1333542623,1.541750075,-2.113123722,8.53570185,-6.309944455,18.39876501
-0.1331678249,1.540940528,-2.1117843,8.503320471,-6.303069131,18.39914204
-0.1329851496,1.54013056,-2.110431128,8.471328612,-6.296757915,18.39966823
-0.1328068636,1.539320563,-2.109066121,8.439745811,-6.290987934,18.40036844
-0.1326335939,1.538510925,-2.107691194,8.408591605,-6.285736316,18.40126752
-0.1324659674,1.537702037,-2.106308263,8.377885531,-6.280980187,18.40239034
-0.1323046112,1.536894288,-2.104919244,8.347647128,-6.276696674,18.40376175
-0.1321501524,1.536088068,-2.103526051,8.317895933,-6.272862903,18.40540662
-0.132003218,1.535283767,-2.1021306,8.288651484,-6.269456002,18.40734979
-0.131864435,1.534481776,-2.100734807,8.259933318,-6.266453098,18.40961614
-0.1317344304,1.533682482,-2.099340586,8.231760974,-6.263831317,18.41223052
-0.1316138313,1.532886278,-2.097949854,8.204153989,-6.261567786,18.4152178
-0.1315032647,1.532093552,-2.096564526,8.1771319,-6.259639632,18.41860282
-0.1314033577,1.531304693,-2.095186517,8.150714246,-6.258023982,18.42241045
