frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz
2837,-0.3364765312,0.2479870133,0.2558339939,-0.4292892241,0.07403550922,0.1550743109,-0.42570408,0.06329018497,-0.1116772407,1.040057008,0.4993341798,1.390957446,NaN,NaN,NaN,NaN,NaN,NaN,0.5576877879,0.4555324241,1.138721713,NaN,NaN,NaN,-0.06026199112,0.6844567123,1.160178828,1.754481067,0.3753211217,1.775276534,1.226333863,0.5159159176,-1.743707157,NaN,NaN,NaN,-0.2298688257,0.3982489173,-0.8125526773,0.005283093873,0.4365776021,-0.9390626091,NaN,NaN,NaN,NaN,NaN,NaN,1.273588441,0.3220967942,0.8133827916
2838,-0.3365467267,0.24826645,0.2558510275,-0.4292477916,0.07417589068,0.1551211926,-0.4258782088,0.06345968371,-0.1116009243,1.035583945,0.4997326798,1.391430897,NaN,NaN,NaN,NaN,NaN,NaN,0.5574407029,0.4555086563,1.139180603,NaN,NaN,NaN,-0.06032724598,0.6855743193,1.160389161,1.75491774,0.3756553464,1.77531921,1.22042913,0.5192847819,-1.742156797,NaN,NaN,NaN,-0.2274257703,0.3973292862,-0.8122317003,0.005583407677,0.4365591592,-0.9394415789,NaN,NaN,NaN,NaN,NaN,NaN,1.273836012,0.3252896955,0.8127914584
2839,-0.3365827507,0.248545999,0.2558597233,-0.4291713483,0.0742696642,0.1551833803,-0.4260305427,0.06359498113,-0.1115206455,1.031274677,0.4999366493,1.391858121,NaN,NaN,NaN,NaN,NaN,NaN,0.5572747587,0.4553964016,1.139688159,NaN,NaN,NaN,-0.06039815487,0.686757292,1.160625771,1.755427128,0.3759206445,1.775387391,1.214382093,0.5227988541,-1.740482105,NaN,NaN,NaN,-0.2249808427,0.396457727,-0.8119306325,0.005933841797,0.4365370592,-0.9399079739,NaN,NaN,NaN,NaN,NaN,NaN,1.274195288,0.3287543057,0.8122261262
2840,-0.3365798651,0.2488089858,0.255867197,-0.4290568304,0.07431098668,0.1552640396,-0.4261509574,0.06368555535,-0.111431756,1.027107862,0.5000038445,1.392266114,NaN,NaN,NaN,NaN,NaN,NaN,0.5571836775,0.4552093307,1.140237039,NaN,NaN,NaN,-0.0604594438,0.6879740131,1.160892151,1.756001176,0.3761306486,1.775489832,1.20822898,0.5264480571,-1.738715019,NaN,NaN,NaN,-0.2225301409,0.3956107196,-0.8116499956,0.006365303616,0.4365229046,-0.9404913653,NaN,NaN,NaN,NaN,NaN,NaN,1.274672568,0.3324009644,0.8116970978
2841,-0.3365425487,0.2490481866,0.2559304619,-0.4289114963,0.07430177726,0.1554201537,-0.4262413801,0.06372354972,-0.111275603,1.023060765,0.5000195853,1.392718171,NaN,NaN,NaN,NaN,NaN,NaN,0.5571581115,0.4549850954,1.14086012,NaN,NaN,NaN,-0.06049812033,0.6892189023,1.161231534,1.756632552,0.3763319506,1.775669359,1.201984704,0.5301895758,-1.736852902,NaN,NaN,NaN,-0.2200854033,0.394753518,-0.8113439341,0.006892321536,0.4365139505,-0.9411772534,NaN,NaN,NaN,NaN,NaN,NaN,1.275268661,0.3361558322,0.8112526935
2842,-0.336481452,0.2492645777,0.2560910596,-0.4287492021,0.07425303142,0.1556921214,-0.4263105343,0.06371198731,-0.1110101699,1.019105698,0.5000670043,1.393262839,NaN,NaN,NaN,NaN,NaN,NaN,0.5571835483,0.4547617663,1.14157556,NaN,NaN,NaN,-0.06050584424,0.6904879124,1.161674384,1.75730902,0.3765648324,1.775952672,1.195657274,0.533999239,-1.734907797,NaN,NaN,NaN,-0.2176649601,0.3938665304,-0.8109810697,0.007522800996,0.4365229191,-0.9419655472,NaN,NaN,NaN,NaN,NaN,NaN,1.275978804,0.3399462237,0.8109250775
2843,-0.33640108,0.2494537861,0.256332922,-0.4285767758,0.07417250951,0.156058228,-0.4263584813,0.06365666355,-0.1106557548,1.015213827,0.500200572,1.393904813,NaN,NaN,NaN,NaN,NaN,NaN,0.5572459538,0.4545535885,1.142353884,NaN,NaN,NaN,-0.06047429213,0.6917517318,1.16220512,1.758015154,0.3768334532,1.776324303,1.189272534,0.5378948071,-1.732933653,NaN,NaN,NaN,-0.2152747753,0.3929489451,-0.8105836204,0.008277718329,0.4365845439,-0.9429074811,NaN,NaN,NaN,NaN,NaN,NaN,1.276801028,0.3436842422,0.810700592
2844,-0.3363059254,0.2496114257,0.2566399815,-0.4284010428,0.07406794486,0.1564967287,-0.4263852782,0.06356335558,-0.1102326761,1.011356265,0.5004747713,1.39464862,NaN,NaN,NaN,NaN,NaN,NaN,0.5573312911,0.4543747425,1.143165549,NaN,NaN,NaN,-0.06039510575,0.6929810413,1.162808244,1.758735534,0.3771419531,1.776768742,1.182856339,0.5418939332,-1.730984378,NaN,NaN,NaN,-0.2129208044,0.3919998987,-0.8101738425,0.009178043642,0.4367334947,-0.944054372,NaN,NaN,NaN,NaN,NaN,NaN,1.27773346,0.3472820135,0.8105658504
2845,-0.3362004691,0.2497330866,0.2569961666,-0.4282288267,0.07394702971,0.1569858415,-0.4263909781,0.06343780952,-0.1097612806,1.007504064,0.5009440878,1.39549861,NaN,NaN,NaN,NaN,NaN,NaN,0.5574255197,0.4542393301,1.143980936,NaN,NaN,NaN,-0.06025988983,0.6941465041,1.163468339,1.75945474,0.377494441,1.777270424,1.176434553,0.5460141493,-1.72911384,NaN,NaN,NaN,-0.2106089943,0.3910184681,-0.8097740374,0.01024474162,0.4370043781,-0.9454576263,NaN,NaN,NaN,NaN,NaN,NaN,1.27877433,0.3506516738,0.8105077533
2846,-0.336089179,0.2498143272,0.2573853975,-0.4280669492,0.07381740516,0.1575037408,-0.4263756304,0.06328573129,-0.1092619502,1.00362822,0.5016630015,1.396458946,NaN,NaN,NaN,NaN,NaN,NaN,0.5575145963,0.4541613664,1.144770348,NaN,NaN,NaN,-0.06006021013,0.6952187578,1.164170078,1.760157356,0.3778949858,1.777813732,1.170033055,0.5502728614,-1.727375863,NaN,NaN,NaN,-0.2083452825,0.3900036653,-0.8094065564,0.01149877366,0.4374317471,-0.9471687397,NaN,NaN,NaN,NaN,NaN,NaN,1.279921979,0.3537053604,0.8105134894
2847,-0.3359765103,0.2498506686,0.2577915822,-0.4279222306,0.0736866552,0.1580285532,-0.426339281,0.06311278124,-0.1087551064,0.9996996631,0.5026859765,1.397533618,NaN,NaN,NaN,NaN,NaN,NaN,0.5575844759,0.4541547765,1.145504009,NaN,NaN,NaN,-0.05978759172,0.6961684091,1.164898212,1.760827971,0.3783476111,1.778382993,1.163677737,0.5546873548,-1.725824223,NaN,NaN,NaN,-0.2061355958,0.3889544377,-0.8090938064,0.01296110129,0.4380501191,-0.9492392893,NaN,NaN,NaN,NaN,NaN,NaN,1.281174859,0.3563552058,0.8105705224
2848,-0.335866904,0.2498375926,0.2581986109,-0.4278014883,0.07356230479,0.1585383556,-0.4262819713,0.0629245724,-0.1082612138,0.9956892586,0.5040674524,1.398726459,NaN,NaN,NaN,NaN,NaN,NaN,0.5576211135,0.4542333986,1.146152064,NaN,NaN,NaN,-0.05943351756,0.6969660324,1.165637568,1.761451176,0.3788562928,1.778962484,1.157394512,0.5592748077,-1.724512632,NaN,NaN,NaN,-0.2039858487,0.3878696719,-0.8088582548,0.01465269089,0.4388940039,-0.9517209194,NaN,NaN,NaN,NaN,NaN,NaN,1.282531539,0.3585133335,0.8106665628
2849,-0.3357380957,0.2498114659,0.2585656285,-0.4276686229,0.0734493089,0.1590011096,-0.4261753495,0.06274098835,-0.1078181551,0.9916125672,0.5057580614,1.399989758,NaN,NaN,NaN,NaN,NaN,NaN,0.5576437847,0.4543560264,1.146720166,NaN,NaN,NaN,-0.05900754898,0.6976468137,1.166401742,1.762073105,0.3793640695,1.779548085,1.150944319,0.5642512173,-1.723370612,NaN,NaN,NaN,-0.2019320689,0.3868325067,-0.808731004,0.01671506332,0.4400292139,-0.9548169419,NaN,NaN,NaN,NaN,NaN,NaN,1.284054638,0.3603229404,0.8107450347
2850,-0.3355717525,0.2498096126,0.2588511504,-0.4274918499,0.07334920361,0.159385827,-0.4260010577,0.06258029551,-0.1074627261,0.9875098293,0.5076516822,1.401257605,NaN,NaN,NaN,NaN,NaN,NaN,0.5576790113,0.4544703294,1.147219756,NaN,NaN,NaN,-0.05852959192,0.6982640289,1.167193697,1.76274,0.3798094838,1.780128005,1.144124852,0.5697803216,-1.722311663,NaN,NaN,NaN,-0.1999940556,0.3859217006,-0.8087378019,0.01922338923,0.441483754,-0.9586427264,NaN,NaN,NaN,NaN,NaN,NaN,1.285786285,0.3619846149,0.8107533896
2851,-0.3353781882,0.2498289051,0.2590380907,-0.4272844467,0.07326431472,0.1596720932,-0.4257741159,0.06244562196,-0.1072138243,0.9833889163,0.5097175677,1.402506511,NaN,NaN,NaN,NaN,NaN,NaN,0.5577236339,0.4545733788,1.147629588,NaN,NaN,NaN,-0.05800659763,0.6988153024,1.167982345,1.763436639,0.3801896895,1.780674935,1.137017241,0.5758008753,-1.72136514,NaN,NaN,NaN,-0.1981533565,0.3851295453,-0.8088931449,0.02209913636,0.443235689,-0.9631179714,NaN,NaN,NaN,NaN,NaN,NaN,1.287694415,0.3634965543,0.8106855326
2852,-0.3351676974,0.2498662046,0.259109343,-0.4270596755,0.0731969438,0.1598394581,-0.4255095304,0.06234007548,-0.1070903834,0.9792577493,0.5119249369,1.403713097,NaN,NaN,NaN,NaN,NaN,NaN,0.5577745152,0.4546622312,1.147928383,NaN,NaN,NaN,-0.05744549409,0.699298188,1.168736584,1.764147822,0.3805017943,1.781161517,1.129702712,0.5822516975,-1.720560017,NaN,NaN,NaN,-0.1963914966,0.3844483702,-0.809211539,0.02526379951,0.4452634453,-0.9681622678,NaN,NaN,NaN,NaN,NaN,NaN,1.289746981,0.3648569553,0.8105353471
2853,-0.3348830741,0.2498691477,0.2591749312,-0.4267582234,0.07309181821,0.1600046598,-0.4251457802,0.06219206246,-0.1069734738,0.975170348,0.5142949267,1.404982706,NaN,NaN,NaN,NaN,NaN,NaN,0.557879388,0.4547606216,1.148221407,NaN,NaN,NaN,-0.05680780783,0.699725396,1.169527539,1.764902019,0.3808355535,1.781708605,1.122350687,0.5889258639,-1.719799563,NaN,NaN,NaN,-0.1946103784,0.3837555981,-0.8095871895,0.02871946783,0.4474250175,-0.9735757964,NaN,NaN,NaN,NaN,NaN,NaN,1.291969427,0.3660843495,0.8104391336
2854,-0.3344964007,0.2498027211,0.2593237705,-0.426352397,0.0729132925,0.1602615817,-0.4246551526,0.0619533899,-0.1067671032,0.9711624313,0.5168380649,1.406392087,NaN,NaN,NaN,NaN,NaN,NaN,0.5580653831,0.4548891136,1.14858845,NaN,NaN,NaN,-0.05607332181,0.7001116514,1.170409108,1.765711269,0.3812579885,1.782400862,1.115088152,0.5956485876,-1.71901586,NaN,NaN,NaN,-0.1927483385,0.3829599408,-0.8099340803,0.03243107283,0.4496091952,-0.9791798404,NaN,NaN,NaN,NaN,NaN,NaN,1.294363019,0.3671924982,0.8105006486
2855,-0.3340618701,0.2496897975,0.2595069706,-0.4259028639,0.07269306254,0.1605553406,-0.4241033518,0.06166222273,-0.1065247773,0.9672147156,0.5195077535,1.407875322,NaN,NaN,NaN,NaN,NaN,NaN,0.5582985368,0.4550400067,1.148969903,NaN,NaN,NaN,-0.05527624672,0.700457406,1.171324266,1.766535863,0.3817320389,1.783156487,1.107933122,0.6024072529,-1.71828005,NaN,NaN,NaN,-0.1908415696,0.3821006759,-0.8102966267,0.03626427641,0.451841266,-0.9849256418,NaN,NaN,NaN,NaN,NaN,NaN,1.296859567,0.3681724085,0.8106648569
2856,-0.3336336462,0.2495532152,0.2596754507,-0.4254702716,0.07246275323,0.160830835,-0.4235560753,0.06135665215,-0.1063002465,0.9633082423,0.5222575347,1.409366873,NaN,NaN,NaN,NaN,NaN,NaN,0.5585449858,0.4552055987,1.149306011,NaN,NaN,NaN,-0.05445066889,0.7007629938,1.172215877,1.767336279,0.3822205823,1.783893507,1.100904123,0.6091896537,-1.717662301,NaN,NaN,NaN,-0.1889263153,0.3812170475,-0.8107196205,0.04008456354,0.4541470639,-0.9907646149,NaN,NaN,NaN,NaN,NaN,NaN,1.299391029,0.3690150081,0.8108765391
2857,-0.333265861,0.2494157773,0.2597799139,-0.4251152439,0.07225391798,0.1610327214,-0.4230790134,0.06107469239,-0.1061475346,0.9594244126,0.5250410875,1.410801598,NaN,NaN,NaN,NaN,NaN,NaN,0.5587709785,0.4553781989,1.149536861,NaN,NaN,NaN,-0.05363054561,0.7010286325,1.173026662,1.768073209,0.382686444,1.784529774,1.0940202,0.615984022,-1.717231819,NaN,NaN,NaN,-0.187038877,0.3803482818,-0.8112482597,0.0437572288,0.4565530038,-0.9966483644,NaN,NaN,NaN,NaN,NaN,NaN,1.301889513,0.3697111258,0.8110802224
2858,-0.3330126202,0.2493002736,0.2597708593,-0.4248983835,0.07209806523,0.1611054353,-0.4227378511,0.06085430535,-0.1061209187,0.9555449916,0.5278122353,1.412114772,NaN,NaN,NaN,NaN,NaN,NaN,0.5589428694,0.4555501558,1.149602398,NaN,NaN,NaN,-0.05284971548,0.7012544432,1.1736992,1.76870755,0.3830924288,1.784982979,1.0873009,0.6227790603,-1.717056839,NaN,NaN,NaN,-0.1852156224,0.3795336167,-0.8119281331,0.04714737848,0.4590860985,-1.002528641,NaN,NaN,NaN,NaN,NaN,NaN,1.304287257,0.370251489,0.8112201505
2859,-0.3329280143,0.2492295226,0.2595986337,-0.4248802809,0.07202671223,0.1609932565,-0.4225982746,0.06073345339,-0.1062748583,0.951652082,0.5305249645,1.413242106,NaN,NaN,NaN,NaN,NaN,NaN,0.5590270938,0.4557138997,1.149442462,NaN,NaN,NaN,-0.05214192389,0.701440489,1.174175942,1.769200368,0.3834013721,1.785170682,1.080766234,0.6295639796,-1.717204607,NaN,NaN,NaN,-0.1834929948,0.3788123457,-0.8128051566,0.05011994852,0.46177396,-1.008357233,NaN,NaN,NaN,NaN,NaN,NaN,1.306516596,0.370626738,0.81124029
2860,-0.3329572621,0.2491796677,0.2591840012,-0.4250038674,0.07201887062,0.1606129855,-0.4225998168,0.06069023611,-0.1066910318,0.9477925415,0.5331607808,1.414121742,NaN,NaN,NaN,NaN,NaN,NaN,0.5590651859,0.455869215,1.148989052,NaN,NaN,NaN,-0.05147460966,0.701574886,1.174366097,1.769570905,0.3836406558,1.785041613,1.07459303,0.6362731006,-1.717739673,NaN,NaN,NaN,-0.1817702046,0.378152315,-0.8139544188,0.05268033078,0.4645753749,-1.014110111,NaN,NaN,NaN,NaN,NaN,NaN,1.308598041,0.3708497714,0.8111015731
2861,-0.3330265198,0.249101842,0.2585557517,-0.4251917885,0.07202451633,0.1599955998,-0.4226611111,0.06066421614,-0.1073364835,0.9440279782,0.5357244434,1.4147918,NaN,NaN,NaN,NaN,NaN,NaN,0.5591147046,0.4560277509,1.14827652,NaN,NaN,NaN,-0.05080069784,0.7016550099,1.174271232,1.769853498,0.3838792459,1.784651803,1.068978413,0.6427530544,-1.718629882,NaN,NaN,NaN,-0.1799258631,0.3774591571,-0.8153469511,0.05485446916,0.467380943,-1.019661805,NaN,NaN,NaN,NaN,NaN,NaN,1.310569236,0.3709377668,0.8108719443
2862,-0.3330240512,0.2491429813,0.2577533702,-0.4252100277,0.07206127853,0.1592055938,-0.4226044694,0.06072933914,-0.1081664871,0.9402700548,0.5383935207,1.415360151,NaN,NaN,NaN,NaN,NaN,NaN,0.5591262588,0.4562140998,1.147394323,NaN,NaN,NaN,-0.05007605095,0.7016452044,1.174019875,1.770038603,0.3841347883,1.784099792,1.063717377,0.6491968029,-1.719852079,NaN,NaN,NaN,-0.1779909707,0.3766783122,-0.8169262547,0.05681040961,0.4703747223,-1.025288715,NaN,NaN,NaN,NaN,NaN,NaN,1.312487166,0.3706891535,0.8107280663
2863,-0.3328665607,0.2494116705,0.2568318152,-0.4248867847,0.07214137547,0.1583193644,-0.4222955488,0.06093671899,-0.1091207961,0.936440429,0.5413233926,1.415936027,NaN,NaN,NaN,NaN,NaN,NaN,0.5590626212,0.4564455511,1.146436431,NaN,NaN,NaN,-0.04926626287,0.7015206007,1.173747288,1.770132227,0.3844149365,1.783491278,1.058559846,0.6558168539,-1.721351725,NaN,NaN,NaN,-0.1760177974,0.37578484,-0.8186277747,0.05875123362,0.4737156179,-1.031272796,NaN,NaN,NaN,NaN,NaN,NaN,1.314423585,0.3699598853,0.8108042768
2864,-0.3326222918,0.2498356585,0.2559266792,-0.4243456744,0.07224458071,0.1574702654,-0.4218338156,0.06123219804,-0.1100586763,0.9325585969,0.5444699935,1.416607489,NaN,NaN,NaN,NaN,NaN,NaN,0.5589324171,0.4567214299,1.145503042,NaN,NaN,NaN,-0.04839797979,0.701311309,1.173544529,1.770141367,0.3847299292,1.782915548,1.053489179,0.6625006997,-1.723003514,NaN,NaN,NaN,-0.1740440226,0.3747690343,-0.8203293395,0.0606249066,0.4772908769,-1.037422302,NaN,NaN,NaN,NaN,NaN,NaN,1.31635857,0.3688331307,0.8111413833
2865,-0.3323595431,0.2503425359,0.2551735537,-0.4237104262,0.07235044866,0.1567916004,-0.4213188197,0.06156142244,-0.110839426,0.928644119,0.5477893847,1.417462572,NaN,NaN,NaN,NaN,NaN,NaN,0.5587441621,0.4570409636,1.144694443,NaN,NaN,NaN,-0.04749796947,0.7010473565,1.173502702,1.77007292,0.385089911,1.782462,1.048488821,0.6691357356,-1.724682478,NaN,NaN,NaN,-0.172107501,0.3736209483,-0.8219086966,0.06237922527,0.4809870963,-1.043545794,NaN,NaN,NaN,NaN,NaN,NaN,1.318272054,0.3673919701,0.8117803031
2866,-0.3321458007,0.2509069156,0.2544466207,-0.4231031165,0.07249197215,0.1561425014,-0.4208453657,0.06194097196,-0.1115972615,0.92470441,0.5512074305,1.418362257,NaN,NaN,NaN,NaN,NaN,NaN,0.5584971062,0.4573913058,1.1438736,NaN,NaN,NaN,-0.04660223974,0.7007456486,1.173484539,1.769916987,0.3854497094,1.781992112,1.043566361,0.6757841153,-1.726482609,NaN,NaN,NaN,-0.1702328666,0.3724477851,-0.8234954729,0.06397794778,0.4848221074,-1.049694212,NaN,NaN,NaN,NaN,NaN,NaN,1.320138286,0.3657280823,0.8125273374
2867,-0.3320287392,0.2514989562,0.2535738985,-0.4226243627,0.07269775482,0.1553339261,-0.4204851572,0.06238512708,-0.1125146108,0.9207581034,0.5546446317,1.419131514,NaN,NaN,NaN,NaN,NaN,NaN,0.5582038138,0.4577542034,1.142864121,NaN,NaN,NaN,-0.04573525035,0.700413436,1.173311644,1.769673739,0.3857615507,1.781334536,1.038758057,0.6825277111,-1.728532194,NaN,NaN,NaN,-0.1684195862,0.3713616577,-0.8252640261,0.06541083021,0.4888226995,-1.055960163,NaN,NaN,NaN,NaN,NaN,NaN,1.321947191,0.3639347298,0.813152722
2868,-0.332046963,0.2520394511,0.2526217124,-0.4223657928,0.07294059074,0.154426863,-0.4203031456,0.06283593359,-0.1135231262,0.9168416156,0.5580491334,1.419804237,NaN,NaN,NaN,NaN,NaN,NaN,0.5578926776,0.4581207269,1.14170735,NaN,NaN,NaN,-0.04490655451,0.7000662479,1.173013482,1.769365072,0.3860316402,1.780529526,1.034090341,0.6892833352,-1.730758136,NaN,NaN,NaN,-0.166667895,0.3703598207,-0.8271590314,0.06666451481,0.492888246,-1.062215019,NaN,NaN,NaN,NaN,NaN,NaN,1.323702078,0.3620973995,0.8136434664
2869,-0.3322390769,0.2524491287,0.2516563448,-0.4224190565,0.07319319121,0.1534822659,-0.4203642921,0.06323536205,-0.1145544973,0.9129913093,0.5613690574,1.420414198,NaN,NaN,NaN,NaN,NaN,NaN,0.5575920592,0.4584819161,1.140444663,NaN,NaN,NaN,-0.04412573761,0.6997196161,1.172619548,1.769012832,0.3862661572,1.779617367,1.029589543,0.6959676347,-1.733087613,NaN,NaN,NaN,-0.1649780373,0.3694394845,-0.8291250601,0.06772558667,0.4969178157,-1.0683303,NaN,NaN,NaN,NaN,NaN,NaN,1.325406218,0.3603016353,0.8139867011
2870,-0.3326436897,0.25264862,0.2507440038,-0.4228758268,0.07342815596,0.1525610338,-0.4207335714,0.06352527558,-0.1155404802,0.9092434917,0.5645524807,1.420995014,NaN,NaN,NaN,NaN,NaN,NaN,0.5573302911,0.4588287486,1.139117451,NaN,NaN,NaN,-0.04340241205,0.6993890537,1.172159367,1.768638825,0.3864712243,1.778638374,1.025281886,0.7024970515,-1.735448127,NaN,NaN,NaN,-0.163350267,0.3685977808,-0.8311065996,0.06858056462,0.5008101233,-1.074177725,NaN,NaN,NaN,NaN,NaN,NaN,1.327062853,0.3586330305,0.8141696999
2871,-0.3332994122,0.2525584401,0.249950813,-0.4238277997,0.07361795023,0.1517239986,-0.4214759709,0.0636474076,-0.1164129108,0.9056344166,0.5675474244,1.421580132,NaN,NaN,NaN,NaN,NaN,NaN,0.5571356795,0.4591521184,1.137767111,NaN,NaN,NaN,-0.0427462139,0.6990900378,1.171662492,1.768264822,0.3866528864,1.777632875,1.021193483,0.7087878009,-1.737767528,NaN,NaN,NaN,-0.1617848483,0.36783174,-0.8330480711,0.06921589907,0.5044635096,-1.079629248,NaN,NaN,NaN,NaN,NaN,NaN,1.32867521,0.3571772161,0.8141798862
2872,-0.3342448494,0.2520989795,0.2493428227,-0.4253666925,0.07373488766,0.1510319201,-0.4226564866,0.06354334942,-0.1171037028,0.9022002902,0.5703018522,1.422202835,NaN,NaN,NaN,NaN,NaN,NaN,0.5570365062,0.4594428267,1.136435039,NaN,NaN,NaN,-0.04216680151,0.6988379984,1.171158497,1.767912559,0.3868170988,1.776641214,1.017350347,0.7147558682,-1.739974007,NaN,NaN,NaN,-0.1602820574,0.3671382815,-0.8348938428,0.06961797668,0.507775951,-1.084557058,NaN,NaN,NaN,NaN,NaN,NaN,1.330246491,0.3560198444,0.8140048228
2873,-0.3355185866,0.2511905083,0.2489860416,-0.4275842413,0.07375111902,0.1505454888,-0.4243401145,0.06315454782,-0.1175448305,0.8989772804,0.5727636785,1.422896261,NaN,NaN,NaN,NaN,NaN,NaN,0.557061031,0.4596915826,1.13516263,NaN,NaN,NaN,-0.04167385602,0.6986483119,1.170676977,1.767603745,0.3869697265,1.77570375,1.013778405,0.7203170243,-1.741996076,NaN,NaN,NaN,-0.1588421847,0.3665142163,-0.8365882414,0.06977313188,0.5106450965,-1.088833551,NaN,NaN,NaN,NaN,NaN,NaN,1.331779873,0.3552465685,0.8136321855
2874,-0.3369643601,0.2498351356,0.2488850856,-0.4302980723,0.07353358757,0.150310334,-0.4263523186,0.06245464683,-0.1177205364,0.895964221,0.5750118731,1.423746662,NaN,NaN,NaN,NaN,NaN,NaN,0.5572462173,0.4599121797,1.133997987,NaN,NaN,NaN,-0.04123796919,0.6984839275,1.170253383,1.767338288,0.387107331,1.774847632,1.010623892,0.7254493939,-1.743925932,NaN,NaN,NaN,-0.1574260324,0.3658704126,-0.8381411389,0.06955598027,0.51313508,-1.092462004,NaN,NaN,NaN,NaN,NaN,NaN,1.333358857,0.35472838,0.8132471329
2875,-0.338410376,0.2481023982,0.2490240605,-0.4332571299,0.07299373254,0.1503487343,-0.4284782951,0.06146237985,-0.117637643,0.8931352813,0.5771670161,1.424828932,NaN,NaN,NaN,NaN,NaN,NaN,0.5576021636,0.4601230358,1.132981344,NaN,NaN,NaN,-0.04081473429,0.6982982428,1.169927141,1.767107429,0.3872370171,1.774101383,1.007978434,0.7301846413,-1.745861835,NaN,NaN,NaN,-0.1559890899,0.3651086328,-0.8395699911,0.06890587877,0.5153637314,-1.095537282,NaN,NaN,NaN,NaN,NaN,NaN,1.33505558,0.3542765631,0.8130525243
2876,-0.3398718826,0.2460136185,0.2494383308,-0.436450147,0.07217030008,0.150686388,-0.4307226226,0.06018670872,-0.1172619374,0.8904895727,0.5792394327,1.426159034,NaN,NaN,NaN,NaN,NaN,NaN,0.5581168035,0.4603217029,1.132142308,NaN,NaN,NaN,-0.04039136631,0.6980922563,1.16973385,1.76691981,0.3873803606,1.773507456,1.005785921,0.7345185706,-1.747741722,NaN,NaN,NaN,-0.1545236822,0.3642119252,-0.8408304114,0.06790625239,0.5173090038,-1.098069291,NaN,NaN,NaN,NaN,NaN,NaN,1.336856135,0.3538872114,0.8130626719
2877,-0.3413640987,0.2435901434,0.2501634595,-0.4398658633,0.07110203388,0.1513491211,-0.4330898608,0.05863660825,-0.1165590638,0.8880261543,0.5812395116,1.42775288,NaN,NaN,NaN,NaN,NaN,NaN,0.5587780518,0.4605057182,1.131510504,NaN,NaN,NaN,-0.03995509878,0.6978669789,1.169709153,1.766784026,0.3875589104,1.773108349,1.003990179,0.7384468393,-1.749503632,NaN,NaN,NaN,-0.1530221184,0.3631633265,-0.8418779044,0.06664054516,0.5189488534,-1.100067889,NaN,NaN,NaN,NaN,NaN,NaN,1.338746602,0.3535564617,0.8132919296
2878,-0.342949242,0.2409023444,0.2511519013,-0.443542811,0.06988072154,0.1522753326,-0.4356351196,0.05688095226,-0.1155824293,0.885704689,0.5831779479,1.429549222,NaN,NaN,NaN,NaN,NaN,NaN,0.5595319818,0.4606854139,1.13103599,NaN,NaN,NaN,-0.03953141576,0.6976440963,1.169816651,1.766667149,0.3877724907,1.772862441,1.002490888,0.742046018,-1.751159059,NaN,NaN,NaN,-0.1515243703,0.3620204164,-0.842748509,0.06514631114,0.520339321,-1.101619886,NaN,NaN,NaN,NaN,NaN,NaN,1.340668932,0.3532899758,0.8136705484
2879,-0.3446932877,0.2380281537,0.2523235057,-0.4475235921,0.06860698894,0.1533692251,-0.4384176952,0.05500006418,-0.1144198006,0.8834823639,0.585058883,1.431457491,NaN,NaN,NaN,NaN,NaN,NaN,0.5603217587,0.460868159,1.130638233,NaN,NaN,NaN,-0.0391482754,0.6974430627,1.169991918,1.766533412,0.3880092987,1.772696392,1.001184492,0.7454178825,-1.75274716,NaN,NaN,NaN,-0.1500742552,0.3608589173,-0.8435096811,0.06345762253,0.5215570592,-1.102841725,NaN,NaN,NaN,NaN,NaN,NaN,1.342561852,0.3530920306,0.8140967867
2880,-0.3466170679,0.2350002886,0.2536650651,-0.4518030745,0.06733284514,0.1546054066,-0.4414484098,0.0530201143,-0.1130882582,0.8813544894,0.5868829206,1.43344961,NaN,NaN,NaN,NaN,NaN,NaN,0.5611309324,0.4610470563,1.130300984,NaN,NaN,NaN,-0.03879663071,0.6972615834,1.170228591,1.766387112,0.3882734612,1.772605142,1.000009866,0.748595798,-1.7542475,NaN,NaN,NaN,-0.1486698335,0.3596891232,-0.8441639643,0.06165273778,0.5226110498,-1.103787592,NaN,NaN,NaN,NaN,NaN,NaN,1.344406612,0.352956722,0.814537025
