frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz
403,6.980843987,1.616966993,0.1760444521,6.918512327,1.405985803,0.2203576922,6.661259502,1.367526051,0.2838648358,NaN,NaN,NaN,6.106227821,0.9411702161,-0.2008849595,7.294546415,1.687593631,-0.2880403703,7.161728263,1.603580581,-0.004306309465,6.984539866,1.486379688,-0.3455951804,6.597683215,1.202921598,0.4264406204,6.724485381,1.320327873,-0.314873618,7.033576723,1.470554053,0.8992130751,6.692157055,1.303563876,-0.4363140258,6.555767157,1.224116929,0.03807505665,6.601512849,1.144873118,0.8585122833,6.923353829,1.403551907,0.9317412682,7.064643329,1.498392483,0.7938142072,6.674763861,1.3180431,-0.04903194944
404,6.977737959,1.613346796,0.1766167673,6.915304443,1.402404564,0.2208782229,6.658084645,1.363957002,0.2844489138,NaN,NaN,NaN,6.102941723,0.9377671153,-0.2006600534,7.291628109,1.683904161,-0.287404349,7.158690387,1.599943618,-0.003719192686,6.981391859,1.482861141,-0.345177072,6.594580343,1.199376256,0.4266393665,6.721130015,1.316817322,-0.3143669866,7.030393012,1.466873257,0.8997637883,6.688939868,1.299992566,-0.4357823623,6.552352474,1.220511445,0.03865217958,6.598128207,1.141449029,0.8589948907,6.920136667,1.399858943,0.9322452871,7.06132509,1.49474254,0.7942914981,6.670549505,1.31427182,-0.04866322025
405,6.974627977,1.609718476,0.1771515394,6.912093007,1.398817425,0.2213607529,6.654906095,1.360383937,0.2849942281,NaN,NaN,NaN,6.099649731,0.9343640964,-0.2004707728,7.288722234,1.680197963,-0.2868143317,7.155650094,1.596299596,-0.003169292495,6.97824118,1.479344108,-0.3448137358,6.591475514,1.195821552,0.426801566,6.717765576,1.313297503,-0.3138993358,7.027208245,1.463174953,0.9002760968,6.685718177,1.296420664,-0.4352902708,6.548934096,1.216899942,0.0391891175,6.594742327,1.138010123,0.8594363552,6.916919007,1.396148016,0.9327098874,7.058006499,1.491076151,0.7947306707,6.666318094,1.310489576,-0.04833357732
406,6.971544098,1.60616432,0.1776308909,6.908913404,1.395305313,0.2217924053,6.651758206,1.356887823,0.2854862808,NaN,NaN,NaN,6.096389129,0.9310231013,-0.200306974,7.285848883,1.676555042,-0.2862934386,7.152636575,1.592731554,-0.00267555342,6.975117252,1.475899189,-0.3445113114,6.588401331,1.192338798,0.4269297144,6.714428303,1.309831765,-0.3134794552,7.024061127,1.459555143,0.9007342976,6.682522635,1.29291621,-0.4348478624,6.545547856,1.2133561,0.03967818565,6.591398999,1.134644559,0.859829918,6.913740938,1.392513854,0.9331213696,7.05472507,1.487488038,0.7951154197,6.662106084,1.306771305,-0.04805218636
407,6.968516725,1.602766348,0.1780371169,6.905801357,1.391948874,0.2221604784,6.648675667,1.353549356,0.2859107521,NaN,NaN,NaN,6.093197491,0.9278057687,-0.2001583325,7.283028499,1.673055167,-0.285864629,7.149679363,1.589322272,-0.002256752527,6.972049812,1.472596705,-0.3442757739,6.585390718,1.189009013,0.4270264832,6.711154747,1.306483165,-0.3131159559,7.020990723,1.456109551,0.9011228713,6.679384218,1.289546969,-0.4344650715,6.542229915,1.209953312,0.04011188985,6.588142346,1.131440202,0.8601690018,6.910642908,1.389050901,0.9334662217,7.051518671,1.484072628,0.795429624,6.657950267,1.303191585,-0.0478279853
408,6.965514937,1.599462685,0.1783382245,6.902723701,1.388684394,0.2224250569,6.645622182,1.350309724,0.2862204718,NaN,NaN,NaN,6.090033841,0.9246804598,-0.2000792068,7.280228713,1.669650428,-0.2855569229,7.146748626,1.586014987,-0.001944307277,6.969009939,1.469392913,-0.3441348044,6.582398278,1.185767709,0.4270514095,6.707916911,1.303207527,-0.312852159,7.01796026,1.452746794,0.9014043015,6.676270422,1.286281492,-0.4341879414,6.538943992,1.206643065,0.04044023436,6.584930477,1.128314458,0.8604006346,6.907586882,1.385668285,0.9337036167,7.048351666,1.480742292,0.7956371797,6.653819249,1.299704276,-0.04770550167
409,6.962490951,1.596140322,0.1785266475,6.899628279,1.385397513,0.2225698817,6.642541781,1.347061644,0.2863904693,NaN,NaN,NaN,6.086836342,0.9215731224,-0.2001056177,7.277403405,1.666239892,-0.285373093,7.14379851,1.58270053,-0.001744261597,6.965953498,1.466194007,-0.344091899,6.579356706,1.182502248,0.4269855511,6.704669919,1.299912894,-0.3127089688,7.014910877,1.449322398,0.9015654742,6.67313237,1.283041081,-0.4340402978,6.535634158,1.203329862,0.04063453016,6.581696744,1.125135653,0.8604932773,6.904511963,1.382222979,0.9338163926,7.045167159,1.477356274,0.7957266071,6.64966329,1.296215489,-0.04770719614
410,6.959450137,1.592804365,0.1786215346,6.896522574,1.382092676,0.2226179489,6.639439903,1.343812903,0.2864399441,NaN,NaN,NaN,6.083611504,0.9184815219,-0.2001995103,7.274552663,1.662823599,-0.2852965172,7.140834786,1.579382865,-0.001637120996,6.962887639,1.462994974,-0.3441165497,6.576266313,1.179221184,0.4268640746,6.701425238,1.296590417,-0.3126611533,7.011848788,1.44585222,0.9016276873,6.669976724,1.279822407,-0.4339985229,6.532307359,1.200016387,0.04071947619,6.578448387,1.121917789,0.8604727096,6.901424582,1.378730963,0.9338267547,7.041971398,1.473929072,0.7957189362,6.645491927,1.292727881,-0.04780863703
411,6.956399826,1.5894598,0.1786436722,6.893408167,1.378782312,0.2225932754,6.636323796,1.340572105,0.2863916325,NaN,NaN,NaN,6.080363676,0.915401173,-0.2003348981,7.271706552,1.659379768,-0.2853277646,7.137863106,1.576065584,-0.001603744165,6.959819603,1.459805423,-0.3441833104,6.57314148,1.175936451,0.4266882856,6.698181456,1.293231802,-0.3126905004,7.008780341,1.44235205,0.9016122948,6.666810147,1.276622089,-0.4340389589,6.528970484,1.196705353,0.04071981058,6.5751926,1.118674796,0.860364743,6.89833171,1.375208262,0.9337572496,7.038770158,1.470475247,0.7956347441,6.641300928,1.289240486,-0.04799021223
412,6.953347782,1.586112524,0.1786138407,6.890286736,1.375479068,0.2225186092,6.633201843,1.337345362,0.2862721936,NaN,NaN,NaN,6.07709956,0.9123284956,-0.2004956987,7.268893562,1.65589328,-0.2854605371,7.13488921,1.572752291,-0.001624842811,6.956755242,1.456636091,-0.3442773787,6.570001993,1.172658385,0.4264550202,6.694934445,1.289839241,-0.3127791924,7.00571194,1.438837609,0.9015407101,6.663639341,1.273436678,-0.4341379016,6.525630464,1.193399406,0.04066032652,6.571936628,1.115420527,0.8601952412,6.895240259,1.371670792,0.9336304276,7.035569255,1.467009291,0.7954946555,6.637085873,1.285752207,-0.04823233304
413,6.950300095,1.582768914,0.1785512633,6.887165975,1.372187613,0.2224151252,6.630081252,1.334136627,0.2861067978,NaN,NaN,NaN,6.073829244,0.9092624871,-0.200658628,7.266111479,1.652374089,-0.2856678295,7.131919064,1.569446875,-0.001680622641,6.953699687,1.453483539,-0.3443841444,6.566856335,1.169393013,0.4261928296,6.691691663,1.286419497,-0.3129025078,7.002649969,1.435324558,0.9014344166,6.660471072,1.270262641,-0.4342715828,6.522294368,1.190101029,0.04056589779,6.568687857,1.112168767,0.8599901472,6.892156654,1.368134263,0.9334685981,7.032375092,1.463545492,0.795319864,6.632856085,1.282265361,-0.04851049749
414,6.94726291,1.579435275,0.1784751917,6.884053625,1.368912537,0.2223040246,6.626969277,1.330949767,0.2859206419,NaN,NaN,NaN,6.070562858,0.9062020559,-0.2008003777,7.263358145,1.648832071,-0.2859226059,7.128958682,1.566153157,-0.001751267975,6.950658108,1.450344256,-0.3444889873,6.563713037,1.166146269,0.4259302975,6.688460616,1.282979248,-0.313035689,6.999600874,1.431828481,0.9013149426,6.657312147,1.267096362,-0.4344162173,6.518969309,1.186812623,0.04046142931,6.565453731,1.108933209,0.8597754414,6.889087384,1.364614304,0.9332941192,7.02919413,1.460098057,0.7951316037,6.628620937,1.278782162,-0.04880016376
415,6.944242421,1.576117839,0.1784049072,6.88095748,1.365658352,0.2222065353,6.623873216,1.327788569,0.285738948,NaN,NaN,NaN,6.06731057,0.9031460266,-0.2008976145,7.260631459,1.645277027,-0.2861977936,7.126014128,1.562874883,-0.001816941064,6.947635717,1.447214663,-0.3445772767,6.560580679,1.162923994,0.4256960395,6.685248866,1.279525092,-0.3131539377,6.996571163,1.428364885,0.9012038622,6.654169412,1.263934144,-0.4345480026,6.515662448,1.183536508,0.04037185782,6.562241749,1.105727458,0.8595771422,6.886039,1.361126464,0.9331293977,7.026032889,1.456681111,0.7949511504,6.624389849,1.275304718,-0.0490767486
416,6.941244875,1.572822773,0.1783597296,6.877885378,1.3624295,0.2221439202,6.620800414,1.324656735,0.2855869711,NaN,NaN,NaN,6.064082589,0.9000931504,-0.2009269701,7.257929374,1.641718682,-0.2864662696,7.123091511,1.559615734,-0.001857772465,6.944637764,1.444091121,-0.344634361,6.557467888,1.159731945,0.4255187113,6.682064025,1.276063546,-0.3132324016,6.993567405,1.424949206,0.9011228017,6.65104975,1.260772215,-0.4346431081,6.512380989,1.180274928,0.04032216123,6.559059467,1.102565042,0.8594213123,6.883018113,1.357686221,0.9329968962,7.02289795,1.453308703,0.7947998279,6.620172288,1.271835036,-0.04931561694
417,6.938276566,1.569556184,0.1783590347,6.874845207,1.359230361,0.2221374941,6.617758259,1.321557904,0.2854900152,NaN,NaN,NaN,6.060889165,0.8970421212,-0.200865022,7.255249901,1.638166694,-0.2867008393,7.120196991,1.556379335,-0.001853842456,6.941669542,1.440969934,-0.3446455463,6.554383338,1.15657581,0.4254270232,6.67891376,1.272601067,-0.3132461539,6.990596226,1.421596823,0.9010934518,6.647960087,1.257606739,-0.4346776531,6.509132183,1.177030062,0.04033737669,6.55591449,1.099459417,0.8593340711,6.880031391,1.354308985,0.9329191444,7.01979595,1.449994817,0.7946990215,6.615977771,1.268375037,-0.04949206265
418,6.935343838,1.566324136,0.1784222796,6.871844896,1.356065273,0.2222086495,6.61475418,1.318495661,0.2854734576,NaN,NaN,NaN,6.057740587,0.8939915967,-0.2006882651,7.252591104,1.634630664,-0.2868742086,7.117336769,1.553169266,-0.001785153501,6.93873638,1.437847369,-0.3445960642,6.551335746,1.153461229,0.4254497637,6.675805786,1.269144065,-0.3131701652,6.987664307,1.418323066,0.9011375853,6.644907382,1.254433835,-0.434627675,6.505923323,1.173804049,0.0404426274,6.552814474,1.096423994,0.8593416119,6.877085559,1.351010122,0.9329187568,7.016733576,1.446753386,0.7946701962,6.611815857,1.264926572,-0.04958128038
419,6.932453073,1.563132666,0.1785690362,6.868892416,1.352938547,0.2223788901,6.611795645,1.315473561,0.2855627822,NaN,NaN,NaN,6.054647182,0.8909402256,-0.2003730744,7.249951097,1.63112016,-0.2869589472,7.11451709,1.549989082,-0.001631593756,6.935843645,1.434719663,-0.344471029,6.548333871,1.150393825,0.4256158304,6.672747869,1.265698928,-0.3129792675,6.984778374,1.415143242,0.90127708,6.641898636,1.251249598,-0.4344690874,6.502761745,1.170599002,0.04066315801,6.549767119,1.093472159,0.8594702257,6.874187386,1.347804971,0.9330184552,7.013717564,1.443598312,0.7947349223,6.607696154,1.261491446,-0.04955832853
420,6.929610494,1.560029658,0.1787332097,6.86599653,1.349895373,0.2225807769,6.608891627,1.312534229,0.2856964086,NaN,NaN,NaN,6.051616938,0.8879334159,-0.1999851866,7.247323002,1.62769605,-0.2870152013,7.111742261,1.546887989,-0.001460788672,6.932991602,1.431634646,-0.3443436357,6.545389789,1.147415539,0.4258646208,6.669743408,1.262322413,-0.3127368723,6.981952614,1.412101174,0.9014448517,6.638935287,1.248102675,-0.4342663449,6.499654188,1.1674604,0.04093556044,6.546787938,1.090645527,0.8596556151,6.871351582,1.344736522,0.9331518567,7.010760965,1.440574064,0.7948260495,6.603626546,1.258116741,-0.04948625796
421,6.926811071,1.557033035,0.1788529019,6.863153072,1.346950699,0.2227471698,6.6060376,1.309690768,0.2858110953,NaN,NaN,NaN,6.048643948,0.8849992004,-0.1996020397,7.244691548,1.624394963,-0.2870961165,7.109006167,1.543887036,-0.001335436681,6.930171068,1.428619056,-0.3442849897,6.542500226,1.144536873,0.426130724,6.666785047,1.259051501,-0.3125085578,6.979185213,1.409198111,0.9015756965,6.636008542,1.245024215,-0.4340864392,6.496594165,1.164409125,0.04119175956,6.543874457,1.087946902,0.8598276759,6.868576236,1.341805431,0.933252741,7.007861577,1.437684145,0.7948789565,6.599602776,1.254825738,-0.04943067462
422,6.924044248,1.554103965,0.1789539718,6.860350557,1.34406355,0.2229000146,6.603220715,1.306902531,0.2859298243,NaN,NaN,NaN,6.045717627,0.8821102473,-0.1992175669,7.242042193,1.621190186,-0.2871637615,7.106299353,1.540947607,-0.001228036845,6.927373174,1.42563755,-0.3442770634,6.539650839,1.141716391,0.4264358129,6.663864357,1.255862995,-0.3122724151,6.976458829,1.406385571,0.9016942924,6.633109984,1.241984138,-0.433909085,6.493569098,1.161410473,0.04144999037,6.541007327,1.085331531,0.8600039643,6.865843111,1.338963603,0.9333440522,7.005003179,1.434881081,0.7949189852,6.595616168,1.251584628,-0.04937049585
423,6.921299348,1.551203688,0.1790621012,6.857577376,1.341193021,0.2230610831,6.600428008,1.304128951,0.2860754082,NaN,NaN,NaN,6.042827273,0.8792392849,-0.1988258878,7.239360279,1.618055091,-0.2871803994,7.103612243,1.538031157,-0.001111261899,6.92458893,1.422654849,-0.3443020031,6.536827169,1.138912734,0.4268013871,6.660972786,1.252733772,-0.3120067439,6.973755994,1.403615145,0.9018251468,6.630231082,1.238952435,-0.433714183,6.490566287,1.158429817,0.04172829846,6.538167081,1.082754743,0.860201868,6.863133847,1.336163022,0.9334485621,7.002169429,1.432117481,0.794971304,6.591657922,1.248359717,-0.04928486879
424,6.918562079,1.548295235,0.1792033835,6.854822186,1.338299336,0.2232550102,6.597642778,1.301343347,0.2862673878,NaN,NaN,NaN,6.039946514,0.8763549078,-0.1984126075,7.23663986,1.614940313,-0.287129679,7.100951346,1.535108396,-0.0009637462612,6.921809231,1.419636837,-0.3443524702,6.53400839,1.136094431,0.4272771645,6.658116606,1.249631997,-0.3116871141,6.971059209,1.400838461,0.9019925639,6.627363163,1.235899153,-0.4334818791,6.487572829,1.15543266,0.04204448047,6.535334059,1.080171906,0.8604385578,6.860439141,1.333358971,0.9335938103,6.999343373,1.429346129,0.795060389,6.587705884,1.245114037,-0.04915789516
425,6.915818324,1.545340327,0.1794037569,6.852071916,1.335344319,0.2235071797,6.594848368,1.298518527,0.2865227692,NaN,NaN,NaN,6.037049837,0.8734251961,-0.1979580317,7.233884504,1.61178911,-0.2870013658,7.098318315,1.532147288,-0.0007628671953,6.919026249,1.416551976,-0.3444109414,6.531173252,1.133230156,0.427899583,6.655296733,1.246515971,-0.3112918694,6.968350864,1.398007185,0.9022206566,6.624497444,1.232794374,-0.4331925411,6.484575706,1.15238454,0.04241611305,6.532488499,1.077538423,0.860731016,6.857747341,1.330505961,0.933805931,6.996507952,1.426519856,0.7952105208,6.583737781,1.241810696,-0.04897393436
426,6.913057495,1.542298308,0.1796883704,6.8493122,1.332289534,0.2238401892,6.592031712,1.295613231,0.2868602732,NaN,NaN,NaN,6.034127653,0.8704221562,-0.1974486488,7.231093659,1.608563877,-0.2867672237,7.095696109,1.529105243,-0.0004797041938,6.916232755,1.413368938,-0.3444445966,6.528306477,1.130278814,0.4286699289,6.652496396,1.243347836,-0.3108037994,6.965613154,1.395073039,0.9025333639,6.621625052,1.22960821,-0.4328267253,6.481561869,1.149250953,0.04286059074,6.52961061,1.074809752,0.8610960702,6.855036394,1.327554892,0.934105306,6.993646495,1.423591422,0.7954462866,6.57974446,1.238416241,-0.04871290469
427,6.910322079,1.539239554,0.1800313454,6.846589312,1.329209334,0.2242452191,6.589243368,1.292696626,0.2872780682,NaN,NaN,NaN,6.031232019,0.8673707473,-0.196839035,7.228303826,1.605308255,-0.2864653573,7.093115729,1.52604097,-0.000140816657,6.913462635,1.410123356,-0.3444610493,6.525465584,1.127319739,0.4295848166,6.649745986,1.24015165,-0.310223844,6.962907506,1.392161136,0.9029146217,6.61878101,1.226361492,-0.4323810941,6.478578882,1.146083966,0.04339033641,6.526768091,1.072098189,0.8615506314,6.852366438,1.324629402,0.9344813442,6.990817492,1.420678803,0.7957489912,6.575771974,1.234979017,-0.04837018249
428,6.907644097,1.536237891,0.1803892111,6.843938054,1.32618066,0.224690109,6.586522029,1.289839873,0.2877491563,NaN,NaN,NaN,6.028402867,0.8643131335,-0.1961218217,7.225542828,1.602080333,-0.2861485909,7.09059824,1.523020652,0.0002098913152,6.910740412,1.406868094,-0.344488779,6.522695137,1.124430896,0.4306111221,6.647065739,1.236969073,-0.3095791499,6.960281992,1.389380725,0.9033269148,6.615990506,1.223095964,-0.4318789427,6.475662631,1.142944573,0.04398850039,6.524014035,1.069503119,0.8620802903,6.849783858,1.3218369,0.9348998672,6.988066528,1.417886799,0.7960793556,6.571855376,1.231558181,-0.04796759146
429,6.904997006,1.533257938,0.1807601176,6.841326587,1.323169038,0.2251618304,6.583836587,1.287004778,0.2882539205,NaN,NaN,NaN,6.025612182,0.8612471701,-0.1953412288,7.222796835,1.59886428,-0.2858114271,7.088111439,1.520013007,0.0005747258003,6.90804459,1.403597826,-0.3445269245,6.519960134,1.121569109,0.4317049231,6.644423385,1.233788694,-0.3088924667,6.957698499,1.386659824,0.9037614395,6.613229665,1.219813188,-0.431341449,6.472782285,1.139811738,0.04462790969,6.521306491,1.066960704,0.8626543488,6.847245711,1.31910403,0.9353453094,6.985357309,1.415148515,0.7964305167,6.567968735,1.228136666,-0.04752548991
430,6.902354062,1.530264276,0.1811414664,6.838722866,1.320139925,0.225646601,6.581155732,1.284153072,0.2887720278,NaN,NaN,NaN,6.02283174,0.858170571,-0.1945422821,7.22005181,1.595644243,-0.2854491948,7.085622927,1.516986713,0.0009552442598,6.905353486,1.400307267,-0.3445754625,6.517225337,1.118690994,0.4328215779,6.64178644,1.230598991,-0.3081873587,6.955118703,1.383926393,0.9042087342,6.610474405,1.216514639,-0.4307906428,6.469906799,1.136664323,0.0452805865,6.518603305,1.064407012,0.8632414734,6.844708841,1.316357369,0.9358014493,6.98265334,1.412397025,0.7967949385,6.564085906,1.224697405,-0.04706515277
431,6.899688325,1.527221391,0.1815298427,6.836094641,1.317058648,0.226129817,6.578447954,1.281246348,0.2892823642,NaN,NaN,NaN,6.020033103,0.8550808294,-0.1937708886,7.217293521,1.592404291,-0.2850581264,7.083100105,1.513910353,0.0013521819,6.902645241,1.396991128,-0.3446352943,6.514455278,1.115752873,0.4339156642,6.639122202,1.227388256,-0.3074882797,6.952504083,1.381108275,0.9046586327,6.607700435,1.213201651,-0.430249491,6.467004909,1.133481027,0.0459176768,6.515862124,1.061777949,0.8638096498,6.842129886,1.313523366,0.9362513646,6.979917929,1.40956531,0.7971643627,6.560180522,1.221223268,-0.04660884834
432,6.896972645,1.524093726,0.181921072,6.833409448,1.313890459,0.2265961071,6.575681536,1.278246115,0.2897630863,NaN,NaN,NaN,6.017187618,0.8519752795,-0.1930737689,7.214507521,1.589128449,-0.2846352828,7.080510168,1.510752463,0.001765507653,6.899897807,1.393644178,-0.3447081782,6.51161424,1.112710839,0.4349410266,6.636397746,1.224144651,-0.3068205057,6.949815897,1.378133247,0.905100303,6.604883247,1.209875461,-0.4297418262,6.464045131,1.130240441,0.0465095098,6.51304039,1.059009317,0.864326222,6.839465271,1.3105284,0.9366774671,6.977114173,1.406586313,0.7975298499,6.556225987,1.217697115,-0.04617977742
433,6.894232451,1.520900563,0.1823659564,6.830693111,1.310658285,0.2271066401,6.572884867,1.275171564,0.2902762424,NaN,NaN,NaN,6.014329846,0.8488480878,-0.1923636906,7.211723427,1.585817405,-0.2841339065,7.077870513,1.50752314,0.00224872805,6.897137043,1.39026446,-0.3447282209,6.508732738,1.109591303,0.4359525978,6.633632681,1.220856904,-0.3061210943,6.947082222,1.375056164,0.9055915072,6.602049397,1.20652507,-0.4292014223,6.461056034,1.126952269,0.04712642856,6.510169459,1.056149481,0.8648649407,6.836740335,1.307426373,0.9371390358,6.974269706,1.403510161,0.7979478431,6.552252273,1.214126083,-0.04571115168
434,6.891509313,1.5176833,0.1829064079,6.827989785,1.307408023,0.2277206508,6.57010555,1.272064611,0.2908854054,NaN,NaN,NaN,6.011512631,0.8456969354,-0.1915337312,7.208982072,1.582482504,-0.2835210241,7.075213095,1.504250704,0.002845145368,6.894401101,1.386856129,-0.3446344406,6.50586327,1.106447384,0.4370124487,6.630860702,1.217518981,-0.3053244413,6.944355276,1.37197634,0.9061849784,6.599238496,1.203140687,-0.428558641,6.458084378,1.123640673,0.04784589062,6.507307115,1.053286404,0.8655082271,6.834005422,1.304315682,0.9376934028,6.971435051,1.400428387,0.7984686471,6.54830595,1.210529628,-0.04513247618
435,6.888800116,1.51443962,0.1835244161,6.825294313,1.304139423,0.228419356,6.567340513,1.268920889,0.2915705373,NaN,NaN,NaN,6.008734574,0.8425244207,-0.1906016025,7.206285664,1.579123805,-0.2828149016,7.072526759,1.500931091,0.003538918644,6.891686216,1.383423274,-0.3444365197,6.50300291,1.103275157,0.4380846394,6.628069833,1.21412691,-0.3044523617,6.941632333,1.368888291,0.9068618842,6.596445452,1.199725403,-0.4278327564,6.455125787,1.120305951,0.04864835516,6.504450265,1.050415321,0.866235996,6.831254271,1.301189498,0.9383195977,6.968607451,1.397336114,0.7990736513,6.544385136,1.206909186,-0.04446201602
436,6.886101731,1.51116722,0.1842019315,6.822601528,1.300852244,0.2291839284,6.564586667,1.265736039,0.2923115657,NaN,NaN,NaN,6.005994265,0.8393331461,-0.189585059,7.203636397,1.575741378,-0.2820338461,7.069800337,1.497560253,0.004314165879,6.888988607,1.379970018,-0.3441441907,6.500148725,1.100070669,0.4391331937,6.625248085,1.210676726,-0.3035267121,6.938910656,1.365786545,0.9076033566,6.593665165,1.196282317,-0.4270430913,6.452175874,1.116948412,0.04951423716,6.501595801,1.04753147,0.867028131,6.828480603,1.298041001,0.938996614,6.965784136,1.394228471,0.7997442104,6.540487937,1.203266204,-0.04371808063
437,6.88341584,1.507868743,0.184921991,6.819917246,1.297542441,0.229997749,6.561848249,1.262509124,0.293098436,NaN,NaN,NaN,6.003266815,0.8361123085,-0.1885006196,7.201024634,1.572358299,-0.281175041,7.067018841,1.494135289,0.00515795036,6.886303746,1.376491299,-0.3438427908,6.497302843,1.096827605,0.4401860184,6.622414619,1.207194454,-0.3025668531,6.936187577,1.362665625,0.908390471,6.590893879,1.192815636,-0.426209309,6.449230157,1.113568449,0.05042386329,6.498740522,1.044630088,0.8678644474,6.825697827,1.294871358,0.93971504,6.962961818,1.391100725,0.8004611371,6.536599203,1.199598793,-0.04292372158
438,6.880742183,1.504547349,0.1856677436,6.817245848,1.294205914,0.2308431919,6.559126576,1.259242576,0.2939201201,NaN,NaN,NaN,6.000528824,0.832854363,-0.1873693749,7.198432599,1.568993755,-0.2802416921,7.064179478,1.490659177,0.006052968113,6.883625987,1.372981823,-0.3436084551,6.494465218,1.093542787,0.4412765552,6.619590086,1.203707197,-0.3015895892,6.933460417,1.359520065,0.9092042643,6.5881275,1.189329309,-0.4253510673,6.446284147,1.110166463,0.05135750989,6.495881221,1.04170642,0.868724726,6.822918809,1.291681305,0.9404648547,6.960137206,1.387948153,0.8012052055,6.532703777,1.195905082,-0.04210204135
439,6.878074705,1.501201532,0.1864212405,6.814580001,1.290842356,0.2316998474,6.556414173,1.255937101,0.2947550193,NaN,NaN,NaN,5.997781111,0.8295667962,-0.1862160139,7.195850272,1.565641983,-0.279261207,7.061289357,1.487136706,0.006976711256,6.880949857,1.369445435,-0.3434371964,6.491629663,1.090216949,0.4423770647,6.616764725,1.200212621,-0.3006130169,6.930726417,1.356344429,0.910025754,6.585360412,1.185826066,-0.4244877612,6.443333445,1.106742786,0.05229544286,6.493014773,1.038755732,0.869588749,6.82013644,1.288463398,0.94122408,6.957307504,1.384765931,0.8019576558,6.528799743,1.192186569,-0.04127150057
440,6.875407349,1.497829802,0.1871644862,6.81191237,1.287451477,0.2325472567,6.553703564,1.252593416,0.2955814858,NaN,NaN,NaN,5.995024503,0.8262570882,-0.1850652802,7.193267631,1.562297227,-0.2782610347,7.058355587,1.483572668,0.00790661839,6.878269874,1.365886038,-0.3433250839,6.488789994,1.086850825,0.4434597583,6.613928775,1.196708407,-0.2996552819,6.927982809,1.353133294,0.9108359199,6.582587,1.182308649,-0.4236388407,6.44037365,1.10329776,0.05321787869,6.490138051,1.035773299,0.8704362652,6.817343608,1.285210203,0.9419707004,6.954469912,1.381549251,0.8026996903,6.524885185,1.188444773,-0.04045061063
441,6.872734053,1.49443069,0.1878794416,6.809235616,1.284033001,0.2333649146,6.55098727,1.249212254,0.2963778243,NaN,NaN,NaN,5.992259831,0.8229327131,-0.1839419688,7.190674649,1.558953737,-0.2772686614,7.055385279,1.479971857,0.008820077924,6.875580545,1.362307593,-0.3432682402,6.485940027,1.08344515,0.4444967999,6.611072469,1.193192253,-0.2987345765,6.925226819,1.349881251,0.9116157061,6.579801648,1.178779814,-0.4228238065,6.437400358,1.099831737,0.05410498738,6.487247924,1.032754411,0.871246992,6.81453319,1.281914307,0.9426826638,6.951621621,1.378293322,0.8034124759,6.520958181,1.184681228,-0.03965793065
442,6.870048748,1.491002745,0.1885480276,6.806542398,1.280586665,0.2341322736,6.548257809,1.245794361,0.2971222955,NaN,NaN,NaN,5.989487934,0.8196011415,-0.1828709203,7.188061299,1.555605769,-0.2763116053,7.052385543,1.476339074,0.009694433339,6.872876363,1.358714119,-0.343262836,6.483073579,1.080000663,0.4454603092,6.608186035,1.189661876,-0.2978691339,6.922455668,1.346582909,0.9123460236,6.576998737,1.175242335,-0.4220622046,6.434409163,1.096345085,0.05493689706,6.484341254,1.029694372,0.8720006186,6.811698057,1.278568313,0.9433378846,6.948759817,1.374993372,0.8040771465,6.517016804,1.180897491,-0.03891206268
443,6.867345358,1.48754454,0.1891521313,6.803825369,1.277112229,0.2348287501,6.545507694,1.242340499,0.2977931215,NaN,NaN,NaN,5.986709654,0.816269843,-0.1818770133,7.185417549,1.552247587,-0.2754174095,7.049363487,1.472679123,0.01050699037,6.870151805,1.355109692,-0.3433050822,6.480184466,1.076518114,0.4463223673,6.605259695,1.186115013,-0.2970772224,6.919666566,1.343232895,0.9130077548,6.574172646,1.171699002,-0.421373619,6.431395654,1.092838188,0.05569370015,6.481414897,1.026588501,0.8726768095,6.808831069,1.275164848,0.9439142467,6.945881676,1.37164465,0.8046748081,6.513059124,1.177095134,-0.03823164522
