C1P1T09_pec_data.tx,C1P1T09_pec_data.ty,C1P1T09_pec_data.tz,C1P1T09_pec_data.rx,C1P1T09_pec_data.ry,C1P1T09_pec_data.rz
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4665689227,-1.515853619,2.078846535,-10.04133882,45.93456264,15.03632283
-0.4668175281,-1.515319179,2.078801997,-10.05506254,45.91754319,15.01371728
-0.4670405769,-1.514806107,2.078779414,-10.06840413,45.90105649,14.99206345
-0.4672406672,-1.514316935,2.078766414,-10.08110073,45.8850791,14.97151933
-0.4674203885,-1.513854197,2.078750626,-10.09288969,45.86958792,14.95224265
-0.4675823219,-1.513420428,2.078719683,-10.10350849,45.85456008,14.93439095
-0.467685866,-1.513024116,2.078710496,-10.11354793,45.84020639,14.91795155
-0.4676994635,-1.512668016,2.078763469,-10.12377329,45.82671524,14.90269684
-0.4676392472,-1.512346054,2.078871468,-10.13418386,45.81403032,14.88846181
-0.4675213414,-1.512052158,2.079027357,-10.14477881,45.80209537,14.87508147
-0.4673618646,-1.511780254,2.079224,-10.15555724,45.79085414,14.86239092
-0.4671769316,-1.51152428,2.07945426,-10.16651818,45.78025037,14.85022526
-0.4669839785,-1.511277678,2.079713,-10.17769351,45.77024668,14.83837413
-0.4668007051,-1.511032982,2.079993205,-10.18911939,45.76076264,14.82659319
-0.4666436189,-1.510782784,2.080284911,-10.20080111,45.75167743,14.81466671
-0.4665292254,-1.510519688,2.080578149,-10.21274374,45.74287018,14.80237914
-0.4664740267,-1.510236307,2.080862945,-10.22495219,45.73421999,14.78951511
-0.4664945195,-1.50992526,2.081129317,-10.23743114,45.72560596,14.77585942
-0.4665432135,-1.509593655,2.081437335,-10.25053592,45.71743413,14.76201826
-0.4665712561,-1.50925504,2.081830743,-10.2644415,45.71006392,14.74860236
-0.4665930755,-1.508911696,2.082275066,-10.27888166,45.70330459,14.7354037
-0.4666230736,-1.508565921,2.082735832,-10.29358985,45.69696555,14.72221459
-0.4666756247,-1.508220029,2.083178579,-10.30829926,45.69085635,14.70882771
-0.4667650747,-1.50787635,2.083568853,-10.32274271,45.68478668,14.69503615
-0.4669192846,-1.507544832,2.083901044,-10.33600146,45.67860324,14.6812429
-0.4671538407,-1.507222017,2.084180626,-10.34791104,45.67214633,14.66767783
-0.4674459151,-1.506894092,2.084420234,-10.35944679,45.66551081,14.65394751
-0.4677664851,-1.50656345,2.084638019,-10.37105001,45.65906439,14.64000268
-0.4680865397,-1.506232484,2.084852138,-10.3831624,45.65317443,14.62579363
-0.4683770811,-1.505903597,2.085080757,-10.39622608,45.64820799,14.61127013
-0.4685887311,-1.505570245,2.085428258,-10.4146541,45.64729343,14.59432523
-0.4687512485,-1.505212463,2.085935851,-10.44039983,45.65135445,14.57356039
-0.4689342831,-1.504824334,2.086519118,-10.4699233,45.6575648,14.55038
-0.4691587829,-1.504418196,2.087114695,-10.49948115,45.66354431,14.52677276
-0.4694456363,-1.504006205,2.087659299,-10.52532511,45.66691492,14.50473668
-0.4698156739,-1.503600393,2.0880897,-10.54370278,45.66530075,14.48627762
-0.4702365699,-1.503217394,2.088431026,-10.55610419,45.6600678,14.47124024
-0.4706572221,-1.502866097,2.088747115,-10.56654915,45.65422797,14.45806769
-0.4710702566,-1.502546909,2.089032788,-10.5750782,45.6478758,14.44666676
-0.4714682961,-1.502260242,2.089282879,-10.58173203,45.64110567,14.4369441
-0.4718439594,-1.502006508,2.089492233,-10.58655136,45.63401171,14.42880622
-0.4721898622,-1.501786126,2.089655702,-10.58957699,45.62668793,14.42215955
-0.4724986166,-1.501599515,2.089768141,-10.59084968,45.6192282,14.41691045
-0.4728081883,-1.501420769,2.089823283,-10.59035744,45.61166089,14.41254649
-0.4731536206,-1.501224914,2.089825798,-10.58838069,45.60398055,14.4083853
-0.4735231476,-1.50101377,2.089786954,-10.58539862,45.59623006,14.40407843
-0.4739050138,-1.500789163,2.08971803,-10.58189014,45.58845221,14.39927762
-0.4743080473,-1.500578425,2.089558818,-10.57430955,45.57836796,14.39580719
-0.4747261901,-1.500406314,2.08928445,-10.56087332,45.56482802,14.39491249
-0.4751253951,-1.500270787,2.088959272,-10.54470332,45.5495687,14.39537686
-0.4754974266,-1.500100651,2.088762138,-10.53074993,45.53472638,14.39446915
-0.475840538,-1.499848495,2.088797846,-10.52258755,45.52226632,14.39033637
-0.4761304157,-1.499547848,2.089019838,-10.52127538,45.51366539,14.38307834
-0.4763819697,-1.499269977,2.089250473,-10.52143497,45.50648889,14.37546075
-0.4766207271,-1.49908133,2.089298104,-10.51675752,45.49770107,14.37059463
-0.4768382408,-1.499008178,2.089095283,-10.50691002,45.48787581,14.36909416
-0.4770215507,-1.499022371,2.0886982,-10.49384411,45.47788479,14.37013338
-0.4771642355,-1.499062885,2.088238997,-10.48082932,45.46880253,14.37190342
-0.4772676466,-1.499106619,2.087764197,-10.46951018,45.46150597,14.37354339
-0.477326513,-1.499154577,2.087298913,-10.46070324,45.45675246,14.37448806
-0.4773417868,-1.499220465,2.086836475,-10.45382455,45.45439762,14.37482842
-0.4773241786,-1.49930027,2.08637572,-10.4484176,45.45396573,14.37468793
-0.4772843997,-1.499389985,2.085915467,-10.44402593,45.45498132,14.37418999
-0.477233161,-1.499485595,2.085454535,-10.44019305,45.45696907,14.37345814
-0.4771811727,-1.499583069,2.084991747,-10.43646243,45.45945387,14.3726162
-0.4771391434,-1.49967835,2.084525937,-10.43237747,45.46196072,14.37178831
-0.4771177802,-1.499767356,2.084055951,-10.42748151,45.46401475,14.371099
-0.4771277886,-1.499845978,2.083580642,-10.42131787,45.46514123,14.37067303
-0.4771606409,-1.50000423,2.08286917,-10.40892041,45.4646389,14.37397593
-0.4772068459,-1.500297817,2.081775778,-10.38710671,45.46184235,14.3832794
-0.4772868441,-1.500638518,2.08046281,-10.35978817,45.45773311,14.3956511
-0.4774047654,-1.500953119,2.079101187,-10.33128512,45.45356713,14.40815268
-0.477545455,-1.501208827,2.077830305,-10.30442951,45.44933643,14.41910823
-0.4776937793,-1.50137315,2.07678961,-10.28205169,45.44503499,14.42684269
-0.4778346504,-1.501413801,2.07611856,-10.26698071,45.44065771,14.42968159
-0.4779049664,-1.501400953,2.075757805,-10.25763515,45.43656764,14.42924685
-0.4779233496,-1.501386962,2.075469057,-10.24734335,45.43123919,14.42926713
-0.4779606016,-1.501335092,2.075178557,-10.23406117,45.42352302,14.43022202
-0.4780206804,-1.501261718,2.074879968,-10.21916122,45.41426904,14.43168281
-0.4781075338,-1.501183193,2.074567014,-10.2040163,45.40432612,14.43322089
-0.4782250962,-1.501115819,2.074233501,-10.18999938,45.39454201,14.43440805
-0.4783427073,-1.501064752,2.073966684,-10.18011881,45.38638509,14.43369713
-0.4784481972,-1.501029717,2.073781812,-10.17278497,45.37858114,14.43161013
-0.4785696502,-1.501006818,2.073597961,-10.16410118,45.36887894,14.42995505
-0.4787025228,-1.500990996,2.073426177,-10.15469352,45.35781116,14.42848114
-0.4788422791,-1.500977185,2.07327752,-10.145188,45.34591016,14.42693767
-0.4789843906,-1.500960302,2.073163063,-10.13621051,45.33370793,14.42507412
-0.4791243355,-1.500935242,2.073093897,-10.12838684,45.32173609,14.42264017
-0.4792575993,-1.500896879,2.073081128,-10.12234267,45.31052589,14.41938567
-0.4793796747,-1.500840068,2.07313587,-10.1187037,45.30060818,14.41506042
-0.4794860622,-1.500759656,2.073269241,-10.11809576,45.29251348,14.4094139
-0.4795722711,-1.500650499,2.073492353,-10.12114498,45.28677198,14.40219492
-0.4796338206,-1.500507478,2.073816293,-10.12847806,45.28391365,14.39315112
-0.4796528006,-1.500333669,2.074322625,-10.14217722,45.28394706,14.38165781
-0.479627883,-1.50013293,2.075049105,-10.16266453,45.28608946,14.36754889
-0.4795794371,-1.499901325,2.075941087,-10.18807695,45.28968397,14.35125933
-0.4795277815,-1.499634889,2.076943947,-10.21655075,45.29407396,14.33322579
-0.4794931754,-1.499329635,2.078003102,-10.24622117,45.29860305,14.31388745
-0.4794958131,-1.498981561,2.079064019,-10.27522207,45.30261515,14.29368654
