C1P2T10_pect_data.tx,C1P2T10_pect_data.ty,C1P2T10_pect_data.tz,C1P2T10_pect_data.rx,C1P2T10_pect_data.ry,C1P2T10_pect_data.rz
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
-0.5066853086,-1.515559882,2.052082532,-9.898358151,44.03295068,14.83190687
