susp_data.tx,susp_data.ty,susp_data.tz,susp_data.rx,susp_data.ry,susp_data.rz
1.67581634,1.350036141,1.82474542,-9.831251783,18.81720931,22.63471599
1.67629631,1.350763513,1.824739181,-9.896208379,18.82275796,22.6112135
1.676742599,1.351486127,1.824729362,-9.960475191,18.82850277,22.58859769
1.677137603,1.352197065,1.82469847,-10.02463236,18.83461979,22.56714352
1.677463705,1.352889516,1.824628923,-10.0892595,18.84128758,22.54712592
1.677756808,1.353613238,1.824577357,-10.15110186,18.84688214,22.52799559
1.678059347,1.354407555,1.824600323,-10.20735207,18.85010973,22.50907894
1.678363522,1.355250189,1.82467965,-10.25925957,18.8516522,22.49046402
1.678661563,1.356119031,1.824796763,-10.30807288,18.8521981,22.47223878
1.67894572,1.356992171,1.824932798,-10.35503986,18.8524413,22.4544915
1.679208257,1.35784792,1.825068671,-10.40140789,18.85308015,22.43731108
1.679441444,1.358664818,1.825185117,-10.44842394,18.85481706,22.4207871
1.679637562,1.359421621,1.82526268,-10.49733455,18.8583586,22.40500977
1.679788896,1.360097293,1.825281667,-10.54938575,18.86441596,22.39006968
1.679887743,1.360670966,1.825222059,-10.6058228,18.87370601,22.37605737
1.679926414,1.361121898,1.82506338,-10.66788997,18.88695269,22.36306273
1.679884839,1.361466932,1.824839842,-10.73413157,18.90390501,22.35127212
1.679759423,1.361740544,1.824595924,-10.80218825,18.92358646,22.3407172
1.679567217,1.361948564,1.824326006,-10.87194712,18.94564011,22.33125615
1.679325298,1.362096927,1.824024312,-10.94329443,18.96971046,22.32274919
1.679050753,1.362191699,1.8236849,-11.01611559,18.99544358,22.31505888
1.678760683,1.362239088,1.823301663,-11.09029515,19.02248726,22.30805032
1.678472194,1.362245467,1.822868313,-11.16571688,19.05049105,22.30159128
1.678202392,1.362217378,1.822378385,-11.24226369,19.07910632,22.29555237
1.677968379,1.362161545,1.821825223,-11.31981777,19.10798624,22.28980698
1.67778725,1.362084873,1.82120198,-11.39826055,19.13678577,22.28423137
1.677615477,1.36193325,1.820472077,-11.47713757,19.16745491,22.27971154
1.677405796,1.361664285,1.819618275,-11.55626533,19.20168396,22.27694626
1.677169737,1.361302774,1.818662584,-11.63593116,19.23873838,22.27553505
1.676918904,1.36087375,1.817627023,-11.71642277,19.27788213,22.27508015
1.676664982,1.360402493,1.816533632,-11.79802852,19.31837779,22.27518633
1.676419754,1.359914547,1.815404474,-11.88103768,19.35948668,22.27546087
1.676195101,1.35943573,1.814261644,-11.9657405,19.40046882,22.27551358
1.676003017,1.358992142,1.813127259,-12.05242824,19.4405829,22.27495685
1.675855614,1.358610176,1.812023455,-12.141393,19.47908617,22.27340596
1.675765124,1.35831652,1.810972374,-12.23292757,19.51523425,22.27047927
1.675743911,1.358138165,1.809996145,-12.32732499,19.54828088,22.26579863
1.67579115,1.358024358,1.808995532,-12.42581556,19.57975666,22.26035025
1.675892595,1.357913623,1.807876464,-12.52890781,19.61153831,22.25524212
1.676040619,1.357816768,1.806669162,-12.63581312,19.64339186,22.25027896
1.676227666,1.357744107,1.805404406,-12.74574444,19.67507543,22.24526144
1.676446265,1.357705392,1.804113603,-12.85791655,19.70633855,22.23998575
1.676689036,1.357709773,1.802828841,-12.97154624,19.73692156,22.23424342
1.676948695,1.357765763,1.801582929,-13.08585246,19.76655527,22.22782113
1.677218048,1.357881231,1.800409417,-13.20005649,19.79496083,22.22050078
1.677489983,1.358063403,1.799342603,-13.31338195,19.82184972,22.21205958
1.677757455,1.358318884,1.798417519,-13.4250548,19.84692409,22.20227027
1.678013466,1.358653694,1.797669904,-13.53430329,19.86987713,22.19090147
1.678275274,1.359069456,1.797056792,-13.64237714,19.89006676,22.17774396
1.678562614,1.359559925,1.796511116,-13.75092354,19.90739278,22.16289389
1.678872201,1.360118737,1.796033065,-13.8597687,19.92235439,22.14657366
1.679200714,1.360739314,1.795622967,-13.96873929,19.93545016,22.12900374
1.679544791,1.361414872,1.795281307,-14.07766251,19.94717811,22.11040273
1.67990102,1.362138435,1.795008728,-14.18636624,19.95803567,22.09098735
1.68026594,1.362902839,1.794806039,-14.29467908,19.96851974,22.07097239
1.680636035,1.363700739,1.794674216,-14.4024304,19.97912666,22.05057069
1.681007731,1.364524608,1.794614403,-14.50945042,19.99035222,22.02999313
1.681377395,1.365366737,1.794627906,-14.61557019,20.00269161,22.00944856
1.681741339,1.366219234,1.794716191,-14.72062157,20.01663942,21.98914375
1.682081489,1.367104929,1.79492542,-14.82536251,20.0310722,21.9681218
1.68238974,1.36804715,1.795285148,-14.93049116,20.04469731,21.94554833
1.682677238,1.369038553,1.795772093,-15.03575007,20.0577554,21.92181215
1.682955033,1.370071712,1.796363047,-15.14088146,20.07048763,21.89730182
1.683234081,1.371139119,1.797034893,-15.24562727,20.08313568,21.87240555
1.683525253,1.372233171,1.797764611,-15.34972919,20.09594179,21.84751128
1.683839329,1.373346166,1.798529278,-15.45292868,20.10914877,21.82300656
1.684187011,1.374470304,1.799306066,-15.5549669,20.12299996,21.79927866
1.684578919,1.375597678,1.800072226,-15.65558472,20.13773924,21.77671449
1.6850256,1.376720275,1.800805078,-15.75452265,20.153611,21.75570068
1.685537527,1.377829981,1.801481986,-15.85152077,20.17086014,21.73662358
1.686108072,1.378924854,1.802123805,-15.95037999,20.18993889,21.71910502
1.686721567,1.380012631,1.80276766,-16.05400179,20.21088304,21.70241589
1.687374844,1.381099261,1.803415787,-16.16077712,20.23330698,21.68641413
1.688064678,1.382190212,1.804071083,-16.2690976,20.25681643,21.6709554
1.68878778,1.383290475,1.804737149,-16.3773557,20.28100801,21.65589328
1.689540795,1.384404588,1.805418308,-16.48394475,20.30546913,21.64107953
1.690320299,1.385536666,1.80611961,-16.58725907,20.32977808,21.6263643
1.6911228,1.38669044,1.806846803,-16.68569398,20.35350449,21.61159637
1.691944751,1.387869302,1.807606293,-16.77764584,20.37620997,21.59662342
1.692782553,1.389076359,1.80840507,-16.86151199,20.39744913,21.58129224
1.693632572,1.390314488,1.809250621,-16.93569064,20.41677076,21.56544887
1.694527476,1.391567262,1.81013626,-17.00174028,20.43487041,21.54997448
1.695492316,1.392818891,1.811054743,-17.06238108,20.45268234,21.53563949
1.696512066,1.394073214,1.812012905,-17.11775431,20.4701101,21.52212378
1.697571754,1.395334239,1.813017443,-17.16800107,20.48705753,21.5091076
1.698656463,1.396606144,1.814074926,-17.21326228,20.50342882,21.49627167
1.699751335,1.397893275,1.815191797,-17.25367865,20.51912858,21.48329719
1.700841567,1.399200147,1.816374367,-17.28939067,20.53406191,21.46986585
1.701912422,1.40053144,1.817628799,-17.32053851,20.54813453,21.45565986
1.702949232,1.401891998,1.818961086,-17.347262,20.56125284,21.44036194
1.703937403,1.403286828,1.82037702,-17.3697005,20.57332403,21.42365527
1.704862427,1.404721097,1.821882148,-17.38799281,20.58425623,21.40522351
1.705739404,1.406213854,1.823521381,-17.40058456,20.59388459,21.38459064
1.706594699,1.407771184,1.825317313,-17.40636073,20.60217896,21.36180128
1.707430771,1.409379042,1.827241597,-17.40611805,20.60925301,21.33732118
1.708250052,1.411023475,1.829265729,-17.40065277,20.61522329,21.31161684
1.709054943,1.412690541,1.831361166,-17.39076096,20.62020819,21.28515511
1.709847808,1.414366251,1.833499415,-17.37723888,20.62432708,21.25840284
1.710630962,1.41603653,1.83565211,-17.36088319,20.62769963,21.23182659
1.711406673,1.417687185,1.837791048,-17.34249108,20.63044535,21.20589246
1.712177156,1.419303896,1.83988821,-17.32286042,20.63268319,21.18106595
1.712944566,1.420872227,1.841915756,-17.30278969,20.63453147,21.15781188
1.713711006,1.422377641,1.84384599,-17.283078,20.63610785,21.13659446
1.714472322,1.423862153,1.845741462,-17.26209099,20.63687893,21.11609564
1.715223911,1.425370969,1.847675555,-17.23784019,20.63637679,21.09488236
1.715967107,1.426894206,1.849637011,-17.21059402,20.6348169,21.07324576
1.716703182,1.428421883,1.851614771,-17.18062122,20.63241453,21.05147684
1.717433338,1.42994392,1.853598011,-17.14819089,20.62938437,21.02986649
1.718158699,1.431450145,1.855576167,-17.11357262,20.62594028,21.00870543
1.718880315,1.432930293,1.857538944,-17.07703652,20.62229505,20.98828425
1.719599155,1.434373999,1.859476312,-17.03885325,20.61866028,20.96889338
1.720316119,1.435770801,1.861378486,-16.99929401,20.61524625,20.95082306
1.721032034,1.437110126,1.863235887,-16.95863052,20.61226195,20.93436333
1.721747667,1.43838129,1.865039096,-16.91713494,20.60991507,20.91980402
1.722465229,1.43958589,1.866822621,-16.87343186,20.60744318,20.90751218
1.723185107,1.44073598,1.868620787,-16.82627897,20.6040992,20.89744669
1.723905297,1.441836462,1.870423988,-16.77614838,20.60011333,20.88928494
1.724623805,1.442892226,1.872222614,-16.72351207,20.59571642,20.88270455
1.725338642,1.443908147,1.874007051,-16.66884181,20.59114009,20.87738333
1.726047829,1.444889087,1.875767683,-16.61260902,20.58661689,20.87299942
1.726749393,1.445839886,1.877494892,-16.55528479,20.58238037,20.8692313
1.727441364,1.446765369,1.879179069,-16.49733975,20.5786652,20.86575783
1.728121774,1.447670341,1.880810616,-16.43924408,20.57570731,20.86225833
1.728788655,1.448559587,1.882379958,-16.38146748,20.57374389,20.85841263
1.729440033,1.449437873,1.883877555,-16.32447915,20.57301355,20.85390108
1.73008192,1.450309055,1.885342451,-16.26711578,20.57368627,20.84936303
1.730719921,1.451169505,1.886811852,-16.20808421,20.57559221,20.84554682
1.731351436,1.452012774,1.888273459,-16.14765867,20.5784617,20.84229566
1.731973852,1.452832459,1.889714936,-16.08611363,20.58202574,20.83945145
1.732584548,1.453622213,1.891123914,-16.02372378,20.58601603,20.83685461
1.733180886,1.454375766,1.89248799,-15.96076409,20.59016506,20.83434411
1.733760216,1.455086939,1.893794733,-15.89750978,20.5942061,20.83175744
1.734319872,1.45574966,1.895031682,-15.83423629,20.59787326,20.82893064
1.734857171,1.456357984,1.896186346,-15.77121927,20.60090145,20.82569836
1.735369409,1.456906102,1.897246203,-15.70873446,20.60302636,20.82189395
1.735853861,1.457388367,1.898198697,-15.64705767,20.60398443,20.81734956
1.736314015,1.457771783,1.898978185,-15.58489023,20.60438801,20.81183234
1.736755489,1.45804089,1.899555415,-15.52109465,20.60496771,20.8053674
1.737178783,1.458216681,1.899972196,-15.45618763,20.60563882,20.79817507
1.737584493,1.458320407,1.900270079,-15.3906848,20.6063179,20.79047875
1.737973332,1.458373543,1.900490364,-15.32510046,20.60692275,20.78250525
1.73834614,1.45839776,1.900674099,-15.25994749,20.60737233,20.774485
1.738703898,1.458414906,1.900862087,-15.19573717,20.60758671,20.76665214
1.739047729,1.458446995,1.901094897,-15.13297905,20.607487,20.75924461
1.739378888,1.458516199,1.901412867,-15.07218092,20.60699519,20.75250404
1.739698753,1.458644851,1.90185612,-15.01384872,20.60603412,20.74667563
1.740008803,1.458855455,1.902464582,-14.95848659,20.60452729,20.74200791
1.74030007,1.459131938,1.903222097,-14.90515273,20.60234827,20.73843537
1.740564197,1.45943811,1.904072526,-14.85266386,20.59946877,20.73561151
1.740803624,1.459766488,1.904995682,-14.80116051,20.59596014,20.73336587
1.741020759,1.460109663,1.905971382,-14.75078298,20.59189395,20.73152819
1.741217989,1.460460305,1.906979453,-14.70167142,20.58734194,20.72992842
1.741397683,1.460811161,1.907999731,-14.65396581,20.58237602,20.7283967
1.7415622,1.461155061,1.909012073,-14.60780599,20.57706821,20.72676339
1.74171388,1.461484916,1.909996347,-14.56333168,20.57149064,20.72485914
1.741855053,1.461793721,1.910932442,-14.52068248,20.56571551,20.7225149
1.741988027,1.462074561,1.911800261,-14.47999784,20.5598151,20.71956201
1.742115085,1.462320607,1.912579722,-14.44141714,20.5538617,20.71583229
1.742234118,1.462572945,1.913302869,-14.40791672,20.54775817,20.71108555
1.742342637,1.462868805,1.914014082,-14.3813276,20.54139909,20.70541444
1.742442335,1.463195409,1.914711786,-14.36007235,20.53484316,20.69914804
1.742534905,1.463539626,1.91539442,-14.34257537,20.52814769,20.69261189
1.742622034,1.463887946,1.916060447,-14.32726304,20.52136888,20.68612742
1.742705412,1.464226445,1.91670836,-14.31256386,20.51456205,20.68001169
1.742786727,1.464540783,1.917336683,-14.29690842,20.50778178,20.67457711
1.742867669,1.464816193,1.91794396,-14.2787295,20.5010821,20.67013134
1.742949926,1.465037494,1.918528746,-14.2564619,20.4945166,20.66697735
1.74303519,1.465189112,1.919089582,-14.22854237,20.48813855,20.66541356
1.743125154,1.465255106,1.919624975,-14.19340944,20.48200093,20.66573408
1.743222018,1.465226652,1.920077655,-14.15324547,20.47566576,20.66743317
1.743323251,1.465113638,1.920408808,-14.11120554,20.46876236,20.66977554
1.743423476,1.464927901,1.920644622,-14.06718835,20.46144484,20.67270884
1.743517372,1.464681214,1.920811362,-14.02109246,20.45386773,20.67618204
1.743599682,1.464385284,1.920935371,-13.97281628,20.44618612,20.68014561
1.743665222,1.464051762,1.92104308,-13.92225794,20.43855571,20.6845517
1.743708886,1.463692258,1.921160996,-13.86931521,20.43113298,20.68935436
1.743725653,1.463318366,1.921315694,-13.81388541,20.42407529,20.6945097
1.743710588,1.462941709,1.921533797,-13.75586521,20.41754096,20.69997616
1.743658846,1.462573974,1.921841956,-13.69515057,20.41168945,20.70571462
1.743565669,1.46222698,1.922266819,-13.63163652,20.40668148,20.71168869
1.743439964,1.46189039,1.92282051,-13.56316758,20.40246699,20.71872832
1.743295124,1.461545189,1.923482588,-13.48845637,20.39886081,20.72744784
1.743133142,1.461190574,1.924230859,-13.40869857,20.395822,20.73749174
1.742955939,1.460826042,1.925043205,-13.32508927,20.39330923,20.74850695
1.742765359,1.46045132,1.925897622,-13.23882331,20.39128036,20.76014227
1.742563159,1.460066317,1.926772251,-13.15109562,20.38969212,20.772048
1.742351006,1.459671078,1.927645398,-13.06310142,20.38849976,20.78387555
1.742130475,1.459265754,1.92849555,-12.97603638,20.38765685,20.79527729
1.741903045,1.458850581,1.929301387,-12.89109672,20.38711504,20.80590636
1.741670099,1.458425868,1.930041777,-12.80947922,20.3868239,20.81541677
1.741432926,1.457992001,1.930695776,-12.73238121,20.38673089,20.82346342
1.741171146,1.45754306,1.931268854,-12.65988373,20.38764601,20.8297362
1.74086836,1.457074587,1.93178899,-12.59064879,20.3901281,20.83442626
1.740531787,1.456589133,1.932268986,-12.52374547,20.39374628,20.83793917
1.740168685,1.456089118,1.932721441,-12.45824265,20.39807,20.84067775
1.739786345,1.45557682,1.933158759,-12.39320885,20.40266923,20.84304212
1.739392102,1.455054376,1.933593144,-12.32771206,20.40711456,20.84542984
1.738993329,1.45452378,1.934036597,-12.26081964,20.41097736,20.84823605
1.738597443,1.453986903,1.934500911,-12.19159826,20.41382994,20.85185359
1.738211898,1.453445505,1.934997653,-12.11911381,20.41524563,20.85667328
1.737844189,1.452901265,1.935538157,-12.04243138,20.41479895,20.86308406
1.737498366,1.452357164,1.936100994,-11.96394152,20.41346487,20.87082961
1.737170601,1.451814502,1.936658265,-11.88625342,20.41237536,20.87931283
1.736856585,1.451272343,1.937211359,-11.80876006,20.41134207,20.88840937
1.736551993,1.450729682,1.937761568,-11.73085506,20.41017771,20.89799366
1.736252479,1.450185455,1.938310078,-11.65193258,20.4086961,20.90793902
1.735953686,1.449638541,1.938857952,-11.57138734,20.40671224,20.91811784
1.735651241,1.449087778,1.939406117,-11.4886145,20.40404237,20.92840157
1.735340758,1.448531977,1.939955362,-11.40300971,20.40050408,20.93866095
1.735017842,1.44796995,1.940506326,-11.31396905,20.39591635,20.94876604
1.734678087,1.447400531,1.941059499,-11.22088909,20.39009968,20.95858639
1.734317083,1.446822607,1.941615224,-11.12316682,20.38287612,20.96799112
1.733929393,1.446264382,1.942190689,-11.02098737,20.37400686,20.97605968
1.733515459,1.445745842,1.942796285,-10.91511877,20.36352755,20.98235554
1.73307966,1.445253615,1.943422169,-10.80583231,20.35167045,20.98747424
1.732626335,1.444774309,1.944058696,-10.69339877,20.33866397,20.99201208
1.732159785,1.444294507,1.944696458,-10.57808856,20.32473219,20.99656603
1.731684271,1.443800752,1.945326302,-10.46017175,20.31009456,21.0017336
1.731204016,1.443279532,1.945939343,-10.33991813,20.29496558,21.00811276
1.730723207,1.442717273,1.946526967,-10.21759735,20.27955457,21.01630181
1.730246005,1.442100329,1.947080825,-10.09347888,20.26406548,21.02689928
1.729776548,1.441414969,1.947592811,-9.96783213,20.2486967,21.04050385
1.729318966,1.440647373,1.948055039,-9.840926445,20.23364107,21.05771426
1.728866638,1.439808306,1.948468227,-9.709830924,20.21843463,21.07878406
1.728411029,1.43892115,1.948840153,-9.572325573,20.20256847,21.10321154
