frame,AA01_data.tx,AA01_data.ty,AA01_data.tz,AA02_data.tx,AA02_data.ty,AA02_data.tz,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz
592,0.8568646487,0.6249850389,-0.8770589215,0.6966455544,0.610980877,-0.679223672,0.4595716351,0.1410457497,0.4990605242,0.2013310567,0.1771013474,0.4266643671,0.1280227829,0.08116324778,0.2308605627,0.4656196138,0.6383966451,-1.023438,-0.2163603249,0.08293858675,0.7003674705,0.3225010091,0.5058209502,-0.9166903436,1.376120844,0.7314761167,-1.139066606,0.560340062,0.09848939289,0.4912503722,0.2044760351,0.4479981196,1.10346632,0.02675315237,0.3256049817,-0.7012733111,-0.1511703763,0.155297477,0.7995367685,-0.3025504968,0.2824253314,-0.6133114129,0.5515145875,0.7415297064,-1.164412001,-0.070237102,0.1803969521,-0.6425418352,-0.3257519385,0.2346506474,0.8165802638,0.06694328453,0.1571975058,0.8110127641,0.1837276091,0.8259831479,1.295012268
593,0.8587035719,0.6229845384,-0.8757296329,0.6959277713,0.6105599228,-0.6798835272,0.4588286666,0.1400112161,0.4981587393,0.2007839647,0.1767284506,0.4260505377,0.1265716531,0.08044631911,0.2306919827,0.4662204024,0.6374359785,-1.022869201,-0.2146278249,0.0812068441,0.7001214411,0.319808289,0.5081376309,-0.9169605245,1.366763208,0.7293383263,-1.141692255,0.5588142181,0.09757995288,0.4915264866,0.2045105899,0.4473799255,1.103428808,0.02586514653,0.3265172648,-0.7007492367,-0.150054846,0.1538085485,0.7993549426,-0.305642682,0.2799009248,-0.6107760331,0.5523243202,0.7402705454,-1.164175452,-0.07026239741,0.1795550965,-0.6416799662,-0.3267330113,0.2335556639,0.8167875509,0.06620276989,0.1580804944,0.8123522758,0.1838147514,0.8262414456,1.295479331
594,0.8606093247,0.6210334317,-0.87423054,0.6954332213,0.6101320008,-0.6802882443,0.4581733952,0.1391822678,0.497071021,0.2003583319,0.1764165428,0.4254027857,0.1252641605,0.0798713409,0.2304811685,0.4667889397,0.636574851,-1.022385045,-0.2132027878,0.07975080309,0.6998271731,0.3171264255,0.5106547098,-0.9174212328,1.357052222,0.7285229073,-1.144466415,0.5574206689,0.09688832934,0.491945773,0.2045451177,0.4468466306,1.103638371,0.0252141571,0.3272322204,-0.700399483,-0.1490812791,0.1524562493,0.7990884449,-0.3084258357,0.2775536941,-0.6085592569,0.5533678706,0.739311802,-1.16407498,-0.07031264273,0.1790025887,-0.6408745403,-0.3277414792,0.2325574289,0.8167965716,0.06500258366,0.1586532583,0.8133363553,0.1839017624,0.8263719912,1.295916892
595,0.8626319942,0.6192438806,-0.8725150641,0.6950305936,0.6098723154,-0.6806084033,0.4576379756,0.1385898049,0.4957373766,0.2001692486,0.1762498295,0.4246204385,0.1241484158,0.07945569841,0.2302134804,0.4674641242,0.6358203546,-1.022048614,-0.2117532489,0.07842300796,0.6993851183,0.3140382254,0.5136821899,-0.9181293268,1.346118596,0.7292465849,-1.14772492,0.5561471768,0.09635771294,0.4924755321,0.2046050448,0.4462852192,1.104161563,0.02465868346,0.327760217,-0.7001754977,-0.1480589483,0.1510782658,0.7986499176,-0.3110597921,0.2756348767,-0.6066370358,0.5548162074,0.7386043408,-1.164081145,-0.07029643594,0.1786263751,-0.6399177816,-0.3288563611,0.2317078699,0.8165505134,0.06351060169,0.1591071355,0.8141226127,0.1839874757,0.8263643154,1.296287321
596,0.8648042366,0.6175188491,-0.8705226885,0.6946176633,0.6097536061,-0.6809264202,0.4572428561,0.1381791715,0.4943132982,0.2002749497,0.1762282909,0.4237919012,0.1232429846,0.07911816771,0.2300347298,0.4683246656,0.6349911029,-1.021773443,-0.2099786459,0.07705933541,0.6988914739,0.3103193045,0.5171955702,-0.918976864,1.333504994,0.7310849707,-1.151566424,0.554982259,0.09588081713,0.493209906,0.2047280306,0.4456304072,1.105034545,0.02407851222,0.3280442123,-0.6999000895,-0.1468368166,0.1495643658,0.7981549829,-0.3136893752,0.2741120152,-0.6048038741,0.5566784389,0.7378672927,-1.164052568,-0.07013476719,0.1781683815,-0.6385553683,-0.3300827661,0.2310256616,0.8162133444,0.06197927901,0.1596498495,0.815035479,0.1841050516,0.8262749863,1.296647785
597,0.8670893785,0.6156948196,-0.8682777242,0.6942647767,0.6095861295,-0.6811241285,0.4569617115,0.1378837749,0.4929604146,0.2005801938,0.1762661483,0.4230714218,0.1225014102,0.07879145308,0.2300416854,0.4692613958,0.6339834046,-1.021438826,-0.2080327388,0.07570920808,0.6985028613,0.306282979,0.5208535662,-0.9198374679,1.319868113,0.7334971036,-1.155695364,0.5539309425,0.09545286711,0.4942262159,0.204907391,0.4449648136,1.10617836,0.0235411673,0.3280566735,-0.6995153672,-0.1455232815,0.148018932,0.7977630502,-0.316246332,0.2727032587,-0.6029589967,0.558759779,0.7369864665,-1.163933942,-0.06987252957,0.1775934271,-0.6368624925,-0.3313378337,0.2304689602,0.8159471038,0.06040023793,0.1602219112,0.8161094365,0.1842714925,0.8261544646,1.297070169
598,0.8694371887,0.6138274718,-0.865934098,0.6940281096,0.6093746603,-0.6812143885,0.4567593942,0.1376950616,0.4916564243,0.200980092,0.1763385751,0.422432791,0.1218702104,0.0784889512,0.2301392706,0.4701517576,0.6329221397,-1.021053307,-0.206077996,0.07444390533,0.6981829687,0.3022304333,0.5245273641,-0.9207277099,1.305849589,0.7362010795,-1.159931762,0.5529905009,0.09512906208,0.4954132379,0.2051190025,0.4443554366,1.107363888,0.02310557738,0.3279525349,-0.6991287193,-0.1442370689,0.1465583671,0.7974488349,-0.3186714082,0.2712918855,-0.6011732476,0.560850488,0.7360941123,-1.163787418,-0.06956066255,0.177039891,-0.6350965567,-0.3325513684,0.2300017773,0.8157378256,0.05875414817,0.1607777288,0.8171963656,0.1844779274,0.826016503,1.297519018
599,0.87179721,0.6119720667,-0.8636460677,0.6939635971,0.6091240891,-0.6812101298,0.4566004346,0.1376050729,0.4903789719,0.2013693529,0.1764214731,0.4218499161,0.1212955295,0.0782242883,0.2302322784,0.4708733085,0.6319327864,-1.020625837,-0.2042770339,0.07333558215,0.6978950674,0.2984621223,0.5280875967,-0.9216635107,1.292090199,0.7389143349,-1.164095074,0.5521579679,0.09496442884,0.4966594413,0.2053383973,0.443868773,1.108361606,0.02283070907,0.3278864904,-0.6988481315,-0.1430968956,0.1452998374,0.7971864095,-0.320906132,0.269760814,-0.5995175169,0.5627409215,0.735323198,-1.163675452,-0.06925029521,0.1766455829,-0.633515519,-0.333653644,0.2295883204,0.8155713043,0.05702104242,0.1612714682,0.8181482982,0.1847151979,0.8258750391,1.297958715
600,0.8741187193,0.6101834169,-0.8615682169,0.6941269008,0.6088394137,-0.681124348,0.4564490038,0.1376064591,0.4891057147,0.2016422467,0.1764914715,0.4212968628,0.1207230947,0.0780113128,0.2302254052,0.471303684,0.6311414212,-1.020165787,-0.2027926628,0.07245726853,0.6976020646,0.2952777426,0.5314044097,-0.922660114,1.27922984,0.7413537676,-1.16800406,0.5514300876,0.09501377839,0.4978530508,0.2055407137,0.443570814,1.108941616,0.02277552114,0.3280130228,-0.6987822287,-0.1422215177,0.1443612694,0.7969492486,-0.32289285,0.2679926704,-0.598062708,0.5642214924,0.7348074097,-1.16366079,-0.06899280482,0.1765477241,-0.6323778713,-0.3345754454,0.2291930146,0.8154331519,0.05518027553,0.1616570713,0.8188174333,0.184973824,0.8257442153,1.298353485
601,0.8765122461,0.6085307993,-0.8594821693,0.6944995429,0.6087049301,-0.6809077643,0.4562872908,0.1378893985,0.4876358721,0.201932637,0.1766417922,0.4206974435,0.1202040587,0.07797156885,0.2301188995,0.4717342672,0.6306242673,-1.019858179,-0.2017341128,0.07183622807,0.6972215195,0.2920685996,0.5350298178,-0.9239886307,1.266374749,0.7451729316,-1.171994203,0.5508854485,0.09533344443,0.4989693062,0.2056725012,0.4434182227,1.109636675,0.02289250083,0.3282607103,-0.6990171759,-0.1415608699,0.1435155889,0.7965643407,-0.3247339785,0.2661748889,-0.5968570539,0.56577038,0.7346843724,-1.163822472,-0.06883931921,0.1769535721,-0.6314093063,-0.3355140767,0.228898153,0.815275895,0.05297901216,0.1619061141,0.8192173894,0.185207388,0.8254886258,1.298752872
602,0.8791065692,0.6069425483,-0.8571950765,0.6950549813,0.6087453566,-0.6805745862,0.4561719865,0.1385195043,0.4858838583,0.2024228565,0.176921324,0.4200133555,0.1198396163,0.07812314031,0.2299730184,0.4724382295,0.630232956,-1.01980461,-0.2009609665,0.07141238308,0.69672511,0.2883420681,0.5392559842,-0.9257722348,1.252589578,0.7511956604,-1.176419089,0.5505704686,0.09588135129,0.5000853472,0.2057679265,0.4433367661,1.110834421,0.02313722341,0.3284134385,-0.6995134243,-0.1409507836,0.1425660162,0.795959872,-0.3264964926,0.2644682287,-0.5958813289,0.5678086768,0.7348188099,-1.164168891,-0.06871862731,0.177765489,-0.6302882593,-0.3365847161,0.2287710425,0.8150555319,0.05037922552,0.1620528,0.8194648747,0.1854385548,0.8250573061,1.29916037
603,0.8818335061,0.6053296347,-0.8548590818,0.6957928283,0.6087856234,-0.6801914871,0.4561460504,0.1393186986,0.4840264504,0.2030464415,0.1772560468,0.4193042437,0.1196172812,0.0783459781,0.2298080561,0.4732208006,0.6298267406,-1.019846129,-0.2002920346,0.07112900314,0.6961833903,0.2845273898,0.5436258168,-0.9277635269,1.238400742,0.7579756679,-1.181078799,0.5504013126,0.09658148327,0.5012663857,0.2059001462,0.4433356024,1.112124744,0.02353360783,0.3284613044,-0.7001571369,-0.1403690674,0.1416747405,0.7952893563,-0.328108721,0.2627605824,-0.5950709664,0.5699939887,0.735011347,-1.164610193,-0.06853716011,0.17871194,-0.6291727127,-0.3376268118,0.2287486816,0.8147954689,0.04765123975,0.1621439617,0.8195950897,0.1857252736,0.8245746513,1.29952188
604,0.8845519195,0.6037727648,-0.8526160046,0.6966398663,0.6088024786,-0.6798141497,0.4561889853,0.1401581027,0.4822128071,0.2036730522,0.1776229843,0.4186055128,0.1194617245,0.07858579975,0.2296117789,0.4738138859,0.6294435145,-1.019810802,-0.1996077539,0.0709500539,0.6956342658,0.2809811766,0.5478483453,-0.9297094201,1.224255126,0.7642679815,-1.18574847,0.5502315513,0.09740745959,0.5025461101,0.2060753474,0.4434143225,1.113096003,0.02403781773,0.3285381505,-0.7008467886,-0.1398553494,0.1410177904,0.7946792077,-0.3295658141,0.2610692825,-0.5943781395,0.5719084857,0.7352552037,-1.165034661,-0.06826771742,0.1796569351,-0.6282448513,-0.3385436445,0.228776544,0.8145001128,0.04500279219,0.1622400733,0.819617602,0.1860537703,0.824140177,1.299813935
605,0.887120683,0.6023526762,-0.8506080776,0.6975225785,0.6087729125,-0.6794982429,0.4562798066,0.140909794,0.4805924111,0.2041720758,0.1780000038,0.4179526047,0.1192972118,0.07878878095,0.2293720228,0.4739495072,0.6291227248,-1.019526723,-0.1987888708,0.07083963958,0.6951153504,0.2780590696,0.5516326367,-0.9313559606,1.210595783,0.7688271157,-1.190199035,0.5499145019,0.09833353334,0.5039583541,0.2062990894,0.4435713584,1.113336352,0.02460627912,0.3287786048,-0.7014814129,-0.1394488348,0.1407720696,0.7942550105,-0.3308629794,0.25941194,-0.5937554616,0.5731342336,0.7355454883,-1.16533026,-0.06788393636,0.1804640095,-0.6276865792,-0.3392388951,0.2288001186,0.8141736989,0.04264158485,0.1624011822,0.8195414139,0.1864103594,0.8238535799,1.300012527
606,0.8896133115,0.6010474566,-0.8487064543,0.6985445679,0.6087716449,-0.6791162749,0.4563521421,0.1417503551,0.4790262519,0.2046026867,0.1784176719,0.4174190802,0.1191508551,0.07905332674,0.2291407403,0.4737466536,0.6291190987,-1.019092898,-0.1982110654,0.07096138897,0.6946816782,0.2755126466,0.5554031248,-0.9328630442,1.197348347,0.7732548141,-1.194635662,0.5497973421,0.09946852164,0.5053700946,0.2065226924,0.4437743622,1.113391998,0.02535922022,0.3291959755,-0.7022091966,-0.1394146999,0.1410030672,0.79401571,-0.3318942074,0.2576857425,-0.5932823278,0.5738011222,0.7361644083,-1.165655093,-0.06750245977,0.1814795286,-0.6274221825,-0.3398927216,0.2289161471,0.8138840686,0.04016967249,0.1626031851,0.819383837,0.1867219479,0.8235831895,1.300273119
607,0.892163332,0.5998125842,-0.8468352497,0.6997986345,0.608889117,-0.678662442,0.4563847487,0.1428900268,0.4772135266,0.2050945421,0.1789332387,0.4169085513,0.1190856295,0.07950069718,0.2288519783,0.4734701767,0.6295599286,-1.018800368,-0.1981641075,0.0714522227,0.6942301164,0.2729019481,0.5596480799,-0.9346191188,1.184088545,0.7794066673,-1.19944697,0.5501528704,0.1009012101,0.5065861103,0.2067211466,0.4440239424,1.113777779,0.02636733432,0.3297329951,-0.7032865447,-0.139850093,0.1416158508,0.7937552641,-0.3326323444,0.2558728751,-0.5931283291,0.5743108494,0.737295075,-1.166275059,-0.0672323302,0.1830318999,-0.6273595163,-0.3406738672,0.2292425273,0.8135660418,0.03721812464,0.1628027597,0.819046367,0.1869798338,0.8231937734,1.300598776
608,0.8947369588,0.5986612672,-0.8451096435,0.7012098114,0.6090917645,-0.6782707981,0.4564315988,0.1442315062,0.4751693236,0.2056305812,0.1795391571,0.4163054699,0.1190915534,0.08008144663,0.2284211826,0.4730900644,0.6302514831,-1.018664087,-0.1983939319,0.07220699461,0.6936609447,0.2703140634,0.5641270579,-0.9366129405,1.170749169,0.786385343,-1.204565461,0.5507307551,0.1025585484,0.507657214,0.2069289799,0.4443510133,1.114134246,0.02753358831,0.3303732065,-0.7046759345,-0.1405382216,0.1425206841,0.7933910274,-0.3331702353,0.2540684399,-0.5932863257,0.5746723335,0.7387416188,-1.167138708,-0.06701454983,0.1849107403,-0.6275549647,-0.3414671684,0.2297268585,0.8131198775,0.03404115524,0.1630078723,0.8184655494,0.187252067,0.8227663761,1.300829731
609,0.8972878572,0.5976175361,-0.8434769801,0.7026882919,0.609349496,-0.6779099579,0.4565322088,0.1456648705,0.4730677529,0.2061792649,0.1802077202,0.4156501502,0.1191496386,0.08072490409,0.2279179717,0.4725650247,0.6309992247,-1.018535983,-0.1986608826,0.07308505629,0.6930242919,0.2678261127,0.5685916002,-0.9386736434,1.157246805,0.7933163706,-1.209748859,0.5512671311,0.1043587269,0.5087944512,0.207149015,0.4447600399,1.114259461,0.02875613945,0.3310834606,-0.7061851328,-0.1412801424,0.143593487,0.7929914296,-0.3336039887,0.2523388296,-0.5935998621,0.5748816733,0.7403115683,-1.168029568,-0.06679184793,0.1868849973,-0.6279121089,-0.3421780042,0.2302761049,0.8125948716,0.0308742244,0.1631974629,0.8177310856,0.1875611872,0.8223536158,1.300965886
610,0.899769899,0.5967057975,-0.8418843561,0.7041442909,0.6096325299,-0.6775482142,0.4567261273,0.1470803102,0.4710831862,0.2067091272,0.1809112802,0.41498311,0.1192408853,0.08136047561,0.2274122402,0.4718534709,0.6316089687,-1.018267391,-0.1987255358,0.0739450371,0.6923704071,0.2655146947,0.5727931107,-0.9406300694,1.143495854,0.7993250801,-1.214753371,0.5514981533,0.1062211519,0.5102094641,0.2073838833,0.4452548863,1.113951562,0.02993342779,0.3318312499,-0.7076215745,-0.1418770912,0.1447096022,0.7926250077,-0.3340291127,0.2507509367,-0.5939123623,0.5749347612,0.7418128717,-1.168730625,-0.06650745923,0.1887235753,-0.6283339898,-0.3427118428,0.2307968907,0.812040482,0.02795296991,0.1633497216,0.8169323799,0.1879299862,0.8220079605,1.301007094
611,0.9021371574,0.595950812,-0.840278627,0.7054880445,0.6099113881,-0.6771535318,0.4570529464,0.148368122,0.4693902483,0.2071887754,0.1816222384,0.4143450703,0.1193462909,0.08191763655,0.2269741589,0.4709135433,0.6318868493,-1.017709077,-0.1983486931,0.07464485714,0.6917496305,0.2634559286,0.5764828589,-0.9423107702,1.129408653,0.8035365491,-1.21933375,0.5511599901,0.108066402,0.5121144777,0.2076360279,0.4458388085,1.11300876,0.03096418948,0.3325846758,-0.7087923581,-0.1421304861,0.1457438036,0.7923603729,-0.3345405118,0.2493721257,-0.5940671115,0.5748273006,0.7430538579,-1.169024363,-0.06610509075,0.1901953197,-0.6287231298,-0.3429742309,0.2311955102,0.8115063274,0.02551322734,0.1634420925,0.8161585408,0.1883815077,0.8217817254,1.300953173
612,0.9045211903,0.5952246557,-0.8385057344,0.7069177664,0.6101183333,-0.676530939,0.4574629666,0.1496593591,0.4680051832,0.2076080991,0.1823527237,0.4139188096,0.1194927096,0.08242104973,0.2267401504,0.4696088759,0.6324786816,-1.016914394,-0.1976570336,0.07531964691,0.6912971936,0.2618129272,0.5799461906,-0.9437684909,1.115344969,0.8066187528,-1.224011392,0.5511918124,0.1100006098,0.5141759077,0.2079425937,0.4464559541,1.111516442,0.03215863935,0.3333859016,-0.7098034946,-0.1423014407,0.146858911,0.7923592432,-0.334988592,0.2479959232,-0.5942685545,0.5744742291,0.7443995757,-1.16905263,-0.06565517699,0.1915971209,-0.6291762505,-0.3429922531,0.2316190945,0.8111555928,0.02311982888,0.1635171784,0.8154124417,0.1888212471,0.8216187577,1.3010312
613,0.9069694898,0.594557503,-0.8367365596,0.7085542889,0.6103534656,-0.6758049072,0.4578975789,0.1511539327,0.4665809665,0.2079949655,0.1831802215,0.4135644144,0.1197001523,0.08300527484,0.2265224833,0.4678788814,0.6339201849,-1.016205164,-0.1969184058,0.07619211068,0.6908559346,0.2605217516,0.5836486436,-0.945342919,1.101472731,0.8098363202,-1.229373985,0.5522002256,0.1121757548,0.5158761222,0.2083366277,0.4470927487,1.109562869,0.03368649369,0.3343787067,-0.7110387462,-0.1426721155,0.1482685962,0.7924560966,-0.3352604889,0.246571949,-0.5948941247,0.5737970199,0.7462941825,-1.169242901,-0.06528361009,0.1933684968,-0.6299799242,-0.3428614852,0.232245448,0.8108548516,0.0203866532,0.163644129,0.8144509014,0.1892251686,0.8214486831,1.301189215
614,0.9093648049,0.594088982,-0.8351925729,0.710238983,0.6107246198,-0.6752191433,0.4583824964,0.1527947681,0.4649664656,0.2083768531,0.1841189074,0.4130442759,0.1199505336,0.08369712513,0.2261126463,0.4658565929,0.6357163928,-1.015641754,-0.1961151346,0.07720739894,0.6902312401,0.2593769147,0.587479011,-0.9471066053,1.087484605,0.8130697814,-1.235061385,0.5534209517,0.1145363594,0.5173779348,0.2087827111,0.4477997603,1.107140934,0.03528704968,0.3355628958,-0.7125324795,-0.1430904104,0.1498857428,0.7924208407,-0.3354586056,0.2452843968,-0.5958696773,0.5728687937,0.7485211503,-1.169615303,-0.06496901256,0.1953744284,-0.6311279203,-0.3426065895,0.2329886529,0.8103870584,0.01760730248,0.1638049404,0.8131921493,0.1896788851,0.821296227,1.301176099
615,0.9116677983,0.5937904715,-0.8337587115,0.7118807891,0.6111791544,-0.674694578,0.4589508607,0.1544482941,0.4633537562,0.2087914175,0.1850958799,0.4124455554,0.1202502757,0.08441968747,0.2256293505,0.4637623674,0.6371788148,-1.014977817,-0.1952338442,0.07823561026,0.6895363245,0.2582582749,0.5911337922,-0.9488350585,1.073170732,0.816007099,-1.24038133,0.5540953526,0.1169594334,0.519197518,0.2092058818,0.4485958088,1.104547224,0.03677687656,0.3367592106,-0.7140165795,-0.1434168441,0.1515570951,0.792328762,-0.3356123457,0.2441384261,-0.5968355394,0.5718574678,0.7506610773,-1.169885991,-0.06461450979,0.1973043602,-0.6323067207,-0.3422678998,0.2336935107,0.8098214833,0.01506121662,0.1639212929,0.8118684385,0.1902067699,0.8211678155,1.301013361
616,0.913839356,0.593633593,-0.8323188794,0.7133889026,0.6116645014,-0.6741512301,0.4596363939,0.1559804654,0.4619354411,0.209276746,0.1860377145,0.4118559502,0.1206062752,0.08509566876,0.225191945,0.46181559,0.6376185311,-1.013966025,-0.1942607722,0.07914638081,0.6888851944,0.2570459027,0.5943093772,-0.9503033401,1.058322707,0.8183363551,-1.244642857,0.5534654133,0.11932464,0.5218527363,0.2095324083,0.4494995687,1.102078868,0.03797315065,0.3377885951,-0.7152216829,-0.1435117739,0.1531286514,0.7922554887,-0.3357499235,0.2431392599,-0.5974311637,0.5709307787,0.7522941984,-1.169770566,-0.06412290955,0.1988473992,-0.6332020404,-0.3418855029,0.2342044135,0.8092282948,0.01302862564,0.1639138647,0.8107118917,0.1908336218,0.8210694035,1.300723062
617,0.9159777741,0.5934877031,-0.8305881811,0.714956067,0.6120315234,-0.6732676224,0.4604679378,0.1574422382,0.4610318079,0.2097547969,0.1869531679,0.4115264335,0.121019973,0.08568008993,0.2250329355,0.4598407007,0.6376971481,-1.012622703,-0.1932260695,0.08001272305,0.6884767437,0.2559546396,0.5969788346,-0.9514624501,1.043007902,0.8192735415,-1.248363311,0.5525213801,0.1217407706,0.5252147454,0.2098540072,0.4505325403,1.099298449,0.03909801849,0.3386813892,-0.7160427775,-0.1434330117,0.1547102087,0.792498636,-0.3359004197,0.2421864342,-0.5975924083,0.5699048804,0.7535441075,-1.169063103,-0.06335419443,0.1999563788,-0.6337995092,-0.3413282535,0.2345438352,0.8088390204,0.01128687491,0.1638233978,0.8098243635,0.1914876185,0.8210143413,1.300562593
618,0.9181685135,0.593371149,-0.828608857,0.7167571154,0.612305526,-0.6720368148,0.4614530803,0.1589987238,0.4605505618,0.2101791365,0.187934347,0.4114228496,0.121507384,0.0862455899,0.2250811535,0.4575696255,0.6383635436,-1.0112334,-0.1921290497,0.08099619141,0.6882328832,0.2551907161,0.5994367908,-0.9525467818,1.027429192,0.8187700359,-1.252449236,0.552394886,0.1243870177,0.5286957343,0.2103048854,0.4516993613,1.095676254,0.04041970366,0.3396457349,-0.716727669,-0.1432996299,0.1565006946,0.7930601346,-0.3360436103,0.241270028,-0.5976655799,0.5685427543,0.7548823419,-1.167980394,-0.06230954909,0.2009132163,-0.6344312017,-0.3404754306,0.2348698432,0.8086340503,0.009521989665,0.1637544199,0.8089814627,0.1921405857,0.8210123603,1.30056936
619,0.9203505293,0.5934168209,-0.8266669863,0.7186695733,0.6126389482,-0.6707652225,0.4625681714,0.1606578585,0.4601579453,0.2106108694,0.1890047511,0.4112932391,0.1220747128,0.0868601392,0.225089393,0.4550818077,0.6392976518,-1.009872222,-0.1909390779,0.08208139652,0.6879370608,0.2546201218,0.6018042804,-0.9536767953,1.011588385,0.8175460107,-1.256708354,0.552513958,0.1272228803,0.5322215042,0.2108440224,0.4529823266,1.091453515,0.04181769331,0.3407189695,-0.7174538362,-0.1430942274,0.1584633327,0.7936560777,-0.3361425108,0.2404865614,-0.597827362,0.5669354113,0.7563442379,-1.166791757,-0.06111278799,0.2018528614,-0.6352188325,-0.3394123849,0.2352166716,0.8083862877,0.007847191807,0.1637057804,0.8080114588,0.192851763,0.8210556672,1.30050918
620,0.9225041463,0.5935792389,-0.8247654202,0.7206040589,0.6130189501,-0.6694883352,0.4637584829,0.1623488635,0.4598120365,0.2110831199,0.1901069642,0.411161415,0.1227098371,0.08749754494,0.2250889325,0.4525077201,0.63999042,-1.008357342,-0.1896689336,0.08319541966,0.6876347608,0.2541573518,0.6040195454,-0.9547258799,0.9955543404,0.8161125123,-1.260676727,0.5522721004,0.1301351961,0.5360182402,0.211367206,0.4543356494,1.087127732,0.04320557328,0.3417745034,-0.7181438182,-0.1428481573,0.1605111441,0.7942617849,-0.3361327309,0.2397795208,-0.5980129919,0.56523448,0.7577631621,-1.165514227,-0.05985852833,0.20275336,-0.6360245167,-0.3382733533,0.235571075,0.8081109759,0.00632616557,0.163626624,0.8070094048,0.1936078727,0.8211219468,1.300375072
621,0.9246096195,0.5938128704,-0.822906642,0.7224711953,0.613432656,-0.6682412946,0.4649692972,0.164000736,0.4594712569,0.2116291074,0.1911833612,0.4110514146,0.1234007867,0.0881315144,0.225111297,0.4499771782,0.639932978,-1.006505862,-0.1883312851,0.08426522999,0.6873718379,0.2537172039,0.6060210804,-0.9555671952,0.9793977674,0.8149815966,-1.26389226,0.551062918,0.1330125714,0.5403130999,0.2117710914,0.4557144808,1.083196744,0.04449698714,0.342685825,-0.718719573,-0.1425927963,0.1625569919,0.7948528942,-0.3359497746,0.239092225,-0.5981573952,0.5635913603,0.7589721017,-1.164164645,-0.05864104332,0.2035930017,-0.6367100261,-0.3371924001,0.2359198655,0.8078237761,0.005022807905,0.1634660109,0.8060705195,0.1943957192,0.8211887054,1.300160322
622,0.9266471533,0.5940721248,-0.8210928009,0.7241816181,0.6138671404,-0.6670589226,0.4661459179,0.1655422415,0.4590943612,0.212282153,0.1921761136,0.4109874935,0.1241357456,0.08873565279,0.2251882471,0.4476193547,0.6386167132,-1.004133721,-0.1869386819,0.08521768383,0.6871945116,0.2532147514,0.607747644,-0.9560736503,0.963191054,0.814666451,-1.265894748,0.5482800822,0.1357454037,0.5453340861,0.2119531668,0.4570749391,1.080158689,0.04560563881,0.3433265087,-0.7191024861,-0.142359526,0.1645135757,0.7954053424,-0.3355290322,0.2383678309,-0.5981951894,0.5621572344,0.7598037061,-1.162759624,-0.05755427604,0.204350318,-0.6371368013,-0.3363034135,0.2362498886,0.8075407441,0.004001225748,0.1631729207,0.8052902081,0.1952022031,0.8212332542,1.299858465
623,0.9286068689,0.5943825528,-0.8191158543,0.7258702515,0.6142357968,-0.6656880341,0.4673799131,0.166997355,0.4589564576,0.2129446525,0.1931483788,0.4111005788,0.1249026192,0.08929245203,0.2254313702,0.4451327131,0.6365674212,-1.001342193,-0.1855094061,0.08614527716,0.687206712,0.2527524309,0.6091031068,-0.9560872819,0.9460182122,0.8140143908,-1.266884023,0.5445697021,0.1386901949,0.5513315856,0.212089736,0.4585955522,1.07727202,0.04652420928,0.3437719506,-0.7191692492,-0.1422667122,0.1667897481,0.7962586437,-0.3349294134,0.2376919335,-0.5979182353,0.5607796134,0.760272801,-1.161004075,-0.05649687759,0.2048481187,-0.6373088707,-0.3354881673,0.2364881916,0.8073295896,0.003343649727,0.162723147,0.8047394515,0.1960607611,0.8213071891,1.299592446
624,0.9306191291,0.5948136272,-0.8168322664,0.7277851458,0.6145321699,-0.6639430029,0.4688570951,0.1684807944,0.4592655025,0.2136451681,0.1942047759,0.4114741147,0.1258153716,0.08983717487,0.2259098444,0.4424004863,0.6344896286,-0.9983006002,-0.1839495293,0.08717276293,0.6874527542,0.2525618686,0.6101056342,-0.9556353854,0.9276029214,0.812080212,-1.267356834,0.5408758222,0.1421269917,0.5582292094,0.2124219184,0.4604226541,1.073815981,0.0474604025,0.3441641798,-0.7189029803,-0.1422291829,0.1696337531,0.7976080095,-0.3341212925,0.2371299243,-0.5972689998,0.5593602682,0.7605511725,-1.158718189,-0.05521077642,0.2050274168,-0.6373160925,-0.3344769134,0.2366348935,0.8072459746,0.003103911269,0.1621818262,0.8043986515,0.1970516559,0.8215001032,1.299456895
