frame,AA01_data.tx,AA01_data.ty,AA01_data.tz,AA02_data.tx,AA02_data.ty,AA02_data.tz,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz
1092,0.8918646677,0.5840595316,-0.5857671848,0.6514440911,0.6014074342,-0.4959592342,0.4583849548,0.1818862226,0.4128859254,0.2020351662,0.2481413703,0.3943707723,0.08814521259,0.1700413352,0.2107313875,0.2450461219,0.6257030069,-0.9918644339,-0.1078966707,0.1508053079,0.7677216243,0.1598656991,0.4606779092,-0.8111047758,0.4346312132,0.7652986338,-1.122689385,-0.1177387483,0.06427343659,0.6677399799,-0.237980969,0.2152070135,0.8455100597,0.009239809023,0.3324083388,-0.7246449554,0.03578373374,0.1880499603,0.8687022657,-0.3804267125,-0.09003061999,-0.1639223968,0.1778304811,0.5737121816,-0.8981900425,-0.0353082704,0.231017485,-0.6465173949,-0.4234468266,-0.1172709059,0.3658855153,0.1702836812,0.02861173022,0.482190949,0.01759001699,0.6239362181,1.127594794
1093,0.8932401215,0.5846454157,-0.5858523325,0.6528440093,0.6024815262,-0.4961310446,0.4588078418,0.182043096,0.412813097,0.202954121,0.2484745324,0.3945234786,0.08904985747,0.1709010793,0.2105454193,0.2450751342,0.6266198001,-0.9927892642,-0.1086059266,0.1505805768,0.7672782013,0.1602899312,0.4612770596,-0.8116516591,0.4351691705,0.7671025691,-1.125706618,-0.1162605351,0.0640860809,0.6679181927,-0.2378561685,0.2142745046,0.8446683583,0.01000371601,0.3333751482,-0.725293052,0.03536766386,0.1869729973,0.8683820726,-0.3812058857,-0.08958019198,-0.1642033898,0.1778520523,0.5746047591,-0.8989733085,-0.03334382968,0.2312458191,-0.6466875703,-0.4233123618,-0.1169708434,0.3653739453,0.1705520554,0.02850376005,0.4815764997,0.01813134079,0.6239487197,1.128531714
1094,0.8951770731,0.586130397,-0.5852730853,0.6546698365,0.6038530607,-0.4959788769,0.4593516689,0.1821017019,0.4126068961,0.2038102996,0.2488159396,0.3944786512,0.08987564186,0.1716222133,0.2103163804,0.2454745208,0.6272900081,-0.9934409539,-0.1087897782,0.1503823681,0.7668239733,0.1622473621,0.4617111465,-0.8112109801,0.4359932427,0.7686004011,-1.128443346,-0.1154403437,0.06384456968,0.6679505195,-0.2378658738,0.2134638803,0.8439420649,0.01288743489,0.3340958827,-0.7252275493,0.03583731516,0.1863748515,0.8678274404,-0.3820045821,-0.08927912182,-0.1641469977,0.1789980709,0.57496404,-0.8992853426,-0.03006106079,0.2314937706,-0.6460299802,-0.4233962013,-0.1165468128,0.3650397193,0.1713668477,0.02875893782,0.4814187729,0.01852265168,0.6239087924,1.129356313
1095,0.8977546673,0.5879548608,-0.5841882178,0.656951857,0.6053249927,-0.4955068689,0.4600801915,0.1819983622,0.412285603,0.2047181239,0.2490852704,0.3942552046,0.09075046579,0.1721754731,0.2100259703,0.2458738423,0.6279451477,-0.993977973,-0.1085063413,0.1500641987,0.7662717328,0.1650360103,0.4617838279,-0.8101695505,0.4369427208,0.7700359484,-1.131212498,-0.1150290743,0.06339130961,0.6677910837,-0.2377358224,0.2126499834,0.8433200034,0.01695051344,0.3344459158,-0.724877982,0.03658647896,0.18588435,0.8671346649,-0.3828250406,-0.08916812539,-0.1638159974,0.1804441038,0.5749610354,-0.8993320849,-0.02608129388,0.2315440457,-0.6449744206,-0.4237277797,-0.1160625839,0.3647592109,0.1724426983,0.02883322481,0.4813892947,0.01890082949,0.6236582308,1.130130073
1096,0.9007924643,0.58937011,-0.5829329698,0.6595417415,0.6066656478,-0.494809558,0.4609366574,0.1817784415,0.4119548559,0.2057525598,0.24927684,0.3939907595,0.09176438775,0.1726503598,0.2097192951,0.245816383,0.6288935913,-0.9945751606,-0.1080661093,0.1495999807,0.76560505,0.1675262906,0.4614439413,-0.8091445508,0.4378060705,0.7717251633,-1.134354259,-0.1144796927,0.0627267614,0.6675229772,-0.2372331902,0.211780882,0.8427808089,0.02066866838,0.3344769999,-0.7247747599,0.03678164393,0.1851182241,0.8664927387,-0.3837202455,-0.08917163272,-0.1633726745,0.1811258284,0.5749577659,-0.8994064081,-0.02233435092,0.2312529529,-0.6440910215,-0.4242700245,-0.1155698067,0.3644090179,0.1733560858,0.02824294362,0.4811208879,0.01939818725,0.6231782969,1.130974975
1097,0.9041784096,0.5905867147,-0.5814634868,0.6623688529,0.6079627194,-0.493890755,0.4618461693,0.1815171522,0.4116471945,0.2068358031,0.2494655391,0.3937232157,0.09283324781,0.1731076279,0.2094401069,0.245426205,0.6300498947,-0.9951544839,-0.1075152423,0.1491101806,0.7648995758,0.1699068753,0.460818769,-0.8079983993,0.4386157404,0.7735782369,-1.137725561,-0.1138586015,0.06198268642,0.6672151233,-0.2365088718,0.2109627294,0.8423490083,0.02430244296,0.3342898879,-0.7247313222,0.03661902101,0.1842672345,0.8659000052,-0.3847222839,-0.08922760203,-0.1627863069,0.181321948,0.574928656,-0.8994230299,-0.01863846072,0.2307409318,-0.6432011135,-0.4250118791,-0.1150139191,0.3640684923,0.1741883963,0.02726260261,0.4807745402,0.01993512641,0.6226052847,1.131891793
1098,0.9078644779,0.5917795316,-0.5797642138,0.6654260557,0.6092631517,-0.4927819706,0.4627945032,0.1812034942,0.4113449804,0.2079506049,0.249640601,0.3934428222,0.09393437983,0.173531373,0.2091803574,0.2448927856,0.6313122935,-0.9956648032,-0.1068406837,0.1486106739,0.7641768677,0.1724315693,0.4600101768,-0.8066301341,0.4394697804,0.7754964994,-1.141202309,-0.1131723381,0.06119112715,0.6668779154,-0.2356550264,0.2101929272,0.8419977806,0.02817742533,0.3339555461,-0.7246046125,0.03635361522,0.1834122873,0.8653026992,-0.3857995353,-0.08933296809,-0.1620926636,0.1813763157,0.5748269216,-0.899326737,-0.01474686093,0.2300946135,-0.6421750499,-0.4258807804,-0.1144255102,0.3637487743,0.1750818292,0.02607703072,0.4804513972,0.02048855094,0.6219528862,1.132851434
1099,0.911802742,0.5931236214,-0.5778204367,0.6687061632,0.6106138425,-0.4915149338,0.4637673233,0.1808265401,0.4110305686,0.2090795974,0.2497913842,0.3931398214,0.09504497233,0.1739058386,0.2089320234,0.2444053445,0.6325791924,-0.9960544293,-0.1060294655,0.1481175574,0.7634583363,0.1753541297,0.4591202995,-0.804939239,0.4404659243,0.7773819741,-1.144659869,-0.1124275035,0.06038432346,0.6665215032,-0.2347638891,0.209469009,0.8417001813,0.03261909469,0.3335453573,-0.7242518417,0.03624047396,0.182633867,0.864646674,-0.3869204939,-0.08948475266,-0.1613275764,0.1816325772,0.5746057645,-0.8990620019,-0.01041285948,0.229401077,-0.6408835768,-0.4268043376,-0.113835035,0.3634611202,0.1761786469,0.02487149703,0.4802517014,0.02103529405,0.6212347848,1.133824655
1100,0.9159454527,0.5947942716,-0.575618336,0.6722019642,0.6120616457,-0.4901216241,0.4647501817,0.180375447,0.4106862778,0.2102052907,0.2499073873,0.3928044209,0.0961420639,0.1742154305,0.2086870754,0.2441527847,0.6337490802,-0.9962711016,-0.1050687049,0.1476471595,0.7627652145,0.1789283123,0.4582514341,-0.8028256656,0.4417015239,0.7791373662,-1.14797307,-0.1116307485,0.05959472776,0.6661557557,-0.2339277715,0.2087886838,0.8414291065,0.03795284403,0.3331310072,-0.7235304973,0.03653472593,0.1820119196,0.8638774053,-0.3880537596,-0.08968008981,-0.1605269672,0.1824341477,0.5742182163,-0.898572962,-0.005389802769,0.2287477596,-0.6391978539,-0.4277103509,-0.113272847,0.363216893,0.177621255,0.02383166245,0.4802747463,0.02155213256,0.6204646643,1.134782023
1101,0.9202450975,0.5969670077,-0.573145003,0.6759062434,0.6136533761,-0.4886342911,0.4657285204,0.1798394666,0.410294362,0.2113100702,0.2499782607,0.3924267688,0.09720254209,0.1744447278,0.2084374496,0.2443236515,0.6347204594,-0.9962619894,-0.1039456011,0.1472160468,0.7621185349,0.1834079113,0.4575059469,-0.8001898443,0.4432735032,0.7806660401,-1.151016222,-0.110788762,0.05885501472,0.6657902362,-0.2332390611,0.2081498694,0.8411572643,0.04450400153,0.332784385,-0.7222983517,0.03749160836,0.1816257765,0.8629400021,-0.3891680287,-0.0899162436,-0.1597268705,0.1841241993,0.5736170175,-0.8978034181,0.0005689519172,0.2282223746,-0.6369894654,-0.4285268238,-0.1127692279,0.363027547,0.179552264,0.02314353008,0.480618862,0.02201579971,0.619656217,1.13569389
1102,0.9246544375,0.5998175932,-0.5703884197,0.6798117966,0.6154358165,-0.4870854619,0.4666876756,0.1792079543,0.4098369854,0.2123761988,0.2499938148,0.3919969311,0.09820314581,0.174578489,0.2081750219,0.2451061088,0.6353917889,-0.9959737145,-0.1026474307,0.1468410253,0.7615391129,0.1890467905,0.4569861936,-0.7969326839,0.4452783329,0.781871986,-1.15366315,-0.1099082611,0.05819808552,0.6654341866,-0.2327902198,0.2075507152,0.8408571548,0.05259785071,0.3325775011,-0.720413467,0.03936648313,0.1815541199,0.8617792253,-0.3902320855,-0.09019061831,-0.158963452,0.1870456586,0.5727545283,-0.8966968528,0.007710060104,0.2279128362,-0.6341304222,-0.4291819681,-0.1123544115,0.3629046105,0.1821145322,0.02299339429,0.4813814313,0.02240299648,0.6188231518,1.136530374
1103,0.9291265228,0.6035220203,-0.567337401,0.6839114387,0.6174557268,-0.4855079362,0.4676128837,0.1784703771,0.4092961995,0.2133858202,0.2499440259,0.3915048734,0.09912047126,0.1746016536,0.2078915842,0.2466879334,0.6356614393,-0.9953523977,-0.1011615427,0.1465391369,0.7610475376,0.1960989078,0.4567944529,-0.7929555594,0.4478120253,0.7826597735,-1.155787247,-0.108995984,0.05765706681,0.665096523,-0.2326737816,0.2069896149,0.8405010584,0.06255964973,0.3325824177,-0.7177341966,0.04241484219,0.1818749878,0.8603395133,-0.3912147931,-0.09050076126,-0.1582730241,0.1915412159,0.5715826735,-0.8951964679,0.01628020991,0.227907191,-0.630493154,-0.4296042037,-0.1120586036,0.3628596636,0.185451191,0.02356778893,0.4826589386,0.02269040146,0.6179792019,1.137261346
1104,0.9336146863,0.60825649,-0.5639814996,0.6881980061,0.6197598566,-0.4839347689,0.4684892912,0.1776163195,0.4086539232,0.2143209655,0.249819038,0.3909404443,0.09993098125,0.1744993404,0.2075788236,0.2492565276,0.6354276607,-0.9943437268,-0.09947535257,0.1463276511,0.7606641686,0.2048183329,0.4570328732,-0.788160289,0.4509701495,0.7829344937,-1.157261547,-0.1080586836,0.05726530449,0.6647858417,-0.2329823497,0.2064652096,0.8400610318,0.07471464979,0.3328711952,-0.7141191837,0.04689230272,0.1826658209,0.8585650149,-0.3920850846,-0.09084435811,-0.1576920568,0.1979533456,0.5700529169,-0.8932452421,0.02652613814,0.2282935574,-0.6259504924,-0.4297221497,-0.1119119978,0.3629043122,0.1897056497,0.0250534351,0.4845470494,0.02285467914,0.6171381316,1.137856422
1105,0.9387083419,0.6139686691,-0.5600389138,0.6927585361,0.6226146123,-0.4822273224,0.4695554503,0.1766873199,0.4078206141,0.215292744,0.2496657393,0.3901795885,0.100774952,0.1742339306,0.207194136,0.2514014279,0.6348779506,-0.993506636,-0.09760999289,0.1460241323,0.7602407526,0.2146533602,0.4570341173,-0.7824925905,0.4537279857,0.7828962155,-1.158837168,-0.1073004829,0.05697520124,0.664529006,-0.2334802814,0.2059750145,0.8395377809,0.08859314887,0.3327915126,-0.7102024679,0.05156516955,0.1834281872,0.8563652359,-0.3928646216,-0.09136258798,-0.1569142435,0.2050254545,0.5676190567,-0.8910961408,0.03762753984,0.2282759523,-0.6209357083,-0.4296684445,-0.1118100611,0.3630625441,0.1939313856,0.02663598277,0.4869585503,0.02298499844,0.6162182183,1.138329936
1106,0.9447028443,0.62035538,-0.5554303484,0.6976113718,0.6260421154,-0.4803043858,0.4708998772,0.1756729996,0.4067494342,0.2163407268,0.2494806317,0.3891511274,0.1017071034,0.1737791322,0.2066997488,0.2522047214,0.6342331278,-0.9931836606,-0.09562913569,0.1454856896,0.7596537347,0.2249711488,0.4563477505,-0.7760894539,0.4554812571,0.7827563759,-1.161041367,-0.1068400345,0.05668483409,0.6642960609,-0.2339607087,0.2054805855,0.8389395064,0.1034992817,0.3319426406,-0.70648822,0.05549306961,0.1837867613,0.8537459455,-0.3936523335,-0.092127852,-0.1557900935,0.2116961101,0.564096873,-0.8889585996,0.04882525134,0.2273756341,-0.6158425055,-0.4296528578,-0.1116803952,0.3632947889,0.1974575334,0.02766832719,0.4896826461,0.02312981418,0.6151142554,1.138709473
1107,0.9511442287,0.6272526325,-0.5504251648,0.7026785097,0.629753858,-0.4782616518,0.4723226742,0.1745318447,0.4055184695,0.2173775464,0.2492176069,0.3879536147,0.1026165637,0.1731686655,0.2061248383,0.2526261553,0.6334488994,-0.9929748584,-0.09354496094,0.1448278724,0.7589904275,0.2359429122,0.4554105467,-0.7691171892,0.456986384,0.7824474122,-1.163392969,-0.1065138933,0.05638189886,0.6640427207,-0.2345226988,0.2049638742,0.8382778993,0.1194606531,0.330783101,-0.7026156221,0.0594096991,0.1840472982,0.8508251353,-0.3944827346,-0.09302659363,-0.1545575902,0.2186361506,0.5599879455,-0.8866901452,0.06050210273,0.2261656494,-0.6104577897,-0.4296717792,-0.1115815862,0.3635522753,0.2008860385,0.02862691208,0.4926621913,0.02322846639,0.6138561439,1.13900459
1108,0.9576393508,0.634550191,-0.5452814633,0.7079415399,0.633505586,-0.4761834381,0.4737003343,0.1732720084,0.4042229917,0.2183887784,0.2488689637,0.3867010224,0.1034694375,0.1724664304,0.20551447,0.2536861573,0.6324974443,-0.992470703,-0.09129339164,0.1441970164,0.7583539329,0.2478089409,0.4546772828,-0.7617320666,0.4590546688,0.781924967,-1.165403129,-0.1060783364,0.05608186454,0.6637424352,-0.2351923549,0.2044330367,0.8375796622,0.136578784,0.3297875175,-0.6982123056,0.06412361968,0.1845527575,0.8477360736,-0.3953006271,-0.09394378499,-0.1534363669,0.2265810338,0.555809657,-0.8841399706,0.07311939441,0.2252329837,-0.6045556692,-0.4296333382,-0.1115630895,0.3638057024,0.2049024356,0.03002503241,0.4958571822,0.02327457688,0.6125163513,1.139234075
1109,0.9637945802,0.6421385453,-0.5402578024,0.7133813659,0.6370531254,-0.4741535824,0.4749096141,0.1719021482,0.4029580135,0.2193601545,0.248427267,0.3855071171,0.1042322278,0.17173641,0.204913234,0.256405055,0.6313496825,-0.9912611374,-0.08880974239,0.1437395401,0.7578466655,0.2608109706,0.4546025254,-0.7540919259,0.4624972126,0.7811441407,-1.16658256,-0.1052893223,0.05579925331,0.6633685192,-0.2359954901,0.2038960973,0.8368712322,0.1549564572,0.3294327465,-0.6929075519,0.07044447838,0.1856443077,0.8446110241,-0.396050095,-0.09476558127,-0.152646684,0.2362679007,0.5520784218,-0.8811586241,0.08714004962,0.2251652271,-0.5979121731,-0.4294455436,-0.1116749376,0.364025728,0.2101937441,0.03237427527,0.4992258302,0.02326222884,0.61116728,1.139416301
1110,0.9692156907,0.649909084,-0.5356133187,0.7189781332,0.6401524655,-0.4722554683,0.4758275366,0.1704314374,0.4018183137,0.2202775541,0.2478853401,0.3844854877,0.104871846,0.1710426729,0.2043652805,0.2618030469,0.6299752291,-0.98893544,-0.08602872161,0.1436019771,0.7575703902,0.2751922103,0.4556408804,-0.7463561096,0.4681248857,0.7800594732,-1.166441417,-0.1039025061,0.05554762522,0.6628941915,-0.2369576434,0.2033609402,0.836178797,0.1746977241,0.330198173,-0.6863322162,0.07918300898,0.1876612827,0.8415813344,-0.396674483,-0.09537930852,-0.1524093896,0.2484356567,0.5493097905,-0.8775978394,0.1030286278,0.2265507666,-0.5903051667,-0.4290162989,-0.1119677247,0.3641830084,0.2174484594,0.03618456283,0.5027246102,0.02318598143,0.6098812585,1.139569266
1111,0.9745705355,0.6589881555,-0.5305617471,0.7243597584,0.6437601707,-0.4704529773,0.4766914986,0.1689301537,0.4007243048,0.2211832295,0.247302849,0.3834870793,0.1054889779,0.1702982569,0.2038482013,0.2679486537,0.6276221885,-0.9864048637,-0.08339921819,0.1436009797,0.7575259474,0.2909986927,0.4569008898,-0.7378814214,0.4741151601,0.7783144756,-1.165576146,-0.1023511761,0.05545258635,0.6623821458,-0.2384273093,0.2030579109,0.835541928,0.196930394,0.331447258,-0.6787717871,0.08924795932,0.1900288515,0.8381073736,-0.3971767254,-0.09593879706,-0.1523555281,0.262183028,0.5459642199,-0.8733448575,0.1209869988,0.2279439517,-0.5815499023,-0.4281677921,-0.1124056018,0.3644709167,0.225385194,0.04083201363,0.5069515422,0.02298545867,0.6087103848,1.139677742
1112,0.9805257869,0.6698713151,-0.5246864974,0.729442603,0.6484507548,-0.4687651903,0.4777387949,0.167347607,0.3994021569,0.2221299619,0.2466481378,0.3822041113,0.1061765419,0.1693564918,0.2031671851,0.2731158861,0.6241016587,-0.9845170565,-0.08112118218,0.1434435762,0.7574646472,0.3080125713,0.4576122635,-0.7284011006,0.4790038785,0.7758737465,-1.164811592,-0.1010125728,0.05546913059,0.661735589,-0.2404666102,0.2029709356,0.8348105561,0.2219382132,0.3324569186,-0.670840545,0.09945261746,0.1921048837,0.8337306603,-0.3976016437,-0.09664218687,-0.1522657911,0.2764428204,0.5409899847,-0.8686345994,0.1406169028,0.2282299536,-0.5719573366,-0.4269131474,-0.1129789451,0.3648368391,0.2328719568,0.04549817375,0.5120058439,0.02268766029,0.607488003,1.139605437
1113,0.9866698413,0.6815176504,-0.5186506414,0.7346220403,0.6534235503,-0.4672119838,0.4788198544,0.1655967106,0.3978305931,0.2230921312,0.2458574591,0.3806767149,0.1068672914,0.1682560115,0.20227579,0.2786279219,0.6201962991,-0.9826326012,-0.07878833354,0.1432165475,0.7572807019,0.3260757531,0.4583974059,-0.7184934734,0.4841351431,0.7731300588,-1.163874066,-0.09958844038,0.05545135772,0.6608630475,-0.2427072332,0.2028477132,0.833887064,0.2485529894,0.3335716212,-0.6625087216,0.1104306548,0.194241082,0.828869859,-0.3979675008,-0.09741582629,-0.1524057355,0.2917014325,0.5356097676,-0.8637046002,0.1614779905,0.2284912603,-0.5618901335,-0.4254690207,-0.1137084969,0.3650635738,0.2407971896,0.05048414647,0.517276077,0.02237190898,0.6060960685,1.139321056
1114,0.9925940104,0.6929349915,-0.5129230287,0.7402953729,0.6579241961,-0.4656231392,0.4797836596,0.1637298492,0.3962246268,0.2240399569,0.244995282,0.3791657492,0.1074975045,0.1671383743,0.2013539263,0.2858270747,0.6166582456,-0.9799355397,-0.07600430727,0.1431658245,0.7570931249,0.3450493593,0.4598783638,-0.7085405501,0.4908707628,0.7704308195,-1.162324279,-0.09778534994,0.05540095852,0.6599082401,-0.2447960755,0.2025987497,0.8328889043,0.2756276432,0.3351434296,-0.6535375999,0.1228027539,0.1969646042,0.8241666282,-0.398270306,-0.09814381402,-0.1527965779,0.3084661705,0.5310280112,-0.8586081923,0.1831544154,0.2298233483,-0.5514942084,-0.4240429598,-0.1145129799,0.3651795571,0.2500508605,0.05622950383,0.5223944243,0.02208002227,0.6046256895,1.138967628
1115,0.9978867667,0.7031321563,-0.5079720543,0.7468577946,0.6611978949,-0.4638265077,0.4804798204,0.1617996638,0.3947996521,0.224944274,0.2441261168,0.3779322854,0.1080043407,0.1661451437,0.2005815092,0.2960576742,0.6142385938,-0.9756099151,-0.07237155967,0.1435360264,0.7570208605,0.3647964161,0.4626788764,-0.6989253847,0.5005736625,0.7681208809,-1.159721954,-0.09530936049,0.05531847431,0.6590154372,-0.246379761,0.2021330196,0.8319342371,0.3020158945,0.337530846,-0.64368888,0.137191429,0.2008014473,0.8202617448,-0.3985050893,-0.09871102989,-0.1534594763,0.3272481662,0.5284486987,-0.8533998066,0.2052334548,0.2333250319,-0.5409179435,-0.4228416986,-0.1153109977,0.3652133597,0.2615245007,0.06317108508,0.5269917239,0.0218545299,0.6031676988,1.138688483
1116,1.002461745,0.7136877322,-0.5031327566,0.753330724,0.6640637239,-0.462024064,0.4809234432,0.159789092,0.3935873448,0.2257927736,0.2432806061,0.3770044477,0.108378952,0.1652365045,0.2000696585,0.3083610301,0.6114051176,-0.9701370011,-0.06873251707,0.1442382105,0.7570071863,0.3865647748,0.4661296327,-0.6888623229,0.5116902787,0.7655949765,-1.155869225,-0.09259362334,0.05535202468,0.6582546569,-0.2481101226,0.2017866977,0.8311765059,0.3298774068,0.3408509967,-0.6324861688,0.153650072,0.2053599218,0.8165295411,-0.3986752771,-0.09909161845,-0.154367096,0.3478755857,0.5266954751,-0.8475125342,0.2288284421,0.2377493772,-0.5295496825,-0.421428385,-0.1162099251,0.3654244814,0.2748253552,0.07113970165,0.5319725561,0.0215323352,0.6018460632,1.138547398
1117,1.006692444,0.7261404428,-0.4976778028,0.7589819171,0.6675097707,-0.4604375463,0.4812912466,0.1576123218,0.3924388125,0.2266452827,0.2423852657,0.376189452,0.1087139676,0.1642401169,0.199732902,0.3211876185,0.6067621616,-0.9644236658,-0.06576479546,0.1449891194,0.7569446436,0.411079822,0.4693469649,-0.6776392481,0.5223743837,0.7622329585,-1.151034877,-0.09004931105,0.05554050361,0.6575521022,-0.2505617837,0.2017718563,0.83059803,0.3612372827,0.3448017837,-0.6198949298,0.1717076756,0.2099731468,0.8121501545,-0.3987421516,-0.09940807078,-0.1554737183,0.3698792749,0.5241412765,-0.8406184157,0.2548603969,0.2415334357,-0.5169559073,-0.4193782369,-0.1173621664,0.3659249501,0.2890520641,0.0796458571,0.5380928846,0.02103822688,0.6006165325,1.138463212
1118,1.010800871,0.7394841372,-0.4919907354,0.7645213613,0.671077891,-0.4589326255,0.4816333047,0.1552573518,0.3912854722,0.227538244,0.2413854013,0.3754067341,0.1090554428,0.1631360004,0.1994462392,0.3349427355,0.601309342,-0.9583037984,-0.06286197511,0.145772715,0.7568676978,0.4373707337,0.4726770314,-0.6657619624,0.5334929678,0.7584002776,-1.145487813,-0.08738891239,0.05575255607,0.6568281858,-0.2533047129,0.2018407297,0.8300548931,0.3946962183,0.3491607591,-0.6063508917,0.1911626481,0.2147887866,0.8074620789,-0.3986823792,-0.09973122988,-0.1567800684,0.3932741148,0.5213561503,-0.833142902,0.2825821213,0.2453449635,-0.5035667304,-0.416956327,-0.1187201529,0.3665144247,0.3042945533,0.08867693731,0.5447486788,0.02050829661,0.5993480316,1.138355656
1119,1.014926619,0.7527806535,-0.4863487813,0.7705780619,0.6743773534,-0.4572694473,0.481923133,0.1528264227,0.3901885007,0.2284301627,0.2403356534,0.3746996219,0.1093738359,0.162001204,0.1992124191,0.3499585281,0.5960780412,-0.9515113953,-0.05949620027,0.1466985436,0.7569390697,0.4643932202,0.4765162561,-0.6536264694,0.5458370949,0.7544835734,-1.139401657,-0.0844017873,0.05597684294,0.6561367237,-0.255989316,0.2018725663,0.8295279524,0.4287813389,0.353759609,-0.5921715137,0.2117336754,0.2200907504,0.8029281736,-0.398542506,-0.1000626765,-0.1581461374,0.4180018876,0.5189483766,-0.8254054412,0.3111764674,0.2499083624,-0.4896913369,-0.4144997056,-0.1201372853,0.3671329682,0.3205674955,0.09833664157,0.5514700763,0.01999060076,0.5980595199,1.13824663
1120,1.019206647,0.7650902894,-0.4810251859,0.7777794884,0.6770165823,-0.4552060407,0.4821344602,0.1504222049,0.3892083873,0.2292796192,0.2392910638,0.3741109462,0.1096398122,0.1609129602,0.1990336197,0.3665701493,0.5920998023,-0.9437848145,-0.05513951215,0.1478753034,0.7573214197,0.4911048779,0.4812628357,-0.6416323487,0.5601993306,0.7508664471,-1.13295114,-0.08087744267,0.05620171305,0.6555315805,-0.2582663875,0.2017455082,0.8289988379,0.4620198277,0.3584335216,-0.5776762142,0.2331395626,0.2261661023,0.7990093052,-0.398369295,-0.10040319,-0.1594321784,0.4440068034,0.517525336,-0.8177287882,0.3398290942,0.2559494641,-0.475643587,-0.4123449108,-0.1214660884,0.3677193634,0.3378864387,0.1087268359,0.5577864744,0.0195332231,0.5967699526,1.138157818
1121,1.023775192,0.7754717971,-0.4762891769,0.7867515252,0.6786031167,-0.4524982967,0.4822412441,0.1481477946,0.3884049177,0.2300452808,0.2383070757,0.3736830218,0.1098242595,0.1599486819,0.1989114336,0.3851158872,0.5904062986,-0.9348668509,-0.04926385032,0.149410801,0.7581773708,0.5164652784,0.4873168471,-0.6301829047,0.5773738394,0.747929384,-1.12631212,-0.07660553659,0.05641519358,0.6550666626,-0.2597871206,0.2013365547,0.8284499799,0.492938983,0.3630213253,-0.563186563,0.2550992152,0.2333051409,0.7961642474,-0.3982097406,-0.1007527331,-0.1604987292,0.4712356046,0.5176935356,-0.8104390996,0.3677285899,0.2641956024,-0.4617421455,-0.4108279352,-0.1225581805,0.3682110558,0.3562678406,0.1199475745,0.5632264951,0.01918427728,0.5954982749,1.138110691
1122,1.027357471,0.7855755581,-0.472198359,0.7959380752,0.6792549034,-0.4498827728,0.4820001591,0.1458094811,0.3875747004,0.2307473108,0.2373465169,0.3734101416,0.1098191852,0.1590793452,0.1988434849,0.4060928596,0.5892632975,-0.9247356451,-0.04337831566,0.150956478,0.7589432725,0.5431273717,0.494731995,-0.6185927806,0.5971731249,0.7447152568,-1.118623988,-0.07194000887,0.05665415884,0.6545023445,-0.2609232258,0.2007520169,0.8278593049,0.5243042171,0.3683060155,-0.5475849122,0.2789891216,0.2413878923,0.7935585628,-0.3979965572,-0.1009521156,-0.1618866346,0.5004779615,0.519060198,-0.8027827513,0.3961886056,0.2741372568,-0.4474043057,-0.4094821046,-0.1236643224,0.3686502426,0.376440392,0.1324940103,0.5683303992,0.01863286027,0.5942465427,1.138045354
1123,1.029403526,0.796904485,-0.4684259982,0.8041715331,0.6793840596,-0.4477910816,0.4813753446,0.1432399058,0.3866915991,0.2314611181,0.2363457943,0.3733468961,0.1096373977,0.1582178958,0.1989323793,0.4293361574,0.5869191086,-0.9135715798,-0.03852374234,0.1523175289,0.7593694928,0.5731025404,0.5030537638,-0.6061261402,0.6187153116,0.7404249287,-1.10932767,-0.06719847696,0.05697099274,0.6538116474,-0.2621420569,0.2002000564,0.827346635,0.5586325161,0.3746896721,-0.5300638825,0.3056021197,0.2500884647,0.790522237,-0.3976446327,-0.1009477101,-0.1638147191,0.5320780831,0.520795361,-0.7940761005,0.4265269072,0.2848045554,-0.4319975833,-0.4077772166,-0.1250041116,0.3692403767,0.3986619056,0.1464451566,0.5738805327,0.01775979213,0.5930481535,1.138003313
