C1P1T09_inf_data.tx,C1P1T09_inf_data.ty,C1P1T09_inf_data.tz,C1P1T09_inf_data.rx,C1P1T09_inf_data.ry,C1P1T09_inf_data.rz
3.751737834,0.05007504285,0.7973899018,3.206941899,11.53137753,55.11728327
3.751203265,0.0504895417,0.7976398716,3.218418746,11.54987428,55.0862949
3.750707302,0.05085336032,0.7978487412,3.229453973,11.56595103,55.05726439
3.750252398,0.05116385814,0.798014187,3.240056356,11.57951907,55.03030041
3.749841004,0.05141834423,0.798133921,3.250234674,11.59048959,55.00551157
3.749464445,0.05162921169,0.7982209396,3.260059103,11.5994023,54.98242504
3.749111197,0.05181225814,0.7982918578,3.269495287,11.60693267,54.9604321
3.748777403,0.05197134471,0.798344935,3.278456788,11.61309099,54.93943635
3.748458502,0.05210990593,0.7983761013,3.286882475,11.61783582,54.91933619
3.748151619,0.05222962287,0.7983851045,3.294661769,11.62120424,54.90002807
3.747862229,0.05231932926,0.7983564189,3.301790643,11.62260253,54.88185815
3.747594935,0.05237022168,0.7982778017,3.308368922,11.62158285,54.86510343
3.747345549,0.05238749313,0.798154015,3.314440967,11.61840098,54.84955596
3.74711272,0.05237781925,0.7980026775,3.319900088,11.61355368,54.83501871
3.746895032,0.0523481136,0.7978403577,3.32465547,11.60752409,54.82129799
3.746688186,0.05230395786,0.7976703164,3.328774309,11.60054767,54.80819007
3.746487874,0.05225097897,0.7974958396,3.332323303,11.59286001,54.79549095
3.746289776,0.05219485732,0.7973202314,3.335368679,11.58469682,54.78299633
3.746089567,0.05214133303,0.7971468085,3.3379762,11.5762939,54.77050167
3.745961119,0.05198703331,0.7968500174,3.341653145,11.56260407,54.76192192
3.74593708,0.0516835958,0.7963699937,3.34710522,11.54127869,54.75901274
3.745951163,0.05131988232,0.79580873,3.353189433,11.51660082,54.75832717
3.745936932,0.05098576983,0.7952679011,3.358758281,11.49285353,54.75641617
3.745827803,0.05077224687,0.7948487554,3.362660586,11.47432012,54.74982934
3.745625004,0.05065715734,0.7944846868,3.367493865,11.45790117,54.73874562
3.745407168,0.05056737492,0.7941439418,3.374195464,11.44045927,54.72632516
3.745204332,0.0505072795,0.7939110086,3.379899408,11.42485377,54.71345931
3.745020153,0.05046619067,0.7937736245,3.382839694,11.41204165,54.70087077
3.744858264,0.05043341561,0.7937202561,3.381247607,11.40297544,54.68928072
3.744678858,0.0504276289,0.7937164859,3.373160812,11.39693213,54.6775488
3.744437111,0.05046272442,0.7936973382,3.359439629,11.39166797,54.66420122
3.74412912,0.05052103352,0.7936056847,3.342550477,11.38585469,54.6494596
3.743744993,0.05062130384,0.7935568487,3.322886418,11.38101965,54.63326472
3.74329851,0.05077432629,0.7936472859,3.301117188,11.37859248,54.61583766
3.742821338,0.0509505296,0.7937912255,3.280129088,11.3771055,54.59782217
3.7423452,0.05112026184,0.793902705,3.26281201,11.37509653,54.57986311
3.741901866,0.05125387114,0.7938955465,3.25205969,11.3711089,54.56260687
3.741523144,0.05132188881,0.7936832962,3.250769787,11.36369113,54.54670151
3.741186993,0.05137056242,0.7933124637,3.25881975,11.35539269,54.53167559
3.740848845,0.05144661798,0.7928724877,3.272575701,11.34839979,54.5167731
3.74050679,0.05152105505,0.7923409301,3.289673154,11.34071711,54.50221738
3.740159006,0.05156418333,0.7916952158,3.307749682,11.33034651,54.48823249
3.739803748,0.05154560255,0.790912642,3.324444619,11.3152872,54.47504259
3.739463499,0.05146442071,0.7900156809,3.34226121,11.29752279,54.46279893
3.739155209,0.05134767953,0.7890617079,3.364001114,11.28002613,54.45129402
3.738868915,0.05120593612,0.7880802697,3.387752907,11.26227655,54.44021349
3.738594681,0.05104922428,0.7871009273,3.411605368,11.24375159,54.42924239
3.738322598,0.05088701391,0.7861532606,3.433647472,11.22392705,54.41806508
3.738063222,0.05071343607,0.7852420943,3.45579491,11.20292808,54.40681068
3.737837294,0.05051843459,0.7843711911,3.480518497,11.18168841,54.39577695
3.737611987,0.05026204058,0.7834093126,3.508621463,11.15851325,54.38448206
3.737359963,0.04992451108,0.7822621738,3.540464929,11.13215584,54.37260168
3.737094836,0.04953869717,0.7810135,3.574305287,11.10397267,54.36030891
3.736830223,0.04913715609,0.7797472898,3.608396853,11.07531755,54.34777748
3.736579752,0.04875212785,0.7785478149,3.64099195,11.04754158,54.33518209
3.736357062,0.04841555493,0.7774996239,3.670340844,11.02199308,54.3226984
3.736175791,0.04815914536,0.7766875517,3.694691512,11.00001737,54.31050258
3.736051261,0.04797712682,0.7760840725,3.716737828,10.97960029,54.29803557
3.735980981,0.04783075269,0.7755835202,3.739277288,10.95853845,54.28511538
3.735951834,0.0477019642,0.7751544266,3.760708124,10.93788598,54.27248243
3.735950679,0.04757244184,0.7747662813,3.779424147,10.91869015,54.26087535
3.735964355,0.04742365546,0.7743894688,3.793815163,10.90199207,54.25103113
3.735990737,0.04714950657,0.7739556495,3.800949181,10.88522924,54.24448466
3.736069236,0.04674457311,0.7735346796,3.800561,10.86745258,54.24137312
3.736222062,0.04632756745,0.7732477496,3.795777352,10.85135018,54.2400496
3.73639396,0.04597068657,0.7730856222,3.791391902,10.8377317,54.23791856
3.736529585,0.04574696701,0.7730382634,3.792197884,10.82741377,54.23238424
3.736625793,0.04562873295,0.7730768789,3.798864203,10.8197677,54.2235329
3.736707743,0.04553515265,0.7731568826,3.808444446,10.813278,54.21324245
3.73676248,0.04546009268,0.773243956,3.820308449,10.80743662,54.20160437
3.73677707,0.04539713691,0.773303843,3.833826619,10.80173446,54.18871021
3.736738601,0.04533956324,0.773302367,3.848369956,10.79566127,54.17465154
3.736634174,0.04528034304,0.7732054428,3.863310065,10.78870552,54.15951987
3.736450904,0.04521216334,0.7729790841,3.878019156,10.78035432,54.14340659
3.736175905,0.04512747181,0.7725894062,3.891870039,10.77009329,54.1264028
3.735810409,0.04502414136,0.7720257167,3.903891169,10.75821161,54.10871387
3.735362765,0.0449184609,0.7713663227,3.912034729,10.74674302,54.09002264
3.734843719,0.04481598971,0.7706600939,3.916614226,10.73642817,54.07017396
3.734275868,0.04470760851,0.7698901914,3.919687939,10.72625924,54.04978919
3.733681843,0.04458422207,0.7690393762,3.923316612,10.71523209,54.02948962
3.733084316,0.04443669349,0.768090029,3.929563189,10.70234619,54.00989603
3.732465994,0.04431530707,0.7670953082,3.935286801,10.68827589,53.9907026
3.731811872,0.04425711336,0.7661271316,3.937481761,10.67428151,53.97127605
3.731148103,0.04423321615,0.7651955658,3.938415789,10.6602471,53.95174542
3.730500864,0.04421480222,0.7643104642,3.940357044,10.64606092,53.93223922
3.729896351,0.04417315823,0.7634814625,3.945574163,10.63161542,53.91288549
3.729335454,0.04413462182,0.7627273707,3.952970843,10.61646245,53.89388766
3.728746807,0.0441197372,0.7619864848,3.960750477,10.59996305,53.87460313
3.728084315,0.04410319466,0.76118661,3.969631546,10.58203848,53.85436413
3.727365507,0.04408456878,0.7603458852,3.979187119,10.56318542,53.83331909
3.726607906,0.04406346337,0.7594825562,3.988989411,10.54389976,53.81161665
3.725829035,0.04403950522,0.7586149716,3.998609781,10.52467659,53.78940565
3.725046415,0.04401233948,0.7577615821,4.007618722,10.50601022,53.76683524
3.724277562,0.04398162672,0.7569409402,4.015585848,10.48839416,53.74405476
3.723539993,0.04394704178,0.7561717028,4.022079869,10.47232108,53.72121383
3.722902335,0.04386963056,0.7554887189,4.026914534,10.45863442,53.70018918
