C2P1T03_pect_data.tx,C2P1T03_pect_data.ty,C2P1T03_pect_data.tz,C2P1T03_pect_data.rx,C2P1T03_pect_data.ry,C2P1T03_pect_data.rz
0.03153706719,-1.267838661,1.569909657,-7.377967632,14.75475934,31.93395263
0.0321554416,-1.268065141,1.570733046,-7.313971338,14.72840998,32.00395752
0.03270880382,-1.268297535,1.57141325,-7.252743158,14.69927954,32.07009112
0.0331966308,-1.268534438,1.571952814,-7.194379999,14.66735293,32.13229837
0.03361842034,-1.268774428,1.572354227,-7.138977516,14.63261497,32.19052465
0.03397369082,-1.269016064,1.57261992,-7.086630078,14.59505027,32.24471576
0.03426198094,-1.269257886,1.572752256,-7.037430728,14.55464323,32.29481792
0.03448284942,-1.269498416,1.572753532,-6.991471151,14.51137793,32.34077782
0.03463997594,-1.269740952,1.572615287,-6.94874856,14.46498167,32.38261279
0.03473738004,-1.269992446,1.572328905,-6.908862945,14.41539847,32.42054264
0.03477523891,-1.270256955,1.571896178,-6.871308359,14.36293554,32.45481889
0.03475384603,-1.270538625,1.571318643,-6.835578109,14.30789814,32.48569381
0.03467360194,-1.270841677,1.570597611,-6.801165053,14.25058979,32.51342017
0.03453500672,-1.271170401,1.569734182,-6.767561871,14.19131246,32.53825112
0.03433865402,-1.271529155,1.568729266,-6.734261299,14.13036672,32.56044006
0.03408522687,-1.271922356,1.567583595,-6.700756337,14.06805185,32.58024056
0.03376599225,-1.272322998,1.566252036,-6.668901362,14.00107114,32.59551157
0.03337715312,-1.272707903,1.564718702,-6.640182989,13.92726351,32.6048627
0.03292703836,-1.273087683,1.563027524,-6.613543726,13.84862695,32.60967675
0.03242414546,-1.273473451,1.561221831,-6.587929092,13.76715522,32.6113389
0.03187708346,-1.273876784,1.559344483,-6.562289371,13.68483875,32.61123534
0.03129454792,-1.274309723,1.557437931,-6.535580652,13.60366492,32.61075278
0.0306853274,-1.274784797,1.555544219,-6.506765171,13.52561793,32.61127909
0.0300583415,-1.275315084,1.553704923,-6.474810968,13.45267803,32.61420473
0.02941273385,-1.275996771,1.551566544,-6.43588751,13.38182579,32.61898159
0.02874116752,-1.276870918,1.548891918,-6.389091489,13.30960976,32.62386162
0.02804184232,-1.277868423,1.545897061,-6.337782918,13.23736164,32.62844362
0.02731142665,-1.278920467,1.542798723,-6.28531837,13.16641916,32.63233235
0.0265450199,-1.279958634,1.539814593,-6.235051347,13.09812731,32.63513725
0.02573609709,-1.280914907,1.537163377,-6.190332912,13.03383844,32.63647073
0.02487643781,-1.281721513,1.535064737,-6.154512585,12.97491129,32.63594598
0.02395604208,-1.282310626,1.533739101,-6.130939526,12.92270884,32.63317424
0.02291074607,-1.282775018,1.533238186,-6.118176087,12.87714155,32.62843156
0.02171182201,-1.283232896,1.53336673,-6.112038877,12.83664287,32.62227735
