T1P1T17_hyoid_data.tx,T1P1T17_hyoid_data.ty,T1P1T17_hyoid_data.tz,T1P1T17_hyoid_data.rx,T1P1T17_hyoid_data.ry,T1P1T17_hyoid_data.rz
1.914943724,-1.067676139,-1.604188695,-27.37611685,-24.40670484,34.45453321
1.915502069,-1.069346759,-1.60440954,-27.08901248,-24.4114344,34.44814283
1.916082111,-1.0710823,-1.604661885,-26.7907512,-24.41683853,34.44257374
1.91668168,-1.072876269,-1.604947828,-26.4824487,-24.42296221,34.43771909
1.917298607,-1.074722174,-1.605269471,-26.16522068,-24.42985042,34.43347199
1.917930723,-1.076613524,-1.605628913,-25.84018283,-24.43754813,34.42972558
1.918575856,-1.078543826,-1.606028254,-25.50845083,-24.4461003,34.42637299
1.919231839,-1.080506589,-1.606469593,-25.17114039,-24.45555191,34.42330736
1.9198965,-1.082495319,-1.606955032,-24.82936717,-24.46594794,34.4204218
1.920567671,-1.084503526,-1.60748667,-24.48424689,-24.47733334,34.41760946
1.921243181,-1.086524716,-1.608066607,-24.13689523,-24.48975311,34.41476347
1.921920861,-1.088552399,-1.608696943,-23.78842787,-24.5032522,34.41177695
1.92259854,-1.090580082,-1.609379777,-23.43996052,-24.51787559,34.40854304
1.92327405,-1.092601272,-1.61011721,-23.09260885,-24.53366825,34.40495487
1.923945221,-1.094609479,-1.610911342,-22.74748857,-24.55067515,34.40090557
1.924609882,-1.09659821,-1.611764273,-22.40571536,-24.56894127,34.39628828
1.925265865,-1.098560972,-1.612678102,-22.06840491,-24.58851158,34.39099611
1.925910999,-1.100491274,-1.61365493,-21.73667291,-24.60943105,34.38492221
1.926543114,-1.102382624,-1.614696856,-21.41163506,-24.63174465,34.3779597
1.927160041,-1.104228529,-1.615805981,-21.09440704,-24.65549735,34.37000172
1.927759611,-1.106022498,-1.616984404,-20.78610455,-24.68073413,34.3609414
1.928339652,-1.107758039,-1.618234226,-20.48784327,-24.70749996,34.35067186
1.928897997,-1.109428659,-1.619557545,-20.20073889,-24.7358398,34.33908625
1.929432474,-1.111027867,-1.620956464,-19.92590712,-24.76579864,34.32607769
1.929940915,-1.11254917,-1.62243308,-19.66446363,-24.79742144,34.31153931
1.930421149,-1.113986076,-1.623989495,-19.41752411,-24.83075317,34.29536424
1.930871007,-1.115332094,-1.625627807,-19.18620427,-24.86583882,34.27744562
1.931288319,-1.116580731,-1.627350118,-18.97161978,-24.90272334,34.25767657
1.931670915,-1.117725495,-1.629158527,-18.77488634,-24.94145171,34.23595024
1.932016626,-1.118759895,-1.631055134,-18.59711965,-24.98206891,34.21215974
1.932323281,-1.119677437,-1.633042038,-18.43943538,-25.0246199,34.18619821
1.932588712,-1.120471631,-1.635121341,-18.30294923,-25.06914966,34.15795878
1.932810748,-1.121135984,-1.637295142,-18.1887769,-25.11570316,34.12733458
1.932987219,-1.121664004,-1.63956554,-18.09803406,-25.16432537,34.09421875
1.933115957,-1.122049199,-1.641934636,-18.03183642,-25.21506126,34.05850441
1.93319479,-1.122285076,-1.64440453,-17.99129967,-25.26795581,34.0200847
1.93322155,-1.122365145,-1.646977321,-17.97753948,-25.32305398,33.97885274
1.933152668,-1.122242751,-1.649679489,-17.98282004,-25.38113285,33.93047532
1.932949466,-1.121880867,-1.652532937,-17.99837627,-25.44286681,33.87089462
1.932617119,-1.121287443,-1.655532904,-18.02378004,-25.50814683,33.80041683
1.932160795,-1.120470429,-1.65867463,-18.05860317,-25.57686388,33.71934817
1.931585668,-1.119437772,-1.661953354,-18.10241752,-25.64890894,33.62799486
1.930896908,-1.118197423,-1.665364315,-18.15479494,-25.72417296,33.52666311
1.930099686,-1.116757331,-1.668902751,-18.21530726,-25.80254693,33.41565912
1.929199175,-1.115125445,-1.672563902,-18.28352635,-25.88392181,33.29528912
1.928200544,-1.113309713,-1.676343007,-18.35902404,-25.96818858,33.16585931
1.927108967,-1.111318086,-1.680235305,-18.44137219,-26.0552382,33.02767591
1.925929613,-1.109158512,-1.684236035,-18.53014263,-26.14496164,32.88104513
1.924667655,-1.106838941,-1.688340435,-18.62490722,-26.23724988,32.72627317
1.923328264,-1.104367322,-1.692543746,-18.72523781,-26.33199388,32.56366626
1.921916611,-1.101751603,-1.696841206,-18.83070623,-26.42908461,32.3935306
1.920437867,-1.098999735,-1.701228054,-18.94088434,-26.52841305,32.21617241
1.918897204,-1.096119666,-1.705699529,-19.05534398,-26.62987017,32.0318979
1.917299793,-1.093119346,-1.71025087,-19.173657,-26.73334693,31.84101328
1.915650806,-1.090006723,-1.714877316,-19.29539524,-26.83873431,31.64382477
1.913955414,-1.086789747,-1.719574107,-19.42013056,-26.94592328,31.44063857
1.912218788,-1.083476367,-1.724336481,-19.5474348,-27.0548048,31.2317609
1.9104461,-1.080074533,-1.729159677,-19.67687981,-27.16526985,31.01749797
1.90864252,-1.076592193,-1.734038935,-19.80803742,-27.2772094,30.79815599
1.906813221,-1.073037296,-1.738969493,-19.9404795,-27.39051441,30.57404117
1.904963374,-1.069417793,-1.743946591,-20.07377788,-27.50507587,30.34545974
1.90309815,-1.065741631,-1.748965468,-20.20750442,-27.62078473,30.11271789
1.90122272,-1.062016761,-1.754021362,-20.34123096,-27.73753197,29.87612184
1.899342256,-1.058251131,-1.759109512,-20.47452934,-27.85520856,29.63597781
1.897461929,-1.054452691,-1.764225158,-20.60697142,-27.97370547,29.392592
1.895586911,-1.050629389,-1.769363539,-20.73812904,-28.09291367,29.14627063
1.893722372,-1.046789175,-1.774519894,-20.86757404,-28.21272413,28.89731992
1.891873485,-1.042939999,-1.779689462,-20.99487828,-28.33302782,28.64604606
1.890045421,-1.039089809,-1.784867481,-21.1196136,-28.45371571,28.39275528
1.88824335,-1.035246554,-1.790049192,-21.24135185,-28.57467877,28.13775378
1.886472444,-1.031418184,-1.795229832,-21.35966487,-28.69580798,27.88134779
1.884737875,-1.027612648,-1.800404641,-21.47412451,-28.8169943,27.6238435
1.883044815,-1.023837895,-1.805568859,-21.58430262,-28.93812869,27.36554714
1.881398433,-1.020101874,-1.810717723,-21.68977104,-29.05910215,27.10676491
1.879803903,-1.016412535,-1.815846474,-21.79010162,-29.17980562,26.84780304
1.878266394,-1.012777826,-1.82095035,-21.88486621,-29.30013009,26.58896772
1.876791079,-1.009205697,-1.82602459,-21.97363665,-29.41996652,26.33056517
1.875383128,-1.005704097,-1.831064433,-22.0559848,-29.53920588,26.07290161
1.874047714,-1.002280975,-1.836065119,-22.13148249,-29.65773915,25.81628325
1.872790007,-0.998944281,-1.841021886,-22.19970158,-29.7754573,25.56101629
1.87161518,-0.9957019632,-1.845929973,-22.26021391,-29.89225129,25.30740696
1.870528402,-0.9925619712,-1.85078462,-22.31259133,-30.00801209,25.05576146
1.869534846,-0.9895322541,-1.855581065,-22.35640568,-30.12263068,24.806386
1.868639683,-0.9866207611,-1.860314548,-22.39122881,-30.23599803,24.55958681
1.867848084,-0.9838354414,-1.864980307,-22.41663257,-30.3480051,24.31567008
1.867165221,-0.9811842443,-1.869573582,-22.43218881,-30.45854287,24.07494203
1.866596265,-0.9786751188,-1.874089612,-22.43746936,-30.56750231,23.83770888
1.866102639,-0.9762767158,-1.878649226,-22.4193833,-30.67742164,23.60148536
1.865641513,-0.9739500791,-1.883369478,-22.36610275,-30.79077132,23.36359747
1.865211682,-0.9716917468,-1.888239946,-22.27909414,-30.90734068,23.1240683
1.86481194,-0.9694982576,-1.893250206,-22.15982392,-31.02691905,22.88292097
1.864441081,-0.9673661497,-1.898389836,-22.00975851,-31.14929575,22.64017857
1.864097899,-0.9652919616,-1.903648411,-21.83036436,-31.27426011,22.39586421
1.863781188,-0.9632722317,-1.90901551,-21.6231079,-31.40160145,22.15000098
1.863489741,-0.9613034984,-1.914480708,-21.38945558,-31.5311091,21.902612
1.863222354,-0.9593823,-1.920033583,-21.13087382,-31.6625724,21.65372037
1.86297782,-0.9575051749,-1.925663712,-20.84882906,-31.79578065,21.40334918
1.862754933,-0.9556686617,-1.931360671,-20.54478775,-31.9305232,21.15152155
1.862552488,-0.9538692986,-1.937114037,-20.22021631,-32.06658936,20.89826057
1.862369277,-0.9521036241,-1.942913388,-19.8765812,-32.20376847,20.64358935
1.862204096,-0.9503681765,-1.948748299,-19.51534883,-32.34184984,20.38753098
1.862055738,-0.9486594943,-1.954608349,-19.13798566,-32.48062281,20.13010858
1.861922998,-0.9469741158,-1.960483114,-18.74595812,-32.6198767,19.87134524
1.861804668,-0.9453085795,-1.96636217,-18.34073264,-32.75940084,19.61126407
1.861699545,-0.9436594238,-1.972235095,-17.92377566,-32.89898455,19.34988817
1.861606421,-0.942023187,-1.978091465,-17.49655362,-33.03841716,19.08724065
1.86152409,-0.9403964076,-1.983920858,-17.06053296,-33.177488,18.8233446
1.861451347,-0.9387756239,-1.98971285,-16.61718011,-33.31598639,18.55822313
1.861386985,-0.9371573744,-1.995457018,-16.16796152,-33.45370166,18.29189934
1.8613298,-0.9355381974,-2.001142939,-15.71434361,-33.59042313,18.02439634
1.861278584,-0.9339146314,-2.006760189,-15.25779283,-33.72594014,17.75573723
1.861232131,-0.9322832148,-2.012298347,-14.79977561,-33.860042,17.4859451
1.861189237,-0.9306404858,-2.017746988,-14.34175839,-33.99251805,17.21504307
1.861148694,-0.9289829831,-2.02309569,-13.88520761,-34.1231576,16.94305423
1.861109297,-0.9273072449,-2.028334029,-13.4315897,-34.25175,16.67000169
1.86106984,-0.9256098096,-2.033451582,-12.9823711,-34.37808456,16.39590856
1.861029117,-0.9238872156,-2.038437926,-12.53901826,-34.5019506,16.12079793
1.860985923,-0.9221360015,-2.043282638,-12.10299759,-34.62313746,15.8446929
1.86093905,-0.9203527054,-2.047975296,-11.67577556,-34.74143446,15.56761659
1.860887293,-0.9185338659,-2.052505474,-11.25881858,-34.85663094,15.28959209
1.860829446,-0.9166760214,-2.056862752,-10.8535931,-34.9685162,15.0106425
1.860764304,-0.9147757101,-2.061036705,-10.46156555,-35.07687959,14.73079093
1.86069066,-0.9128294706,-2.06501691,-10.08420238,-35.18151042,14.45006048
1.860607308,-0.9108338413,-2.068792944,-9.722970017,-35.28219802,14.16847426
1.860513042,-0.9087853605,-2.072354385,-9.3793349,-35.37873172,13.88605536
1.860406657,-0.9066805666,-2.075690809,-9.054763466,-35.47090085,13.60282689
1.860286946,-0.9045159981,-2.078791792,-8.750722153,-35.55849473,13.31881196
1.860152704,-0.9022881933,-2.081646912,-8.468677398,-35.64130269,13.03403366
1.860002724,-0.8999936906,-2.084245746,-8.210095638,-35.71911406,12.74851509
1.8598358,-0.8976290284,-2.08657787,-7.976443311,-35.79171815,12.46227937
1.859650728,-0.8951907452,-2.088632862,-7.769186853,-35.8589043,12.17534959
1.859446299,-0.8926753793,-2.090400298,-7.589792702,-35.92046183,11.88774886
1.85922131,-0.8900794692,-2.091869754,-7.439727295,-35.97618007,11.59950028
1.858974553,-0.8873995531,-2.093030809,-7.320457069,-36.02584835,11.31062694
1.858704823,-0.8846321696,-2.093873039,-7.233448462,-36.06925599,11.02115197
1.858410914,-0.881773857,-2.094386021,-7.180167911,-36.10619232,10.73109845
1.858091619,-0.8788211538,-2.094559331,-7.162081852,-36.13644666,10.44048949
1.857743107,-0.8757070242,-2.09455933,-7.178109723,-36.1627565,10.14302954
1.857363401,-0.8723743322,-2.094559324,-7.225326966,-36.18801409,9.83290744
1.856954077,-0.8688344651,-2.094559309,-7.302434023,-36.21224091,9.51087285
1.856516713,-0.8650988104,-2.094559279,-7.408131336,-36.23545842,9.177675436
1.856052884,-0.8611787556,-2.09455923,-7.54111935,-36.25768811,8.834064866
1.855564168,-0.8570856881,-2.094559156,-7.700098507,-36.27895144,8.480790806
1.855052142,-0.8528309954,-2.094559053,-7.883769249,-36.2992699,8.118602921
1.854518381,-0.848426065,-2.094558917,-8.09083202,-36.31866495,7.748250878
1.853964464,-0.8438822844,-2.094558741,-8.319987262,-36.33715807,7.370484344
1.853391966,-0.8392110409,-2.094558522,-8.569935418,-36.35477074,6.986052985
1.852802465,-0.8344237221,-2.094558255,-8.839376931,-36.37152443,6.595706466
1.852197537,-0.8295317154,-2.094557934,-9.127012244,-36.38744061,6.200194455
1.851578759,-0.8245464082,-2.094557555,-9.4315418,-36.40254076,5.800266618
1.850947708,-0.8194791882,-2.094557113,-9.751666042,-36.41684636,5.396672621
1.85030596,-0.8143414426,-2.094556603,-10.08608541,-36.43037887,4.990162129
1.849655092,-0.809144559,-2.09455602,-10.43350035,-36.44315978,4.581484811
1.848996681,-0.8038999248,-2.094555359,-10.79261131,-36.45521055,4.171390331
1.848332305,-0.7986189275,-2.094554617,-11.16211872,-36.46655267,3.760628356
1.847663538,-0.7933129546,-2.094553787,-11.54072303,-36.4772076,3.349948553
1.846991959,-0.7879933935,-2.094552864,-11.92712469,-36.48719682,2.940100588
1.846319144,-0.7826716317,-2.094551845,-12.32002413,-36.49654181,2.531834126
1.845646669,-0.7773590566,-2.094550724,-12.7181218,-36.50526403,2.125898835
1.844976112,-0.7720670558,-2.094549496,-13.12011814,-36.51338497,1.72304438
1.84430905,-0.7668070166,-2.094548157,-13.5247136,-36.5209261,1.324020429
1.843647058,-0.7615903265,-2.094546701,-13.93060861,-36.52790889,0.9295766461
1.842991714,-0.756428373,-2.094545124,-14.33650362,-36.53435482,0.540462699
1.842344595,-0.7513325436,-2.094543421,-14.74109908,-36.54028536,0.1574282538
1.841707277,-0.7463142257,-2.094541587,-15.14309542,-36.54572199,-0.2187770233
1.841081337,-0.7413848068,-2.094539617,-15.54119309,-36.55068618,-0.5874034661
1.840468352,-0.7365556744,-2.094537507,-15.93409253,-36.5551994,-0.9477014082
1.839869899,-0.7318382158,-2.094535251,-16.32049419,-36.55928314,-1.298921183
1.839287553,-0.7272438187,-2.094532845,-16.6990985,-36.56295886,-1.640313125
1.838722893,-0.7227838703,-2.094530283,-17.06860591,-36.56624803,-1.971127567
1.838177495,-0.7184697583,-2.094527562,-17.42771687,-36.56917214,-2.290614844
1.837652935,-0.71431287,-2.094524675,-17.77513181,-36.57175266,-2.598025288
1.83715079,-0.710324593,-2.094521619,-18.10955118,-36.57401106,-2.892609234
1.836672638,-0.7065163146,-2.094518389,-18.42967542,-36.57596882,-3.173617015
1.836220055,-0.7028994224,-2.094514978,-18.73420498,-36.57764741,-3.440298965
1.835794617,-0.6994853038,-2.094511384,-19.02184029,-36.57906831,-3.691905418
1.835397901,-0.6962853463,-2.0945076,-19.2912818,-36.58025299,-3.927686707
1.835031484,-0.6933109373,-2.094503623,-19.54122996,-36.58122292,-4.146893166
1.834696944,-0.6905734643,-2.094499446,-19.7703852,-36.58199958,-4.348775129
1.834395856,-0.6880843147,-2.094495066,-19.97744797,-36.58260444,-4.532582929
1.834129797,-0.6858548761,-2.094490478,-20.16111872,-36.58305899,-4.6975669
1.833900345,-0.6838965359,-2.094485676,-20.32009787,-36.58338468,-4.842977377
1.833709075,-0.6822206816,-2.094480655,-20.45308589,-36.58360301,-4.968064692
1.833557565,-0.6808387005,-2.094475412,-20.5587832,-36.58373543,-5.072079179
1.833447392,-0.6797619802,-2.094469941,-20.63589026,-36.58380344,-5.154271172
1.833380131,-0.6790019082,-2.094464237,-20.6831075,-36.58382849,-5.213891005
1.833357361,-0.6785698719,-2.094458295,-20.69913537,-36.58383207,-5.250189012
1.833410078,-0.6783108984,-2.094369404,-20.69794704,-36.58075029,-5.274091724
1.833565491,-0.6780622825,-2.09411855,-20.69441734,-36.57165384,-5.297038457
1.833819492,-0.6778238128,-2.093711277,-20.68859917,-36.55676605,-5.319048722
1.834167973,-0.6775952778,-2.093153127,-20.68054546,-36.53631023,-5.340142028
1.834606825,-0.6773764662,-2.092449643,-20.67030911,-36.51050972,-5.360337884
1.835131941,-0.6771671666,-2.09160637,-20.65794303,-36.47958784,-5.379655802
1.835739212,-0.6769671677,-2.090628849,-20.64350015,-36.4437679,-5.39811529
1.836424531,-0.676776258,-2.089522625,-20.62703338,-36.40327325,-5.415735858
1.837183789,-0.6765942262,-2.088293239,-20.60859563,-36.35832719,-5.432537016
1.838012878,-0.6764208609,-2.086946236,-20.58823982,-36.30915306,-5.448538273
1.83890769,-0.6762559508,-2.085487158,-20.56601885,-36.25597419,-5.46375914
1.839864117,-0.6760992843,-2.083921549,-20.54198565,-36.19901389,-5.478219127
1.840878051,-0.6759506503,-2.082254951,-20.51619313,-36.13849548,-5.491937742
1.841945384,-0.6758098372,-2.080492907,-20.4886942,-36.07464231,-5.504934496
1.843062008,-0.6756766338,-2.078640962,-20.45954177,-36.00767768,-5.517228899
1.844223814,-0.6755508286,-2.076704657,-20.42878876,-35.93782493,-5.52884046
1.845426695,-0.6754322102,-2.074689537,-20.39648809,-35.86530737,-5.539788689
1.846666543,-0.6753205673,-2.072601143,-20.36269267,-35.79034834,-5.550093095
1.847939248,-0.6752156885,-2.07044502,-20.32745541,-35.71317116,-5.55977319
1.849240705,-0.6751173625,-2.06822671,-20.29082922,-35.63399915,-5.568848481
1.850566803,-0.6750253778,-2.065951757,-20.25286703,-35.55305564,-5.57733848
1.851913436,-0.674939523,-2.063625703,-20.21362174,-35.47056395,-5.585262696
1.853276494,-0.6748595868,-2.061254092,-20.17314627,-35.3867474,-5.592640638
1.854651871,-0.6747853579,-2.058842466,-20.13149353,-35.30182933,-5.599491816
1.856035457,-0.6747166248,-2.05639637,-20.08871644,-35.21603305,-5.605835741
1.857423145,-0.6746531761,-2.053921346,-20.04486791,-35.1295819,-5.611691922
1.858810827,-0.6745948005,-2.051422936,-20.00000085,-35.04269919,-5.617079868
1.860194395,-0.6745412866,-2.048906685,-19.95416819,-34.95560825,-5.62201909
1.86156974,-0.674492423,-2.046378136,-19.90742282,-34.8685324,-5.626529097
1.862932755,-0.6744479984,-2.043842831,-19.85981768,-34.78169497,-5.630629399
1.86427933,-0.6744078013,-2.041306313,-19.81140566,-34.69531929,-5.634339506
1.86560536,-0.6743716204,-2.038774126,-19.7622397,-34.60962868,-5.637678927
1.866906734,-0.6743392444,-2.036251813,-19.71237269,-34.52484645,-5.640667172
1.868179346,-0.6743104617,-2.033744917,-19.66185755,-34.44119595,-5.643323752
1.869419086,-0.6742850611,-2.031258981,-19.61074721,-34.35890049,-5.645668175
1.870621848,-0.6742628312,-2.028799548,-19.55909456,-34.27818339,-5.647719952
1.871783522,-0.6742435605,-2.026372162,-19.50695253,-34.19926799,-5.649498592
1.872900001,-0.6742270378,-2.023982365,-19.45437403,-34.12237761,-5.651023605
1.873967177,-0.6742130516,-2.0216357,-19.40141198,-34.04773556,-5.652314501
1.874980941,-0.6742013906,-2.019337711,-19.34811928,-33.97556518,-5.65339079
1.875937186,-0.6741918433,-2.01709394,-19.29454886,-33.90608979,-5.654271981
1.876831803,-0.6741841985,-2.014909932,-19.24075362,-33.83953272,-5.654977584
1.877660684,-0.6741782447,-2.012791228,-19.18678648,-33.77611728,-5.655527109
1.878419722,-0.6741737705,-2.010743373,-19.13270036,-33.71606681,-5.655940065
1.879104808,-0.6741705646,-2.008771909,-19.07854816,-33.65960463,-5.656235963
1.879711834,-0.6741684156,-2.006882379,-19.02438281,-33.60695406,-5.656434313
1.880236692,-0.6741671121,-2.005080326,-18.97025722,-33.55833843,-5.656554623
1.880675274,-0.6741664427,-2.003371294,-18.9162243,-33.51398107,-5.656616404
1.881023471,-0.6741661961,-2.001760825,-18.86233696,-33.47410529,-5.656639165
1.881277177,-0.6741661609,-2.000254464,-18.80864812,-33.43893442,-5.656642417
1.881478192,-0.6742248399,-1.998840178,-18.75309304,-33.40748275,-5.651301751
1.881671168,-0.6743990038,-1.99749983,-18.69370784,-33.37854581,-5.635450974
1.881856268,-0.6746858434,-1.996229803,-18.63069677,-33.35201883,-5.609346918
1.882033657,-0.6750825493,-1.995026479,-18.56426404,-33.32779702,-5.573246416
1.882203499,-0.675586312,-1.99388624,-18.4946139,-33.30577561,-5.527406299
1.882365957,-0.6761943222,-1.99280547,-18.42195057,-33.28584981,-5.4720834
1.882521197,-0.6769037704,-1.99178055,-18.34647829,-33.26791485,-5.407534551
1.882669381,-0.6777118474,-1.990807864,-18.26840128,-33.25186594,-5.334016584
1.882810674,-0.6786157437,-1.989883793,-18.18792378,-33.2375983,-5.251786331
1.88294524,-0.6796126499,-1.989004721,-18.10525002,-33.22500715,-5.161100625
1.883073244,-0.6806997567,-1.98816703,-18.02058423,-33.21398772,-5.062216297
1.883194848,-0.6818742547,-1.987367102,-17.93413064,-33.20443521,-4.95539018
1.883310218,-0.6831333344,-1.986601321,-17.84609348,-33.19624485,-4.840879106
1.883419518,-0.6844741865,-1.985866068,-17.75667699,-33.18931186,-4.718939907
1.88352291,-0.6858940017,-1.985157726,-17.66608539,-33.18353146,-4.589829415
1.88362056,-0.6873899705,-1.984472678,-17.57452292,-33.17879886,-4.453804462
1.883712632,-0.6889592835,-1.983807306,-17.48219381,-33.1750093,-4.311121881
1.883799289,-0.6905991315,-1.983157993,-17.38930228,-33.17205797,-4.162038503
1.883880696,-0.6923067048,-1.982521121,-17.29605258,-33.16984011,-4.006811162
1.883957017,-0.6940791943,-1.981893074,-17.20264892,-33.16825094,-3.845696688
1.884028416,-0.6959137905,-1.981270232,-17.10929555,-33.16718567,-3.678951914
1.884095056,-0.6978076841,-1.98064898,-17.01619669,-33.16653952,-3.506833673
1.884157103,-0.6997580656,-1.9800257,-16.92355658,-33.16620772,-3.329598796
1.884214719,-0.7017621256,-1.979396773,-16.83157944,-33.16608547,-3.147504116
1.88426807,-0.7038170549,-1.978758584,-16.74046952,-33.16606801,-2.960806464
1.884317319,-0.7059200439,-1.978107513,-16.65043103,-33.16605055,-2.769762674
1.88436263,-0.7080682833,-1.977439944,-16.56166821,-33.1659283,-2.574629576
1.884404168,-0.7102589638,-1.97675226,-16.47438529,-33.1655965,-2.375664004
1.884442095,-0.7124892759,-1.976040843,-16.38878651,-33.16495035,-2.173122789
1.884476578,-0.7147564102,-1.975302075,-16.30507609,-33.16388508,-1.967262763
1.884507779,-0.7170575575,-1.974532339,-16.22345826,-33.1622959,-1.758340759
1.884535863,-0.7193899082,-1.973728017,-16.14413726,-33.16007805,-1.54661361
1.884560993,-0.7217506531,-1.972885493,-16.06731732,-33.15712672,-1.332338146
1.884583334,-0.7241369826,-1.972001148,-15.99320267,-33.15333715,-1.1157712
1.88460305,-0.7265460875,-1.971071366,-15.92199754,-33.14860456,-0.8971696046
1.884620305,-0.7289751584,-1.970092529,-15.85390616,-33.14282416,-0.6767901917
