C1P2T13_hyoid_data.tx,C1P2T13_hyoid_data.ty,C1P2T13_hyoid_data.tz,C1P2T13_hyoid_data.rx,C1P2T13_hyoid_data.ry,C1P2T13_hyoid_data.rz
2.390740365,-0.3409880011,1.360629476,46.38496409,36.99064399,45.2885404
2.390392161,-0.3403085693,1.36034462,46.33072868,36.96036472,45.24089201
2.390054085,-0.3396258503,1.360154816,46.27444062,36.93377249,45.19453312
2.389726266,-0.3389370773,1.360068728,46.21553082,36.91105555,45.14942965
2.389407702,-0.3382502795,1.360061053,46.15558169,36.89161992,45.10562925
2.38909747,-0.3375753481,1.360098288,46.09688223,36.87471666,45.06315383
2.388795813,-0.3369123547,1.36017673,46.03992368,36.86030148,45.02193069
2.388502991,-0.3362614117,1.360292687,45.98519789,36.8483301,44.98188746
2.388222418,-0.3356020942,1.360478578,45.9310996,36.83979934,44.94242312
2.387955206,-0.3349243651,1.360751945,45.87651343,36.83524226,44.9032764
2.387698218,-0.3342439571,1.361086777,45.82266849,36.83392056,44.86488719
2.387448389,-0.3335766062,1.361457054,45.77079671,36.83509777,44.82769873
2.38720272,-0.3329380343,1.361836769,45.7221328,36.83803904,44.79215796
2.386958277,-0.3323439205,1.362199936,45.6779142,36.84201085,44.75871561
2.386712187,-0.3318098625,1.362520589,45.63938076,36.84628075,44.72782619
2.386493087,-0.3312885117,1.362917162,45.60333429,36.8544208,44.69973301
2.386318517,-0.3307433771,1.363472932,45.56715587,36.86878575,44.67412065
2.386169132,-0.3302059587,1.364109374,45.53296056,36.8868174,44.65061653
2.386025742,-0.3297072761,1.364748306,45.5028686,36.90595689,44.62885923
2.385869303,-0.3292777524,1.365311958,45.47900408,36.92364482,44.60849809
2.385680907,-0.3289470916,1.365722959,45.46349364,36.93732184,44.58919198
2.385441798,-0.3287441514,1.365904221,45.45846524,36.94442991,44.57060732
2.385084745,-0.3286924747,1.365662981,45.46801114,36.94384167,44.55318606
2.384595994,-0.3287755837,1.364969407,45.49234818,36.93751859,44.53750038
2.384036831,-0.328962049,1.363990736,45.52778854,36.92753562,44.52340989
2.383468186,-0.3292214174,1.362893893,45.57064398,36.91596518,44.51076996
2.382950652,-0.3295245119,1.36184544,45.6172289,36.90487749,44.49943494
2.382544493,-0.3298435444,1.361011587,45.66386164,36.89634065,44.48925935
2.382309646,-0.3301520407,1.360558254,45.70686416,36.8924205,44.48009695
2.382284034,-0.3307641083,1.360121026,45.76505137,36.88526113,44.48624346
2.382393139,-0.3317481109,1.359473231,45.84372694,36.87126436,44.50983867
2.382527228,-0.3327147324,1.358990322,45.91896206,36.85890492,44.53248411
2.38257555,-0.3332816812,1.359051697,45.96685559,36.85670308,44.53576424
2.38262605,-0.3334840258,1.359879234,45.99062737,36.86332811,44.52138229
2.382773672,-0.3336109034,1.361193893,46.00934421,36.87207614,44.50288064
