C2P2T17_sup_data.tx,C2P2T17_sup_data.ty,C2P2T17_sup_data.tz,C2P2T17_sup_data.rx,C2P2T17_sup_data.ry,C2P2T17_sup_data.rz
3.370323791,1.538016115,0.8881288872,3.100326337,17.0579036,92.53460588
3.380704556,1.538136676,0.8892884862,3.084993526,17.03919303,92.70284859
3.391589782,1.538254169,0.8903341944,3.052616508,17.02163894,92.83467815
3.40233144,1.538319671,0.891017617,3.017628542,16.98562222,92.91103532
3.412529227,1.538322178,0.8912972357,2.995702747,16.92036383,92.93863456
3.422682206,1.538303386,0.891407091,2.978347645,16.84138258,92.93859332
3.43329161,1.538303581,0.8915816462,2.957104004,16.7641596,92.93208664
3.444862276,1.538360192,0.8920590534,2.923473132,16.7041472,92.94034476
3.45790177,1.538508482,0.8930804949,2.868977002,16.67679349,92.98465814
3.471758512,1.538598625,0.8940880668,2.796856933,16.6543838,93.01616412
3.48564758,1.53853744,0.8946195628,2.717595828,16.61051567,92.9941381
3.49987579,1.538446458,0.8950596548,2.633810453,16.56259923,92.95213662
3.514750667,1.538446215,0.8958025203,2.548163762,16.52808529,92.92371271
3.530580159,1.538656367,0.8972531075,2.463381164,16.52448659,92.94241245
3.547722675,1.538984024,0.8992443426,2.362415932,16.54741164,92.9900844
3.566067985,1.5392757,0.9013475743,2.235091117,16.57972253,93.02886577
3.585217227,1.539563664,0.9035765369,2.09457831,16.61977384,93.06268051
3.604767956,1.539883022,0.9059435093,1.954038603,16.66584221,93.09535872
3.624313989,1.540271823,0.9084596852,1.826618382,16.71612304,93.13063002
3.643445937,1.540770723,0.9111355477,1.725445902,16.7687324,93.17213645
3.663745329,1.541453347,0.9142713197,1.628451738,16.83916002,93.25315683
3.686220208,1.542308673,0.9179691975,1.513922334,16.93564869,93.3832281
3.70959891,1.543251141,0.921943607,1.395242894,17.04531913,93.53025191
3.732611314,1.544191921,0.925915033,1.285270167,17.15520108,93.66200875
3.753989529,1.545038317,0.9296115579,1.196288152,17.25223885,93.74616098
3.77477387,1.546013964,0.9333559911,1.122096566,17.34529072,93.80606574
3.79663579,1.547341154,0.9375679955,1.049462203,17.45033148,93.8824174
3.819255237,1.548923074,0.9421255387,0.9797271625,17.56491038,93.96879905
3.842312489,1.550662506,0.9469078422,0.914156212,17.68657075,94.05878006
3.865488332,1.552461643,0.9517960664,0.853924346,17.81285556,94.14591446
3.888464156,1.554222026,0.956673668,0.800111464,17.94131066,94.2237402
3.910921952,1.5558446,0.9614264233,0.7537043459,18.06948529,94.28577915
3.932544231,1.557229857,0.9659421137,0.7156060607,18.19492972,94.32553771
3.953013848,1.558278074,0.9701098705,0.6866528981,18.31518979,94.33650798
3.972013731,1.558889634,0.9738191746,0.6676388457,18.42779829,94.31216963
3.990110713,1.559564656,0.9772449831,0.662627496,18.52809938,94.2351455
4.007973154,1.560658478,0.9806121744,0.6720974487,18.61682934,94.10554429
4.025435115,1.561855417,0.9838850544,0.6915750772,18.69962085,93.94309487
4.04233046,1.562839691,0.9870317662,0.7166676032,18.78216542,93.76756131
4.05849357,1.563294688,0.9900262673,0.7430058658,18.87022785,93.59873959
4.073759186,1.562903131,0.9928478257,0.7662433399,18.96964611,93.45645564
4.088505579,1.562246907,0.9954317736,0.7841366167,19.07788208,93.31942991
4.103044237,1.561857492,0.9977862357,0.7999659998,19.18816859,93.15974005
4.117109201,1.561342821,1.000004828,0.8177621977,19.30008799,92.98728123
4.130434157,1.560311746,1.002185555,0.8416230906,19.41329467,92.81195922
4.142752597,1.558373856,1.004431195,0.8757161206,19.52752502,92.64369177
4.154115093,1.555696258,1.006692662,0.9168768447,19.64337003,92.47847849
4.164765896,1.552693219,1.008859024,0.9597167914,19.76154246,92.306114
4.174729149,1.549345703,1.010944345,1.005121007,19.88202539,92.12722282
4.18402915,1.54563486,1.012963484,1.053976792,20.00480838,91.94243046
4.19269039,1.541541939,1.014932136,1.107174046,20.12988841,91.75236357
4.200737588,1.537048217,1.016866898,1.165605675,20.25727096,91.55765014
4.208195722,1.532134936,1.01878536,1.230168045,20.38697111,91.35891967
4.215090052,1.526783252,1.020706217,1.301761499,20.51901479,91.15680339
4.221446131,1.520974202,1.022649398,1.381290919,20.65343994,90.95193445
4.227289817,1.514688677,1.024636227,1.469666346,20.79029792,90.74494824
4.23223598,1.506979563,1.026787405,1.568815735,20.93534815,90.52954502
4.23607067,1.497449843,1.029142235,1.678393516,21.09090155,90.30209142
4.239077999,1.486905698,1.031596995,1.795986403,21.25184639,90.06722695
4.241544143,1.476153306,1.034041487,1.919304065,21.41306746,89.82959234
4.243757428,1.465998587,1.036358344,2.046189773,21.56944585,89.59382817
4.246007929,1.457247192,1.038423011,2.174624659,21.71586085,89.36457498
4.247701319,1.447717447,1.040535486,2.31660678,21.87277709,89.11392124
4.248344049,1.435819928,1.042973683,2.477370809,22.05278282,88.82739376
4.248377372,1.423251146,1.045552944,2.64515366,22.23892964,88.52993603
4.24824056,1.411711592,1.0480544,2.808662785,22.41425442,88.24671544
4.248370119,1.402905659,1.050224311,2.957078346,22.5617807,88.00311074
4.248067149,1.395636044,1.052058522,3.11060293,22.69219913,87.75902479
4.24655262,1.387768998,1.053782742,3.290879058,22.82620615,87.4688582
4.244138952,1.379608078,1.055456849,3.48960558,22.96180476,87.14990937
4.241135823,1.371459356,1.057127769,3.698530919,23.09696989,86.81954227
4.23784954,1.363632131,1.058827457,3.909431964,23.22964046,86.49517333
4.234582619,1.356439372,1.060571848,4.1141113,23.35771232,86.19425111
4.231633621,1.350197879,1.062360811,4.304407143,23.47903031,85.93423487
4.229297283,1.345228143,1.064179052,4.472210501,23.5913774,85.73257812
4.227864971,1.341853882,1.065997994,4.609485225,23.69245959,85.60672179
4.227625488,1.340401247,1.067778591,4.708288962,23.77988538,85.57409882
4.227629395,1.340830975,1.069179017,4.786529141,23.84653963,85.6060613
4.22702067,1.342689126,1.070034119,4.863917383,23.89190417,85.66473349
4.226226236,1.345682778,1.070563195,4.935295543,23.92335613,85.75369642
4.225672765,1.349521166,1.070984544,4.995514329,23.94821533,85.87652628
4.225787218,1.353915421,1.071515594,5.039471922,23.97374502,86.03681886
4.226996859,1.35857827,1.072372705,5.062174323,24.00716261,86.2382267
4.228865891,1.365235393,1.072997822,5.053497697,24.01892652,86.51766429
4.230800366,1.374795416,1.07294737,5.01489278,23.99058259,86.88393713
4.232991469,1.385745849,1.072618908,4.958971005,23.94617711,87.29869272
4.235630249,1.39657419,1.072415219,4.898721256,23.91011589,87.72383087
4.238906153,1.405768555,1.072740185,4.847581543,23.90719679,88.12158043
4.243812073,1.415400263,1.073553655,4.773078035,23.92847357,88.60301392
4.250628837,1.427729193,1.074417209,4.649805108,23.94702825,89.2518697
4.258482419,1.441518955,1.075175768,4.501563176,23.96158892,89.98937868
4.266510645,1.4555205,1.07573337,4.350968769,23.97197104,90.73652379
4.273864571,1.468472903,1.076058292,4.219084101,23.97923017,91.4142627
4.27970629,1.479107102,1.076177189,4.125454688,23.98555369,91.94377303
4.285899183,1.489501913,1.076252698,4.041147605,24.00215376,92.47788823
4.293973524,1.50168659,1.076262801,3.936961785,24.03019618,93.15226673
4.302611187,1.514304439,1.076067299,3.829678861,24.05861746,93.86255311
4.310520495,1.525983513,1.075653407,3.733378433,24.07829315,94.50463259
4.316434302,1.535341994,1.075128193,3.659483121,24.08193735,94.97491592
4.320811266,1.543380915,1.074448675,3.608438132,24.07396266,95.31482176
4.324956077,1.551742244,1.073537959,3.570095629,24.06324757,95.63198681
4.328879595,1.56000429,1.072521254,3.538668419,24.05032288,95.92256002
4.332590285,1.56774577,1.071533471,3.508438411,24.03590407,96.18266589
4.33609385,1.574546049,1.070717178,3.473750475,24.02085567,96.40840971
4.33939343,1.579985247,1.07022051,3.429003401,24.00614683,96.59588771
4.342217954,1.584046249,1.070082243,3.38491263,23.9953279,96.70797153
4.344460648,1.587159044,1.070190067,3.350762676,23.98923874,96.73553284
4.346367907,1.589575339,1.070462311,3.319029673,23.98470015,96.71655009
4.348186214,1.591546261,1.070813537,3.282324014,23.97842127,96.6889407
4.350163916,1.59332159,1.071158528,3.233323076,23.96705957,96.69061541
4.352248116,1.594375197,1.071597092,3.170899533,23.94986775,96.69072256
4.354198448,1.594162176,1.072261231,3.099956911,23.92883796,96.63890894
4.355983438,1.592903673,1.073111481,3.022323449,23.90466422,96.54380667
4.357571744,1.590821438,1.074104538,2.939871803,23.87799025,96.41403337
4.358932889,1.588137496,1.075195262,2.854502344,23.84944135,96.25819305
4.360037774,1.585073843,1.076338341,2.768129174,23.81965021,96.08487712
4.360858996,1.581852177,1.077489591,2.68266879,23.78927666,95.90266537
4.361370966,1.578693659,1.078606902,2.600031459,23.75902143,95.72012685
4.361549828,1.575818717,1.079650839,2.522115374,23.72963392,95.54582071
4.3613732,1.57344691,1.080584878,2.450803731,23.70191397,95.38829756
4.361424147,1.570897928,1.081586941,2.375972935,23.67795967,95.24565146
4.362009119,1.567565357,1.082792567,2.290433115,23.65785323,95.1059588
4.362690962,1.563780247,1.084098777,2.200499858,23.63936494,94.96271589
4.363031621,1.559875762,1.085395318,2.112537377,23.62020019,94.80938476
4.362592075,1.556186968,1.086564489,2.032967725,23.59799493,94.63939091
4.360932064,1.553049928,1.087481571,1.968304751,23.57031979,94.44612555
4.358537096,1.55029989,1.088418293,1.909619469,23.54199032,94.23650557
4.35605556,1.54753922,1.089588321,1.847041971,23.51737071,94.02117656
4.353290028,1.544754354,1.090774689,1.785848995,23.49332438,93.79909574
4.35004267,1.541931327,1.091759917,1.731421041,23.46673346,93.56921359
4.346115363,1.539055553,1.092326536,1.689255696,23.43450805,93.33047769
4.341339338,1.536130325,1.092467246,1.65720417,23.39463698,93.0736865
4.335745387,1.533169938,1.092326425,1.629880652,23.3478215,92.79312539
4.329434919,1.530175314,1.091917266,1.60801877,23.29510903,92.49296387
4.322509783,1.527146808,1.091257093,1.592335413,23.23760897,92.17734735
4.315072344,1.524084161,1.090368068,1.583522448,23.17650279,91.85038677
4.307225553,1.520986456,1.089277724,1.582239537,23.11305095,91.51615011
4.299073002,1.517852064,1.08801933,1.589108136,23.04859694,91.17865612
4.290718989,1.5146786,1.086632079,1.604706753,22.98456858,90.84187025
4.282268581,1.511462897,1.085161112,1.629567486,22.92247664,90.50970336
4.273827686,1.508200985,1.083657371,1.66417388,22.86391118,90.18601322
4.265115135,1.504696733,1.081948313,1.710080029,22.80695697,89.86581769
4.255861733,1.500862103,1.079902646,1.76738751,22.74870729,89.54136208
4.24619044,1.496855936,1.077637431,1.834383908,22.68934202,89.21225093
4.236221815,1.49283894,1.075269508,1.909390299,22.62906572,88.8780065
4.226073787,1.488973887,1.072915293,1.990768702,22.56810564,88.53806245
4.215861562,1.485425777,1.070690798,2.076928004,22.50671208,88.19175936
4.204775478,1.482027889,1.068299602,2.182471776,22.43781587,87.81211398
4.192435877,1.478534248,1.065509779,2.314936359,22.35895671,87.39168002
4.179605242,1.474996025,1.062547878,2.461448049,22.27741988,86.95907751
4.167051853,1.47146964,1.059658897,2.608045447,22.2006008,86.54295743
4.155549083,1.468017097,1.057104513,2.739700004,22.13597666,86.17195029
4.144304768,1.464694707,1.054796171,2.871334245,22.07905145,85.81350054
4.132187344,1.461482952,1.05246851,3.025270722,22.02101079,85.4235424
4.119465747,1.458335514,1.050132179,3.196665882,21.96293334,85.01344071
4.106411193,1.455208401,1.047802181,3.380324831,21.90592382,84.59461738
4.093297061,1.452060443,1.045497198,3.570670907,21.8510997,84.17853859
4.080398633,1.448853623,1.043238862,3.761746205,21.79958106,83.77669305
4.067992728,1.445553266,1.041050979,3.947240022,21.75248379,83.40056625
4.056357236,1.442128126,1.038958702,4.120541665,21.71091655,83.06161596
4.04577059,1.438550371,1.036987671,4.2748139,21.67598171,82.77125375
4.036511172,1.434795499,1.035163121,4.403083839,21.64878054,82.54083629
4.028073271,1.430776225,1.033558792,4.516852649,21.63099825,82.35280265
4.019845527,1.426494431,1.032194436,4.629848511,21.62191042,82.18289815
4.011944613,1.422065889,1.031008991,4.738414771,21.61898608,82.0323893
4.004483285,1.417611851,1.029935424,4.838924991,21.61966301,81.90253264
3.997570402,1.413258759,1.028901158,4.927791281,21.62134834,81.79457755
3.991311188,1.409137605,1.027829067,5.001467517,21.62142224,81.7097695
3.98731229,1.404519922,1.027197892,5.042106893,21.64580425,81.72970097
3.986028362,1.399039559,1.027254935,5.046582978,21.7064749,81.88143383
3.985828014,1.393366152,1.027565197,5.033825045,21.77968167,82.08457456
3.98508186,1.388145868,1.027711975,5.022561493,21.84149865,82.25878956
3.982164471,1.384000107,1.027300607,5.031203838,21.86783364,82.32375837
3.97885104,1.38030724,1.026673563,5.035175953,21.88356479,82.36668135
3.977376617,1.376246721,1.026328494,5.00701825,21.92121741,82.49780505
3.976800943,1.372125293,1.026099688,4.961127983,21.96786081,82.67150678
3.976185509,1.368237499,1.025828017,4.911826009,22.0104265,82.84217072
3.974595355,1.364864283,1.025364537,4.873230049,22.03570943,82.96414707
3.971096325,1.362276731,1.024562768,4.859437912,22.03035109,82.99177845
3.966079238,1.360483475,1.023502202,4.857560965,21.99940066,82.94641594
3.960656387,1.359193094,1.022355542,4.848648756,21.95838678,82.88332176
3.954974078,1.358224189,1.021110614,4.837927355,21.90957505,82.80774778
3.949180737,1.357395692,1.01975945,4.830571138,21.85529324,82.72494417
3.943426819,1.356526785,1.018298438,4.831694657,21.79793708,82.64015701
3.936801657,1.356106836,1.016526713,4.844137578,21.72013658,82.51301715
3.928723665,1.356531221,1.014329132,4.865686078,21.61145213,82.31947779
3.919842981,1.357478272,1.011844681,4.893561865,21.48484464,82.08922938
3.910818562,1.358622365,1.009234463,4.924430266,21.35346642,81.85188511
3.902319563,1.359630869,1.006686087,4.954288534,21.23066796,81.63695761
3.895024503,1.360163878,1.004411711,4.978519978,21.12996743,81.47385909
3.888000828,1.360789285,1.002099142,5.00054862,21.03086237,81.32426608
3.880190863,1.362071928,0.9994219539,5.026523337,20.91193538,81.14305919
3.872094892,1.363660022,0.9965946715,5.05533273,20.78549091,80.94932208
3.864218929,1.36519523,0.9938468622,5.085506691,20.66391848,80.76201916
3.857074659,1.366311853,0.9914232993,5.115216451,20.5596809,80.5999957
3.850490072,1.367177972,0.9891893661,5.145522425,20.46581415,80.45687824
3.843965921,1.368184795,0.9868634193,5.17849611,20.36810418,80.31447705
3.83752733,1.369296074,0.9844800125,5.213565938,20.26818076,80.17383791
3.831199967,1.37047489,0.9820741327,5.250130095,20.1676691,80.03600599
3.825010025,1.371683649,0.9796811233,5.287558135,20.06818932,79.90202692
3.818984193,1.372884098,0.9773366191,5.325193025,19.971356,79.77294784
3.813149635,1.374037353,0.9750764933,5.362353624,19.87877793,79.6498183
3.807533965,1.375103945,0.9729368192,5.398337591,19.79205796,79.5336912
3.802165223,1.37604389,0.9709538447,5.432424725,19.71279299,79.42562354
3.797071857,1.37681677,0.9691639811,5.463880738,19.64257416,79.32667717
3.792042947,1.377532564,0.9675241457,5.500446327,19.57790433,79.223219
3.786950238,1.378297715,0.965970912,5.546392235,19.51532785,79.10784927
3.781948227,1.379065038,0.9645129341,5.595692419,19.45648739,78.9910083
3.7771937,1.37978581,0.963162299,5.642213596,19.40301128,78.8831716
3.772845577,1.380409854,0.9619343132,5.679727407,19.35651103,78.79485017
3.769064685,1.380885662,0.9608471545,5.701940149,19.31858477,78.73658798
3.765408596,1.381252498,0.9599387097,5.714884117,19.29051942,78.68858153
3.761516299,1.381591989,0.9591961324,5.727657531,19.27039958,78.63092943
3.757672381,1.381914828,0.9585655562,5.738530611,19.25502697,78.57404775
3.754161931,1.382230858,0.9579961407,5.745765429,19.24122114,78.52834976
3.751270465,1.382549093,0.9574398761,5.747621097,19.22581712,78.50424598
3.748559563,1.382723934,0.9568662809,5.744069989,19.20868367,78.49264713
3.745535278,1.382646119,0.9562976306,5.736276917,19.19244616,78.48023006
3.742400265,1.3823788,0.9557673572,5.72428538,19.17808389,78.47105521
3.739357439,1.381985203,0.9553094746,5.708139271,19.16657865,78.46918797
3.736609957,1.38152866,0.9549583516,5.687887444,19.15891382,78.47869913
3.734361149,1.381072723,0.9547483678,5.663589292,19.15607243,78.50366517
3.732814403,1.380681341,0.9547134517,5.635321376,19.15903414,78.54816873
3.732172987,1.380419107,0.9548865007,5.603185124,19.16877126,78.61629892
3.732639829,1.380351582,0.9552986831,5.567315661,19.18624368,78.71215163
3.734417239,1.38054568,0.9559786204,5.527891797,19.21239263,78.83982961
3.737249268,1.3804878,0.9569752023,5.478628164,19.25544849,79.01614818
3.740746783,1.379863991,0.9582660987,5.416746579,19.31781666,79.24332064
3.744910975,1.379041346,0.9597700875,5.347617671,19.39170447,79.50350335
3.749743076,1.378384422,0.9614080273,5.276350342,19.46936377,79.77876942
3.755245134,1.378253953,0.9631053649,5.207703952,19.54310604,80.05109951
3.761420268,1.379006652,0.9647933963,5.146072874,19.60531123,80.3023877
3.768153729,1.380163991,0.9665185069,5.090056388,19.66205191,80.54192985
3.775377894,1.381198984,0.9683564623,5.034929932,19.72304986,80.79091806
3.783167226,1.382392993,0.9702879344,4.979809588,19.78621568,81.04904732
3.79159629,1.384027393,0.9722947724,4.923744347,19.84946561,81.31603146
3.800739809,1.386383662,0.9743602346,4.865711026,19.91072252,81.59160622
3.811179112,1.38947714,0.9764858261,4.806470922,19.96923962,81.8793902
3.823243433,1.393099017,0.9786805236,4.747415686,20.02627568,82.18244545
3.836629488,1.397194484,0.9809406079,4.6884103,20.08277286,82.4997044
3.851034161,1.401708442,0.9832630778,4.629319115,20.13968041,82.83012174
3.866154591,1.406585485,0.9856456208,4.57000611,20.19795541,83.17267855
3.881688236,1.411769894,0.9880865887,4.510335057,20.25856349,83.52638594
3.897332925,1.417205659,0.990584978,4.450169561,20.32247963,83.89028822
3.912786892,1.422836502,0.9931404152,4.389373011,20.390689,84.26346562
3.927748789,1.428605928,0.9957531469,4.32780842,20.46418778,84.6450366
3.941917689,1.434457288,0.9984240347,4.265338188,20.54398418,85.03415977
3.957427226,1.441153474,1.001559433,4.186794184,20.64267259,85.48294756
3.975628566,1.449134759,1.005285942,4.086881021,20.76390549,86.01581074
3.995054907,1.457846712,1.009208197,3.979616947,20.89546087,86.59023283
4.014253386,1.466712405,1.012970385,3.877871272,21.02540177,87.16347587
4.031787325,1.475131727,1.016260998,3.793222027,21.14212384,87.69261265
4.046235112,1.482485254,1.018809631,3.736079058,21.23436497,88.13459542
4.058829022,1.490047153,1.021082093,3.692252438,21.31172812,88.53672456
4.071470529,1.49890219,1.023540732,3.645169092,21.38907873,88.95940276
4.083753636,1.508129365,1.025946937,3.600810119,21.46345723,89.37901014
4.095276621,1.516798334,1.028078432,3.564905022,21.5321428,89.77167652
4.105641709,1.523970551,1.029728178,3.542953916,21.59264467,90.11331267
4.114472712,1.530285519,1.03083497,3.540420629,21.64429989,90.42307111
4.121959916,1.5368393,1.031559454,3.554575039,21.68949125,90.73197766
4.128558115,1.543372998,1.032043222,3.578514833,21.73058764,91.0336164
4.134722649,1.549627651,1.03243496,3.605385483,21.77013737,91.32155188
4.140909251,1.555344308,1.032889634,3.628377922,21.81085561,91.58933041
4.147573918,1.560263917,1.033567727,3.640723837,21.85560139,91.83048128
4.153136634,1.564467353,1.034133865,3.659543728,21.8948591,92.03118901
4.156563885,1.568236504,1.03431938,3.697614653,21.92246305,92.19294962
4.159129538,1.571616261,1.034383364,3.741894369,21.94636853,92.33226715
4.162104945,1.574654194,1.034577637,3.779544637,21.97448671,92.46565439
4.166758974,1.577399914,1.035147298,3.797898187,22.01468911,92.60962497
4.171987899,1.579648459,1.036080729,3.801618905,22.06324073,92.73943947
4.176172892,1.581251464,1.03716255,3.803914582,22.11123056,92.82797058
4.179807146,1.582345876,1.03832334,3.805156721,22.15868265,92.88815731
4.183382802,1.583069602,1.039488862,3.805792691,22.20555659,92.9329471
4.187391302,1.583561169,1.040581368,3.806329035,22.25177563,92.97529984
4.192323562,1.583959564,1.041520165,3.807324654,22.29723714,93.02818887
4.197946317,1.584093489,1.042479664,3.803149835,22.34681344,93.07248072
4.203685562,1.583760553,1.043611779,3.791115551,22.4024255,93.08844514
4.209520825,1.583054107,1.044797247,3.776250571,22.45947791,93.0881862
4.215432074,1.582068405,1.045914125,3.763615136,22.51334514,93.08384286
4.221399869,1.580898614,1.046838433,3.758301769,22.55938837,93.08759208
4.227942133,1.579478067,1.04777868,3.753977286,22.6077332,93.11022353
4.235425649,1.577691751,1.04897451,3.742278185,22.66903993,93.15001549
4.24360506,1.575563077,1.050347839,3.725258156,22.73946018,93.20040223
