C1P2T10_inf_data.tx,C1P2T10_inf_data.ty,C1P2T10_inf_data.tz,C1P2T10_inf_data.rx,C1P2T10_inf_data.ry,C1P2T10_inf_data.rz
3.721736557,0.04497400459,0.7560295417,4.02928483,10.53716721,53.02162212
3.721347096,0.04493954489,0.7553614799,4.044528963,10.51438676,52.97946758
3.720941952,0.04489399803,0.7547219142,4.058707606,10.48997318,52.93661998
3.720475365,0.04486080423,0.7541315975,4.069673825,10.46750366,52.88996452
3.719901358,0.04486279418,0.75361291,4.075263513,10.45054846,52.83637291
3.71914177,0.04491019735,0.7530726871,4.0748482,10.4390567,52.7725708
3.718151079,0.04492577116,0.7523623848,4.071326512,10.42790519,52.69950748
3.716998971,0.0448676898,0.7515160873,4.066670596,10.41509155,52.62121955
3.715836405,0.04476973156,0.7506486238,4.062230044,10.40224401,52.54266225
3.714814223,0.04466527605,0.7498736359,4.059355355,10.39099169,52.46878965
3.71408315,0.04458736269,0.7493036404,4.059398121,10.38296402,52.40455495
3.713593568,0.04448535474,0.7489824106,4.064054269,10.3818819,52.34896094
3.713191258,0.0443152101,0.7488417411,4.073089443,10.38808484,52.2969207
3.712870051,0.04411963011,0.7488245187,4.084967722,10.39812958,52.24725881
3.712623887,0.04394148299,0.7488726074,4.098159275,10.4085745,52.1988072
3.712446782,0.04382397838,0.7489270084,4.111138872,10.41598097,52.15040471
3.712287537,0.0438545466,0.7489733808,4.122519979,10.41754709,52.10087223
3.712192294,0.04396870316,0.7489479971,4.133266991,10.41144223,52.05387462
3.71220191,0.0440606944,0.7488293081,4.144541573,10.39973992,52.01108399
3.712180627,0.04412048845,0.7486276433,4.156241021,10.38537634,51.96738378
3.711992566,0.04413831611,0.7483548771,4.168247115,10.37128937,51.91764383
3.711801859,0.04413805926,0.7479656064,4.178772155,10.35360689,51.86585652
3.711743858,0.04419318984,0.7475520613,4.186160191,10.33230921,51.81637587
3.711638874,0.04436975683,0.7473376013,4.190447826,10.31610967,51.76458271
3.711279536,0.04466627297,0.7472760424,4.19683914,10.30472441,51.7032496
3.710593875,0.04495396321,0.7470900625,4.209722027,10.29129068,51.63058511
3.709701863,0.04520738424,0.7468456842,4.22519176,10.27698145,51.55139471
3.708775604,0.0454566496,0.7466710204,4.238438768,10.2638969,51.47139753
3.707916422,0.04566002526,0.7465406354,4.246898098,10.25224505,51.39548343
3.707225708,0.04577454043,0.7464295672,4.248011944,10.242213,51.32854666
3.706701584,0.0457891238,0.746328749,4.240406762,10.23385151,51.27089107
3.706258802,0.04573861901,0.7462285729,4.22592921,10.2265484,51.21861439
3.705873807,0.04564883633,0.7461028496,4.206858305,10.21949558,51.17030546
3.705523112,0.04554611748,0.7459248037,4.185474416,10.21189516,51.12455395
3.705183288,0.04545712967,0.7456672385,4.164058864,10.20295701,51.07994994
3.70476003,0.04533544713,0.7453267691,4.144647648,10.19119823,51.03372322
3.70423181,0.04516251175,0.7449046479,4.125972817,10.17636429,50.98592188
3.70369,0.04499039261,0.7444112031,4.105871965,10.1601908,50.93921187
3.703206294,0.0448700574,0.743880564,4.084705774,10.14438826,50.89449103
3.702852279,0.04485234236,0.7433471505,4.062829282,10.13066789,50.85265356
3.702588389,0.04487898823,0.7427048113,4.042790223,10.11777964,50.81327009
3.702344316,0.04486889847,0.7419327198,4.025932108,10.10490295,50.77520262
3.702241993,0.04479666391,0.7411001361,4.00668961,10.09131908,50.74413512
3.702304647,0.04468629714,0.7403011227,3.982311139,10.07736029,50.72064542
3.702409149,0.044627807,0.7397368748,3.955549532,10.06695729,50.69689438
3.702435626,0.04469568639,0.7394019527,3.932200763,10.06123927,50.66577391
3.702463621,0.04488338575,0.7392960062,3.907776507,10.06346328,50.63202844
3.70255597,0.04514498125,0.7393554224,3.879779498,10.07122572,50.59971863
3.702551293,0.04547144005,0.7393176365,3.859390508,10.0751853,50.56092059
3.702397432,0.04587131147,0.7392332487,3.848836906,10.07750318,50.51209921
3.702152019,0.04633640104,0.7392948962,3.842236477,10.08483982,50.45631247
3.701818852,0.04683317529,0.7394504823,3.838619811,10.09462279,50.39553667
3.70140199,0.04732835951,0.7396457876,3.837031456,10.1042786,50.33175766
3.700905772,0.04778888178,0.7398242666,3.836532162,10.11123167,50.26697186
3.700421491,0.04824609508,0.7399517329,3.836150043,10.11442336,50.20462606
3.699872504,0.04880118037,0.7399642371,3.835704508,10.11168102,50.13981279
3.699144906,0.049454923,0.7398469613,3.836335077,10.10267403,50.06767871
3.698299926,0.05010045957,0.7396073804,3.839497438,10.0884406,49.99231514
3.697398838,0.05063128982,0.7392541337,3.846657295,10.07001715,49.91781393
3.696548274,0.05099279631,0.7389778499,3.857406828,10.05379402,49.84841345
3.695907397,0.05117415693,0.7389648039,3.871426979,10.04644175,49.78935885
3.69557292,0.05111477134,0.7390527281,3.891357112,10.04298681,49.74690744
3.69549814,0.05085046663,0.7390551218,3.918104427,10.03718495,49.7197336
3.695607947,0.05048574848,0.7389403988,3.950669005,10.02858346,49.70206137
3.695737159,0.05007752811,0.7388055641,3.986502797,10.01922044,49.68605904
3.695723302,0.04967962278,0.7387896769,4.022652623,10.01254032,49.66369767
3.69549525,0.04939151315,0.7389249655,4.057498394,10.0102147,49.62889182
3.6951924,0.04917676518,0.7392828801,4.109362204,10.01595202,49.58572694
3.694957254,0.04897015741,0.7398098814,4.18123982,10.02871598,49.54169055
3.69472308,0.04881853417,0.7403556125,4.248488909,10.04304473,49.49577136
3.694422878,0.0487562698,0.7407753681,4.286433894,10.05344328,49.44693091
3.694061009,0.04886270339,0.741222395,4.301292201,10.06588567,49.38846571
3.693746086,0.04911563046,0.74174873,4.312148252,10.08347289,49.32351757
3.693539805,0.0493809557,0.7420504251,4.313357272,10.0945039,49.2654875
3.693376551,0.04961049974,0.7420926029,4.292268912,10.09597541,49.21420575
3.693172724,0.04985783464,0.7420605108,4.247001199,10.09426158,49.16123236
3.692914094,0.0501200609,0.7419980577,4.18769984,10.09155658,49.10670722
3.692586419,0.05039219818,0.7419484792,4.124501571,10.09008942,49.0507507
3.692318312,0.05072731831,0.7418679132,4.068337963,10.08846597,48.99635549
3.692205433,0.05116739341,0.7417045981,4.030081777,10.08520969,48.94593535
3.692112599,0.0517055685,0.741482274,3.998407107,10.08159813,48.89756216
3.691912856,0.05230728794,0.7412315463,3.960384344,10.07849465,48.84861811
3.691554865,0.05290481352,0.7409933972,3.923635683,10.07744947,48.79728029
3.691180513,0.05351577009,0.7406073955,3.898924537,10.07730104,48.74587587
3.690946147,0.0541549989,0.7400068959,3.89544125,10.07667215,48.69667453
3.690822204,0.05475042698,0.7393723292,3.918441748,10.07682215,48.64775278
3.69069446,0.05533531303,0.7388591963,3.979132435,10.07838341,48.59381117
3.690442263,0.05594552652,0.738616551,4.071074904,10.08215617,48.53188695
3.690141545,0.05653813367,0.7384783183,4.178618484,10.08819097,48.46637626
3.689894636,0.05709528234,0.7382437987,4.286677936,10.09580704,48.40253027
3.689701263,0.05757449531,0.7380380516,4.374858797,10.10530664,48.34319179
3.689560388,0.05792108378,0.7379923562,4.422741474,10.11690103,48.29117852
3.689492468,0.05809613704,0.738250242,4.433565391,10.13175606,48.24739825
3.689463649,0.0580917022,0.7388460963,4.427052181,10.15153823,48.20849731
3.689434247,0.05793172293,0.739649062,4.408488795,10.1752758,48.17216262
3.689389737,0.05770276013,0.740530328,4.382312566,10.19995613,48.13709829
3.689315675,0.05749163888,0.7413610248,4.352962883,10.22257539,48.10201317
3.689197688,0.0573850468,0.7420124175,4.324880176,10.24013528,48.06562021
3.688996178,0.05736546961,0.7427804389,4.279618688,10.25743161,48.02963315
3.688707609,0.05735732138,0.7438791609,4.205548018,10.2784514,47.99590763
3.688371913,0.05735936719,0.7450571236,4.117337622,10.29900755,47.96337523
3.688029054,0.05736653994,0.7460641423,4.029655289,10.31493,47.93096533
3.68771896,0.05736865541,0.7466518959,3.957163103,10.32206207,47.89759926
3.687391076,0.05737565282,0.7469575786,3.909264765,10.32129456,47.8599942
3.68698902,0.057390625,0.7471726045,3.885982327,10.3125683,47.81617552
3.68655284,0.05739561453,0.7472415386,3.879465966,10.29541548,47.76871512
3.686114461,0.05738912816,0.7472438889,3.883164048,10.27443593,47.71953132
3.685705592,0.05736966513,0.7472615861,3.890511102,10.25420893,47.67053773
3.685357641,0.05733471328,0.7473795302,3.894924505,10.23928884,47.62364033
3.685101724,0.05728050201,0.747685211,3.889806831,10.23420749,47.58073722
3.68498624,0.05718569119,0.7482155721,3.873017876,10.23997894,47.54244457
3.68501592,0.05704956035,0.7488743526,3.850241841,10.2526202,47.50743979
3.68504113,0.05684145877,0.7493408127,3.829172156,10.26540775,47.47330225
3.684957095,0.0565705944,0.7494654517,3.815140517,10.27416765,47.43801618
3.684796581,0.05632317215,0.7493932715,3.809734005,10.27975396,47.40117006
3.684592293,0.05618533958,0.7492686164,3.814534378,10.28302354,47.36234716
3.684439292,0.05628033432,0.7495461557,3.831818957,10.29696708,47.32116854
3.684377912,0.05655965341,0.7501986681,3.859051014,10.32327202,47.27907527
3.684345143,0.05685457066,0.7507177666,3.889665899,10.34708239,47.237968
3.684344976,0.05705778696,0.7509217333,3.912740736,10.35881688,47.20013054
3.684217197,0.05724102291,0.7507693145,3.929481193,10.35556451,47.16510498
3.683965574,0.05746512475,0.7504952546,3.945376683,10.34640925,47.13076983
3.683976257,0.05764158154,0.7502888539,3.956510892,10.33979398,47.09922002
3.684325457,0.05775293477,0.7500263102,3.966108456,10.33195546,47.07107407
3.684749626,0.05783475356,0.7495604245,3.97857392,10.31632635,47.04384019
3.685141225,0.05787926077,0.7489954226,3.992429874,10.2961331,47.01537588
3.68539258,0.05787862076,0.7484369757,4.006190717,10.27459639,46.98353423
3.685626588,0.05790024856,0.7479925025,4.018424269,10.25772052,46.94983079
3.685995445,0.0580130136,0.7477868673,4.027472292,10.25145322,46.9161566
3.686457644,0.05811916176,0.7478110147,4.02861998,10.25308726,46.88294022
3.686944421,0.05813565366,0.7479672839,4.020413697,10.25687482,46.850301
3.687350966,0.0580793,0.7482561661,4.005912888,10.2613893,46.81618606
3.687689596,0.05802838238,0.7486558567,3.988344074,10.26712267,46.78043949
3.688007799,0.05806604058,0.7491264885,3.971285635,10.27505118,46.74357219
3.688253528,0.05821665283,0.7496410327,3.958327861,10.28448571,46.7045309
3.68837069,0.05852493118,0.7502463967,3.953672316,10.29694264,46.66023452
3.688348014,0.05895775855,0.7509652906,3.95688066,10.31283904,46.60970919
3.688218935,0.0594242591,0.751651298,3.965549371,10.32860671,46.55521023
3.688033497,0.05986819876,0.7522263517,3.976216436,10.34211825,46.49923713
3.687831876,0.06024895984,0.7527284955,3.983931305,10.35318861,46.4442693
3.687654218,0.06052550833,0.7531948317,3.983745179,10.36161789,46.39278899
3.687412689,0.06080056383,0.7537027797,3.970215511,10.36771736,46.34317578
3.687046441,0.06110952422,0.7543315383,3.94585272,10.37263541,46.29292746
3.686662424,0.06133000955,0.7550803883,3.918015322,10.3777198,46.24376406
3.686407408,0.06139448218,0.7559824448,3.893319981,10.38637088,46.19828144
3.686262143,0.06127933948,0.7568251189,3.876164984,10.39336249,46.15646583
3.686145837,0.06107588805,0.7575747077,3.861397998,10.3973096,46.11641952
3.686112402,0.06088754644,0.7585347442,3.84129278,10.40737222,46.07788951
3.68630081,0.06063573852,0.7597914969,3.813143095,10.42765042,46.04752662
3.686746275,0.06025105117,0.7611734279,3.780473293,10.45463079,46.02811298
3.687346723,0.0598503897,0.7626000505,3.744883374,10.48603621,46.01357946
3.68799823,0.05954256075,0.7641855305,3.705714365,10.52115436,45.99739419
3.68856024,0.05941257133,0.7659486578,3.663599722,10.55756085,45.97259635
3.688875934,0.05954237615,0.7676681953,3.622058963,10.59039154,45.932485
3.688939827,0.05991897446,0.769208886,3.580089569,10.61880564,45.87747958
3.688844815,0.06042275078,0.7704711336,3.537744429,10.64355106,45.81381587
3.68864098,0.06103539457,0.7716944575,3.494485875,10.66702882,45.74371717
3.688395593,0.06173451297,0.7731032237,3.450220927,10.69191656,45.66968214
3.688125782,0.06243585674,0.7745065857,3.410735927,10.716176,45.59417046
3.687849102,0.06305493506,0.7757123901,3.381839595,10.73779863,45.51965359
3.687427998,0.06368653488,0.7765006763,3.368695571,10.75358642,45.43882233
3.68676712,0.06447435885,0.7770524526,3.366172744,10.76386922,45.34620265
3.685973735,0.0653682607,0.7776361284,3.367093524,10.7717612,45.24744359
3.685175213,0.06624292809,0.7781638177,3.370049322,10.77821023,45.14888738
3.684499,0.06697169223,0.7785472206,3.373647486,10.78414789,45.05688664
3.684072557,0.06742659861,0.7786976904,3.376508858,10.79048944,44.9778028
3.683978051,0.06747323399,0.7784029129,3.385740518,10.79399451,44.91828097
3.684099976,0.06721926772,0.7776835866,3.404358151,10.79350391,44.87295024
3.684268935,0.0668989682,0.7768034758,3.424823853,10.79303573,44.83014005
3.68431525,0.06674611941,0.7760300247,3.43957147,10.79660657,44.77816688
3.684263849,0.06665708823,0.7754903846,3.439127475,10.80363028,44.71955061
3.684244521,0.06648556617,0.7748859304,3.432570128,10.81073253,44.66292644
3.684242716,0.06639537467,0.7740645033,3.43647101,10.81848891,44.60499098
3.684286745,0.06640627064,0.7732324408,3.448737346,10.82893893,44.5451556
3.68438416,0.06641880684,0.7724938388,3.459352531,10.84172147,44.48519471
3.684507746,0.06641991042,0.7720097362,3.465624691,10.8561794,44.42406867
3.68465701,0.06640628307,0.771565408,3.471392803,10.87051846,44.36228847
3.684818931,0.0663811758,0.7709251857,3.480812132,10.88302042,44.30038092
3.684947513,0.06634152816,0.7702181114,3.491664973,10.89313063,44.23732573
3.685040207,0.06630231211,0.769611572,3.502814475,10.90228198,44.17149637
3.685089594,0.0662867517,0.769270265,3.51218433,10.91233547,44.10156611
3.685050308,0.06625941389,0.7691799044,3.518840211,10.92290209,44.0270748
3.684901641,0.06620096341,0.7692163581,3.523713749,10.93320113,43.94829905
3.684627317,0.06614495592,0.7693394024,3.525977209,10.94271817,43.86577256
3.684211116,0.066124959,0.769508708,3.524804327,10.95093578,43.78003125
3.683620814,0.06620969254,0.7696884664,3.517152457,10.95772389,43.68971778
3.682892789,0.06642279827,0.7698700803,3.502903373,10.9634475,43.59503457
3.682113802,0.06673007174,0.7700529284,3.485624693,10.96833906,43.49885874
3.681370644,0.06709695216,0.7702350204,3.468891862,10.97264651,43.40406564
3.680750127,0.06748849852,0.770413016,3.45628797,10.97663419,43.31352832
3.680277334,0.06775406663,0.7706526482,3.450356194,10.97835817,43.228358
3.679877142,0.06783562109,0.7709344648,3.451516485,10.97533329,43.14746347
3.679502414,0.06785256019,0.7711846384,3.458127814,10.96884105,43.06958682
3.679195645,0.06787898099,0.7714146295,3.469306312,10.96253568,42.99488154
3.678999248,0.06798852487,0.7716371423,3.484149694,10.96006627,42.92349373
3.678950172,0.06820233676,0.7717891183,3.502769782,10.9601171,42.85563118
3.679044164,0.0684835779,0.7719158233,3.523660203,10.96143057,42.79020466
3.679325638,0.06873546091,0.7721570164,3.550017848,10.96598955,42.72801326
3.679770946,0.06889503654,0.772590778,3.5828266,10.97441838,42.66895778
3.680258203,0.06899821286,0.7733021955,3.615403858,10.98839055,42.60987714
3.680747291,0.06917757831,0.7742995373,3.64210022,11.00788979,42.54970443
3.681208107,0.06956181789,0.7754792009,3.658974044,11.03100369,42.48794899
3.681533532,0.07017974578,0.7767604086,3.661886291,11.05654139,42.42230815
3.681659438,0.07107646286,0.7781629764,3.654219937,11.08566052,42.3493361
3.681632172,0.07219012041,0.7796998884,3.642116469,11.11894373,42.26955656
3.681510491,0.07338883964,0.7812796408,3.625589225,11.15432695,42.18663574
3.681353426,0.07454056286,0.7828084521,3.604681337,11.18974719,42.10425632
3.681220298,0.07551311589,0.7841900091,3.579467408,11.2231448,42.02611737
3.681170675,0.07617431416,0.7853254924,3.550051186,11.25246588,41.95593215
3.681176208,0.07661113815,0.7862346503,3.509308581,11.27912415,41.89306293
3.681178005,0.07698640765,0.7870223598,3.454220686,11.30539138,41.83407486
3.681189877,0.0772812408,0.7877155963,3.391069086,11.33052357,41.77848849
3.681225353,0.07747512377,0.7883415327,3.326134398,11.35379692,41.72581384
3.681297569,0.07754532148,0.7889278646,3.265693905,11.37450485,41.67554847
3.681343609,0.07746086048,0.7894835302,3.215799819,11.39410693,41.62593508
3.68152462,0.07702298948,0.7900670903,3.167006264,11.41673103,41.58706094
3.681921253,0.07625647442,0.790684301,3.11250464,11.44197795,41.56137864
3.682356761,0.07549725549,0.7912650922,3.061946172,11.46585571,41.5358399
3.682653895,0.07507850749,0.7917443599,3.024944325,11.48433657,41.49738578
3.682965694,0.07482480113,0.7920335478,2.984237247,11.49588954,41.45605369
3.683378088,0.07449524422,0.7921673274,2.937561635,11.50405035,41.41943599
3.683611884,0.07431853769,0.7922724523,2.916958329,11.51240911,41.37075712
3.683522127,0.07441599138,0.7923117778,2.934534634,11.51872751,41.3031181
3.68321705,0.07471284802,0.7922163221,2.975647277,11.52023294,41.22376362
3.682796623,0.0751410918,0.7920686091,3.032172688,11.51974209,41.1371018
3.682360337,0.07563021867,0.7919539226,3.095981891,11.52002017,41.04754446
3.68200681,0.07610528074,0.7919616443,3.158935052,11.5237634,40.95950367
3.681833642,0.07648621775,0.7921853228,3.21288178,11.53359636,40.87738957
3.681798286,0.07687617735,0.7925646172,3.269812585,11.54851748,40.79644028
3.681792911,0.07738345426,0.7929870709,3.34124376,11.56576056,40.71081133
3.681815983,0.07792921773,0.7934713559,3.418309579,11.58521426,40.62328994
3.68186517,0.07842989407,0.7940374024,3.492144792,11.60670573,40.53666511
3.681937293,0.07879709994,0.7947062878,3.553885634,11.6300008,40.45372653
3.682112887,0.07900526491,0.7954591018,3.595072867,11.65334546,40.37916628
3.682546055,0.0789970825,0.7963332192,3.616694209,11.678559,40.31708727
3.683216264,0.0787575432,0.7973562082,3.626551221,11.70777622,40.26488665
3.684000115,0.07835818307,0.7984298348,3.627433777,11.73850831,40.21860873
3.684774596,0.07787220201,0.7994555665,3.622127054,11.76828526,40.17430081
3.6854539,0.07744787261,0.8003897835,3.611993046,11.79423281,40.12874931
3.685955727,0.0772298611,0.8011974766,3.598230713,11.81357106,40.07872707
3.68630174,0.07712698044,0.8018006249,3.577348171,11.82423853,40.02625206
3.686578207,0.07700212843,0.8022192434,3.547518042,11.82795564,39.97464694
3.686764472,0.07685499015,0.8025156477,3.51376278,11.82808471,39.92189086
3.686781339,0.07670222983,0.8027079572,3.481514888,11.82640861,39.86542952
3.686607344,0.07660344323,0.8028762878,3.455115383,11.82543357,39.80351872
3.686308238,0.07662211279,0.8031777935,3.437925804,11.82962216,39.73533519
3.68587889,0.07688340562,0.8036556208,3.425761483,11.83925624,39.65821426
3.685376345,0.07741584953,0.8042967961,3.411321533,11.85237623,39.57366076
3.684767171,0.07804288641,0.805062836,3.394998254,11.86768187,39.48424629
3.684027103,0.07860094399,0.8058726756,3.377869914,11.88339792,39.39297857
3.683328715,0.07902723537,0.8067343046,3.35964955,11.89991488,39.30593658
3.682844499,0.07925843392,0.8076539729,3.340063409,11.91762281,39.2292034
3.682640283,0.07938432109,0.8087274376,3.32193302,11.93986082,39.16214079
3.682627214,0.07950592642,0.8100840165,3.305938618,11.96815616,39.0991797
3.682719902,0.07957423593,0.811663418,3.290441178,11.99960676,39.03917406
3.682891869,0.07958764284,0.8132848992,3.275745926,12.03124811,38.9827302
3.683116864,0.07954479565,0.8147670163,3.262167992,12.06012007,38.93046666
3.683368818,0.07944449713,0.8159277668,3.250030717,12.08326636,38.88301274
3.683719585,0.07920537574,0.8167619875,3.238368882,12.09939234,38.84397701
3.684226388,0.07879506073,0.8174339245,3.225669825,12.11083994,38.8143622
3.684841255,0.07828589086,0.8180164894,3.211430847,12.12010857,38.79089015
3.685516222,0.07775034543,0.8185834534,3.195140381,12.12969593,38.77027844
3.686203373,0.0772611214,0.8192090139,3.176280806,12.14209753,38.74924188
3.686854834,0.07689111619,0.819967787,3.154328405,12.1598058,38.72449282
3.687441992,0.07665039763,0.8207522249,3.133124108,12.17934945,38.69704213
3.687984803,0.07649201751,0.8214587276,3.114827333,12.19743862,38.66980495
3.688508286,0.07640361003,0.8221686995,3.096383958,12.21683249,38.64234682
3.689135483,0.0764112277,0.8231088992,3.072438823,12.24320569,38.61519562
3.690001522,0.07645296408,0.8244365471,3.032972651,12.28163764,38.59217442
3.690973482,0.07650555858,0.8259292766,2.98424013,12.32637306,38.57168173
3.691789042,0.07663534555,0.8272621343,2.944961379,12.36722823,38.54613024
3.692312714,0.07684930503,0.8283289125,2.917544723,12.40311664,38.51295947
3.692670678,0.07716858869,0.8292873049,2.892365611,12.43971473,38.47675086
3.69298121,0.07761571291,0.8302248599,2.869675206,12.47732,38.43964168
3.693275113,0.07808283708,0.8311217435,2.851136303,12.51422574,38.40172079
3.693583214,0.07846217459,0.8319573202,2.838415998,12.5487283,38.36307746
3.693936376,0.07864611988,0.8327100636,2.833186071,12.57912712,38.32380164
3.694297279,0.07870055573,0.8332969443,2.83667695,12.60476552,38.2890119
3.694627706,0.07874431984,0.8337058032,2.846812165,12.6268263,38.26055072
3.694957211,0.07874985244,0.8340216307,2.860294815,12.646368,38.23358978
