T1P1T06_sup_data.tx,T1P1T06_sup_data.ty,T1P1T06_sup_data.tz,T1P1T06_sup_data.rx,T1P1T06_sup_data.ry,T1P1T06_sup_data.rz
4.399649609,0.7421330888,-1.736094357,-1.596544979,-50.10233115,59.18393698
4.403258106,0.7382443667,-1.736973063,-1.536375361,-50.16553526,58.89916542
4.406835023,0.7343815177,-1.737883903,-1.473601658,-50.22982114,58.62583696
4.410408551,0.7305716191,-1.738857521,-1.409580749,-50.2960076,58.36585395
4.414002872,0.7268408807,-1.739921224,-1.345547656,-50.36479693,58.12071738
4.417638728,0.7232145947,-1.741098933,-1.282613179,-50.43677995,57.89153479
4.421334128,0.7197170574,-1.74241129,-1.221764475,-50.51244609,57.67904104
4.425105146,0.716371474,-1.743875899,-1.163867895,-50.59219815,57.48363014
4.428966738,0.7131998566,-1.745507695,-1.109673652,-50.67637075,57.30539574
4.43293354,0.710222925,-1.7473194,-1.059822195,-50.76525112,57.14417835
4.437020576,0.7074600186,-1.749322031,-1.014852426,-50.85910107,56.99961671
4.44124385,0.7049290212,-1.75152541,-0.9752121122,-50.95817818,56.8712016
4.445620762,0.7026462976,-1.753938628,-0.9412710173,-51.06275473,56.75832971
4.450170343,0.7006266368,-1.756570419,-0.9133372933,-51.17313272,56.66035596
4.454913268,0.6988831924,-1.759429397,-0.8916774611,-51.28965379,56.57664261
4.459871664,0.6974274147,-1.762524135,-0.8765399335,-51.41270304,56.50660344
4.465068702,0.6962689709,-1.765863069,-0.8681814752,-51.54270679,56.44974177
4.470528004,0.6954156583,-1.769454236,-0.8668954155,-51.68012429,56.40568066
4.476272875,0.6948733175,-1.77330486,-0.8730399198,-51.82543437,56.37418407
4.482325417,0.6946457621,-1.77742084,-0.8870642812,-51.97911831,56.3551678
4.488705539,0.6947347395,-1.781806176,-0.9095310669,-52.14164032,56.34869947
4.495429944,0.6951399402,-1.78646239,-0.9411320758,-52.31342767,56.35498748
4.50254071,0.6959350117,-1.791474706,-0.986888623,-52.49869864,56.37456744
4.510065464,0.6971663855,-1.796894178,-1.050538653,-52.70027585,56.4080183
4.517991514,0.6987899649,-1.802666472,-1.131045456,-52.91639055,56.45573996
4.526299448,0.7007598818,-1.808734103,-1.227475947,-53.14518587,56.51813544
4.534962825,0.7030287504,-1.815036725,-1.338967515,-53.38471738,56.59555932
4.543948235,0.7055479504,-1.821511641,-1.464688945,-53.63295997,56.6882684
4.553215726,0.7082679215,-1.82809451,-1.603797653,-53.88782069,56.79637771
4.562719619,0.7111384517,-1.834720212,-1.755395583,-54.14715665,56.91982434
4.572409642,0.7141089489,-1.841323838,-1.91848606,-54.40879697,57.05834079
4.58223236,0.7171286928,-1.847841748,-2.091933587,-54.67056731,57.21143845
4.592132775,0.7201470716,-1.854212649,-2.274428255,-54.93031567,57.37840127
4.602056026,0.7231138129,-1.86037863,-2.464456178,-55.18593787,57.55828882
4.611949079,0.7259792209,-1.866286125,-2.660277121,-55.43540137,57.74994796
4.621762294,0.728694429,-1.871886738,-2.859910354,-55.67676625,57.95203191
4.631450804,0.7312116789,-1.877137891,-3.061129526,-55.90820211,58.1630258
4.640975615,0.733484629,-1.88200328,-3.261467149,-56.12800021,58.38127779
4.650304388,0.7354686905,-1.886453086,-3.458229009,-56.33458007,58.60503462
4.659411862,0.7371213835,-1.890463949,-3.648518453,-56.52649029,58.83248098
4.668279924,0.7384026987,-1.894018693,-3.829270132,-56.7024035,59.06178169
4.676897334,0.7392754449,-1.897105807,-3.997292388,-56.86110562,59.29112592
4.685259152,0.7397055623,-1.899718707,-4.149317037,-57.00147995,59.51877247
4.693365908,0.7396623794,-1.901854802,-4.282054959,-57.12248685,59.74309526
4.701222588,0.7391187975,-1.903514403,-4.392255561,-57.22313991,59.96262787
4.708837511,0.73805139,-1.904699512,-4.476767922,-57.30247985,60.17610612
4.716261092,0.736534713,-1.905505744,-4.5379506,-57.3640063,60.38329465
4.723557483,0.7346799174,-1.906059436,-4.580233243,-57.4127177,60.58452947
4.730756285,0.7325239898,-1.906407581,-4.603861852,-57.4498664,60.77977897
4.737884689,0.7301073673,-1.906594208,-4.609338361,-57.47663462,60.96927668
4.744966489,0.7274735999,-1.906659443,-4.597434881,-57.49411785,61.15351497
4.752021347,0.7246689391,-1.906638721,-4.569198585,-57.50331316,61.33323276
4.759064319,0.7217418582,-1.906562176,-4.525946817,-57.50511271,61.5093974
4.76610566,0.718742512,-1.906454229,-4.469252146,-57.50030272,61.68318057
4.773150867,0.7157221386,-1.906333394,-4.400917475,-57.48956764,61.85592782
4.780200952,0.7127324104,-1.906212308,-4.32294169,-57.4734991,62.02912199
4.787252885,0.7098247358,-1.906097968,-4.237476776,-57.45260878,62.20434026
4.794300178,0.707049519,-1.905992196,-4.146777764,-57.42734431,62.38320554
4.801333525,0.7044553832,-1.905892279,-4.05314725,-57.39810707,62.56733281
4.808341481,0.7020883704,-1.905791774,-3.958876493,-57.36527078,62.7582715
4.81531109,0.6999911287,-1.905681454,-3.866185298,-57.32919978,62.95744533
4.822228452,0.698202103,-1.905550323,-3.777162977,-57.29026612,63.16609117
4.829079167,0.6967547435,-1.905386696,-3.693712725,-57.24886452,63.38519895
4.835848655,0.6956767468,-1.905179255,-3.617501644,-57.20542467,63.61545458
4.84252233,0.6949893487,-1.904918067,-3.54991854,-57.1604204,63.8571883
4.849085643,0.6947066872,-1.904595503,-3.492041312,-57.11437552,64.11033078
4.855523996,0.6948352604,-1.90420702,-3.444615417,-57.06786643,64.3743794
4.861822569,0.6953735077,-1.903751779,-3.408044446,-57.02152173,64.64837683
4.867966068,0.6963115477,-1.90323307,-3.382393396,-56.97601913,64.93090379
4.873938441,0.6976311042,-1.902658536,-3.367404635,-56.93208007,65.22008736
4.879722582,0.6993056564,-1.902040184,-3.36252603,-56.89046259,65.51362504
4.88530005,0.7013008372,-1.901394185,-3.366950055,-56.85195261,65.80882452
4.890650832,0.7035751005,-1.90074049,-3.379662142,-56.81735426,66.10265755
4.895753172,0.7060806618,-1.900102278,-3.399496034,-56.78747952,66.39182589
4.900583472,0.7087647018,-1.899505272,-3.425193581,-56.76313759,66.67283656
4.905116298,0.7115708068,-1.898976966,-3.455466338,-56.74512446,66.94208311
4.909324489,0.7144406016,-1.898545807,-3.489056373,-56.73421292,67.19592972
4.913179387,0.7173155197,-1.898240384,-3.524793999,-56.73114361,67.43079496
4.916651184,0.7201386442,-1.898088653,-3.561650548,-56.73661725,67.64323244
4.919709404,0.7228565499,-1.898117257,-3.59878476,-56.75128859,67.8300062
4.922323498,0.7254210797,-1.898350955,-3.635581889,-56.77576229,67.98815912
4.924463568,0.7277909907,-1.89881219,-3.671685006,-56.81059105,68.11507339
4.926101176,0.7299334189,-1.899520822,-3.70701841,-56.85627623,68.20852223
4.92718354,0.7317176803,-1.900391858,-3.73610001,-56.90841463,68.26599046
4.927657264,0.7330087341,-1.901324241,-3.752959553,-56.96190271,68.28531105
4.927497286,0.7337827598,-1.902310033,-3.757243104,-57.01613018,68.26547614
4.926682687,0.7340275927,-1.903339319,-3.748902848,-57.07046304,68.205992
4.925197349,0.7337428223,-1.904400564,-3.72818602,-57.12425606,68.106885
4.923030538,0.732939568,-1.905481011,-3.695617789,-57.17686669,67.9686978
4.920177367,0.731639936,-1.906567106,-3.651978746,-57.22767004,67.79247573
4.916639154,0.7298761682,-1.90764491,-3.598277621,-57.27607415,67.57974395
4.912423646,0.7276895098,-1.908700488,-3.535719745,-57.3215352,67.33247555
4.907545111,0.7251288328,-1.909720273,-3.465671705,-57.3635721,67.05305106
4.902024292,0.7222490682,-1.91069138,-3.389622604,-57.40177986,66.74420946
4.895888198,0.7191095085,-1.911601886,-3.309142347,-57.43584124,66.40899117
4.889169745,0.7157720464,-1.912441064,-3.225837545,-57.46553613,66.05067343
4.88190721,0.7122994199,-1.913199565,-3.141305905,-57.49074814,65.672699
4.874143541,0.7087535246,-1.913869563,-3.057090345,-57.51146776,65.27859959
4.865925499,0.7051938534,-1.914444845,-2.974634478,-57.52779164,64.87191613
4.857302692,0.7016761087,-1.914920854,-2.895241398,-57.53991776,64.45611847
4.848326499,0.6982510266,-1.915294689,-2.820037873,-57.54813612,64.03452772
4.839048967,0.6949634414,-1.91556506,-2.749945893,-57.5528153,63.61024439
4.829521678,0.6918516078,-1.915732203,-2.685663194,-57.55438506,63.18608542
4.819794674,0.6889467905,-1.915797771,-2.627653796,-57.55331591,62.76453299
4.809915445,0.686273116,-1.915764705,-2.576148831,-57.55009654,62.34769695
4.799928043,0.6838476747,-1.915637097,-2.531157195,-57.54521044,61.93729217
4.789872342,0.6816808479,-1.915420059,-2.492484835,-57.53911307,61.5346311
4.779783475,0.6797768279,-1.915119593,-2.459760923,-57.53221092,61.14063109
4.769691469,0.6781342908,-1.91474249,-2.432468835,-57.52484387,60.75583518
4.759621087,0.6767471798,-1.914296232,-2.409979739,-57.51727171,60.3804447
4.749591881,0.6756055553,-1.91378892,-2.391586693,-57.50966584,60.01436154
4.739618444,0.6746964676,-1.913229198,-2.376537423,-57.50210623,59.6572377
4.729710839,0.6740048131,-1.912626188,-2.364064401,-57.49458384,59.30852989
4.719875188,0.6735141347,-1.911989391,-2.353411333,-57.4870079,58.96755666
4.710114377,0.6732073336,-1.91132858,-2.343855616,-57.47921728,58.63355617
4.700428832,0.6730672628,-1.910653632,-2.334726779,-57.47099486,58.30574235
4.690817346,0.6730771806,-1.909974325,-2.325421158,-57.46208379,57.9833579
4.681277891,0.6732210483,-1.90930007,-2.31541327,-57.45220412,57.66572239
4.6718084,0.6734836688,-1.908639599,-2.304264416,-57.44106884,57.35227439
4.662407471,0.6738506736,-1.908000609,-2.291628951,-57.42839814,57.04260632
4.653074975,0.6743083783,-1.90738939,-2.277258443,-57.41393119,56.73649132
4.643812539,0.6748435413,-1.906810449,-2.261003641,-57.39743487,56.43390113
4.634623879,0.6754430691,-1.906266174,-2.242813836,-57.37870942,56.13501422
4.625514979,0.6760937187,-1.905756551,-2.222733044,-57.35759098,55.84021366
4.6164941,0.6767818489,-1.905278976,-2.2008924,-57.33395129,55.55007441
4.60757161,0.6774932656,-1.904828167,-2.177498295,-57.30769517,55.26534023
4.598759658,0.6782131985,-1.904396199,-2.152816116,-57.27875598,54.98689094
4.590071692,0.6789264297,-1.903972665,-2.127149754,-57.24708982,54.71570125
4.581521859,0.6796175778,-1.903544949,-2.100817436,-57.21266885,54.45279299
4.573124305,0.6802715268,-1.903098609,-2.074124737,-57.17547429,54.199183
4.564892438,0.6808739674,-1.902617843,-2.047335928,-57.13548957,53.95582899
4.556838169,0.6814120128,-1.902086014,-2.02064502,-57.09269402,53.72357629
4.548971206,0.6818748359,-1.901486213,-1.994148095,-57.0470574,53.50310817
4.541319722,0.6822968654,-1.900845394,-1.970164549,-57.00062093,53.29509453
4.533910385,0.6827182081,-1.90019442,-1.951022505,-56.95554869,53.09997111
4.526745713,0.6831411866,-1.899523455,-1.936624518,-56.91196959,52.91772209
4.519824252,0.6835718802,-1.898824408,-1.926712167,-56.86999107,52.74805891
4.513140549,0.6840201178,-1.898091251,-1.920868411,-56.82969815,52.5904227
4.506685311,0.6844992505,-1.89732022,-1.918528441,-56.79115281,52.44400011
4.500445716,0.6850257116,-1.896509904,-1.918998609,-56.75439367,52.30775128
4.494405872,0.6856183866,-1.89566122,-1.921482413,-56.71943567,52.18044853
4.488547386,0.686297827,-1.894777276,-1.925112102,-56.68626987,52.06072345
4.482850022,0.6870853506,-1.893863143,-1.928984096,-56.65486337,51.94711995
4.477292429,0.688002074,-1.892925546,-1.93219634,-56.62515941,51.83815068
4.471852911,0.6890679269,-1.8919725,-1.933885686,-56.59707798,51.73235439
4.46651023,0.6903006905,-1.891012906,-1.933263598,-56.57051708,51.62835201
4.461244417,0.6917151024,-1.890056139,-1.929648746,-56.54535483,51.5248995
4.456037585,0.6933220617,-1.889111639,-1.92249542,-56.52145246,51.42093608
4.450874712,0.6951279583,-1.888188534,-1.911417053,-56.49865839,51.31562673
4.445744396,0.6971341471,-1.887295293,-1.896204446,-56.47681304,51.20839804
4.440639535,0.6993365788,-1.88643943,-1.876838476,-56.45575446,51.09896677
4.435557915,0.7017256033,-1.885627273,-1.85349701,-56.43532428,50.98736013
4.43050265,0.7042859593,-1.88486378,-1.826555642,-56.41537376,50.87392655
4.425482424,0.7069969702,-1.884152428,-1.796581684,-56.39576939,50.7593353
4.420511483,0.709832962,-1.883495163,-1.764320866,-56.37639754,50.64456335
4.415609322,0.7127639147,-1.882892409,-1.730676352,-56.3571678,50.53086808
4.410800034,0.7157563459,-1.88234313,-1.696679958,-56.3380144,50.41974507
4.406111324,0.7187744155,-1.881844946,-1.663455867,-56.31889559,50.31287105
4.401573178,0.7217812212,-1.881394282,-1.632177566,-56.29979081,50.21203305
4.39721626,0.7247402414,-1.880986557,-1.604019258,-56.28069588,50.11904621
4.393070098,0.727616864,-1.880616393,-1.580103617,-56.26161652,50.03566339
4.389161146,0.7303799233,-1.880277836,-1.56144835,-56.24256076,49.9634815
4.385510872,0.7330031542,-1.879964578,-1.548914612,-56.22353082,49.90384987
4.382133983,0.735466466,-1.879670167,-1.543160756,-56.20451501,49.85778699
4.379036921,0.7377569322,-1.879388181,-1.544605139,-56.18548041,49.82591196
4.376216786,0.7398694059,-1.879112382,-1.553401577,-56.1663666,49.80839673
4.373660768,0.7418066875,-1.878836799,-1.569430466,-56.14708085,49.80494416
4.371346168,0.7435792032,-1.87855578,-1.592307448,-56.12749501,49.81479508
4.36924105,0.7452041965,-1.878263972,-1.621409904,-56.10744432,49.83676515
4.367305475,0.7467044801,-1.877956269,-1.65591963,-56.08672813,49.86930928
4.365493274,0.7481068352,-1.877627719,-1.694878389,-56.06511277,49.91060929
4.363754214,0.7494401783,-1.877273416,-1.737251739,-56.04233666,49.95867799
4.362036455,0.7507336258,-1.87688839,-1.781995966,-56.01811767,50.01147234
4.360289111,0.752014594,-1.876467519,-1.82812294,-55.99216259,50.06700768
4.35846478,0.7533070594,-1.876005471,-1.874758196,-55.96417856,50.12346549
4.356521878,0.7546300886,-1.875496696,-1.921188286,-55.93388593,50.17928809
4.354426645,0.7559967282,-1.874935476,-1.96689451,-55.90103204,50.23325448
4.352154694,0.7574133114,-1.874316036,-2.01157127,-55.86540516,50.28453341
4.34969204,0.758879214,-1.873632713,-2.055128577,-55.82684761,50.33271109
4.347035522,0.760387053,-1.872880182,-2.09767957,-55.78526727,50.37779306
4.344192648,0.7619232942,-1.872053704,-2.139515013,-55.74064635,50.42018143
4.34118085,0.7634692047,-1.871149392,-2.181067728,-55.69304656,50.46063031
4.33802624,0.7650020686,-1.870164456,-2.222870402,-55.64261,50.50018335
4.334761934,0.7664965755,-1.869097407,-2.265510336,-55.58955514,50.54009806
4.331426066,0.7679262856,-1.867948199,-2.30958441,-55.53416804,50.58176197
4.328059604,0.7692650882,-1.866718297,-2.355656935,-55.47678906,50.62660533
4.324704099,0.7704885729,-1.865410663,-2.404222398,-55.41779581,50.6760147
4.321399484,0.7715752548,-1.864029667,-2.455674304,-55.35758347,50.7312515
4.318182026,0.7725076029,-1.862580924,-2.510280711,-55.29654385,50.79337837
4.315082548,0.7732728427,-1.861071081,-2.568166414,-55.23504457,50.86319615
4.312124969,0.7738635185,-1.859507566,-2.629301305,-55.17341002,50.94119319
4.309325236,0.7742778154,-1.857898329,-2.693494231,-55.11190538,51.02750825
4.306690681,0.7745196534,-1.856251592,-2.76039161,-55.05072504,51.12190817
4.304219806,0.7745985733,-1.854575626,-2.829480341,-54.98998616,51.22378076
4.301902516,0.7745294351,-1.852878584,-2.90009491,-54.92972794,51.3321436
4.299720749,0.7743319487,-1.851168368,-2.971428985,-54.86991625,51.4456689
4.297649499,0.7740300548,-1.84945255,-3.042552087,-54.81045318,51.56272448
4.295658152,0.7736511686,-1.847738329,-3.11243201,-54.75119044,51.68143013
4.29371209,0.7732253028,-1.84603249,-3.179963426,-54.69194521,51.79972801
4.291774477,0.7727840838,-1.844341377,-3.244002711,-54.63251714,51.91546492
4.289808132,0.7723596853,-1.842670833,-3.30340838,-54.57270504,52.02648318
4.287777425,0.7719837074,-1.841026121,-3.35708584,-54.51232203,52.13071626
4.285650064,0.771686037,-1.839411812,-3.404034521,-54.45120834,52.22628451
4.283398722,0.7714937308,-1.837831642,-3.443394934,-54.38924088,52.31158598
4.281002389,0.7714299665,-1.836288357,-3.474492928,-54.32633946,52.38537745
4.278447406,0.7715131064,-1.834783557,-3.496878367,-54.26246944,52.44684095
4.275728111,0.7717559175,-1.833317553,-3.510355663,-54.19764104,52.49563188
4.272847085,0.7721649883,-1.83188926,-3.515003942,-54.13190581,52.53190586
4.269814969,0.772740376,-1.830496136,-3.511185149,-54.06535069,52.55632239
4.26664989,0.7734755143,-1.829134191,-3.499538971,-53.99809059,52.57002483
4.263376506,0.7743573985,-1.827798064,-3.480964213,-53.93026,52.57459726
4.26002475,0.775367055,-1.826481187,-3.456587027,-53.86200454,52.57200022
4.256628317,0.7764802858,-1.825176021,-3.427717234,-53.79347276,52.56448831
4.253222996,0.7776686607,-1.823874355,-3.395794733,-53.72480881,52.55451354
4.249844915,0.778900718,-1.822567653,-3.362328657,-53.65614602,52.54461929
4.246528806,0.7801433163,-1.82124743,-3.328832411,-53.58760164,52.53732986
4.24330636,0.7813630725,-1.819905625,-3.296757991,-53.51927269,52.53504125
4.240204756,0.7825278162,-1.818534955,-3.267433014,-53.45123296,52.53991843
4.237245436,0.7836079882,-1.817129237,-3.242003642,-53.3835314,52.55380405
4.234443181,0.7845779188,-1.815683658,-3.22138611,-53.31619173,52.57814286
4.231805507,0.7854169266,-1.814194988,-3.206228993,-53.2492137,52.61392516
4.229332424,0.7861101899,-1.812661738,-3.196887646,-53.18257575,52.66165138
4.227016539,0.7866493551,-1.811084251,-3.193411611,-53.1162394,52.72131902
4.224843494,0.7870328563,-1.809464737,-3.195545199,-53.05015487,52.79243175
4.222792701,0.7872659336,-1.807807241,-3.202740926,-52.98426777,52.8740298
