C1P2T13_pect_data.tx,C1P2T13_pect_data.ty,C1P2T13_pect_data.tz,C1P2T13_pect_data.rx,C1P2T13_pect_data.ry,C1P2T13_pect_data.rz
-0.498131464,-1.498664204,2.094334346,-11.02961595,44.41385728,13.92854987
-0.4986069992,-1.499032661,2.093258924,-11.02066886,44.41146207,13.92767205
-0.4992100863,-1.499597705,2.091371747,-10.99429139,44.40449012,13.93545882
-0.4999308511,-1.500265433,2.08893915,-10.95636513,44.39291225,13.94814182
-0.5007362402,-1.500943228,2.086272976,-10.91376414,44.37825434,13.96189688
-0.5015879743,-1.501560021,2.08367666,-10.87190795,44.36135686,13.97391355
-0.5024479057,-1.502046388,2.081453779,-10.83620367,44.34307023,13.98139153
-0.5032780749,-1.502334231,2.079908004,-10.81204627,44.32425166,13.98154131
-0.5040807838,-1.502466019,2.078962075,-10.79676614,44.30643106,13.97579483
-0.5048715269,-1.502543713,2.078303583,-10.78362094,44.29060911,13.96829988
-0.5056853748,-1.502586115,2.077827254,-10.77144695,44.27486802,13.95955146
-0.5065547225,-1.502600127,2.07742611,-10.75947612,44.25742542,13.94974146
-0.5074574963,-1.50258948,2.077048551,-10.74758194,44.23854861,13.93970578
-0.5083715527,-1.502557814,2.076643043,-10.73563903,44.21850437,13.93028012
-0.5092746732,-1.502508666,2.076158123,-10.72352333,44.19755908,13.92229989
-0.51016697,-1.502366874,2.075770324,-10.71502902,44.17648051,13.91353983
-0.5110328515,-1.502075506,2.07566853,-10.71349351,44.15677088,13.90181402
-0.5118283121,-1.501678015,2.075788836,-10.71725039,44.13853004,13.88862425
-0.5125432214,-1.50122789,2.07604294,-10.72375529,44.12091864,13.87540935
-0.5131824951,-1.50077091,2.076361367,-10.73088619,44.10389501,13.86296625
-0.5137509274,-1.500352797,2.076674641,-10.7365227,44.08741767,13.85209119
-0.51425319,-1.50001922,2.076913288,-10.73854587,44.07144524,13.84357983
-0.5147895843,-1.499793216,2.076799243,-10.73143835,44.05513869,13.84003112
-0.51543333,-1.499646698,2.076300375,-10.714774,44.0374152,13.84102037
-0.5160804499,-1.499548832,2.075747964,-10.69560129,44.01914365,13.84281652
-0.5166173727,-1.499458066,2.075484613,-10.68144365,44.001459,13.8417783
-0.5170773181,-1.499287213,2.075722225,-10.67434039,43.98656865,13.83547246
-0.5175296449,-1.499028551,2.07628603,-10.67053992,43.97470621,13.82581494
-0.5179783802,-1.498754377,2.07691251,-10.66758184,43.96290511,13.81572849
-0.51842738,-1.498536915,2.077338326,-10.66300743,43.94819962,13.80813665
-0.5187808275,-1.498396455,2.077679332,-10.6588778,43.9307764,13.80284092
-0.5190221179,-1.498291606,2.078161282,-10.65742705,43.91260177,13.79771623
-0.5192364227,-1.498211411,2.078697689,-10.65663684,43.89330683,13.79295516
-0.5194762107,-1.498140734,2.07922675,-10.65509622,43.87258765,13.78874624
-0.5197938365,-1.498064403,2.079686642,-10.65139619,43.85014105,13.78527646
-0.5202415376,-1.497967187,2.08001552,-10.64413015,43.82566458,13.78273075
-0.5208714301,-1.497833767,2.08015152,-10.63189441,43.79885613,13.7812911
-0.5215841295,-1.497708162,2.080061363,-10.61380798,43.76948034,13.78263607
-0.5223256659,-1.497596938,2.079762079,-10.58821167,43.73583347,13.78895233
-0.5231694839,-1.497451469,2.079304284,-10.55555361,43.69764061,13.7993634
-0.5241049405,-1.497266274,2.07878074,-10.51956779,43.65683303,13.81117779
-0.5251215362,-1.497035759,2.078284427,-10.48397955,43.61534225,13.82171422
-0.5262089173,-1.496754179,2.07790855,-10.45250452,43.57510012,13.82830316
-0.5273568896,-1.496415646,2.077746513,-10.42884938,43.53803832,13.82828526
-0.5286228217,-1.495999833,2.077848343,-10.41578886,43.50618405,13.8187946
-0.5300120975,-1.49549676,2.078182429,-10.41359493,43.47980134,13.79977721
-0.5314658444,-1.494932167,2.078673783,-10.41924464,43.4568567,13.77434396
-0.5329180436,-1.494363813,2.079234217,-10.42909134,43.43601817,13.7457308
-0.5343025766,-1.493849624,2.079775623,-10.43949245,43.41595545,13.71717328
-0.535553215,-1.493447648,2.080210001,-10.4468088,43.39534001,13.69190807
-0.5366035924,-1.493216002,2.080449416,-10.44740464,43.37284494,13.67317285
-0.5376595338,-1.493105006,2.080426457,-10.43793918,43.34711319,13.66018761
-0.5388445682,-1.49305334,2.080223531,-10.42161185,43.31974852,13.64878627
-0.5399761439,-1.493088098,2.079965271,-10.40389133,43.29291376,13.63800286
-0.5409128907,-1.493237163,2.079709578,-10.38617202,43.26595371,13.62965165
-0.541533953,-1.493489737,2.079586371,-10.37185214,43.23749557,13.62377926
-0.5419303827,-1.493805513,2.079554347,-10.3599802,43.20708186,13.61987687
-0.5422784052,-1.494168076,2.079414362,-10.34543312,43.17543031,13.61892022
-0.5427538099,-1.49456055,2.078966911,-10.32309942,43.14325859,13.62187423
-0.5431290409,-1.495112611,2.078172276,-10.29224177,43.11155625,13.6326367
-0.5431675781,-1.495898096,2.077165651,-10.25619688,43.08033148,13.65230347
-0.5430316308,-1.496815868,2.076009641,-10.21597038,43.04882958,13.67762836
-0.5428836555,-1.49776483,2.074766961,-10.17256465,43.01629865,13.70536571
-0.5428863901,-1.498644017,2.073500509,-10.12697914,42.98199035,13.73227011
-0.5432028293,-1.499352576,2.07227332,-10.08020988,42.94516056,13.75509664
-0.5439961404,-1.499789645,2.071148417,-10.03324845,42.90506975,13.77060147
-0.5451072854,-1.499947912,2.070073759,-9.988708618,42.8631133,13.77981634
-0.5463078188,-1.499926668,2.068952753,-9.946819224,42.82057004,13.78628511
-0.547656823,-1.499784751,2.067781187,-9.904990586,42.77653193,13.79053287
-0.5492133724,-1.499580924,2.066554506,-9.860633929,42.7300942,13.79308344
-0.5510365562,-1.49937388,2.065267764,-9.811161514,42.68035569,13.79445886
-0.5531854964,-1.499222241,2.063915547,-9.753986589,42.62641995,13.79517894
-0.5557193594,-1.49918453,2.062491866,-9.686523193,42.56739723,13.79576081
-0.5587106679,-1.499169586,2.060995761,-9.605989909,42.49711857,13.79578167
-0.5621341246,-1.499072937,2.059437966,-9.513521124,42.41359017,13.79459812
-0.565902287,-1.498932391,2.05783031,-9.412402001,42.32218245,13.79240635
-0.5699278172,-1.498784281,2.05618639,-9.305916047,42.22824845,13.78942287
-0.5741234905,-1.498663094,2.054522124,-9.197346401,42.13711941,13.7858879
-0.5784022193,-1.498601553,2.052855848,-9.089975213,42.05410249,13.78206627
-0.5826770898,-1.498631138,2.051207946,-8.987081101,41.98448111,13.77824637
-0.5871383644,-1.498681028,2.049404719,-8.879359841,41.92142881,13.77788213
-0.5919388173,-1.49874532,2.047344105,-8.758750327,41.85664802,13.78296565
-0.5969360537,-1.498952341,2.045156224,-8.63038538,41.79318615,13.79162167
-0.601988512,-1.49943038,2.0429728,-8.499390211,41.73407248,13.80199341
-0.6068872694,-1.499938176,2.041007102,-8.376230519,41.68385319,13.80878381
-0.6115881436,-1.500205961,2.039399444,-8.27142714,41.64631786,13.80535278
-0.6161975946,-1.500319263,2.038173316,-8.190187082,41.62334177,13.78783029
-0.6209825592,-1.500617569,2.036898853,-8.11163086,41.60638582,13.77366628
-0.6258830661,-1.501144587,2.035404298,-8.023990978,41.59091454,13.77095498
-0.6306465549,-1.501587761,2.034090281,-7.946369675,41.58479679,13.76109724
-0.6353459335,-1.501851047,2.03322475,-7.895279057,41.59450726,13.72545786
-0.6401241521,-1.502008793,2.032749332,-7.866605997,41.61440659,13.67387294
-0.6451380619,-1.502220837,2.032429404,-7.847260693,41.63852788,13.62077301
-0.6504822994,-1.502521678,2.032271837,-7.840308196,41.67289532,13.55433239
-0.656252071,-1.502946768,2.032286172,-7.848845432,41.72354555,13.46265835
-0.6623337184,-1.50361773,2.032338202,-7.876518042,41.79128984,13.34767025
-0.6685792863,-1.504561747,2.032364677,-7.92299023,41.87219769,13.21864104
-0.6750330062,-1.505672936,2.032486387,-7.985463131,41.96518938,13.07460628
-0.6817390082,-1.506844181,2.032826894,-8.061177228,42.06917226,12.91457555
-0.6887412166,-1.507966522,2.033513394,-8.147423652,42.18303314,12.73752939
-0.6960831719,-1.508928354,2.034677154,-8.241553694,42.30563324,12.54241697
-0.7038077736,-1.509614447,2.036453551,-8.340986376,42.43580548,12.32815455
-0.712356687,-1.510114577,2.038917809,-8.453816385,42.57572402,12.08261917
-0.7218934385,-1.510582396,2.041986865,-8.586815337,42.7276841,11.80070238
-0.7320422651,-1.510997059,2.045560022,-8.735451619,42.8906931,11.49186851
-0.7424262661,-1.511341088,2.049533812,-8.895151959,43.06379349,11.16566865
-0.7526673793,-1.51160093,2.053801164,-9.061283664,43.24607889,10.83176083
-0.7623864708,-1.511767079,2.058250678,-9.229137253,43.43670565,10.49992737
-0.7712035226,-1.511833751,2.062765997,-9.393909177,43.63489996,10.18008994
-0.77992305,-1.511821883,2.068151554,-9.576541096,43.8544459,9.842363626
-0.7890282745,-1.511711812,2.074787118,-9.789780592,44.10246032,9.46558017
-0.7976528207,-1.511437222,2.081913267,-10.01612503,44.36835245,9.073392183
-0.8049248824,-1.510927971,2.088766522,-10.23751462,44.64175844,8.690335393
-0.8115435548,-1.510411787,2.094843071,-10.44118982,44.90765602,8.330907766
-0.8184890328,-1.510161555,2.100176446,-10.62375835,45.15157781,7.997400641
-0.8253056566,-1.510162341,2.104796659,-10.78048439,45.36423448,7.697099913
-0.8310331169,-1.51034149,2.109316625,-10.91909186,45.55735925,7.419722922
-0.835114029,-1.510506828,2.113932941,-11.04574957,45.74651599,7.160976306
-0.8380763832,-1.510592801,2.118200282,-11.15665962,45.92854818,6.928801036
-0.8403830356,-1.510598519,2.122172995,-11.25762184,46.10332505,6.715138519
-0.8424970456,-1.510521355,2.125904538,-11.35448035,46.27067623,6.511854432
-0.8448816009,-1.510357694,2.129448027,-11.45312193,46.43039415,6.310746743
-0.8479999133,-1.510102927,2.13285636,-11.55947202,46.58223567,6.103555758
-0.85200972,-1.510024954,2.136125287,-11.67068639,46.71767983,5.892236025
-0.8564415646,-1.510005612,2.139275866,-11.77844493,46.83482493,5.685410203
-0.8609288897,-1.509705222,2.142321514,-11.88152103,46.94133487,5.484993521
-0.8654971961,-1.509187597,2.145333888,-11.98339307,47.0429466,5.28530619
-0.8701724948,-1.508518001,2.148389283,-12.08769344,47.14535229,5.0804953
-0.8749812178,-1.507762567,2.151568691,-12.19820863,47.25420023,4.864540555
-0.8799501824,-1.506988022,2.15495826,-12.31889759,47.37508818,4.631236671
-0.8852156653,-1.506404428,2.158555263,-12.47094932,47.51808868,4.373023288
-0.8910618275,-1.506045772,2.162479944,-12.6634431,47.68571876,4.083735027
-0.8974803757,-1.505723978,2.166800121,-12.87979819,47.86876548,3.767554595
-0.9042248853,-1.505452491,2.171254703,-13.10058072,48.05215421,3.440251859
-0.9110489832,-1.505238966,2.175582958,-13.30587132,48.2209307,3.118188541
-0.9177070826,-1.505088018,2.179523106,-13.47526488,48.36027911,2.818288098
-0.9239556937,-1.505006259,2.18280908,-13.58794621,48.45553274,2.557891007
-0.9297950138,-1.505003212,2.185032767,-13.63165334,48.50053453,2.343239985
-0.9355515923,-1.505097205,2.186428256,-13.6251532,48.50704285,2.156371311
-0.9413657795,-1.505290582,2.187483649,-13.58836787,48.48678313,1.984106913
-0.9470346952,-1.505562117,2.188284836,-13.53221658,48.44797257,1.827089445
-0.9523542646,-1.505889912,2.188923502,-13.46770648,48.39873815,1.685901739
-0.9571185674,-1.506248819,2.189498921,-13.40592316,48.34710514,1.561099052
-0.9611195207,-1.506608993,2.190118261,-13.35801934,48.301003,1.453227365
-0.9645182874,-1.507033629,2.190286308,-13.29499755,48.24158802,1.373637326
-0.9676142444,-1.507625432,2.189615439,-13.19230788,48.15315051,1.327576236
-0.9703912077,-1.5083781,2.18841835,-13.06821589,48.04777054,1.305629486
-0.9727345578,-1.509223664,2.186900438,-12.93672049,47.93681219,1.301911756
-0.9745249304,-1.510080901,2.185280182,-12.81182932,47.83155819,1.310683014
-0.9756385273,-1.510855711,2.183788595,-12.70753862,47.74322186,1.326365057
-0.9759481065,-1.511443668,2.182666446,-12.63783619,47.68296673,1.343505866
-0.9754858679,-1.511785839,2.182097885,-12.60980943,47.65215739,1.355996392
-0.9742796818,-1.511959191,2.181902156,-12.61182945,47.64183824,1.369449885
-0.9722964972,-1.51203884,2.181827004,-12.63143867,47.64643642,1.392788005
-0.969634896,-1.512056741,2.181720827,-12.65876472,47.65853743,1.429838495
-0.9663944108,-1.512047156,2.181429947,-12.68390474,47.67074056,1.484438302
-0.9626751992,-1.512046279,2.18079999,-12.69693803,47.67564463,1.560429389
-0.9585778788,-1.512092585,2.17967667,-12.68795366,47.66583524,1.66163022
-0.9541781811,-1.512044483,2.178143652,-12.66103432,47.64038971,1.786302664
-0.9493411272,-1.511806628,2.176337922,-12.62741442,47.60459187,1.931957337
-0.9439434013,-1.511479046,2.17422832,-12.58753978,47.56127674,2.099278567
-0.9380507413,-1.511137348,2.171879293,-12.54271559,47.51336526,2.284050231
-0.9317280964,-1.510857024,2.169355675,-12.4942311,47.46377869,2.482084114
-0.9250396748,-1.510713678,2.16672234,-12.44334896,47.41544051,2.689228815
-0.9180490255,-1.51078329,2.164043892,-12.39129792,47.37127771,2.901375115
-0.9106925398,-1.510968746,2.161289828,-12.33324889,47.32988841,3.126999132
-0.9026271858,-1.511304779,2.158054973,-12.26220455,47.28386672,3.382033318
-0.8938314792,-1.511832597,2.154321909,-12.18234179,47.23310967,3.661800601
-0.8847143095,-1.512352848,2.15061278,-12.10369642,47.18467657,3.947946452
-0.8756882642,-1.51267394,2.14745017,-12.03613461,47.14570618,4.222271353
-0.8664709743,-1.512943771,2.144754939,-11.98117038,47.11486096,4.485013803
-0.8568717313,-1.513372621,2.142194482,-11.93766776,47.08899509,4.73852172
-0.8471902384,-1.513823574,2.13990214,-11.91013849,47.07439486,4.980297816
-0.8377217493,-1.514145065,2.137944255,-11.89753642,47.07387315,5.212096732
-0.8283954574,-1.514353699,2.136220264,-11.89336194,47.08347836,5.436275198
-0.8188989123,-1.514537139,2.134578238,-11.89076427,47.09735613,5.659133701
-0.8094175653,-1.51469846,2.132984807,-11.88663432,47.11192313,5.87803715
-0.8001370926,-1.514843433,2.131407513,-11.8778874,47.12358186,6.090321009
-0.7912433837,-1.514980493,2.129814614,-11.86146178,47.12872375,6.293292047
-0.7827798553,-1.515069132,2.128370731,-11.84616693,47.13074308,6.481970426
-0.7747291811,-1.515084215,2.127231118,-11.84137949,47.13487224,6.653755338
-0.7670661458,-1.515051074,2.126394053,-11.84290836,47.14064255,6.811355257
-0.7596827541,-1.515003826,2.125780537,-11.84535023,47.14718317,6.959439384
-0.7525496808,-1.514989318,2.125230175,-11.844703,47.15301699,7.10179043
-0.7456376371,-1.515054179,2.124582971,-11.8369699,47.15665664,7.242182402
-0.7389174257,-1.515244965,2.123679301,-11.81815933,47.15660582,7.384379434
-0.7322766591,-1.515594545,2.122528616,-11.78968649,47.15277568,7.526959554
-0.7256462962,-1.516094918,2.121168453,-11.75573023,47.14617146,7.667134986
-0.7192306055,-1.516777579,2.119420776,-11.71304361,47.13683745,7.806515764
-0.713185235,-1.517624323,2.117286622,-11.66107073,47.12563686,7.9449561
-0.7074733589,-1.51854495,2.114917844,-11.60399772,47.11394683,8.081541123
-0.7020582583,-1.51944832,2.112466819,-11.54599797,47.10315758,8.215373271
-0.6969032832,-1.520242463,2.110086474,-11.49123256,47.09467142,8.345572167
-0.6917832135,-1.520936684,2.108021232,-11.44543461,47.09208069,8.469828144
-0.6864870332,-1.52152801,2.106501317,-11.412204,47.09632645,8.585701855
-0.6811890195,-1.521878062,2.105706622,-11.39127599,47.10618519,8.689865021
-0.6761074284,-1.522020847,2.105358066,-11.37535293,47.11743292,8.784659026
-0.6712934959,-1.522106384,2.10489881,-11.35485067,47.12300085,8.877497648
-0.6667992511,-1.522289293,2.1037715,-11.32018398,47.11582306,8.975774272
-0.66251017,-1.522479585,2.102153939,-11.2733125,47.09431319,9.079234478
-0.6586612412,-1.522572958,2.100255265,-11.21231066,47.05851502,9.185409607
-0.655445336,-1.522663932,2.097912423,-11.13527431,47.01101951,9.293492797
-0.6527584874,-1.522749717,2.095259986,-11.05109931,46.95772898,9.398193376
-0.6500964525,-1.522742653,2.092839034,-10.97847486,46.90699257,9.493258207
-0.6477373417,-1.522604925,2.090408648,-10.9038089,46.84329135,9.583737908
-0.6461041792,-1.522422286,2.087516426,-10.81096358,46.75853577,9.674928051
-0.6445962527,-1.522230638,2.084645999,-10.72026353,46.67413662,9.761534652
-0.6426088876,-1.522042009,2.082294223,-10.65203546,46.61140536,9.838445102
-0.6405161859,-1.52189509,2.08004568,-10.59057534,46.55663644,9.90920449
-0.638999317,-1.521857323,2.077196543,-10.50974073,46.48795929,9.980505658
-0.6379238569,-1.521886712,2.073832153,-10.41817661,46.41448355,10.05025419
-0.6370610462,-1.521918877,2.070209293,-10.32749945,46.34558749,10.11570099
-0.6361209481,-1.521948543,2.066663653,-10.24685671,46.29062246,10.17564053
-0.6348123313,-1.52196282,2.063534896,-10.18538903,46.25890473,10.22892782
-0.632843178,-1.521944197,2.061163865,-10.15223923,46.25972327,10.27443418
-0.6300056856,-1.521922113,2.059783174,-10.15378269,46.30099519,10.31052577
-0.6263727653,-1.521937651,2.059359994,-10.18529191,46.37707862,10.3377604
-0.622098011,-1.521939147,2.059804351,-10.23997484,46.47861096,10.35610943
-0.6174378553,-1.52188351,2.060849939,-10.30919906,46.59511677,10.36658197
-0.6126757133,-1.521784127,2.062176853,-10.38267651,46.71389154,10.3729184
-0.6080947337,-1.521652595,2.063472236,-10.45005903,46.82224724,10.37899187
-0.6039778992,-1.521499436,2.064429665,-10.50093784,46.90751456,10.38880133
-0.6001118011,-1.521414966,2.065127842,-10.54340915,46.98187288,10.4021643
-0.5962306657,-1.521473735,2.065700646,-10.5888135,47.06125699,10.41759337
-0.5923658252,-1.521562254,2.066357168,-10.63802922,47.14204219,10.4311988
-0.588544919,-1.521598683,2.06719688,-10.68969859,47.22074194,10.44119385
-0.5849668445,-1.521619328,2.067838423,-10.73483676,47.29056401,10.45293033
-0.5818303345,-1.521661778,2.067903114,-10.7644141,47.34473394,10.47183319
-0.5794894222,-1.521610711,2.067227804,-10.77522112,47.37632412,10.49483553
-0.5780135924,-1.521425224,2.065972763,-10.7665318,47.37879591,10.51960503
-0.5770213704,-1.521241469,2.064368088,-10.74012172,47.35607226,10.55020295
-0.5760818922,-1.521128712,2.062703024,-10.70228646,47.31855146,10.58828988
-0.575246337,-1.521067488,2.060897709,-10.65600939,47.2739387,10.63169969
-0.5746884474,-1.520986078,2.058843455,-10.60566198,47.22865744,10.67558928
-0.5741612936,-1.5208702,2.056787081,-10.5595884,47.19116346,10.71765456
-0.5734178556,-1.520702518,2.054975904,-10.52610226,47.16990131,10.75564038
-0.5723879098,-1.520482306,2.053550837,-10.50787163,47.16346709,10.78920139
-0.5710977388,-1.520220802,2.052549923,-10.50176434,47.16338662,10.81994544
-0.5694454609,-1.519917288,2.052066043,-10.50738134,47.1674927,10.84855859
-0.5674120173,-1.519621046,2.051990215,-10.52093851,47.17310616,10.87730109
-0.5651142138,-1.519366231,2.05208704,-10.53631281,47.17741969,10.90829608
-0.562654038,-1.519129386,2.052260165,-10.54959749,47.17807744,10.94202602
-0.5601332692,-1.51888756,2.052413208,-10.55688189,47.17272846,10.97898293
-0.5576083246,-1.518586865,2.052507025,-10.55820547,47.16315509,11.01831531
-0.5551375094,-1.518184199,2.052550531,-10.5560612,47.15267644,11.05828347
-0.5528251939,-1.517673488,2.052519225,-10.55021893,47.1412507,11.09805054
-0.5507084173,-1.517037983,2.052552069,-10.5446946,47.12764193,11.13546882
-0.5487284477,-1.516298589,2.052789066,-10.54305993,47.11121778,11.16970964
-0.5468458447,-1.515505763,2.05320728,-10.54441966,47.09284177,11.20191322
-0.5450210514,-1.514709783,2.053783967,-10.5478783,47.07337765,11.2332195
-0.5432268656,-1.513898127,2.054387162,-10.54657303,47.05090128,11.26729568
-0.5414018311,-1.513063359,2.054903841,-10.53551081,47.02500951,11.3069616
-0.539454833,-1.512262996,2.055339849,-10.51660247,46.99884359,11.35207997
-0.5374134852,-1.511486629,2.055836866,-10.49515648,46.97411296,11.3992632
-0.5353349179,-1.510716766,2.056523845,-10.47693508,46.95182353,11.44478613
-0.5331721624,-1.510000006,2.057387687,-10.4645296,46.93405335,11.48799944
-0.5308781804,-1.509383102,2.058415288,-10.46053191,46.9228767,11.52824866
-0.5284926423,-1.508906912,2.05952195,-10.46072364,46.91602947,11.56776386
-0.5260581518,-1.508578125,2.060580798,-10.45908788,46.91025393,11.6096675
-0.5235318707,-1.508392723,2.061515244,-10.45551941,46.90613139,11.65463769
-0.5207863003,-1.508407395,2.062262995,-10.44901219,46.90414791,11.70515376
-0.5177594571,-1.508612652,2.062853617,-10.44058041,46.90496834,11.76131771
-0.5145068935,-1.508905552,2.06334784,-10.43314996,46.90944056,11.82023736
-0.5110845842,-1.509183484,2.063806027,-10.42964885,46.918412,11.87901314
-0.5075886307,-1.509403162,2.064306677,-10.43261275,46.93064127,11.93384181
-0.5041350349,-1.509525718,2.06493684,-10.44347249,46.94500846,11.98180088
-0.5008102756,-1.509455734,2.06576918,-10.46350302,46.96254114,12.02130011
-0.4976474349,-1.509302375,2.066483129,-10.48520529,46.9824587,12.05823744
-0.4945827187,-1.509186048,2.066852556,-10.50255945,47.00462525,12.09857483
-0.4915581364,-1.509028126,2.067091032,-10.5190637,47.03103036,12.14080251
-0.4885164658,-1.508749897,2.067411565,-10.53821763,47.06366182,12.18339734
-0.4853342649,-1.508250722,2.068095527,-10.56831109,47.10500739,12.22151828
-0.4819207143,-1.507469313,2.069388202,-10.61643688,47.15610169,12.25030038
-0.4782683811,-1.506385066,2.07144803,-10.68432048,47.21674607,12.26814749
-0.474494037,-1.504995706,2.074318376,-10.77104114,47.28469292,12.27422417
-0.4707313488,-1.50337816,2.077795786,-10.87080147,47.35713793,12.27114451
-0.4669977112,-1.501629004,2.081669137,-10.97801711,47.43303974,12.26249423
-0.4633094732,-1.499844678,2.085728284,-11.08707467,47.51136293,12.25191275
-0.459497063,-1.497991081,2.089947593,-11.20075306,47.5975281,12.24014199
-0.4554187001,-1.496049183,2.09427343,-11.32107253,47.69539886,12.22786161
-0.4511306408,-1.494137466,2.098456451,-11.44122052,47.80161895,12.2187313
-0.446735825,-1.492293492,2.102721549,-11.56234277,47.91271841,12.20977132
-0.4423729813,-1.49049872,2.10719959,-11.6848216,48.02451532,12.19856344
-0.4381502079,-1.488786545,2.111504608,-11.80060451,48.13260502,12.18978093
-0.4341745238,-1.487190514,2.115253418,-11.90156632,48.2326005,12.18822022
-0.4302751998,-1.485683162,2.118625094,-11.99610216,48.33247782,12.19165378
-0.4262642297,-1.484208699,2.121987484,-12.09509929,48.4401474,12.19523329
-0.4222217005,-1.482756934,2.125244384,-12.19410094,48.55113729,12.19995464
-0.418227317,-1.481315451,2.128302411,-12.28862282,48.66097534,12.20687963
-0.4143091203,-1.479897126,2.131167912,-12.37593641,48.7657362,12.21674405
-0.4105288765,-1.478553152,2.133825784,-12.45227424,48.86162079,12.23052511
-0.4070161651,-1.477326384,2.136154053,-12.51154549,48.94435436,12.24974539
-0.4035950495,-1.47617671,2.138175563,-12.56068029,49.02334617,12.27155013
-0.4001262345,-1.475063367,2.139933655,-12.60632548,49.10696113,12.29378841
-0.3967934984,-1.474027082,2.141339981,-12.64190865,49.1893792,12.31913908
-0.3937801312,-1.473107185,2.142308504,-12.66081627,49.26479605,12.35035602
-0.3910728811,-1.472451858,2.142578696,-12.65369272,49.327482,12.39573713
