C1P1T09_ope_data.tx,C1P1T09_ope_data.ty,C1P1T09_ope_data.tz,C1P1T09_ope_data.rx,C1P1T09_ope_data.ry,C1P1T09_ope_data.rz
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
0.9680324545,2.313611407,1.657251653,-3.195524565,3.893544806,16.06554996
