ope_tip_data.tx,ope_tip_data.ty,ope_tip_data.tz,hyoid_tip_data.tx,hyoid_tip_data.ty,hyoid_tip_data.tz,lower_jaw_tip_data.tx,lower_jaw_tip_data.ty,lower_jaw_tip_data.tz,upper_jaw_tip_data.tx,upper_jaw_tip_data.ty,upper_jaw_tip_data.tz
-1.829417766,-0.3234843328,-2.156572476,4.257018018,1.074434621,1.725967774,5.347481119,1.283393294,0.01199018422,5.184209033,2.390935265,-0.1307523084
-1.830132783,-0.324443413,-2.156486491,4.257018018,1.074434621,1.725967774,5.347700748,1.283270869,0.01201049298,5.18486714,2.39054845,-0.130997697
-1.832176945,-0.3271811512,-2.156241044,4.257199181,1.073554728,1.725967451,5.348349394,1.282906941,0.01207061073,5.186794415,2.389413729,-0.1317115546
-1.835398923,-0.3314882933,-2.155854893,4.25772304,1.071003916,1.725965191,5.349411696,1.282306529,0.01216932471,5.189920294,2.387569691,-0.1328604192
-1.839647383,-0.3371555857,-2.155346801,4.258560147,1.06691549,1.725959057,5.350872292,1.281474651,0.01230542215,5.19417421,2.385054923,-0.1344108287
-1.844770995,-0.3439737743,-2.154735527,4.259681055,1.061422754,1.725947111,5.352715821,1.280416325,0.01247769028,5.199485597,2.381908013,-0.1363293211
-1.850618428,-0.3517336053,-2.154039831,4.261056319,1.05465901,1.725927417,5.354926921,1.279136571,0.01268491633,5.205783889,2.378167548,-0.1385824342
-1.85703835,-0.3602258249,-2.153278474,4.262656489,1.046757564,1.725898037,5.357490231,1.277640407,0.01292588753,5.21299852,2.373872117,-0.141136706
-1.863879429,-0.3692411792,-2.152470216,4.26445212,1.037851718,1.725857035,5.360390389,1.275932851,0.01319939111,5.221058924,2.369060308,-0.1439586744
-1.870990336,-0.3785704142,-2.151633818,4.266413765,1.028074776,1.725802472,5.363612033,1.274018923,0.0135042143,5.229894534,2.363770708,-0.1470148774
-1.878219737,-0.3880042763,-2.150788039,4.268511976,1.017560042,1.725732413,5.367139803,1.271903641,0.01383914433,5.239434786,2.358041904,-0.1502718528
-1.885416302,-0.3973335113,-2.149951641,4.270717307,1.00644082,1.725644919,5.370958336,1.269592024,0.01420296844,5.249609112,2.351912485,-0.1536961386
-1.8924287,-0.4063488656,-2.149143383,4.27300031,0.9948504139,1.725538054,5.375052272,1.267089089,0.01459447385,5.260346948,2.345421039,-0.1572542727
-1.899105598,-0.4148410852,-2.148382026,4.275331539,0.9829221267,1.72540988,5.379406248,1.264399857,0.01501244779,5.271577726,2.338606153,-0.160912793
-1.905295667,-0.4226009162,-2.14768633,4.277681547,0.9707892624,1.725258461,5.384004903,1.261529346,0.0154556775,5.28323088,2.331506416,-0.1646382374
-1.910847574,-0.4294191048,-2.147075056,4.280020886,0.9585851248,1.725081859,5.388832876,1.258482573,0.01592295021,5.295235845,2.324160414,-0.168397144
-1.915609988,-0.4350863972,-2.146566964,4.28232011,0.9464430177,1.724878138,5.393874805,1.255264559,0.01641305314,5.307522055,2.316606736,-0.1721560505
-1.919431578,-0.4393935393,-2.146180813,4.284549772,0.9344962446,1.724645359,5.399115328,1.251880321,0.01692477352,5.320018944,2.308883969,-0.175881495
-1.922161012,-0.4421312775,-2.145935366,4.286680425,0.9228781095,1.724381586,5.404539085,1.248334878,0.0174568986,5.332655945,2.301030701,-0.1795400153
-1.923646959,-0.4430903577,-2.145849381,4.288682621,0.9117219159,1.724084882,5.410130714,1.24463325,0.01800821559,5.345362492,2.293085521,-0.1830981494
-1.924423859,-0.4427510125,-2.14633461,4.290682818,0.9006232761,1.72361785,5.415874852,1.240780454,0.01857751173,5.35806802,2.285087016,-0.1865224352
-1.925129628,-0.4417575535,-2.147761104,4.292817633,0.8891139027,1.722857355,5.421756139,1.236781509,0.01916357426,5.370701963,2.277073773,-0.1897794106
-1.925768152,-0.4401468457,-2.150085077,4.29507286,0.8772312495,1.721822853,5.427759213,1.232641434,0.01976519039,5.383193753,2.26908438,-0.1928356135
-1.926343315,-0.4379557539,-2.153262739,4.297434292,0.8650127707,1.720533798,5.433868713,1.228365247,0.02038114736,5.395472826,2.261157426,-0.1956575819
-1.926859003,-0.4352211431,-2.157250302,4.299887723,0.8524959201,1.719009646,5.440069277,1.223957968,0.0210102324,5.407468616,2.253331498,-0.1982118537
-1.927319099,-0.4319798782,-2.162003979,4.302418946,0.8397181518,1.717269852,5.446345543,1.219424614,0.02165123274,5.419110556,2.245645184,-0.2004649669
-1.927727489,-0.4282688242,-2.167479981,4.305013755,0.8267169197,1.715333872,5.45268215,1.214770205,0.02230293562,5.43032808,2.238137071,-0.2023834592
-1.928088057,-0.424124846,-2.17363452,4.307657944,0.813529678,1.713221161,5.459063737,1.20999976,0.02296412826,5.441050622,2.230845748,-0.2039338687
