ope_tip_data.tx,ope_tip_data.ty,ope_tip_data.tz,hyoid_tip_data.tx,hyoid_tip_data.ty,hyoid_tip_data.tz,lower_jaw_tip_data.tx,lower_jaw_tip_data.ty,lower_jaw_tip_data.tz,upper_jaw_tip_data.tx,upper_jaw_tip_data.ty,upper_jaw_tip_data.tz
-1.996106244,-0.5314456245,-2.32031748,3.412431023,0.5243685946,-0.3758390575,5.147813953,1.850803075,-0.05414394698,4.98652612,2.176307399,-0.06117824804
-1.997313461,-0.5302662981,-2.319944468,3.412537097,0.5257797498,-0.3783028596,5.151339044,1.848963692,-0.05516040786,4.986621027,2.177112921,-0.06169142936
-1.998547376,-0.5290625494,-2.319566522,3.412648386,0.5272095752,-0.3807992588,5.154953838,1.847062443,-0.05619031696,4.98671719,2.177929101,-0.06221140029
-1.999804996,-0.5278374585,-2.319184874,3.412764891,0.5286534032,-0.3833201059,5.158650684,1.84510192,-0.05723031222,4.986814295,2.178753274,-0.06273646343
-2.001083326,-0.5265941058,-2.318800759,3.412886616,0.5301065663,-0.3858572516,5.162421926,1.843084713,-0.05827703159,4.986912028,2.179582775,-0.06326492137
-2.00237937,-0.5253355713,-2.31841541,3.413013567,0.531564397,-0.3884025466,5.166259914,1.841013417,-0.059327113,4.987010075,2.180414941,-0.06379507671
-2.003690134,-0.5240649353,-2.318030061,3.413145745,0.5330222276,-0.3909478416,5.170156993,1.838890622,-0.06037719442,4.987108121,2.181247107,-0.06432523206
-2.005012623,-0.522785278,-2.317645946,3.413283154,0.5344753908,-0.3934849873,5.174105512,1.836718921,-0.06142391379,4.987205854,2.182076609,-0.06485369
-2.006343841,-0.5214996796,-2.317264299,3.413425799,0.5359192188,-0.3960058344,5.178097817,1.834500906,-0.06246390905,4.987302959,2.182900782,-0.06537875314
-2.007680794,-0.5202112202,-2.316886352,3.413573682,0.5373490442,-0.3985022337,5.182126256,1.832239168,-0.06349381815,4.987399122,2.183716962,-0.06589872407
-2.009020488,-0.51892298,-2.316513341,3.413726808,0.5387601994,-0.4009660358,5.186183175,1.829936301,-0.06451027903,4.987494029,2.184522484,-0.06641190539
-2.010359926,-0.5176380393,-2.316146499,3.41388518,0.5401480168,-0.4033890914,5.190260922,1.827594896,-0.06550992965,4.987587367,2.185314685,-0.06691659969
