C2P1T04_pect_data.tx,C2P1T04_pect_data.ty,C2P1T04_pect_data.tz,C2P1T04_pect_data.rx,C2P1T04_pect_data.ry,C2P1T04_pect_data.rz
-0.1023526831,-0.9937373064,1.355498501,-15.69379399,5.637554868,17.69049522
-0.1015802229,-0.9943065086,1.354134326,-15.66434607,5.638219992,17.70835709
-0.1008422825,-0.9948319717,1.352859638,-15.63707635,5.638521043,17.72564248
-0.1001397298,-0.9953123229,1.35167803,-15.61207471,5.638456348,17.74233161
-0.09947343595,-0.9957461852,1.350593087,-15.58943101,5.638024209,17.75840479
-0.0988442754,-0.9961321761,1.349608387,-15.56923507,5.637222895,17.77384242
-0.09824842073,-0.9964772191,1.348707643,-15.55104274,5.636041806,17.78873537
-0.09768089896,-0.9967903895,1.347869466,-15.53429152,5.63448576,17.80319719
-0.09714086893,-0.9970735218,1.347089762,-15.51889357,5.632576017,17.81724245
-0.09662748867,-0.9973284439,1.346364427,-15.504761,5.630333713,17.83088584
-0.09613991517,-0.9975569772,1.345689349,-15.49180591,5.627779868,17.84414215
-0.09567730409,-0.9977609376,1.345060409,-15.47994033,5.624935401,17.85702625
-0.09524713871,-0.997933141,1.344490461,-15.46953909,5.621715305,17.86940462
-0.09485350613,-0.9980690358,1.34398837,-15.46083495,5.618064596,17.88120626
-0.09449046482,-0.998174374,1.343544025,-15.45352676,5.614048951,17.89253996
-0.09415206932,-0.9982548979,1.343147304,-15.44731334,5.609733823,17.90351455
-0.09383236895,-0.9983163422,1.342788081,-15.44189351,5.605184468,17.9142389
-0.09352540688,-0.9983644365,1.342456223,-15.43696606,5.600465973,17.92482191
-0.09325037597,-0.9983791585,1.342192691,-15.43380011,5.595557376,17.93494872
-0.09302227197,-0.9983452313,1.342027395,-15.43330545,5.590388212,17.94436427
-0.09282882851,-0.9982754856,1.341933629,-15.43464189,5.584948909,17.95326705
-0.09265776365,-0.9981827427,1.341884685,-15.4369693,5.579229574,17.96185546
-0.09249677723,-0.9980798223,1.341853862,-15.43944766,5.573220056,17.97032775
-0.09233355064,-0.9979795447,1.341814474,-15.44123706,5.566909987,17.97888197
-0.09223531067,-0.9977901898,1.341953765,-15.4473889,5.559660387,17.98656474
-0.09224701881,-0.9974541233,1.342389499,-15.46118134,5.551152238,17.99271901
-0.09232287723,-0.9970353054,1.342990822,-15.47911497,5.541854234,17.99798639
-0.09241695748,-0.9965978057,1.343627058,-15.49769108,5.532234943,18.00300646
-0.09248317996,-0.9962058573,1.344167777,-15.51341203,5.522763337,18.00841612
-0.09247532798,-0.9959238315,1.344482776,-15.52278108,5.513908692,18.01484963
-0.09244852087,-0.9956947258,1.344630351,-15.52803182,5.504170436,18.0215578
-0.09247160282,-0.9954324426,1.344758027,-15.53344309,5.492424755,18.02759435
-0.09251883596,-0.995157785,1.344869598,-15.5385866,5.479706012,18.03329571
-0.09256443935,-0.9948915927,1.344968908,-15.54303414,5.467048757,18.03899758
-0.09258258945,-0.9946547436,1.345059861,-15.54635767,5.455487719,18.04503497
-0.09254742316,-0.9944681523,1.345146398,-15.54812922,5.446057717,18.05174229
-0.09245849445,-0.994328458,1.345225277,-15.54817111,5.43864628,18.05927726
-0.09233725035,-0.9942150021,1.345292373,-15.54675896,5.432312887,18.06747538
-0.09219065035,-0.994122771,1.345350315,-15.54414464,5.426850246,18.07618766
-0.09202566459,-0.9940467449,1.345401729,-15.54057996,5.422051081,18.08526527
-0.09184927175,-0.9939819003,1.345449234,-15.53631677,5.417708169,18.09455948
-0.09166845739,-0.9939232115,1.34549545,-15.53160692,5.413614351,18.10392171
-0.09149021264,-0.9938656525,1.345542997,-15.52670235,5.409562551,18.11320344
-0.09132153341,-0.9938041975,1.345594499,-15.52185503,5.405345778,18.12225628
-0.09116941992,-0.9937338214,1.345652578,-15.51731701,5.400757123,18.13093194
-0.09104087674,-0.9936494995,1.345719858,-15.5133404,5.395589751,18.13908226
-0.09094291315,-0.9935462068,1.34579896,-15.5101773,5.389636879,18.14655923
-0.09085315231,-0.9933547766,1.346122333,-15.51152897,5.384871987,18.15351872
-0.09075009943,-0.9930535257,1.346786718,-15.51860572,5.38248018,18.16024513
-0.09064210423,-0.9927086604,1.347591275,-15.52792391,5.381071558,18.16678187
-0.09053758541,-0.9923864942,1.348335386,-15.53600112,5.379255696,18.17317066
-0.09044504509,-0.9921534707,1.348818673,-15.53935612,5.37564173,18.17945159
-0.09037302407,-0.9920760643,1.348840899,-15.5345086,5.368838198,18.18566286
-0.09033151576,-0.9921280434,1.348503623,-15.52271952,5.360353747,18.19105466
-0.09031846141,-0.9922294087,1.348056997,-15.50808005,5.352246155,18.19522203
-0.09032430334,-0.9923658687,1.347523647,-15.4913558,5.343947071,18.19871887
-0.09033948344,-0.9925231216,1.346926199,-15.47331264,5.334888238,18.20209902
-0.09035443717,-0.9926868637,1.346287299,-15.45471678,5.324501472,18.20591619
-0.09035959485,-0.9928427894,1.345629617,-15.43633481,5.31221867,18.21072395
-0.09038126295,-0.9930364544,1.344831547,-15.41559185,5.297021578,18.21602324
-0.09044538144,-0.993310447,1.34379123,-15.39011815,5.278713381,18.22100579
-0.09054182489,-0.9936460408,1.342560955,-15.36098818,5.257958356,18.22576181
-0.0906604645,-0.9940245916,1.341193029,-15.32927617,5.235421056,18.23038276
-0.0907911743,-0.9944275715,1.339739801,-15.29605616,5.211766349,18.23496174
-0.09092383641,-0.9948365924,1.338253676,-15.26240195,5.187659439,18.2395938
-0.0910483452,-0.995233417,1.33678712,-15.22938717,5.163765865,18.24437604
-0.09115461036,-0.9955999585,1.335392663,-15.19808522,5.140751487,18.24940762
-0.09123255894,-0.9959182681,1.334122888,-15.16956936,5.119282453,18.2547896
-0.09127213616,-0.9961705112,1.33303041,-15.14491265,5.100025153,18.26062464
-0.09126330517,-0.9963389314,1.332167857,-15.12518803,5.083646164,18.26701655
-0.09120768372,-0.9964837927,1.331404423,-15.10687455,5.068361555,18.27384206
-0.09111977719,-0.9966626733,1.330594131,-15.08660078,5.052310315,18.28090168
-0.09100887058,-0.9968539072,1.329766838,-15.06566361,5.036043547,18.28818653
-0.09088421534,-0.9970359536,1.3289524,-15.04535957,5.020112398,18.29568932
-0.09075503207,-0.9971873946,1.328180673,-15.02698487,5.005068035,18.30340426
-0.09063052211,-0.9972869149,1.327481508,-15.01183549,4.991461651,18.3113268
-0.09049978932,-0.9973625897,1.326717203,-14.99771062,4.979488718,18.32037932
-0.09034898612,-0.9974453222,1.325805337,-14.98247652,4.968752122,18.33098639
-0.09018299909,-0.9975181328,1.324858746,-14.96752964,4.958914699,18.34239712
-0.09000689794,-0.9975641104,1.323990343,-14.95426637,4.949640034,18.35385976
-0.08982593234,-0.9975664134,1.323313107,-14.94408298,4.940592407,18.36462159
-0.08964548087,-0.9975082407,1.322940052,-14.93837549,4.931436517,18.3739296
