ope_tip_data.tx,ope_tip_data.ty,ope_tip_data.tz,hyoid_tip_data.tx,hyoid_tip_data.ty,hyoid_tip_data.tz,lower_jaw_tip_data.tx,lower_jaw_tip_data.ty,lower_jaw_tip_data.tz,upper_jaw_tip_data.tx,upper_jaw_tip_data.ty,upper_jaw_tip_data.tz
-1.399677591,0.6156978772,-2.836736325,3.338799704,0.6161709425,-0.1718567863,5.201550902,1.96699777,-0.1395293847,4.931627058,2.301292253,-0.2007540454
-1.402915467,0.6090493344,-2.839474908,3.340718713,0.6153163056,-0.1722446435,5.202914485,1.965654167,-0.1406261166,4.932142693,2.302709815,-0.2007359243
-1.406111438,0.6022938189,-2.842061136,3.342609921,0.614423061,-0.1725488078,5.204314939,1.964272635,-0.1416336442,4.932674314,2.304061409,-0.2006891747
-1.409284992,0.5954515517,-2.844496555,3.344436662,0.6135061974,-0.1727723875,5.205761669,1.96285774,-0.1425453534,4.933227004,2.305315568,-0.2006212108
-1.412457091,0.5885429532,-2.846788443,3.346165337,0.612581339,-0.1729224624,5.207262981,1.961415434,-0.143358371,4.933806016,2.306445471,-0.2005411117
-1.415649412,0.5815882465,-2.848949179,3.347766419,0.6116640515,-0.173009662,5.208825629,1.959952798,-0.1440735699,4.934416245,2.307429746,-0.2004591795
-1.418883584,0.5746070359,-2.850995432,3.349215303,0.6107691399,-0.1730475874,5.210454483,1.958477709,-0.1446953947,4.935061751,2.308252983,-0.200386437
-1.422180466,0.5676178797,-2.852947191,3.35049298,0.6099099729,-0.1730520998,5.212152331,1.956998416,-0.1452315133,4.93574536,2.308905944,-0.2003340814
-1.42555948,0.5606378726,-2.85482668,3.351586501,0.6090978643,-0.1730405061,5.213919821,1.955523077,-0.1456923116,4.93646839,2.309385468,-0.2003129112
-1.429038017,0.5536822575,-2.856657201,3.352489225,0.6083415441,-0.1730306757,5.215755546,1.954059262,-0.1460902577,4.937230492,2.309694115,-0.2003327511
-1.432630947,0.5467640868,-2.858461967,3.353200846,0.607646746,-0.1730401307,5.217656255,1.952613454,-0.1464391726,4.93802963,2.309839582,-0.2004018995
-1.436350226,0.5398939512,-2.860262954,3.353727191,0.6070159324,-0.1730851496,5.21961717,1.951190597,-0.1467534483,4.938862181,2.309833941,-0.2005266283
