frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz,F15_data.tx,F15_data.ty,F15_data.tz,F17_data.tx,F17_data.ty,F17_data.tz,F18_data.tx,F18_data.ty,F18_data.tz,F19_data.tx,F19_data.ty,F19_data.tz,F20_data.tx,F20_data.ty,F20_data.tz
643,1.020414924,-0.2755994714,0.05497561386,1.108535093,-0.05851739184,0.04664333104,1.091862904,-0.07298288651,0.09742612692,1.926528133,-0.2671231566,-0.7003835218,1.860158562,-0.7471344149,1.33919351,1.3285984,0.03495755678,0.2406124142,1.896464252,-0.4601196854,1.174336584,2.127758778,-0.4452660059,0.9532276235,0.615043385,-0.9372352153,-0.8649731391,2.030836719,-0.1034968234,-0.8112932925,0.9330901787,-0.004566523987,-0.3676651373,1.700658484,-0.5467064967,-1.753963453,3.144346683,-0.5193309829,1.335268929,0.6959566847,-0.4494122256,0.5321382437,0.7183012231,-0.3775964967,-0.2673224819,3.067250387,-0.4251957993,-1.536628344,0.8646467346,-0.3332349098,0.8774736683,1.84579169,0.1068645631,-0.3371943598,3.589351992,-0.2455269913,-0.6714098145,2.352821572,-0.2412202219,-1.560366591,3.2488333,-0.399801602,-0.985044432,0.569105787,-0.2322995165,0.1813801937
644,1.039397261,-0.279823768,0.06088953777,1.122785713,-0.06308662378,0.05644428309,1.106304805,-0.07763795699,0.1059606777,1.955055571,-0.2737775847,-0.6740943131,1.862666341,-0.7434281164,1.33327904,1.344163078,0.03597961338,0.2456373696,1.902117672,-0.4603552468,1.18124527,2.135297233,-0.4487835821,0.9627723507,0.6347412207,-0.8965222586,-0.8328388304,2.060624547,-0.1017404397,-0.7929522538,0.9606579099,0.02541431245,-0.3251586195,1.705769366,-0.544103686,-1.723200347,3.148555556,-0.5243960032,1.329199979,0.7277630813,-0.4572151426,0.5315668527,0.7537751018,-0.3703480844,-0.2670747724,3.070601807,-0.425040205,-1.530248038,0.8920740061,-0.3352359461,0.8938451451,1.867116092,0.1356831919,-0.3579770276,3.589703716,-0.2491920671,-0.6641832165,2.346198096,-0.2371495913,-1.542912335,3.253810458,-0.4110423388,-0.9801720055,0.5891154801,-0.2243046908,0.2241437611
645,1.05935101,-0.2856988575,0.06505237196,1.137790836,-0.07004049208,0.06376471982,1.121513908,-0.08413080973,0.1118113574,1.982049571,-0.2792053942,-0.6499339767,1.866562726,-0.7404933066,1.325797783,1.359950819,0.03533703786,0.2489972333,1.908236788,-0.4616991233,1.187215807,2.141532307,-0.4536770396,0.9763218514,0.6567439869,-0.8540918553,-0.8075015214,2.090313964,-0.09901502563,-0.7728691172,0.9887983255,0.05008622942,-0.2802860838,1.710448765,-0.5407452351,-1.692304774,3.155714061,-0.5250573742,1.315812175,0.7607892962,-0.4600302152,0.5282325157,0.7904107573,-0.3637914503,-0.2655622894,3.073191687,-0.4245047349,-1.525744018,0.9201760271,-0.3398221485,0.9087480332,1.885090713,0.1640943794,-0.3794772949,3.590101216,-0.2518637995,-0.6567462824,2.342413963,-0.2332324218,-1.525953453,3.259411531,-0.4209775741,-0.9742337711,0.6091822906,-0.2170286259,0.2640088552
646,1.08006755,-0.292755096,0.06833821097,1.153217658,-0.07860534663,0.07022597722,1.137200383,-0.09206573393,0.116481846,2.008136478,-0.2846586902,-0.6261124788,1.871947504,-0.7367788817,1.316688605,1.37560439,0.03369268273,0.2523613402,1.914120219,-0.4630593199,1.193268364,2.146501722,-0.4598722039,0.9954786552,0.6806409832,-0.8093434406,-0.7846964901,2.119854434,-0.09547145062,-0.7514917937,1.01651825,0.07079174833,-0.2329773424,1.715604922,-0.5380003213,-1.659887305,3.163851732,-0.5228463969,1.298647344,0.7957198995,-0.4594467855,0.5232778437,0.8277319069,-0.356848834,-0.2638575246,3.075456183,-0.4236905475,-1.521682492,0.9489852955,-0.3455990841,0.9240203949,1.899613622,0.1929696337,-0.4017526672,3.590739588,-0.253740704,-0.6489368286,2.340225899,-0.2297978325,-1.508166504,3.264956547,-0.4301137196,-0.9676583524,0.6289388536,-0.2098808886,0.3030728047
647,1.097064437,-0.2981787752,0.06989706787,1.167086105,-0.08580118937,0.07491373993,1.151150421,-0.09899917238,0.1197515204,2.031365358,-0.2892221015,-0.6033783815,1.87456028,-0.7345916681,1.30948279,1.390353539,0.03082329078,0.2550307061,1.918258046,-0.4649308091,1.198880789,2.151316847,-0.4661231641,1.009259142,0.7030061487,-0.7645672044,-0.7628006514,2.145482697,-0.09255278367,-0.7307175148,1.045542885,0.08906453935,-0.187552193,1.720021352,-0.5379265914,-1.630833742,3.16971221,-0.5218144096,1.282559763,0.8258899273,-0.4590203907,0.5164701089,0.8614888464,-0.348783483,-0.2635898377,3.076342565,-0.4235544729,-1.519181417,0.9750655061,-0.3517454644,0.9389459822,1.911202872,0.2208900724,-0.4249751067,3.589712838,-0.255789264,-0.6429175167,2.336013411,-0.2275409274,-1.490182352,3.26862088,-0.4388119574,-0.9624948199,0.6463608959,-0.2038305581,0.339250071
648,1.110828965,-0.3028574383,0.06885111357,1.179572561,-0.0923203877,0.07656346789,1.163203763,-0.1046710799,0.1205408043,2.051508105,-0.2912659657,-0.5825319247,1.87266574,-0.7352191935,1.304228634,1.403007965,0.02740097015,0.2563796177,1.920578671,-0.4683054006,1.202891473,2.155549978,-0.4728454314,1.017215636,0.7239525637,-0.7201266607,-0.744667464,2.16670633,-0.08987656905,-0.70893984,1.074726992,0.1024066259,-0.1441487282,1.723359427,-0.5400190218,-1.605017913,3.173738364,-0.5207077313,1.264951971,0.8504373831,-0.4573640287,0.5051367411,0.8923126911,-0.3406068945,-0.2668078802,3.07599415,-0.4248804948,-1.519676299,0.9965805986,-0.3591582949,0.9518355205,1.918525726,0.2479897991,-0.4521184252,3.586176135,-0.2575695452,-0.638985479,2.331142327,-0.226980278,-1.473928804,3.270965006,-0.4469344497,-0.9592250427,0.6616251372,-0.1985430584,0.3725832913
649,1.121522461,-0.3059036961,0.06650644579,1.191025181,-0.09795077346,0.07686930862,1.174159808,-0.1102469216,0.1201075656,2.068895503,-0.2927463186,-0.5625882641,1.869386021,-0.7366363958,1.30022737,1.415121638,0.02288901739,0.2572864293,1.921496339,-0.4718478643,1.206759787,2.159551655,-0.4798772274,1.022121486,0.744026795,-0.6749413204,-0.7270355029,2.184945086,-0.08773713102,-0.6881764804,1.104648742,0.1136305814,-0.101681688,1.726391014,-0.5447411089,-1.581845505,3.176206138,-0.5202561101,1.247720814,0.8715723547,-0.4556801419,0.4928498963,0.9201643497,-0.3311414781,-0.2708863684,3.074472892,-0.4264752779,-1.521110126,1.016741441,-0.3670379126,0.9648979797,1.923484863,0.2744723772,-0.479860628,3.581683328,-0.2595068665,-0.6362440747,2.324852782,-0.2270408214,-1.457058406,3.271691225,-0.4546297885,-0.9570164708,0.6748671164,-0.1944133994,0.4030427497
650,1.124669687,-0.302354434,0.06355721676,1.200376062,-0.09935041047,0.07689207582,1.18331294,-0.1146051225,0.1197059015,2.082950955,-0.2956988581,-0.5432882774,1.86399919,-0.7396392913,1.299951652,1.429976236,0.01291321831,0.2580825562,1.920080719,-0.4733560901,1.211418887,2.165134857,-0.4850781995,1.015959766,0.7624891896,-0.6296199995,-0.7034427043,2.198537113,-0.08760245151,-0.6709910839,1.141906026,0.1283673262,-0.06072352496,1.730327488,-0.5566561259,-1.563381821,3.176006781,-0.5234140019,1.235523596,0.8863384972,-0.457972191,0.4813531854,0.9426614518,-0.3182321183,-0.2768872219,3.072005758,-0.427993664,-1.523704748,1.035363916,-0.3736872933,0.9798575355,1.925853789,0.2999878909,-0.5085468475,3.576238814,-0.2618318555,-0.6348495437,2.314399037,-0.2279393154,-1.437083408,3.269064484,-0.4616654702,-0.9564449732,0.6844221313,-0.1926645179,0.4268891257
651,1.125308833,-0.2980149685,0.0595035734,1.208508328,-0.09999004971,0.07591011349,1.191280149,-0.1188010516,0.1183643021,2.09431306,-0.2983159298,-0.5245127869,1.857878301,-0.7428504218,1.300983026,1.444281203,0.002222810375,0.2584169471,1.917203228,-0.4749473039,1.216314868,2.170394062,-0.4905802141,1.007263031,0.7797321086,-0.5837285881,-0.6802708583,2.209399303,-0.08782494891,-0.6553472811,1.179695983,0.1416999934,-0.02102974852,1.733552924,-0.5702760896,-1.547867684,3.173605623,-0.5277704048,1.225090646,0.898107829,-0.4607452229,0.4700282005,0.9618491258,-0.3038810271,-0.2823386472,3.0678883,-0.4291867718,-1.526391285,1.053118042,-0.38060256,0.9954288638,1.92706358,0.3246102607,-0.535188299,3.570051434,-0.2646173203,-0.6346468329,2.301745149,-0.2292743445,-1.416122047,3.264752909,-0.4684383736,-0.9565863187,0.6923764161,-0.1919683118,0.4491867247
652,1.124747274,-0.2948573731,0.05431588333,1.215311837,-0.1010440025,0.07466861294,1.19820413,-0.1239731305,0.1163150035,2.102513931,-0.3013720889,-0.5057455874,1.852426671,-0.7437396215,1.302178281,1.455223844,-0.005030476396,0.2590079272,1.913388523,-0.4774382772,1.222202158,2.174897279,-0.4975318311,1.00021347,0.7947802046,-0.5352457355,-0.65932269,2.218234865,-0.08847331395,-0.6432043625,1.213170798,0.1519222902,0.01621573945,1.734281886,-0.5832657986,-1.535605022,3.168482428,-0.5333672825,1.21761535,0.9079086495,-0.4635104489,0.4617772188,0.9763023318,-0.287943173,-0.2821090396,3.059998431,-0.4287762199,-1.526764277,1.073020539,-0.3883213398,1.012375096,1.928921192,0.3486223188,-0.5537723785,3.563703284,-0.2693923334,-0.6365912377,2.284691425,-0.2291958621,-1.394388087,3.258361001,-0.4758337705,-0.9577339028,0.6983175271,-0.192157788,0.4714581063
653,1.121155949,-0.2906027477,0.04800472648,1.220667884,-0.1011889877,0.07279608819,1.20378457,-0.1292223625,0.1135537468,2.10785874,-0.304811592,-0.4873172859,1.846347661,-0.7440711484,1.304473778,1.464555334,-0.01170544018,0.2596142523,1.908245995,-0.4802636953,1.228676751,2.179196952,-0.5049941384,0.9909568891,0.8082080669,-0.4851711485,-0.6385360855,2.224213836,-0.08990432183,-0.6335638401,1.245972733,0.1603185894,0.05157000056,1.733742316,-0.5981055524,-1.526571544,3.16080811,-0.5403923514,1.212618212,0.9145238821,-0.4667953997,0.4546590902,0.9864523594,-0.2701840616,-0.2799015365,3.049775701,-0.4278947643,-1.526533653,1.093114401,-0.3963167478,1.030330504,1.929705161,0.3719199158,-0.5691045598,3.556692116,-0.2752686181,-0.6402357281,2.264285535,-0.2289418836,-1.371576235,3.24971178,-0.4832561678,-0.9601393653,0.701783401,-0.1935360561,0.4915271625
654,1.119113175,-0.2896004146,0.04123638679,1.225750049,-0.1025894817,0.06947529266,1.208555778,-0.13447937,0.1096791844,2.112203974,-0.3060821204,-0.4687837516,1.84174656,-0.7443795203,1.306053303,1.472607554,-0.01669228868,0.2593658936,1.90231196,-0.4848379623,1.235176302,2.18150911,-0.5141424782,0.9861335744,0.8212898594,-0.43658895,-0.6206862262,2.229514887,-0.09031928073,-0.6224377715,1.275040161,0.1651292671,0.08641232918,1.73267505,-0.6103976745,-1.518706672,3.15047705,-0.548105546,1.20728247,0.922041524,-0.4684261334,0.4469745252,0.9964869062,-0.2527832679,-0.2783116931,3.039995399,-0.4283177249,-1.525816902,1.111328395,-0.404426103,1.048245013,1.932055807,0.3931185763,-0.583228696,3.549397857,-0.2806382227,-0.6433952297,2.245630762,-0.2304915351,-1.348057312,3.241121556,-0.4902276047,-0.9615668192,0.7062621694,-0.1950119392,0.5148332037
655,1.120149062,-0.2943391767,0.03435992054,1.231101147,-0.1060356484,0.06493179916,1.212943493,-0.1410758476,0.1046356253,2.114743118,-0.3044157855,-0.4498326303,1.839342875,-0.7449719527,1.307316088,1.479172746,-0.01747246916,0.2565829973,1.896213915,-0.4928321586,1.241881035,2.182335435,-0.5248058306,0.9873916837,0.8338630253,-0.3883350278,-0.6075655719,2.234485239,-0.08936700983,-0.6091966027,1.296917142,0.1647926126,0.1211205266,1.730063129,-0.6209009553,-1.512808096,3.135647326,-0.555017388,1.20104291,0.9320114947,-0.4673558875,0.4400281925,1.006504091,-0.2372683833,-0.2758423753,3.030328869,-0.4302343317,-1.522559867,1.1281129,-0.4133071142,1.066725146,1.936733375,0.4122754501,-0.5935799922,3.542456438,-0.2860646166,-0.6451612934,2.228114142,-0.233819685,-1.323030107,3.232490214,-0.4973998733,-0.9615046319,0.7121295618,-0.1967992091,0.5431890911
656,1.121471208,-0.3005494124,0.02679418554,1.235938531,-0.1102731583,0.05895765297,1.216539058,-0.147496082,0.0984174599,2.115875744,-0.3010471375,-0.4311629358,1.837942322,-0.7452893736,1.308068979,1.484874265,-0.01812418524,0.2536121466,1.888995464,-0.5013102631,1.248575467,2.181362976,-0.5370015532,0.9912997651,0.8460783195,-0.3413961592,-0.5965700189,2.238323778,-0.08773053931,-0.595695753,1.317095362,0.161964405,0.1551898518,1.727347327,-0.6293687646,-1.508200396,3.119359492,-0.563157091,1.195004441,0.9414276991,-0.4656421555,0.4325220374,1.015745196,-0.2211389852,-0.2738293937,3.020510591,-0.4325155183,-1.519610148,1.143462341,-0.4222901916,1.085137797,1.942269953,0.429700367,-0.602942492,3.535065566,-0.2910036875,-0.6472006766,2.211679187,-0.2382077794,-1.29750331,3.223751506,-0.5039385006,-0.9608344846,0.7185459922,-0.1988759594,0.5731852255
657,1.12517041,-0.3103214911,0.01762362214,1.24070916,-0.1167698365,0.05006551729,1.219369594,-0.1525927282,0.0903482333,2.117782443,-0.2950891275,-0.4125626775,1.838597029,-0.7450657147,1.306436045,1.489833644,-0.01936945979,0.2511286975,1.880351701,-0.5089250198,1.25420111,2.176998241,-0.5531773982,1.000851321,0.8598101719,-0.2989359707,-0.5901049419,2.24190617,-0.0841783258,-0.580043886,1.33761126,0.1580506416,0.1885429513,1.725511912,-0.6327184963,-1.505120811,3.099853014,-0.5745839875,1.18905072,0.9517823925,-0.4625589905,0.4213274428,1.026534085,-0.2030841038,-0.2746398694,3.012055931,-0.4356127217,-1.519350523,1.15585229,-0.4306974939,1.102535472,1.948690218,0.4449019621,-0.613316021,3.52710396,-0.2942698731,-0.6502144543,2.198714052,-0.2441481759,-1.270759694,3.217718029,-0.5086586032,-0.9587476649,0.7282622698,-0.2000501415,0.6084171137
658,1.128402184,-0.3204315628,0.007773213732,1.244397381,-0.1233669441,0.03994270641,1.221021467,-0.1567202992,0.08129120141,2.118504757,-0.2878863963,-0.3944056162,1.839538211,-0.7446555832,1.30446045,1.493934353,-0.02173973986,0.2491245716,1.870244925,-0.5167963887,1.259919845,2.170705531,-0.570279301,1.011718829,0.8724800274,-0.2582612811,-0.5841819952,2.244121346,-0.08020995058,-0.5643100451,1.357717429,0.1517939443,0.2211508189,1.723745341,-0.6334400497,-1.502346319,3.080615447,-0.5874362569,1.183382274,0.9607155665,-0.4591992206,0.4093100414,1.036271426,-0.1842976156,-0.2763634789,3.003402399,-0.4391053295,-1.519964296,1.166310528,-0.4389929031,1.11944809,1.955999584,0.4582333167,-0.6234031156,3.51816223,-0.2968557957,-0.6535688813,2.186998149,-0.2516773788,-1.244806552,3.210945187,-0.5127032197,-0.9563972785,0.7379405673,-0.2015388827,0.6441665951
659,1.127265787,-0.3253082022,-0.002204354419,1.246028142,-0.1278730741,0.02914635494,1.22081512,-0.1586336034,0.07167323264,2.117239222,-0.2799766893,-0.3777369238,1.83924589,-0.7440515365,1.302800158,1.497329309,-0.02940581719,0.2504013039,1.857780174,-0.5243634265,1.266289037,2.162049931,-0.5892324037,1.021807317,0.8823622127,-0.2184060002,-0.5745338571,2.244022127,-0.07737940307,-0.5503124016,1.380577164,0.1419733587,0.2536288161,1.723535931,-0.6320379716,-1.497749367,3.065081893,-0.6039151785,1.177386458,0.9649395213,-0.4570726229,0.3961311732,1.044372202,-0.1648391568,-0.2817853706,2.995068474,-0.443748428,-1.523210898,1.174671841,-0.4464633932,1.135652294,1.96470617,0.4701830056,-0.6356294945,3.506817922,-0.2982890064,-0.6569400242,2.177140704,-0.2609190449,-1.223524724,3.200860161,-0.5159962499,-0.9544138366,0.7458812273,-0.2042163213,0.6753761973
660,1.12451661,-0.3287738172,-0.01261794393,1.246538856,-0.1319211849,0.01711991666,1.219339964,-0.1592168466,0.06120384816,2.114822655,-0.2709077388,-0.3617551627,1.839164008,-0.7432233067,1.300715278,1.500102115,-0.03954770132,0.2531827202,1.843625228,-0.5319676366,1.272863614,2.151127419,-0.6101604719,1.033489885,0.8909950199,-0.1802954938,-0.5642730242,2.242371742,-0.07466323227,-0.5364801622,1.404027098,0.1292133809,0.285744442,1.724332331,-0.6283870759,-1.492895152,3.049977542,-0.6231587769,1.171383041,0.9670287033,-0.4549645516,0.3817176721,1.051750696,-0.1446144838,-0.2897454673,2.987360373,-0.4496258935,-1.528127981,1.181006112,-0.4534240925,1.151523987,1.974481948,0.4804223627,-0.6489248109,3.494174575,-0.2986904895,-0.660427398,2.169208796,-0.2718512009,-1.203800993,3.189521055,-0.5185146748,-0.9521013731,0.753652017,-0.2075698206,0.7058001005
661,1.120838514,-0.3311596894,-0.02272141393,1.245787757,-0.1349041518,0.00549604044,1.217137377,-0.1595679346,0.05077661889,2.111157629,-0.2629980702,-0.3456702432,1.838732471,-0.7423156855,1.299270666,1.503355142,-0.05015341143,0.2547516747,1.828688134,-0.53916751,1.28030312,2.140325212,-0.6249990158,1.041542805,0.8982459383,-0.1443000489,-0.5510141922,2.239205702,-0.07202438052,-0.5234220709,1.426225471,0.1168667701,0.3163865205,1.724851609,-0.6240092722,-1.486910219,3.040323011,-0.6392613029,1.166930186,0.9672453994,-0.4539990515,0.3698455493,1.056138938,-0.1233050636,-0.2947598731,2.978195973,-0.4542526833,-1.531809704,1.186727816,-0.4609442547,1.167273277,1.983294184,0.487995013,-0.6631508419,3.481831043,-0.2989443757,-0.6643617805,2.161370932,-0.2845655025,-1.182339689,3.176870005,-0.5211199536,-0.9502931767,0.7586632912,-0.2116641069,0.7337821818
662,1.1160479,-0.3318308071,-0.03291546262,1.243584045,-0.1366611908,-0.005670435947,1.214389469,-0.1595770799,0.04006456593,2.106601636,-0.2577927508,-0.3298748149,1.837838102,-0.7409544154,1.298192717,1.507890193,-0.06251894795,0.2550576752,1.812714604,-0.5462842689,1.288832128,2.129856164,-0.631282324,1.043154639,0.9029886382,-0.1104674075,-0.5356864527,2.234119101,-0.0698020455,-0.5119854129,1.44776013,0.1051748174,0.3453360878,1.724946434,-0.6174928864,-1.479321924,3.039050777,-0.6513115148,1.164200556,0.9656529826,-0.4543278583,0.3618949997,1.057851595,-0.1001543601,-0.2971326656,2.966208054,-0.4555721667,-1.533637882,1.192481684,-0.4699563624,1.182950057,1.99026075,0.492418539,-0.6791723449,3.469999123,-0.2988734224,-0.6692314841,2.15262037,-0.2985497584,-1.159590417,3.162268878,-0.524394207,-0.9496496185,0.7604275615,-0.2169014622,0.7582415034
663,1.110110416,-0.331164848,-0.04337734136,1.240022112,-0.1375615823,-0.01706589855,1.210752178,-0.158840905,0.02879977761,2.100793548,-0.2533739174,-0.3145236303,1.83654881,-0.7393279656,1.29738446,1.512650455,-0.07661339406,0.2550750893,1.795451182,-0.5533587141,1.298060883,2.118807894,-0.6332294324,1.041421681,0.9057581644,-0.07837047407,-0.5189165842,2.227311742,-0.067693923,-0.5016603778,1.468901528,0.09296131335,0.3730958464,1.724873494,-0.6086657309,-1.470841195,3.043170862,-0.6617109324,1.162554945,0.9619935938,-0.4554866741,0.3557334397,1.057400585,-0.075655919,-0.2984270623,2.952466175,-0.4550525147,-1.534939333,1.197428518,-0.479642464,1.198269162,1.996638166,0.4943090987,-0.6963177262,3.45790633,-0.2983101001,-0.6747727261,2.143944792,-0.3139096564,-1.13680275,3.146190571,-0.5276401348,-0.949618593,0.7601150252,-0.2228926162,0.7804286937
664,1.103919591,-0.331024089,-0.05302302324,1.235375168,-0.1378097705,-0.02816526797,1.205965191,-0.1580296567,0.01796165805,2.092571359,-0.246834942,-0.298484347,1.834571025,-0.7384239577,1.298171864,1.515948226,-0.08842233452,0.2536424735,1.777807021,-0.5595059487,1.307749235,2.107872818,-0.6327764609,1.040021546,0.908938465,-0.04765097667,-0.4979260784,2.219733724,-0.06467526422,-0.4910218591,1.487346416,0.08149828957,0.399645565,1.723956416,-0.6008934958,-1.462385076,3.048810335,-0.669521507,1.162369753,0.956038115,-0.4576939091,0.3498629252,1.052815787,-0.05137904191,-0.295088328,2.938535532,-0.4554976073,-1.535709244,1.200761714,-0.4884199494,1.212942566,2.003591822,0.494333479,-0.7121613014,3.445667963,-0.2981501427,-0.6801828079,2.136508021,-0.3316274061,-1.111854556,3.130240782,-0.5297872327,-0.9492027312,0.7576357898,-0.2284663638,0.8021877683
665,1.098114022,-0.3316778927,-0.06118085571,1.229913145,-0.1367329443,-0.03872124465,1.200175375,-0.1571213763,0.008241161671,2.081976818,-0.2374595706,-0.2808587678,1.830484848,-0.7392902015,1.302308288,1.51879343,-0.096171386,0.2491390553,1.76032384,-0.5637959037,1.318123621,2.098280053,-0.6273922776,1.037828041,0.9136542641,-0.01865807653,-0.4703694812,2.211867696,-0.06034691834,-0.4786306696,1.501283454,0.07296289953,0.4255419387,1.72220968,-0.5949970219,-1.455211509,3.05753246,-0.6729335896,1.165140378,0.9471182668,-0.4617337217,0.3462023987,1.042890078,-0.02663481852,-0.2864308241,2.925412248,-0.457625076,-1.53414724,1.202765404,-0.4953049614,1.226518789,2.010782683,0.4919624688,-0.7279158929,3.433986802,-0.2980967191,-0.684681236,2.130512409,-0.3530381541,-1.081608964,3.114793422,-0.5307409432,-0.9484096963,0.7529005675,-0.2342227495,0.8233364053
666,1.092084711,-0.3323881238,-0.06845914489,1.223501954,-0.1346074147,-0.04892855802,1.193469374,-0.1559743938,-0.0009215093749,2.069607558,-0.2268573287,-0.2623548714,1.82541665,-0.7408917642,1.308266795,1.521469946,-0.1020795883,0.2427345744,1.742494601,-0.5668478988,1.329191169,2.089220008,-0.6174987875,1.034341916,0.9186396791,0.008414681388,-0.4383751455,2.203149226,-0.05530071958,-0.4656083376,1.512407895,0.06586216592,0.4504436191,1.720049305,-0.5897181859,-1.448245479,3.069681008,-0.6731739571,1.170069136,0.9358440849,-0.4672034385,0.344478439,1.028955045,-0.001205127773,-0.2739911676,2.912351846,-0.4604753847,-1.531122328,1.203657467,-0.5013169651,1.239471914,2.017891125,0.4871377105,-0.7437999152,3.42264461,-0.2980083122,-0.6888950369,2.125518645,-0.3771891592,-1.047943106,3.099006722,-0.5309802889,-0.9475286849,0.7460501991,-0.2403178179,0.8434448571
667,1.084842003,-0.333493999,-0.0756946098,1.215796309,-0.1330448687,-0.05892144168,1.185485065,-0.1550653166,-0.01042238334,2.055148994,-0.2156312179,-0.244233985,1.822893041,-0.7411064241,1.312444703,1.521197597,-0.1081033014,0.2374393772,1.723659832,-0.5701116513,1.340389255,2.078312232,-0.6094442454,1.034204289,0.9227117734,0.03411570123,-0.4058453868,2.192965209,-0.05001759503,-0.4543619597,1.523690074,0.05592594736,0.4729644742,1.71740209,-0.5853041027,-1.43890132,3.079550556,-0.6738591474,1.174082572,0.9239010599,-0.4725448333,0.3398964768,1.012847228,0.02262803202,-0.2575114619,2.898304915,-0.4643447717,-1.530629335,1.202539416,-0.507889444,1.25288873,2.026096811,0.4812600569,-0.7559100282,3.410367516,-0.2990068349,-0.6941250369,2.121746098,-0.401681397,-1.016287154,3.082662005,-0.5302928921,-0.9459771137,0.7373545309,-0.2449360412,0.86397188
668,1.07653903,-0.3352157115,-0.08303947513,1.206905815,-0.1320979243,-0.06879878666,1.176026571,-0.1543273907,-0.02075083888,2.036881822,-0.2006047006,-0.2268955934,1.824665971,-0.7395527477,1.314522509,1.516755695,-0.1134802972,0.2338555683,1.703563677,-0.5714089981,1.351414141,2.065745935,-0.6047654696,1.039300374,0.9277261414,0.05939269863,-0.3714975972,2.181425609,-0.04384724249,-0.4464004507,1.53604063,0.04362854378,0.4932088592,1.713748847,-0.5816640611,-1.428104726,3.087886089,-0.6760154153,1.177083349,0.9104354827,-0.4792668217,0.3311221296,0.9909999804,0.04616258377,-0.2373108388,2.883173844,-0.4699287804,-1.53451844,1.199278847,-0.5145350527,1.265829334,2.03674138,0.4758083541,-0.7617338328,3.39674066,-0.30183277,-0.7004952076,2.118553379,-0.4263464394,-0.9872483654,3.067262561,-0.5267619625,-0.9443792469,0.7273636554,-0.2481333382,0.8855316837
669,1.067124328,-0.3370041251,-0.09027201733,1.196709757,-0.1314286878,-0.07860480504,1.165410215,-0.1537591585,-0.0312370235,2.016908165,-0.1854625596,-0.2097277571,1.827270942,-0.7373826714,1.315864872,1.510054486,-0.118841943,0.2306846779,1.682680449,-0.5734564417,1.362704227,2.051686146,-0.6006183885,1.046161764,0.9315422173,0.08325100821,-0.3363802745,2.16859695,-0.03745204399,-0.4392703653,1.547607379,0.02937131901,0.5113848476,1.709677331,-0.5785597943,-1.415441917,3.09494728,-0.677566953,1.17960014,0.8960145309,-0.4855715052,0.3205673775,0.967883536,0.06815539401,-0.2129932665,2.867012834,-0.4757172677,-1.539732602,1.194166613,-0.5215717287,1.279137415,2.047782836,0.4686428153,-0.7656504328,3.382397114,-0.305212027,-0.7076934664,2.116959365,-0.4517495655,-0.9592861244,3.051273112,-0.5227656648,-0.942027747,0.7153977483,-0.2500543883,0.9069673335
670,1.055989338,-0.3389556076,-0.09725132126,1.184556238,-0.1311292941,-0.08790094017,1.153714488,-0.1530664618,-0.0415185985,1.996066332,-0.1724737244,-0.1922475051,1.832132608,-0.7342114741,1.314563406,1.500578804,-0.1262770044,0.2290215835,1.659970674,-0.5799559795,1.375435804,2.034933753,-0.5979600954,1.05530242,0.9305347792,0.105434679,-0.3016414534,2.153638286,-0.03257150804,-0.4325300184,1.559133143,0.008697612058,0.5249448716,1.70590414,-0.5768044981,-1.395332724,3.097337851,-0.6796372215,1.180643612,0.8824916237,-0.489124303,0.3068175051,0.9451303545,0.085580796,-0.1835316371,2.849019992,-0.4818807889,-1.54656944,1.185380989,-0.5317725049,1.295557005,2.060121677,0.4584838605,-0.7649632952,3.368243794,-0.3087164283,-0.7172876194,2.117569785,-0.4786640055,-0.9341198554,3.03314373,-0.5182263454,-0.9380897094,0.7006983212,-0.2507494523,0.9279784835
