frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz
1252,0.1403991858,-0.07266385463,-0.1635962934,0.04327523355,-0.3522183485,-0.149848089,0.04327523355,-0.3522183485,-0.149848089,2.185375254,-0.5305848892,-1.248802742,3.027555994,-0.296312593,-1.365132968,0.9054846125,-0.4914833062,0.7774632976,1.777162454,-0.7828311884,-1.43948229,2.257997859,-0.4318997752,-1.610848846,2.274287405,-0.4075695996,-1.131800635,1.94915223,-0.758527643,1.769754745,-0.5913016067,-0.283632033,1.029341267
1253,0.1413512651,-0.07357183957,-0.1630215369,0.04351636447,-0.3532559416,-0.1490921649,0.04351636447,-0.3532559416,-0.1490921649,2.193527077,-0.5258891196,-1.245265379,3.037191728,-0.2938915949,-1.362598388,0.9092506408,-0.4912600232,0.7768219359,1.778179587,-0.781886766,-1.440302709,2.273715946,-0.4301500459,-1.610646473,2.281911669,-0.4004418181,-1.132524872,1.950004457,-0.7563858175,1.770790324,-0.5901940808,-0.2836357628,1.030270971
1254,0.1420270482,-0.0744307777,-0.1625054319,0.04340325156,-0.3541866621,-0.1484219726,0.04340325156,-0.3541866621,-0.1484219726,2.201706467,-0.5207908194,-1.242588789,3.047493498,-0.2915279753,-1.359679944,0.9132565842,-0.4912626365,0.7761505877,1.779062902,-0.7810640363,-1.440974609,2.29017875,-0.4283574929,-1.610204711,2.290246974,-0.3928502951,-1.133075031,1.950530301,-0.7528309018,1.771865127,-0.5893629739,-0.2831644621,1.031245989
1255,0.1424946643,-0.07512315733,-0.1620299002,0.0429050754,-0.3549990754,-0.147827538,0.0429050754,-0.3549990754,-0.147827538,2.209320458,-0.5152924225,-1.239887427,3.058230545,-0.2888140733,-1.35654212,0.9170518101,-0.4921327469,0.7756808883,1.779809867,-0.7801776734,-1.441600943,2.307025788,-0.4264969939,-1.60980194,2.298291218,-0.3840710391,-1.133742692,1.949928829,-0.7488010671,1.77384145,-0.5890624131,-0.2822152766,1.032075423
1256,0.1428821715,-0.07578895802,-0.1615532905,0.0422396221,-0.3557550854,-0.1472377614,0.0422396221,-0.3557550854,-0.1472377614,2.217105538,-0.5094668554,-1.237267734,3.069469799,-0.2860811405,-1.353143842,0.9210665954,-0.4932311531,0.775217207,1.78046436,-0.7793424997,-1.442192108,2.324392351,-0.4245521729,-1.609333266,2.30665798,-0.3747290991,-1.134352796,1.949115319,-0.744078231,1.775975585,-0.5889675129,-0.2810587865,1.03284014
1257,0.1433177584,-0.07656819125,-0.1610337188,0.04162494838,-0.3565169424,-0.1465811872,0.04162494838,-0.3565169424,-0.1465811872,2.22579723,-0.5033860745,-1.234837019,3.081277527,-0.2836580482,-1.349445092,0.9257321165,-0.4939182033,0.7745642448,1.781069935,-0.7786732805,-1.442758423,2.342413474,-0.4225031248,-1.608695192,2.315958219,-0.3654486144,-1.134731602,1.949004603,-0.738444921,1.777523941,-0.5887537277,-0.2799657908,1.033621142
1258,0.1439297628,-0.07760100435,-0.1604290826,0.04127937472,-0.3573473845,-0.1457860191,0.04127937472,-0.3573473845,-0.1457860191,2.236129908,-0.4971210167,-1.232703577,3.09371943,-0.2818710189,-1.345407006,0.9314805538,-0.4935537408,0.7735268159,1.781669893,-0.7782848496,-1.443310136,2.361223928,-0.4203261501,-1.60778581,2.32680003,-0.3568526054,-1.134706748,1.950510701,-0.7316845171,1.777742926,-0.5880969483,-0.279207459,1.034499582
1259,0.1444319297,-0.07872274793,-0.1598296443,0.04088185583,-0.358124463,-0.1449647023,0.04088185583,-0.358124463,-0.1449647023,2.247094963,-0.4904217974,-1.231203636,3.106917796,-0.280259339,-1.340955783,0.9374500351,-0.4930371409,0.772419077,1.782317555,-0.7781436011,-1.443664794,2.381143019,-0.4181606571,-1.606706266,2.338838253,-0.3481237162,-1.134257235,1.952122591,-0.7233297824,1.777623463,-0.5872894246,-0.2782042375,1.035491556
1260,0.1446583416,-0.07977210951,-0.1592922091,0.0401706004,-0.3587695063,-0.1442131105,0.0401706004,-0.3587695063,-0.1442131105,2.257842395,-0.4831857945,-1.230302378,3.120829731,-0.2784367998,-1.336132418,0.9431127099,-0.4931155051,0.7714615739,1.782976418,-0.7781331169,-1.443787317,2.402074056,-0.41604532,-1.605565145,2.351450873,-0.3385654362,-1.133547593,1.952758267,-0.7135284582,1.778010272,-0.5866853426,-0.276613782,1.036512937
1261,0.1449183269,-0.08089466984,-0.1587245661,0.03945330696,-0.3594110422,-0.1434344468,0.03945330696,-0.3594110422,-0.1434344468,2.269342049,-0.4757022788,-1.229554136,3.135273002,-0.2768362614,-1.331073361,0.9494027666,-0.4929191619,0.7703175634,1.783554923,-0.7782440034,-1.443909146,2.423527556,-0.4137973318,-1.604276357,2.364826143,-0.3289782702,-1.132686648,1.953971643,-0.7029877931,1.777940134,-0.586054327,-0.2750633948,1.037494415
1262,0.1455216063,-0.08223677422,-0.1580348302,0.03903799378,-0.3601786684,-0.1425320038,0.03903799378,-0.3601786684,-0.1425320038,2.282561353,-0.4682587954,-1.228515516,3.150065521,-0.2758864868,-1.325918379,0.9572554514,-0.4915780352,0.7686488483,1.783961688,-0.7784669756,-1.44426211,2.445014065,-0.4112269836,-1.602758745,2.379148524,-0.3201592822,-1.131785846,1.957312567,-0.6924169909,1.776450138,-0.5851670466,-0.2741808254,1.038366444
1263,0.1464372608,-0.08388153379,-0.1571520265,0.03892310454,-0.3610627864,-0.1414294108,0.03892310454,-0.3610627864,-0.1414294108,2.297725188,-0.4605412437,-1.227113475,3.165627291,-0.2755366067,-1.320511671,0.9664657383,-0.4892152848,0.7665825546,1.78428804,-0.7788153367,-1.444860122,2.467084578,-0.4083541646,-1.601078082,2.394840993,-0.311867125,-1.130739353,1.962465015,-0.6811529969,1.773639173,-0.5839487204,-0.2738444993,1.039219588
1264,0.1474294476,-0.08577412776,-0.1561012303,0.03889487555,-0.3619675422,-0.1401482648,0.03889487555,-0.3619675422,-0.1401482648,2.314283604,-0.4521688182,-1.225607938,3.182323374,-0.2754515615,-1.314660936,0.976256352,-0.486505229,0.7644307866,1.78465849,-0.7793025871,-1.445539743,2.490407387,-0.4053284311,-1.599324992,2.412019944,-0.3034087023,-1.129406495,1.968158573,-0.6683165417,1.770242945,-0.5825100724,-0.2735408582,1.040162619
1265,0.1485008693,-0.08785444369,-0.1549351033,0.03894324993,-0.3628937976,-0.1387390566,0.03894324993,-0.3628937976,-0.1387390566,2.332040054,-0.4433272754,-1.224057258,3.19988978,-0.2756309203,-1.308454115,0.9867044019,-0.4834038399,0.7621310273,1.785031517,-0.7799197747,-1.446267076,2.514669058,-0.4021497202,-1.59745975,2.430407545,-0.2949006097,-1.12784876,1.974507804,-0.6542933594,1.766253546,-0.5809006906,-0.2733098827,1.041152965
1266,0.1496541935,-0.09006244232,-0.1537065348,0.03905812433,-0.3638424375,-0.1372524308,0.03905812433,-0.3638424375,-0.1372524308,2.350798219,-0.4342029463,-1.222519944,3.218062709,-0.2760750192,-1.301979645,0.9978869929,-0.4798674489,0.7596203926,1.785365557,-0.7806578808,-1.447008326,2.539556322,-0.3988188067,-1.595443251,2.449726307,-0.2864599547,-1.126127744,1.981627326,-0.6394693594,1.761663352,-0.5791701803,-0.2731916022,1.042147929
1267,0.1508920282,-0.09233818113,-0.1524686462,0.03922935659,-0.3648143959,-0.1357391563,0.03922935659,-0.3648143959,-0.1357391563,2.370362098,-0.4249829292,-1.221054621,3.236578541,-0.2767851709,-1.295326517,1.009881253,-0.4758527959,0.756835652,1.785618985,-0.7815078093,-1.447729782,2.56475611,-0.395337476,-1.59323701,2.469699117,-0.2782045874,-1.124305177,1.989631973,-0.6242306027,1.756465217,-0.577368163,-0.2732261246,1.043104722
1268,0.1522168986,-0.09462182283,-0.1512748028,0.0394467589,-0.3658106644,-0.1342501181,0.0394467589,-0.3658106644,-0.1342501181,2.390536041,-0.4158552164,-1.219720025,3.255173815,-0.2777637848,-1.288584313,1.02276436,-0.4713170811,0.753713229,1.78575011,-0.7824603724,-1.448397815,2.589955586,-0.3917086271,-1.590803142,2.490049245,-0.270253246,-1.122442943,1.998636867,-0.6089633039,1.750652528,-0.5755442975,-0.2734536409,1.04398046
1269,0.1536312225,-0.09685362858,-0.1501786321,0.03970007644,-0.3668322823,-0.1328363304,0.03970007644,-0.3668322823,-0.1328363304,2.411124722,-0.4070087572,-1.218575028,3.273585176,-0.2790143975,-1.281843209,1.036613554,-0.4662180181,0.750189179,1.785717153,-0.7835062716,-1.448978882,2.614842182,-0.3879363061,-1.588104295,2.510500294,-0.2627256152,-1.120603108,2.008757377,-0.5940538584,1.744219131,-0.5737483256,-0.2739144041,1.044732145
1270,0.1551372878,-0.09897393598,-0.1492340499,0.03997895135,-0.3678803099,-0.1315489706,0.03997895135,-0.3678803099,-0.1315489706,2.431933049,-0.3986334545,-1.217678695,3.291549318,-0.2805416136,-1.275193957,1.051506158,-0.4605138878,0.7461991461,1.785478248,-0.7846360746,-1.449439542,2.639103635,-0.3840256698,-1.585103564,2.530776114,-0.2557422996,-1.118847951,2.020108985,-0.5798888959,1.737159119,-0.5720301404,-0.274648683,1.045316608
1271,0.156661957,-0.1009399322,-0.1483265795,0.0401634243,-0.3687869585,-0.130281731,0.0401634243,-0.3687869585,-0.130281731,2.453956422,-0.3900671081,-1.217037881,3.309929519,-0.2827087146,-1.268376817,1.067581821,-0.4542583933,0.7416296325,1.784802887,-0.7857619894,-1.449834188,2.663280251,-0.3797939575,-1.581873936,2.551700315,-0.2492342121,-1.117039349,2.032947211,-0.5656934501,1.728991777,-0.5704542568,-0.2756849472,1.045676505
1272,0.1581762803,-0.1028097403,-0.1473570654,0.04022401833,-0.3694946152,-0.1289419127,0.04022401833,-0.3694946152,-0.1289419127,2.47772824,-0.380883559,-1.216609863,3.329310924,-0.2856374913,-1.261200836,1.08477903,-0.4475369145,0.7365229189,1.783659057,-0.7868712618,-1.450232835,2.687918488,-0.3751860799,-1.578490203,2.573856505,-0.2430261427,-1.115060339,2.047198753,-0.5507505958,1.719572205,-0.568991588,-0.2769801619,1.045837329
1273,0.1597487869,-0.1046750561,-0.1464028164,0.04028589619,-0.3701697208,-0.1276013762,0.04028589619,-0.3701697208,-0.1276013762,2.502359118,-0.3716244725,-1.216378231,3.349013306,-0.2889690432,-1.253860106,1.102872874,-0.4403534625,0.7310485815,1.78230258,-0.7880670482,-1.450625753,2.712714962,-0.3703967717,-1.574917764,2.59660783,-0.2370775337,-1.113004176,2.062484158,-0.5355319501,1.709399594,-0.5675516547,-0.2784671579,1.045879859
1274,0.1614480462,-0.1066274686,-0.1455413876,0.04047400045,-0.3709789271,-0.1263321381,0.04047400045,-0.3709789271,-0.1263321381,2.526957615,-0.3628269048,-1.216324586,3.368357053,-0.2923415334,-1.246548462,1.121637575,-0.4327085918,0.7253771356,1.780989275,-0.7894528448,-1.451003526,2.737365367,-0.3656170261,-1.571121035,2.61931643,-0.2313439611,-1.110962838,2.078421597,-0.5205053747,1.698975161,-0.5660437115,-0.2800785516,1.045884607
1275,0.1633426779,-0.1087583965,-0.1448505568,0.04091306606,-0.3720890499,-0.1252063652,0.04091306606,-0.3720890499,-0.1252063652,2.550630315,-0.3550230701,-1.216428472,3.386663234,-0.2953901696,-1.239459367,1.140846369,-0.4245990412,0.7196802533,1.779975019,-0.7911325169,-1.451357088,2.761564443,-0.3610341314,-1.567063358,2.641343535,-0.2257770056,-1.109026948,2.094626943,-0.5061345688,1.688802232,-0.5643766632,-0.2817467199,1.04593183
1276,0.1655681324,-0.1109696902,-0.1444334975,0.04162015539,-0.3734723619,-0.12437438,0.04162015539,-0.3734723619,-0.12437438,2.574984067,-0.347367651,-1.216911754,3.405161663,-0.2983188616,-1.232599442,1.161503557,-0.4163926206,0.7134887768,1.779183039,-0.7928344348,-1.451635115,2.785693166,-0.3560473184,-1.562703775,2.663738339,-0.2203312766,-1.107148333,2.112168921,-0.4924311094,1.678130356,-0.5624857641,-0.2837984584,1.045821778
1277,0.1680776934,-0.1131571074,-0.1442215963,0.04247345576,-0.374964866,-0.1237855766,0.04247345576,-0.374964866,-0.1237855766,2.601093977,-0.3392276655,-1.217809754,3.424672925,-0.3014943148,-1.225799573,1.183967687,-0.4081443235,0.7065723202,1.778356899,-0.794422137,-1.451827886,2.810077493,-0.3503866557,-1.558078699,2.687247342,-0.2150502484,-1.105236103,2.13155995,-0.4789665014,1.666380633,-0.5604572811,-0.2863433705,1.045446837
1278,0.1706670231,-0.1154031285,-0.1440338848,0.04338960229,-0.3765293734,-0.1232101893,0.04338960229,-0.3765293734,-0.1232101893,2.627268196,-0.3314509085,-1.218815765,3.443903457,-0.3047929009,-1.218983439,1.207045238,-0.3993806577,0.6994657296,1.777483043,-0.7962028124,-1.451988784,2.834328048,-0.3447333698,-1.553262398,2.710777083,-0.2100162153,-1.103311075,2.151583812,-0.4655439108,1.654317403,-0.5584256445,-0.2889884835,1.045026507
1279,0.1731321981,-0.1177910679,-0.1436878149,0.0442857615,-0.3781294746,-0.1224176252,0.0442857615,-0.3781294746,-0.1224176252,2.651815693,-0.3248863241,-1.219615899,3.461558108,-0.3080898743,-1.212066622,1.22954668,-0.3896313609,0.692709806,1.776547861,-0.7984842462,-1.452171044,2.858054156,-0.3397691176,-1.54832364,2.7332341,-0.2053120538,-1.101387406,2.171029994,-0.4519708366,1.642708734,-0.5565242301,-0.2913419911,1.044781929
1280,0.1756197102,-0.1203351306,-0.1432827179,0.04527616401,-0.3797803571,-0.1214755133,0.04527616401,-0.3797803571,-0.1214755133,2.675387929,-0.3193354718,-1.220365937,3.478016947,-0.3113346873,-1.204894504,1.252255991,-0.3787822506,0.6859251567,1.775552531,-0.8012127176,-1.452360534,2.881689103,-0.3352061817,-1.543158087,2.755219679,-0.2009549665,-1.099479695,2.190575472,-0.438225413,1.6314689,-0.554766738,-0.2936055273,1.04454836
1281,0.1783556654,-0.1229834297,-0.1430106736,0.04648674035,-0.3815190374,-0.1205885434,0.04648674035,-0.3815190374,-0.1205885434,2.699553519,-0.3140869928,-1.221380332,3.49441467,-0.3145904874,-1.197445327,1.276455329,-0.3671040081,0.6785122926,1.774515624,-0.8041352618,-1.452505145,2.905759298,-0.3304011952,-1.537656932,2.777844492,-0.1968906256,-1.097590092,2.211459564,-0.4244323739,1.619998398,-0.5530584894,-0.2961690455,1.044080164
1282,0.181255891,-0.1257206869,-0.1428267664,0.04785259611,-0.3833423227,-0.1197308555,0.04785259611,-0.3833423227,-0.1197308555,2.723997787,-0.3092212404,-1.222577734,3.510586687,-0.3179018376,-1.189827865,1.301705676,-0.3547062299,0.6706860928,1.773449548,-0.8072612746,-1.452600756,2.93001258,-0.3255023964,-1.531877982,2.80077921,-0.1930948833,-1.095709017,2.23331968,-0.4106227275,1.608297172,-0.5513693442,-0.2989241138,1.043478465
1283,0.1842362886,-0.1285316453,-0.1426857897,0.04930888745,-0.3852469991,-0.1188763886,0.04930888745,-0.3852469991,-0.1188763886,2.748406195,-0.3048187205,-1.223876712,3.52636821,-0.3213129159,-1.182150437,1.327568358,-0.3416989798,0.6626613382,1.772366715,-0.8106002314,-1.452643092,2.95419667,-0.3206578014,-1.525878991,2.823694616,-0.1895435167,-1.093826676,2.255793437,-0.3968281572,1.596364801,-0.5496689391,-0.3017624712,1.042844563
1284,0.1872128258,-0.1314010856,-0.1425422398,0.05079081289,-0.3872298368,-0.1179988763,0.05079081289,-0.3872298368,-0.1179988763,2.772464337,-0.3009601387,-1.225195703,3.541594241,-0.3248674774,-1.1745209,1.353605064,-0.3281929018,0.6546525952,1.771279531,-0.8141616719,-1.4526277,2.978059162,-0.3160151647,-1.519717693,2.846261589,-0.1862122441,-1.09193302,2.278518655,-0.3830810943,1.584200491,-0.5479267013,-0.3045760439,1.04227996
1285,0.1901015371,-0.1343138345,-0.1423503051,0.05223361317,-0.3892875944,-0.1170718342,0.05223361317,-0.3892875944,-0.1170718342,2.795857925,-0.2977264102,-1.226452929,3.556099574,-0.3286088507,-1.167046637,1.37937787,-0.3142992506,0.6468741373,1.770200392,-0.8179551943,-1.452549913,3.001347528,-0.3117219537,-1.513451767,2.868151101,-0.1830767282,-1.090017708,2.301133366,-0.369414778,1.571803088,-0.5461118489,-0.3072569424,1.041886359
1286,0.1928185321,-0.1372547657,-0.142063851,0.05357257939,-0.3914170243,-0.116068536,0.05357257939,-0.3914170243,-0.116068536,2.818272779,-0.2951986349,-1.227566285,3.569718794,-0.3325799647,-1.159834522,1.404449251,-0.3001298376,0.6395399031,1.769141682,-0.8219904588,-1.452404809,3.023809111,-0.3079253338,-1.507138768,2.889034212,-0.1801125652,-1.088070079,2.323275812,-0.3558633035,1.559171107,-0.5441933787,-0.309697441,1.041765641
1287,0.1952800126,-0.1402087932,-0.1416363995,0.05474306923,-0.3936148765,-0.1149619822,0.05474306923,-0.3936148765,-0.1149619822,2.839394813,-0.2934580362,-1.228453205,3.58228629,-0.3368234087,-1.152990864,1.428382098,-0.2857968938,0.6328634908,1.768115787,-0.8262772003,-1.452187143,3.045191119,-0.3047721671,-1.500836002,2.908582083,-0.1772952594,-1.08607913,2.344584458,-0.3424616593,1.546302763,-0.5421400394,-0.3117899395,1.042019824
1288,0.197752126,-0.1433854014,-0.1411120646,0.05595027082,-0.3960094178,-0.1136897075,0.05595027082,-0.3960094178,-0.1136897075,2.859786121,-0.2927132684,-1.229343427,3.59400356,-0.3415596352,-1.146072961,1.452484279,-0.2705557358,0.6264262913,1.767201723,-0.8309448403,-1.451945442,3.066311232,-0.3021252072,-1.494355248,2.927115878,-0.1738245409,-1.083978048,2.365702803,-0.3285129614,1.533280958,-0.5401693419,-0.313794804,1.042499017
1289,0.2004238121,-0.146871073,-0.1405577237,0.05733663191,-0.3986444994,-0.1122659407,0.05733663191,-0.3986444994,-0.1122659407,2.880002214,-0.2929257538,-1.230413321,3.605135693,-0.346799725,-1.138806656,1.477703367,-0.2540460122,0.6198364057,1.766400398,-0.8360266355,-1.451713753,3.087728808,-0.2997548567,-1.487565198,2.945147524,-0.1694878328,-1.081755204,2.387276427,-0.313763588,1.52014145,-0.5383907729,-0.3159284888,1.043026842
1290,0.2030955736,-0.1504660855,-0.1399614516,0.058743523,-0.4013901295,-0.1107789325,0.058743523,-0.4013901295,-0.1107789325,2.899719309,-0.2938061382,-1.231503362,3.615613293,-0.3522726455,-1.1315531,1.503061032,-0.2369561892,0.6133443006,1.765606997,-0.8413880078,-1.451464983,3.108804514,-0.2976696724,-1.480611549,2.962634241,-0.1651426223,-1.079485212,2.408944617,-0.2989137554,1.506808705,-0.5366108118,-0.3180175688,1.043664824
1291,0.2055680063,-0.1539706439,-0.1393123825,0.06001250633,-0.4041163263,-0.1093176444,0.06001250633,-0.4041163263,-0.1093176444,2.918613672,-0.2950653953,-1.232458795,3.625368397,-0.3577083384,-1.124676575,1.527577544,-0.2199742539,0.6071962721,1.764716659,-0.8468942973,-1.451172367,3.12890055,-0.2958789488,-1.47364455,2.979533162,-0.1616471826,-1.077246366,2.430343394,-0.2846633458,1.493203405,-0.5346358174,-0.3198887252,1.044473404
1292,0.2076418249,-0.1571848675,-0.1386006806,0.06098532386,-0.4066931196,-0.1079717444,0.06098532386,-0.4066931196,-0.1079717444,2.936361636,-0.2964147527,-1.233129338,3.634334306,-0.3628376983,-1.118544159,1.550271931,-0.2037876429,0.6016349354,1.763624481,-0.8524107593,-1.450809501,3.14738065,-0.2943926914,-1.466818575,2.995801251,-0.1598605467,-1.075120237,2.451105309,-0.2717118583,1.479242627,-0.5322719327,-0.3213687566,1.045511821
1293,0.2093138354,-0.160311802,-0.137745962,0.06158371561,-0.4092593595,-0.1065831561,0.06158371561,-0.4092593595,-0.1065831561,2.953223936,-0.2984586826,-1.233682836,3.642463615,-0.3682726225,-1.112874666,1.572496039,-0.1869586948,0.5964898322,1.762344233,-0.8581011153,-1.450607194,3.164600906,-0.2934497452,-1.459845608,3.011509712,-0.1590279457,-1.072906213,2.471645739,-0.2587519098,1.464383515,-0.5298225673,-0.322526562,1.047007086
1294,0.2107766606,-0.1635716442,-0.1367408933,0.06194776439,-0.4119564409,-0.1050389892,0.06194776439,-0.4119564409,-0.1050389892,2.969542504,-0.3015617811,-1.23427307,3.649813243,-0.3743462409,-1.107274484,1.595372556,-0.168632162,0.5914990302,1.760975745,-0.8641171121,-1.450619022,3.181221896,-0.2930737906,-1.452547333,3.026700846,-0.1582176154,-1.070506043,2.492364716,-0.2449413613,1.448632857,-0.5275207387,-0.323539944,1.048927581
1295,0.2121252359,-0.1667896734,-0.1356867408,0.06224700714,-0.414658065,-0.1034979303,0.06224700714,-0.414658065,-0.1034979303,2.985116481,-0.3050720831,-1.234733141,3.656475092,-0.3803713076,-1.101945697,1.617571479,-0.1503625482,0.5867691101,1.759544366,-0.8703056714,-1.450553893,3.197065185,-0.2929503549,-1.445246104,3.04128702,-0.1580210783,-1.068157575,2.512865178,-0.2316706072,1.432731406,-0.5250670444,-0.3243989369,1.05094266
1296,0.2134550298,-0.1697907309,-0.1346861063,0.0626512773,-0.4172379622,-0.1021198923,0.0626512773,-0.4172379622,-0.1021198923,2.999746521,-0.3083332303,-1.234898483,3.662543126,-0.3856600604,-1.097092988,1.637756453,-0.1336963573,0.5824115517,1.758077167,-0.8765133184,-1.450122151,3.21195257,-0.292762509,-1.438265669,3.05517941,-0.1590267882,-1.066099187,2.532744986,-0.2203209652,1.41742246,-0.5221625505,-0.3250935153,1.052720438
1297,0.2146714004,-0.1725633127,-0.1337609598,0.06312808336,-0.4197668357,-0.1008350396,0.06312808336,-0.4197668357,-0.1008350396,3.013670077,-0.3115011118,-1.23476522,3.668018686,-0.3905846341,-1.092813078,1.65655054,-0.1178655748,0.5785128329,1.756718756,-0.8828088947,-1.449299469,3.225947623,-0.2926775527,-1.431258151,3.068599182,-0.1613418996,-1.064250622,2.552329328,-0.2104179454,1.402041614,-0.5186776966,-0.3256804171,1.054437412
1298,0.2156479217,-0.175223635,-0.1328554315,0.06353371681,-0.4223739659,-0.09949464234,0.06353371681,-0.4223739659,-0.09949464234,3.027157765,-0.3151304571,-1.234453765,3.672833062,-0.3958491727,-1.089018867,1.675243399,-0.1013470286,0.5750328294,1.755531265,-0.8893357833,-1.448273501,3.239203779,-0.2930167594,-1.423806401,3.081717971,-0.1645971455,-1.062403531,2.572072948,-0.2007201028,1.385676077,-0.5147516619,-0.3261923228,1.056432706
1299,0.2164324623,-0.1777876708,-0.1319563615,0.06387104022,-0.4250207907,-0.09814125233,0.06387104022,-0.4250207907,-0.09814125233,3.04006104,-0.3191603288,-1.233986345,3.676976011,-0.401263937,-1.085640831,1.693494616,-0.08454898759,0.5719002352,1.75441914,-0.8960517634,-1.447073948,3.251676973,-0.2936933131,-1.41612982,3.094371834,-0.1686644583,-1.060603368,2.591766459,-0.191450879,1.368700886,-0.5104893822,-0.3265828366,1.058617686
1300,0.2170725707,-0.1802712216,-0.1310507617,0.06414247192,-0.4276686113,-0.09681761552,0.06414247192,-0.4276686113,-0.09681761552,3.05223114,-0.3235299786,-1.233383655,3.680436814,-0.4066394646,-1.082609376,1.710964226,-0.06787968555,0.5690483007,1.753286368,-0.9029142794,-1.445730946,3.263321922,-0.2946214787,-1.408446249,3.106396438,-0.1734161203,-1.058894076,2.611202904,-0.1828323969,1.351494589,-0.5059962792,-0.3268055596,1.060904118
1301,0.2176154664,-0.1826898389,-0.1301258397,0.06434993743,-0.4302785366,-0.09556668531,0.06434993743,-0.4302785366,-0.09556668531,3.06351899,-0.3281787954,-1.232665021,3.683204367,-0.411786379,-1.079855025,1.727312655,-0.05174733125,0.5664149593,1.752036382,-0.9098804427,-1.444275049,3.274091945,-0.2957165639,-1.4009722,3.117626964,-0.1787246862,-1.057318309,2.630177999,-0.1750852584,1.33443924,-0.5013783502,-0.32681412,1.063204322
1302,0.2181080435,-0.1850588131,-0.1291690209,0.0644948711,-0.4328114648,-0.09443163297,0.0644948711,-0.4328114648,-0.09443163297,3.07377514,-0.333046256,-1.231848626,3.685267268,-0.4165152574,-1.077308556,1.742200631,-0.03656007183,0.5639426096,1.750572013,-0.9169070489,-1.442737242,3.283938924,-0.2968948183,-1.393923087,3.127898072,-0.1844628934,-1.055917698,2.648490167,-0.1684285005,1.317920188,-0.4967421819,-0.3265622025,1.065431275
1303,0.2185968893,-0.1873932279,-0.1281679696,0.06457826806,-0.4352281003,-0.09345585572,0.06457826806,-0.4352281003,-0.09345585572,3.082849741,-0.3380718767,-1.230951779,3.686613939,-0.4206365587,-1.074901059,1.755289069,-0.02272591263,0.5615775528,1.748795472,-0.9239506107,-1.441149004,3.29281339,-0.298073268,-1.387513451,3.137043911,-0.1905035594,-1.054733136,2.665940379,-0.1630797136,1.302325675,-0.4921948913,-0.3260035763,1.067498676
1304,0.219128315,-0.1897080818,-0.1271106101,0.0646007869,-0.4374890059,-0.09268298317,0.0646007869,-0.4374890059,-0.09268298317,3.090592545,-0.3431951666,-1.22999125,3.687232746,-0.423960611,-1.072563946,1.766238923,-0.01065259573,0.5592690855,1.746608385,-0.930967406,-1.439542407,3.300664742,-0.2991694851,-1.381957186,3.1448982,-0.1967194681,-1.053805119,2.682331765,-0.1592553235,1.288046232,-0.4878439929,-0.3250921237,1.069320961
1305,0.2195128276,-0.1918814192,-0.1262843984,0.06448472492,-0.4396028717,-0.09223117576,0.06448472492,-0.4396028717,-0.09223117576,3.097151146,-0.3485519237,-1.229132293,3.686797858,-0.4267314402,-1.070489448,1.775528296,0.0004108065934,0.5569102687,1.743872237,-0.9381103498,-1.437872175,3.307385615,-0.3003738213,-1.377209284,3.151823422,-0.2040761639,-1.053603187,2.698169417,-0.1573812971,1.27412496,-0.4834625975,-0.3240201514,1.070595611
1306,0.2196397275,-0.193857922,-0.1257871895,0.06420858906,-0.4416209017,-0.09207999005,0.06420858906,-0.4416209017,-0.09207999005,3.102760405,-0.3542530671,-1.228399666,3.685226592,-0.4292466631,-1.068817143,1.783734999,0.01120993156,0.5545451725,1.740666182,-0.9454832774,-1.436095736,3.313008153,-0.3018460226,-1.372973406,3.158162096,-0.2130574811,-1.054205827,2.713863692,-0.1573125954,1.259784594,-0.478842095,-0.3229084041,1.071336983
1307,0.2196738983,-0.1957527328,-0.1253226449,0.0638576296,-0.4435675307,-0.09206521638,0.0638576296,-0.4435675307,-0.09206521638,3.107401308,-0.360200316,-1.227598087,3.682872321,-0.4313971001,-1.067400076,1.790669332,0.02132995832,0.5523531575,1.737218183,-0.9529690695,-1.43425032,3.317690185,-0.3034576471,-1.369085249,3.163719677,-0.2228128038,-1.055065719,2.729080419,-0.1584074108,1.245688936,-0.4741168307,-0.3216033205,1.071936379
1308,0.2197810976,-0.197681351,-0.1245944073,0.06351782064,-0.4454675312,-0.09202251742,0.06351782064,-0.4454675312,-0.09202251742,3.111055766,-0.3662950021,-1.226531049,3.680088868,-0.4330740293,-1.066092199,1.79614149,0.03035659999,0.5505158363,1.733756532,-0.9604512069,-1.432374021,3.321589526,-0.3050799993,-1.365379703,3.168304724,-0.2324907477,-1.055634058,2.743490523,-0.1600226542,1.232505258,-0.469419893,-0.3199511932,1.072786618
