C1P2T13_susp_data.tx,C1P2T13_susp_data.ty,C1P2T13_susp_data.tz,C1P2T13_susp_data.rx,C1P2T13_susp_data.ry,C1P2T13_susp_data.rz
1.285480112,1.230897581,2.012101021,5.053438903,17.19058146,43.95013074
1.285342978,1.230244035,2.010335817,5.014407786,17.19688461,43.95984506
1.285189584,1.229440257,2.008355324,4.978380796,17.20185397,43.97075242
1.285039494,1.228589509,2.006343415,4.944876334,17.20640951,43.98194543
1.284912175,1.227793344,2.004484928,4.91341378,17.21146825,43.99251452
1.284827017,1.227151744,2.002965601,4.883513777,17.21794479,44.00154841
1.284803294,1.226763492,2.001971878,4.854697517,17.22675139,44.00813329
1.284857551,1.226534469,2.001473215,4.830946428,17.23716082,44.0130182
1.284976055,1.226317948,2.001260383,4.81453511,17.24785006,44.0174588
1.285132679,1.226133826,2.001251852,4.802425849,17.25884011,44.02129947
1.285301469,1.226002506,2.001365802,4.791582542,17.27015734,44.0243852
1.285456611,1.225944704,2.0015202,4.778970045,17.281833,44.02656073
1.285572416,1.225981392,2.001632836,4.761554049,17.29390285,44.02767047
1.285623325,1.226133878,2.001621303,4.736301489,17.30640688,44.02755908
1.285597055,1.226471225,2.001661874,4.705706766,17.31851471,44.02578916
1.28551445,1.227011829,2.001932522,4.673827435,17.3299016,44.02223092
1.285399821,1.227701489,2.002352983,4.639978092,17.34137077,44.01719214
1.285277598,1.228486138,2.00284277,4.603475094,17.35372734,44.01098136
1.285172363,1.229311828,2.003321232,4.563636533,17.36777834,44.00390788
1.285108865,1.230124755,2.003707555,4.519782481,17.38433305,43.99628211
1.285112018,1.230871339,2.003920729,4.471235521,17.40420341,43.98841635
1.28508813,1.231593938,2.003724733,4.412485353,17.426793,43.97812659
1.284993102,1.232346931,2.003159449,4.344081572,17.45076671,43.96502892
1.284925816,1.233092596,2.002558057,4.274428335,17.475826,43.95212269
1.284984444,1.233789282,2.002254623,4.211912896,17.50166561,43.94238271
1.285177046,1.234463191,2.002154002,4.147462852,17.53338551,43.93333965
1.285430445,1.235166306,2.001999264,4.073116091,17.57213718,43.9220908
1.285720162,1.235891675,2.001883782,3.998903576,17.61167651,43.91094234
1.286021343,1.236630403,2.001902838,3.934843275,17.64574505,43.90219843
1.28638512,1.237371626,2.002103171,3.879910997,17.67498407,43.89640093
1.286855602,1.238113488,2.002444581,3.826552572,17.70414085,43.89222327
1.287397194,1.238859579,2.00289313,3.77498406,17.7331077,43.88916971
1.287974419,1.239613625,2.003414729,3.725423819,17.76177881,43.88674706
1.288551925,1.240379449,2.003975142,3.678092339,17.79005015,43.88446457
1.289094495,1.241160939,2.00453999,3.633212131,17.81781935,43.88183384
1.289567046,1.241962044,2.00507477,3.591007638,17.84498537,43.8783687
1.2900031,1.242820972,2.005594127,3.553683443,17.87083846,43.87443254
1.290451041,1.243753293,2.006139343,3.522077075,17.8951685,43.87064905
1.290898195,1.244729085,2.006715589,3.494364583,17.9186271,43.86692222
1.291331908,1.245718436,2.007327778,3.468722949,17.94186841,43.86315357
1.291739538,1.246691411,2.00798057,3.44333004,17.96554894,43.85924206
1.292108449,1.247618035,2.008678368,3.41636459,17.99032768,43.85508395
1.292426002,1.248468291,2.009425311,3.386006237,18.01686649,43.85057231
1.292660641,1.249243696,2.010242799,3.352239654,18.0452594,43.84489659
1.292812288,1.249968147,2.011132075,3.31684232,18.07494896,43.8378665
1.292915503,1.250645185,2.01206697,3.280683065,18.10562124,43.8303045
1.293004834,1.25127836,2.013021528,3.244629535,18.13696054,43.82303556
1.293114836,1.251871214,2.013970033,3.209548029,18.16864922,43.81688726
1.293280077,1.252427289,2.014887004,3.176303456,18.2003676,43.81268993
1.293535145,1.252950139,2.015747169,3.145759427,18.23179391,43.81127659
1.293791188,1.253338975,2.016510865,3.116563922,18.26539962,43.81374352
1.293992853,1.253575422,2.017204583,3.087641156,18.30172647,43.81919477
1.294224798,1.253787299,2.017903843,3.060258206,18.33754535,43.82547881
1.294571437,1.254103286,2.018686149,3.035668406,18.36961258,43.83044632
1.295065067,1.254574326,2.019648129,3.014232087,18.39763596,43.83523735
1.295643744,1.255112164,2.020731742,2.994807072,18.42395042,43.84154083
1.296250803,1.255637288,2.021783445,2.976389098,18.44924811,43.8480374
1.296830266,1.256069956,2.022649181,2.957980061,18.47422667,43.85341228
1.29746448,1.25637219,2.023359054,2.943507252,18.49680391,43.85984299
1.298233957,1.256589873,2.024046732,2.935572274,18.51566125,43.86928248
1.299080474,1.256768562,2.024712824,2.93119562,18.53264947,43.88007626
1.299945815,1.256953262,2.025357725,2.927400629,18.54962345,43.89056244
1.30077175,1.257188391,2.025981707,2.921213191,18.56844153,43.89907226
1.301500058,1.257517788,2.026584878,2.909662116,18.59096564,43.90392999
1.302072583,1.257984779,2.027166985,2.88978016,18.61906225,43.90345223
1.302469061,1.258514442,2.02771422,2.866728601,18.64814996,43.8997475
1.302735849,1.259021723,2.028212894,2.845714121,18.67414766,43.8955022
1.302914835,1.259533866,2.028662231,2.823844322,18.69967934,43.88988599
1.303047933,1.260077387,2.029061087,2.798231194,18.72737322,43.88205949
1.303177111,1.260678071,2.029407874,2.765991673,18.75986226,43.87117418
1.303344398,1.261360949,2.029700474,2.724247951,18.79978473,43.85637123
1.303591907,1.262150238,2.029936124,2.670127532,18.84978464,43.8367792
1.303945657,1.263164279,2.030248011,2.609147608,18.91066015,43.81134972
1.304379231,1.264441256,2.030710251,2.546928543,18.98024172,43.78026812
1.304856368,1.265885698,2.031230501,2.480757254,19.05673764,43.74451252
1.305341098,1.267403771,2.03171594,2.407923309,19.13837295,43.70507856
1.305797744,1.268903533,2.032073241,2.325720969,19.22339182,43.66298379
1.306190917,1.270295441,2.032208411,2.231451188,19.31005971,43.61927219
1.3064855,1.271493115,2.032026483,2.122423599,19.39666564,43.57501863
1.306962608,1.272756566,2.031803678,2.020957793,19.47982373,43.52501765
1.30769607,1.274205723,2.031679064,1.932366476,19.5612935,43.46760919
1.308341457,1.275552687,2.031340824,1.828509728,19.64722872,43.40922793
1.308556337,1.276518685,2.030462345,1.681328027,19.74396475,43.35633747
1.308473059,1.277486757,2.029076757,1.507614791,19.84431709,43.3037379
1.308376346,1.27871922,2.027424648,1.331238556,19.94245577,43.24583935
1.308155236,1.279774625,2.025461977,1.134889717,20.04712611,43.18858768
1.307700226,1.280221788,2.023124047,0.9013493325,20.16735934,43.13796262
1.306903354,1.280235251,2.020187757,0.6297741734,20.30455578,43.0936
1.305788939,1.280224861,2.016572984,0.3320333236,20.45317397,43.05114862
1.30444732,1.280123511,2.012409255,0.01003911157,20.61213659,43.01065647
1.302968555,1.279863858,2.007825729,-0.3343263561,20.78040323,42.97218095
1.301442386,1.279377909,2.002951664,-0.699222204,20.95697154,42.93578875
1.299958236,1.278596681,1.997916882,-1.082859138,21.14087783,42.90155556
1.298605224,1.277449948,1.992852199,-1.483509184,21.33119705,42.86956589
1.297217752,1.275620535,1.987100119,-1.925235865,21.54750117,42.84510782
1.29564818,1.273095906,1.98011654,-2.420266279,21.80124861,42.83063331
1.294009111,1.270243858,1.972237791,-2.949359364,22.07894593,42.82190129
1.29240729,1.267405512,1.963860594,-3.49362717,22.36637854,42.81457096
1.290942354,1.264894755,1.955453411,-4.034628832,22.64850216,42.80423301
1.289706371,1.263000169,1.94755932,-4.554414804,22.90942907,42.7864591
1.288784172,1.261988011,1.940790079,-5.035506022,23.13250218,42.75685304
1.288013605,1.261363757,1.934578508,-5.526109416,23.34353636,42.71451451
1.287239432,1.260671311,1.928043843,-6.065742693,23.5708068,42.66341835
1.286546096,1.260187378,1.921418451,-6.624403601,23.80024283,42.6064785
1.286009263,1.260142168,1.915005343,-7.17240006,24.01688426,42.54656412
1.285695563,1.260720049,1.909180017,-7.680369447,24.20488763,42.48653666
1.285663544,1.262064974,1.904382623,-8.119258954,24.34765074,42.42927517
1.285966035,1.264289044,1.901099516,-8.460253207,24.42805266,42.37766692
1.286643508,1.26758239,1.899236014,-8.764330164,24.43843059,42.31583062
1.287615903,1.271766548,1.898371521,-9.073992528,24.39684804,42.23877654
1.288748384,1.276332315,1.898543028,-9.33296363,24.32458392,42.16531364
1.289901407,1.280726724,1.899811796,-9.485230484,24.2430707,42.11370645
1.291505599,1.286041434,1.903908548,-9.45853883,24.04734609,42.07993928
1.293721626,1.292680336,1.910945208,-9.287631339,23.70928707,42.04846827
1.295993796,1.299157759,1.918590446,-9.077434431,23.36567634,42.02067304
1.297741553,1.304150627,1.924661783,-8.933929593,23.1520738,41.99935802
1.299202756,1.308381871,1.93070802,-8.770930059,23.01850268,41.99321114
1.300916242,1.313139291,1.938925993,-8.472450825,22.84564831,42.00417586
1.302735664,1.318032726,1.94821274,-8.100409212,22.66405226,42.02597898
1.304507609,1.322644428,1.957523974,-7.716980033,22.50362156,42.05248612
1.306069063,1.326501204,1.965891232,-7.38466957,22.39345644,42.07758665
1.307249138,1.329074284,1.972399555,-7.166206056,22.36211131,42.09510808
1.307874807,1.329810129,1.976128702,-7.124282447,22.43828223,42.09879933
1.307743401,1.328235667,1.97706349,-7.262398151,22.66168255,42.09347603
1.306937513,1.324619535,1.976034007,-7.51890474,23.02266718,42.08739451
1.305713967,1.319544367,1.973343472,-7.858593539,23.47650033,42.07932979
1.304319133,1.313625533,1.969369866,-8.246666123,23.9776541,42.06811554
1.302983382,1.307530526,1.964610941,-8.649018979,24.47932912,42.05284519
1.301920707,1.30198531,1.959697003,-9.032374241,24.93332126,42.03299565
1.301332941,1.297761904,1.95537394,-9.364224936,25.29018486,42.00842645
1.300962138,1.293919082,1.950257914,-9.714854755,25.60036225,41.97868413
1.300486266,1.2893825,1.94293831,-10.14892114,25.93558783,41.9438118
1.300004722,1.284712274,1.934236888,-10.6262149,26.27698317,41.90459725
1.299615002,1.280417921,1.925066423,-11.10706381,26.60461779,41.86180692
1.299413756,1.276952794,1.916440564,-11.55242476,26.89748156,41.81621039
1.299498351,1.274719964,1.909463768,-11.92385173,27.13367111,41.76859341
1.299968599,1.274086313,1.905299661,-12.18331509,27.29077914,41.71972112
1.300909907,1.275225491,1.904231995,-12.32570594,27.34814547,41.66755075
1.302267273,1.277795265,1.905390822,-12.38528537,27.31678638,41.61055351
1.30393287,1.281378279,1.908190058,-12.38296191,27.22212688,41.55011754
1.305796157,1.285574077,1.912027194,-12.33953575,27.08982303,41.48764365
1.307741482,1.290007041,1.916309384,-12.27589041,26.94551914,41.42464783
1.309647086,1.294328341,1.920468642,-12.21309478,26.81469307,41.36281188
1.311385437,1.298212002,1.923965597,-12.17241467,26.72259539,41.30398245
1.313050995,1.301889036,1.927027661,-12.1506758,26.66004812,41.24288671
1.314806209,1.305785965,1.930268355,-12.12681875,26.59855909,41.17520998
1.316622366,1.309880103,1.933742985,-12.0953719,26.53427614,41.10431149
1.31847134,1.314146155,1.937502937,-12.05083075,26.46338741,41.0335204
1.320325762,1.318556419,1.941594524,-11.98765081,26.38212882,40.96613696
1.322159166,1.32308116,1.946057909,-11.90024184,26.28678974,40.90543237
1.323946118,1.327689175,1.950926102,-11.78296354,26.17371707,40.85464762
1.325718159,1.332564882,1.956328995,-11.62531965,26.03391119,40.81503044
1.327520522,1.337825548,1.962267683,-11.42717881,25.86693977,40.78393334
1.329347684,1.343343155,1.968582751,-11.19844469,25.68196079,40.75879251
1.331191751,1.348995761,1.975127161,-10.94908087,25.4879778,40.73714391
1.333042147,1.354666737,1.981769547,-10.68912259,25.29379844,40.71663159
1.334885543,1.360243258,1.988396246,-10.42868446,25.1080067,40.69500097
1.336706025,1.36561417,1.994912033,-10.17796428,24.9389503,40.67007941
1.338512269,1.371193419,2.001814098,-9.915792582,24.77129817,40.64228907
1.340320337,1.377307814,2.009391001,-9.622972178,24.59084399,40.6136689
1.342122589,1.383711478,2.017266308,-9.312815524,24.40721215,40.58457813
1.343909938,1.39015028,2.025090903,-8.99877596,24.22967036,40.55544548
1.345671966,1.396358632,2.032544316,-8.694452575,24.06710189,40.52674656
1.347397209,1.402057545,2.039333101,-8.413578459,23.92801337,40.49897923
1.349073632,1.406954279,2.045186433,-8.169994838,23.82057959,40.4726418
1.350723345,1.411400865,2.050721324,-7.949698018,23.742127,40.4453083
1.352352533,1.41578571,2.05640722,-7.73416011,23.68138892,40.41633503
1.353929776,1.419849872,2.061762804,-7.530471504,23.63336547,40.38891958
1.355429279,1.423323041,2.06630321,-7.345681277,23.59296368,40.36632461
1.356993351,1.426059957,2.070060128,-7.190987925,23.57629799,40.34873811
1.358659755,1.428227208,2.073430906,-7.062689469,23.58830924,40.33368704
1.360252784,1.430020515,2.076457789,-6.945330698,23.60730569,40.32054067
1.361599976,1.431644901,2.079161844,-6.823314165,23.61185377,40.30875823
1.362737841,1.432826856,2.08133893,-6.705634338,23.61426738,40.30046225
1.363808007,1.433274858,2.082888232,-6.608011649,23.63565787,40.29708946
1.364797757,1.433176071,2.083965065,-6.524803362,23.66805383,40.29713909
1.365694198,1.432722044,2.084718508,-6.450333003,23.70357856,40.29912253
1.366483995,1.432108534,2.085292925,-6.378898916,23.73443046,40.3015641
1.367153311,1.43153475,2.085828458,-6.304775956,23.75287347,40.30299926
1.367687966,1.431202066,2.086460511,-6.222210582,23.75123776,40.30197059
1.368052611,1.430885299,2.087046448,-6.133054702,23.73089972,40.30000195
1.368247876,1.430285226,2.087382983,-6.043521137,23.69983751,40.29914409
1.368312942,1.429492918,2.087511278,-5.954382369,23.66033278,40.29872673
1.368286387,1.42860001,2.087473849,-5.866426449,23.61465988,40.29807568
1.368206294,1.42769905,2.087314474,-5.780456448,23.5650871,40.29651552
1.36811032,1.426883734,2.087078145,-5.697290181,23.5138774,40.29337134
1.368035743,1.426249057,2.08681104,-5.617760241,23.46328862,40.28796931
1.367913572,1.425711979,2.086356177,-5.542608725,23.40813364,40.27850026
1.367676083,1.425136417,2.085597524,-5.471659301,23.34410468,40.26480528
1.367362289,1.424540224,2.084644369,-5.40438477,23.27477114,40.2486909
1.367011328,1.423943077,2.083607125,-5.340268283,23.20369899,40.23196967
1.366662457,1.423366512,2.082597439,-5.278804664,23.13445204,40.21646001
1.366355051,1.422834101,2.081728292,-5.219500962,23.0705923,40.20398527
1.366128629,1.422371769,2.081114099,-5.161876251,23.01567991,40.19637212
1.366041956,1.422239288,2.080720594,-5.112764486,22.97170991,40.18542512
1.36605093,1.422429822,2.080398967,-5.073247933,22.93437435,40.16806829
1.36604203,1.42257069,2.0800924,-5.034177431,22.89780409,40.15381408
1.365903132,1.422288092,2.079744112,-4.986334791,22.85616902,40.15218529
1.365714363,1.421663266,2.079414618,-4.930784397,22.8103859,40.16530238
1.365567044,1.420997082,2.079161758,-4.874776066,22.76505968,40.18607535
1.365366823,1.420244477,2.078924735,-4.818334712,22.71991491,40.21021775
1.365019207,1.41936017,2.078641987,-4.7615011,22.67467235,40.23343969
1.364512196,1.418268916,2.078379305,-4.704523603,22.62983464,40.26046789
1.363914591,1.416969741,2.078221117,-4.647379708,22.58580647,40.29665097
1.363252727,1.415528729,2.078131665,-4.58972174,22.54216452,40.33862439
1.362552633,1.41401201,2.078072813,-4.531209604,22.49849241,40.38301734
1.361840057,1.412485674,2.078003628,-4.47150994,22.45438004,40.42645314
1.361140492,1.411015706,2.077880206,-4.41029533,22.40942329,40.46554949
1.360479224,1.409667943,2.077655753,-4.347243567,22.3632242,40.49691842
1.359749779,1.408355794,2.077254805,-4.282262457,22.31452782,40.52211025
1.358872169,1.406970237,2.076682714,-4.215785922,22.26320398,40.54519484
1.357911343,1.405544307,2.076012152,-4.148286522,22.21054502,40.56656009
1.356932345,1.40411225,2.075316081,-4.080239321,22.1578413,40.58659559
1.356000331,1.402709467,2.074667726,-4.012121639,22.10638134,40.60569279
1.355180579,1.401372474,2.074140552,-3.944412921,22.05745188,40.62424488
1.35453849,1.400138895,2.073808243,-3.877594706,22.01233777,40.64264633
1.35414066,1.399068787,2.073701249,-3.811041291,21.97101872,40.65944167
1.353959371,1.398158215,2.073764959,-3.743803412,21.93215391,40.67359792
1.353918596,1.397349233,2.073946317,-3.675879578,21.89504238,40.6861457
1.353942196,1.396583265,2.074193365,-3.607268805,21.85897822,40.6981181
1.353953876,1.395801073,2.074455352,-3.537970486,21.82325049,40.71055076
1.353877177,1.394942765,2.074682755,-3.467984716,21.78714319,40.72448186
1.353635498,1.393947864,2.074827203,-3.397313103,21.74993533,40.7409522
1.353344998,1.392840529,2.075149315,-3.326058503,21.71530691,40.7612927
1.353107479,1.391693781,2.07573489,-3.254281892,21.68455358,40.78461652
1.352824702,1.390516532,2.076272285,-3.181919553,21.65338725,40.80863579
1.352398469,1.389313099,2.076447488,-3.108903045,21.6175374,40.83105724
1.351699555,1.388026395,2.076269533,-3.037813493,21.578589,40.85265789
1.350786714,1.386648354,2.075991344,-2.969121219,21.540088,40.87516397
1.349844466,1.385254303,2.075660266,-2.899569314,21.50074358,40.89770486
1.349058176,1.383920312,2.075320167,-2.825875284,21.45929623,40.91941478
1.348351133,1.382638287,2.074814443,-2.749672359,21.41438716,40.93933465
1.347553576,1.381356731,2.074040369,-2.674204151,21.36628805,40.95749673
1.346712086,1.38008869,2.073119625,-2.598577358,21.3162146,40.97453232
1.345873468,1.37884899,2.072173383,-2.521889551,21.26538837,40.99108199
1.345084717,1.377654145,2.07132227,-2.443229049,21.21503697,41.00779578
1.344392965,1.37652241,2.070686329,-2.361674853,21.1663942,41.025333
1.34384543,1.375473977,2.07038499,-2.276296664,21.12070016,41.04436174
1.343493856,1.37454283,2.070390827,-2.185975524,21.07719727,41.06581113
1.343315422,1.373718254,2.070564139,-2.090851896,21.03421816,41.0896629
1.343245416,1.372954224,2.070855883,-1.991882348,20.99163838,41.11516522
1.343219032,1.372203495,2.071217624,-1.89003005,20.94932695,41.14155939
1.343171407,1.371417474,2.071601575,-1.786265088,20.90714596,41.16807941
1.343037646,1.370546144,2.07196061,-1.681564557,20.86495048,41.19395163
1.342752811,1.369538065,2.072248258,-1.576912445,20.82258848,41.21839458
1.342329589,1.368497037,2.072568778,-1.471891119,20.78121504,41.23965019
1.341837441,1.367537472,2.073015942,-1.365678009,20.74168686,41.25750151
1.341296559,1.366621552,2.073529075,-1.258658801,20.70339385,41.27346679
1.340727168,1.365709745,2.074048914,-1.151224145,20.66571946,41.28905741
1.340149562,1.36476079,2.074517604,-1.043769236,20.62804095,41.30577861
1.339584107,1.363731712,2.074878669,-0.9366936321,20.58972955,41.32512956
1.339051242,1.362577865,2.075076966,-0.8304013414,20.55015026,41.34860285
1.338532036,1.361307405,2.075156815,-0.7252984092,20.51070552,41.37508603
1.337996444,1.359956759,2.075194324,-0.6209454639,20.47253485,41.40269605
1.337448338,1.358522662,2.075182739,-0.5164798941,20.4346076,41.43176755
1.336891675,1.357002091,2.075114973,-0.4110366195,20.39589751,41.46263981
1.336330489,1.355392276,2.074983599,-0.3037484448,20.3553825,41.49565645
1.335768899,1.353690706,2.074780845,-0.1937464858,20.31204434,41.53116489
1.335211107,1.351895131,2.074498579,-0.08016066804,20.26486842,41.56951557
1.334701698,1.34996984,2.07411961,0.03803866157,20.2148079,41.61304245
1.334260512,1.347905216,2.073646797,0.1606130311,20.16326551,41.66252726
1.33385453,1.345738097,2.073101428,0.2865335187,20.10990882,41.71599251
1.333450484,1.343504978,2.072504449,0.4147750382,20.05441307,41.7714595
1.333014829,1.341242,2.071876582,0.544316813,19.99646196,41.82694886
1.332513731,1.338984923,2.07123836,0.674142935,19.93574804,41.88048112
1.331913067,1.336769101,2.070610087,0.8032430058,19.87197274,41.93007731
1.331202972,1.334471416,2.069860943,0.9356573377,19.8019072,41.97784672
1.330410031,1.332000599,2.068904529,1.074141834,19.72432358,42.02660897
1.32955428,1.329438671,2.067828094,1.21576706,19.64193386,42.07544607
1.328655354,1.326866446,2.066719622,1.357610224,19.55745471,42.123436
1.327732495,1.324363439,2.06566782,1.496756675,19.47360811,42.16965478
1.326804556,1.3220079,2.064762082,1.630299259,19.3931207,42.21317632
1.325890004,1.319876986,2.064092424,1.75533557,19.31872191,42.2530702
1.324968916,1.317972774,2.063702726,1.874404179,19.24604236,42.2888893
1.324016817,1.316220132,2.063531175,1.99154257,19.17052541,42.32149143
1.323045133,1.314579142,2.063510675,2.106080956,19.09460506,42.35188184
1.322065395,1.3130091,2.063575686,2.217326229,19.02069557,42.38104295
1.321089254,1.311468553,2.063662354,2.324561929,18.95119177,42.4099338
1.320128478,1.3099153,2.063708495,2.427049809,18.88847003,42.43949066
1.319194954,1.308306371,2.063653426,2.524032856,18.83488985,42.47062898
1.318239856,1.306562941,2.063722162,2.620276135,18.78726146,42.50445165
1.317236858,1.304728145,2.064014118,2.717089785,18.74225969,42.53978491
1.316231599,1.302937008,2.064281456,2.808496558,18.70202405,42.57408067
1.31526958,1.301318772,2.064276572,2.888485316,18.66868684,42.60474602
1.31426437,1.299702833,2.064017955,2.959604097,18.6421811,42.632881
1.313173565,1.297956795,2.063688178,3.026664065,18.62085957,42.66066045
1.31210822,1.296262131,2.063285626,3.087014779,18.60448042,42.68706526
1.311178891,1.29479903,2.062808292,3.137992282,18.59280399,42.71106692
1.310292168,1.29358654,2.062087915,3.17366688,18.58584671,42.73105054
1.309327091,1.292500466,2.061050773,3.193338007,18.5837626,42.74695333
1.308352526,1.291508274,2.059835813,3.202182974,18.58652147,42.76008221
1.307437354,1.290580925,2.058581357,3.205387863,18.59410045,42.77175865
1.306650502,1.289692446,2.05742512,3.208147844,18.60648693,42.78331633
1.306060963,1.288819598,2.056504181,3.215667987,18.62367887,42.79610055
1.305737838,1.287941649,2.055954908,3.233164534,18.64568258,42.81146954
1.305691865,1.28693296,2.055679047,3.266897571,18.66857338,42.83105624
1.305861799,1.285761149,2.055505729,3.314570853,18.69071413,42.85428475
1.306208414,1.284545354,2.055462608,3.368558603,18.71553301,42.87918963
1.306691817,1.283402114,2.05557869,3.421212787,18.74644003,42.90377783
1.307271456,1.282445385,2.055884302,3.464864208,18.7868282,42.92602854
1.307906234,1.281786842,2.056410574,3.491824443,18.8400774,42.94389064
1.308554715,1.281536473,2.057188457,3.494388516,18.90956085,42.95527797
1.309443721,1.281702849,2.058565653,3.479046064,19.00307613,42.96208782
1.310714505,1.282180977,2.060666148,3.45646706,19.1206889,42.96709904
1.312197238,1.282908218,2.063184052,3.425213613,19.25418444,42.96953845
1.313721975,1.283820559,2.065813501,3.383854986,19.39536143,42.96866684
1.315118526,1.284853212,2.06824906,3.330966543,19.53603146,42.96378481
1.316216476,1.285940956,2.070185939,3.265130528,19.66801726,42.95423672
1.316845307,1.287018232,2.071320037,3.184938438,19.78314945,42.93941249
1.317151754,1.288675933,2.072287068,3.076550659,19.89637396,42.91088468
1.317363712,1.291067242,2.073528735,2.939523978,20.01982391,42.86833398
1.317431749,1.293463922,2.074455262,2.792660061,20.14117088,42.82346125
1.317304907,1.295129103,2.07448537,2.654906706,20.24817873,42.78812169
