C1P1T09_susp_data.tx,C1P1T09_susp_data.ty,C1P1T09_susp_data.tz,C1P1T09_susp_data.rx,C1P1T09_susp_data.ry,C1P1T09_susp_data.rz
1.309791953,1.288373737,2.081407239,4.812289589,17.74866619,42.76861307
1.309717314,1.288417394,2.081385255,4.808859482,17.75309009,42.7677954
1.309606736,1.288352647,2.081296784,4.808815387,17.75347805,42.76857109
1.309450856,1.288265864,2.08121079,4.809688642,17.75181989,42.77013599
1.309259083,1.288245901,2.081189653,4.808921278,17.750764,42.77139852
1.309046752,1.288250565,2.081195151,4.807754357,17.74964971,42.77260569
1.30882924,1.28823769,2.081189054,4.807430078,17.74781731,42.77400576
1.308621961,1.288165136,2.081133127,4.80919175,17.74460792,42.77584816
1.308440369,1.287990796,2.080989111,4.814283601,17.73936352,42.77838309
1.308254376,1.287703342,2.080731086,4.822187454,17.73163729,42.78200139
1.30802912,1.287328344,2.080370478,4.83147431,17.72164082,42.78679001
1.307772906,1.286879116,2.079924987,4.842022294,17.70970404,42.79254318
1.30749403,1.286369013,2.079412303,4.853709244,17.69615681,42.79905477
1.307200778,1.285811413,2.078850109,4.866412921,17.68132899,42.80611856
1.306901432,1.285219712,2.078256084,4.880011186,17.66555055,42.81352844
1.306604267,1.284607319,2.077647909,4.894382119,17.64915161,42.82107854
1.306317552,1.283987646,2.077043267,4.909404101,17.63246253,42.82856336
1.306049551,1.283374116,2.076459842,4.924955845,17.61581392,42.83577778
1.305808527,1.282780163,2.075915323,4.940916381,17.59953666,42.84251714
1.305602737,1.282219239,2.075427397,4.957165,17.58396192,42.84857716
1.305440434,1.281704825,2.075013749,4.973581146,17.56942112,42.85375385
1.305306671,1.28112908,2.074600003,4.993194526,17.55362091,42.85892468
1.305181736,1.280415191,2.074122227,5.017825158,17.53486007,42.86484642
1.305066711,1.279623135,2.073613831,5.045537677,17.51435788,42.8711344
1.304962669,1.278812779,2.073108332,5.074396798,17.49333335,42.87740492
1.304870673,1.278043866,2.07263936,5.102467604,17.47300553,42.88327566
1.304791782,1.277376026,2.072240667,5.127815392,17.45459331,42.88836561
1.30472703,1.276868788,2.071946113,5.148505118,17.43931497,42.89229443
1.304731476,1.27653047,2.071805457,5.167242346,17.4265042,42.89450539
1.304829969,1.276302246,2.071805107,5.18739031,17.41457187,42.89512589
1.304978187,1.276142695,2.071884131,5.207998255,17.40334905,42.89480047
1.305131795,1.276010082,2.071981839,5.228113868,17.39266362,42.89417236
1.305246451,1.275862311,2.072037801,5.246783561,17.38234013,42.89388361
1.30527781,1.275656955,2.071991834,5.263052638,17.37220012,42.89457526
1.305261824,1.275437308,2.071920621,5.276543274,17.36301187,42.89610767
1.305260723,1.275268976,2.071928163,5.287776156,17.35544662,42.89784564
1.305269568,1.27514278,2.071995381,5.297143615,17.34917865,42.89968581
1.305283428,1.275049529,2.072103158,5.30503815,17.34388258,42.9015247
1.305297376,1.274980006,2.072232337,5.31185252,17.33923344,42.90325887
1.305306497,1.274924972,2.07236372,5.317979815,17.33490665,42.90478504
1.305305886,1.274875156,2.072478068,5.323813491,17.33057813,42.9060002
1.305290648,1.274821264,2.072556105,5.329747389,17.32592422,42.90680157
1.305255897,1.274753971,2.072578516,5.336175717,17.32062174,42.90708655
1.305196752,1.274663935,2.072525956,5.343493014,17.31434794,42.90675269
1.305108332,1.274541801,2.07237905,5.352094085,17.30678047,42.90569744
1.304985749,1.27437821,2.072118398,5.362373908,17.29759733,42.90381797
1.304830279,1.274198952,2.071735766,5.373672525,17.28734496,42.90037426
1.304648688,1.274033381,2.071248369,5.385088732,17.2767892,42.89495585
1.304444325,1.273877517,2.070674997,5.396655816,17.26593728,42.88795409
1.304220547,1.273727409,2.070034467,5.408407229,17.25479627,42.87976066
1.303980729,1.273579132,2.06934562,5.420376605,17.24337312,42.87076748
1.303728259,1.273428776,2.068627311,5.432597749,17.23167459,42.86136677
1.303466549,1.273272447,2.067898403,5.445104646,17.21970729,42.85195101
1.30319903,1.273106263,2.067177769,5.457931443,17.20747765,42.84291297
1.302929153,1.272926351,2.066484289,5.471112438,17.1949919,42.83464572
1.302660392,1.272728854,2.065836851,5.484682061,17.18225607,42.82754267
1.302396236,1.272509931,2.065254358,5.498674845,17.16927603,42.82199757
1.30214019,1.272265762,2.064755729,5.513125397,17.15605743,42.8184046
1.301865604,1.271987861,2.064300549,5.528986967,17.14176111,42.8159678
1.301550003,1.271674019,2.063838131,5.546894664,17.12577478,42.81368799
1.301203166,1.27132985,2.063372031,5.56640565,17.10844392,42.81165486
1.300834875,1.270960965,2.062905836,5.587076786,17.09011366,42.80995826
1.300454917,1.270572967,2.062443159,5.608464692,17.07112884,42.80868826
1.300073086,1.270171448,2.061987639,5.630125804,17.0518341,42.80793523
1.299699184,1.269761993,2.061542934,5.651616411,17.03257389,42.80778985
1.29934302,1.269350175,2.061112725,5.672492696,17.01369251,42.80834313
1.299014411,1.268941554,2.060700711,5.692310761,16.99553413,42.80968639
1.29872318,1.268541684,2.06031061,5.710626644,16.97844281,42.81191123
1.298479156,1.268156111,2.059946162,5.726996332,16.96276243,42.81510945
1.298292169,1.267790374,2.059611124,5.740975762,16.94883671,42.81937295
1.298167798,1.267430822,2.059372678,5.752668788,16.93630316,42.82658231
1.298094562,1.267063131,2.059263593,5.762757421,16.92449104,42.83761032
1.298056675,1.266691846,2.059235969,5.7716646,16.91328209,42.85103639
1.298038324,1.2663215,2.059241787,5.77981298,16.90255859,42.86543903
1.298023684,1.265956603,2.059232896,5.78762491,16.89220325,42.87939582
1.297996912,1.265601648,2.059161007,5.795522421,16.88209913,42.89148356
1.297942153,1.265261114,2.058977722,5.803927234,16.87212969,42.90027828
1.297915104,1.264951282,2.058781418,5.809736992,16.8644784,42.90911523
1.297958738,1.264673493,2.058671998,5.81103018,16.8603023,42.92117651
1.298038088,1.264409865,2.058603124,5.809999923,16.85794681,42.9348077
1.2981182,1.264142528,2.058528229,5.808839564,16.85575857,42.94835472
1.298164131,1.263853606,2.058400519,5.809742508,16.85208521,42.96016414
1.298140949,1.263525251,2.058173001,5.814902278,16.84527544,42.96858293
1.29808044,1.263163877,2.057830201,5.822989484,16.8362572,42.97387304
1.298034593,1.262789136,2.057398379,5.831225243,16.82705549,42.9775627
1.297998768,1.262403101,2.056893037,5.839629085,16.81766554,42.97989821
1.297968328,1.26200785,2.0563297,5.848220553,16.80808252,42.98112601
1.297938631,1.261605455,2.055723916,5.857019225,16.79830154,42.98149274
1.297905036,1.261197983,2.055091244,5.866044718,16.78831763,42.98124515
1.297862905,1.260787485,2.05444725,5.875316692,16.7781257,42.9806302
1.297807599,1.260375999,2.053807509,5.884854852,16.7677206,42.979895
1.297734481,1.259965548,2.053187597,5.894678938,16.75709704,42.97928685
1.297638914,1.259558139,2.052603094,5.904808713,16.74624964,42.97905326
1.297516262,1.259155771,2.052069586,5.915263951,16.73517289,42.9794419
1.297361885,1.258760433,2.051602666,5.926064407,16.72386119,42.98070072
1.297151191,1.258352536,2.051171615,5.937797635,16.71168802,42.98212788
1.296871962,1.25791625,2.050738686,5.950860159,16.69823417,42.98297448
1.296538113,1.257459191,2.050308944,5.964985187,16.68380472,42.98341809
1.296163564,1.256988959,2.049887468,5.97990599,16.6687047,42.98363633
1.295762236,1.256513125,2.049479338,5.99535593,16.65323916,42.983807
1.295348057,1.256039229,2.049089642,6.011068476,16.63771318,42.98410798
1.29493496,1.255574775,2.048723468,6.026777223,16.62243192,42.98471732
1.294536886,1.255127232,2.048385911,6.042215897,16.60770065,42.98581315
1.294167779,1.254704035,2.048082063,6.05711836,16.59382472,42.98757368
1.293841588,1.254312587,2.047817026,6.071218604,16.58110956,42.99017717
1.293572264,1.253960269,2.047595907,6.084250742,16.56986066,42.99380184
1.293373753,1.253654448,2.047423823,6.095948991,16.5603835,42.99862586
1.293245494,1.253403197,2.047335312,6.106994761,16.55264503,43.00516345
1.293171515,1.253204221,2.047347568,6.11813373,16.54627906,43.01355023
1.29314264,1.253049335,2.047439695,6.129196507,16.54109127,43.0233961
1.293149695,1.252930339,2.047590803,6.140013535,16.53688733,43.03431063
1.293183505,1.252839008,2.047779995,6.150415049,16.53347292,43.04590308
1.293234907,1.252767078,2.047986373,6.160231049,16.53065377,43.05778248
1.293294746,1.252706247,2.048189034,6.169291291,16.52823565,43.0695576
1.293353877,1.25264817,2.048367069,6.177425293,16.52602439,43.08083705
1.293403172,1.252584468,2.048499562,6.184462365,16.52382588,43.09122927
1.29343351,1.252506738,2.048565594,6.190231649,16.52144604,43.10034261
1.293435785,1.252406564,2.048544239,6.194562182,16.51869083,43.10778538
1.293400898,1.25227554,2.048414572,6.197282978,16.51536616,43.1131659
1.293396511,1.252169244,2.048228972,6.196948653,16.51322009,43.11728598
1.293472438,1.252129977,2.048047972,6.19307885,16.51347994,43.1211561
1.293592824,1.25212948,2.047862836,6.186950118,16.51517072,43.12469787
1.29372184,1.252139522,2.047664785,6.179839191,16.5173179,43.12783346
1.293823685,1.252131885,2.047444989,6.173023134,16.51894768,43.13048568
1.293862585,1.252078361,2.047194576,6.167779344,16.51908693,43.13257791
1.293802779,1.25195078,2.04690464,6.165385381,16.51676298,43.13403399
1.293650399,1.251753479,2.046487648,6.163562208,16.51194494,43.13310351
1.293447991,1.251518417,2.045911623,6.15986274,16.50567214,43.12905882
1.293214399,1.251258866,2.045250979,6.15531233,16.49857747,43.12335792
1.292968429,1.250987969,2.044580115,6.15093593,16.49129424,43.11745855
1.292728851,1.250718686,2.043973401,6.147757925,16.48445621,43.1128181
1.2925144,1.250463823,2.043505191,6.146802219,16.47869747,43.11089375
1.292281116,1.250188893,2.04308925,6.147472494,16.47297601,43.11048499
1.291981472,1.249858448,2.042601276,6.148449785,16.46601556,43.10951371
1.291628824,1.249483781,2.042058514,6.149673851,16.45809879,43.1081207
1.291236527,1.249076164,2.041478218,6.151084513,16.4495084,43.10644677
1.290817938,1.248646829,2.040877639,6.15262171,16.44052712,43.10463285
1.29038642,1.248206963,2.040274026,6.154225546,16.43143782,43.10282004
1.289955346,1.247767708,2.039684626,6.155836311,16.42252344,43.10114962
1.289538096,1.247340151,2.039126679,6.157394495,16.41406707,43.09976308
1.289148063,1.246935336,2.038617426,6.158840778,16.40635191,43.09880208
1.288798642,1.246564266,2.038174101,6.16011601,16.39966123,43.09840839
1.288503232,1.246237917,2.037813942,6.16116117,16.39427839,43.09872383
1.288275229,1.245967249,2.03755419,6.161917311,16.3904867,43.09989013
1.288101508,1.245728165,2.037412139,6.164089819,16.3875673,43.10224734
1.287957978,1.24549141,2.037381183,6.169012227,16.3846843,43.10587678
1.287841587,1.245260239,2.037442713,6.176067931,16.38194554,43.11053193
1.287749286,1.245037901,2.037578117,6.184640378,16.37945892,43.11596613
1.287678034,1.244827621,2.037768781,6.194112977,16.37733249,43.12193242
1.287624792,1.244632578,2.03799609,6.203869034,16.37567444,43.12818338
1.287586525,1.244455891,2.038241436,6.213291702,16.37459314,43.13447115
1.287560201,1.244300613,2.038486211,6.221763959,16.37419708,43.14054733
1.287542793,1.244169737,2.038711813,6.228668603,16.3745949,43.14616303
1.287531276,1.244066202,2.038899645,6.233388268,16.37589531,43.15106896
1.287522631,1.243992911,2.039031115,6.235305457,16.37820705,43.15501554
1.287513845,1.243952752,2.039087633,6.233802601,16.38163881,43.15775305
1.28753315,1.243943979,2.039097749,6.229151124,16.38662443,43.15950251
1.287603316,1.243962016,2.039101401,6.222163413,16.39335378,43.16068152
1.287713146,1.244005539,2.039097085,6.213033293,16.40156936,43.1613354
1.287851444,1.24407324,2.03908329,6.201954599,16.41101367,43.16150973
1.288007016,1.244163819,2.039058493,6.189121247,16.42142926,43.16125026
1.28816867,1.244275983,2.039021153,6.174727286,16.43255885,43.16060297
1.288325219,1.24440844,2.038969709,6.158966928,16.44414532,43.15961403
1.288465482,1.244559894,2.038902579,6.142034581,16.4559318,43.15832982
1.288578282,1.244729046,2.038818158,6.124124851,16.46766171,43.15679688
1.288652451,1.244914591,2.038714815,6.105432541,16.47907875,43.15506195
1.288676826,1.245115223,2.038590899,6.086152633,16.48992694,43.15317196
1.288640252,1.245329629,2.038444739,6.066480251,16.49995063,43.15117397
1.288545177,1.245628693,2.038236946,6.042754545,16.51114056,43.14779056
1.288409229,1.246052406,2.03795007,6.012820022,16.52492248,43.14227037
1.288244028,1.246553116,2.037615338,5.979130267,16.54019412,43.1354505
1.288061194,1.247083106,2.037263992,5.944139462,16.55585467,43.12816896
1.287872338,1.247594556,2.036927297,5.910302438,16.57080514,43.12126465
1.287689065,1.248039545,2.036636546,5.880074602,16.58394825,43.11557729
1.287522966,1.248370093,2.03642307,5.855911731,16.59418795,43.1119476
1.287330103,1.248625282,2.036200934,5.833823772,16.6023444,43.10994303
1.287077757,1.24887647,2.035895089,5.80919208,16.61005179,43.10845841
1.2867943,1.249124043,2.035553278,5.783529148,16.61743487,43.10732588
1.286508054,1.249368298,2.035223342,5.758346822,16.62461717,43.10637706
1.286247286,1.24960943,2.034953221,5.735156338,16.63172081,43.10544303
1.286040212,1.249847565,2.034790939,5.715468441,16.63886663,43.10435448
1.285858508,1.25009208,2.034718662,5.698156956,16.64572831,43.1030211
1.285658066,1.250349467,2.034683594,5.681163257,16.65195304,43.10152073
1.285443396,1.250615503,2.034681364,5.66459917,16.65762104,43.0999362
1.285219008,1.250885969,2.03470761,5.64857656,16.66281253,43.09835041
1.284989414,1.251156649,2.034757973,5.633207327,16.66760768,43.0968463
1.284759127,1.251423326,2.034828101,5.618603404,16.67208663,43.09550687
1.284532663,1.251681785,2.034913649,5.604876758,16.67632948,43.09441515
1.284314539,1.251927814,2.035010277,5.592139388,16.68041628,43.09365422
1.284109274,1.2521572,2.035113651,5.580503326,16.68442701,43.09330719
1.28392139,1.25236573,2.035219442,5.57008064,16.68844162,43.09345722
1.283755413,1.252549194,2.035323323,5.560983438,16.69253998,43.0941875
1.28361587,1.252703377,2.035420967,5.553323872,16.69680189,43.09558125
1.28351198,1.25280804,2.035572316,5.550071754,16.70012821,43.0981134
1.283442552,1.252857296,2.035816021,5.552725693,16.70180068,43.10192714
1.283396525,1.252868424,2.036115801,5.559191008,16.70247056,43.10660721
1.283362852,1.252858576,2.036435355,5.567372826,16.70278974,43.111737
1.283330499,1.252844738,2.036738385,5.575175991,16.70341093,43.11689826
1.283288442,1.252843722,2.036988592,5.580505066,16.70498772,43.12167107
1.283225673,1.252872189,2.037149672,5.581264417,16.70817458,43.12563401
1.283160816,1.252929475,2.037348682,5.579881223,16.7133788,43.12979226
1.283115568,1.252998059,2.037684505,5.579712113,16.72011695,43.13507577
1.283083584,1.253069215,2.038078567,5.580055452,16.72770836,43.14094956
1.283058564,1.253134123,2.03845231,5.580209335,16.73547287,43.14687902
1.283034263,1.253183856,2.038727194,5.579471541,16.74273094,43.15232993
1.28300448,1.253209422,2.038824686,5.577139603,16.74880355,43.15676852
1.282967094,1.253215831,2.038766332,5.573384352,16.75436299,43.16066705
1.282925343,1.253213067,2.03863224,5.568949304,16.76041656,43.164826
1.282881103,1.25319963,2.03843174,5.56399091,16.76678803,43.16920447
1.282836243,1.253174045,2.038174168,5.558665561,16.77330111,43.17376168
1.282792628,1.253134854,2.037868874,5.553129561,16.77977942,43.17845697
1.282752116,1.253080616,2.037525223,5.54753911,16.78604651,43.18324974
1.282716558,1.253009897,2.037152596,5.542050291,16.79192584,43.1880995
1.282687802,1.252921276,2.036760389,5.536819063,16.79724079,43.19296575
1.282667687,1.252813334,2.036358017,5.53200126,16.80181461,43.19780806
1.282658043,1.25268466,2.035954912,5.527752605,16.80547051,43.20258602
1.282660698,1.252533838,2.035560522,5.524228715,16.80803159,43.20725924
1.282677469,1.252359458,2.03518431,5.521585129,16.80932088,43.21178735
1.282703543,1.252086906,2.034707105,5.521157254,16.80800544,43.21668899
1.282733803,1.251679815,2.034052812,5.5234003,16.80366625,43.2222611
1.282769578,1.251194041,2.033295543,5.527149771,16.79749742,43.22813021
1.282812174,1.250685267,2.032509487,5.531242146,16.79069372,43.23392323
1.282862891,1.250208979,2.031768934,5.534515238,16.78445074,43.23926826
1.28292302,1.249820474,2.031148269,5.535808109,16.77996485,43.24379453
1.28299383,1.249574888,2.030721936,5.533960565,16.77843291,43.24713137
1.283104236,1.249450257,2.030420288,5.529564691,16.77849078,43.24899247
1.283266752,1.249375144,2.030126822,5.524147304,16.77820487,43.24966769
1.283458023,1.249330404,2.029845667,5.517950308,16.777918,43.2496496
1.283654694,1.249296904,2.029580921,5.511215544,16.77797322,43.24943064
1.283833417,1.24925553,2.029336663,5.50418484,16.77871387,43.24950308
1.283970844,1.249187175,2.029116945,5.49710008,16.78048364,43.250359
1.284082739,1.249091583,2.028932045,5.490220325,16.78263245,43.25173754
1.284199387,1.248984473,2.028786815,5.483543293,16.78438814,43.25304293
1.284319226,1.248870703,2.028677125,5.476919001,16.78591151,43.25426481
1.284440698,1.248755126,2.028598832,5.470197521,16.78736343,43.25539272
1.284562248,1.248642597,2.028547782,5.463228971,16.78890474,43.25641609
1.284682323,1.248537966,2.028519809,5.455863503,16.79069635,43.25732419
1.284799376,1.248446078,2.028510735,5.447951307,16.79289914,43.25810617
1.284911862,1.248371772,2.028516366,5.439342604,16.79567403,43.25875099
1.285018243,1.248319883,2.028532499,5.429887655,16.79918195,43.25924746
1.285116982,1.248295241,2.028554915,5.419436759,16.80358384,43.25958426
1.285206551,1.248302671,2.028579384,5.40784027,16.80904066,43.25974991
1.28528542,1.248346994,2.028601662,5.394948598,16.8157134,43.25973283
1.285350472,1.248448866,2.028647548,5.378870345,16.82459079,43.25913672
1.28540166,1.248617333,2.028739694,5.358431956,16.83620511,43.25769007
1.28544207,1.248839836,2.028869135,5.334560639,16.85003249,43.255569
1.285474795,1.249103854,2.02902693,5.308183666,16.86554884,43.25295058
1.285502937,1.249396896,2.029204172,5.280228441,16.88222986,43.25001312
1.285529605,1.249706504,2.029391995,5.251622561,16.89955108,43.24693641
1.285557919,1.250020246,2.029581578,5.22329384,16.91698788,43.24390181
1.285591009,1.250325717,2.029764145,5.196170315,16.93401546,43.2410923
1.285632014,1.250610545,2.02993097,5.171180219,16.95010885,43.23869241
1.28568408,1.250862385,2.030073361,5.149251939,16.96474289,43.23688808
1.285750364,1.25106893,2.030182664,5.131313937,16.97739221,43.23586645
1.285834026,1.251217911,2.030250242,5.118294658,16.98753113,43.23581552
1.285942567,1.251335996,2.030311195,5.109682605,16.99590725,43.23671626
1.286076993,1.251456828,2.030401357,5.10407309,17.00362946,43.23833079
1.286230739,1.251578645,2.030513188,5.101054723,17.01071404,43.24051917
1.286397247,1.251699682,2.030639135,5.10021614,17.01717748,43.24314127
1.286569964,1.25181816,2.03077164,5.101145971,17.02303644,43.24605675
1.286742339,1.25193229,2.030903139,5.103432813,17.02830775,43.24912507
1.286907825,1.252040262,2.031026067,5.106665215,17.03300837,43.25220544
1.287059879,1.25214025,2.031132861,5.110431668,17.03715542,43.25515687
1.287191958,1.252230411,2.031215958,5.114320607,17.04076616,43.25783814
1.287297522,1.252308885,2.031267797,5.117920416,17.04385796,43.26010783
1.287370036,1.252373804,2.031280819,5.12081945,17.04644835,43.26182436
1.287402967,1.252423292,2.031247465,5.122606055,17.048555,43.26284599
1.287406505,1.252488769,2.031237479,5.12761887,17.04896041,43.2630301
1.287397072,1.252589279,2.031299308,5.138794666,17.04700275,43.26253399
1.287377497,1.252704325,2.031393413,5.153619012,17.043534,43.26166486
1.287350616,1.252813245,2.031480267,5.169577061,17.03940662,43.26072859
1.287319262,1.252895156,2.031520381,5.184153301,17.03547315,43.26002956
1.287286269,1.252928981,2.03147429,5.194831651,17.03258631,43.2598708
1.28725448,1.252893526,2.031302505,5.1990959,17.03159963,43.26055441
1.287195222,1.252694117,2.030917077,5.202902394,17.02969769,43.26263018
1.28709098,1.252310406,2.030319584,5.21182421,17.02461158,43.26599469
1.286961335,1.251832545,2.029604759,5.222771439,17.01801707,43.26996935
1.286825887,1.251350418,2.028867392,5.232657018,17.01159282,43.27387708
1.286704277,1.250953597,2.028202357,5.238397491,17.00702095,43.27704329
1.286616171,1.25073136,2.02770459,5.236912165,17.00598629,43.27879474
1.286534716,1.250623185,2.027275007,5.228027122,17.00767113,43.27935748
1.28642402,1.250511598,2.02676385,5.214140551,17.01009346,43.27945207
1.286290173,1.250400286,2.026190054,5.196030694,17.0131923,43.27914652
1.286139257,1.250292912,2.025572572,5.174475701,17.01690617,43.27850888
1.285977335,1.250193091,2.024930387,5.150253501,17.02117312,43.2776071
1.285810454,1.250104363,2.02428252,5.124141708,17.02593058,43.27650884
1.285644638,1.250030184,2.023648041,5.096917555,17.03111538,43.27528146
1.285485887,1.249973915,2.023046071,5.069357867,17.03666373,43.27399195
1.285340181,1.249938833,2.022495779,5.042239052,17.04251117,43.27270693
1.285213476,1.249928136,2.022016381,5.016337141,17.04859269,43.27149273
1.28511171,1.249944963,2.021627135,4.992427852,17.05484264,43.27041547
1.285040802,1.249992426,2.021347325,4.971286687,17.06119487,43.26954122
1.285009419,1.250096649,2.021174249,4.950515732,17.06876927,43.2685621
1.285017701,1.250271853,2.021083423,4.927595107,17.07842592,43.26719309
1.285058765,1.250503327,2.021061491,4.90311714,17.08970847,43.26553479
1.285125733,1.250776396,2.02109511,4.877674125,17.10216046,43.26368844
1.285211735,1.251076418,2.021170955,4.851858504,17.11532549,43.26175617
1.285309915,1.251388775,2.021275719,4.826262983,17.12874722,43.25984113
1.285413425,1.251698867,2.021396114,4.801480608,17.14196947,43.25804769
1.285515432,1.251992116,2.021518872,4.77810478,17.15453618,43.25648134
1.285609114,1.252253958,2.021630744,4.75672923,17.16599143,43.25524875
1.285687657,1.252469851,2.021718499,4.737947931,17.17587933,43.25445752
1.285744257,1.252625271,2.021768921,4.722354965,17.18374395,43.25421606
1.285772111,1.252705725,2.021768811,4.710544342,17.18912915,43.25463323
1.285778646,1.252738543,2.021743243,4.701744964,17.19246561,43.25525307
1.285776062,1.25275952,2.021725036,4.694694579,17.19457281,43.25563337
1.285764709,1.252766877,2.021712605,4.689250296,17.19557779,43.25590364
1.285744938,1.252758831,2.02170436,4.685269225,17.19560774,43.25619327
1.285717101,1.252733598,2.021698703,4.682608462,17.19478994,43.2566315
1.28568155,1.25268939,2.021694036,4.681125062,17.19325176,43.25734748
1.285638635,1.252624413,2.021688758,4.680676033,17.19112065,43.2584702
1.285588706,1.252536868,2.021681268,4.68111832,17.18852407,43.26012857
1.285532113,1.25242495,2.021669965,4.6823088,17.18558954,43.26245139
1.285469205,1.252286849,2.021653252,4.684104275,17.1824446,43.26556733
1.28540033,1.252120745,2.021629531,4.68636148,17.17921685,43.26960501
1.285325835,1.251924817,2.02159721,4.688937081,17.17603392,43.27469291
1.285244112,1.251651927,2.021575753,4.693916453,17.17176076,43.28186321
1.285154371,1.251278471,2.021576829,4.702681166,17.16559303,43.29148835
1.2850582,1.250837881,2.021587097,4.714032657,17.15815493,43.30270681
1.284957208,1.250363522,2.021593132,4.726773294,17.15007169,43.31465653
1.284853032,1.249888679,2.021581405,4.739706593,17.14196993,43.32647489
1.28474733,1.249446552,2.021538289,4.751637306,17.13447779,43.33729885
1.284641785,1.249070271,2.021450063,4.761371401,17.12822487,43.34626501
1.284494151,1.248712957,2.021357171,4.770812562,17.12161045,43.35423602
1.284282514,1.248318353,2.021294438,4.782054472,17.11321235,43.36254615
1.284039104,1.247905431,2.021239602,4.794189601,17.10392951,43.37103903
1.283796182,1.247493078,2.021170321,4.806311352,17.09466185,43.37955796
1.283586043,1.247100097,2.021064168,4.817514106,17.08631027,43.38794595
1.283441015,1.246745218,2.020898631,4.826893245,17.07977668,43.39604581
1.283335127,1.246406576,2.020679259,4.83641441,17.07402172,43.40405434
1.283222791,1.246053344,2.020430115,4.848237894,17.06757295,43.4122434
1.283106926,1.245690752,2.020156398,4.86175198,17.06068382,43.42056834
1.282990459,1.245324008,2.019863295,4.876345246,17.05360841,43.42898455
1.282876319,1.244958298,2.01955599,4.891406615,17.04660146,43.4374476
1.282767444,1.244598789,2.019239655,4.906325385,17.03991841,43.44591327
1.28266678,1.244250629,2.018919454,4.920491242,17.03381539,43.45433756
1.282577279,1.243918948,2.018600539,4.933294258,17.02854926,43.4626767
1.282501902,1.243608863,2.018288049,4.944124872,17.02437753,43.47088709
1.282443615,1.243325478,2.017987112,4.952373847,17.02155841,43.47892522
1.282405393,1.243073888,2.01770284,4.957432215,17.02035072,43.48674757
1.282390214,1.242859188,2.017440328,4.958691205,17.02101386,43.49431044
1.282402049,1.242666578,2.017142795,4.956034775,17.02342306,43.50192423
1.2824407,1.24247969,2.016763535,4.950068411,17.0271851,43.50985831
1.282502889,1.242301273,2.016322755,4.941265748,17.03215678,43.51800739
1.282585337,1.242134079,2.015840684,4.930100351,17.03819444,43.52626632
1.282684757,1.241980838,2.015337584,4.917045605,17.04515382,43.53452985
1.282797862,1.241844245,2.014833755,4.902574638,17.05289014,43.54269259
1.282921358,1.241726948,2.014349539,4.88716027,17.06125797,43.5506489
1.283051947,1.24163155,2.013905321,4.871274979,17.07011128,43.55829288
1.283186324,1.241560608,2.013521527,4.855390903,17.07930341,43.56551832
1.28332118,1.241516643,2.013218618,4.839979862,17.08868714,43.57221878
1.283453199,1.241502157,2.013017084,4.825513405,17.09811465,43.57828759
1.283579058,1.241519653,2.012937428,4.81246289,17.10743763,43.58361802
1.283724224,1.241596047,2.013021682,4.799488993,17.11801187,43.58844373
1.283910134,1.241746865,2.013276119,4.785138082,17.1309482,43.59304901
