frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,AA01_data.tx,AA01_data.ty,AA01_data.tz,AA02_data.tx,AA02_data.ty,AA02_data.tz,AA03_data.tx,AA03_data.ty,AA03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz
2062,1.2562061,0.3866664542,0.332794495,1.095724554,0.1867862365,0.2650773597,0.9533439082,0.3228395757,0.09840225075,0.1884868835,0.4053816193,0.06831640223,0.4444968027,0.3009329339,0.1175652388,0.4334574793,0.1382444701,-0.06817252541,0.2860685001,0.9643326392,1.456928368,0.105407594,0.8669074142,1.366623983,-0.1828199346,0.4369280162,0.9368634927,1.116127202,0.5919446862,1.554035438,1.265176841,0.5309271702,1.449020245,1.084972901,0.5243426847,1.396832972,0.5939309232,0.425609652,1.138836081,1.829194309,0.4205852934,-1.137867741,2.144871972,0.7159998595,-0.4210041526,-0.01908241308,0.5369200198,-1.07687696,1.055602598,0.3510461177,-0.9429367567,NaN,NaN,NaN,NaN,NaN,NaN,0.2759894099,-2.164075474,0.9727854629
2063,1.255528117,0.3875488036,0.3341066871,1.095298388,0.1875562241,0.2659090221,0.952698333,0.3235376549,0.09977083626,0.1860033154,0.4032569196,0.07024992238,0.4424588978,0.3006968535,0.1197942561,0.4327965118,0.1385159695,-0.066332578,0.2859273248,0.9649493369,1.457674461,0.1051588954,0.8678869605,1.367625245,-0.1827361347,0.4386858212,0.9374358114,1.10766439,0.5943380207,1.555305863,1.259009507,0.528643936,1.449005911,1.072390454,0.5248928518,1.395113232,0.588827556,0.4256675528,1.138823743,1.817691898,0.4203269718,-1.137965875,2.140377083,0.7072592765,-0.4255011199,-0.0190180311,0.5367502035,-1.07698867,1.038875206,0.3519225649,-0.9512931486,NaN,NaN,NaN,NaN,NaN,NaN,0.277870448,-2.165440543,0.9734183312
2064,1.254987354,0.388206339,0.3356679386,1.094818579,0.1882577006,0.2669301466,0.9522374332,0.3241015782,0.1013171551,0.1835947426,0.4007291865,0.07236076613,0.4404413511,0.3003588244,0.1221898222,0.4322782882,0.1386513457,-0.06429700008,0.2858925137,0.9655730098,1.458927776,0.1052040107,0.8692045752,1.369203225,-0.1826909112,0.4408140445,0.9381985256,1.098699504,0.5967225956,1.557227298,1.253749314,0.5257205399,1.449379229,1.058940855,0.5252147769,1.393719454,0.5861542488,0.4264122381,1.138930234,1.806884636,0.4204437487,-1.137599078,2.136137812,0.6987522948,-0.4299998177,-0.01909166488,0.5364463736,-1.076709776,1.022697169,0.3542249802,-0.9587509541,NaN,NaN,NaN,NaN,NaN,NaN,0.2797970259,-2.166763637,0.9744710652
2065,1.254503175,0.3887521013,0.337302038,1.09430963,0.1889331307,0.2680021,0.9518284615,0.3246303357,0.10291801,0.1812586283,0.398062605,0.0745018109,0.43845058,0.3000063356,0.1246209585,0.4318490781,0.1387675793,-0.06222625695,0.2858967293,0.9662050452,1.460392739,0.1053956229,0.8706743878,1.371037009,-0.1826485156,0.4430805669,0.9390433313,1.089675723,0.5990004372,1.559365385,1.249155862,0.5225729513,1.449936926,1.045422153,0.5254773445,1.392507899,0.5847280399,0.4274914444,1.139116519,1.79669659,0.4207942546,-1.136986892,2.132111284,0.6905498869,-0.4345051331,-0.01922044391,0.5361340728,-1.076272702,1.007164896,0.3571163008,-0.9655981678,NaN,NaN,NaN,NaN,NaN,NaN,0.2817158582,-2.168053083,0.9756721943
2066,1.25399484,0.3892986219,0.3388324703,1.093796058,0.1896248319,0.2689860251,0.9513385877,0.3252223325,0.1044499155,0.1789919085,0.3955209627,0.07652503133,0.4364929404,0.2997264365,0.1269563391,0.4314550329,0.1389810882,-0.06028113653,0.2858727466,0.9668463153,1.461773628,0.1055869581,0.8721097541,1.372805819,-0.1825725803,0.4452531901,0.9398623282,1.081036648,0.6010742259,1.561286389,1.244987836,0.5196167159,1.450474618,1.032632045,0.5258519254,1.391335014,0.5833667701,0.4285505881,1.139343677,1.787052203,0.4212372383,-1.136348791,2.128254015,0.6827241944,-0.4390242728,-0.01932172338,0.5359388835,-1.075910273,0.9923763706,0.3597618628,-0.9721214504,NaN,NaN,NaN,NaN,NaN,NaN,0.2835737027,-2.169317665,0.9767496653
2067,1.253381497,0.3899579284,0.3400824028,1.093302395,0.1903749751,0.2697428542,0.9506349051,0.3259753998,0.105789126,0.1767910097,0.3933676576,0.07828149714,0.4345747315,0.2996057419,0.1290643168,0.4310421925,0.1394077434,-0.05862272135,0.2857534521,0.9674971378,1.462774588,0.1056317731,0.8733232008,1.374189059,-0.1824261403,0.4470996102,0.9405480423,1.073226261,0.602847222,1.562557103,1.241003051,0.517266869,1.450786764,1.021367899,0.5265121913,1.390057415,0.5808890685,0.4292327826,1.13957298,1.777876299,0.421631432,-1.135904117,2.124521943,0.6753485092,-0.4435665686,-0.01931306924,0.5359863888,-1.075855673,0.978431111,0.3613290535,-0.978606072,NaN,NaN,NaN,NaN,NaN,NaN,0.2853173562,-2.170566641,0.9774308715
2068,1.252785412,0.3904619548,0.3412513314,1.092805438,0.1911289028,0.2704500812,0.9497846201,0.3268010299,0.1071246787,0.1746408585,0.3912283551,0.07996037391,0.4326395818,0.2996169094,0.1311680098,0.4307370699,0.1399683033,-0.05705691858,0.2855844996,0.9682099249,1.463751334,0.1058386265,0.874595057,1.375746284,-0.1821931987,0.4488779981,0.9412767487,1.065707096,0.6041706669,1.563520505,1.238114793,0.5149249078,1.451070048,1.010800721,0.5273457409,1.388934125,0.5785278457,0.4297765219,1.140046242,1.769423568,0.4221628148,-1.135273013,2.120985887,0.6685267754,-0.4481320904,-0.01922290479,0.5362628247,-1.075877868,0.9652964635,0.3624537315,-0.9846433417,NaN,NaN,NaN,NaN,NaN,NaN,0.2869897184,-2.17177889,0.9780732668
2069,1.252320919,0.3906196589,0.3425634685,1.09227501,0.1918305111,0.2712912022,0.9489286061,0.3275825512,0.1086305976,0.1725379084,0.3887391059,0.08175976545,0.430661687,0.2996726794,0.1334589531,0.4306314735,0.1405313482,-0.05537630194,0.285439674,0.9690021812,1.465088034,0.1064440064,0.8761900952,1.377954336,-0.1818995838,0.450880908,0.9422029773,1.057901359,0.6050730505,1.564681445,1.236849384,0.5120203566,1.451573873,0.9999339449,0.5281401109,1.388187478,0.5777594344,0.4305771876,1.140881855,1.761849244,0.4230202349,-1.134134455,2.117704053,0.6622360571,-0.4527143072,-0.01913474901,0.536658156,-1.075694764,0.9528701493,0.3640966197,-0.9898427895,NaN,NaN,NaN,NaN,NaN,NaN,0.2886508679,-2.172939409,0.9790389427
2070,1.251894858,0.3906579377,0.3438786319,1.091725114,0.1925195952,0.2721358603,0.9480443127,0.3283748871,0.1101603555,0.170495112,0.3861783595,0.08354297983,0.4286931333,0.2997691949,0.1357576953,0.4306192333,0.1411337015,-0.05372223453,0.2852941653,0.9698213148,1.466531334,0.1071941621,0.8778963129,1.380368678,-0.1815704281,0.45292736,0.94318698,1.0501925,0.6057243584,1.565849566,1.236382961,0.5090087007,1.452170381,0.9893133319,0.5289213148,1.387618857,0.5777683159,0.4315103202,1.141855959,1.754929415,0.4240661994,-1.132796284,2.114613322,0.6563607417,-0.457315536,-0.01904894268,0.5371535916,-1.075463302,0.941148831,0.3659146972,-0.9945165944,NaN,NaN,NaN,NaN,NaN,NaN,0.2902733802,-2.174067064,0.9800614632
2071,1.251413649,0.3908031508,0.3450561676,1.091169672,0.193235707,0.2728534424,0.9471090702,0.329232508,0.1115671942,0.1685249085,0.3838241151,0.08517233715,0.4267859727,0.2999020938,0.1378844536,0.4305940875,0.1418115534,-0.05223627569,0.2851232154,0.9706142551,1.467827781,0.1078356346,0.8795005401,1.382544986,-0.1812305721,0.4548360438,0.9440892757,1.04296363,0.6062948495,1.566834039,1.235890871,0.5063437407,1.452730563,0.9794846093,0.5297162888,1.387029174,0.5777391728,0.4324496768,1.142744693,1.748440391,0.4251623324,-1.131566606,2.11165091,0.650786011,-0.4619398328,-0.01896579792,0.5377302002,-1.075340579,0.9301298498,0.3675657354,-0.9989769676,NaN,NaN,NaN,NaN,NaN,NaN,0.2918298295,-2.175181126,0.9808738844
2072,1.250783317,0.391281181,0.3459550173,1.090622525,0.1940181971,0.2733131181,0.9461000922,0.330209475,0.112704181,0.1666392573,0.3819539794,0.08650927502,0.4249922185,0.3000665664,0.1396591585,0.4304496854,0.1426005408,-0.05106011527,0.2849021028,0.9713275001,1.468723832,0.1081152141,0.880788545,1.384039146,-0.1809045927,0.4564253452,0.944770619,1.036597546,0.6069550756,1.567443546,1.234547727,0.5044776962,1.453124466,0.9709934608,0.5305528066,1.386218904,0.5768568636,0.4332673517,1.14332429,1.742158668,0.4261694216,-1.130753687,2.108754352,0.6453978507,-0.4665927775,-0.01888560657,0.5383689452,-1.075483794,0.9198111503,0.3687081519,-1.003536144,NaN,NaN,NaN,NaN,NaN,NaN,0.2932927788,-2.176301192,0.9812087855
2073,1.250048009,0.3918817088,0.3465700758,1.090070436,0.1948082935,0.2734904408,0.9449220148,0.331336021,0.1136241492,0.1648287131,0.3802647478,0.08758096345,0.4232012704,0.3003600636,0.1411631064,0.4302959845,0.1435812191,-0.05017142153,0.2845592985,0.9719939811,1.469360963,0.1082195176,0.8818954405,1.385097295,-0.180532106,0.4577435728,0.9452684529,1.030827706,0.6073647559,1.567552958,1.2332663,0.5030073834,1.453309587,0.963633056,0.5315395346,1.385240638,0.5755219384,0.4339849532,1.143746885,1.736461649,0.427316409,-1.129890176,2.105998353,0.6403809467,-0.471444323,-0.01878200963,0.5391460277,-1.075860839,0.9103942729,0.369327809,-1.007909478,NaN,NaN,NaN,NaN,NaN,NaN,0.2946099735,-2.177409223,0.9810965121
2074,1.249307169,0.3923297093,0.3470250257,1.089497767,0.1955505798,0.2734937524,0.9435642909,0.3325706453,0.1144760039,0.1630807551,0.378402869,0.08851791881,0.4213282968,0.3008218055,0.1425836617,0.4302653518,0.1447487034,-0.04943629024,0.2840913516,0.9726731683,1.470011458,0.1084381131,0.8830561317,1.386199988,-0.1800760858,0.4589770325,0.9457183892,1.025221485,0.6072505714,1.567287509,1.233097922,0.5013817069,1.45338281,0.9568423978,0.5326829217,1.384288719,0.5745836742,0.4347227536,1.144263143,1.731675919,0.428804642,-1.128535469,2.103462506,0.635902876,-0.4765472123,-0.01864325222,0.5401041352,-1.076321042,0.9019455437,0.3697152024,-1.011729178,NaN,NaN,NaN,NaN,NaN,NaN,0.2957872092,-2.17848178,0.9807848224
2075,1.248549296,0.3927537203,0.3473717832,1.088914602,0.1962893584,0.2733912099,0.9421312441,0.3338596918,0.1152567223,0.1614022231,0.3765701747,0.08933612497,0.4194639707,0.3013594822,0.1438995338,0.4302850167,0.1460101074,-0.04882916798,0.2835756289,0.9733512968,1.470617822,0.1086723515,0.8842055034,1.387254714,-0.1795960861,0.4601509154,0.9461284202,1.019911988,0.6068836284,1.566830831,1.233424365,0.4998291193,1.453422964,0.9506360248,0.5338575735,1.383375592,0.5739000653,0.4354995215,1.144797001,1.727501969,0.4304524079,-1.127038344,2.101092593,0.6318241511,-0.4817321825,-0.01849145282,0.5411739417,-1.076843834,0.8942604942,0.3699852241,-1.015183364,NaN,NaN,NaN,NaN,NaN,NaN,0.2968842061,-2.17953031,0.9803320495
2076,1.247762675,0.3932822266,0.3476622038,1.088330935,0.1970688869,0.2732508597,0.9407271407,0.3351495968,0.1159630523,0.159799792,0.3749684177,0.09005158902,0.4176989838,0.3018808482,0.1450891962,0.4302822224,0.1472724765,-0.04832463176,0.283089419,0.9740147277,1.471122413,0.1088235027,0.8852784152,1.388168847,-0.1791518086,0.4612903746,0.9465064479,1.015032028,0.6065346995,1.566366248,1.23362725,0.4985771816,1.453509153,0.9450286215,0.5349375033,1.382513175,0.5733289873,0.4363337953,1.145272295,1.723640277,0.4320774039,-1.125747913,2.098835261,0.6280047263,-0.4868299167,-0.01834866983,0.5422860753,-1.077408744,0.8871346282,0.37025166,-1.018460569,NaN,NaN,NaN,NaN,NaN,NaN,0.2979608154,-2.180566144,0.9797964852
2077,1.246935404,0.3940436508,0.3479480881,1.087756678,0.1979333671,0.2731406309,0.9394561892,0.3363868798,0.1165914826,0.158279985,0.3737992799,0.09068037076,0.416124047,0.3022937262,0.146130861,0.4301842238,0.1484427922,-0.04789742362,0.2827099434,0.9746499543,1.471467434,0.1087927718,0.8862097274,1.388849626,-0.1788030862,0.4624205359,0.9468602878,1.010714179,0.6064742397,1.56607689,1.233088033,0.4978526616,1.453720783,0.9400350059,0.5357962569,1.381712897,0.5727281952,0.4372439602,1.145612766,1.719791284,0.433496942,-1.125013629,2.096637937,0.6243040101,-0.4916711172,-0.01823691549,0.5433711212,-1.077995427,0.8803634128,0.3706274221,-1.021749643,NaN,NaN,NaN,NaN,NaN,NaN,0.2990770299,-2.181600525,0.9792363652
2078,1.245988195,0.3950600972,0.3480914567,1.087167413,0.1988722335,0.2728984671,0.938143282,0.3376859966,0.1170606261,0.1568341599,0.3730555532,0.09110232154,0.4146685879,0.3027180664,0.1469548244,0.429998295,0.149714867,-0.0476598326,0.2823922948,0.9752895555,1.471532399,0.108566961,0.8869827709,1.389237396,-0.1784918291,0.4634161928,0.9471450751,1.007061122,0.6064962325,1.565609785,1.232231457,0.4978919036,1.453973853,0.9362046349,0.536716231,1.38084336,0.5721742139,0.4383766999,1.145833417,1.716405009,0.4349152215,-1.124548564,2.094570608,0.6207555115,-0.4965888028,-0.01809873808,0.5444746884,-1.078692382,0.8744710493,0.3709348383,-1.024693113,NaN,NaN,NaN,NaN,NaN,NaN,0.3001079273,-2.182618503,0.9784513455
2079,1.244906609,0.3962231244,0.3480025098,1.086547461,0.1998427852,0.2724127911,0.9366364768,0.3391328852,0.1173499027,0.1554554966,0.3725558588,0.091264939,0.4132290038,0.3032783745,0.1475619941,0.4297923041,0.151239147,-0.04766748801,0.2820527839,0.9759567922,1.471331453,0.1082337719,0.887651027,1.389400576,-0.1781443144,0.4642120158,0.947343009,1.003987795,0.6062999156,1.564680451,1.231757742,0.4985766213,1.454171145,0.9337143306,0.53792654,1.379848479,0.5718076219,0.4397656286,1.146011833,1.713898964,0.4365646215,-1.123938488,2.092708811,0.6174897696,-0.5018398629,-0.01789473694,0.545668666,-1.079542054,0.8698156576,0.3710096938,-1.026997234,NaN,NaN,NaN,NaN,NaN,NaN,0.3009615534,-2.183604569,0.9773286693
2080,1.243775847,0.3974652795,0.3478050977,1.085919732,0.2008408806,0.2718270332,0.9350746901,0.3406314278,0.1175465792,0.1541532378,0.3722404738,0.09128580469,0.4118465336,0.3038893647,0.1480361632,0.4295844845,0.1528575024,-0.04781051502,0.2817104173,0.9766242385,1.471008525,0.1078456393,0.888254615,1.389438288,-0.1777972135,0.4649229157,0.9475023511,1.001344868,0.6060128106,1.563574601,1.231461704,0.4996007201,1.454372264,0.9320202488,0.5392194928,1.378852067,0.571582232,0.4412593423,1.146165329,1.711924875,0.4383039805,-1.123342435,2.091009322,0.6145104846,-0.507140445,-0.01767398364,0.5469228816,-1.080455253,0.8659434526,0.370983339,-1.028946772,NaN,NaN,NaN,NaN,NaN,NaN,0.3017475967,-2.18456905,0.9760579579
2081,1.242681102,0.3987190252,0.3476227411,1.085307095,0.201862189,0.2712844056,0.9335968116,0.3420855212,0.1177374919,0.152936773,0.372049495,0.091282423,0.410562455,0.3044657019,0.1484608487,0.4293931208,0.1544117426,-0.04797947169,0.2813842066,0.9772643307,1.470707354,0.1074549026,0.8888336496,1.389449522,-0.1774874017,0.4656638064,0.9476713162,0.9989829871,0.6057615919,1.56257796,1.231138453,0.5006578453,1.454636411,0.9305787249,0.5403862956,1.377977524,0.5714518891,0.4427063944,1.146310816,1.710134413,0.439991797,-1.122919857,2.089429522,0.6118201641,-0.512206285,-0.01748558118,0.548206958,-1.081343004,0.8624005269,0.3709860943,-1.030826496,NaN,NaN,NaN,NaN,NaN,NaN,0.3025759479,-2.185522383,0.9748288598
2082,1.241707553,0.3999167096,0.3475785942,1.084732375,0.202902167,0.2709278795,0.9323417051,0.3433990543,0.118009026,0.1518156045,0.371922819,0.09137215661,0.4094180888,0.3049219815,0.1489192761,0.4292365488,0.155743579,-0.04806538205,0.2810931726,0.9778493377,1.470571479,0.1071138229,0.8894281961,1.389533131,-0.1772519495,0.4665495914,0.9478980825,0.9967527797,0.6056721391,1.561976298,1.230583336,0.5014414127,1.455022273,0.9288462687,0.5412172039,1.377347852,0.5713704625,0.4439553208,1.146464778,1.708179195,0.4414863118,-1.12283064,2.087927307,0.6094201644,-0.5167528164,-0.01737867567,0.5494902978,-1.082116583,0.8587328511,0.3711475068,-1.032921131,NaN,NaN,NaN,NaN,NaN,NaN,0.3035566964,-2.18647516,0.9738310344
2083,1.240746457,0.4011871722,0.3475501,1.084146969,0.2040059633,0.2706181269,0.9312071613,0.3446720392,0.118241199,0.1507623866,0.3720220362,0.09141364768,0.4083999359,0.3052631064,0.1492726552,0.4290681923,0.1569337678,-0.04822097014,0.2808158909,0.9783820476,1.470444082,0.1067262117,0.8899970748,1.389521084,-0.1770836592,0.4674867219,0.9481348495,0.9949384768,0.6057039779,1.561588172,1.229748772,0.5022310251,1.455528634,0.9273808945,0.5418276279,1.376904052,0.571476196,0.4450997959,1.146531627,1.706350929,0.4428932726,-1.12320502,2.086480496,0.6074270652,-0.5210105094,-0.01734845795,0.5508854029,-1.082897133,0.8554414583,0.3714666513,-1.035060339,NaN,NaN,NaN,NaN,NaN,NaN,0.3046046406,-2.187427933,0.9728553426
2084,1.239662153,0.4026648135,0.3473631105,1.08350223,0.2052047073,0.2701544947,0.9300193147,0.3460438201,0.1182904219,0.1497508074,0.3724957446,0.09122700855,0.4074667983,0.3055594186,0.1493680805,0.4288443922,0.1581574254,-0.04862763822,0.2805240701,0.9788856335,1.470114642,0.1061889418,0.8904814807,1.389225753,-0.1769457321,0.4683218427,0.9483118736,0.9938343997,0.605733844,1.561075695,1.228761661,0.5034441565,1.456107771,0.926957297,0.5424544443,1.376511487,0.5718920765,0.4463174588,1.146437859,1.705102468,0.4443916338,-1.124000869,2.085105528,0.6059134575,-0.525349071,-0.01735389946,0.5524870033,-1.08383135,0.853193866,0.3718441759,-1.036915617,NaN,NaN,NaN,NaN,NaN,NaN,0.3055789912,-2.188372573,0.971619562
2085,1.23849947,0.4042902863,0.3470631239,1.082820871,0.2064726778,0.2695877821,0.9288095644,0.3474773248,0.11820736,0.1487920813,0.3732642013,0.09087172787,0.4066184864,0.3058236189,0.1492674527,0.428587931,0.1593977387,-0.0492197547,0.2802264254,0.9793628189,1.469646013,0.1055437806,0.8908950403,1.388716513,-0.1768310534,0.4690801414,0.9484443449,0.9933062382,0.6057626881,1.560490068,1.227679381,0.5049808895,1.456748265,0.9273571863,0.5430690632,1.376179474,0.5725491512,0.4475826848,1.146232791,1.70432719,0.4459489625,-1.125119808,2.08381862,0.6048137032,-0.5296924248,-0.01738981875,0.5542376331,-1.084869078,0.851785661,0.3722609369,-1.038534363,NaN,NaN,NaN,NaN,NaN,NaN,0.3065066022,-2.189306733,0.9702038045
2086,1.237303285,0.4060042333,0.3466955512,1.082125614,0.2077840998,0.268968738,0.9276093327,0.3489354611,0.1180426076,0.147897526,0.3742476019,0.09040725959,0.4058547949,0.3060683511,0.1490327011,0.4283215896,0.1606378496,-0.04993174911,0.2799316589,0.9798162626,1.469101047,0.1048324711,0.8912513617,1.388062734,-0.1767325577,0.4697868152,0.9485474379,0.9932196781,0.6057911725,1.559882553,1.226559422,0.5067413935,1.457438611,0.9283622878,0.5436425397,1.375917322,0.5733784773,0.4488697183,1.145965685,1.703918486,0.4475325465,-1.126463503,2.082636076,0.6040618141,-0.5339643506,-0.01745099649,0.5560797378,-1.085960268,0.8510124215,0.372697365,-1.039963931,NaN,NaN,NaN,NaN,NaN,NaN,0.3074143412,-2.190228151,0.9686882483
2087,1.236118513,0.4077472531,0.346305676,1.081439181,0.2091131131,0.2683480376,0.9264500563,0.3503810826,0.1178466637,0.1470785387,0.3753660441,0.08989295624,0.4051754976,0.3063061623,0.1487257802,0.428068139,0.1618608105,-0.05069812466,0.2796484552,0.9802485221,1.468542587,0.1040967276,0.8915639811,1.387333796,-0.1766432262,0.4704670577,0.9486363214,0.9934403978,0.6058196796,1.559304446,1.225459363,0.5086259269,1.458167138,0.9297543439,0.5441456254,1.375734297,0.5743111152,0.4501526582,1.145685712,1.70376975,0.4491093525,-1.127933703,2.081574267,0.6035914361,-0.538088572,-0.01753218864,0.5579556465,-1.087055024,0.8506697218,0.373133554,-1.041251674,NaN,NaN,NaN,NaN,NaN,NaN,0.3083290818,-2.191134694,0.9671531303
2088,1.234990096,0.4094598856,0.3459386366,1.080784287,0.2104337608,0.2677762715,0.9253631831,0.3517769733,0.117669924,0.1463465843,0.3765395111,0.08938802955,0.4045803443,0.3065494833,0.1484086677,0.4278503376,0.1630495618,-0.0514534617,0.2793854801,0.9806620382,1.468033472,0.1033782347,0.8918463334,1.386599095,-0.1765560853,0.4711460514,0.948726165,0.9938340669,0.6058483232,1.558807062,1.224436872,0.5105348416,1.458921974,0.9313151184,0.544548801,1.375639598,0.5752781255,0.4514054512,1.145441942,1.703774369,0.4506460013,-1.129432266,2.080649612,0.6033358589,-0.541988816,-0.01762813176,0.5598075582,-1.088103618,0.8505531386,0.3735493157,-1.042444973,NaN,NaN,NaN,NaN,NaN,NaN,0.3092776989,-2.192024385,0.9656787424
2089,1.233963011,0.4110826163,0.3456394299,1.080183646,0.2117199938,0.2673039482,0.9243801751,0.3530858517,0.1175626871,0.1457131933,0.3776878739,0.08895153855,0.4040690582,0.3068106267,0.1481433652,0.4276909312,0.1641869314,-0.05213241184,0.27915138,0.9810591389,1.467636536,0.1027186455,0.8921117494,1.385928048,-0.1764642081,0.471848966,0.9488321423,0.9942663464,0.6058769608,1.558441728,1.2235497,0.512368593,1.459691041,0.9328264045,0.5448222888,1.375642368,0.5762105709,0.4526018932,1.145283348,1.703825721,0.4521087624,-1.130861151,2.079878569,0.6032280508,-0.5455888472,-0.01773354015,0.5615775446,-1.089056491,0.8504582549,0.3739242005,-1.043591242,NaN,NaN,NaN,NaN,NaN,NaN,0.3102870671,-2.192895389,0.9643454296
2090,1.233082277,0.4125558995,0.3454529378,1.079659973,0.2129456957,0.2669815098,0.9235325171,0.3542703938,0.1175751781,0.1451899708,0.3787309133,0.0886424052,0.4036413342,0.3071018045,0.1479918997,0.4276126589,0.1652556568,-0.05266968262,0.2789547851,0.9814420635,1.467414623,0.1021595831,0.8923734777,1.385390105,-0.1763607178,0.4726009629,0.9489694315,0.9946028909,0.6059052078,1.558259789,1.222855703,0.5140277533,1.460462079,0.9340700354,0.5449360475,1.375751723,0.5770395225,0.4537156384,1.145258821,1.70381719,0.4534635672,-1.132122403,2.079277644,0.6032007185,-0.548812474,-0.01784309515,0.5632075689,-1.089864224,0.8501806651,0.3742374839,-1.044737913,NaN,NaN,NaN,NaN,NaN,NaN,0.3113840616,-2.193745989,0.9632335928
2091,1.232392976,0.4138202006,0.3454239757,1.079235993,0.2140847238,0.2668593603,0.9228517306,0.3552932747,0.1177575863,0.1447886163,0.3795883598,0.08851945763,0.4032968385,0.3074351644,0.1480163274,0.4276382619,0.1662384294,-0.0530000128,0.2788043134,0.9818130067,1.467430595,0.1017426415,0.8926447318,1.385054752,-0.1762387932,0.4734272052,0.9491532117,0.9947093523,0.605932454,1.558312632,1.222412854,0.5154130286,1.461222707,0.9348278987,0.5448597459,1.375976802,0.5776960705,0.4547202158,1.145417209,1.703642171,0.4546760395,-1.133118102,2.0788634,0.6031863928,-0.5515835282,-0.01795142643,0.5646395196,-1.090477497,0.84951598,0.3744681184,-1.045932398,NaN,NaN,NaN,NaN,NaN,NaN,0.3125955623,-2.194574522,0.9624236954
2092,1.231767582,0.4150206629,0.3455430704,1.078839461,0.2152134312,0.2669492041,0.9223482229,0.3561271769,0.1180691732,0.1445128922,0.3803989217,0.08850072919,0.4030621173,0.30777201,0.1480962612,0.4277310878,0.1670803102,-0.05319892425,0.2785829782,0.982187426,1.467707866,0.1013661008,0.892941139,1.384824938,-0.1762481666,0.4744292371,0.9494196928,0.9948784622,0.6059636719,1.558692946,1.222186999,0.5165584683,1.462108033,0.9355657031,0.5441142152,1.376478956,0.5783345137,0.4557420522,1.145743783,1.703525306,0.4556193752,-1.13422005,2.07853988,0.6033896699,-0.5539888045,-0.01815505951,0.5661236311,-1.090952654,0.8490188269,0.374583916,-1.047067401,NaN,NaN,NaN,NaN,NaN,NaN,0.3139112698,-2.195378049,0.9619217929
2093,1.23110387,0.4162863177,0.3457447574,1.078416448,0.2163929505,0.267185193,0.9219844331,0.35681236,0.118426607,0.1443492738,0.3813170372,0.08847634633,0.4029468217,0.3080825107,0.1481053665,0.4278480053,0.1677864579,-0.05338274271,0.2782422092,0.9825673358,1.46816437,0.1009410445,0.8932507175,1.384578556,-0.1764515557,0.4756114589,0.9497600082,0.9953903007,0.6059965296,1.559360696,1.222085138,0.5176129157,1.463178269,0.9367337941,0.5425722362,1.377298976,0.5791038283,0.4568601922,1.146165017,1.70369153,0.4562978348,-1.135680418,2.078254574,0.603968953,-0.5561614337,-0.01849172746,0.5678201283,-1.091376431,0.8491518248,0.3746043083,-1.048042882,NaN,NaN,NaN,NaN,NaN,NaN,0.3152908403,-2.196158666,0.9616184699
2094,1.230485063,0.4175336071,0.3459899596,1.078017263,0.2175744035,0.2675014973,0.9217199399,0.3574128319,0.1188163431,0.1442836956,0.3822860059,0.08846331968,0.4029252338,0.3083920268,0.1480968815,0.4280019664,0.1684297273,-0.05354729794,0.2778932922,0.9829349246,1.468704837,0.1005282696,0.8935453547,1.384347592,-0.1767114838,0.4768534903,0.9501217641,0.9960915837,0.6060191667,1.560168238,1.222077097,0.5186493334,1.464308807,0.9380905155,0.5407309104,1.378265413,0.5799273045,0.4579768957,1.146641563,1.704034456,0.4568732182,-1.137221685,2.078089211,0.6047876799,-0.5580948167,-0.01886759829,0.5695359933,-1.091745097,0.8495724333,0.3745851115,-1.048917024,NaN,NaN,NaN,NaN,NaN,NaN,0.3167160358,-2.196922199,0.9614209572
2095,1.229994596,0.4186791368,0.3462397516,1.077692368,0.2187090269,0.2678324243,0.9215142805,0.3579925258,0.1192249593,0.1443022074,0.383249122,0.08847874961,0.4029715941,0.3087258677,0.148124104,0.4282058067,0.1690830207,-0.05368831186,0.2776476197,0.9832725926,1.46923409,0.1001885995,0.8937970762,1.384164127,-0.1768901939,0.4780351969,0.9504527026,0.9968291447,0.6060194779,1.560967847,1.222132752,0.5197406027,1.465375173,0.939393461,0.5390869206,1.379206753,0.5807284826,0.4589942646,1.147134054,1.704447251,0.4575071447,-1.138566268,2.078125535,0.605709646,-0.5597823934,-0.01918850752,0.571078423,-1.092054791,0.8499379338,0.374581702,-1.049748078,NaN,NaN,NaN,NaN,NaN,NaN,0.3181685862,-2.197674415,0.9612363635
