frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,AA01_data.tx,AA01_data.ty,AA01_data.tz,AA02_data.tx,AA02_data.ty,AA02_data.tz,AA03_data.tx,AA03_data.ty,AA03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz
352,6.973919381,1.646849805,-0.577263113,6.937585144,1.413811271,-0.4027818328,6.674127594,1.452914777,-0.4337786244,7.035388999,1.566918912,0.1698160371,6.829350486,1.424736691,0.2693965494,6.772222212,1.288938152,0.07507546944,7.24243831,1.607936428,-0.5680447918,6.527834134,1.169115174,-0.08121616194,6.444965156,1.106973102,-0.250569856,6.743580392,1.289501673,-0.04815694272,7.252593229,1.621623233,-0.6736410739,6.451542816,1.120386726,-0.3932960844,7.250929748,1.605790353,-0.4360627229,5.977584851,0.8220167981,0.0628907022,7.271826568,1.590238891,0.05130549962,7.307954224,1.689398298,-0.04677855553,6.465920876,1.180299077,0.1243059097,6.624948683,1.225122267,0.1007941999,6.679783197,1.273136611,0.2137711883,7.466428283,1.753353766,0.3953329232
353,6.969684711,1.643247822,-0.5775764424,6.933344165,1.410212804,-0.4029960315,6.669935532,1.449314769,-0.434002448,7.031208188,1.563456827,0.1694554718,6.82522611,1.42137863,0.2691916734,6.76802396,1.285446629,0.07489771112,7.238077205,1.604044738,-0.5689675271,6.523996188,1.165129083,-0.08138534508,6.440712397,1.103355119,-0.250729391,6.740333882,1.285948853,-0.0482158573,7.248354455,1.617789227,-0.6738702032,6.447361132,1.116815735,-0.3933229141,7.246662828,1.60195882,-0.4362492304,5.973400712,0.8185745494,0.06316595617,7.267661135,1.586540809,0.05084761219,7.303422198,1.685238861,-0.04669089583,6.460145932,1.177785839,0.1240454784,6.620609858,1.22167277,0.1005988632,6.676227717,1.269204332,0.2136517968,7.462338413,1.750299008,0.39492638
354,6.96545045,1.639556952,-0.5779415379,6.929057417,1.406514062,-0.4032857212,6.66565996,1.445667906,-0.4342477547,7.026998135,1.559846548,0.1690497989,6.821048513,1.417848723,0.2689220173,6.763660498,1.281863461,0.07463977263,7.233660352,1.60020123,-0.5697231297,6.519833681,1.161252278,-0.08161086567,6.436354948,1.099628628,-0.2510559772,6.736529409,1.282264158,-0.04850414339,7.244007916,1.613985461,-0.6741265829,6.443126532,1.113195913,-0.3934994659,7.242329994,1.598179635,-0.4367169651,5.969075119,0.8150158852,0.06322448746,7.263417735,1.582794643,0.05042755609,7.298904945,1.681222393,-0.0467167545,6.455298373,1.17427805,0.1236960229,6.616132972,1.218083091,0.1003034982,6.673106517,1.264762438,0.2134690992,7.45827633,1.746944847,0.3945424703
355,6.96121539,1.63590244,-0.5783486412,6.924724574,1.402841549,-0.4036447006,6.661327005,1.442089927,-0.4345382155,7.022750646,1.556212741,0.1685723871,6.816823461,1.414311492,0.2685873297,6.75916244,1.278314357,0.07429907877,7.229137331,1.596464323,-0.5705782728,6.515583958,1.157693665,-0.08190315508,6.431942011,1.095905416,-0.2515406295,6.732638693,1.278523409,-0.0489825938,7.239561265,1.610305221,-0.6743832859,6.438875657,1.109637591,-0.3937848164,7.23789056,1.594490716,-0.4372900473,5.964639128,0.8114382181,0.06321777657,7.259082871,1.579080864,0.04997536663,7.294246457,1.676964221,-0.04665249654,6.450966027,1.170365804,0.1233020377,6.611450138,1.214480546,0.09992327106,6.670663869,1.259716718,0.2132666626,7.454269184,1.743449214,0.3941720972
356,6.956965918,1.632394534,-0.578799177,6.920368409,1.399303829,-0.404060367,6.656962559,1.43866123,-0.4348689298,7.018486076,1.552698013,0.1680401958,6.812576491,1.410887134,0.2681958241,6.754608306,1.274904424,0.07389691685,7.224566715,1.592916461,-0.5714693413,6.511271109,1.154376556,-0.08224557353,6.427505132,1.092303943,-0.2521137136,6.728638383,1.27489263,-0.04956905666,7.235059077,1.606814789,-0.6746724454,6.434617401,1.106223697,-0.3941370692,7.233400954,1.590982714,-0.4379312947,5.960166658,0.8079761506,0.06314244715,7.254704469,1.575522526,0.0494890332,7.289542519,1.67278209,-0.04661036312,6.446968987,1.166247172,0.1228545855,6.606709264,1.210991792,0.09948299776,6.668502909,1.254553373,0.2130226416,7.45027648,1.740016548,0.3937742953
357,6.952683085,1.628936303,-0.5792970911,6.91599463,1.395796658,-0.4045325305,6.652577378,1.43526146,-0.4352491002,7.014206911,1.549204963,0.167465332,6.808308147,1.407460217,0.2677425525,6.750048459,1.271513333,0.07343512355,7.220000087,1.589421542,-0.5723335027,6.506887942,1.151015157,-0.08264879539,6.423044246,1.088743851,-0.2527365718,6.724478566,1.27131857,-0.05020115749,7.230540765,1.603365724,-0.6750263064,6.430331362,1.102843848,-0.3945446896,7.228908876,1.587522005,-0.4386042599,5.955684321,0.8045718201,0.06294681128,7.250315031,1.571997781,0.04896554894,7.28487878,1.668751323,-0.04669923581,6.443094128,1.161905516,0.1223171092,6.602027149,1.207523013,0.09898358668,6.666196304,1.249531426,0.2126940504,7.446244803,1.736584507,0.3933162443
358,6.94834771,1.625431069,-0.5798462434,6.91160871,1.392216046,-0.4050609286,6.648181973,1.431770507,-0.4356878579,7.009915408,1.545636434,0.1668599722,6.804018738,1.403915554,0.2672226336,6.745533028,1.268020992,0.0729155841,7.215488813,1.585843688,-0.5731078637,6.502426951,1.147323926,-0.08312340221,6.418559077,1.085145041,-0.2533704711,6.720109142,1.267748243,-0.05081642525,7.226045475,1.599809831,-0.6754770477,6.425996906,1.09938792,-0.3949960604,7.224461795,1.583975202,-0.4392724349,5.951218501,0.8011676165,0.06257923749,7.245946816,1.56838502,0.04840196957,7.280340654,1.664947481,-0.047027955,6.439128075,1.15732452,0.1216531839,6.597520364,1.20398061,0.09842596221,6.663316548,1.24491023,0.2122381672,7.442120513,1.733091004,0.3927652048
359,6.943997152,1.621785489,-0.5804432477,6.907233988,1.388442834,-0.4056501883,6.643780347,1.428091237,-0.4361451091,7.005643619,1.541895541,0.1662164513,6.799737886,1.400133587,0.2666517038,6.740989427,1.264366675,0.0723541485,7.210991157,1.582144796,-0.5737556637,6.497808765,1.143295098,-0.08363273266,6.414023005,1.081378618,-0.2540870369,6.715282597,1.264072516,-0.05155109742,7.221516834,1.596132201,-0.6760037097,6.421671395,1.095795312,-0.395504529,7.220020026,1.580329258,-0.4399858683,5.946664726,0.7976346757,0.06206189598,7.241567592,1.564626217,0.04782542317,7.275922945,1.661341721,-0.04757861416,6.43598284,1.151660207,0.1208792723,6.593101655,1.200237883,0.09778355544,6.660408747,1.240237367,0.2116701572,7.437980142,1.729425478,0.3921478409
360,6.939617683,1.618103419,-0.5811408242,6.902827672,1.384573169,-0.4063671129,6.639317982,1.424344965,-0.436661937,7.001355562,1.538061247,0.1654606361,6.795430492,1.396198295,0.2659743968,6.736301826,1.26066693,0.07168511132,7.206400555,1.578480468,-0.5743833461,6.492967313,1.139219669,-0.08422767797,6.409379425,1.077514585,-0.2550199183,6.709905818,1.260332213,-0.05258415642,7.216855026,1.592512011,-0.6766279168,6.417344738,1.092190918,-0.3961593675,7.215482667,1.576742614,-0.4408576363,5.941913665,0.7940156639,0.06136308609,7.237092129,1.560835969,0.04718601787,7.271502112,1.657883836,-0.04830194334,6.434115842,1.144674048,0.1199596136,6.588586302,1.19636528,0.09697837496,6.65799853,1.235146875,0.2109623892,7.433853733,1.725622416,0.3914488395
361,6.935168353,1.614501536,-0.5819580319,6.898352021,1.380750853,-0.4072258822,6.634773353,1.420661343,-0.4372923359,6.997006085,1.534249906,0.1645773196,6.791055088,1.392252719,0.2651574747,6.731511677,1.257011869,0.07087191033,7.201726187,1.574924591,-0.5750719669,6.487971933,1.135196575,-0.08496133559,6.404640602,1.07369986,-0.2561319791,6.704216695,1.256638144,-0.05383338711,7.212089078,1.589007115,-0.6773754437,6.41295264,1.088665552,-0.3969719395,7.210860324,1.57326412,-0.4418748374,5.937043115,0.7904498993,0.06045344247,7.232527787,1.55709751,0.04643683603,7.267040215,1.6545594,-0.04919220043,6.432688875,1.137203101,0.1188678391,6.584001231,1.1925095,0.09602065412,6.655685591,1.229977952,0.2100929911,7.429671357,1.721799013,0.3906372108
362,6.9306807,1.610892047,-0.5828392734,6.893840032,1.376925267,-0.408153025,6.630195895,1.416975897,-0.4380049119,6.992621874,1.530414565,0.1636303691,6.786640943,1.388283776,0.2642546405,6.726730116,1.253325042,0.06997241898,7.197049411,1.571344912,-0.5758257171,6.482960716,1.131151343,-0.08578562442,6.399887164,1.069899086,-0.2572814349,6.698522884,1.252927652,-0.05512220762,7.207320329,1.585463434,-0.6781959895,6.408499214,1.085119908,-0.3978497489,7.206235788,1.56974384,-0.4429476254,5.932196944,0.7869156115,0.05942390833,7.227953949,1.553322356,0.04560877246,7.262572033,1.651176702,-0.05017122395,6.430933101,1.129923542,0.1176791063,6.579442607,1.18865321,0.09501864544,6.65313931,1.224911973,0.2091362625,7.425436377,1.717918486,0.389750643
363,6.926186324,1.607187118,-0.5837287818,6.889324808,1.373045731,-0.4090748492,6.625635112,1.41322413,-0.438768078,6.98822972,1.526508224,0.1626838709,6.782217453,1.384278347,0.2633198584,6.722068346,1.249529887,0.06904465343,7.19245158,1.567609143,-0.5766486842,6.478071825,1.127009374,-0.08665227066,6.395199894,1.06607672,-0.2583262827,6.693132189,1.24913767,-0.05627398762,7.202650121,1.5817268,-0.679039181,6.403988645,1.081454636,-0.3987001141,7.201691876,1.566031715,-0.4439860735,5.927519151,0.7833908471,0.05836559706,7.223450049,1.549421971,0.04473287237,7.258132328,1.647543972,-0.05116079105,6.428080448,1.123512156,0.1164701631,6.575006747,1.184778927,0.0940808184,6.650029393,1.220130597,0.2081672606,7.421152254,1.713944062,0.3888270458
364,6.921750549,1.603360156,-0.5845664766,6.884873148,1.36902874,-0.4099314917,6.621147259,1.40933688,-0.4394830155,6.98391775,1.522504532,0.1618074326,6.777845978,1.38016412,0.2624237868,6.71754969,1.245614551,0.06816714285,7.188018377,1.563722378,-0.5773522744,6.47331202,1.122527927,-0.0874774426,6.390683442,1.062195142,-0.2592366314,6.687732289,1.245288171,-0.05730835409,7.198129491,1.57778703,-0.679855475,6.399548232,1.0776399,-0.3994171014,7.197332568,1.562171698,-0.4449871845,5.922925584,0.7797534426,0.05725320575,7.219075215,1.54540032,0.04389936784,7.253858877,1.643921988,-0.05218452382,6.425075273,1.116961896,0.1153197547,6.570847806,1.180842647,0.09334777152,6.646606271,1.215554554,0.2072663675,7.416850426,1.709940577,0.3879256891
365,6.917358578,1.59949376,-0.5853546495,6.880469536,1.364907201,-0.4107382546,6.616697175,1.405363614,-0.4401149183,6.979682952,1.518459595,0.1609962703,6.773512343,1.375951821,0.2615733772,6.713071943,1.24166513,0.0673471952,7.183699544,1.559819268,-0.5778349952,6.46854183,1.117699282,-0.08824236058,6.386292434,1.058288944,-0.2600971717,6.681918103,1.241463132,-0.0583613099,7.193677353,1.573791106,-0.6806446404,6.395211169,1.073769684,-0.4000124513,7.19311299,1.5583314,-0.4460142555,5.918253202,0.7759997415,0.05603273519,7.214769529,1.541360274,0.04314102689,7.249759577,1.640602547,-0.05329541883,6.422915003,1.10935023,0.1142178422,6.5669251,1.176867093,0.09280258933,6.64323685,1.211020316,0.206424653,7.412526132,1.70599869,0.3870601488
366,6.912944036,1.595634123,-0.5861467082,6.876045387,1.360774163,-0.4115513844,6.61221904,1.40138786,-0.4407448776,6.975438167,1.514414907,0.1601866801,6.769155137,1.371717567,0.2607100535,6.708579868,1.237718147,0.06651804144,7.17939454,1.555931336,-0.5782477886,6.46370152,1.112769314,-0.08901486604,6.381903668,1.054400289,-0.2609566157,6.675880067,1.237662252,-0.05944890407,7.189218889,1.569790697,-0.6814464181,6.390861348,1.06990082,-0.4005887466,7.188914893,1.554514682,-0.447093032,5.913548277,0.7722539069,0.05473182817,7.210456526,1.537326625,0.04238635868,7.245697099,1.637405976,-0.05447505821,6.420933648,1.10144833,0.1130907156,6.563064398,1.172901327,0.09229930975,6.639787623,1.206548878,0.2055655203,7.408152045,1.702082353,0.3861844442
367,6.90851327,1.591722654,-0.586953464,6.871605393,1.356623078,-0.4123774971,6.607720164,1.397392214,-0.441405382,6.971169628,1.51032966,0.1593599028,6.764786652,1.367457833,0.2598245651,6.704091982,1.233724561,0.06566631421,7.175075585,1.551986025,-0.5786979766,6.458805343,1.107893274,-0.08980552945,6.377467748,1.050475487,-0.2618045092,6.669882277,1.233795667,-0.06053389199,7.184752026,1.5657303,-0.682257365,6.386456328,1.065990096,-0.401189864,7.184692937,1.550625312,-0.4482055993,5.908931644,0.7685528155,0.0534459812,7.206133018,1.533238712,0.0416079713,7.241607046,1.634064367,-0.05566388007,6.41853976,1.093943249,0.1119224691,6.559165299,1.168909468,0.09174747699,6.636198952,1.202079783,0.2046667208,7.40377407,1.69808065,0.385291581
368,6.904072522,1.587700781,-0.5877857865,6.867154186,1.352447413,-0.4132232576,6.603207775,1.393359296,-0.4421289712,6.966863469,1.506163088,0.1584971329,6.760419123,1.363169107,0.2589076038,6.699626703,1.22963534,0.06477857864,7.170714727,1.547910843,-0.5792929225,6.453867625,1.103226433,-0.09062495157,6.372935189,1.046460916,-0.262630427,6.664188727,1.229773315,-0.06157924581,7.180274596,1.561554434,-0.6830740933,6.381953555,1.061994368,-0.4018597099,7.180401659,1.54656712,-0.4493340794,5.904524186,0.764933248,0.05227059095,7.201795702,1.529035905,0.04077841594,7.237424775,1.630309882,-0.05680238286,6.415142413,1.087522584,0.1106976029,6.555127271,1.164855754,0.09105663942,6.632411082,1.197552652,0.2037059679,7.399437963,1.693882654,0.3843744684
369,6.899688816,1.583583754,-0.5887057634,6.862753101,1.348229212,-0.4141413222,6.598745119,1.389306892,-0.4429615206,6.962607619,1.501909626,0.157607801,6.756111068,1.358826324,0.2579173598,6.695303491,1.225435602,0.06382475009,7.16645408,1.543724735,-0.5799570217,6.449111497,1.09869209,-0.091559929,6.368380542,1.042387353,-0.2635351887,6.658711067,1.225686261,-0.06256059947,7.175882177,1.557232861,-0.6839104869,6.377413046,1.057917856,-0.4026746961,7.176185154,1.542364787,-0.4505620822,5.900163606,0.7611800644,0.05103594636,7.197548976,1.524735357,0.0399144776,7.233360948,1.626411216,-0.05803275487,6.411127754,1.081826236,0.1094416493,6.551195054,1.16078373,0.09026289144,6.628329758,1.193191778,0.2027385256,7.395129371,1.689429783,0.3834108947
370,6.895354126,1.579391345,-0.5898493053,6.858395863,1.343925512,-0.4152735339,6.594325025,1.385215476,-0.4440139657,6.958432092,1.497544371,0.1565847723,6.751859124,1.354363805,0.2567197749,6.691130398,1.221108979,0.06267605745,7.162343237,1.539458748,-0.5806949603,6.444581272,1.094076846,-0.09275990453,6.363851647,1.038270514,-0.264690475,6.653169672,1.221597197,-0.06362645828,7.17158285,1.552766313,-0.6849053676,6.372867796,1.053760427,-0.4037509942,7.172110029,1.538067108,-0.4520555297,5.895670022,0.7571422209,0.04946961678,7.193417691,1.520339873,0.03891688599,7.229531333,1.622648483,-0.05958853463,6.407145126,1.076046732,0.1080461462,6.547526136,1.156683035,0.08932394547,6.623953857,1.189079739,0.2016721802,7.390795906,1.684733845,0.3822685465
371,6.890992932,1.575104427,-0.5911957006,6.854014594,1.339529574,-0.4166120614,6.589878235,1.381046439,-0.4452746434,6.954252471,1.493051738,0.1553803272,6.747597973,1.349772716,0.2553130007,6.686978755,1.216653936,0.06131944552,7.158246311,1.535093302,-0.5815856915,6.440047183,1.089374664,-0.0941823016,6.359286774,1.034072417,-0.26604512,6.647564098,1.217419173,-0.06485157328,7.167276157,1.548177585,-0.6860941214,6.368265221,1.049506789,-0.4050453834,7.168042903,1.533652562,-0.4537709293,5.89116148,0.7529963602,0.04765845493,7.189297751,1.515819748,0.03773411404,7.225748607,1.618820975,-0.06139942362,6.403018945,1.070250198,0.1064418141,6.543908932,1.152486703,0.08817919188,6.619380583,1.184996714,0.2004113299,7.386436853,1.679852877,0.3809244321
372,6.886585258,1.570721842,-0.5925745762,6.849594462,1.335056881,-0.4179940653,6.585388841,1.376781085,-0.4465838921,6.950023669,1.488453895,0.1541000398,6.743300242,1.345083253,0.2538476083,6.68276295,1.212102608,0.05989642526,7.154082975,1.530628739,-0.58255145,6.435326738,1.084607713,-0.09563210137,6.354675585,1.029778144,-0.2673960383,6.641939638,1.213095298,-0.06615718001,7.162919527,1.543506685,-0.6873555641,6.36360716,1.045161165,-0.4063629319,7.163903191,1.529122846,-0.4555078066,5.886802234,0.7489472555,0.04583814422,7.185126916,1.511181406,0.03647257869,7.221868812,1.614761793,-0.06323911663,6.398616527,1.064535971,0.1047115683,6.540174563,1.148161387,0.08692108661,6.614746986,1.180759589,0.1990140191,7.382084856,1.674891052,0.3795136385
373,6.88211146,1.566242408,-0.5938157063,6.84512098,1.330522893,-0.4192568304,6.580841231,1.372400695,-0.4477822202,6.945700901,1.483773085,0.1528494061,6.738938916,1.340325603,0.2524740951,6.678397722,1.207487204,0.05854847705,7.149773137,1.526065573,-0.5835145527,6.43023783,1.079798283,-0.09691424158,6.350008084,1.025372695,-0.2685403113,6.636341768,1.208568643,-0.06746484283,7.158470724,1.53879368,-0.6885685843,6.358895806,1.040727701,-0.4075088668,7.159610692,1.524479656,-0.4570657625,5.882757185,0.7451993174,0.04424426602,7.18084323,1.506431374,0.03523861846,7.217748199,1.610304088,-0.06488151074,6.393805621,1.059003542,0.1029385359,6.536154367,1.143673976,0.08564208329,6.610190148,1.176185144,0.1975378617,7.377772998,1.669952498,0.3781711906
374,6.877669733,1.561813532,-0.5948843188,6.840730207,1.326039315,-0.4203391938,6.576397985,1.368023016,-0.4488690906,6.941500548,1.479031056,0.1518128588,6.73469666,1.335611286,0.2513306063,6.674371373,1.202698428,0.05739946616,7.145454736,1.521453004,-0.5844974321,6.425089067,1.075179099,-0.09803064384,6.345421591,1.020954759,-0.2695494755,6.631126406,1.203980784,-0.06858938999,7.154052817,1.534041022,-0.6895759721,6.354220085,1.036253189,-0.4086632068,7.155337392,1.519753464,-0.4583720378,5.878700895,0.7414247499,0.04304788314,7.176612004,1.501616727,0.03418473351,7.213577145,1.605561356,-0.06625397123,6.388686667,1.053839099,0.1013562193,6.532259831,1.139223404,0.08453602247,6.605931019,1.171428378,0.1962376699,7.373510484,1.664925017,0.3770128822
375,6.873258328,1.557514112,-0.5962189642,6.836432915,1.321645072,-0.4216804307,6.572079927,1.363724016,-0.450289579,6.937505769,1.474191056,0.1506494767,6.730631301,1.330921418,0.2500166846,6.670888094,1.197655114,0.05604529529,7.141193118,1.516830765,-0.5858930553,6.420115365,1.070808295,-0.09947505916,6.340925487,1.016581075,-0.2709464105,6.626351084,1.199423076,-0.06985192793,7.149690537,1.529246309,-0.690745101,6.349557516,1.031769137,-0.4103775076,7.151163615,1.514967156,-0.459881501,5.874340823,0.737326861,0.04177110732,7.172512134,1.496728921,0.03295114511,7.20951314,1.600696415,-0.06783965186,6.383363403,1.049012122,0.09964995994,6.528744679,1.13488924,0.08326903204,6.601892141,1.16667865,0.1948295164,7.369252765,1.659625815,0.3756481749
376,6.868773497,1.553212765,-0.5979792687,6.832088367,1.317234292,-0.4234685972,6.567721114,1.359404122,-0.4521674811,6.933507873,1.469228475,0.1490669468,6.726562213,1.326137663,0.248269483,6.667480063,1.192460745,0.0542396977,7.136865246,1.51216232,-0.5877846377,6.415075638,1.066457919,-0.1013847152,6.336377362,1.012168543,-0.2727983461,6.621662221,1.194780246,-0.07153126211,7.145264308,1.524410088,-0.6923476072,6.344808311,1.027239134,-0.412608444,7.146932443,1.51009967,-0.4617897493,5.869941857,0.7331731037,0.04008889488,7.168392523,1.491724401,0.0312736802,7.205406268,1.595641215,-0.06985618719,6.377752014,1.044326251,0.09748650967,6.5252466,1.130489016,0.08154599281,6.597800796,1.161844761,0.1929667252,7.364976607,1.654119768,0.3738438625
377,6.864213502,1.54877085,-0.5997681697,6.827651129,1.312715052,-0.4253076442,6.563251936,1.354968873,-0.4540650256,6.929353195,1.464206933,0.1473447368,6.722360015,1.321238196,0.2464023849,6.663746258,1.187290016,0.05232594963,7.132450457,1.507410398,-0.5896759681,6.409807857,1.061946247,-0.1033082605,6.331726336,1.007656927,-0.2745822479,6.616780895,1.189991397,-0.07332018106,7.140763423,1.519519352,-0.6940766892,6.339973141,1.022632096,-0.4147237899,7.142581101,1.505145389,-0.4637119903,5.865845695,0.7292835769,0.03827134396,7.164164374,1.486637582,0.0294723457,7.201173437,1.590393687,-0.07194779539,6.371835093,1.039655703,0.09512161092,6.521469113,1.125912005,0.07965955113,6.593442292,1.156922682,0.1908912421,7.360695717,1.648596587,0.3719433477
378,6.859577322,1.544049611,-0.6011892175,6.82307656,1.307995377,-0.4268019744,6.558603608,1.350323675,-0.455544874,6.92488897,1.459190388,0.1457623608,6.717896149,1.316201377,0.2447286544,6.6592868,1.182318148,0.05064791519,7.127929065,1.502537509,-0.5910711989,6.404150719,1.057091487,-0.1047948691,6.326922466,1.002985706,-0.2757754451,6.611428934,1.184996005,-0.07491163418,7.136177999,1.514561194,-0.6956258486,6.335053804,1.017916309,-0.4160916818,7.138047754,1.500098681,-0.465263644,5.862395245,0.7259778934,0.03658836112,7.159739801,1.481503064,0.02786706877,7.196732492,1.584951794,-0.07375881657,6.365595928,1.034874574,0.09281046216,6.517116403,1.121047938,0.07790224735,6.588602746,1.151908736,0.1888450193,7.35642499,1.643245971,0.3702901765
379,6.855049911,1.539334594,-0.602056156,6.81864302,1.303230982,-0.4277314554,6.554046259,1.345634454,-0.4564580745,6.920645218,1.45416,0.1447431916,6.713518451,1.311235838,0.2436519519,6.65486506,1.177185463,0.04958555863,7.123496449,1.497581379,-0.5917112692,6.398574446,1.051968088,-0.1056368308,6.322460603,0.9979739079,-0.2762831645,6.606023549,1.179813236,-0.07605437976,7.131666733,1.509539676,-0.6967008919,6.330490726,1.012912041,-0.4167488104,7.133586344,1.494943457,-0.4662467195,5.859697656,0.7225054116,0.03549377563,7.155436953,1.476244912,0.02678999817,7.192253606,1.579373864,-0.07493473947,6.35971154,1.029849582,0.09097323663,6.512736033,1.115888219,0.07674940446,6.584003887,1.146605224,0.1872640709,7.352220563,1.638123828,0.3692225517
380,6.850753,1.534934537,-0.6025666351,6.81455921,1.298619054,-0.4282731093,6.549802487,1.341107188,-0.4570594158,6.917064766,1.449084439,0.1443284325,6.709543313,1.306512461,0.2431735627,6.651260263,1.171572573,0.04910015732,7.119290617,1.492624643,-0.5918263837,6.393499499,1.046787281,-0.1060670045,6.318686165,0.9925818323,-0.2764642617,6.601039745,1.174526603,-0.07684015838,7.127338101,1.504497997,-0.6973586288,6.326553598,1.007560598,-0.4172209716,7.129403236,1.489704847,-0.4668473317,5.85755695,0.7181732425,0.03504660917,7.151518569,1.470818677,0.02619573164,7.187907021,1.573725767,-0.07553497989,6.35461728,1.024628676,0.08966474267,6.508901566,1.110538331,0.07626141022,6.580258038,1.140913788,0.186225505,7.348103919,1.63313917,0.3686821451
381,6.846581526,1.530725304,-0.6029479171,6.810667858,1.294108818,-0.4286758651,6.545723973,1.336687021,-0.4575634669,6.913861219,1.4439847,0.1441759684,6.705792501,1.301928441,0.2429554396,6.648092426,1.16569233,0.04886026074,7.115196904,1.487676316,-0.591704734,6.388683964,1.041550547,-0.1063421343,6.315317851,0.9869399603,-0.2765226824,6.59628065,1.169149825,-0.07752387314,7.123097027,1.499461898,-0.6978691778,6.322979901,1.001991497,-0.4176561267,7.125357381,1.48441759,-0.4673072019,5.855856575,0.7133656772,0.03488094258,7.147809918,1.46528191,0.0257875214,7.18360623,1.567992895,-0.07587495279,6.349929595,1.019335076,0.08854570199,6.505351842,1.105036329,0.07606135159,6.576984058,1.134956211,0.185385635,7.344037574,1.628234319,0.3683666125
382,6.842474903,1.526529418,-0.6031670027,6.806854169,1.289608134,-0.4289125667,6.541705161,1.332273463,-0.4579179137,6.910776026,1.438881776,0.1442116847,6.702114339,1.297386015,0.2429326323,6.6450142,1.159748717,0.0488157732,7.111145415,1.482695083,-0.5913649592,6.383922996,1.036237176,-0.1064349423,6.312116077,0.9811439201,-0.2763763018,6.591584725,1.163678247,-0.07808054049,7.118895577,1.494399473,-0.6982337723,6.319552015,0.9962895558,-0.417917057,7.12134962,1.479075035,-0.4675980492,5.854516924,0.7084500005,0.03492557594,7.144166789,1.459685693,0.0255405269,7.179296637,1.562147266,-0.07600465567,6.34529767,1.014083596,0.08756163662,6.501857954,1.09941197,0.07605452299,6.573830331,1.128854524,0.1846826082,7.340005038,1.623370728,0.3682386742
383,6.83837227,1.522169473,-0.6031908222,6.803003178,1.285025009,-0.4289559778,6.537640321,1.327766152,-0.4580703618,6.907550593,1.433796994,0.144361571,6.698356961,1.292787623,0.243040265,6.641678427,1.153946169,0.04891673205,7.10706614,1.477639726,-0.5908256176,6.379011672,1.030826726,-0.1063180251,6.308841341,0.9752896401,-0.2759428603,6.586790367,1.158107419,-0.07848505562,7.114685716,1.489278874,-0.6984535679,6.316052394,0.9905398589,-0.4178664152,7.117280735,1.473670658,-0.4676915054,5.853458786,0.7037936051,0.03510942716,7.140444968,1.454081288,0.02543000214,7.174923534,1.55616098,-0.07597400546,6.340370751,1.008989518,0.08665820949,6.498190957,1.093695313,0.07614633118,6.570445318,1.12273121,0.1840547175,7.33598971,1.618509878,0.3682611057
384,6.834212495,1.517468169,-0.6029862009,6.798999757,1.280267619,-0.4287787837,6.533423552,1.323064892,-0.4579683335,6.903926308,1.428752014,0.1445516556,6.694368326,1.288035907,0.2432135302,6.637738157,1.148489569,0.04911317189,7.102888979,1.472469128,-0.5901051963,6.373744997,1.025299045,-0.1059638959,6.305254215,0.9694733877,-0.2751400557,6.581735916,1.15243312,-0.07871223266,7.110419321,1.484068333,-0.6985296498,6.312263551,0.984827816,-0.4173668081,7.113051444,1.468198087,-0.46755914,5.852603375,0.699763981,0.03536137838,7.136500258,1.448520156,0.02543124303,7.170432119,1.550006224,-0.07583284957,6.334798172,1.00416859,0.08578112042,6.494121893,1.087916711,0.07624223195,6.566477573,1.11670921,0.1834402848,7.331974888,1.61361328,0.3683967403
385,6.82993418,1.512248328,-0.6025198324,6.794728623,1.275244333,-0.4283535878,6.52894878,1.318069678,-0.4575592603,6.89964456,1.423768829,0.1447079728,6.689996241,1.28303371,0.2433876932,6.632846676,1.143584268,0.04935504405,7.098543752,1.467142289,-0.589222115,6.367917909,1.019634297,-0.1053450038,6.301115361,0.9637918054,-0.2738855995,6.576259658,1.146651391,-0.07873682627,7.106048185,1.478736177,-0.6984630375,6.307968061,0.9792392091,-0.4162808472,7.108562418,1.462651124,-0.4671724747,5.851872364,0.6967287077,0.03561016046,7.132188488,1.443053964,0.02551955582,7.165767517,1.543655274,-0.07563097185,6.32822937,0.9997370407,0.08487605105,6.489421811,1.082106808,0.07624769583,6.561575763,1.11091193,0.1827775933,7.327943789,1.608642486,0.368608471
