ope_tip_data.tx,ope_tip_data.ty,ope_tip_data.tz,hyoid_tip_data.tx,hyoid_tip_data.ty,hyoid_tip_data.tz,lower_jaw_tip_data.tx,lower_jaw_tip_data.ty,lower_jaw_tip_data.tz,upper_jaw_tip_data.tx,upper_jaw_tip_data.ty,upper_jaw_tip_data.tz
NaN,NaN,NaN,3.019661123,0.8259335924,0.08825731263,4.802053545,1.581610535,-0.007177386159,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.020776356,0.8262514857,0.0883549261,4.802745563,1.581445986,-0.006468706758,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.021818589,0.8265146314,0.08845603258,4.803556695,1.581182107,-0.005779356589,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.022785808,0.8267192579,0.08856219921,4.804486423,1.580821476,-0.005103869011,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.023684711,0.8268767855,0.08866945229,4.805535842,1.58036064,-0.004452232639,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.024524814,0.827003174,0.08877258975,4.806707297,1.579789889,-0.003839783465,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.025308335,0.8271014069,0.088871277,4.808002136,1.579102424,-0.003268983154,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.026037491,0.8271744256,0.08896518868,4.809421703,1.578291451,-0.0027421218,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.026712752,0.8272109635,0.08905627887,4.810966428,1.577359095,-0.002244295832,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.027332433,0.8272032548,0.0891445558,4.812635428,1.576310273,-0.001765461018,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.027895531,0.8271594684,0.08922674376,4.814428067,1.575142406,-0.001314901261,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.028401052,0.8270877957,0.08929952638,4.816343717,1.573852924,-0.0009016811933,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.028848014,0.8269964757,0.08935956343,4.818381745,1.57243927,-0.000534611937,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029235444,0.8268938269,0.08940350301,4.820541512,1.570898896,-0.0002222128862,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029562381,0.8267882856,0.08942798903,4.822822362,1.569229259,2.733045868e-05,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029797043,0.8266546312,0.08945646212,4.825214668,1.567474663,0.0002698762406,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029926908,0.8264732984,0.08950689462,4.827714613,1.565662082,0.0005460273543,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029979934,0.8262616757,0.08956790042,4.830330249,1.563763111,0.0008254586239,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029984092,0.8260377369,0.08962842307,4.833069624,1.561749493,0.001078570315,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029967356,0.8258201587,0.08967779274,4.835940761,1.559593079,0.001276624199,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029957709,0.8256284112,0.08970570413,4.838951635,1.557265809,0.001391885712,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029983158,0.825482819,0.08970211656,4.842110148,1.554739699,0.001397772198,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029984226,0.8254076872,0.08951859703,4.845378002,1.551999451,0.001242658341,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029904462,0.8253965694,0.08908272831,4.848727966,1.549061073,0.0009269957889,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.02977626,0.8254238356,0.08849847891,4.852184457,1.545943282,0.0005030869919,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029631782,0.8254629813,0.08786947743,4.855771912,1.542664374,2.272237027e-05,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029502951,0.8254864455,0.08729887484,4.859514828,1.539242211,-0.0004630483299,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029421446,0.8254655394,0.08688932318,4.863437804,1.535694244,-0.0009040236488,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029418711,0.8253704864,0.08674307155,4.867565567,1.532037551,-0.001250837031,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029362709,0.8252821107,0.08676822118,4.871913656,1.528317096,-0.001614862269,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029190748,0.8252443363,0.08684412107,4.876452028,1.524521415,-0.002049424837,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029037724,0.8251662812,0.0870319155,4.881136603,1.52058111,-0.002415204687,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029038032,0.8249499065,0.08739534167,4.885922505,1.516424594,-0.002567792497,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029265544,0.8246185211,0.08820370971,4.890994893,1.512014215,-0.002326785407,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029641465,0.8242519732,0.08942749863,4.896410436,1.507404029,-0.001765494964,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.030071437,0.8238314025,0.09068512869,4.901931669,1.50265901,-0.001128495076,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.030462007,0.8233364936,0.09159587262,4.90732213,1.4978439,-0.0006780614203,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.030939674,0.8227391239,0.09231274872,4.912711994,1.492869701,-0.0003015864565,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.031621836,0.822039758,0.09319208283,4.918331899,1.487646718,0.0002573691365,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.032402254,0.821260699,0.09415744787,4.924097087,1.482238474,0.0009333494225,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.033175066,0.820425074,0.09512992182,4.929923157,1.476708108,0.001653065075,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.033834811,0.8195568641,0.09602755503,4.935726052,1.471118126,0.00233496138,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.034276416,0.8186809581,0.096765368,4.941422048,1.465530402,0.002889140257,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.034395135,0.8178232363,0.09725588123,4.946927732,1.46000643,0.00321763181,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.034138506,0.8169435267,0.09747660756,4.952322379,1.454431553,0.003262398169,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.033594388,0.8159950104,0.09749077779,4.957723815,1.448692405,0.00308488365,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.032868545,0.81499434,0.09733930695,4.963106702,1.442852124,0.002760535827,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.032066615,0.8139580613,0.09706429828,4.96844576,1.436973377,0.002364859391,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.031294153,0.8129026181,0.09670886058,4.973715781,1.43111828,0.001973580977,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.030656654,0.8118443864,0.09631714007,4.978891615,1.425348334,0.001662750472,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.030259528,0.8107997381,0.09593456639,4.983948136,1.419724376,0.001508779495,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029982003,0.8097456138,0.09546392754,4.98891368,1.414130923,0.001390444725,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029657463,0.8086618547,0.09483091182,4.993828322,1.408455401,0.001176222445,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029322359,0.8075683299,0.09411699038,4.998684502,1.402761945,0.0009291686634,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029012989,0.8064832126,0.09340446506,5.003474587,1.397113595,0.0007149268352,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.028765475,0.8054226323,0.09277662412,5.00819083,1.391572076,0.0006017335697,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.028615742,0.8044006411,0.0923177841,5.012825354,1.386197854,0.000660215412,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.028599502,0.8034294909,0.09211321454,5.017370146,1.381050496,0.000962979011,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.028897207,0.8024858858,0.0925493725,5.02188936,1.376037565,0.002042311921,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.029495412,0.8015436642,0.09354619019,5.026395152,1.371069566,0.003860291207,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.030140054,0.8006087328,0.09448689857,5.030802197,1.366211066,0.005635939619,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.030579029,0.7996851824,0.09475023621,5.035026693,1.361528151,0.006588125363,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.031016516,0.7989602338,0.09453137439,5.039128381,1.357184003,0.006893766866,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.031680497,0.7984539163,0.09434175181,5.043179613,1.353152023,0.007176358717,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.032355978,0.7979191947,0.0940292947,5.047115963,1.349215153,0.007327871235,-2.759923803,4.340813484,1.039541865
NaN,NaN,NaN,3.032828184,0.7971089498,0.09343936032,5.050872373,1.345155773,0.007244400662,-2.759923803,4.340813484,1.039541865
-0.6028416791,-0.411462867,2.193937892,3.032972573,0.7960396654,0.09239176612,5.054446457,1.340962848,0.006692078281,-2.759923803,4.340813484,1.039541865
-0.6032237399,-0.4117228777,2.192179122,3.032875172,0.7948971946,0.09092043948,5.057885449,1.336792949,0.005639054283,-2.759923803,4.340813484,1.039541865
-0.6036084962,-0.4121011392,2.190143977,3.032636843,0.793688557,0.08919123883,5.061198222,1.332678712,0.004285282977,-2.759923803,4.340813484,1.039541865
-0.6039866732,-0.4125136576,2.188038585,3.032358199,0.7924204869,0.08737167734,5.064393516,1.328650431,0.002828098031,-2.759923803,4.340813484,1.039541865
-0.6043490686,-0.412877576,2.186069267,3.032139699,0.7910992743,0.08563075964,5.067479796,1.324735219,0.001462651382,-2.759923803,4.340813484,1.039541865
-0.604686529,-0.4131111336,2.184442514,3.032081668,0.7897307783,0.0841390285,5.070465194,1.320956895,0.0003821497542,-2.759923803,4.340813484,1.039541865
-0.6049900058,-0.4131334155,2.183364906,3.03228427,0.7883206198,0.08306882211,5.073357546,1.317336574,-0.0002221111384,-2.759923803,4.340813484,1.039541865
-0.6052609875,-0.4129828555,2.182768236,3.032777202,0.7867612788,0.08226245633,5.076123274,1.313841763,-0.0004846874884,-2.759923803,4.340813484,1.039541865
-0.6055147593,-0.4127590291,2.182404733,3.033477341,0.7849981689,0.08146256302,5.078735001,1.310432698,-0.0006758395352,-2.759923803,4.340813484,1.039541865
-0.6057630319,-0.4124729033,2.182211621,3.03431558,0.7831163338,0.0806926141,5.081209712,1.307118288,-0.0008084031836,-2.759923803,4.340813484,1.039541865
-0.6060174269,-0.4121352165,2.182126166,3.035223018,0.7812006059,0.07997451876,5.083564357,1.30390737,-0.0008939110894,-2.759923803,4.340813484,1.039541865
-0.6062895004,-0.4117565253,2.182085699,3.036130981,0.7793354401,0.07932836571,5.085815836,1.300808659,-0.0009426233974,-2.759923803,4.340813484,1.039541865
-0.606590753,-0.4113472325,2.182027626,3.03697102,0.7776048583,0.07877230565,5.087980994,1.297830717,-0.0009636728573,-2.759923803,4.340813484,1.039541865
-0.6069326255,-0.4109175953,2.181889424,3.037674887,0.7760925088,0.07832257216,5.090076628,1.294981973,-0.0009653240597,-2.759923803,4.340813484,1.039541865
-0.60732652,-0.4104331085,2.181789366,3.038352421,0.774789148,0.07812423535,5.092064724,1.292294334,-0.0008171623063,-2.759923803,4.340813484,1.039541865
-0.6077634974,-0.4098654402,2.181860655,3.039122578,0.7736079551,0.07825417569,5.093914852,1.28977538,-0.0004384523676,-2.759923803,4.340813484,1.039541865
-0.6082244196,-0.4092339401,2.182063248,3.039931121,0.772516831,0.07862318613,5.095655298,1.287397542,8.922201332e-05,-2.759923803,4.340813484,1.039541865
-0.6086901045,-0.4085579134,2.182357168,3.04072411,0.7714844055,0.07913983063,5.097314578,1.285133918,0.0006852177761,-2.759923803,4.340813484,1.039541865
-0.6091413039,-0.4078566428,2.182702514,3.041447923,0.7704797784,0.07971062776,5.098921472,1.282958246,0.001269742745,-2.759923803,4.340813484,1.039541865
-0.6095586899,-0.4071493927,2.18305947,3.042049269,0.7694724659,0.08024019848,5.100505057,1.280844935,0.001763769474,-2.759923803,4.340813484,1.039541865
-0.6099228515,-0.4064553963,2.183388284,3.04247517,0.768432553,0.08063137688,5.102094721,1.27876918,0.002088952086,-2.759923803,4.340813484,1.039541865
-0.610308144,-0.4057717301,2.18348083,3.042641265,0.7674506552,0.08070086772,5.103630434,1.276737431,0.002032577564,-2.759923803,4.340813484,1.039541865
-0.610757434,-0.4050736184,2.183315393,3.042598393,0.7665798387,0.08049416909,5.105067259,1.274780017,0.001630277052,-2.759923803,4.340813484,1.039541865
-0.6112043044,-0.4043477864,2.18313172,3.042496137,0.7657319785,0.08025784796,5.106456695,1.272905444,0.001175193539,-2.759923803,4.340813484,1.039541865
-0.6115826913,-0.403581488,2.183169347,3.042483489,0.7648152128,0.0802408233,5.107848839,1.271116675,0.0009596205808,-2.759923803,4.340813484,1.039541865
-0.6118713794,-0.402723348,2.183613689,3.042344812,0.7637467035,0.08043892838,5.109243532,1.269273388,0.0008563377206,-2.759923803,4.340813484,1.039541865
-0.6120933395,-0.4018104829,2.184348552,3.041940476,0.7625808497,0.08067136524,5.110601695,1.267347613,0.0006407006184,-2.759923803,4.340813484,1.039541865
-0.6122490107,-0.4009632214,2.185161104,3.041532781,0.761426784,0.08092773312,5.111914477,1.265508341,0.0004558902561,-2.759923803,4.340813484,1.039541865
-0.6123888847,-0.4002331327,2.185850435,3.041383694,0.760390407,0.08120227755,5.113173548,1.263926161,0.0004419543512,-2.759923803,4.340813484,1.039541865
-0.6124573007,-0.3996031215,2.186501965,3.041400573,0.7594441116,0.08155453915,5.114442974,1.26263858,0.0006427014111,-2.759923803,4.340813484,1.039541865
-0.6123769975,-0.3990422951,2.187296001,3.041354769,0.7584981371,0.08202062807,5.11576274,1.261544908,0.0009805008005,-2.759923803,4.340813484,1.039541865
-0.6121890677,-0.3985399264,2.188163832,3.041303761,0.757562439,0.08256568507,5.117088633,1.260609572,0.001411418814,-2.759923803,4.340813484,1.039541865
-0.611934446,-0.3980852259,2.189036827,3.041304785,0.7566463557,0.0831576271,5.11837637,1.259796851,0.001891728805,-2.759923803,4.340813484,1.039541865
-0.611653909,-0.3976673585,2.189846425,3.041414839,0.755758622,0.08376711216,5.119581648,1.259070889,0.002377868165,-2.759923803,4.340813484,1.039541865
-0.6113880765,-0.3972754365,2.190524127,3.041690686,0.7549075773,0.08436763559,5.120660174,1.258395737,0.00282642247,-2.759923803,4.340813484,1.039541865
-0.6112297054,-0.3968864078,2.191007916,3.04218885,0.7541015656,0.08493575564,5.12156768,1.257735397,0.003194136639,-2.759923803,4.340813484,1.039541865
-0.6111599653,-0.3965228165,2.191285547,3.042975021,0.7533806911,0.0854575697,5.122319038,1.257136094,0.003454461631,-2.759923803,4.340813484,1.039541865
-0.6110823593,-0.3962144959,2.191412165,3.044025294,0.7527558015,0.08595755463,5.122961709,1.25665182,0.00363437486,-2.759923803,4.340813484,1.039541865
-0.6110023724,-0.3959312364,2.191451428,3.045261743,0.7521924696,0.08647042628,5.123500178,1.256257748,0.003771167319,-2.759923803,4.340813484,1.039541865
-0.6109255905,-0.3956429521,2.191466926,3.046606676,0.7516571239,0.087027545,5.123938732,1.255928425,0.003902303436,-2.759923803,4.340813484,1.039541865
-0.6108576988,-0.3953197035,2.191522178,3.047982681,0.7511168555,0.08765625729,5.124281474,1.255637845,0.004065428999,-2.759923803,4.340813484,1.039541865
-0.6108044803,-0.3949317198,2.191680588,3.049312618,0.7505392619,0.08837966483,5.124532353,1.255359564,0.004298361727,-2.759923803,4.340813484,1.039541865
-0.6107530776,-0.3944653982,2.19197269,3.050519563,0.7498923298,0.08921682112,5.124695209,1.255066877,0.004639064358,-2.759923803,4.340813484,1.039541865
-0.6107715866,-0.3938977918,2.192386138,3.051733315,0.749154413,0.09024507387,5.124709981,1.254702909,0.005096590446,-2.759923803,4.340813484,1.039541865
-0.6109001105,-0.3932378874,2.192885503,3.053079351,0.7483462063,0.09147711379,5.124546806,1.254268122,0.005628855522,-2.759923803,4.340813484,1.039541865
-0.6110972841,-0.392531619,2.193441642,3.054474772,0.7474988447,0.09282949013,5.124254941,1.253822088,0.006197346736,-2.759923803,4.340813484,1.039541865
-0.611321772,-0.3918248202,2.19402566,3.055837147,0.7466421613,0.09421534825,5.123883602,1.25342362,0.006763853101,-2.759923803,4.340813484,1.039541865
-0.6115322837,-0.3911632213,2.194608974,3.057084457,0.7458044108,0.09554481481,5.12348177,1.253129906,0.007290448637,-2.759923803,4.340813484,1.039541865
-0.6116875695,-0.3905924395,2.195163331,3.058135044,0.745012403,0.09672532223,5.123098172,1.252996462,0.007739298122,-2.759923803,4.340813484,1.039541865
-0.611721301,-0.3901592163,2.195656926,3.058907591,0.7442920417,0.09766187302,5.122781453,1.253077881,0.008072287477,-2.759923803,4.340813484,1.039541865
-0.6117351734,-0.3897955881,2.196070254,3.05930567,0.7436244237,0.09844159819,5.122441029,1.253230159,0.008244571394,-2.759923803,4.340813484,1.039541865
-0.6118248341,-0.3894288366,2.196433028,3.059426889,0.742978803,0.09918155082,5.122003147,1.253367269,0.008300356468,-2.759923803,4.340813484,1.039541865
-0.6118792636,-0.3890981342,2.196782142,3.059481145,0.7423609096,0.09983330483,5.121541693,1.253630952,0.008336967637,-2.759923803,4.340813484,1.039541865
-0.6117876037,-0.3888430113,2.197154347,3.059678321,0.7417734783,0.1003510873,5.121130296,1.254162724,0.008455093487,-2.759923803,4.340813484,1.039541865
-0.6114540948,-0.3886615677,2.197632902,3.059843172,0.7412735954,0.1008355279,5.120865005,1.25504541,0.008768916725,-2.759923803,4.340813484,1.039541865
-0.6109233214,-0.388523984,2.19818672,3.059781567,0.7408632341,0.1013113908,5.120704526,1.256186036,0.009208095833,-2.759923803,4.340813484,1.039541865
-0.6103250901,-0.3884383648,2.198677782,3.059675165,0.740459554,0.1016239655,5.120516239,1.257461628,0.009601201889,-2.759923803,4.340813484,1.039541865
-0.6097930258,-0.3884150032,2.198972136,3.05970584,0.7399785312,0.1016211866,5.120167384,1.258747263,0.009780064589,-2.759923803,4.340813484,1.039541865
-0.609182295,-0.3885572611,2.199060005,3.059889844,0.739446257,0.1011888697,5.119668823,1.2602495,0.009717064744,-2.759923803,4.340813484,1.039541865
-0.6083365039,-0.3889088829,2.199042256,3.060112146,0.7389392069,0.1003892536,5.119120033,1.262156436,0.009522378302,-2.759923803,4.340813484,1.039541865
-0.6073434354,-0.3893816747,2.198955584,3.060357337,0.7384475045,0.09933914015,5.118521259,1.264314444,0.009236412766,-2.759923803,4.340813484,1.039541865
-0.6062910059,-0.3898876264,2.19883672,3.060609453,0.7379599198,0.09815765915,5.117872885,1.266569527,0.008898816995,-2.759923803,4.340813484,1.039541865
-0.6052672995,-0.3903389726,2.198722475,3.060851935,0.7374633062,0.09696676322,5.117175512,1.268767349,0.008548530886,-2.759923803,4.340813484,1.039541865
-0.6043363921,-0.3906987323,2.198632081,3.061067618,0.7369424835,0.09589134449,5.116429957,1.270753259,0.008223815282,-2.759923803,4.340813484,1.039541865
-0.6035886737,-0.3909016212,2.198593253,3.061238743,0.7363805622,0.09505896755,5.115637141,1.272372334,0.007962262232,-2.759923803,4.340813484,1.039541865
-0.6030507907,-0.3909284953,2.198544658,3.061529696,0.7357809478,0.09425848151,5.11450802,1.274016029,0.007698070787,-2.759923803,4.340813484,1.039541865
-0.6026587882,-0.3908387541,2.198421955,3.06202969,0.73516401,0.09326739964,5.112909218,1.276022285,0.00736395292,-2.759923803,4.340813484,1.039541865
-0.6024044987,-0.3906201977,2.198270285,3.062607626,0.7345366563,0.0921967399,5.111074696,1.278154957,0.006996528596,-2.759923803,4.340813484,1.039541865
-0.6022798099,-0.39026063,2.198134881,3.063132236,0.7339044133,0.09115540313,5.109237726,1.280176399,0.006632633864,-2.759923803,4.340813484,1.039541865
-0.6022766617,-0.3897478337,2.198061079,3.063472094,0.7332713933,0.0902498451,5.107630774,1.281847103,0.006307910674,-2.759923803,4.340813484,1.039541865
-0.6021691964,-0.3892712431,2.198061519,3.06349562,0.7326407326,0.08958413821,5.10648545,1.282925672,0.006056908649,-2.759923803,4.340813484,1.039541865
-0.6018041023,-0.3889726921,2.198143652,3.063071064,0.7320155135,0.08926041685,5.10603247,1.283169101,0.005914700003,-2.759923803,4.340813484,1.039541865
-0.6014233483,-0.3885540225,2.198372044,3.062389582,0.7317520876,0.08949342528,5.105820334,1.283179862,0.006065613102,-2.759923803,4.340813484,1.039541865
-0.6012494721,-0.3877806201,2.198760542,3.061669471,0.7320183068,0.09028773459,5.105415168,1.283472505,0.006565083012,-2.759923803,4.340813484,1.039541865
-0.6013541353,-0.3866641462,2.199271032,3.060819799,0.7325346439,0.09142701223,5.105072268,1.283668907,0.007258405312,-2.759923803,4.340813484,1.039541865
