ope_tip_data.tx,ope_tip_data.ty,ope_tip_data.tz,hyoid_tip_data.tx,hyoid_tip_data.ty,hyoid_tip_data.tz,lower_jaw_tip_data.tx,lower_jaw_tip_data.ty,lower_jaw_tip_data.tz,upper_jaw_tip_data.tx,upper_jaw_tip_data.ty,upper_jaw_tip_data.tz
0.1664316154,0.06489907144,2.320884919,3.094979021,0.6429806177,0.02152020273,4.775939359,1.723085269,0.005565122872,1.376794733,1.741686311,-7.964094641
NaN,NaN,NaN,3.094698744,0.6433706967,0.02175824821,4.776103206,1.722784572,0.005205421378,1.376794733,1.741686311,-7.964094641
NaN,NaN,NaN,3.094423042,0.6437625864,0.02200479563,4.776269618,1.722493701,0.004886352732,1.376794733,1.741686311,-7.964094641
NaN,NaN,NaN,3.094152176,0.644156012,0.02226024639,4.776438639,1.722213032,0.004608660688,1.376794733,1.741686311,-7.964094641
NaN,NaN,NaN,3.093886407,0.64455071,0.02252500027,4.776610311,1.72194289,0.004373125729,1.376794733,1.741686311,-7.964094641
NaN,NaN,NaN,3.093625995,0.6449464275,0.02279945647,4.776785178,1.721681375,0.004174449052,1.376794733,1.741686311,-7.964094641
NaN,NaN,NaN,3.093371201,0.6453429227,0.02308401452,4.776964336,1.72142557,0.004006095113,1.376794733,1.741686311,-7.964094641
NaN,NaN,NaN,3.093119558,0.6457416538,0.02337550087,4.777147118,1.721177094,0.003865827613,1.376794733,1.741686311,-7.964094641
NaN,NaN,NaN,3.092868667,0.6461443323,0.02366974925,4.777332573,1.720937729,0.003750901362,1.376794733,1.741686311,-7.964094641
NaN,NaN,NaN,3.092618892,0.646551121,0.02396565539,4.777521146,1.720706405,0.003659589485,1.376794733,1.741686311,-7.964094641
NaN,NaN,NaN,3.092370598,0.6469622044,0.02426209478,4.77771298,1.720484851,0.003596679826,1.376794733,1.741686311,-7.964094641
NaN,NaN,NaN,3.09212415,0.6473777874,0.02455792325,4.777907681,1.720274719,0.00356545398,1.376794733,1.741686311,-7.964094641
NaN,NaN,NaN,3.091879916,0.6477980946,0.02485197744,4.778104891,1.720074774,0.003562015321,1.376794733,1.741686311,-7.964094641
NaN,NaN,NaN,3.091640215,0.6482218863,0.02514973149,4.778305667,1.719882139,0.003586760398,1.376794733,1.741686311,-7.964094641
NaN,NaN,NaN,3.091406561,0.6486481305,0.02545584302,4.778510913,1.719694444,0.003639538371,1.376794733,1.741686311,-7.964094641
NaN,NaN,NaN,3.091178117,0.6490773633,0.02576793423,4.778720035,1.719511221,0.003715697688,1.376794733,1.741686311,-7.964094641
NaN,NaN,NaN,3.090954045,0.6495101018,0.02608365728,4.778932438,1.719332039,0.003810605732,1.376794733,1.741686311,-7.964094641
NaN,NaN,NaN,3.090733509,0.6499468445,0.02640069135,4.779147525,1.719156511,0.003919641577,1.376794733,1.741686311,-7.964094641
NaN,NaN,NaN,3.09051567,0.6503880713,0.02671673997,4.779364694,1.718984303,0.004038191212,1.376794733,1.741686311,-7.964094641
