frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz
290,0.6631445566,-0.3621669466,1.633265591,0.5984594625,-0.364326385,1.413635268,0.6306185955,-0.3970833756,1.40085804,-0.01683316179,0.08177553928,-1.534799886,0.3105577411,-0.1310452604,-1.859578145,1.195120315,-0.433718556,0.404936652,-0.3437493503,-0.05720637338,-1.371395536,-0.03985270412,-0.03530440308,-1.607890587,0.5028263285,-0.6462302939,-1.037624582,0.3311835045,0.1282156816,-1.759976753,0.550490396,-0.6646474116,-0.450465394,-0.2666729878,-1.26642802,-2.351667771,-0.4529962371,-0.3665562393,-1.210602516,0.06040033094,-0.3867980587,-2.164355801,0.009995154972,-0.2133848932,-1.597642159,-0.0105447265,-0.2553322628,-1.534796158
291,0.6651945795,-0.3615404057,1.632167597,0.601409317,-0.3650892075,1.413701579,0.6317492802,-0.396565272,1.401475222,-0.01465109762,0.07994011687,-1.530348358,0.3114876499,-0.1325438473,-1.858523409,1.179696981,-0.4470153233,0.3986856339,-0.3432921392,-0.06002505671,-1.372050109,-0.0387330788,-0.03806827066,-1.608134314,0.4860605777,-0.6482798021,-1.019373909,0.3311049403,0.1265853951,-1.761292357,0.5329772862,-0.669272951,-0.4487199968,-0.2638533719,-1.26876964,-2.350272428,-0.4505502047,-0.3681211493,-1.2090361,0.0617362423,-0.3897807304,-2.164942951,0.01266757434,-0.2139124582,-1.595878403,-0.01181260095,-0.2560344935,-1.532728428
292,0.667417719,-0.3606286256,1.631277524,0.6039269504,-0.3652890695,1.414221036,0.6329801418,-0.3961307476,1.402296286,-0.01261666441,0.07846244519,-1.525866925,0.3121896285,-0.1339958796,-1.857844813,1.163349372,-0.4588270902,0.392652777,-0.3424154463,-0.06282586093,-1.372081313,-0.03799896734,-0.04057559016,-1.607692609,0.4693019527,-0.6493152708,-1.000709322,0.3311898386,0.1248654984,-1.762576878,0.5137124398,-0.6711363713,-0.4457622914,-0.2602830458,-1.269346274,-2.349860185,-0.448321814,-0.3694139206,-1.207032064,0.06216534069,-0.3925535883,-2.165599545,0.01424811323,-0.2147410103,-1.594311715,-0.01332750693,-0.2569841822,-1.530553216
293,0.6680453613,-0.3588598535,1.630064444,0.604053299,-0.364207917,1.414454903,0.6332585517,-0.3957764695,1.402295079,-0.01190760551,0.07870851602,-1.523631534,0.3132234854,-0.1368445431,-1.861302023,1.145480487,-0.4682898102,0.3857900216,-0.3414939819,-0.06358777926,-1.371239503,-0.03833963368,-0.04165472483,-1.605561361,0.4527920682,-0.6506842267,-0.9858519642,0.3301008996,0.1242355822,-1.764091742,0.4856663614,-0.6642763755,-0.4391915588,-0.2576739062,-1.26714938,-2.35128116,-0.4475995747,-0.3696704398,-1.204901127,0.06080078095,-0.3928472669,-2.166312123,0.01106829989,-0.2167639162,-1.596877596,-0.01584549856,-0.2568460005,-1.530155368
294,0.6683107787,-0.3571727624,1.628867951,0.6034261609,-0.3628279028,1.414588604,0.633442065,-0.3956464735,1.401984879,-0.01164926384,0.07930735456,-1.522145854,0.3143494504,-0.139918713,-1.865331741,1.128334481,-0.4771156154,0.3791869824,-0.3404821506,-0.06392333187,-1.370357569,-0.03887376851,-0.04241268491,-1.603011654,0.4359748889,-0.651123603,-0.9724140517,0.3293005206,0.1237021042,-1.765633794,0.4565533687,-0.6567626704,-0.4318932321,-0.2552173817,-1.264191197,-2.353519306,-0.4474064955,-0.3688504204,-1.203886188,0.05901803457,-0.3924036013,-2.166996506,0.006944262359,-0.2189504219,-1.600394178,-0.01830899697,-0.2568131734,-1.530327904
295,0.6681573377,-0.3561852494,1.627914421,0.6008605264,-0.3604917273,1.414182169,0.6335734878,-0.3961604426,1.400511115,-0.01244041493,0.07990532265,-1.521253575,0.3157352704,-0.144766742,-1.869373713,1.115970083,-0.485864548,0.3740866736,-0.3398704153,-0.06353509214,-1.369746184,-0.03948850875,-0.04310620624,-1.600045737,0.4179553631,-0.6498607066,-0.9622682442,0.3289400936,0.1225337117,-1.767185347,0.4257187878,-0.649658126,-0.422458049,-0.2537587467,-1.262040069,-2.356376261,-0.4488859325,-0.3652959445,-1.205341495,0.05584674829,-0.3920193045,-2.167299193,0.002902518697,-0.2204732265,-1.604060112,-0.01988846615,-0.2592367058,-1.531709894
296,0.6674725343,-0.3557963327,1.627403185,0.598121932,-0.3590670496,1.413856529,0.6327353177,-0.3963918626,1.399574336,-0.01310892336,0.08085783343,-1.521447294,0.3152006499,-0.145506354,-1.870499483,1.103840355,-0.4953210053,0.3702269409,-0.3392864948,-0.06393190443,-1.370386739,-0.03971583621,-0.04311662858,-1.597609679,0.4000414106,-0.6497719593,-0.9525425079,0.3302427521,0.1218900183,-1.766905492,0.4006672672,-0.6516078666,-0.4159936652,-0.2524832569,-1.260416264,-2.358909362,-0.4501277276,-0.3599970926,-1.211008309,0.05425211355,-0.3911598244,-2.166580493,0.001015215397,-0.220568943,-1.605047649,-0.02097712846,-0.2609813849,-1.532738605
297,0.6661962404,-0.3553226671,1.627031585,0.5956601546,-0.3581177825,1.413300989,0.6317779899,-0.3965397137,1.398617427,-0.01432356397,0.0818266628,-1.522829078,0.3136644041,-0.1445806331,-1.870388505,1.092296382,-0.5054157217,0.3668302937,-0.3389985984,-0.06429627886,-1.371080629,-0.04008814766,-0.04280007895,-1.595669576,0.3823476279,-0.6494578374,-0.9432816352,0.3317354318,0.1212080317,-1.766382137,0.3781872252,-0.6576051275,-0.4114420449,-0.2515755157,-1.259364463,-2.360833752,-0.4514350121,-0.3547701149,-1.216936387,0.05337081149,-0.3900365778,-2.165554433,-0.000317317754,-0.2202213076,-1.605380134,-0.02199875398,-0.2615266523,-1.533201074
298,0.6644361861,-0.3545508741,1.626168481,0.5958912708,-0.3587521394,1.411992648,0.6320412211,-0.3964960494,1.397547964,-0.01643991856,0.08195975169,-1.527801678,0.3106674694,-0.1404363824,-1.868239609,1.08098074,-0.5191123236,0.3620145764,-0.3390360892,-0.06521606454,-1.371787229,-0.0401732183,-0.04285622739,-1.595865715,0.3649546092,-0.6473785956,-0.9334280894,0.3333503559,0.1202794529,-1.766350171,0.3634635703,-0.6742805623,-0.4133237066,-0.2515711523,-1.260467824,-2.360331506,-0.4514410708,-0.3525783297,-1.221499509,0.05542926328,-0.3882049136,-2.164884017,-0.0002793553013,-0.2205548927,-1.606673958,-0.02421667792,-0.2554041809,-1.530207021
299,0.6622842679,-0.3534393151,1.62550567,0.5966235116,-0.3594067987,1.410703431,0.6325838439,-0.3962964831,1.396569292,-0.01862872266,0.08173364197,-1.532253233,0.3077489315,-0.1362375067,-1.865517212,1.069366777,-0.5332550256,0.357456132,-0.3388647737,-0.06600628009,-1.371566289,-0.04032830597,-0.04303481767,-1.596709414,0.3482922016,-0.6447606583,-0.9233937655,0.334642235,0.1189361573,-1.766782837,0.3510928818,-0.6922424835,-0.4170303238,-0.2514473445,-1.26205382,-2.359103715,-0.4513211004,-0.351535678,-1.22455563,0.05771278684,-0.3869349738,-2.164204068,0.0001445577174,-0.2208492932,-1.607434378,-0.02572569175,-0.2484127397,-1.526895176
300,0.6589147613,-0.3506440011,1.6260192,0.5971107454,-0.3584857321,1.410329125,0.633130103,-0.3950556352,1.39633419,-0.02110042481,0.08124652091,-1.53307816,0.3050228992,-0.1339327226,-1.862672912,1.056268786,-0.546857533,0.3544762432,-0.3381835185,-0.06550749972,-1.367209945,-0.04140663419,-0.04345571634,-1.597041465,0.3337274262,-0.643591889,-0.9128332113,0.3337203669,0.1162611015,-1.767671946,0.3360111335,-0.7049508138,-0.4197204414,-0.2511348494,-1.264008948,-2.355366649,-0.4524787974,-0.3529840966,-1.222071611,0.05787591547,-0.3878041541,-2.162771427,-0.0005008864977,-0.2207207488,-1.605909868,-0.02560381423,-0.2425507138,-1.523616741
301,0.6556121962,-0.3475197174,1.626839372,0.5969523505,-0.3576040748,1.409737931,0.6330884491,-0.3945643984,1.395695829,-0.02313833376,0.08099421939,-1.530979624,0.3041928802,-0.1348443107,-1.860957734,1.042071177,-0.5572658993,0.3534990182,-0.3372093395,-0.06472086343,-1.362416068,-0.04321294239,-0.04325066554,-1.598523159,0.3202530937,-0.6423793563,-0.9017253488,0.3313680388,0.1135740558,-1.770477093,0.3181036624,-0.7086325482,-0.4214501491,-0.2491740989,-1.264159316,-2.354595651,-0.4539270446,-0.3539394989,-1.216484214,0.05636930308,-0.3899361613,-2.161466291,-0.001811672984,-0.2205100286,-1.603378191,-0.02380039322,-0.2413438621,-1.523339245
302,0.6525440163,-0.3447470469,1.627183803,0.5964670846,-0.3569074393,1.408736322,0.6327844302,-0.3945351651,1.394545543,-0.02484246532,0.08086579009,-1.52922298,0.3042099992,-0.1362944804,-1.860254305,1.026874674,-0.5668088078,0.3512785547,-0.3364678681,-0.06389947433,-1.358716982,-0.04493221966,-0.04265594227,-1.600296993,0.3067564741,-0.6392469179,-0.8907102406,0.329174904,0.1113672197,-1.773963496,0.301793526,-0.7093318311,-0.4238311799,-0.246635104,-1.263616606,-2.355536389,-0.454701233,-0.3548879477,-1.210631466,0.05481330241,-0.3920810565,-2.160952201,-0.002930359242,-0.2201267003,-1.601487182,-0.02085923409,-0.2411921308,-1.524726319
303,0.6507346597,-0.3443039664,1.625090262,0.5950666697,-0.3569898604,1.405847925,0.6320311083,-0.395838554,1.391263428,-0.02547932825,0.08140053919,-1.532310074,0.3062995831,-0.1368311106,-1.862526571,1.008725764,-0.5773154558,0.3424679453,-0.3359817973,-0.06407847125,-1.360486611,-0.04484894157,-0.04135475737,-1.602765301,0.2917955074,-0.6301229868,-0.8806358105,0.3306045663,0.1108463225,-1.778678642,0.2927766641,-0.7094699201,-0.4299321578,-0.2425796282,-1.260838285,-2.362594967,-0.4522505694,-0.3547686178,-1.210276145,0.05428935982,-0.3929584081,-2.163656442,-0.002133841525,-0.219295485,-1.60343729,-0.01461833622,-0.2409775245,-1.530590556
304,0.6495319448,-0.3445364447,1.622961648,0.5935610479,-0.3574082642,1.403451716,0.6310218842,-0.3973736507,1.388462284,-0.025329843,0.08166955488,-1.535342017,0.3087135866,-0.1374533696,-1.86499332,0.9899772977,-0.5871815894,0.3324295782,-0.3358776081,-0.06456794669,-1.363255388,-0.0444640903,-0.04012656537,-1.604632777,0.2763731787,-0.61964831,-0.8707336056,0.3323629389,0.1109102924,-1.782425606,0.2868987844,-0.708571908,-0.4358100514,-0.238682957,-1.258524548,-2.369467809,-0.4491491252,-0.3544735402,-1.211087149,0.05443480286,-0.3937781921,-2.166407037,-0.0007444988339,-0.2192020366,-1.605707438,-0.007899352359,-0.2417140373,-1.536575406
305,0.6492325886,-0.3453470151,1.621833943,0.5921918917,-0.3589118341,1.403206028,0.6292583847,-0.3989374448,1.388015599,-0.02449389292,0.08138422479,-1.53962591,0.3099950082,-0.1372940044,-1.866189586,0.9712752984,-0.5964009349,0.3213627977,-0.337282577,-0.0659893804,-1.367084234,-0.04432604847,-0.03907569861,-1.604437692,0.2607214455,-0.6087665494,-0.8600811603,0.3341027108,0.1119087865,-1.78200809,0.2850200402,-0.7096247512,-0.4396922314,-0.2361494035,-1.258651976,-2.372539117,-0.4453218708,-0.3545791188,-1.213412388,0.05681460264,-0.3940518482,-2.167682803,0.001976444425,-0.2214583957,-1.607216118,-0.001111012745,-0.2429247823,-1.539979852
306,0.6491345088,-0.3460586001,1.621679498,0.5916026934,-0.3600093036,1.404619599,0.628322855,-0.3999217679,1.389252626,-0.02299118647,0.07959166937,-1.539464172,0.3096173718,-0.1365082369,-1.865399457,0.9556695846,-0.6041660824,0.3120093642,-0.339555349,-0.0661124521,-1.369116528,-0.04425061428,-0.03904921546,-1.602619036,0.2431904471,-0.5987184816,-0.8506445995,0.3329018583,0.1133376225,-1.780059969,0.2838222632,-0.7088840966,-0.4400794893,-0.2358506047,-1.26176933,-2.370775406,-0.4438114813,-0.35443493,-1.212704471,0.06023672383,-0.3944269102,-2.166972506,0.003075796132,-0.2235321601,-1.607547507,0.0005580686796,-0.2449698409,-1.539278831
307,0.64915132,-0.34661727,1.621630584,0.5914225282,-0.3608779956,1.406160433,0.6276214574,-0.4004648426,1.390763418,-0.02159144786,0.077653703,-1.537756917,0.3083952439,-0.1354042429,-1.864452178,0.9409228031,-0.6114017196,0.3035815991,-0.3418908813,-0.06567766874,-1.370311671,-0.04441367639,-0.03916704643,-1.600434994,0.2248703427,-0.5891039078,-0.842167274,0.3305141121,0.115050737,-1.777521954,0.2831644377,-0.7068827134,-0.4395737058,-0.2370062632,-1.265826465,-2.367262304,-0.4430290334,-0.353935386,-1.211674324,0.06332698255,-0.3946513916,-2.165715887,0.003189959446,-0.2262892912,-1.608322177,-0.0005659185107,-0.2468707794,-1.537258863
308,0.6488335402,-0.3462140653,1.622467637,0.5918653144,-0.3605848332,1.408117149,0.6271535745,-0.3995271799,1.393097538,-0.02098796815,0.07574165725,-1.530546588,0.306000608,-0.1350496108,-1.862936358,0.9269095175,-0.6186615474,0.2997300919,-0.3428841734,-0.06346898855,-1.366923086,-0.04552196293,-0.03954158742,-1.598704666,0.205525719,-0.5828246329,-0.8355938036,0.3244493402,0.1172145022,-1.77410828,0.2807863526,-0.7016684999,-0.4368352366,-0.2406247106,-1.270955284,-2.360569094,-0.4444650404,-0.352711777,-1.209038224,0.06389399242,-0.395794639,-2.162466369,0.0005810546086,-0.2306711023,-1.60872089,-0.007018006716,-0.2502247366,-1.53378189
309,0.6489540357,-0.3456869773,1.621130766,0.5925135781,-0.3608091387,1.406807086,0.6266990227,-0.3987219286,1.392459648,-0.02090606019,0.07497950006,-1.525550032,0.3032519066,-0.134209596,-1.864231076,0.9126366272,-0.626285609,0.2959029538,-0.3424655181,-0.06232503199,-1.365144369,-0.04643298296,-0.03950187458,-1.598107062,0.1877321661,-0.5775778022,-0.8309379746,0.3193263491,0.1189120632,-1.773259983,0.2787948598,-0.6950841159,-0.4376517912,-0.2447666626,-1.274834742,-2.356353851,-0.4447587225,-0.3508319292,-1.20950315,0.06240467576,-0.3962169717,-2.16152476,-0.002511815381,-0.237629734,-1.613657638,-0.01589443873,-0.2486956177,-1.530661139
310,0.6490047804,-0.3450683875,1.619346484,0.5932007979,-0.3611222608,1.404636963,0.6263839276,-0.3979399627,1.391009959,-0.02112728033,0.07482814436,-1.52152377,0.3007233906,-0.1330810568,-1.866047099,0.8986084514,-0.6333566653,0.2915722219,-0.3420232953,-0.06163406215,-1.364137502,-0.04733062023,-0.03921447139,-1.598527462,0.1704830523,-0.5722905512,-0.8262291254,0.3153659122,0.1199640243,-1.773274923,0.2759140741,-0.688139799,-0.4401590185,-0.2489821315,-1.278022072,-2.353080251,-0.4448315343,-0.3485996959,-1.211126901,0.06016981469,-0.3964536122,-2.161371473,-0.00521334911,-0.2439972704,-1.618879395,-0.02473938716,-0.2459734899,-1.527661035
311,0.6483143909,-0.344724892,1.615515727,0.5936029373,-0.3622856517,1.399865552,0.6261038213,-0.3979999366,1.386881015,-0.02183150773,0.07651082835,-1.523316021,0.3001937587,-0.1299144591,-1.870151928,0.8837904141,-0.6396572381,0.2821806621,-0.3426323494,-0.06178302833,-1.367942882,-0.04773556146,-0.03770384633,-1.600662986,0.1552828961,-0.564447531,-0.8203756859,0.317770308,0.1187104991,-1.776559401,0.2722568946,-0.6826051339,-0.4478036883,-0.251935854,-1.278695032,-2.354459307,-0.4431569175,-0.34576301,-1.217036925,0.05800767706,-0.3956766271,-2.165115449,-0.006032771591,-0.2472291261,-1.625832587,-0.02869285687,-0.2408788371,-1.527619601
312,0.6476608906,-0.3438324049,1.615285952,0.594161293,-0.3626806956,1.399007534,0.6262159336,-0.3974714003,1.386370897,-0.02193055361,0.07709058734,-1.521620737,0.2996636101,-0.1289919897,-1.870242854,0.8712260788,-0.6446718903,0.274180366,-0.3443470293,-0.06360863325,-1.370131843,-0.0492895417,-0.03704312708,-1.602352111,0.1389296824,-0.5549549011,-0.8095618687,0.3201173881,0.116590984,-1.776587823,0.2648255174,-0.6783149519,-0.4538505541,-0.2538584795,-1.279202777,-2.353748179,-0.4418832385,-0.343938951,-1.221035327,0.0557238263,-0.3961525702,-2.166528681,-0.003381682929,-0.2475425921,-1.625084422,-0.02884357597,-0.2392790216,-1.526097779
313,0.6470574473,-0.3430874984,1.615780928,0.5944297424,-0.3627833248,1.3989911,0.6263587639,-0.3969411862,1.386530209,-0.02204031266,0.0775010763,-1.52049349,0.2995828342,-0.1292486983,-1.869468984,0.8594839718,-0.6479829691,0.2666745457,-0.346223029,-0.06567102782,-1.371701658,-0.05067795022,-0.03675499548,-1.604602333,0.122464724,-0.545562266,-0.7986310458,0.3222354205,0.1148686366,-1.775654346,0.2561419073,-0.6750460845,-0.4595802052,-0.2549541524,-1.279413801,-2.352701452,-0.4403325904,-0.3426896522,-1.224281088,0.05383913957,-0.396938426,-2.167309464,0.0004460827849,-0.2464912368,-1.622125842,-0.02768464576,-0.2384582529,-1.524623633
314,0.6467764561,-0.3433849265,1.616812929,0.5937620844,-0.3620877208,1.399816201,0.626413101,-0.3964240951,1.387227543,-0.02269160493,0.07740078338,-1.521958722,0.299635526,-0.1313269828,-1.867227762,0.8490954905,-0.6488451803,0.2598561741,-0.3485358145,-0.06622072209,-1.370856866,-0.05069436297,-0.03739921054,-1.609581085,0.1038495664,-0.5375881979,-0.7910237332,0.3197398109,0.1173706972,-1.772300916,0.2457526783,-0.6739138432,-0.463506389,-0.2547419717,-1.279291469,-2.350916589,-0.4390449404,-0.3429695117,-1.22295806,0.0537119452,-0.397936194,-2.165782149,0.005307959183,-0.2434317653,-1.616625362,-0.02810860006,-0.2394566233,-1.523159566
315,0.6462612594,-0.3437618991,1.618007069,0.5926895012,-0.3610073482,1.400776333,0.6263771829,-0.3960644291,1.387878856,-0.0237529589,0.07733781368,-1.524533044,0.2997746848,-0.1336779837,-1.864879591,0.8385320112,-0.6480948761,0.2538763615,-0.3504090747,-0.06629233723,-1.369260246,-0.05029726658,-0.03825820437,-1.614456779,0.08518807264,-0.5301639842,-0.7846730348,0.3170102778,0.1201967458,-1.76879945,0.2351155389,-0.6730033375,-0.4670888915,-0.2538270172,-1.279322849,-2.348949922,-0.4376321475,-0.343435504,-1.221069171,0.05409185438,-0.3989681386,-2.163703437,0.009299345851,-0.2389891607,-1.610278294,-0.02831880232,-0.2407906535,-1.52221247
316,0.6453529418,-0.3438439117,1.618812951,0.5910282293,-0.3589370948,1.40105169,0.6259646643,-0.3958780694,1.387581234,-0.02576411633,0.07763643849,-1.528904017,0.2997042994,-0.1366967144,-1.864289214,0.8263405115,-0.6445875847,0.2511708969,-0.3504754788,-0.06528616989,-1.366406377,-0.04958553441,-0.03890742865,-1.617644194,0.06640055959,-0.5230968548,-0.7805467257,0.3150398664,0.1224170724,-1.765691665,0.2265099241,-0.6717291561,-0.4703355762,-0.2524854267,-1.279816036,-2.346285138,-0.4353241994,-0.3436561972,-1.220085745,0.05459685421,-0.3990980674,-2.161031358,0.008888626538,-0.2347034766,-1.60587412,-0.02934885461,-0.2399831652,-1.522973905
317,0.6437109555,-0.3435727977,1.618351283,0.5895389649,-0.3583076031,1.400454155,0.6255105289,-0.3965873924,1.386554096,-0.02692004528,0.07800216646,-1.532166852,0.3006214406,-0.1387601276,-1.865428208,0.8134414116,-0.6411927135,0.2483815652,-0.3480668733,-0.06533807025,-1.364363826,-0.04872744306,-0.03932670612,-1.618955304,0.05275454125,-0.5189213348,-0.7787100124,0.3166083423,0.1218895045,-1.765880498,0.2198037979,-0.668577754,-0.4731898508,-0.2506977324,-1.282379107,-2.344125383,-0.4321734589,-0.343062015,-1.222470803,0.05565102822,-0.4005357946,-2.16108325,0.008535119491,-0.2302952823,-1.602280988,-0.0281012394,-0.2390191598,-1.524012857
318,0.6419465469,-0.3431813168,1.617737131,0.5879736012,-0.35791496,1.399661062,0.6248601343,-0.3974022536,1.385378589,-0.02825838801,0.07847856134,-1.535500261,0.3014267083,-0.139813785,-1.8665853,0.7998446256,-0.6371183034,0.2457101193,-0.3453085842,-0.06539184185,-1.362471819,-0.04791899538,-0.04000961809,-1.618108085,0.04042427279,-0.5157556585,-0.7776557521,0.3184070832,0.1208971093,-1.766825829,0.2132434287,-0.6648692392,-0.4760160417,-0.2490346759,-1.285550465,-2.342070686,-0.429269865,-0.3421485569,-1.225623062,0.05647452709,-0.4023115081,-2.161573172,0.007182954751,-0.2255116625,-1.598894168,-0.02662065014,-0.2388109765,-1.525008376
319,0.639753746,-0.3417392492,1.618575725,0.5863620863,-0.357597293,1.399444775,0.6240470885,-0.3982238842,1.384829734,-0.03081698548,0.07932434052,-1.537848011,0.3010958049,-0.1375610839,-1.865484969,0.7837253038,-0.6315647157,0.2431779107,-0.3434684347,-0.06540186014,-1.360255773,-0.04817235903,-0.04104124215,-1.612895407,0.02983957951,-0.5120321275,-0.77307789,0.3200555554,0.1186886202,-1.76799539,0.2044640111,-0.659796028,-0.4784775297,-0.2492975157,-1.290454514,-2.339338043,-0.4285424404,-0.3403830539,-1.22866487,0.05553825269,-0.4050415848,-2.161755773,0.005014792879,-0.2170172581,-1.591885981,-0.02613730542,-0.2414986513,-1.524223865
320,0.638367108,-0.3410379732,1.619430421,0.585092013,-0.3571272289,1.39991552,0.6229306562,-0.3978399079,1.385386007,-0.03417450583,0.07994302743,-1.541038126,0.2995742741,-0.1344870523,-1.863410461,0.7696198294,-0.6286386712,0.2391061291,-0.342910907,-0.06508146176,-1.359162346,-0.04885187307,-0.04305834797,-1.60480885,0.01553486937,-0.5080501947,-0.770999293,0.3167986483,0.1200400051,-1.767645225,0.1940060962,-0.6545463932,-0.4819610427,-0.2498376113,-1.293351715,-2.33730394,-0.4287105951,-0.3386085507,-1.231729227,0.05405289647,-0.407346657,-2.161333847,-0.0004169656768,-0.2119923689,-1.588487157,-0.0243293706,-0.2477386084,-1.52438662
321,0.6372838005,-0.3406895536,1.620060038,0.5840671447,-0.3565607607,1.400454727,0.6217223909,-0.3966855425,1.38614488,-0.03690218993,0.08031649866,-1.542994519,0.2978108317,-0.1314125161,-1.861177415,0.7568289261,-0.6277449692,0.2338156279,-0.3428435029,-0.06494875501,-1.358660048,-0.04967945213,-0.04512176577,-1.596523493,-0.0004040264909,-0.5049899045,-0.7707091912,0.3126021624,0.1218070113,-1.767236249,0.1835976284,-0.6495479793,-0.4858544054,-0.2499002615,-1.29493841,-2.33620916,-0.4289854141,-0.3369388279,-1.23434209,0.05257825475,-0.4091194896,-2.160666657,-0.0059849915,-0.2088352455,-1.586884625,-0.02256264794,-0.2544030838,-1.524315646
322,0.6371535123,-0.3417899411,1.619277458,0.5833447508,-0.3556841862,1.400084889,0.6206070074,-0.3940054578,1.386012379,-0.03746914071,0.0802947631,-1.544638884,0.2973647567,-0.1305792115,-1.86047504,0.7471148874,-0.6293230485,0.2257312672,-0.3431514052,-0.06587923457,-1.360159137,-0.04931687015,-0.04730198799,-1.59008383,-0.01951094245,-0.5047085997,-0.7758686257,0.3076794054,0.1245356426,-1.766864968,0.175179981,-0.6463264406,-0.4909753302,-0.2475880483,-1.293706837,-2.337065755,-0.4277396815,-0.3358900555,-1.236042878,0.05257909606,-0.4096191074,-2.15947225,-0.01060187379,-0.2106008768,-1.591164774,-0.02155906115,-0.259761437,-1.52373886
323,0.6366732601,-0.3430196091,1.61714797,0.5829802948,-0.3543421116,1.398610873,0.6186764114,-0.3912346318,1.384527843,-0.03562508986,0.08057818827,-1.540454869,0.2959988268,-0.1285767642,-1.86004996,0.7376816708,-0.6339332759,0.2162456266,-0.3450867942,-0.06593696184,-1.362574078,-0.04972149869,-0.0474949459,-1.588036395,-0.04213027982,-0.5054137156,-0.7832773106,0.3053465186,0.1247516867,-1.768625177,0.1678592503,-0.6438310982,-0.4978034297,-0.2441838465,-1.288832747,-2.341662851,-0.426928273,-0.3343258936,-1.237482669,0.05226343874,-0.4065554326,-2.158814508,-0.01329152334,-0.2135675241,-1.596143781,-0.02089187028,-0.2612379366,-1.524115415
324,0.6361507275,-0.3441795629,1.614953741,0.5822699679,-0.3532261138,1.39709695,0.6165544466,-0.3886862115,1.383139022,-0.03301486535,0.08036094391,-1.534819056,0.2946696937,-0.1270443668,-1.859723151,0.7287061944,-0.6399708838,0.2064929007,-0.3473779061,-0.06555353041,-1.364592064,-0.05030446328,-0.04731968047,-1.588122059,-0.0643772622,-0.5066125735,-0.7899254828,0.3042780209,0.1239121175,-1.770485524,0.1615923656,-0.6420554132,-0.5046805583,-0.2400222606,-1.283039651,-2.347145043,-0.4259828859,-0.3330977324,-1.238282078,0.05255506899,-0.4032553487,-2.158227208,-0.0147296151,-0.217306926,-1.600919433,-0.0198641469,-0.2619927595,-1.524799315
325,0.6349227068,-0.3440862218,1.614175933,0.5796977863,-0.3535408591,1.396508719,0.6142175008,-0.3874495994,1.38337088,-0.02945203441,0.07828240822,-1.525790597,0.2932386485,-0.1270812425,-1.858819222,0.7195339296,-0.6479058765,0.1984353906,-0.3494224429,-0.06425064117,-1.363232085,-0.05181216555,-0.04713700576,-1.592056625,-0.08147120238,-0.5082244369,-0.7906370302,0.3061073897,0.1205107469,-1.771509921,0.1568489586,-0.641614725,-0.5086402585,-0.2346573017,-1.27768696,-2.352567938,-0.4249308697,-0.3334209974,-1.237348802,0.05463269749,-0.4025549133,-2.158028492,-0.01042214635,-0.2201012996,-1.599959443,-0.01778540169,-0.2651001958,-1.52538735
326,0.6338514488,-0.3438121035,1.613690061,0.5770929499,-0.3542372567,1.39599038,0.6122060451,-0.3869366138,1.383728084,-0.02650974813,0.07598781336,-1.518534506,0.2923745339,-0.1279450763,-1.858051927,0.7103272591,-0.655449365,0.1905363263,-0.3509496978,-0.06278027547,-1.360901568,-0.05339664127,-0.04667804741,-1.596864459,-0.09608298626,-0.5098213735,-0.7892744589,0.3088948509,0.1166319121,-1.772290783,0.1526387683,-0.6413626969,-0.5121786904,-0.2297404211,-1.273695213,-2.357205216,-0.4235812488,-0.3341322832,-1.235612598,0.05660858328,-0.4029547619,-2.158160026,-0.005936538609,-0.2221642566,-1.59826686,-0.01610262791,-0.2667780953,-1.525706191
327,0.6338671169,-0.3437098954,1.613886741,0.5746768829,-0.3556269901,1.395268918,0.6109607556,-0.3883489349,1.383869281,-0.02667061318,0.07405424859,-1.52098234,0.2932747139,-0.1300937586,-1.857614459,0.6991937819,-0.6580022797,0.1834612707,-0.3511339005,-0.06024926019,-1.357122832,-0.05439279272,-0.04640806052,-1.600049276,-0.1049604025,-0.5099005481,-0.7826161789,0.3124157403,0.11316545,-1.772151266,0.1484910608,-0.6405038873,-0.5165182175,-0.2266938953,-1.273690797,-2.359061306,-0.4217496231,-0.3355568718,-1.233204953,0.0571382695,-0.4063617638,-2.158928118,-0.00578175568,-0.2218562509,-1.596753909,-0.01554083845,-0.2651967205,-1.525827598
