T1P1T09_sup_data.tx,T1P1T09_sup_data.ty,T1P1T09_sup_data.tz,T1P1T09_sup_data.rx,T1P1T09_sup_data.ry,T1P1T09_sup_data.rz
4.641779179,0.5745986968,-1.658731533,11.47827998,-46.79610636,58.10336107
4.654441739,0.577069143,-1.665097177,11.24825072,-47.0712716,58.55829605
4.66689725,0.5794188834,-1.671062331,11.02093179,-47.32934955,59.00626091
4.679112425,0.5816237768,-1.67658364,10.79711579,-47.56841885,59.44429892
4.691053976,0.583659682,-1.681617749,10.57759532,-47.7865581,59.86945335
4.702688616,0.5855024578,-1.686121306,10.36316296,-47.98184594,60.27876749
4.713983059,0.5871279631,-1.690050954,10.15461131,-48.15236097,60.6692846
4.724904017,0.5885120568,-1.69336334,9.952732976,-48.29618182,61.03804796
4.735418204,0.5896305976,-1.696015109,9.758320542,-48.4113871,61.38210084
4.745492331,0.5904594444,-1.697962906,9.572166608,-48.49605544,61.69848653
4.755093112,0.590974456,-1.699163378,9.395063766,-48.54826546,61.98424828
4.764187261,0.5911514912,-1.69957317,9.227804612,-48.56609577,62.23642938
4.772997838,0.5910981643,-1.699202049,9.064484301,-48.5594288,62.46816479
4.781758462,0.5909430315,-1.698122425,8.899028538,-48.54003399,62.69444817
4.790451677,0.5906933647,-1.696384906,8.731975743,-48.50882045,62.91511084
4.799060028,0.5903564357,-1.694040099,8.563864337,-48.46669733,63.12998413
4.807566061,0.5899395164,-1.691138611,8.395232741,-48.41457375,63.33889936
4.815952319,0.5894498786,-1.687731049,8.226619375,-48.35335885,63.54168785
4.824201349,0.5888947941,-1.683868021,8.05856266,-48.28396177,63.73818093
4.832295694,0.5882815348,-1.679600134,7.891601017,-48.20729162,63.92820992
4.840217901,0.5876173727,-1.674977996,7.726272866,-48.12425755,64.11160613
4.847950513,0.5869095794,-1.670052214,7.563116628,-48.03576869,64.28820091
4.855476076,0.5861654268,-1.664873395,7.402670723,-47.94273417,64.45782556
4.862777135,0.5853921869,-1.659492146,7.245473573,-47.84606312,64.62031141
4.869836235,0.5845971314,-1.653959075,7.092063598,-47.74666467,64.77548978
4.87663592,0.5837875323,-1.64832479,6.942979219,-47.64544796,64.92319201
4.883158735,0.5829706612,-1.642639898,6.798758856,-47.54332212,65.0632494
4.889387227,0.5821537902,-1.636955005,6.65994093,-47.44119628,65.19549328
4.895303938,0.5813441911,-1.63132072,6.527063862,-47.33997957,65.31975499
4.900891415,0.5805491356,-1.625787649,6.400666072,-47.24058112,65.43586583
4.906132202,0.5797758957,-1.620406401,6.281285982,-47.14391007,65.54365713
4.911008845,0.5790317431,-1.615227581,6.169462011,-47.05087555,65.64296023
4.915503887,0.5783239498,-1.610301799,6.06573258,-46.96238668,65.73360642
4.919599875,0.5776597876,-1.605679661,5.97063611,-46.87935262,65.81542706
4.923279352,0.5770465284,-1.601411774,5.884711023,-46.80268247,65.88825344
4.926524865,0.5764914439,-1.597548746,5.808495737,-46.73328539,65.95191691
4.929318957,0.5760018061,-1.594141184,5.742528675,-46.67207049,66.00624877
4.931644175,0.5755848868,-1.591239696,5.687348256,-46.61994691,66.05108036
4.933483062,0.5752479578,-1.588894889,5.643492902,-46.57782379,66.086243
4.934818164,0.574998291,-1.58715737,5.611501033,-46.54661025,66.11156801
4.935632025,0.5748431582,-1.586077746,5.59191107,-46.52721544,66.12688671
4.935907191,0.5747898313,-1.585706626,5.585261433,-46.52054847,66.13203042
4.934703285,0.5747909277,-1.586035953,5.606347562,-46.52557595,66.09401377
4.931183768,0.5747986028,-1.587000802,5.667689028,-46.5403937,65.98281246
4.925486941,0.574819435,-1.588566468,5.766410451,-46.56460468,65.80269945
4.917751107,0.5748600031,-1.59069825,5.899636448,-46.59781185,65.55794774
4.908114566,0.5749268855,-1.593361444,6.064491638,-46.63961818,65.25283029
4.89671562,0.575026661,-1.596521347,6.258100641,-46.68962661,64.89162006
4.88369257,0.5751659081,-1.600143257,6.477588075,-46.74744011,64.47859005
4.869183718,0.5753512054,-1.604192471,6.720078559,-46.81266164,64.01801321
4.853327367,0.5755891315,-1.608634286,6.982696711,-46.88489416,63.51416253
4.836261816,0.575886265,-1.613434,7.262567151,-46.96374063,62.97131097
4.818125368,0.5762491846,-1.618556909,7.556814497,-47.04880401,62.39373151
4.799056324,0.5766844688,-1.623968311,7.862563368,-47.13968726,61.78569712
4.779192985,0.5771986962,-1.629633503,8.176938382,-47.23599334,61.15148078
4.758673654,0.5777984454,-1.635517782,8.497064159,-47.3373252,60.49535546
4.737636632,0.5784902951,-1.641586445,8.820065317,-47.44328582,59.82159413
4.71622022,0.5792808238,-1.64780479,9.143066476,-47.55347814,59.13446976
4.69456272,0.5801766102,-1.654138114,9.463192253,-47.66750513,58.43825533
4.672802433,0.5811842328,-1.660551715,9.777567267,-47.78496975,57.73722382
4.651077661,0.5823102702,-1.667010888,10.08331614,-47.90547496,57.03564818
4.629526705,0.5835613011,-1.673480932,10.37756348,-48.02862372,56.33780141
4.608287867,0.584943904,-1.679927144,10.65743392,-48.15401899,55.64795646
4.587499448,0.5864646576,-1.68631482,10.92005208,-48.28126372,54.97038632
4.567299751,0.5881301404,-1.692609259,11.16254256,-48.40996088,54.30936396
4.547827076,0.5899469311,-1.698775757,11.38202999,-48.53971343,53.66916235
4.529219725,0.5919216082,-1.704779612,11.575639,-48.67012433,53.05405446
4.511615999,0.5940607504,-1.71058612,11.74049419,-48.80079653,52.46831327
4.4951542,0.5963709363,-1.716160579,11.87372018,-48.93133301,51.91621175
4.47997263,0.5988587444,-1.721468287,11.97244161,-49.06133671,51.40202287
4.46620959,0.6015307534,-1.72647454,12.03378307,-49.19041059,50.93001961
4.454003382,0.6043935419,-1.731144636,12.0548692,-49.31815763,50.50447494
4.442861555,0.6079626513,-1.735744824,12.04622206,-49.45249442,50.1024023
4.4321879,0.6126894123,-1.740547708,12.02106673,-49.60073851,49.69868133
4.421965076,0.618484087,-1.745528119,11.98058238,-49.76159425,49.29438427
4.412175746,0.6252569374,-1.750660887,11.92594816,-49.93376601,48.89058335
4.402802569,0.6329182256,-1.755920842,11.85834322,-50.11595814,48.48835081
4.393828206,0.6413782138,-1.761282813,11.77894672,-50.30687499,48.0887589
4.385235318,0.6505471641,-1.766721632,11.68893783,-50.50522092,47.69287986
4.377006565,0.6603353385,-1.772212129,11.58949568,-50.70970029,47.30178593
4.369124609,0.6706529991,-1.777729133,11.48179944,-50.91901746,46.91654935
4.361572111,0.6814104081,-1.783247474,11.36702827,-51.13187677,46.53824235
4.35433173,0.6925178276,-1.788741983,11.24636132,-51.3469826,46.16793719
4.347386127,0.7038855196,-1.794187491,11.12097774,-51.56303929,45.8067061
4.340717964,0.7154237463,-1.799558826,10.9920567,-51.7787512,45.45562132
4.334309902,0.7270427698,-1.804830819,10.86077734,-51.99282269,45.1157551
4.3281446,0.7386528521,-1.8099783,10.72831883,-52.20395811,44.78817967
4.322204719,0.7501642554,-1.8149761,10.59586032,-52.41086183,44.47396727
4.316472921,0.7614872417,-1.819799048,10.46458097,-52.61223819,44.17419016
4.310931866,0.7725320733,-1.824421975,10.33565992,-52.80679156,43.88992055
4.305564214,0.783209012,-1.82881971,10.21027635,-52.99322629,43.62223071
4.300352627,0.7934283202,-1.832967085,10.08960939,-53.17024673,43.37219286
4.295279766,0.8031002598,-1.836838928,9.974838222,-53.33655726,43.14087926
4.29032829,0.812135093,-1.84041007,9.867141984,-53.49086221,42.92936213
4.285480861,0.8204430819,-1.843655342,9.767699838,-53.63186595,42.73871372
4.280720139,0.8279344886,-1.846549573,9.677690939,-53.75827283,42.57000628
4.276028785,0.8345195751,-1.849067594,9.598294443,-53.86878722,42.42431204
4.271389461,0.8401086036,-1.851184234,9.530689505,-53.96211346,42.30270324
4.266784825,0.8446118362,-1.852874324,9.476055283,-54.03695592,42.20625212
4.262197541,0.847939535,-1.854112694,9.435570931,-54.09201894,42.13603093
4.257610267,0.850001962,-1.854874173,9.410415605,-54.1260069,42.09311191
4.253005665,0.8507093795,-1.855133593,9.401768462,-54.13762414,42.07856729
4.24850672,0.8504013142,-1.854805877,9.40205861,-54.12549593,42.08212789
4.244240977,0.8494999868,-1.853846662,9.402906204,-54.0899923,42.09257043
4.240197939,0.8480397001,-1.85229185,9.404276971,-54.03243474,42.10953605
4.236367109,0.8460547569,-1.850177345,9.406136636,-53.95414474,42.1326659
4.232737989,0.8435794597,-1.847539047,9.408450926,-53.8564438,42.16160109
4.229300082,0.8406481115,-1.844412858,9.411185567,-53.74065339,42.19598277
4.226042889,0.837295015,-1.840834682,9.414306284,-53.60809501,42.23545208
4.222955914,0.8335544728,-1.836840419,9.417778804,-53.46009016,42.27965014
4.22002866,0.8294607878,-1.832465972,9.421568852,-53.29796032,42.3282181
4.217250628,0.8250482627,-1.827747243,9.425642156,-53.12302698,42.38079708
4.214611321,0.8203512002,-1.822720134,9.42996444,-52.93661164,42.43702823
4.212100242,0.8154039031,-1.817420547,9.434501432,-52.74003578,42.49655267
4.209706894,0.8102406741,-1.811884384,9.439218856,-52.5346209,42.55901155
4.207420778,0.804895816,-1.806147547,9.444082439,-52.32168848,42.624046
4.205231397,0.7994036315,-1.800245938,9.449057908,-52.10256002,42.69129715
4.203128254,0.7937984233,-1.794215459,9.454110987,-51.878557,42.76040614
4.201100852,0.7881144943,-1.788092013,9.459207404,-51.65100093,42.83101411
4.199138692,0.7823861471,-1.7819115,9.464312884,-51.42121328,42.90276218
4.197231278,0.7766476845,-1.775709824,9.469393153,-51.19051555,42.9752915
4.195368112,0.7709334093,-1.769522886,9.474413938,-50.96022922,43.0482432
4.193538696,0.7652776241,-1.763386588,9.479340964,-50.7316758,43.12125842
4.191732533,0.7597146317,-1.757336832,9.484139958,-50.50617677,43.19397828
4.189939126,0.754278735,-1.751409521,9.488776645,-50.28505362,43.26604393
4.188147976,0.7490042365,-1.745640556,9.493216751,-50.06962784,43.3370965
4.186348587,0.7439254392,-1.74006584,9.497426003,-49.86122092,43.40677712
4.184530462,0.7390766456,-1.734721274,9.501370127,-49.66115436,43.47472693
4.182683101,0.7344921586,-1.729642761,9.505014849,-49.47074964,43.54058707
4.180796009,0.7302062809,-1.724866202,9.508325894,-49.29132825,43.60399867
4.178858688,0.7262533152,-1.7204275,9.511268989,-49.12421169,43.66460287
4.176860639,0.7226675644,-1.716362556,9.51380986,-48.97072144,43.7220408
4.174812756,0.7192533844,-1.712446158,9.516075706,-48.82231436,43.77710758
4.17273746,0.7157995342,-1.708439586,9.518218728,-48.66998521,43.83093417
4.170641546,0.7123169203,-1.704358487,9.520242155,-48.51436231,43.88366542
4.168531811,0.7088164495,-1.700218507,9.522149217,-48.356074,43.93544619
4.16641505,0.7053090286,-1.696035292,9.523943144,-48.1957486,43.98642133
4.16429806,0.7018055642,-1.691824487,9.525627164,-48.03401445,44.03673571
4.162187636,0.698316963,-1.687601739,9.527204508,-47.87149987,44.08653417
4.160090575,0.6948541318,-1.683382694,9.528678405,-47.7088332,44.13596157
4.158013672,0.6914279773,-1.679182997,9.530052084,-47.54664278,44.18516278
4.155963723,0.6880494061,-1.675018294,9.531328776,-47.38555692,44.23428264
4.153947525,0.684729325,-1.670904232,9.532511708,-47.22620395,44.28346602
4.151971874,0.6814786407,-1.666856456,9.533604112,-47.06921223,44.33285777
4.150043565,0.6783082599,-1.662890612,9.534609216,-46.91521006,44.38260274
4.148169394,0.6752290894,-1.659022346,9.535530249,-46.76482578,44.43284581
4.146356158,0.6722520357,-1.655267304,9.536370442,-46.61868772,44.48373181
4.144610652,0.6693880057,-1.651641132,9.537133024,-46.47742422,44.53540562
4.142939672,0.6666479061,-1.648159475,9.537821225,-46.34166361,44.58801207
4.141350015,0.6640426435,-1.644837981,9.538438273,-46.2120342,44.64169605
4.139848476,0.6615831247,-1.641692294,9.538987398,-46.08916434,44.69660239
4.138441851,0.6592802564,-1.638738061,9.539471831,-45.97368236,44.75287595
4.137136936,0.6571449453,-1.635990927,9.539894799,-45.86621659,44.8106616
4.135940528,0.6551880981,-1.633466539,9.540259534,-45.76739535,44.87010419
4.134859423,0.6534206215,-1.631180542,9.540569264,-45.67784698,44.93134858
4.133900415,0.6518534222,-1.629148582,9.540827218,-45.59819981,44.99453961
4.133070302,0.6504974069,-1.627386305,9.541036627,-45.52908217,45.05982216
4.132375878,0.6493634825,-1.625909358,9.54120072,-45.47112238,45.12734108
4.131823941,0.6484625554,-1.624733386,9.541322726,-45.42494879,45.19724121
4.131421287,0.6478055326,-1.623874034,9.541405874,-45.39118972,45.26966743
4.13117471,0.6474033206,-1.62334695,9.541453395,-45.37047351,45.34476459
4.131091008,0.6472668263,-1.623167778,9.541468518,-45.36342847,45.42267754
4.131127468,0.6482540112,-1.623573303,9.514439309,-45.3787684,45.50870224
4.131232066,0.6510860991,-1.624736695,9.436896497,-45.42277638,45.60701557
4.13139763,0.6555688897,-1.626578179,9.314157303,-45.49243474,45.71608373
4.131616988,0.6615081826,-1.629017979,9.151538948,-45.58472577,45.83437293
4.131882967,0.6687097775,-1.631976319,8.954358654,-45.69663179,45.96034938
4.132188394,0.6769794742,-1.635373424,8.727933643,-45.8251351,46.09247929
4.132526098,0.6861230723,-1.639129518,8.477581135,-45.96721803,46.22922888
4.132888905,0.6959463715,-1.643164827,8.208618353,-46.11986287,46.36906435
4.133269643,0.7062551714,-1.647399575,7.926362517,-46.28005194,46.51045192
4.13366114,0.7168552718,-1.651753985,7.636130848,-46.44476754,46.65185778
4.134056223,0.7275524724,-1.656148284,7.34324057,-46.61099198,46.79174816
4.13444772,0.7381525729,-1.660502694,7.053008901,-46.77570759,46.92858927
4.134828458,0.7484613728,-1.664737442,6.770753065,-46.93589665,47.06084731
4.135191265,0.758284672,-1.668772751,6.501790283,-47.08854149,47.18698849
4.135528968,0.7674282701,-1.672528845,6.251437775,-47.23062442,47.30547903
4.135834396,0.7756979668,-1.675925951,6.025012764,-47.35912773,47.41478514
4.136100374,0.7828995617,-1.678884291,5.82783247,-47.47103375,47.51337302
4.136319732,0.7888388546,-1.68132409,5.665214115,-47.56332479,47.59970889
4.136485296,0.7933216452,-1.683165574,5.542474921,-47.63298314,47.67225895
4.136589895,0.7961537331,-1.684328966,5.464932109,-47.67699113,47.72948942
4.136626355,0.797140918,-1.684734491,5.4379029,-47.69233105,47.76986651
4.136448067,0.7969051056,-1.684339891,5.4525981,-47.67842357,47.8005064
4.135925608,0.7962112137,-1.683182389,5.495839875,-47.63757667,47.82957536
4.13507758,0.7950795606,-1.681301429,5.566362493,-47.57110368,47.85711475
4.133922587,0.7935304644,-1.678736458,5.66290022,-47.48031792,47.88316589
4.132479234,0.7915842434,-1.67552692,5.784187323,-47.36653272,47.90777012
4.130766124,0.7892612155,-1.67171226,5.928958067,-47.2310614,47.9309688
4.128801861,0.7865816992,-1.667331925,6.095946721,-47.07521727,47.95280325
4.12660505,0.7835660124,-1.662425359,6.283887549,-46.90031367,47.97331482
4.124194293,0.7802344734,-1.657032007,6.491514819,-46.70766393,47.99254485
4.121588195,0.7766074004,-1.651191316,6.717562798,-46.49858135,48.01053468
4.118805361,0.7727051114,-1.644942731,6.96076575,-46.27437927,48.02732564
4.115864393,0.7685479248,-1.638325696,7.219857945,-46.036371,48.04295908
4.112783896,0.7641561587,-1.631379657,7.493573646,-45.78586988,48.05747634
4.109582473,0.7595501312,-1.624144059,7.780647122,-45.52418923,48.07091875
4.106278729,0.7547501604,-1.616658349,8.079812638,-45.25264237,48.08332767
4.102891267,0.7497765647,-1.60896197,8.389804462,-44.97254261,48.09474442
4.099438692,0.7446496621,-1.601094369,8.709356859,-44.6852033,48.10521035
4.095939607,0.7393897709,-1.593094991,9.037204097,-44.39193774,48.1147668
4.092412616,0.7340172091,-1.58500328,9.372080441,-44.09405927,48.12345511
4.088876323,0.728552295,-1.576858684,9.712720158,-43.7928812,48.13131661
4.085349332,0.7230153468,-1.568700646,10.05785751,-43.48971687,48.13839266
4.081850247,0.7174266825,-1.560568612,10.40622678,-43.18587959,48.14472458
4.078397672,0.7118066205,-1.552502028,10.75656221,-42.88268268,48.15035372
4.07501021,0.7061754788,-1.544540339,11.10759809,-42.58143948,48.15532142
4.071706466,0.7005535756,-1.536722989,11.45806867,-42.28346329,48.15966902
4.068505043,0.6949612291,-1.529089426,11.80670822,-41.99006746,48.16343785
4.065424546,0.6894187575,-1.521679093,12.15225101,-41.7025653,48.16666927
4.062483578,0.6839464789,-1.514531436,12.49343131,-41.42227013,48.16940461
4.059700743,0.6785647115,-1.507685901,12.82898338,-41.15049528,48.1716852
4.057094646,0.6732937735,-1.501181932,13.15764148,-40.88855407,48.17355239
4.054683889,0.6681539831,-1.495058976,13.4781399,-40.63775982,48.17504753
4.052487078,0.6631656583,-1.489356478,13.78921288,-40.39942586,48.17621194
4.050522815,0.6583491175,-1.484113882,14.0895947,-40.17486552,48.17708697
4.048809705,0.6537246788,-1.479370634,14.37801962,-39.96539211,48.17771396
4.047366352,0.6493126602,-1.47516618,14.65322192,-39.77231895,48.17813425
4.046211359,0.6451333801,-1.471539965,14.91393585,-39.59695938,48.17838918
4.045363331,0.6412071566,-1.468531434,15.15889569,-39.44062672,48.17852009
4.044840871,0.6375543078,-1.466180033,15.38683569,-39.30463428,48.17856832
4.044662584,0.634195152,-1.464525207,15.59649014,-39.1902954,48.17857521
4.045100391,0.6311064778,-1.46327445,15.79178968,-39.0906187,48.17140997
4.046376154,0.6282412228,-1.462107046,15.97780859,-38.99758457,48.15039161
4.04843339,0.625583928,-1.461020119,16.15499656,-38.91096395,48.11623623
4.051215613,0.6231191343,-1.460010795,16.32380325,-38.83052779,48.0696599
4.054666339,0.620831383,-1.4590762,16.48467834,-38.75604704,48.0113787
4.058729083,0.6187052149,-1.458213461,16.63807152,-38.68729264,47.94210871
4.06334736,0.6167251711,-1.457419703,16.78443246,-38.62403554,47.86256602
4.068464686,0.6148757928,-1.456692051,16.92421084,-38.56604669,47.7734667
4.074024576,0.6131416209,-1.456027631,17.05785634,-38.51309702,47.67552683
4.079970545,0.6115071964,-1.45542357,17.18581863,-38.46495749,47.5694625
4.086246109,0.6099570605,-1.454876993,17.3085474,-38.42139904,47.45598978
4.092794783,0.6084757542,-1.454385025,17.42649231,-38.38219262,47.33582475
4.099560082,0.6070478185,-1.453944793,17.54010306,-38.34710917,47.20968349
4.106485521,0.6056577944,-1.453553423,17.64982931,-38.31591964,47.07828209
4.113514616,0.604290223,-1.45320804,17.75612075,-38.28839497,46.94233662
4.120590882,0.6029296454,-1.45290577,17.85942706,-38.26430612,46.80256317
4.127657835,0.6015606026,-1.452643738,17.9601979,-38.24342402,46.65967781
4.134658989,0.6001676356,-1.452419072,18.05888296,-38.22551963,46.51439662
4.14153786,0.5987352855,-1.452228895,18.15593193,-38.21036388,46.36743569
4.148237963,0.5972480934,-1.452070335,18.25179446,-38.19772773,46.21951109
4.154702814,0.5956906002,-1.451940517,18.34692025,-38.18738212,46.0713389
4.160875928,0.594047347,-1.451836567,18.44175898,-38.179098,45.92363521
4.16670082,0.5923028749,-1.45175561,18.53676031,-38.17264631,45.77711609
4.172121005,0.5904417249,-1.451694773,18.63237393,-38.167798,45.63249763
4.177079999,0.5884484381,-1.451651181,18.72904951,-38.16432401,45.49049591
4.181521318,0.5863075555,-1.45162196,18.82723674,-38.1619953,45.35182699
4.185388475,0.5840036181,-1.451604236,18.92738529,-38.1605828,45.21720698
4.188624988,0.581521167,-1.451595134,19.02994484,-38.15985746,45.08735193
4.19117437,0.5788447433,-1.451591781,19.13536507,-38.15959023,44.96297795
4.192980137,0.5759588879,-1.451591302,19.24409565,-38.15955205,44.84480109
4.194325414,0.5727635267,-1.451616488,19.35711245,-38.16175596,44.72589799
4.195536277,0.5691915792,-1.451689757,19.4746985,-38.16816734,44.59941127
4.196620672,0.565277077,-1.451807674,19.59626424,-38.17848564,44.46615605
4.197586548,0.5610540519,-1.451966805,19.72122012,-38.19241035,44.32694744
4.19844185,0.5565565356,-1.452163715,19.84897658,-38.20964092,44.18260056
4.199194524,0.5518185598,-1.45239497,19.97894408,-38.22987682,44.03393052
4.199852518,0.5468741562,-1.452657136,20.11053305,-38.25281752,43.88175244
4.200423777,0.5417573564,-1.452946777,20.24315393,-38.27816248,43.72688143
4.200916248,0.5365021923,-1.45326046,20.37621718,-38.30561118,43.5701326
4.201337878,0.5311426954,-1.453594749,20.50913324,-38.33486308,43.41232108
4.201696614,0.5257128975,-1.453946211,20.64131255,-38.36561764,43.25426196
4.202000401,0.5202468302,-1.454311411,20.77216556,-38.39757434,43.09677038
4.202257186,0.5147785253,-1.454686914,20.90110272,-38.43043263,42.94066144
4.202474917,0.5093420145,-1.455069286,21.02753446,-38.46389199,42.78675026
4.202661538,0.5039713295,-1.455455093,21.15087124,-38.49765189,42.63585195
4.202824998,0.498700502,-1.4558409,21.27052349,-38.53141178,42.48878162
4.202973241,0.4935635636,-1.456223272,21.38590167,-38.56487114,42.3463544
4.203114216,0.4885945461,-1.456598775,21.49641621,-38.59772944,42.20938539
4.203255868,0.4838274811,-1.456963975,21.60147757,-38.62968613,42.07868971
4.203406144,0.4792964004,-1.457315437,21.70049619,-38.66044069,41.95508248
4.203572991,0.4750353357,-1.457649726,21.79288251,-38.68969259,41.8393788
4.203764354,0.4710783187,-1.457963409,21.87804697,-38.71714129,41.7323938
