frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz,F15_data.tx,F15_data.ty,F15_data.tz
11,7.107072601,2.207864711,0.37039537,7.317055582,2.275646755,0.3654269653,7.270590364,2.325492582,0.3675029157,6.51817453,1.480513794,1.132518523,6.982691629,1.910299771,0.5194404148,7.091766029,2.053202655,-0.006435794798,7.202221418,2.120847326,0.05296154063,7.088997476,2.011899306,0.4013102473,7.139029959,1.992274734,1.035673858,7.076075213,2.014330391,0.254913091,7.241818715,2.108257208,0.5638224885,7.090759982,2.044972074,0.1188247354,7.192191132,2.133357608,-0.07236723971,7.288100105,2.205055131,-0.1941936893,7.435572872,2.347051196,0.9495924457,7.572027842,2.47974252,0.7504914089,7.517388323,2.399482837,0.8075287987,7.3397304,2.227906293,1.018298055
12,7.103165363,2.205784181,0.3657470896,7.313450876,2.273885279,0.3607683353,7.266741849,2.323689148,0.3627594219,6.515793075,1.478873323,1.127993064,6.979825499,1.908854243,0.5138813857,7.086599627,2.050912281,-0.01043804077,7.199045178,2.118435825,0.04821830636,7.08751614,2.011119738,0.3995286684,7.136126806,1.990483044,1.032218446,7.073155281,2.012071521,0.2510504559,7.238110942,2.106506991,0.5593914605,7.086185538,2.041057565,0.1124713346,7.188455737,2.130761881,-0.07569191983,7.282636893,2.20365135,-0.1993059195,7.43212254,2.345371489,0.9433935167,7.568815887,2.478697457,0.7453136712,7.513891273,2.398618049,0.8026527562,7.335387326,2.225885523,1.012607628
13,7.099111839,2.203824687,0.3611216041,7.309735578,2.272331348,0.3560297886,7.262722377,2.322121652,0.3578858758,6.513331882,1.47736865,1.123527449,6.976700505,1.907428917,0.5083648446,7.081521865,2.048754313,-0.01453455462,7.195904948,2.116204526,0.04332163292,7.085879846,2.010414346,0.3976583589,7.133135721,1.988793237,1.028788664,7.070220735,2.009978575,0.2473491786,7.233973044,2.104745305,0.5548884394,7.081570875,2.037074615,0.1059276958,7.184427905,2.128336769,-0.07934801085,7.276957074,2.202309389,-0.2043908729,7.428512541,2.343703483,0.9369108794,7.56562541,2.477957966,0.7398399021,7.510245437,2.397953896,0.797735429,7.33068823,2.223813999,1.00652631
14,7.094969002,2.201944366,0.3565049126,7.305885739,2.270837875,0.351242598,7.258584654,2.320633047,0.3529679681,6.510630305,1.476022192,1.119201658,6.973217782,1.905922399,0.5031229153,7.076795535,2.046708779,-0.01881213684,7.192564684,2.114150855,0.03838829599,7.083881809,2.009636495,0.3954320775,7.129905338,1.987159129,1.02527327,7.067088603,2.008005452,0.2436427175,7.229766175,2.102829848,0.5503361588,7.076783675,2.03321746,0.09938142921,7.180236898,2.126031932,-0.08329622433,7.271619136,2.200705415,-0.2094764486,7.424773147,2.34205999,0.9307145657,7.562317853,2.477268591,0.7342059952,7.506362391,2.397291768,0.7928611944,7.325890609,2.221837314,1.000286043
15,7.090797211,2.20009886,0.351887085,7.301880933,2.269255334,0.3464424817,7.25438496,2.31906409,0.3480958053,6.507531058,1.474853983,1.115099757,6.969271573,1.904411495,0.4980916175,7.072686736,2.044753206,-0.02335373381,7.188791776,2.112269811,0.03353924703,7.08131855,2.008636009,0.3925871824,7.126287594,1.985531579,1.021565279,7.063579192,2.006102836,0.2397688056,7.225227679,2.100725116,0.5457389144,7.071694901,2.029678242,0.09302364966,7.176015402,2.123794739,-0.0874932185,7.267185258,2.198513557,-0.2145860028,7.420938376,2.34045309,0.9253785263,7.558758363,2.476371662,0.7285526864,7.502157329,2.396430731,0.7881190745,7.321255305,2.220099567,0.9941221331
16,7.086618281,2.198284465,0.3473770702,7.297701928,2.267533584,0.3416901365,7.250084281,2.317422549,0.3433192384,6.5039293,1.473813761,1.111587704,6.964902498,1.902984924,0.4931081116,7.069565867,2.042896799,-0.02824525989,7.184570815,2.110637202,0.02884494803,7.078147353,2.00722239,0.3890770599,7.122211486,1.983715491,1.017774208,7.059676159,2.004177746,0.2357620534,7.220031493,2.098558867,0.5410720795,7.065973002,2.026044594,0.08643018521,7.171728931,2.121589308,-0.09183439116,7.264237278,2.195252345,-0.2195388113,7.417007398,2.338745425,0.921091801,7.554973023,2.475310212,0.7227357229,7.497414742,2.39541113,0.7836974283,7.316685272,2.21844796,0.9877671867
17,7.082389502,2.196518461,0.3429943869,7.293362664,2.265754826,0.3369551539,7.245625904,2.315820095,0.3385605539,6.499938051,1.472851328,1.108652117,6.960236334,1.901556464,0.4882631578,7.067291912,2.041143133,-0.03345240949,7.180080119,2.109252679,0.02421339591,7.074480565,2.005425965,0.3850605379,7.117779782,1.98170093,1.013971698,7.055522498,2.002229518,0.2317462896,7.214448443,2.09643077,0.5363212561,7.059701372,2.022109589,0.07939693699,7.167272855,2.119437165,-0.09634738373,7.262520271,2.191061432,-0.2242798535,7.412955754,2.33689257,0.9173963767,7.551073754,2.474297084,0.7166031401,7.492144764,2.394377938,0.7795737542,7.311985377,2.216719558,0.9810320054
18,7.078078854,2.194784572,0.3386019313,7.288896971,2.263964837,0.3321436676,7.241044126,2.314250303,0.3337256721,6.495730986,1.471982933,1.105814899,6.955401748,1.900038525,0.4836524416,7.065368346,2.039458049,-0.03887069027,7.175382222,2.107993739,0.01952910212,7.070351596,2.003424088,0.3805900568,7.1131092,1.979712863,1.010000454,7.051181822,2.000343701,0.2276999423,7.208751943,2.094438984,0.5314762985,7.053377682,2.018372314,0.07245024881,7.16267904,2.11736855,-0.1011803973,7.261345394,2.186542881,-0.2290147719,7.408786441,2.335043412,0.9139020878,7.54705926,2.473326787,0.710291604,7.486605616,2.393283962,0.7755280809,7.307273863,2.215041898,0.974275214
19,7.073656534,2.193064697,0.3340671757,7.284340862,2.262207777,0.3271661491,7.236375488,2.312705133,0.328725,6.491483688,1.471222296,1.102602334,6.950529906,1.89834256,0.4793763262,7.063301079,2.037805735,-0.04439060489,7.170542014,2.106736201,0.01468140635,7.065795997,2.001392929,0.3757220319,7.108318371,1.977974607,1.005706954,7.04671994,1.998604456,0.2236056618,7.203217589,2.09268059,0.5265310695,7.047501771,2.015332559,0.06611912046,7.157981504,2.115411897,-0.1064772333,7.260025285,2.182295952,-0.2339459428,7.40450428,2.333344362,0.9102228273,7.542930661,2.472392893,0.7039422836,7.481057709,2.39208031,0.7713448614,7.30267142,2.213542384,0.9678594691
20,7.069094491,2.191339384,0.3292617165,7.27973206,2.260526654,0.3219369557,7.231658296,2.311175397,0.3234729758,6.487373156,1.470581105,1.09854463,6.94549359,1.896252454,0.475766655,7.060597998,2.036149149,-0.04989807956,7.165626283,2.105354675,0.009564011726,7.060850994,1.999507929,0.3705164085,7.103527359,1.976708302,1.000941007,7.042204391,1.997095015,0.2194498702,7.197774171,2.091252598,0.521476789,7.042575187,2.013491248,0.06093476224,7.153215946,2.113594302,-0.112377746,7.257873558,2.178917538,-0.239272849,7.400115427,2.331939832,0.9059761047,7.538691032,2.471488484,0.6977003949,7.475763162,2.390716872,0.7668125009,7.298300727,2.212348719,0.9621510057
21,7.064412059,2.18954061,0.3241693141,7.27512361,2.258824933,0.3164528945,7.226895825,2.309602041,0.3179681374,6.483394097,1.470121398,1.093533561,6.94018778,1.893794854,0.4727719377,7.057495153,2.034484374,-0.05548878652,7.160631896,2.10377912,0.004121298099,7.055385986,1.998006936,0.3652247859,7.098611517,1.976081371,0.9956123625,7.037582463,1.995981187,0.2154120505,7.192224009,2.090060496,0.5163326297,7.038832865,2.013320142,0.05740284267,7.148432252,2.111940608,-0.119166295,7.255079115,2.176475982,-0.2451335252,7.395665607,2.330894841,0.9013840014,7.534360545,2.470579205,0.6914795385,7.470766273,2.388908913,0.7620350009,7.29468597,2.211732059,0.9577583912
22,7.059655119,2.187653114,0.3189062212,7.270517469,2.257030224,0.3108099465,7.222078033,2.307961455,0.3123068286,6.479412147,1.469835909,1.087956745,6.934778542,1.891244089,0.4699219631,7.054461471,2.032810999,-0.06124854032,7.155556234,2.102051317,-0.001542737781,7.049371896,1.996793816,0.3598891521,7.093461159,1.97592101,0.9898377409,7.032790141,1.99521198,0.2115302016,7.186655081,2.08891377,0.5111393547,7.035905105,2.01447207,0.05520011017,7.143650066,2.110399632,-0.1267140776,7.252148822,2.174521966,-0.251367545,7.391168921,2.33008991,0.896841006,7.529953046,2.469621729,0.6851911692,7.465901939,2.386621405,0.7572138402,7.291841651,2.211626564,0.954495045
23,7.054836599,2.185736373,0.3135465715,7.26587584,2.255221638,0.3050748389,7.217224445,2.30629754,0.3065539451,6.475411879,1.469632127,1.08209219,6.929431522,1.88887375,0.4667474119,7.051355622,2.031097064,-0.06704402267,7.150468188,2.10021367,-0.00729099414,7.042999478,1.995542772,0.3542591166,7.08822007,1.975939306,0.9837812921,7.027879247,1.994544932,0.2075826923,7.181155938,2.087622538,0.5059399781,7.033387836,2.016219122,0.05361874173,7.138861234,2.10888506,-0.1345372063,7.248874136,2.172875046,-0.2577230997,7.38658496,2.32939161,0.8922271076,7.525463557,2.468596261,0.6789811879,7.46111898,2.384178399,0.75228676,7.28912709,2.211653014,0.9515392345
24,7.049969263,2.183850843,0.3081652131,7.261160731,2.253479192,0.2993150002,7.212354431,2.304655164,0.3007751245,6.471378079,1.469419119,1.076219129,6.92431145,1.886957111,0.4627789818,7.048036292,2.029311525,-0.07274079278,7.145436576,2.098309783,-0.01298565465,7.036459499,1.993928315,0.3480859345,7.083032367,1.975849814,0.9776087556,7.022901544,1.99373778,0.2033494351,7.175815249,2.085997922,0.500778853,7.0308771,2.017831642,0.05195423061,7.134057991,2.107312646,-0.1421506487,7.245046799,2.171355931,-0.2639467741,7.381873202,2.328666952,0.8874235914,7.520887095,2.467484202,0.6729964238,7.456365598,2.381904525,0.7471915163,7.285901173,2.211429939,0.9480717563
25,7.045065307,2.182058276,0.3028368248,7.256333549,2.251884118,0.2935976808,7.207486802,2.303080478,0.2950358612,6.467295354,1.469107824,1.070617124,6.919498768,1.885539772,0.4580714125,7.044361774,2.027424567,-0.07820417267,7.140529732,2.096384765,-0.01848907605,7.029942333,1.99162561,0.3411215842,7.07804211,1.97536786,0.9714865406,7.01790833,1.992548796,0.1986109756,7.171214109,2.08404764,0.4956123134,7.02796863,2.018578609,0.04950445836,7.129232568,2.105600488,-0.1490691245,7.240458452,2.169786782,-0.2697844433,7.376992604,2.327783718,0.8823121411,7.516218265,2.46626846,0.6673837441,7.451588962,2.380125311,0.7418650222,7.281521928,2.210574002,0.9432750477
26,7.040091965,2.180334806,0.2975163991,7.251395961,2.250522585,0.2877993031,7.202681317,2.30161361,0.2892110172,6.463221692,1.46867774,1.065145153,6.914922773,1.884402285,0.4530548443,7.040532578,2.025231294,-0.08335107182,7.135794144,2.094280598,-0.02380578373,7.023167368,1.988032108,0.3325458483,7.073394508,1.974418774,0.965241041,7.01308596,1.990859621,0.1935237701,7.167393514,2.081910212,0.49043533,7.025058782,2.018625367,0.04662013569,7.124475142,2.103733885,-0.1551616209,7.234802603,2.168248589,-0.2752029307,7.371908123,2.326780679,0.8763958411,7.511524658,2.464937424,0.6623115066,7.446778931,2.378924389,0.7362164907,7.275661809,2.208945426,0.9369179829
27,7.035051886,2.178609793,0.2921832896,7.246400137,2.249334653,0.2818722782,7.197955287,2.300216724,0.2832542067,6.459211274,1.468172694,1.059566082,6.910519804,1.883421665,0.4478215538,7.036701247,2.022702177,-0.08822587235,7.131179019,2.091945111,-0.02901463294,7.015986541,1.983266878,0.322446629,7.069037106,1.97319001,0.9588050574,7.008474372,1.988808855,0.1883335851,7.163630992,2.07959465,0.4853498286,7.022593913,2.018554973,0.04395528701,7.119804364,2.101774634,-0.1607969887,7.228246599,2.166852929,-0.2803592862,7.366674027,2.325750594,0.8696843407,7.506844256,2.463493188,0.6577416666,7.441988751,2.378057134,0.7303125778,7.268765343,2.206788375,0.9296184859
28,7.030008822,2.176877522,0.2869462104,7.241381811,2.248185148,0.2759956052,7.193262386,2.298821756,0.2773467603,6.455241747,1.46760322,1.054013229,6.906225119,1.882476794,0.4424619145,7.032652359,2.020072452,-0.09288758456,7.126605014,2.089584709,-0.03409230672,7.008787607,1.97809206,0.3119344506,7.064816328,1.971793392,0.9525026338,7.003903467,1.986541738,0.1829528774,7.159202833,2.077111038,0.480456088,7.020243225,2.018262602,0.041262626,7.115103746,2.099758085,-0.1662418969,7.221291647,2.165470731,-0.2852866372,7.361382104,2.32464567,0.8628171361,7.502125594,2.461941428,0.6535091729,7.437258933,2.377359235,0.7243236922,7.261346912,2.20429694,0.9218306859
29,7.025025212,2.175134419,0.2819109135,7.236375634,2.246941196,0.2703456831,7.188555121,2.297362845,0.2716673069,6.451289483,1.466981993,1.048617039,6.901972799,1.881448504,0.4370637858,7.028168731,2.017578679,-0.09739852532,7.12199113,2.087407517,-0.03901885814,7.001957024,1.973274977,0.3021145503,7.06057736,1.970343228,0.9466547624,6.99920146,1.984204852,0.1772909795,7.153383995,2.07447061,0.4758521596,7.017674395,2.017644141,0.038292548,7.110255085,2.097720489,-0.1717659022,7.214437663,2.163975197,-0.2900211682,7.356123383,2.323421746,0.8564308285,7.497315607,2.460289141,0.6494460726,7.432628922,2.376668716,0.7184177095,7.25391966,2.2016689,0.9140047794
30,7.020162155,2.173379111,0.2771796902,7.231415144,2.245472276,0.2650958027,7.183784803,2.295776386,0.2663912728,6.447329541,1.46632387,1.043504586,6.897770283,1.880375619,0.4314303267,7.023031376,2.015458804,-0.1018247925,7.117254687,2.085623439,-0.04377819004,6.995879942,1.969588106,0.2940864239,7.056164124,1.968956343,0.9415788974,6.99419485,1.981946188,0.1712536184,7.146119985,2.071072522,0.4716955295,7.014553535,2.016596268,0.03479263519,7.105138418,2.095699082,-0.1776419395,7.208183237,2.162241878,-0.2946026412,7.350988124,2.322038307,0.8511586193,7.492359598,2.458544719,0.6453810178,7.428137071,2.375825985,0.7127594614,7.246995472,2.19910574,0.9065865322
31,7.015515541,2.171618133,0.2728796389,7.226476701,2.243751708,0.2603682546,7.178943082,2.294022839,0.2616402861,6.443262796,1.465728246,1.038697445,6.893655672,1.879337859,0.4254807407,7.016806598,2.013907302,-0.1061138845,7.112418747,2.084405469,-0.04825752314,6.99058476,1.967106195,0.2877760417,7.051543261,1.967694416,0.9373070302,6.988588444,1.979686248,0.1641283307,7.137931778,2.066804321,0.4679592998,7.010602083,2.014925333,0.03047965624,7.099617681,2.093628866,-0.1838431565,7.202587013,2.160290936,-0.2989780139,7.345923965,2.320395753,0.8473952329,7.487137223,2.456538577,0.6414825741,7.423858355,2.374796746,0.7072888905,7.240234417,2.196370947,0.8991244104
32,7.011064791,2.169852676,0.2689541755,7.221533064,2.241871575,0.2560692019,7.17407553,2.292129615,0.2573184553,6.439090343,1.465202441,1.034125715,6.889607395,1.878280821,0.4194718171,7.009578831,2.012788782,-0.1102038601,7.10754429,2.083624656,-0.05243803742,6.9857594,1.965262027,0.2823234834,7.046827417,1.966502467,0.9335521279,6.982462208,1.977321709,0.1558951756,7.128954691,2.062411955,0.4644583896,7.005981377,2.01269724,0.02550841436,7.09377604,2.091458918,-0.190111631,7.197270513,2.158222747,-0.3030863512,7.340861575,2.318504361,0.8447795522,7.481686515,2.454240466,0.6378900184,7.419775451,2.373686498,0.7018751308,7.233213344,2.193283504,0.8912465628
33,7.00669429,2.168075992,0.2652241819,7.216610479,2.23988244,0.2520418972,7.169212407,2.290136394,0.2532690313,6.434935843,1.464626369,1.029773498,6.885602995,1.877152624,0.4136563353,7.001904257,2.011849286,-0.1141527941,7.102603483,2.083040482,-0.05645035805,6.98127656,1.963870102,0.2776422036,7.042077623,1.965325414,0.9301471392,6.976203798,1.974969461,0.1474920767,7.119321697,2.058642987,0.4610015448,7.001015353,2.010201111,0.02027725785,7.087820166,2.089250094,-0.1963798789,7.192074742,2.156036155,-0.3069615412,7.335863801,2.316491701,0.8428047765,7.47618784,2.451870057,0.6343815751,7.415786549,2.37254859,0.6965710866,7.226317624,2.190133797,0.8835107289
34,7.002287152,2.166282602,0.2615064973,7.211733874,2.23783637,0.2481252582,7.164382666,2.288084364,0.2493309517,6.430922031,1.463881922,1.025620925,6.88161925,1.875903838,0.4082830585,6.994338219,2.010837251,-0.1180228582,7.097567567,2.082413926,-0.06042865503,6.977008001,1.962746381,0.2736420914,7.037353726,1.964109721,0.9269209211,6.970200579,1.972751063,0.1398521059,7.109163546,2.056246547,0.4573913733,6.996026888,2.007729319,0.0151793144,7.081955627,2.087065522,-0.2025849506,7.186839573,2.153731566,-0.3106414905,7.330991721,2.31448605,0.8409595414,7.470819962,2.449648599,0.6307305507,7.411788723,2.371438271,0.691425444,7.219931735,2.187215966,0.8764693583
35,6.997725358,2.164468226,0.257614061,7.206926989,2.235786869,0.2441540131,7.159614083,2.286016151,0.2453389863,6.427170848,1.462852888,1.02164428,6.877753516,1.874541148,0.4032573771,6.987435363,2.009503438,-0.1218802001,7.092406995,2.081507383,-0.06451051494,6.972824682,1.961708222,0.2702296008,7.032714527,1.96280332,0.9236983757,6.964839762,1.970792615,0.1339036206,7.097037911,2.05589522,0.45362089,6.991337937,2.005577389,0.01060263996,7.076387019,2.084970516,-0.2086682902,7.181403879,2.151310871,-0.3141679805,7.32630478,2.31261633,0.8387280682,7.465760169,2.447798834,0.6267054865,7.40767807,2.370412598,0.6864828153,7.214439396,2.184827789,0.8706697599
36,6.99301214,2.162644221,0.2535273799,7.202221202,2.233697564,0.2401970358,7.154905133,2.283941944,0.2413626251,6.423730357,1.461452581,1.017910459,6.874056796,1.873120811,0.3983417189,6.981034526,2.007894193,-0.125750245,7.08690113,2.080475578,-0.06871052873,6.96893186,1.961078107,0.2679381909,7.02817386,1.961383001,0.920822122,6.960201986,1.969168016,0.129720953,7.082636081,2.057118634,0.4498200343,6.987000211,2.003774714,0.00652209106,7.071107237,2.08307837,-0.2147494606,7.175716437,2.148690332,-0.3174546475,7.321923057,2.310851778,0.8363465319,7.461017268,2.446451797,0.6221698101,7.40364306,2.369579088,0.6816861019,7.210168382,2.183047139,0.8662725978
37,6.988240519,2.160825564,0.2493681886,7.197607886,2.231538497,0.2363677938,7.150228342,2.281862387,0.2375155044,6.420513958,1.459769035,1.014433954,6.870435368,1.871670629,0.3935650669,6.974770785,2.006192689,-0.1296185273,7.081058656,2.079523452,-0.07294418835,6.965483397,1.961061917,0.266931514,7.023688232,1.959875627,0.9184676958,6.955988875,1.967779404,0.1265347829,7.067788064,2.058955466,0.4459902372,6.982812645,2.002096179,0.002618260938,7.065957147,2.081381034,-0.2209773712,7.169919771,2.145850674,-0.3204945312,7.317813327,2.309105498,0.8341709969,7.456437094,2.445466062,0.6172889498,7.399805203,2.36890646,0.6769815911,7.206881853,2.181673332,0.862852957
38,6.983425995,2.159015262,0.245156499,7.193049416,2.229374545,0.232562847,7.145571233,2.27980757,0.2336936149,6.417440475,1.457950144,1.011107533,6.866794946,1.870219671,0.3889536703,6.968892316,2.004357773,-0.1334962933,7.075193233,2.078490997,-0.07720477887,6.962272061,1.96130267,0.2665577149,7.019228991,1.958305433,0.9162045559,6.952018529,1.966498719,0.1240029981,7.054324503,2.060448016,0.4421306222,6.978717044,2.00045863,-0.001167619342,7.060912365,2.079764328,-0.227342383,7.164142062,2.142892308,-0.3234535327,7.31380322,2.307422828,0.8318604316,7.451951369,2.44465804,0.6122794331,7.395959264,2.36824572,0.6724145162,7.204115573,2.180588867,0.860074669
