T1P1T09_inf_data.tx,T1P1T09_inf_data.ty,T1P1T09_inf_data.tz,T1P1T09_inf_data.rx,T1P1T09_inf_data.ry,T1P1T09_inf_data.rz
4.489249343,0.05617154487,-1.450089864,22.44416066,-49.2990245,23.25906892
4.490706162,0.05255618756,-1.450254387,22.39599218,-49.31345977,23.39172134
4.492098044,0.0492220542,-1.450382518,22.3413245,-49.32613732,23.53374917
4.493417905,0.04620762501,-1.450478807,22.27922865,-49.33763408,23.68530511
4.494658659,0.04355138021,-1.4505478,22.20877565,-49.34852692,23.84654189
4.495813222,0.04129180002,-1.450594049,22.12903654,-49.35939278,24.01761221
4.496874512,0.03946736468,-1.450622101,22.03908234,-49.37080854,24.1986688
4.497835443,0.03811655439,-1.450636507,21.93798409,-49.3833511,24.38986435
4.498688931,0.03727784939,-1.450641814,21.82481281,-49.39759739,24.5913516
4.499427892,0.03698972989,-1.450642572,21.69863953,-49.41412429,24.80328325
4.500097391,0.03713076002,-1.450642559,21.56421249,-49.43162899,25.02454071
4.500747377,0.0375477352,-1.450642466,21.42695389,-49.4484336,25.25366791
4.501378098,0.03823148263,-1.450642214,21.2869457,-49.4645524,25.49031131
4.501989801,0.03917282949,-1.450641723,21.14426988,-49.47999969,25.73411739
4.502582733,0.04036260299,-1.450640914,20.9990084,-49.49478974,25.98473261
4.50315714,0.04179163032,-1.450639707,20.85124324,-49.50893686,26.24180346
4.50371327,0.04345073868,-1.450638023,20.70105636,-49.52245532,26.5049764
4.504251369,0.04533075525,-1.450635782,20.54852973,-49.53535941,26.77389791
4.504771684,0.04742250724,-1.450632904,20.39374531,-49.54766342,27.04821445
4.505274463,0.04971682183,-1.45062931,20.23678509,-49.55938164,27.3275725
4.505759951,0.05220452623,-1.45062492,20.07773102,-49.57052836,27.61161852
4.506228396,0.05487644762,-1.450619655,19.91666507,-49.58111785,27.899999
4.506680045,0.05772341321,-1.450613435,19.75366922,-49.59116442,28.1923604
4.507115145,0.06073625018,-1.45060618,19.58882543,-49.60068235,28.4883492
4.507533943,0.06390578574,-1.450597811,19.42221567,-49.60968593,28.78761186
4.507936684,0.06722284707,-1.450588249,19.25392191,-49.61818944,29.08979487
4.508323617,0.07067826136,-1.450577414,19.08402612,-49.62620717,29.39454468
4.508694988,0.07426285583,-1.450565226,18.91261026,-49.6337534,29.70150777
4.509051045,0.07796745765,-1.450551605,18.73975631,-49.64084244,30.01033062
4.509392033,0.08178289403,-1.450536473,18.56554624,-49.64748856,30.32065969
4.5097182,0.08569999215,-1.450519749,18.39006201,-49.65370605,30.63214146
4.510029793,0.08970957922,-1.450501354,18.21338558,-49.6595092,30.9444224
4.510327058,0.09380248243,-1.450481209,18.03559894,-49.6649123,31.25714898
4.510610243,0.09796952896,-1.450459233,17.85678405,-49.66992963,31.56996768
4.510879595,0.102201546,-1.450435347,17.67702288,-49.67457548,31.88252496
4.511135359,0.1064893608,-1.450409473,17.49639739,-49.67886415,32.19446729
4.511377784,0.1108238005,-1.450381529,17.31498955,-49.68280991,32.50544115
4.511607116,0.1151956923,-1.450351436,17.13288134,-49.68642705,32.81509302
4.511823601,0.1195958634,-1.450319116,16.95015472,-49.68972987,33.12306935
4.512027488,0.1240151411,-1.450284488,16.76689167,-49.69273265,33.42901663
4.512219022,0.1284443524,-1.450247473,16.58317414,-49.69544968,33.73258132
4.512398451,0.1328743246,-1.450207991,16.39908411,-49.69789524,34.0334099
4.512566021,0.1372958848,-1.450165962,16.21470355,-49.70008363,34.33114884
4.51272198,0.1416998604,-1.450121308,16.03011442,-49.70202912,34.62544461
4.512866574,0.1460770784,-1.450073948,15.8453987,-49.70374602,34.91594368
4.51300005,0.1504183661,-1.450023803,15.66063835,-49.7052486,35.20229253
4.513122655,0.1547145507,-1.449970793,15.47591534,-49.70655115,35.48413762
4.513234635,0.1589564593,-1.449914839,15.29131165,-49.70766797,35.76112543
4.513336239,0.1631349192,-1.449855862,15.10690923,-49.70861333,36.03290243
4.513427712,0.1672407575,-1.44979378,14.92279006,-49.70940153,36.29911509
4.513509302,0.1712648014,-1.449728516,14.7390361,-49.71004685,36.55940989
4.513581255,0.1751978782,-1.44965999,14.55572934,-49.71056359,36.81343329
4.513643819,0.179030815,-1.449588121,14.37295172,-49.71096602,37.06083176
4.51369724,0.1827544391,-1.44951283,14.19078523,-49.71126844,37.30125179
4.513741764,0.1863595775,-1.449434039,14.00931183,-49.71148514,37.53433983
4.51377764,0.1898370576,-1.449351666,13.82861349,-49.7116304,37.75974237
4.513805114,0.1931777065,-1.449265633,13.64877217,-49.7117185,37.97710587
4.513824432,0.1963723514,-1.44917586,13.46986986,-49.71176375,38.18607681
4.513835842,0.1994118194,-1.449082268,13.29198851,-49.71178042,38.38630165
4.51383959,0.2022869379,-1.448984776,13.11521009,-49.7117828,38.57742687
4.513673208,0.2051009551,-1.448758793,12.94115046,-49.70611256,38.75789297
4.513183053,0.2079604221,-1.448286672,12.77118873,-49.689397,38.92671989
4.512382616,0.2108611203,-1.447578752,12.60505177,-49.66207883,39.08442323
4.511285389,0.213798831,-1.446645371,12.44246643,-49.62460077,39.23151865
4.509904861,0.2167693356,-1.445496869,12.28315958,-49.57740552,39.36852177
4.508254523,0.2197684154,-1.444143583,12.12685809,-49.52093581,39.4959482
4.506347865,0.2227918518,-1.442595852,11.97328881,-49.45563436,39.61431359
4.504198378,0.2258354262,-1.440864015,11.82217861,-49.38194386,39.72413356
4.501819553,0.2288949198,-1.438958411,11.67325435,-49.30030706,39.82592374
4.49922488,0.2319661141,-1.436889378,11.5262429,-49.21116665,39.92019976
4.496427849,0.2350447903,-1.434667254,11.38087112,-49.11496535,40.00747724
4.493441952,0.23812673,-1.432302379,11.23686588,-49.01214588,40.08827182
4.490280678,0.2412077143,-1.429805092,11.09395403,-48.90315096,40.16309912
4.486957517,0.2442835246,-1.42718573,10.95186244,-48.78842329,40.23247476
4.483485961,0.2473499424,-1.424454632,10.81031797,-48.6684056,40.29691439
4.479879501,0.2504027489,-1.421622137,10.66904749,-48.5435406,40.35693363
4.476151625,0.2534377255,-1.418698584,10.52777786,-48.41427101,40.4130481
4.472315826,0.2564506536,-1.415694312,10.38623595,-48.28103954,40.46577344
4.468385593,0.2594373145,-1.412619658,10.2441486,-48.1442889,40.51562526
4.464374417,0.2623934896,-1.409484961,10.1012427,-48.00446182,40.56311921
4.460295789,0.2653149602,-1.406300561,9.957245105,-47.862001,40.60877091
4.456163199,0.2681975076,-1.403076796,9.811882672,-47.71734916,40.65309599
4.451990137,0.2710369133,-1.399824004,9.66488227,-47.57094903,40.69661007
4.447790094,0.2738289586,-1.396552524,9.515970759,-47.42324331,40.73982878
4.44357656,0.2765694247,-1.393272695,9.364875005,-47.27467471,40.78326776
4.439363027,0.2792540932,-1.389994856,9.211321871,-47.12568597,40.82744263
4.435162984,0.2818787453,-1.386729344,9.055038219,-46.97671978,40.87286901
4.430989922,0.2844391624,-1.383486499,8.895750913,-46.82821887,40.92006255
4.426857332,0.2869311258,-1.380276659,8.733186816,-46.68062594,40.96953886
4.422778703,0.2893504169,-1.377110163,8.567072792,-46.53438373,41.02181357
4.418767528,0.291692817,-1.37399735,8.397135704,-46.38993493,41.07740232
4.414837295,0.2939541075,-1.370948558,8.223102415,-46.24772228,41.13682072
4.411001495,0.2961300698,-1.367974125,8.044699789,-46.10818847,41.20058442
4.40727362,0.2982164852,-1.365084391,7.861654688,-45.97177624,41.26920903
4.403667159,0.300209135,-1.362289694,7.673693977,-45.83892828,41.34321019
4.400195604,0.3021038006,-1.359600373,7.480544518,-45.71008733,41.42310352
4.396872443,0.3038962634,-1.357026766,7.281933175,-45.58569609,41.50940466
4.393711169,0.3055823047,-1.354579212,7.07758681,-45.46619728,41.60262923
4.390725271,0.3071577058,-1.35226805,6.867232288,-45.35203361,41.70329285
4.387928241,0.3086182482,-1.350103618,6.650596472,-45.24364781,41.81191116
4.385333567,0.3099597131,-1.348096255,6.427406224,-45.14148258,41.92899979
4.382954742,0.3111778819,-1.3462563,6.197388409,-45.04598065,42.05507436
4.380805256,0.312268536,-1.34459409,5.960269889,-44.95758472,42.1906505
4.378898598,0.3132274567,-1.343119965,5.715777528,-44.87673751,42.33624385
4.37724826,0.3140504254,-1.341844264,5.46363819,-44.80388174,42.49237002
4.375867732,0.3147332234,-1.340777325,5.203578736,-44.73946012,42.65954465
4.374770505,0.3152716321,-1.339929487,4.935326032,-44.68391537,42.83828337
4.373970068,0.3156614329,-1.339311088,4.658606939,-44.63769021,43.0291018
4.373479913,0.315898407,-1.338932466,4.373148322,-44.60122734,43.23251557
4.37331353,0.3159783358,-1.338803962,4.078677043,-44.57496949,43.44904031
4.373464824,0.3159688645,-1.338858638,3.772192113,-44.55479083,43.68012457
4.373910528,0.3159405505,-1.339019712,3.451286837,-44.53622556,43.92643921
4.374638375,0.3158935439,-1.33928275,3.116579523,-44.51920646,44.18733332
4.375636098,0.3158279947,-1.339643318,2.76868848,-44.50366631,44.46215598
4.37689143,0.3157440529,-1.340096984,2.408232015,-44.48953789,44.75025629
4.378392103,0.3156418686,-1.340639314,2.035828437,-44.47675396,45.05098334
4.380125851,0.3155215919,-1.341265876,1.652096053,-44.4652473,45.36368622
4.382080406,0.3153833728,-1.341972235,1.257653172,-44.45495069,45.68771402
4.384243502,0.3152273612,-1.34275396,0.8531181011,-44.44579691,46.02241582
4.386602871,0.3150537073,-1.343606615,0.4391091492,-44.43771872,46.36714073
4.389146246,0.3148625611,-1.344525769,0.01624462398,-44.4306489,46.72123783
4.391861361,0.3146540727,-1.345506988,-0.4148571666,-44.42452024,47.08405621
4.394735947,0.314428392,-1.346545839,-0.8535779143,-44.41926549,47.45494495
4.397757739,0.3141856691,-1.347637889,-1.299299311,-44.41481745,47.83325317
4.400914469,0.3139260541,-1.348778703,-1.75140305,-44.41110887,48.21832993
4.404193869,0.3136496969,-1.349963851,-2.209270821,-44.40807255,48.60952434
4.407583673,0.3133567477,-1.351188897,-2.672284317,-44.40564125,49.00618548
4.411071614,0.3130473565,-1.352449408,-3.139825231,-44.40374775,49.40766244
4.414645424,0.3127216732,-1.353740953,-3.611275253,-44.40232483,49.81330432
4.418292837,0.312379848,-1.355059096,-4.086016077,-44.40130525,50.2224602
4.422001585,0.3120220309,-1.356399406,-4.563429394,-44.4006218,50.63447917
4.425759402,0.3116483719,-1.357757448,-5.042896895,-44.40020724,51.04871033
4.42955402,0.3112590211,-1.359128791,-5.523800274,-44.39999436,51.46450277
4.433373172,0.3108541285,-1.360508999,-6.005521221,-44.39991593,51.88120558
4.437204591,0.3104338441,-1.361893641,-6.487441429,-44.39990473,52.29816784
4.44103601,0.309998318,-1.363278283,-6.96894259,-44.39989353,52.71473864
4.444855162,0.3095477002,-1.364658492,-7.449406395,-44.3998151,53.13026709
4.44864978,0.3090821408,-1.366029834,-7.928214538,-44.39960222,53.54410226
4.452407597,0.3086017898,-1.367387877,-8.404748709,-44.39918766,53.95559325
4.456116345,0.3081067972,-1.368728186,-8.878390601,-44.39850421,54.36408915
4.459763758,0.3075973131,-1.37004633,-9.348521905,-44.39748463,54.76893905
4.463337568,0.3070734875,-1.371337874,-9.814524314,-44.39606171,55.16949204
4.466825509,0.3065354705,-1.372598386,-10.27577952,-44.39416821,55.56509721
4.470215313,0.3059834121,-1.373823432,-10.73166921,-44.39173691,55.95510365
4.473494714,0.3054174623,-1.375008579,-11.18157509,-44.38870059,56.33886045
4.476651443,0.3048377711,-1.376149394,-11.62487884,-44.38499201,56.7157167
4.479673235,0.3042444887,-1.377241443,-12.06096215,-44.38054397,57.08502149
4.482547821,0.3036377651,-1.378280294,-12.48920671,-44.37528922,57.44612392
4.485262936,0.3030177502,-1.379261513,-12.90899423,-44.36916056,57.79837307
4.487806311,0.3023845942,-1.380180667,-13.31970639,-44.36209074,58.14111803
4.49016568,0.301738447,-1.381033323,-13.72072488,-44.35401255,58.4737079
4.492328776,0.3010794588,-1.381815047,-14.11143139,-44.34485877,58.79549176
4.494283331,0.3004077795,-1.382521407,-14.49120762,-44.33456216,59.1058187
4.496017079,0.2997235592,-1.383147968,-14.85943525,-44.3230555,59.40403782
4.497517753,0.2990269479,-1.383690299,-15.21549599,-44.31027157,59.68949821
4.498773084,0.2983180957,-1.384143965,-15.55877152,-44.29614315,59.96154895
4.499770807,0.2975971525,-1.384504533,-15.88864354,-44.280603,60.21953914
4.500498654,0.2968642686,-1.384767571,-16.20449372,-44.2635839,60.46281786
4.500944358,0.2961195938,-1.384928644,-16.50570378,-44.24501863,60.69073421
4.501095652,0.2953632783,-1.384983321,-16.7916554,-44.22483997,60.90263728
4.500942955,0.2945655482,-1.384602486,-17.06697679,-44.19038468,61.10227031
4.500492818,0.2936988685,-1.383480567,-17.33670909,-44.12977261,61.2939191
4.499757168,0.2927667471,-1.381648443,-17.60085344,-44.04411112,61.4777466
4.498747935,0.291772692,-1.379136992,-17.85941094,-43.9345076,61.65391575
4.497477047,0.2907202113,-1.375977092,-18.11238271,-43.80206941,61.8225895
4.495956433,0.2896128127,-1.372199623,-18.35976986,-43.64790392,61.98393078
4.494198022,0.2884540044,-1.367835462,-18.60157351,-43.47311851,62.13810256
4.492213743,0.2872472943,-1.362915488,-18.83779477,-43.27882056,62.28526775
4.490015524,0.2859961904,-1.35747058,-19.06843475,-43.06611742,62.42558932
4.487615293,0.2847042007,-1.351531616,-19.29349458,-42.83611648,62.5592302
4.48502498,0.283374833,-1.345129474,-19.51297536,-42.58992511,62.68635334
4.482256514,0.2820115954,-1.338295033,-19.72687821,-42.32865068,62.80712168
4.479321822,0.280617996,-1.331059172,-19.93520425,-42.05340056,62.92169816
4.476232835,0.2791975425,-1.323452769,-20.13795458,-41.76528213,63.03024574
4.47300148,0.2777537431,-1.315506703,-20.33513033,-41.46540275,63.13292734
4.469639686,0.2762901056,-1.307251851,-20.5267326,-41.15486981,63.22990592
4.466159382,0.2748101381,-1.298719093,-20.71276252,-40.83479066,63.32134442
4.462572497,0.2733173486,-1.289939308,-20.8932212,-40.5062727,63.40740578
4.458890959,0.271815245,-1.280943372,-21.06810975,-40.17042328,63.48825294
4.455126697,0.2703073352,-1.271762166,-21.23742928,-39.82834978,63.56404886
4.45129164,0.2687971273,-1.262426567,-21.40118092,-39.48115957,63.63495647
4.447397716,0.2672881292,-1.252967454,-21.55936577,-39.12996003,63.70113871
4.443456855,0.2657838489,-1.243415706,-21.71198495,-38.77585853,63.76275854
4.439480985,0.2642877944,-1.2338022,-21.85903958,-38.41996244,63.81997889
4.435482035,0.2628034736,-1.224157817,-22.00053076,-38.06337913,63.8729627
4.431471933,0.2613343946,-1.214513433,-22.13645962,-37.70721598,63.92187293
4.427462608,0.2598840652,-1.204899927,-22.26682727,-37.35258035,63.96687251
4.423465989,0.2584559935,-1.195348179,-22.39163483,-37.00057963,64.00812439
4.419494004,0.2570536874,-1.185889066,-22.5108834,-36.65232117,64.04579151
4.415558583,0.255680655,-1.176553467,-22.6245741,-36.30891237,64.08003682
4.411671654,0.2543404041,-1.167372261,-22.73270805,-35.97146058,64.11102325
4.407845146,0.2530364428,-1.158376326,-22.83528636,-35.64107318,64.13891376
4.404090987,0.2517722791,-1.14959654,-22.93231015,-35.31885755,64.16387128
4.400421106,0.2505514208,-1.141063782,-23.02378053,-35.00592105,64.18605877
4.396847433,0.249377376,-1.13280893,-23.10969861,-34.70337105,64.20563915
4.393381895,0.2482536526,-1.124862864,-23.19006551,-34.41231494,64.22277538
4.390036421,0.2471837587,-1.117256461,-23.26488235,-34.13386008,64.2376304
4.38682294,0.2461712022,-1.1100206,-23.33415024,-33.86911385,64.25036716
4.383753381,0.245219491,-1.103186159,-23.39787029,-33.61918362,64.26114859
4.380839673,0.2443321332,-1.096784017,-23.45604362,-33.38517675,64.27013765
4.378093744,0.2435126367,-1.090845053,-23.50867134,-33.16820063,64.27749726
4.375527522,0.2427645095,-1.085400145,-23.55575457,-32.96936262,64.28339039
4.373152938,0.2420912596,-1.080480171,-23.59729443,-32.78977011,64.28797997
4.370981919,0.2414963949,-1.07611601,-23.63329202,-32.63053045,64.29142894
4.369026394,0.2409834234,-1.072338541,-23.66374846,-32.49275102,64.29390025
4.367298292,0.2405558531,-1.069178641,-23.68866486,-32.3775392,64.29555684
4.365809541,0.2402171919,-1.06666719,-23.70804235,-32.28600236,64.29656166
4.364572071,0.2399709479,-1.064835066,-23.72188203,-32.21924787,64.29707765
4.363597809,0.2398206289,-1.063713147,-23.73018503,-32.17838311,64.29726775
4.362898685,0.2397697431,-1.063332312,-23.73295244,-32.16451543,64.29729491
4.362351761,0.2398479855,-1.063636882,-23.71045674,-32.17797627,64.27176706
4.361825869,0.2400793026,-1.064535331,-23.64405666,-32.21767789,64.19650963
4.361320598,0.2404585794,-1.066004772,-23.53538273,-32.28259895,64.07351181
4.360835535,0.2409807006,-1.068022318,-23.38606547,-32.37171814,63.90476277
4.360370267,0.2416405512,-1.070565081,-23.19773544,-32.4840141,63.69225171
4.359924383,0.2424330159,-1.073610172,-22.97202315,-32.6184655,63.43796781
4.35949747,0.2433529797,-1.077134705,-22.71055913,-32.77405102,63.14390024
4.359089115,0.2443953274,-1.081115792,-22.41497393,-32.94974932,62.81203819
4.358698906,0.2455549438,-1.085530544,-22.08689806,-33.14453906,62.44437084
4.358326431,0.2468267139,-1.090356075,-21.72796207,-33.35739891,62.04288739
4.357971277,0.2482055224,-1.095569496,-21.33979648,-33.58730754,61.609577
4.357633032,0.2496862544,-1.10114792,-20.92403183,-33.83324361,61.14642887
4.357311284,0.2512637945,-1.107068459,-20.48229865,-34.09418579,60.65543217
4.357005619,0.2529330277,-1.113308225,-20.01622746,-34.36911274,60.13857609
4.356715626,0.2546888388,-1.119844331,-19.52744881,-34.65700313,59.59784982
4.356440892,0.2565261127,-1.126653888,-19.01759322,-34.95683563,59.03524253
4.356181005,0.2584397342,-1.13371401,-18.48829123,-35.2675889,58.45274341
4.355935552,0.2604245883,-1.141001808,-17.94117336,-35.5882416,57.85234164
4.355704121,0.2624755597,-1.148494395,-17.37787015,-35.91777241,57.23602641
4.3554863,0.2645875334,-1.156168883,-16.80001213,-36.25515999,56.6057869
4.355281676,0.2667553942,-1.164002384,-16.20922983,-36.59938301,55.96361228
4.355089836,0.2689740269,-1.17197201,-15.60715379,-36.94942012,55.31149175
4.354910369,0.2712383164,-1.180054875,-14.99541453,-37.30425001,54.65141449
4.354742862,0.2735431477,-1.188228089,-14.37564259,-37.66285133,53.98536968
4.354586902,0.2758834054,-1.196468766,-13.7494685,-38.02420274,53.31534651
4.354442077,0.2782539745,-1.204754017,-13.11852279,-38.38728292,52.64333415
4.354307975,0.2806497399,-1.213060956,-12.48443599,-38.75107054,51.97132179
4.354184184,0.2830655865,-1.221366694,-11.84883863,-39.11454425,51.30129861
4.35407029,0.285496399,-1.229648343,-11.21336125,-39.47668272,50.6352538
4.353965881,0.2879370623,-1.237883016,-10.57963438,-39.83646462,49.97517654
4.353870546,0.2903824613,-1.246047825,-9.94928855,-40.19286862,49.32305601
4.353783871,0.2928274809,-1.254119882,-9.323954289,-40.54487338,48.6808814
4.353705444,0.2952670059,-1.2620763,-8.705262132,-40.89145757,48.05064188
4.353634853,0.2976959212,-1.269894191,-8.094842609,-41.23159985,47.43432665
4.353571686,0.3001091117,-1.277550667,-7.494326253,-41.56427888,46.83392488
4.353515529,0.3025014621,-1.28502284,-6.905343595,-41.88847335,46.25142576
4.353465971,0.3048678574,-1.292287824,-6.329525168,-42.2031619,45.68881848
4.353422599,0.3072031824,-1.299322729,-5.768501502,-42.50732321,45.1480922
4.353385001,0.3095023221,-1.306104669,-5.22390313,-42.79993594,44.63123612
4.353352765,0.3117601611,-1.312610755,-4.697360583,-43.07997876,44.14023943
4.353325477,0.3139715845,-1.3188181,-4.190504393,-43.34643034,43.67709129
4.353302726,0.316131477,-1.324703816,-3.704965092,-43.59826934,43.24378091
4.353284098,0.3182347236,-1.330245016,-3.242373212,-43.83447442,42.84229745
4.353269183,0.320276209,-1.335418811,-2.804359284,-44.05402426,42.47463011
4.353257567,0.3222508182,-1.340202314,-2.39255384,-44.25589751,42.14276806
4.353248837,0.324153436,-1.344572638,-2.008587413,-44.43907285,41.84870049
4.353242582,0.3259789473,-1.348506894,-1.654090532,-44.60252894,41.59441658
4.35323839,0.3277222369,-1.351982195,-1.330693732,-44.74524444,41.38190552
4.353235846,0.3293781897,-1.354975653,-1.040027542,-44.86619803,41.21315649
4.35323454,0.3309416905,-1.35746438,-0.7837224957,-44.96436837,41.09015866
