frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz
1097,0.8865864028,0.4716236687,0.02679534848,0.8346125645,0.2257226038,-0.02492853724,0.9619554434,0.3314324264,0.01147936904,0.8748593826,1.032779262,1.857291488,0.230297417,0.7281122647,1.385540154,2.071437567,-0.5167053656,1.541160331,0.001498776434,0.5566220814,1.124100633,-0.04357557081,0.6192370667,-1.119834943,-0.167693713,0.3562253362,-0.8121790809,0.1306911153,0.6610572398,-1.228181745,0.0760049501,0.765974002,-1.218681194,0.1934897485,0.7851394942,-1.29272545,0.7282172819,0.9148656938,1.753169946,-0.09332700793,0.7386511586,-1.113140786,-0.3241002433,0.5393980014,-0.9178030383
1098,0.8854537089,0.4723555762,0.02709484451,0.8347825948,0.2259638912,-0.02393496074,0.9620810969,0.3320763549,0.01170851494,0.8734072815,1.033378303,1.857430884,0.228855037,0.7314121785,1.385505999,2.071033141,-0.5157334334,1.540440206,0.001624474704,0.556644099,1.124159255,-0.04342971396,0.6187070124,-1.119050659,-0.1677918731,0.3558466511,-0.8119256607,0.1301999161,0.6607888487,-1.227236249,0.0750531042,0.7654108603,-1.217485201,0.1939918791,0.7844176353,-1.291949218,0.727802513,0.9153651061,1.752886915,-0.09315682334,0.7388681093,-1.112344359,-0.3229261658,0.5376089458,-0.9168515032
1099,0.8843196436,0.4730980415,0.02743545757,0.834923705,0.2262293019,-0.02292371898,0.96222981,0.3326939571,0.01188950023,0.8719490478,1.033976508,1.857564338,0.2274438772,0.7346817195,1.385460026,2.070633625,-0.5147734287,1.539751279,0.00173300378,0.5567025399,1.1242321,-0.04330857648,0.6182543806,-1.118294211,-0.1679143701,0.3554700409,-0.8116532435,0.1296553884,0.6605531603,-1.226315908,0.07407241817,0.7648776334,-1.216316049,0.1945126182,0.7837493454,-1.291213157,0.7273913393,0.9159090897,1.752536456,-0.09299492303,0.7390909135,-1.111580958,-0.3217911706,0.5358872986,-0.9159231151
1100,0.8831899104,0.4738532314,0.02776988221,0.8350269227,0.2265236908,-0.02193915408,0.9623773584,0.3332897164,0.01201080353,0.8705251046,1.034534414,1.85765838,0.2260942311,0.7378242238,1.385377848,2.070240336,-0.5138531035,1.539039364,0.001802670806,0.556822678,1.124299268,-0.04320704548,0.6179016004,-1.117603379,-0.1680546589,0.3551229526,-0.8113600018,0.1290846721,0.6603802632,-1.225467348,0.07307048635,0.764423575,-1.215220795,0.1950387467,0.783182811,-1.290556611,0.7269676466,0.9164741779,1.752129309,-0.09284473427,0.7393263526,-1.110886348,-0.3207426408,0.5343327084,-0.9150621671
1101,0.8820701104,0.4746231283,0.028050723,0.8350831644,0.2268516504,-0.02102568877,0.9624994933,0.3338679176,0.01206087581,0.8691758553,1.03501245,1.857679397,0.2248365138,0.7407429473,1.385235204,2.069854524,-0.5130004043,1.538250198,0.001811705637,0.5570296209,1.124340797,-0.04312013517,0.6176709173,-1.117016085,-0.1682062342,0.3548327261,-0.8110442604,0.128514752,0.6603000771,-1.224737392,0.07205471578,0.7640977397,-1.21424669,0.1955568782,0.7827659966,-1.290019065,0.7265153856,0.9170367878,1.751676196,-0.092709777,0.7395810162,-1.110296366,-0.3198282224,0.5330445483,-0.9143131217
1102,0.8809657446,0.4754095394,0.0282305022,0.8350832383,0.2272175258,-0.02022781677,0.9625719413,0.3344326604,0.01202814223,0.8679416798,1.035370944,1.857593629,0.2237012505,0.7433410724,1.385007921,2.069477361,-0.5122434587,1.537329441,0.001738265769,0.5573483179,1.124336675,-0.04304297935,0.6175844104,-1.116570374,-0.1683626282,0.3546265913,-0.810704483,0.1279724636,0.6603423723,-1.224173044,0.07103233492,0.7639490028,-1.213441152,0.1960534687,0.7825466651,-1.289640124,0.7260185727,0.9175732303,1.751187822,-0.0925936612,0.7398613201,-1.109846907,-0.3190958077,0.532121941,-0.9137205655
1103,0.8798822156,0.4762141214,0.02826167408,0.8350178486,0.2276254447,-0.01959008619,0.9625704057,0.3349878794,0.01190101057,0.8668629275,1.035570139,1.857367149,0.2227190567,0.7455217191,1.384671864,2.069109943,-0.5116105445,1.536222667,0.001560444009,0.5578035761,1.124266875,-0.04297082082,0.6176640224,-1.116304377,-0.1685174054,0.3545316639,-0.8103392473,0.1274845041,0.6605368008,-1.223821456,0.07001040816,0.7640260961,-1.212851722,0.1965148315,0.7825724117,-1.289459459,0.7254612864,0.9180597177,1.750674875,-0.09250008272,0.7401735369,-1.109573914,-0.3185935086,0.531663803,-0.9133291298
1104,0.8787975312,0.4770732002,0.02816240006,0.8348818493,0.2281115908,-0.01913053855,0.9626007302,0.3355429728,0.01153396635,0.8657803865,1.035615319,1.856979125,0.2218972737,0.7472960881,1.384144127,2.068720128,-0.511113943,1.534897802,0.001263898498,0.5584106452,1.124066679,-0.04294217437,0.6180131518,-1.116254019,-0.1686869108,0.3545752334,-0.8100572524,0.1269396091,0.6609276939,-1.223687151,0.06885665088,0.7643422642,-1.212464161,0.1970318403,0.7829128813,-1.289536172,0.7248083939,0.9185509401,1.750014632,-0.09243465521,0.7406015499,-1.109514129,-0.3183079323,0.5317041023,-0.9131725793
1105,0.8776811968,0.4780238124,0.02796096941,0.8346719365,0.2287091229,-0.01885205643,0.9627491768,0.3361136486,0.0108062503,0.864545031,1.035541093,1.856425517,0.2212092891,0.7487705472,1.38336845,2.068286192,-0.5107382033,1.533333408,0.0008617311071,0.5591495734,1.123685665,-0.04300661213,0.6187064713,-1.116429198,-0.1689038061,0.3547727166,-0.8099698036,0.1262172632,0.6615440354,-1.223750189,0.06745728379,0.7648822046,-1.212241447,0.1976600281,0.7835956243,-1.289893817,0.7240557505,0.9190987533,1.749086479,-0.09241603133,0.7412262151,-1.109678095,-0.3181943746,0.5321838662,-0.9132508988
1106,0.8765347438,0.4790539885,0.02766540654,0.8343910669,0.2294021242,-0.01873232437,0.9629713567,0.3366984798,0.009786566241,0.8632107514,1.035366249,1.855728723,0.2206360244,0.7499971262,1.382393017,2.067826709,-0.5104592308,1.531553594,0.0003760890184,0.5599940793,1.123159534,-0.04316092256,0.6196888492,-1.116795873,-0.1691724089,0.3551041081,-0.8100427742,0.125345797,0.6623570004,-1.223987743,0.06586243566,0.765616474,-1.212165631,0.1983484734,0.784568615,-1.290486834,0.7232330346,0.9196877737,1.747936699,-0.0924526271,0.7420153171,-1.110031574,-0.318239978,0.5330314786,-0.9135249466
1107,0.8753660171,0.4801460171,0.02728944553,0.8340479443,0.2301690899,-0.01874327067,0.9632288705,0.3372899016,0.008550528938,0.8618218782,1.035107119,1.854915513,0.2201522986,0.751027258,1.3812645,2.067347238,-0.5102612791,1.529601823,-0.000175120722,0.5609178332,1.122520697,-0.04338343165,0.6209014699,-1.117323673,-0.1694828182,0.3555467558,-0.8102464976,0.1243732122,0.6633331895,-1.224379114,0.06414223201,0.7665113535,-1.21222171,0.199067193,0.7857747796,-1.291271113,0.7223610099,0.9203005615,1.746614819,-0.09253396372,0.742933177,-1.110544737,-0.3184157989,0.5341731868,-0.9139618384
1108,0.8741829072,0.4812822944,0.02684679046,0.833651352,0.2309886651,-0.01885682557,0.9634835005,0.3378804065,0.00717385493,0.8604227918,1.03478016,1.85401258,0.2197329756,0.7519124063,1.380029548,2.066853432,-0.510128521,1.527521567,-0.0007738919753,0.5618945962,1.121801522,-0.04365233782,0.6222856332,-1.117982254,-0.1698250423,0.3560781151,-0.8105512977,0.1233475897,0.6644393509,-1.224903695,0.06236686253,0.7675332981,-1.212394827,0.1997863633,0.7871571134,-1.292202446,0.7214605744,0.9209197647,1.745170325,-0.09264946118,0.7439442197,-1.111187764,-0.3186927434,0.5355353616,-0.9145287145
1109,0.8729933505,0.4824453165,0.02635109096,0.8332101547,0.2318396254,-0.01904494953,0.9636972201,0.3384625034,0.005732352367,0.8590579301,1.034401935,1.853046548,0.2193529803,0.7527040409,1.378734823,2.06635105,-0.5100450748,1.525356315,-0.001402118411,0.5628981989,1.121034296,-0.04394571582,0.6237827253,-1.118741361,-0.1701889983,0.3566757267,-0.8109275199,0.1223170879,0.6656423524,-1.225541016,0.06060657913,0.7686489118,-1.212670319,0.2004763178,0.7886586506,-1.293236576,0.7205527657,0.9215280856,1.743652639,-0.09278843799,0.7450129468,-1.111930885,-0.3190415733,0.5370444652,-0.915192816
1110,0.8718053301,0.4836176723,0.02581592605,0.8327333002,0.232700861,-0.01927965206,0.9638321996,0.3390286925,0.004301913982,0.8577717952,1.033989097,1.852043976,0.2189873089,0.7534536216,1.377427029,2.065845965,-0.509995023,1.523149571,-0.002041593166,0.5639025266,1.120251217,-0.04424151981,0.625334198,-1.119570868,-0.170564511,0.3573171998,-0.8113455529,0.1213299423,0.66690916,-1.226270779,0.05893169434,0.7698249281,-1.213033748,0.2011075456,0.7902224424,-1.294329242,0.7196587648,0.9221082586,1.74211111,-0.0929401111,0.7461039162,-1.112744405,-0.3194329118,0.5386270276,-0.9159215367
1111,0.8706268756,0.4847820374,0.02525479621,0.8322298197,0.2335513664,-0.01953300128,0.9638508081,0.3395714566,0.002958513241,0.8566089564,1.033558382,1.851031363,0.2186110345,0.7542125929,1.376152924,2.065344167,-0.5099624232,1.520944858,-0.002674009226,0.5648815126,1.119484379,-0.04451758565,0.6268815533,-1.120440799,-0.1709413143,0.3579802016,-0.8117758418,0.1204344645,0.6682068212,-1.227072874,0.05741258026,0.7710281936,-1.213470915,0.2016506889,0.7917915434,-1.295436201,0.7187998974,0.9226430395,1.740595011,-0.09309359605,0.7471817274,-1.113598715,-0.3198372467,0.5402096306,-0.9166824496
1112,0.8694660635,0.4859211683,0.02468112387,0.8317088272,0.2343702347,-0.01977712411,0.9637156113,0.3400832686,0.001778203784,0.8556140512,1.033126605,1.850035151,0.2181993075,0.755032386,1.374959322,2.064851763,-0.5099313111,1.518785722,-0.003280960509,0.5658091376,1.118765778,-0.04475163228,0.6283663356,-1.12132133,-0.1713090517,0.358642454,-0.812188892,0.1196790416,0.6695024532,-1.227927378,0.05611966797,0.7722256581,-1.213967868,0.2020765415,0.7933090063,-1.296513229,0.7179976338,0.9231152067,1.739153545,-0.09323790716,0.748211014,-1.114464292,-0.3202249327,0.5417188999,-0.9174433104
1113,0.8683310161,0.4870178975,0.02410826204,0.8311795187,0.2351366563,-0.0199841971,0.9633893655,0.3405566147,0.000837122234,0.854831784,1.032710666,1.849081736,0.2177273515,0.755964431,1.373893073,2.064374976,-0.5098856954,1.516715733,-0.003843943599,0.5666594369,1.118127323,-0.04492126204,0.6297301308,-1.122182768,-0.1716572788,0.3592817352,-0.8125552648,0.1191121358,0.6707632367,-1.228814554,0.0551234476,0.7733843676,-1.214510879,0.2023560464,0.7947178847,-1.297516114,0.7172735858,0.9235075728,1.737835861,-0.09336195783,0.7491564411,-1.115311685,-0.3205661926,0.543081506,-0.9181720352
1114,0.8672299014,0.4880551285,0.02354951146,0.8306511699,0.2358299226,-0.02012642787,0.9628350085,0.3409840346,0.0002114944741,0.8543069219,1.032327556,1.848197472,0.2171704529,0.7570601782,1.373001044,2.063920138,-0.5098095459,1.514778487,-0.004344360112,0.5674065139,1.117600863,-0.04500396001,0.6309145719,-1.122995515,-0.1719754656,0.3598758889,-0.8128455632,0.1187822847,0.6719564145,-1.229714816,0.054494469,0.7744714628,-1.215086425,0.2024602946,0.7959612441,-1.298400624,0.7166495027,0.9238030094,1.736691076,-0.09345456088,0.7499827105,-1.116111492,-0.3208311152,0.544224172,-0.9188366551
1115,0.8661391662,0.4890463701,0.02306638689,0.8300894503,0.2364386248,-0.02013641474,0.9620319222,0.3413053391,-3.696745568e-05,0.8540182064,1.031976799,1.84740097,0.2165206553,0.7583293372,1.372287405,2.063450881,-0.5097317942,1.512998874,-0.004839980544,0.5681151672,1.117226331,-0.0450119579,0.6319762408,-1.123739069,-0.1722641757,0.3604094113,-0.8129654585,0.1186693783,0.6730947165,-1.230625056,0.05419586896,0.7755063655,-1.215659862,0.202402286,0.7970392625,-1.299150508,0.7160808869,0.9240310774,1.735704611,-0.09353342109,0.7506292589,-1.116845639,-0.3211013343,0.5452650964,-0.9194220586
1116,0.8650392966,0.4900140659,0.02263717977,0.8294648607,0.2369742906,-0.02004977902,0.9610128046,0.3414840701,-1.154571633e-06,0.8539138341,1.031615369,1.846632629,0.2158063523,0.7597102029,1.371659106,2.062939648,-0.5097177143,1.511284869,-0.005383176064,0.5688465144,1.116950456,-0.04497431365,0.6330299535,-1.124477128,-0.1725328971,0.3609056792,-0.8129305641,0.118707105,0.674235873,-1.231608535,0.05412898471,0.7765530907,-1.216268439,0.2022286324,0.7980265521,-1.299845782,0.715525118,0.9242075291,1.734768067,-0.09361776293,0.7511064839,-1.117577592,-0.321460355,0.5463743968,-0.9199988504
1117,0.8639389503,0.4909613425,0.02218145616,0.8287893304,0.237457011,-0.01996078549,0.9598155424,0.3415554302,0.0001952721171,0.8539834331,1.031213721,1.845829584,0.2150496146,0.7611592627,1.371046293,2.06240258,-0.5097860108,1.509542708,-0.005954017158,0.5695789925,1.116695198,-0.0448985887,0.6341015618,-1.125277068,-0.1727886959,0.3613989791,-0.8128456272,0.1188697869,0.6754115001,-1.232716011,0.0542663307,0.7776423955,-1.216977933,0.2019555247,0.798974633,-1.300557988,0.7149980254,0.9243106781,1.733818443,-0.09370400829,0.7514822677,-1.118371672,-0.3218857216,0.5475536975,-0.9206341105
1118,0.8628477997,0.4918860225,0.02170862503,0.8280780601,0.2379000645,-0.01986736438,0.9584802282,0.3415495,0.0005227185097,0.8542051717,1.030785229,1.845004763,0.2142655058,0.7626580346,1.370459262,2.061858453,-0.5099115029,1.507800318,-0.006536883836,0.5703074289,1.116466679,-0.04478736135,0.6351737322,-1.12612434,-0.173032827,0.3618874896,-0.8127267943,0.1191368667,0.6766085634,-1.233916681,0.05458459957,0.7787602481,-1.217775537,0.2016034625,0.7998893256,-1.301280133,0.7145053788,0.9243576709,1.732870726,-0.09378464406,0.7517811211,-1.119213664,-0.3223501091,0.5487645454,-0.921311915
1119,0.8617755334,0.4927859261,0.02122808543,0.8273462389,0.2383167326,-0.01976747738,0.9570468587,0.3414963796,0.0009514963029,0.8545572365,1.030343249,1.844171142,0.2134691182,0.7641880505,1.36990829,2.061326081,-0.5100689854,1.506085581,-0.007116144739,0.5710266633,1.116270999,-0.04464316918,0.6362291277,-1.127004368,-0.1732665829,0.3623693751,-0.8125902026,0.1194878602,0.6778140131,-1.23517968,0.05506052029,0.7798925861,-1.218648377,0.2011929484,0.8007764662,-1.302005262,0.7140529628,0.9243656592,1.731939895,-0.09385215085,0.7520275595,-1.120089372,-0.322826131,0.5499685099,-0.9220163736
1120,0.8607318551,0.4936588738,0.02074922861,0.8266090446,0.2387202992,-0.01965911884,0.9555553371,0.3414261785,0.001451819259,0.8550178319,1.029901117,1.843341746,0.2126755705,0.7657308581,1.369403642,2.060824312,-0.5102332231,1.504426333,-0.007676157549,0.5717315489,1.116114237,-0.04446851008,0.6372504122,-1.127902553,-0.1734912922,0.3628427816,-0.8124519783,0.1199023534,0.6790147936,-1.236474087,0.05567085673,0.7810253231,-1.219583511,0.2007444881,0.8016419064,-1.302726462,0.7136465767,0.9243518041,1.731040913,-0.0938990025,0.7522461059,-1.120984619,-0.3232863408,0.5511271861,-0.9227316176
1121,0.8597264842,0.4945026885,0.0202814399,0.8258816437,0.239124051,-0.01954031705,0.9540454759,0.3413690064,0.001993799767,0.8555651795,1.02947216,1.842529638,0.2119000072,0.7672680225,1.368955571,2.060372026,-0.510378944,1.502850358,-0.008201269257,0.5724169533,1.116002455,-0.0442658428,0.6382202543,-1.128804261,-0.1737083192,0.3633058336,-0.8123282358,0.120360001,0.6801978525,-1.237768913,0.05639240673,0.7821443549,-1.220567926,0.2002785904,0.8024915147,-1.303436857,0.7132920341,0.92433328,1.730188728,-0.09391766616,0.7524612954,-1.121885256,-0.323703233,0.5522021984,-0.9234417894
1122,0.8587691551,0.4953151987,0.01983410055,0.8251791914,0.239541278,-0.01940913527,0.952556998,0.3413549664,0.00254744569,0.8561775169,1.029069696,1.841747924,0.211157598,0.7687811288,1.36857433,2.059988136,-0.5104808328,1.501385389,-0.008675816289,0.5730777602,1.115941696,-0.044037587,0.6391213313,-1.129694822,-0.1739190625,0.3637566303,-0.8122350766,0.120840525,0.6813501478,-1.239033106,0.05720200151,0.7832355644,-1.221588533,0.1998157668,0.8033311771,-1.304129613,0.7129951617,0.9243272783,1.72939827,-0.09390060331,0.752697678,-1.122777166,-0.3240492423,0.5531552047,-0.9241310326
1123,0.8578696174,0.4960942414,0.01941658934,0.8245168309,0.2399852745,-0.01926367282,0.9511295369,0.3414141494,0.003082657523,0.8568330962,1.02870704,1.841009743,0.2104635378,0.7702517844,1.368270174,2.059691584,-0.5105135245,1.500059099,-0.009084124481,0.573708872,1.115937995,-0.04378612267,0.6399363327,-1.130559526,-0.1741249537,0.3641932428,-0.8121885887,0.1213237132,0.6824586549,-1.240235546,0.05807650571,0.7842848256,-1.22263217,0.1993765314,0.8041667993,-1.30479793,0.712761798,0.9243510114,1.728684447,-0.09384027152,0.7529798229,-1.123646265,-0.324296742,0.5539479017,-0.9247834826
1124,0.8570376357,0.4968376647,0.01903828404,0.8239096922,0.2404693409,-0.01910206609,0.9498026364,0.3415766308,0.003569225839,0.8575101821,1.028397507,1.840328269,0.2098330471,0.7716616219,1.368053368,2.059501334,-0.510451597,1.498899101,-0.009410508925,0.5743052114,1.115997371,-0.04351378909,0.6406479634,-1.131383621,-0.1743274563,0.3646137109,-0.8122048457,0.1217894188,0.6835103717,-1.241345045,0.05899281772,0.7852780067,-1.223685594,0.1989813997,0.805004309,-1.305435049,0.7125977911,0.9244217167,1.728062145,-0.09372912697,0.7533323222,-1.124478509,-0.3244180414,0.5545420302,-0.9253832576
1125,0.8562829894,0.4975433315,0.01870856272,0.8233728907,0.2410067854,-0.01892248945,0.9486157488,0.3418724677,0.003976829047,0.8581870494,1.028154409,1.839716706,0.2092813735,0.7729923027,1.367934186,2.059436374,-0.5102695646,1.49793295,-0.009639273664,0.5748617248,1.116125838,-0.04322288327,0.6412389464,-1.13215231,-0.1745280643,0.3650160405,-0.8122999064,0.1222175598,0.6844923233,-1.242330344,0.05992787055,0.7862009728,-1.224735484,0.1986508883,0.805849659,-1.306034245,0.712508996,0.9245566601,1.727546222,-0.09355962783,0.7537797946,-1.125259898,-0.3243853819,0.5548993812,-0.9259144505
1126,0.8555286847,0.4982330892,0.01840948718,0.8228293995,0.2416085481,-0.01869679019,0.9474031367,0.3423106815,0.004385261911,0.858862033,1.027967449,1.839176453,0.2087298086,0.7743370944,1.367921024,2.059430778,-0.5100079966,1.497133117,-0.00978916304,0.5753516661,1.116344582,-0.04295696664,0.6418386528,-1.13289602,-0.1747653102,0.3654583453,-0.8124907499,0.1226270291,0.6854958626,-1.243243712,0.06103564256,0.7871526222,-1.225882262,0.1982288321,0.8067970665,-1.306589293,0.7124592751,0.9247556012,1.72715298,-0.09336207858,0.7544113907,-1.126021101,-0.3241964062,0.5550400265,-0.9264006667
1127,0.8547248606,0.4989211586,0.01812659312,0.822225156,0.2422636409,-0.01839727549,0.9460254528,0.3428601523,0.004889727594,0.8595722359,1.027839458,1.838694098,0.2081262805,0.7757894571,1.368014073,2.059442132,-0.5096947021,1.496468889,-0.009873903984,0.5757721037,1.116669096,-0.04273519868,0.642527191,-1.133642769,-0.1750533408,0.3659603521,-0.812758072,0.1230614598,0.6865695602,-1.244147779,0.06244818875,0.7881879777,-1.22719996,0.197593514,0.807877384,-1.307099387,0.7124354396,0.9250209994,1.726878357,-0.09315783319,0.7552353654,-1.126792015,-0.3238703774,0.5549960272,-0.9268640532
1128,0.8539123638,0.4995953238,0.01786556421,0.821598973,0.2429544612,-0.01803506031,0.9445513135,0.3434918371,0.00547233412,0.8603411834,1.027781908,1.838258384,0.2075134756,0.7773187812,1.368203809,2.059505594,-0.5093078119,1.49594519,-0.009882950918,0.5761453005,1.117086216,-0.04252849795,0.6432333522,-1.134383956,-0.1753646192,0.3664790094,-0.8130772362,0.123533188,0.6876568427,-1.245035561,0.06410532276,0.7892476792,-1.228643234,0.1968131235,0.8090225646,-1.307573067,0.7124647369,0.9253547433,1.726702636,-0.09293068427,0.7561751007,-1.127566105,-0.3234182316,0.5547658468,-0.9272982616
1129,0.8531122864,0.5002543308,0.01763088101,0.8209688586,0.2436751383,-0.01762728463,0.9430288638,0.3441874694,0.006111487827,0.8611671042,1.027784003,1.837866668,0.2069098509,0.7788837577,1.368481874,2.059625192,-0.5088470553,1.495552655,-0.009829832535,0.5764883447,1.117579344,-0.04232161983,0.6439219974,-1.135113455,-0.175688091,0.3670020664,-0.8134317044,0.1240413463,0.688738456,-1.245901034,0.06593413862,0.7903096229,-1.230165962,0.1959434436,0.8102027357,-1.308017402,0.7125491544,0.925739159,1.726612194,-0.09267776598,0.7571901488,-1.128337463,-0.3228660543,0.5543814881,-0.9277021919
1130,0.8523457412,0.5008969126,0.0174269429,0.8203527983,0.2444197289,-0.01719116405,0.9415062269,0.344928739,0.006785466286,0.8620482317,1.027834884,1.837516256,0.2063339094,0.780443045,1.368839924,2.059804941,-0.5083122228,1.495281822,-0.009728126249,0.5768182304,1.118131848,-0.04209925218,0.6445579853,-1.13582513,-0.1760126474,0.3675172679,-0.8138049735,0.124585121,0.6897951286,-1.246738144,0.06786186893,0.7913516655,-1.231721844,0.1950402934,0.8113880451,-1.308439542,0.7126906746,0.9261565085,1.726593374,-0.09239614208,0.7582400474,-1.12910015,-0.3222399559,0.5538748977,-0.9280747629
1131,0.8516338609,0.5015217892,0.0172580613,0.8197687566,0.2451822109,-0.01674399206,0.9400315081,0.3456972871,0.007472422317,0.8629828069,1.027923627,1.837204408,0.2058042043,0.7819552614,1.369269642,2.060048836,-0.5077031802,1.495123135,-0.009591461189,0.5771518448,1.118727044,-0.04184601269,0.6451061756,-1.136512828,-0.1763271235,0.3680123627,-0.8141805759,0.1251637542,0.690807571,-1.247540815,0.06981588726,0.7923516312,-1.233264405,0.1941595318,0.8125486655,-1.308846717,0.7128912778,0.926588978,1.726632489,-0.09208279963,0.7592843208,-1.129848177,-0.3215660793,0.553277959,-0.9284149373
1132,0.8509977975,0.5021276684,0.01712845562,0.819234679,0.2459564792,-0.01630314032,0.938652798,0.3464747033,0.008150389218,0.8639690806,1.028039233,1.836928342,0.2053393406,0.7833789789,1.369762739,2.060360862,-0.5070198802,1.495066939,-0.009433519499,0.5775059575,1.119348192,-0.04154644882,0.6455314296,-1.137170379,-0.176620298,0.3684751105,-0.8145420805,0.1257765432,0.6917564741,-1.248302945,0.07172370733,0.7932873177,-1.234746993,0.1933570596,0.8136547964,-1.309246225,0.7131529439,0.9270186688,1.726715824,-0.0917346455,0.7602824809,-1.130575503,-0.3208706066,0.552622486,-0.9287217401
1133,0.8504587207,0.5027132437,0.01704225182,0.8187684942,0.2467363436,-0.01588605722,0.9374181758,0.3472425235,0.00879728718,0.8650053139,1.028170627,1.836685231,0.2049579743,0.7846727172,1.370310961,2.060744986,-0.5062623717,1.495103489,-0.009268035953,0.5778972158,1.11997849,-0.0411850403,0.6457986109,-1.137791601,-0.1768808951,0.3688932857,-0.8148730935,0.1264228389,0.6926225082,-1.249018412,0.07351297886,0.7941365003,-1.236122793,0.1926888205,0.8146766647,-1.309645433,0.7134776542,0.9274275911,1.726829638,-0.09134850589,0.7611940275,-1.131276026,-0.3201797632,0.5519402203,-0.9289942732
1134,0.8500378158,0.5032771922,0.01700348362,0.8183881164,0.2475155294,-0.01551026459,0.9363757121,0.3479822286,0.009390930867,0.8660897798,1.028306658,1.836472211,0.2046788097,0.7857949394,1.370906085,2.061205164,-0.5054308067,1.495222953,-0.009108795891,0.5783421427,1.120601076,-0.04074620416,0.6458725835,-1.138370302,-0.1770975869,0.3692546786,-0.8151572592,0.1271020427,0.6933863212,-1.249681077,0.07511148021,0.7948769339,-1.237344832,0.1922107994,0.815584523,-1.31005177,0.7138673914,0.9277976604,1.726960167,-0.09092112853,0.7619784484,-1.13194359,-0.3195198208,0.5512628289,-0.9292317244
1135,0.8497562827,0.5038181706,0.01701609644,0.8181114481,0.2482876802,-0.01519335266,0.9355734708,0.3486752446,0.00990903812,0.8672207626,1.028436096,1.836286379,0.2045205936,0.7867040472,1.371539912,2.061745345,-0.5045254451,1.495415418,-0.008969631486,0.5788571396,1.121199027,-0.04021430241,0.6457182095,-1.138900291,-0.1772589979,0.3695470942,-0.8153782604,0.1278136013,0.6940285368,-1.250284785,0.07644710762,0.7954863534,-1.238366005,0.1919790197,0.8163486463,-1.310472725,0.71432414,0.9281106971,1.727093623,-0.09044918801,0.7625952181,-1.132571984,-0.318917097,0.5506219056,-0.9294333703
1136,0.8496353325,0.5043348102,0.01708395396,0.8179563826,0.2490463631,-0.01495297322,0.9350595113,0.3493029438,0.01032923976,0.8683965573,1.028547635,1.8361248,0.2045021076,0.7873583782,1.372204262,2.062369467,-0.5035466566,1.49567091,-0.008864416359,0.5794584929,1.121755371,-0.03957365216,0.6453003445,-1.139375389,-0.1773537106,0.3697583481,-0.8155198193,0.128557001,0.6945297521,-1.250823379,0.07744786116,0.7959424724,-1.23913909,0.1920495386,0.8169393269,-1.310915845,0.7148498853,0.9283484279,1.727216195,-0.0899292939,0.763003797,-1.133154956,-0.3183979548,0.550048973,-0.9295985759
1137,0.8495791638,0.5048212402,0.01713628168,0.8178457237,0.2498232357,-0.01479841827,0.9347729402,0.3498983952,0.01059727051,0.8696607251,1.028634862,1.8360019,0.2045871059,0.7877251579,1.372921475,2.063100526,-0.5025339201,1.495980478,-0.008848505436,0.5801845951,1.122301479,-0.0389396521,0.6446128438,-1.139845378,-0.1774157751,0.3699320768,-0.8156374648,0.1293435875,0.6949785359,-1.251338323,0.07806080341,0.7963275481,-1.239706874,0.1924285214,0.817449425,-1.311410257,0.7154339648,0.9285160714,1.727343091,-0.08941833497,0.7632741385,-1.133756294,-0.3178848354,0.5494478431,-0.9297498558
1138,0.8495073382,0.5052789541,0.01716230893,0.8177167818,0.2506488136,-0.01466802421,0.9346259288,0.3505099831,0.01074776951,0.8710488555,1.028757535,1.835958064,0.2047353278,0.7878645173,1.373749213,2.063967736,-0.5014610804,1.496416427,-0.008936816285,0.581066996,1.122917651,-0.03840329891,0.6436586383,-1.140312179,-0.1774732786,0.3700839065,-0.8157385957,0.1301846397,0.6954212877,-1.251828601,0.07833633977,0.796685867,-1.2401178,0.1930629761,0.8179366954,-1.311933726,0.7160690577,0.9286866408,1.727530548,-0.08895537367,0.7634617661,-1.134389643,-0.3172929176,0.5486899821,-0.9298626232
