T1P1T09_ope_data.tx,T1P1T09_ope_data.ty,T1P1T09_ope_data.tz,T1P1T09_ope_data.rx,T1P1T09_ope_data.ry,T1P1T09_ope_data.rz
0.02244250481,1.612373728,-1.838038072,12.9506881,2.011461494,19.01247967
0.02165276985,1.611469349,-1.838038988,12.95092442,2.014862546,19.01402833
0.01939843549,1.608887758,-1.838045398,12.95159902,2.024571006,19.01844902
0.01585180756,1.604826274,-1.838062798,12.95266034,2.039844824,19.02540387
0.01118519185,1.599482217,-1.83809668,12.95405681,2.059941954,19.03455498
0.005570894189,1.593052905,-1.838152541,12.95573687,2.084120346,19.04556448
-0.0008187796208,1.585735657,-1.838235874,12.95764895,2.111637955,19.05809447
-0.007811523768,1.577727793,-1.838352174,12.95974151,2.14175273,19.07180706
-0.01523503244,1.569226631,-1.838506935,12.96196297,2.173722625,19.08636438
-0.02291699983,1.560429491,-1.838705653,12.96426177,2.206805592,19.10142852
-0.03068512013,1.551533691,-1.83895382,12.96658635,2.240259583,19.11666161
-0.03836708751,1.54273655,-1.839256933,12.96888515,2.27334255,19.13172576
-0.04579059619,1.534235388,-1.839620485,12.97110661,2.305312445,19.14628307
-0.05278334033,1.526227524,-1.84004997,12.97319917,2.335427221,19.15999567
-0.05917301414,1.518910277,-1.840550884,12.97511125,2.362944829,19.17252566
-0.06478731181,1.512480965,-1.841128721,12.97679131,2.387123222,19.18353515
-0.06945392751,1.507136907,-1.841788975,12.97818778,2.407220351,19.19268627
-0.07300055545,1.503075424,-1.842537141,12.9792491,2.422494169,19.19964112
-0.0752548898,1.500493833,-1.843378713,12.9799237,2.432202629,19.20406181
-0.07604462477,1.499589454,-1.844319186,12.98016002,2.435603682,19.20561046
-0.07571696175,1.499589943,-1.845566337,12.97824662,2.430642329,19.1948839
-0.07476376025,1.499593366,-1.847304829,12.97268037,2.415976225,19.16358379
-0.07322970158,1.499602656,-1.849505488,12.96372217,2.391932299,19.11302951
-0.07115946706,1.499620748,-1.852139137,12.95163296,2.35883748,19.04454042
-0.06859773802,1.499650576,-1.855176603,12.93667365,2.317018697,18.95943588
-0.06558919578,1.499695072,-1.85858871,12.91910515,2.26680288,18.85903527
-0.06217852165,1.499757172,-1.862346283,12.89918839,2.208516957,18.74465795
-0.05841039696,1.499839808,-1.866420146,12.87718428,2.142487859,18.61762329
-0.05432950302,1.499945915,-1.870781125,12.85335375,2.069042514,18.47925065
-0.04998052116,1.500078426,-1.875400044,12.82795771,1.988507852,18.33085941
-0.0454081327,1.500240276,-1.880247729,12.80125707,1.901210802,18.17376892
-0.04065701896,1.500434398,-1.885295004,12.77351276,1.807478293,18.00929856
-0.03577186126,1.500663726,-1.890512694,12.7449857,1.707637255,17.8387677
-0.03079734091,1.500931194,-1.895871623,12.7159368,1.602014617,17.66349569
-0.02577813925,1.501239736,-1.901342618,12.68662698,1.490937308,17.48480191
-0.02075893758,1.501592285,-1.906896502,12.65731716,1.374732258,17.30400573
-0.01578441723,1.501991775,-1.9125041,12.62826827,1.253726396,17.12242651
-0.01089925953,1.502441141,-1.918136238,12.5997412,1.128246651,16.94138362
-0.006148145788,1.502943315,-1.92376374,12.57199689,0.9986199527,16.76219643
-0.001575757327,1.503501233,-1.929357431,12.54529626,0.8651732301,16.58618429
0.002773224531,1.504117827,-1.934888136,12.51990022,0.7282334125,16.41466659
0.006854118467,1.504796032,-1.94032668,12.49606968,0.5881274294,16.24896269
0.01062224316,1.505538781,-1.945643887,12.47406557,0.4451822101,16.09039195
0.01403291729,1.506349008,-1.950810583,12.45414881,0.2997246837,15.94027374
0.01704145953,1.507229647,-1.955797592,12.43658032,0.1520817797,15.79992743
0.01960318857,1.508183632,-1.960575739,12.421621,0.00258042728,15.67067239
0.02167342309,1.509213897,-1.96511585,12.40953179,-0.1484524442,15.55382798
0.02320748176,1.510323375,-1.969388748,12.4005736,-0.3006899054,15.45071356
0.02416068326,1.511515001,-1.97336526,12.39500734,-0.4538050271,15.36264852
0.02448834628,1.512791708,-1.977016209,12.39309394,-0.60747088,15.29095221
0.02445140206,1.514171032,-1.980470565,12.3940298,-0.7628731108,15.22851306
0.02434148623,1.515665497,-1.983877848,12.39679532,-0.9213384819,15.16733508
0.02415997407,1.517270521,-1.987239705,12.40132741,-1.082751737,15.10741104
0.02390824082,1.518981517,-1.990557787,12.40756297,-1.24699762,15.0487337
0.02358766174,1.520793903,-1.993833742,12.41543891,-1.413960875,14.99129581
0.02319961209,1.522703095,-1.997069217,12.42489215,-1.583526246,14.93509014
0.02274546713,1.524704509,-2.000265864,12.43585958,-1.755578477,14.88010944
0.02222660212,1.526793559,-2.003425329,12.44827813,-1.930002311,14.82634648
0.02164439231,1.528965664,-2.006549262,12.46208469,-2.106682492,14.773794
0.02100021296,1.531216238,-2.009639312,12.47721618,-2.285503764,14.72244479
0.02029543934,1.533540697,-2.012697128,12.4936095,-2.466350872,14.67229158
0.0195314467,1.535934458,-2.015724358,12.51120156,-2.649108558,14.62332715
0.01870961029,1.538392937,-2.018722651,12.52992928,-2.833661567,14.57554425
