C2P1T03_hyoid_data.tx,C2P1T03_hyoid_data.ty,C2P1T03_hyoid_data.tz,C2P1T03_hyoid_data.rx,C2P1T03_hyoid_data.ry,C2P1T03_hyoid_data.rz
2.310931911,0.6167143528,0.9871021167,52.5096329,40.09960585,70.1270803
2.308751309,0.6177214256,0.9857782165,52.29820852,40.09047974,70.22809359
2.306623174,0.6186679584,0.9844889946,52.09645091,40.07657443,70.32674471
2.304546535,0.6195530453,0.9832312786,51.90420566,40.05776116,70.42309967
2.302520471,0.6203757562,0.9820021495,51.72131919,40.03391512,70.51722817
2.300544104,0.6211351469,0.9807989328,51.54763881,40.00491534,70.60920328
2.298616584,0.6218302672,0.979619189,51.38301274,39.97064466,70.69910101
2.296737085,0.6224601693,0.9784607043,51.22729007,39.93098962,70.78700001
2.294907596,0.6230207451,0.9773152694,51.08014433,39.88550981,70.87286638
2.293131743,0.6235134866,0.9761718663,50.94174393,39.83414573,70.95622098
2.291411109,0.6239459333,0.9750241867,50.81268659,39.77735866,71.03647889
2.289747233,0.6243257109,0.9738659109,50.69357809,39.71561109,71.11305925
2.288141646,0.6246605052,0.9726907745,50.58503273,39.64936729,71.18538596
2.2865959,0.6249580343,0.9714926442,50.48767377,39.57909392,71.25288837
2.285111604,0.6252260188,0.9702656002,50.40213375,39.50526061,71.31500179
2.28369046,0.6254721499,0.9690040279,50.32905476,39.42834061,71.37116806
2.282349859,0.625677057,0.9677259966,50.27752636,39.34197451,71.42443938
2.281100714,0.6258289803,0.9664519296,50.25292148,39.24196959,71.47700946
2.279935255,0.6259469212,0.9651817087,50.25035118,39.13207934,71.527053
2.278846097,0.6260495604,0.9639169207,50.26497386,39.01608383,71.57276936
2.277826397,0.6261550436,0.9626602767,50.29199171,38.8977791,71.61238467
2.276869934,0.6262808656,0.9614151327,50.32664515,38.78096809,71.64415049
2.27597111,0.6264438562,0.9601851148,50.36420556,38.66945322,71.66633907
2.275124855,0.6266602692,0.9589738526,50.39996606,38.56703071,71.67723515
2.274358732,0.6269467459,0.9575938524,50.43930629,38.47218444,71.66929518
2.273692369,0.6272896591,0.9559390898,50.48880423,38.3806189,71.64021841
2.273107936,0.62765984,0.9541334909,50.54552065,38.2919445,71.59612518
2.272586064,0.6280284133,0.9522987579,50.6064666,38.20576233,71.54309518
2.272105844,0.6283667401,0.9505544838,50.66860722,38.12166715,71.48716898
2.271644784,0.6286464694,0.9490181303,50.72886525,38.03924867,71.43434929
2.271178737,0.6288396971,0.9478048696,50.7841238,37.95809128,71.39060225
2.270681801,0.6289192288,0.947027291,50.83122853,37.87777225,71.3618586
2.270220657,0.6289089196,0.9467350197,50.86804668,37.80292387,71.34059866
2.269855618,0.628850919,0.9468454652,50.89678276,37.73648519,71.31683153
2.269550055,0.6287465643,0.9472704173,50.92075334,37.67549089,71.29275164
2.269267782,0.6285975183,0.9479211786,50.94326672,37.61698172,71.27055432
2.268973194,0.6284056466,0.948708483,50.96762382,37.55800406,71.2524397
2.268631323,0.6281729541,0.9495424606,50.99711682,37.49560917,71.24061274
2.268207827,0.627901584,0.9503326468,51.03502582,37.42685191,71.23727963
2.267668894,0.6275938772,0.9509880383,51.08461334,37.34878916,71.24464043
2.266952918,0.6272164929,0.9515624871,51.13399783,37.26013563,71.2611419
2.266058358,0.6267484835,0.9521704083,51.17347448,37.16306603,71.28374479
2.265043094,0.6262095974,0.9528128756,51.20956199,37.05983205,71.31243073
2.263966456,0.6256179568,0.9534923283,51.24879398,36.95268858,71.34720809
2.262889108,0.6249901516,0.9542121142,51.29772298,36.84389218,71.38811315
2.261873191,0.6243410836,0.9549765879,51.36292385,36.73570168,71.43521561
2.260982717,0.623683549,0.9557917567,51.45099643,36.63038065,71.48862843
2.260284227,0.6230275463,0.9566664626,51.56856745,36.53020195,71.54852199
2.259742757,0.6223398488,0.9575968639,51.70930897,36.43231474,71.62269761
2.259273861,0.6215938322,0.9585701778,51.86296774,36.33293417,71.71493543
2.258873009,0.6208058187,0.9595880213,52.03034772,36.23296494,71.81947417
2.258536769,0.6199906271,0.9606565568,52.21231416,36.13335018,71.93062072
2.25826302,0.6191612387,0.9617871296,52.4097952,36.03508014,72.04275645
2.258051188,0.6183284638,0.9629970309,52.62378228,35.93919885,72.15034136
2.257902515,0.6175006005,0.9643103867,52.85532926,35.84680874,72.24791621
2.257820352,0.6166830716,0.9657591715,53.10555016,35.75907347,72.33010257
2.257945927,0.6157798956,0.9675369322,53.37668331,35.67856926,72.40535463
2.258366209,0.6147138435,0.9697317578,53.6694381,35.60528741,72.48395392
2.259004863,0.6135165775,0.9722255785,53.98269142,35.5365795,72.56331973
2.259785192,0.6122205985,0.9749023487,54.3153399,35.46982526,72.64086256
2.260629833,0.6108595342,0.9776479057,54.66630423,35.40243629,72.71397983
2.261460521,0.6094685161,0.980349794,55.03453593,35.3318592,72.78005343
2.262197905,0.6080846477,0.9828970607,55.41902655,35.2555785,72.83644909
2.262761411,0.6067475651,0.9851800249,55.8188193,35.17111891,72.88051754
2.263285883,0.6054668956,0.987412811,56.26031788,35.07665257,72.91153508
2.26395354,0.6041713433,0.9899009456,56.75786687,34.97457172,72.93276006
2.264745298,0.6027909741,0.9926506285,57.29238533,34.86859296,72.94729218
2.265627615,0.6012720693,0.995632658,57.84466686,34.76215559,72.9578741
2.266549562,0.5995808968,0.9987782829,58.39538377,34.65839135,72.96682332
2.267441048,0.5977063362,1.001978902,58.92511265,34.56013095,72.97599401
2.268212524,0.5956608548,1.005089266,59.41437239,34.46994225,72.98677535
2.268756401,0.5934793649,1.007933764,59.84366524,34.39019398,73.00013191
2.269072387,0.5911276809,1.010506465,60.24088705,34.31012297,73.01903363
2.269259874,0.5885676937,1.012941819,60.64125531,34.22113402,73.04389461
2.26934584,0.5858470611,1.015253114,61.0362593,34.12870497,73.07148517
2.269352932,0.5830184745,1.017448832,61.41739262,34.03826679,73.09846116
2.269299557,0.5801396897,1.019533459,61.77616348,33.95521473,73.12136864
2.269200062,0.577273439,1.021508311,62.1040988,33.88491828,73.13664726
2.26906502,0.5744872001,1.023372334,62.39274097,33.83272968,73.14063239
2.268901628,0.5718528072,1.025122848,62.63363601,33.8039905,73.1295559
2.268410474,0.5694035099,1.026565874,62.81306664,33.79747033,73.10725728
2.267395715,0.5671232606,1.02757586,62.93220317,33.80718985,73.0785607
2.266024267,0.5650038549,1.028263697,63.00490339,33.8314278,73.04124967
2.264470352,0.563026952,1.028751798,63.04499901,33.86850492,72.99326636
2.262913991,0.5611660139,1.02917035,63.06628802,33.9167427,72.9326689
2.261539978,0.5593876023,1.02965516,63.08253319,33.97444018,72.85760568
2.260537353,0.5576519676,1.03034702,63.10746559,34.0398675,72.76630676
2.26009937,0.5559128853,1.031392527,63.15479177,34.11127556,72.65709251
2.260269159,0.5541954827,1.032739037,63.25048096,34.18793544,72.53658047
2.260884644,0.5525398942,1.034220095,63.39318021,34.2712766,72.41045292
2.261826441,0.5509272388,1.035805804,63.5555799,34.36273802,72.27552763
2.262961869,0.5493547786,1.037446699,63.71032953,34.46365291,72.12831991
2.264144004,0.5478370348,1.039071743,63.83002657,34.57522541,71.96500972
2.265213209,0.546404172,1.040590376,63.88720901,34.69853632,71.78146252
2.266001213,0.545097433,1.041898323,63.85434833,34.83457363,71.57330637
2.266337775,0.5439615103,1.042887086,63.70384231,34.98428542,71.33606674
2.266235355,0.5430696752,1.043374935,63.42002132,35.15502964,71.06317247
2.265863732,0.5424380114,1.043358637,63.02368944,35.3490825,70.7546681
2.265297911,0.542014221,1.0430087,62.54202098,35.55982029,70.41625728
2.264614594,0.5417423255,1.042497717,62.00240783,35.78063473,70.05385036
2.263887004,0.5415687886,1.041993826,61.43249888,36.0049075,69.67348414
2.263181918,0.5414461062,1.041656928,60.86021184,36.22600502,69.28127783
2.262558765,0.541334006,1.041637901,60.31372507,36.43729534,68.88342316
2.262070592,0.5411984723,1.042081101,59.82145917,36.63219025,68.4862059
2.261407798,0.5412789391,1.042733025,59.30733337,36.82525376,68.06768205
2.26035117,0.5417276039,1.043295232,58.70017756,37.03054401,67.60939897
2.259083335,0.5423849397,1.043842965,58.0361929,37.24091697,67.12313237
2.257779341,0.5430994569,1.044445244,57.351898,37.44940248,66.62079266
2.256604021,0.5437311492,1.045160723,56.68409399,37.64921531,66.11436829
2.25571208,0.5441517396,1.046038192,56.06981682,37.83378465,65.61590837
2.255250534,0.5442421129,1.047122216,55.5462956,37.99680746,65.13754323
2.255363234,0.5438872311,1.04846435,55.15093337,38.13233046,64.69154243
2.256072839,0.5431544809,1.050252546,54.89492628,38.23742109,64.27022377
2.257244096,0.5422041777,1.052549424,54.74877133,38.31679911,63.85797331
2.258789044,0.5410561894,1.055240602,54.68890001,38.37637836,63.45529809
2.260622214,0.5397286598,1.058209764,54.69161762,38.42202148,63.06260083
2.262658237,0.5382406162,1.061327475,54.73305946,38.45941178,62.68011138
2.26481017,0.5366138714,1.064444,54.78917008,38.49397328,62.30784195
2.266988563,0.5348741618,1.067386148,54.83570478,38.53083837,61.94556771
2.269101372,0.5330513312,1.069958124,54.8482502,38.57486268,61.59283738
2.271338597,0.5309831181,1.0723319,54.850571,38.61714232,61.25239786
2.273881336,0.5285599718,1.074797803,54.87806521,38.64888786,60.92568128
2.276622755,0.5258943042,1.077318142,54.92355218,38.67486945,60.61002206
2.279456087,0.5230997685,1.079848319,54.97971342,38.69974806,60.30263482
2.282274548,0.5202913716,1.082336639,55.03910318,38.72807645,60.00062165
2.284971216,0.5175856118,1.084724324,55.09415518,38.76430202,59.7009764
2.287438884,0.515100616,1.086945721,55.13718549,38.81277144,59.40058614
2.28975741,0.512692775,1.088998453,55.17695792,38.87264472,59.10192918
2.292077108,0.5101721985,1.090945524,55.22578736,38.93924202,58.80944644
2.294395703,0.5075899638,1.092813125,55.28125356,39.01105551,58.52290016
2.296710431,0.504998538,1.094625806,55.34096785,39.08654917,58.24206529
2.299018132,0.5024517168,1.096406576,55.40257032,39.16416083,57.96672647
2.301315301,0.5000045635,1.098176992,55.46372774,39.24230389,57.69667615
2.303598128,0.4977133515,1.099957246,55.52213223,39.31936872,57.43171361
2.305862502,0.4956355087,1.101766246,55.57550061,39.39372385,57.17164523
2.308123467,0.4937024274,1.103547822,55.62699581,39.46643668,56.91556478
2.310392138,0.4918167165,1.105250062,55.68043564,39.53990388,56.66314768
2.312658407,0.4899931604,1.106898155,55.73452941,39.61446595,56.41507566
2.314912376,0.4882461135,1.108518335,55.78797563,39.69045524,56.17202716
2.317144387,0.4865894823,1.110137839,55.8394628,39.76819573,55.9346779
2.319345022,0.4850367273,1.111784856,55.88767043,39.84800324,55.70370134
2.321505095,0.4836008861,1.113488466,55.93127043,39.93018597,55.47976884
2.323615622,0.482294618,1.115278569,55.96892877,40.01504525,55.26354962
2.325815906,0.4811628348,1.117169132,56.00262586,40.10272957,55.05439946
2.328192534,0.4802217355,1.119136286,56.03483332,40.19289285,54.85137553
2.330657395,0.4794404212,1.121153687,56.06496049,40.28509803,54.65470873
2.333122165,0.4787876036,1.123194893,56.09243119,40.37891808,54.46464538
2.335498321,0.4782315639,1.125233361,56.11668526,40.47393569,54.2814477
2.337697147,0.477740162,1.127242485,56.13717997,40.56974318,54.10539417
2.339629734,0.4772808957,1.129195669,56.15339135,40.66594237,53.93677969
2.341206968,0.4768210101,1.131066431,56.16481521,40.76214467,53.77591572
2.34242644,0.4763638913,1.132875833,56.16768155,40.86347583,53.62076417
2.343376446,0.4759417537,1.134661503,56.16069942,40.97320903,53.46962879
2.344103804,0.4755650586,1.136422613,56.1471372,41.08819815,53.32337904
2.344655447,0.4752441638,1.138159038,56.13031006,41.2053111,53.18292603
2.345078458,0.4749891577,1.139871204,56.11357458,41.32142551,53.04921921
2.345420077,0.4748097917,1.141560006,56.10032357,41.43342618,52.92324214
2.345727671,0.4747155134,1.143226768,56.09398112,41.53820423,52.80600736
2.346048667,0.4747155974,1.144873263,56.09799761,41.63265805,52.69855024
2.346228032,0.4748023404,1.146527058,56.11147036,41.71609881,52.59731799
2.346133638,0.4749632555,1.148199307,56.13029799,41.79118394,52.49966401
