inf_data.tx,inf_data.ty,inf_data.tz,inf_data.rx,inf_data.ry,inf_data.rz
3.74414385,0.1429331177,0.8558063473,0.9700722245,14.64852087,42.28779222
3.743985138,0.1419140698,0.8538597811,1.005722196,14.59444368,42.43546945
3.743820073,0.1408851017,0.8518764874,1.04186736,14.5405338,42.58227891
3.7436434,0.1398642927,0.8498812543,1.078833614,14.48680961,42.72725659
3.743449884,0.1388696707,0.847898005,1.116958554,14.43328658,42.86944322
3.74323431,0.1379192255,0.8459498015,1.156591251,14.37997758,43.00788421
3.74299149,0.13703094,0.8440588308,1.198091919,14.32689349,43.14162951
3.74271627,0.1362228385,0.8422463745,1.241831462,14.27404393,43.26973344
3.742403535,0.1355130542,0.840532761,1.288190912,14.2214382,43.39125447
3.742033468,0.1348979272,0.8388384724,1.339501925,14.16865311,43.5063363
3.741598865,0.1343568848,0.8370773676,1.396945129,14.11530882,43.61616292
3.741113425,0.1338822754,0.8352597394,1.459177274,14.06148751,43.72135062
3.74059066,0.1334656233,0.8333967936,1.524848375,14.00727995,43.82250842
3.740043892,0.1330975311,0.8315006893,1.592601605,13.95278425,43.92023811
3.739486269,0.1327676127,0.8295845591,1.661073294,13.89810482,44.01513448
3.738930765,0.1324644578,0.8276625117,1.728893017,13.84335162,44.10778547
3.738390192,0.132175628,0.8257496166,1.794683787,13.7886397,44.19877242
3.73787721,0.1318876861,0.8238618724,1.857062326,13.73408899,44.28867039
3.737404337,0.1315862584,0.8220161591,1.914639426,13.67982435,44.37804844
3.736983959,0.131256131,0.8202301753,1.966020394,13.62597589,44.46747003
3.736610491,0.130931212,0.8185162522,2.012696151,13.5724247,44.55560298
3.736265332,0.130647444,0.8168639721,2.057224059,13.51900484,44.64092342
3.735941268,0.1303922197,0.8152577627,2.099802384,13.46577849,44.72370218
3.735631103,0.130153076,0.8136824234,2.140625654,13.41280574,44.80420857
3.735327651,0.1299176922,0.8121231173,2.17988481,13.36014481,44.88271052
3.73502374,0.1296738892,0.8105653631,2.217767337,13.30785216,44.95947456
3.734712205,0.1294096295,0.8089950266,2.254457379,13.25598262,45.03476591
3.734385883,0.1291130183,0.8073983126,2.290135839,13.20458949,45.10884847
3.734037605,0.1287723049,0.8057617556,2.324980467,13.15372462,45.18198485
3.73366019,0.1283758857,0.8040722112,2.359165917,13.10343844,45.25443639
3.733246435,0.1279123075,0.8023168468,2.392863805,13.05378004,45.32646317
3.732770532,0.1273421998,0.8004299335,2.423314167,13.00369621,45.39748002
3.732225083,0.1266515943,0.7983835065,2.448465355,12.95243949,45.46681622
3.731630509,0.1258680282,0.7962214508,2.469552815,12.90051313,45.53460768
3.731007285,0.1250198983,0.7939874954,2.487816445,12.848416,45.60099657
3.730375934,0.1241362981,0.7917252636,2.504500229,12.79664259,45.666131
3.729757036,0.1232469108,0.7894783029,2.520851979,12.74568315,45.7301647
3.729171224,0.1223819606,0.787290096,2.538123177,12.69602364,45.7932568
3.728639191,0.1215722206,0.7852040527,2.55756891,12.64814577,45.85557179
3.728181692,0.1208490786,0.7832634833,2.58044791,12.60252694,45.91727949
3.727819549,0.1202446601,0.7815115543,2.608022669,12.55964013,45.97855522
3.727492976,0.119726877,0.779803921,2.641185217,12.51749111,46.03759276
3.727138683,0.1192426302,0.7779945409,2.67929766,12.4742152,46.09297274
3.726772263,0.1187931755,0.7761239668,2.721327982,12.43048046,46.14545241
3.726409289,0.1183797011,0.7742329695,2.766240394,12.38695934,46.19578558
3.726065306,0.1180032653,0.7723626432,2.812995069,12.3443277,46.24472263
3.725755836,0.1176647429,0.7705544625,2.860548096,12.30326417,46.29301046
3.725496378,0.1173647813,0.7688502931,2.907851644,12.26444989,46.34139255
3.725302404,0.1171037661,0.7672923557,2.95385433,12.22856857,46.39060896
3.725189367,0.1168817974,0.7659231437,2.997501786,12.19630702,46.44139638
3.725172698,0.1166986769,0.7647852951,3.037737409,12.1683559,46.49448815
3.72526781,0.1165539064,0.7639214181,3.073503303,12.14541103,46.55061438
3.725490162,0.1164635189,0.763273274,3.106165921,12.12590426,46.61198193
3.725835151,0.1164378404,0.7627609053,3.137741431,12.10806408,46.67935085
3.726288117,0.1164675391,0.7623930963,3.168151592,12.0922869,46.75127827
3.726834447,0.1165431784,0.7621770725,3.19732582,12.07897002,46.82632101
3.727459579,0.1166551745,0.7621184245,3.225201579,12.06851117,46.90303573
3.728149008,0.1167937545,0.7622210871,3.251724532,12.06130808,46.97997904
3.728888282,0.1169489147,0.7624873732,3.276848442,12.05775811,47.05570761
3.729663006,0.117110378,0.7629180631,3.300534833,12.0582579,47.12877825
3.730458829,0.11726755,0.7635125486,3.322752399,12.06320304,47.19774795
3.731261442,0.1174094738,0.7642690327,3.343476166,12.07298788,47.26117394
3.732056556,0.1175247835,0.7651847846,3.362686402,12.08800529,47.31761357
3.732903975,0.1176253992,0.7662924107,3.38174029,12.10909289,47.37610507
3.733858623,0.117731766,0.7676098215,3.401584055,12.13637644,47.44421545
3.734898951,0.1178445634,0.7691105764,3.421591127,12.16918054,47.51829521
3.73600346,0.1179640488,0.7707670754,3.44114267,12.20682977,47.59469409
3.737150685,0.1180902089,0.7725510078,3.459626003,12.24864769,47.66976063
3.738319176,0.1182229124,0.7744337879,3.476432365,12.29395601,47.73984183
3.73948749,0.1183620648,0.7763869756,3.490954038,12.34207389,47.80128278
3.740634181,0.118507766,0.7783826834,3.502580786,12.39231736,47.85042637
3.741737795,0.1186604718,0.7803939679,3.510695606,12.44399889,47.88361282
3.742776873,0.1188211592,0.7823952076,3.514669795,12.49642693,47.8971791
3.743729951,0.1189914963,0.7843624645,3.513857311,12.54890558,47.88745825
3.744636461,0.1191394507,0.7863903507,3.508329189,12.60217878,47.86112353
3.745545735,0.1192401847,0.7885674366,3.498866749,12.65745916,47.82663312
3.746451127,0.1193068595,0.7908627319,3.485868524,12.71474747,47.7829935
3.747345945,0.1193527331,0.7932460856,3.46972633,12.77404064,47.72920994
3.748223447,0.1193911583,0.7956883376,3.450823647,12.83533215,47.6642857
3.749076848,0.1194355898,0.798161473,3.429533887,12.89861254,47.5872211
3.749899316,0.1194996009,0.8006387788,3.40621855,12.96387005,47.49701243
3.75068397,0.1195969088,0.8030950022,3.381225267,13.03109148,47.39265069
3.751423874,0.1197414101,0.8055065118,3.35488572,13.10026321,47.27312024
3.752112035,0.1199472254,0.8078514603,3.327513445,13.17137234,47.13739729
3.752741397,0.1202287537,0.8101099495,3.299401501,13.24440798,46.98444831
3.753288722,0.1205453334,0.8123635006,3.269714597,13.31817437,46.81054479
3.753747322,0.1208577706,0.8147090785,3.237391574,13.39191695,46.61437918
3.75413489,0.1211826782,0.8171509901,3.20237317,13.46628986,46.39853951
3.754469108,0.121536215,0.8196925042,3.164606501,13.54194656,46.16561112
3.75476765,0.1219339183,0.822335454,3.12404749,13.61953797,45.91817579
3.755048177,0.122390549,0.8250798722,3.080663238,13.69971104,45.65881106
3.75532831,0.1229199498,0.8279236613,3.034434332,13.78310772,45.39008949
3.755625598,0.1235349151,0.8308622975,2.985357086,13.87036445,45.11457808
3.755957468,0.124247072,0.8338885682,2.933445738,13.96211205,44.83483778
3.75634116,0.1250667724,0.8369923455,2.878734583,14.05897607,44.55342317
3.756793663,0.1260029937,0.8401603927,2.821280083,14.16157761,44.27288232
3.757279306,0.1270858052,0.8435740761,2.758404515,14.27116098,43.98284019
3.757753527,0.1283267086,0.8473930765,2.687906228,14.38778644,43.67333298
3.758219811,0.1297052615,0.8515660477,2.610610979,14.51030296,43.34753548
3.758681744,0.131200139,0.8560366597,2.527403612,14.63757156,43.00864511
3.759143001,0.1327888562,0.8607427701,2.439237807,14.76846915,42.65988479
3.759607307,0.1344475147,0.8656157711,2.347143537,14.90189192,42.30450486
3.760078394,0.136150584,0.8705801124,2.252232261,15.03675834,41.94578427
3.760559933,0.1378707245,0.8755529971,2.155699866,15.17201148,41.58703081
3.761055474,0.1395786645,0.8804442496,2.058827407,15.30662073,41.23158088
3.76156837,0.1412431393,0.885156352,1.962979699,15.43958276,40.88279862
3.762101714,0.1428309045,0.8895846461,1.869601822,15.56992159,40.5440746
3.762630333,0.1444210926,0.8938393821,1.775175123,15.70141193,40.20039973
3.76313433,0.1461049345,0.8981328124,1.675678289,15.8375926,39.83795768
3.763624824,0.1478652643,0.9024992624,1.571939164,15.97717022,39.46198267
3.76411337,0.14968379,0.9069599306,1.464902024,16.11887587,39.07776048
3.764611883,0.1515407526,0.9115217138,1.355636532,16.26146834,38.69063143
3.765132536,0.1534146252,0.9161765796,1.245342135,16.40373679,38.30599068
3.76568762,0.1552818757,0.9209014847,1.135347938,16.54450273,37.92928659
3.766289415,0.1571168238,0.9256588356,1.027108099,16.68262109,37.56601707
3.766950061,0.1588916186,0.930397489,0.9221928569,16.81698018,37.22172457
3.767681458,0.1605763617,0.9350542861,0.8222752813,16.94650032,36.90198978
3.768495203,0.1621393975,0.9395561163,0.7291138655,17.07013104,36.61242454
3.769431222,0.1635729323,0.9438151104,0.6430116418,17.19221327,36.34359613
3.770502649,0.1648967594,0.9478239456,0.5624982643,17.3169395,36.08310064
3.77168086,0.1661205872,0.9516208791,0.4867476423,17.44304921,35.83212802
3.772937593,0.1672555822,0.9552397281,0.4149635747,17.56927341,35.59188852
3.774245025,0.1683144292,0.9587102053,0.3463769222,17.69433579,35.36361077
3.77557582,0.1693113478,0.9620583401,0.2802423128,17.81695408,35.14853964
3.776903138,0.1702620698,0.9653069896,0.2158343553,17.93584148,34.94793379
3.778200625,0.1711837786,0.9684764398,0.1524433383,18.04970822,34.76306308
3.779442367,0.1720950119,0.9715850981,0.08937039873,18.1572633,34.59520559
3.780602817,0.1730155293,0.9746502801,0.02592215187,18.25721622,34.44564451
3.781656699,0.1739661455,0.9776890884,-0.03859521829,18.34827889,34.31566465
3.782681792,0.1749869017,0.9806850756,-0.1052529896,18.43424291,34.20524087
3.783758305,0.1760841629,0.9835896499,-0.1739329079,18.51913741,34.11293832
3.784864679,0.1772290111,0.9863736307,-0.2435546728,18.60203823,34.03792592
3.785979285,0.1783925801,0.9890098649,-0.3130471162,18.68202503,33.97937197
3.787080427,0.1795459631,0.9914732242,-0.3813494371,18.7581784,33.93644398
3.788146335,0.1806601448,0.99374059,-0.4474123164,18.8295772,33.9083083
3.789155163,0.1817059589,0.9957908279,-0.5101989129,18.89529615,33.89412974
3.790084989,0.1826540651,0.9976047489,-0.5686857476,18.95440363,33.89307114
3.790913808,0.1834749516,0.999165058,-0.621863469,19.00595973,33.90429283
3.791619534,0.1841389502,1.000456292,-0.6687375145,19.04901459,33.92695208
3.792179993,0.1846162736,1.001464741,-0.7083286528,19.08260692,33.96020244
3.792587972,0.1849637096,1.002304642,-0.7417286218,19.10660889,34.00509926
3.79286314,0.1852533819,1.003073087,-0.7706685647,19.12199681,34.06326422
3.793023571,0.1854784092,1.003732869,-0.7951480053,19.12945425,34.13469568
3.793087368,0.1856318986,1.00424778,-0.8151752681,19.12966212,34.21939036
3.793072705,0.1857069916,1.004582269,-0.830765404,19.1232985,34.31734403
3.792997863,0.1856969052,1.004701111,-0.8419381831,19.11103867,34.42855222
3.792881257,0.1855949698,1.004569081,-0.848716155,19.09355506,34.55301108
3.792741466,0.1853946641,1.004150642,-0.8511227733,19.07151733,34.69071822
3.79259725,0.1850896483,1.003409636,-0.8491805868,19.04559247,34.84167362
3.792467565,0.1846737961,1.002308986,-0.8429094954,19.01644491,35.00588069
3.792371574,0.1841412249,1.000810405,-0.8323250699,18.98473668,35.18334733
3.792288148,0.1834674423,0.9989936386,-0.8172618175,18.94778368,35.38049245
3.792183729,0.182649076,0.9969861772,-0.7979686529,18.90310769,35.60155818
3.792058865,0.1817115507,0.9948182365,-0.7750604942,18.85167267,35.84329832
3.791913972,0.180679315,0.9925162246,-0.7491161743,18.79443663,36.10248328
3.791749396,0.179575624,0.9901015483,-0.7206653537,18.73235278,36.37590835
3.791565485,0.1784223795,0.9875896268,-0.6901777786,18.66637037,36.66040068
3.79136267,0.1772400253,0.9849891107,-0.6580548843,18.59743515,36.95282517
3.791141546,0.1760474948,0.9823013086,-0.6246237331,18.52648971,37.25008889
3.790902941,0.1748622063,0.9795198216,-0.5901332679,18.45447355,37.54914414
3.790647971,0.1737001008,0.9766303845,-0.5547528504,18.38232312,37.84698985
3.790378078,0.1725757167,0.973610916,-0.5185730457,18.31097174,38.1406713
3.790092085,0.1714521655,0.9704402207,-0.481401839,18.23809013,38.43979572
3.789785695,0.1702909772,0.967145751,-0.4431710534,18.16103419,38.75389364
3.789455774,0.1691023809,0.9637689697,-0.4040633581,18.08025743,39.07994594
3.789099064,0.1678952682,0.9603460109,-0.3642088785,17.99620587,39.41495922
3.788712239,0.1666771346,0.9569072583,-0.3236806844,17.90931739,39.75596928
3.78829198,0.1654540653,0.9534770181,-0.2824914284,17.82002137,40.10004417
3.787835055,0.1642307622,0.9500732834,-0.2405911284,17.72873851,40.44428653
3.787338393,0.1630106129,0.9467075951,-0.1978660859,17.63588088,40.78583526
3.786799157,0.161795798,0.9433849953,-0.1541389214,17.54185229,41.12186626
3.786214805,0.1605874347,0.9401040764,-0.1091697033,17.44704898,41.44959232
3.785583126,0.1593857561,0.9368571241,-0.06265814297,17.35186068,41.76626184
3.784903313,0.1581417324,0.933612784,-0.01282807406,17.25447455,42.07769811
3.784179083,0.1568199761,0.9303570172,0.04125756957,17.15317476,42.39099664
3.783415194,0.1554403915,0.9271014165,0.09870053667,17.04850154,42.70534041
3.782616306,0.1540225144,0.9238548031,0.1586249293,16.94100731,43.01991351
3.78178699,0.1525854849,0.9206232217,0.2201772624,16.83125665,43.33390113
3.780931733,0.1511480393,0.9174099507,0.2825264111,16.71982618,43.64648965
3.780054955,0.1497285177,0.9142155295,0.3448634358,16.60730423,43.95686665
3.779161019,0.1483448864,0.9110378007,0.4064012739,16.49429051,44.26422106
3.778254248,0.1470147729,0.9078719695,0.4663742882,16.38139552,44.5677432
3.777338938,0.1457555124,0.9047106807,0.524037663,16.26924,44.8666249
3.77641937,0.1445842039,0.9015441118,0.5786666383,16.15845417,45.1600596
3.775449996,0.1434508175,0.8982557183,0.6324994653,16.04685454,45.44893684
3.774395001,0.1423001257,0.8947684664,0.6878892406,15.93227153,45.73477117
3.77327315,0.1411414044,0.8911301225,0.744301589,15.81537048,46.01769372
3.772103043,0.1399840592,0.887388637,0.8012066981,15.6968265,46.29783439
3.770903094,0.1388376059,0.8835921868,0.858079018,15.57732393,46.57532207
3.769691527,0.1377116592,0.8797892109,0.9143969907,15.45755585,46.85028472
3.768486362,0.1366159293,0.876028437,0.9696428132,15.33822367,47.12284935
3.767305409,0.1355602268,0.8723588998,1.023302235,15.22003674,47.39314201
3.766166266,0.1345544757,0.8688299513,1.074864389,15.10371202,47.66128764
3.765086312,0.1336087356,0.8654912617,1.123821671,14.98997382,47.9274099
3.764082709,0.1327332323,0.8623928129,1.169669642,14.87955353,48.19163085
3.763160367,0.1319271034,0.8594901316,1.212652902,14.77239575,48.45696493
3.762304797,0.1311778157,0.856698273,1.25359433,14.66766852,48.72537533
3.761503874,0.1304780783,0.8540044497,1.292864586,14.5649367,48.99540073
3.760745473,0.1298203921,0.8513927353,1.330841207,14.46375575,49.26557336
3.760017506,0.1291970604,0.8488439916,1.36790834,14.36367165,49.53441957
3.75930796,0.1286002054,0.8463358439,1.404456501,14.26422108,49.80046032
3.758604922,0.1280217943,0.8438427045,1.440882372,14.16493171,50.06221157
3.757896602,0.1274536736,0.8413358455,1.477588628,14.06532281,50.31818471
3.757171346,0.1268876135,0.8387835191,1.514983798,13.96490598,50.56688676
3.756417636,0.126315362,0.8361511264,1.55348218,13.86318617,50.80682058
3.755624089,0.1257287099,0.8334014351,1.593503789,13.75966282,51.0364849
3.754804104,0.1251320021,0.8303699466,1.636355162,13.65239125,51.25916381
3.753979699,0.1245369871,0.8269775924,1.682452333,13.54062742,51.47868709
3.753152417,0.1239465593,0.8233125788,1.730899054,13.42567765,51.69437112
3.752323656,0.1233634451,0.8194619937,1.780818953,13.30886009,51.90553581
3.751494666,0.1227901484,0.8155118935,1.831354809,13.19150429,52.11150514
3.750666544,0.1222289245,0.8115473943,1.881667573,13.07495054,52.31160745
3.749840232,0.1216817807,0.8076527696,1.930935121,12.96054912,52.50517547
3.749016528,0.1211505034,0.8039115549,1.978350755,12.84965944,52.69154616
3.74819609,0.1206367097,0.8004066574,2.023121434,12.74364901,52.8700603
3.747379455,0.1201419228,0.7972204728,2.064465766,12.64389241,53.04006185
3.746558458,0.1196681233,0.7940651001,2.103123603,12.54741266,53.20324583
3.74572699,0.119214367,0.7906515664,2.140522434,12.45082023,53.36143845
3.744888533,0.1187780449,0.7870602514,2.1769254,12.35487643,53.51418726
3.744046479,0.1183568577,0.7833714403,2.212602664,12.26034387,53.66104611
3.743204129,0.1179487758,0.7796653641,2.24783062,12.16798662,53.80157476
3.742364682,0.1175520213,0.776022235,2.282891006,12.07857029,53.93533849
3.741531239,0.1171650738,0.7725222769,2.318069912,11.9928621,54.0619075
3.740706805,0.1167866988,0.76924575,2.353656698,11.91163092,54.18085628
3.739894293,0.1164159994,0.7662729718,2.389942811,11.83564729,54.29176284
3.739096539,0.1160524913,0.7636843319,2.427220507,11.76568342,54.39420778
3.738316313,0.1156962007,0.761560303,2.465781484,11.70251316,54.48777336
3.737534193,0.1153588062,0.7598333366,2.506319082,11.64637982,54.57441543
3.736735064,0.1150512397,0.7583611307,2.549008572,11.59654628,54.65598626
3.735928145,0.1147724614,0.7571116511,2.593361292,11.55231819,54.73190777
3.735122734,0.1145208534,0.7560523671,2.638885536,11.51300322,54.80159492
3.734328227,0.1142941794,0.7551503662,2.685086133,11.47791128,54.86445625
3.733554139,0.1140895631,0.7543724658,2.731464143,11.44635463,54.91989454
3.732810109,0.1139034857,0.753685324,2.7775167,11.41764798,54.96730746
3.732105895,0.1137318025,0.7530555485,2.822736967,11.39110837,55.00608827
3.731451368,0.1135697779,0.7524498033,2.866614237,11.36605502,55.03562647
3.730856484,0.1134121403,0.7518349138,2.908634151,11.34180902,55.05530857
3.730331256,0.1132531556,0.7511779701,2.948279051,11.31769293,55.06451886
3.729903746,0.1130889079,0.7505009235,2.988063516,11.29401549,55.06652196
3.729581694,0.1129238336,0.7498507977,3.030208063,11.27176062,55.06416085
3.729344651,0.1127641909,0.7492325291,3.073749833,11.25126609,55.05618382
3.729172154,0.1126159084,0.748651162,3.117722451,11.23287167,55.04133568
3.729043715,0.1124845919,0.7481120458,3.161154583,11.21691868,55.01835729
3.728938794,0.1123755474,0.7476210643,3.203068193,11.20374922,54.98598512
3.728836777,0.1122938215,0.7471848978,3.242476522,11.19370513,54.94295089
3.728716954,0.1122442593,0.7468113172,3.27838178,11.18712658,54.8879811
3.728558487,0.1122315801,0.7465095124,3.309772548,11.18435034,54.8197967
3.72834038,0.1122604735,0.7462904517,3.335620903,11.18570775,54.73711277
3.728041446,0.1123357162,0.7461672755,3.354879268,11.19152229,54.63863825
3.727708453,0.1124850016,0.7462786777,3.365434405,11.20365056,54.52710083
3.727394899,0.112722182,0.7467150147,3.36691969,11.22301236,54.40571968
3.727089417,0.1130318864,0.7474188784,3.360888913,11.2485252,54.27393242
3.726780517,0.1133992093,0.7483329932,3.348892979,11.27911662,54.13117113
3.7264566,0.1138095539,0.7494002343,3.332479474,11.31372588,53.97686173
3.72610596,0.1142485218,0.7505636251,3.313192477,11.35130589,53.81042314
3.725716779,0.1147018485,0.7517663163,3.292572586,11.39082552,53.6312661
3.725277118,0.1151553853,0.7529515445,3.272157151,11.43127225,53.43879187
3.724774894,0.1155951254,0.754062572,3.253480702,11.47165519,53.23239067
3.724197864,0.116007277,0.7550426077,3.238075546,11.51100848,53.01143996
3.723533594,0.1163783795,0.7558347098,3.227472534,11.54839513,52.7753026
3.722710611,0.1167968849,0.7566542226,3.217652761,11.5859518,52.52282387
3.721694493,0.1173399124,0.7577261998,3.204121041,11.62605936,52.25392328
3.720528168,0.1179774576,0.7590067386,3.187696997,11.66817552,51.96955387
3.719254483,0.1186796091,0.760449673,3.169205787,11.71176476,51.67065522
3.717916199,0.1194164864,0.7620060316,3.149478789,11.75629955,51.35815143
3.716555979,0.1201581868,0.7636235537,3.129354331,11.80126132,51.03294913
3.71521637,0.1208747463,0.7652462619,3.109678457,11.84614134,50.69593543
3.713939791,0.1215361119,0.7668140914,3.091305739,11.89044133,50.34797598
3.712768494,0.1221121303,0.768262576,3.075100163,11.93367398,49.98991289
3.711744545,0.1225725517,0.7695225895,3.061936083,11.97536318,49.62256278
3.710909776,0.1228870519,0.7705201427,3.052699266,12.01504417,49.24671466
3.71021854,0.1231225716,0.7714838671,3.045166602,12.05238776,48.86059232
3.709594979,0.1233638856,0.7726634598,3.036559409,12.08792889,48.4621031
3.709034984,0.1236071389,0.774014104,3.026924695,12.12249635,48.0515149
3.70853386,0.1238482296,0.775492878,3.016288069,12.15690244,47.62906026
3.708086295,0.124082893,0.7770589335,3.004651594,12.19194097,47.19493334
3.707686324,0.1243067584,0.7786736784,2.991991858,12.22838518,46.74928705
3.707327281,0.12451538,0.7803009631,2.978258264,12.26698586,46.29223015
3.707001745,0.1247042449,0.7819072722,2.963371495,12.30846943,45.82382449
3.706701481,0.1248687595,0.7834619218,2.947222144,12.35353606,45.34408229
3.706417364,0.125004219,0.7849372618,2.929669481,12.40285792,44.85296338
3.706139311,0.1251057595,0.7863088857,2.910540325,12.45707727,44.3503725
3.705911624,0.1252178954,0.7878925699,2.887361921,12.51732135,43.82916602
3.705773211,0.1253918199,0.7899629558,2.85808565,12.58366187,43.28427515
3.705705022,0.125630935,0.7924342198,2.823215507,12.655127,42.71868206
3.705687732,0.1259361357,0.7952173266,2.783352636,12.73073681,42.13537914
3.705701562,0.1263054083,0.7982198354,2.739205003,12.80950551,41.53736765
3.705726102,0.126733517,0.8013457385,2.691594807,12.89044392,40.92765573
3.705740134,0.1272117779,0.8044953293,2.641463695,12.97256196,40.30925593
3.705721466,0.1277279262,0.807565096,2.589875834,13.05487119,39.68518247
3.705646787,0.1282660779,0.8104476385,2.538018936,13.1363871,39.05844839
3.70549153,0.1288067903,0.8130316026,2.487203369,13.21613126,38.43206263
3.705229771,0.1293272218,0.8152016288,2.438859468,13.29313288,37.80902753
3.704859647,0.129878589,0.8170907792,2.390967616,13.36951886,37.17087684
3.704406399,0.1305292155,0.8189723137,2.340118575,13.44775915,36.50170594
3.703884818,0.13127566,0.8209238732,2.285920846,13.52737626,35.80845065
3.703311012,0.1321087184,0.8230021112,2.228235729,13.60785508,35.09818156
3.70270204,0.1330127683,0.8252407765,2.167195487,13.68864323,34.37810373
3.702075431,0.1339652691,0.8276494491,2.103214,13.7691525,33.65554967
3.701448633,0.1349364411,0.8302129298,2.03698972,13.84876122,32.93796712
3.700838434,0.1358891422,0.8328912822,1.969500876,13.92681735,32.23290298
3.700260427,0.1367789643,0.8356205207,1.90199305,14.00264191,31.54798512
3.699728553,0.1375545633,0.8383139373,1.835959354,14.07553257,30.89090347
3.699254762,0.1381582396,0.8408640568,1.773113571,14.14476696,30.26939193
3.698756045,0.138496974,0.8429757717,1.714586857,14.20972128,29.66444572
3.698160891,0.1385636238,0.8445570339,1.659607786,14.27085906,29.05476305
3.697497797,0.1384230898,0.8457792666,1.607264037,14.32904321,28.44472545
3.696796309,0.1381373463,0.8467981434,1.556752619,14.38509239,27.83880691
3.696086794,0.137765129,0.847753499,1.50737911,14.43978065,27.24157022
3.695400211,0.1373617862,0.848769563,1.458555266,14.49383816,26.65766069
3.694767872,0.1369792903,0.8499555213,1.409794877,14.54795295,26.09179795
3.694221231,0.1366664047,0.8514064077,1.360707781,14.60277382,25.54876618
3.6937917,0.1364690039,0.8532043278,1.310991939,14.65891455,25.03340316
3.693510503,0.1364305408,0.8554200172,1.260423572,14.71695929,24.55058868
3.693408596,0.1365926598,0.8581147331,1.208845321,14.77746926,24.10523245
3.693432756,0.1367445185,0.8608667075,1.15974087,14.83903611,23.69283222
3.693506148,0.1366813431,0.8632613659,1.116188958,14.89997754,23.30497527
3.693625066,0.1364538784,0.8653668924,1.077449866,14.96043369,22.9407524
3.69378709,0.1361139943,0.8672538378,1.042762447,15.02054797,22.59929307
3.693991053,0.135714579,0.8689948706,1.01134505,15.08046728,22.2797611
3.694236987,0.1353094505,0.8706645632,0.9823963746,15.14034203,21.9813504
3.69452607,0.1349532843,0.8723392142,0.9550962856,15.20032619,21.70328081
3.694860568,0.1347015591,0.874096706,0.9286066174,15.26057716,21.44479397
3.695243757,0.1346105218,0.8760163962,0.9020720085,15.3212556,21.20514924
3.695679858,0.134737171,0.8781790425,0.8746207863,15.38252514,20.98361972
3.696173949,0.1351392595,0.8806667608,0.8453659324,15.44455198,20.77948831
3.696717395,0.1358018087,0.8833271721,0.8181677744,15.50838704,20.59529081
3.697298007,0.136643375,0.8859421545,0.7968644877,15.57452781,20.43359925
3.697916381,0.1376231083,0.8884979474,0.7805190031,15.64230862,20.2937666
3.698573475,0.1387007415,0.8909829442,0.7681850906,15.71106118,20.17515786
3.699270632,0.1398364863,0.8933875109,0.7589059346,15.78011656,20.07714723
3.700009598,0.1409909629,0.8957038086,0.7517128703,15.84880695,19.99911526
3.70079253,0.1421251644,0.8979256217,0.7456242997,15.9164671,19.94044614
3.701622,0.1432004577,0.9000481898,0.7396448032,15.98243548,19.90052503
3.702500991,0.1441786196,0.9020680451,0.7327644642,16.04605522,19.87873537
3.703432881,0.1450219107,0.9039828529,0.7239584204,16.10667479,19.87445646
3.70442143,0.1456931857,0.9057912569,0.7121866603,16.16364834,19.88706093
3.705484773,0.1462482126,0.9074383741,0.697092532,16.21793758,19.9216767
3.706630624,0.1467660202,0.9088856337,0.6796301619,16.27094526,19.98240134
3.707847503,0.1472453912,0.9101581694,0.6606959548,16.32269387,20.0670458
3.709123968,0.1476854589,0.911282819,0.6411658829,16.37320547,20.17341162
3.710448463,0.1480853611,0.9122879588,0.6219003148,16.42249758,20.29929517
3.7118092,0.1484439598,0.9132033379,0.6037484856,16.4705797,20.44249151
3.713194074,0.1487596271,0.9140599129,0.5875526055,16.5174502,20.60079778
3.71459061,0.1490300974,0.9148896816,0.5741516085,16.56309386,20.77201633
3.715985944,0.1492523851,0.9157255153,0.5643845521,16.60747981,20.95395726
3.717366833,0.1494227698,0.9166009887,0.5590936776,16.65055997,21.14444073
3.718719696,0.1495368499,0.9175502071,0.5591271471,16.69226797,21.34129866
3.720114549,0.1496039155,0.9186602459,0.5628100552,16.7333267,21.55163522
3.721615546,0.1496408031,0.919960623,0.5680001176,16.77434278,21.78258093
3.723200012,0.1496538069,0.9213995967,0.5748497371,16.81505497,22.03202087
3.724845165,0.149648847,0.9229253984,0.583514063,16.85519246,22.29784839
3.72652811,0.1496313166,0.9244858931,0.5941550839,16.89447362,22.57796841
3.728225839,0.1496059489,0.9260282676,0.6069452732,16.932605,22.87030043
3.729915239,0.1495767038,0.927498745,0.6220707959,16.96928062,23.17278117
3.731573089,0.1495466757,0.9288423264,0.6397342796,17.0041815,23.48336671
3.733176074,0.1495180227,0.9300025576,0.6601571609,17.03697538,23.8000343
3.73470079,0.1494919182,0.9309213219,0.6835816156,17.06731668,24.12078358
3.73612375,0.149468526,0.9315386574,0.7102720859,17.09484663,24.44363732
3.73749436,0.1494691566,0.9320816164,0.7421901612,17.12089084,24.77385576
3.738873087,0.1495105635,0.9327935402,0.7801534864,17.14670572,25.11717278
3.74025305,0.1495851183,0.9336359706,0.8227329862,17.17183091,25.47234106
3.741627393,0.1496847862,0.9345682923,0.8685076943,17.19582443,25.83811573
3.742989214,0.1498009843,0.9355474436,0.9160666554,17.21826531,26.21325468
3.744331529,0.1499244841,0.9365276219,0.9640108896,17.23875565,26.59651944
