inf_data.tx,inf_data.ty,inf_data.tz,inf_data.rx,inf_data.ry,inf_data.rz
3.706328672,0.1528788084,0.9038500985,1.914035893,16.69587847,12.39997743
3.706336116,0.153945894,0.9049167954,1.832724345,16.7348636,12.16030917
3.706378055,0.1549454602,0.9060724902,1.748395371,16.77502669,11.92575956
3.706445589,0.1559383066,0.9072258406,1.657237807,16.81538532,11.68743365
3.70654213,0.1569250163,0.9083997564,1.56074234,16.85606177,11.44756636
3.706670622,0.1579055401,0.9096154409,1.460416392,16.89719802,11.20839138
3.706833462,0.158879121,0.9108924005,1.35778352,16.9389568,10.97214007
3.707032426,0.1598442427,0.912248484,1.254382602,16.98152205,10.74104066
3.707268634,0.1607986028,0.9136999514,1.151766849,17.02509864,10.51731761
3.707542526,0.1617391107,0.9152615699,1.051502674,17.06991138,10.3031913
3.707853877,0.1626619132,0.9169467378,0.9551684566,17.11620344,10.10087804
3.708201827,0.1635624445,0.9187676333,0.8643532289,17.16423403,9.912590496
3.708584949,0.1644355053,0.9207353893,0.7806553038,17.21427545,9.74053842
3.708984517,0.1652381515,0.9228932401,0.7026239348,17.26779638,9.58077185
3.709387379,0.1659463124,0.9252511293,0.6276651507,17.32552822,9.428156915
3.709800184,0.1665827023,0.9277692901,0.5556731926,17.38664502,9.283132587
3.71022976,0.1671701,0.9304076543,0.4865474886,17.45032085,9.146146411
3.710683183,0.1677313944,0.9331259643,0.4201914468,17.51572999,9.017654186
3.711167833,0.1682896249,0.9358838803,0.356511306,17.58204703,8.898119487
3.711691426,0.1688680197,0.9386410814,0.2954150395,17.64844679,8.788013025
3.71226204,0.1694900291,0.9413573631,0.2368113117,17.71410423,8.687811863
3.712888122,0.1701793563,0.9439927289,0.1806084839,17.77819426,8.597998475
3.713578476,0.1709599847,0.9465074787,0.1267136678,17.83989138,8.51905965
3.714342243,0.1718562021,0.9488622926,0.07503182426,17.89836929,8.451485245
3.71518887,0.1728687166,0.9511146759,0.02591673673,17.95554524,8.395553734
3.716113965,0.1739680726,0.9533435917,-0.0202554582,18.01368842,8.350930634
3.71710618,0.1751336714,0.9555424204,-0.06355004037,18.07249846,8.317188502
3.718154237,0.1763450672,0.9577047965,-0.104034678,18.13167365,8.293900646
3.719246938,0.1775819628,0.9598246238,-0.1417796637,18.1909109,8.280640945
3.720373178,0.1788242059,0.9618960882,-0.176858128,18.24990584,8.276983668
3.72152195,0.1800517862,0.9639136671,-0.2093462319,18.30835278,8.282503294
3.722682347,0.1812448335,0.9658721369,-0.2393233359,18.36594476,8.296774324
3.723843562,0.1823836162,0.9677665774,-0.2668721463,18.42237358,8.3193711
3.72499489,0.183448541,0.9695923741,-0.2920788381,18.4773298,8.349867622
3.726125715,0.1844201527,0.9713452167,-0.315033154,18.53050273,8.387837366
3.727288809,0.1853845822,0.9730205678,-0.3336859339,18.58290383,8.434681305
3.728530959,0.1864210631,0.9746216455,-0.3465539353,18.63554009,8.491798702
3.729832814,0.187500211,0.9761559184,-0.3545807743,18.68809559,8.558759121
3.731175272,0.1885930414,0.9776308319,-0.3587134965,18.74025863,8.635130576
3.732539492,0.189670954,0.9790539051,-0.3599030281,18.79172302,8.720479098
3.733906911,0.1907057195,0.9804328158,-0.3591045691,18.84218931,8.814368423
3.735259244,0.1916694716,0.9817754746,-0.3572779288,18.8913661,8.916359783
3.736578495,0.1925347032,0.983090085,-0.3553878013,18.93897136,9.026011814
3.737846954,0.1932742663,0.9843851932,-0.3544039797,18.98473372,9.142880568
3.739047195,0.1938613773,0.9856697245,-0.3553015084,19.02839383,9.266519624
3.740162069,0.1942696273,0.986953008,-0.3590607728,19.06970564,9.396480297
3.741232047,0.194490225,0.9882929338,-0.364407612,19.10989865,9.535336081
3.742305245,0.1945495177,0.9897208566,-0.3694872159,19.15015222,9.685307478
3.743376299,0.1944741076,0.991206892,-0.3744139568,19.1901527,9.845415955
3.744439995,0.1942905636,0.9927214287,-0.379302197,19.22958145,10.01468514
3.745491254,0.1940253629,0.9942350037,-0.3842648126,19.26811386,10.19214155
3.746525122,0.1937048381,0.995718177,-0.389411824,19.30541867,10.3768153
3.747536754,0.1933551318,0.9971414044,-0.3948491362,19.34115725,10.56774076
3.748521405,0.1930021571,0.9984749082,-0.4006773899,19.37498305,10.76395722
3.74947441,0.1926715652,0.999688547,-0.4069909242,19.40654108,10.96450945
3.750391173,0.1923887198,1.000751683,-0.413876852,19.43546745,11.16844823
3.751267152,0.192178678,1.001633047,-0.4214142505,19.46138909,11.37483073
3.752116428,0.1919886242,1.002390105,-0.4308745763,19.48453192,11.59047073
3.752957149,0.191760776,1.003105642,-0.4431290013,19.50551438,11.82091371
3.753790269,0.191511714,1.003784675,-0.4576348332,19.52452587,12.06332524
3.754615805,0.1912568088,1.004430282,-0.4738254212,19.54172665,12.314881
3.755432759,0.1910100477,1.005043146,-0.4911059624,19.5572443,12.57276953
3.756239076,0.1907838951,1.005621227,-0.5088504308,19.57117142,12.83419485
3.757031644,0.1905891904,1.006159548,-0.5263996171,19.58356447,13.0963787
3.757806318,0.1904350877,1.006650089,-0.5430602613,19.59444387,13.35656237
3.758557981,0.1903290416,1.007081799,-0.5581052541,19.60379519,13.61200792
3.759280613,0.1902768426,1.007440726,-0.5707748833,19.61157155,13.85999869
3.759967396,0.1902827078,1.007710249,-0.5802790947,19.61769715,14.09783896
3.760626747,0.1903655915,1.007897591,-0.5886487226,19.62173648,14.33275207
3.761273017,0.1905349283,1.008022771,-0.5981372853,19.62344991,14.57254264
3.761907116,0.1907788136,1.008085975,-0.6082548571,19.6230212,14.81540661
3.762529096,0.1910842941,1.008086617,-0.6184936455,19.62061322,15.05954685
3.763138145,0.1914373101,1.00802336,-0.6283276025,19.61636785,15.30317377
3.763732601,0.1918226583,1.007894148,-0.6372123747,19.6104064,15.54450601
3.764309985,0.1922239751,1.007696234,-0.6445855802,19.60283053,15.78177092
3.764867044,0.1926237434,1.007426213,-0.6498674035,19.59372381,16.0132049
3.765399818,0.1930033238,1.007080067,-0.6524614939,19.58315374,16.2370536
3.765903712,0.193343011,1.006653197,-0.6517561589,19.57117434,16.45157178
3.766373572,0.1936221172,1.006140474,-0.6471258392,19.55782933,16.65502294
3.766798434,0.1938628402,1.005539382,-0.6383991519,19.54198812,16.84927018
3.767172707,0.1940964744,1.004852509,-0.6260640723,19.52273201,17.03747462
3.767499,0.1943155345,1.004081792,-0.6104728444,19.50042268,17.21985049
3.767779997,0.1945128261,1.003228915,-0.5919753909,19.475429,17.39660893
3.76801845,0.194681428,1.002295347,-0.5709194897,19.44812643,17.56795848
3.768217172,0.1948146768,1.001282373,-0.5476509311,19.41889646,17.73410537
3.768379034,0.1949061541,1.000191131,-0.5225136539,19.38812605,17.89525398
3.768506961,0.1949496751,0.9990226349,-0.49584986,19.35620721,18.05160714
3.768603929,0.1949392809,0.9977778051,-0.4680001042,19.32353645,18.20336643
3.768672963,0.1948692314,0.996457486,-0.4393033599,19.29051439,18.3507325
3.768717134,0.1947340026,0.9950624664,-0.4100970578,19.25754535,18.4939053
3.768704115,0.1944695227,0.9934097341,-0.3767146116,19.22253526,18.62972746
3.768607948,0.1940386685,0.9913731274,-0.336400283,19.18360874,18.75588959
3.768441757,0.1934770108,0.9890387364,-0.2908592738,19.14152123,18.87386623
3.768219286,0.1928207018,0.9864927639,-0.2417994447,19.09705146,18.98513832
3.767954905,0.1921063733,0.9838215571,-0.1909303711,19.05099717,19.09119554
3.767663609,0.1913710618,0.9811116228,-0.1399625668,19.00417182,19.19353815
3.767361014,0.1906521636,0.9784496266,-0.09060686547,18.9574023,19.29367808
3.767063338,0.1899874215,0.9759223766,-0.04457395212,18.91152754,19.39313938
3.766787384,0.1894149428,0.9736167935,-0.003574038439,18.86739827,19.49345801
3.766550506,0.1889732524,0.971619866,0.03068332693,18.82587765,19.59618089
3.766370574,0.1887013809,0.9700185938,0.05648931879,18.78784296,19.70286427
3.766222803,0.1885699519,0.9687556273,0.07507593568,18.75214321,19.80542097
3.766071133,0.1885130682,0.967692884,0.08930157552,18.71706445,19.89681501
3.765916986,0.1885157738,0.9667972736,0.09988278185,18.68264629,19.98017565
3.765761879,0.188563466,0.9660367311,0.1075190604,18.64892221,20.05862005
3.765607387,0.1886417998,0.9653798767,0.1128953956,18.61592067,20.13525379
3.76545512,0.1887366306,0.9647958117,0.1166838377,18.58366601,20.21317122
3.765306718,0.1888339985,0.9642540515,0.11954415,18.55217941,20.29545555
3.765163871,0.1889201513,0.9637245943,0.1221235112,18.5214798,20.38517879
3.765028347,0.1889816085,0.9631781272,0.1250552668,18.4915846,20.48540132
3.764902041,0.1890052636,0.9625863696,0.1289567257,18.46251058,20.59917123
3.764787037,0.1889785285,0.9619225536,0.1344259931,18.43427462,20.7295233
3.76469664,0.1889788164,0.9613449893,0.13865132,18.40820486,20.8718398
3.764640181,0.1890767315,0.9609900367,0.138998417,18.38519304,21.0196776
3.764613791,0.1892498708,0.9608000395,0.1363085777,18.36459728,21.17331609
3.764613392,0.1894756891,0.9607181464,0.1314144088,18.34576909,21.33302631
3.764634708,0.1897314826,0.960688413,0.1251392773,18.3280529,21.49907134
3.764673277,0.1899943755,0.9606559036,0.1182967048,18.3107855,21.67170637
3.764724453,0.1902413091,0.9605667942,0.1116897054,18.29329536,21.85117881
3.764783409,0.190449033,0.9603684773,0.1061100702,18.27490185,22.03772811
3.764845129,0.1905940971,0.9600096665,0.1023375965,18.25491448,22.2315855
3.764904403,0.1906528451,0.9594405029,0.1011392623,18.23263193,22.43297354
3.764955807,0.1906014074,0.9586126618,0.1032683449,18.20734113,22.64210551
3.765021055,0.1904345547,0.9575730239,0.108256849,18.18012078,22.86378502
3.765119211,0.1901756583,0.9564115414,0.1149226446,18.15244455,23.10085333
3.765240313,0.1898429475,0.9551456164,0.1229471522,18.1241827,23.35058094
3.765373831,0.1894536946,0.9537923504,0.1320278453,18.09520609,23.61025127
3.765508654,0.1890240974,0.9523683358,0.1418809815,18.06538613,23.87716295
3.765633087,0.1885691867,0.9508894583,0.1522438703,18.0345948,24.14863203
3.765734877,0.1881027597,0.9493707099,0.1628766659,18.00270459,24.42199388
3.765801252,0.1876373405,0.9478260137,0.1735636696,17.96958849,24.69460474
3.76581898,0.1871841704,0.9462680593,0.1841141317,17.93511987,24.96384286
3.76577443,0.1867532284,0.944708151,0.1943625416,17.89917241,25.2271092
3.765653651,0.1863532835,0.9431560661,0.2041684009,17.86162006,25.48182743
3.765478818,0.1859775143,0.9416413245,0.2142146193,17.82266624,25.73351132
3.765280793,0.185612416,0.9401832273,0.225049703,17.78262646,25.9886733
3.765058363,0.185255752,0.9387742153,0.2363573513,17.74154338,26.24625623
3.764810183,0.1849051041,0.9374056035,0.2478315138,17.69946017,26.50520892
3.76453477,0.1845578498,0.936067495,0.2591767199,17.6564205,26.76448642
3.764230515,0.1842111468,0.9347487093,0.2701083077,17.61246853,27.0230502
3.76389569,0.1838619223,0.9334367253,0.280352551,17.56764888,27.27986837
3.763528461,0.1835068681,0.9321176386,0.2896466821,17.52200651,27.53391583
3.763126903,0.1831424416,0.9307761343,0.2977388081,17.47558671,27.7841744
3.762689019,0.1827648713,0.9293954733,0.3043877207,17.42843489,28.02963285
3.762212762,0.1823701681,0.9279574944,0.3093625974,17.38059653,28.26928696
3.761658298,0.1819349532,0.9264842986,0.3138313839,17.33155756,28.50345958
3.76099871,0.1814432531,0.9250133684,0.318848113,17.28090253,28.73353282
3.760251576,0.1809026451,0.9235475387,0.324016902,17.22883003,28.96009562
3.759434823,0.1803215012,0.9220883779,0.328939353,17.17554541,29.18373553
3.758566717,0.1797089693,0.9206362855,0.3332143489,17.12126055,29.40503849
3.757665845,0.1790749625,0.9191905703,0.3364378894,17.06619371,29.62458875
3.756751113,0.1784301566,0.9177495084,0.3382029653,17.01056948,29.84296869
3.755841729,0.1777859961,0.9163103812,0.3380994737,16.95461882,30.06075878
3.754957194,0.177154709,0.9148694933,0.3357141734,16.89857911,30.27853755
3.754117291,0.1765493293,0.9134221696,0.3306306822,16.84269444,30.49688147
3.753305698,0.1759640337,0.9119631947,0.3204885277,16.786259,30.71484898
3.752492312,0.1753819828,0.9104927911,0.3041626299,16.72860606,30.9312623
3.751676531,0.1748004107,0.9090133066,0.2830845246,16.67003523,31.14634289
3.750857856,0.1742166849,0.9075266151,0.2586816343,16.61083569,31.36031269
3.750035889,0.1736283069,0.9060341599,0.2323769081,16.55128685,31.5733937
3.749210324,0.1730329154,0.9045369835,0.2055885297,16.49165872,31.7858077
3.748380941,0.1724282923,0.9030357443,0.1797297005,16.4322121,31.99777618
3.747547609,0.1718123709,0.9015307219,0.1562085016,16.37319858,32.2095205
3.746710272,0.1711832474,0.9000218094,0.1364278399,16.31486031,32.42126211
3.745868953,0.1705391955,0.8985084934,0.1217854824,16.25742963,32.63322301
3.745023748,0.1698786841,0.8969898226,0.1136741828,16.20112841,32.84562639
3.744157568,0.1691813637,0.89550994,0.1090876966,16.14603235,33.05874367
