frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz,F15_data.tx,F15_data.ty,F15_data.tz
625,1.873861309,1.009882807,-0.3671855411,1.906312348,1.189166412,-0.3947612557,1.955626313,1.025142823,-0.5217394825,0.5640395343,0.241420841,0.0128464393,2.639335294,1.363043902,-0.1963086369,-0.1381713561,0.3901161125,0.9411324799,2.055110396,1.261035317,0.2006321522,3.415821557,2.21713787,0.717570713,1.65734256,0.8283474229,0.9861229734,1.309909003,0.7345492976,-0.2203576509,1.426682122,0.7811132231,-1.067379181,3.10382947,1.744991713,0.0366119454,3.353780988,1.996425269,0.4637442993,0.1483270064,0.6289210137,-0.8683567823,0.4124317133,0.7697945431,1.418714793,0.5893572282,0.6911934664,1.434775355,-0.08451091141,0.1511142718,0.8028233167,2.637908442,1.203392605,0.7579439641
626,1.873040341,1.0117328,-0.363659027,1.905117568,1.191065615,-0.3909763087,1.954637791,1.027055241,-0.518264152,0.5401819809,0.2374798632,0.008744266924,2.624034867,1.359734728,-0.1999834925,-0.1383077959,0.3902447209,0.9411321285,2.030265446,1.248682737,0.2070053036,3.409872611,2.217502251,0.7144215235,1.639113691,0.8235436187,0.9894174394,1.276373667,0.7090996618,-0.2314805404,1.426809044,0.7799209896,-1.065595262,3.095550498,1.742958035,0.03901471063,3.340229299,1.992204707,0.4609490182,0.1509295483,0.6288777072,-0.8701124665,0.4039770831,0.7763690711,1.415760359,0.5736330042,0.696288781,1.440097377,-0.08398128901,0.1510394089,0.8024033767,2.627280954,1.204297671,0.7596544408
627,1.872237989,1.013553245,-0.3602978493,1.903905345,1.192953855,-0.3873952836,1.953707279,1.028990224,-0.5148797973,0.5174657087,0.2331008606,0.004730666156,2.609549983,1.35651861,-0.203654236,-0.1387085428,0.3903195053,0.9410131304,2.006190505,1.236686177,0.2129114531,3.404336566,2.21778677,0.7114529878,1.620938532,0.819002416,0.9919956599,1.243934657,0.6852461899,-0.2425805268,1.426819271,0.7787961956,-1.063890053,3.087683014,1.741053866,0.04143176067,3.327214283,1.988025123,0.4582182098,0.1529082261,0.6289257258,-0.8717060694,0.3957887993,0.7822519681,1.413142049,0.558816276,0.7008771973,1.445060121,-0.0834842192,0.1508624145,0.8019795299,2.617605391,1.205406118,0.7610240201
628,1.871458458,1.015295158,-0.3571949479,1.902629845,1.194800458,-0.3841670837,1.95288279,1.030937546,-0.5116296219,0.4966897446,0.2274120861,0.0009041515248,2.596431401,1.353546649,-0.2073349409,-0.1401001836,0.3902034615,0.9405487556,1.983412566,1.225505633,0.2181277772,3.399475569,2.217975942,0.7088681556,1.602552675,0.81505117,0.9931343442,1.213696071,0.6639095837,-0.2534606066,1.426619595,0.7778041876,-1.062320526,3.080406688,1.739452818,0.04380370159,3.315144561,1.983858471,0.4556624982,0.1532658351,0.629299098,-0.8728497089,0.3872326709,0.7869469459,1.411498958,0.5448430816,0.7044189666,1.449719119,-0.08313111642,0.1505317434,0.8016005565,2.60954864,1.206842106,0.7617787522
629,1.870573863,1.016971563,-0.3542679641,1.90116141,1.196624369,-0.3811380353,1.951988752,1.0328896,-0.5084365988,0.4768948405,0.221732049,-0.002567229567,2.583534564,1.350532975,-0.2112582302,-0.1414692532,0.3901032555,0.9401741112,1.961064139,1.214135765,0.2227349566,3.394815235,2.218172368,0.7062125338,1.584092104,0.8116717277,0.9937561619,1.183328673,0.6447950604,-0.2645203436,1.426233558,0.7768479913,-1.060740371,3.073283593,1.73777369,0.04611877161,3.303045855,1.979706543,0.4528425334,0.1531000978,0.629558516,-0.8740364935,0.3798338215,0.7906755023,1.409835465,0.5323735331,0.7077654253,1.45374655,-0.08280560379,0.1501505999,0.8011827487,2.601829675,1.208318124,0.7623314186
630,1.869520193,1.018634019,-0.3513877034,1.899483493,1.198462056,-0.3780900469,1.950895777,1.034849326,-0.5052256001,0.4568485983,0.217521155,-0.005697369229,2.569789884,1.347198219,-0.2155158953,-0.1416410435,0.3902508156,0.9403183876,1.938237847,1.20165927,0.2269907747,3.38987954,2.218439413,0.7030784338,1.565879855,0.8085544261,0.9949994909,1.150668215,0.6268752555,-0.2761260218,1.425764699,0.7758163588,-1.059023247,3.065937536,1.735670704,0.04842885147,3.290069258,1.975597388,0.4494426818,0.153888069,0.6292712416,-0.8757766212,0.374927997,0.7940220981,1.40706699,0.5217741124,0.7118505379,1.456938391,-0.08234751329,0.1498218723,0.8006413505,2.593203175,1.20958069,0.763144355
631,1.86839751,1.020291412,-0.348576553,1.897719961,1.200309054,-0.3750750985,1.949721095,1.036822553,-0.5020423704,0.4369449357,0.2141232603,-0.008659927294,2.555859701,1.343706471,-0.2199107112,-0.1410995156,0.3905433108,0.940746034,1.915398224,1.188669725,0.2309374341,3.38492833,2.218704389,0.6997392978,1.547931709,0.8055873032,0.9964645175,1.117064584,0.6099784673,-0.2880312975,1.425239544,0.7747528592,-1.057255977,3.05863971,1.733371468,0.05076993648,3.276811559,1.971545019,0.4457592131,0.1552000193,0.628677277,-0.8778080578,0.3715978497,0.7970306613,1.403699372,0.5125428894,0.7162562917,1.459536399,-0.08180229357,0.1494931658,0.8000237872,2.584388665,1.210808529,0.7640182269
632,1.867305623,1.021952915,-0.3458569797,1.895994472,1.202161233,-0.3721452642,1.948581671,1.038815436,-0.4989327243,0.4175804928,0.2108833208,-0.01162949108,2.542405965,1.340224355,-0.224246483,-0.1403282308,0.3908759382,0.9412214181,1.893007466,1.175761847,0.2346150637,3.380221861,2.2188958,0.6964682867,1.530263832,0.8026577725,0.9977503293,1.083869155,0.5939379649,-0.2999921022,1.424684367,0.7737010717,-1.055525552,3.051660335,1.731104444,0.05317733752,3.263869694,1.967565764,0.4420875016,0.1566053682,0.6280152392,-0.8798690136,0.3689258919,0.7997419413,1.400238059,0.5041791967,0.7205626191,1.461781955,-0.08121517092,0.1491120004,0.7993774374,2.576104852,1.212182849,0.7647530922
633,1.866344099,1.023627996,-0.3432515446,1.894430472,1.204014819,-0.3693527328,1.947594211,1.04083447,-0.4959425631,0.3991546482,0.2071474547,-0.0147815621,2.530090257,1.336921111,-0.2283281555,-0.1398103927,0.3911418729,0.9415089967,1.871525419,1.163531566,0.2380616468,3.376020864,2.21894339,0.6935382448,1.512892713,0.7996526348,0.9984549625,1.052434826,0.5785921502,-0.3117668577,1.424125179,0.7727045763,-1.053919135,3.045268629,1.729098977,0.05568565243,3.251840805,1.963678351,0.4387219218,0.1576727517,0.6275223262,-0.8816978277,0.3659946773,0.8021934826,1.397188415,0.4961838044,0.7243474391,1.46391632,-0.08063111542,0.1486258041,0.7987496545,2.56906957,1.213887426,0.7651482948
634,1.865612277,1.025326451,-0.3407829006,1.893151214,1.205866425,-0.3667498046,1.946875168,1.042886523,-0.493117871,0.3820696565,0.2022630817,-0.0182925596,2.51957375,1.333968738,-0.23196173,-0.1400288252,0.3912322011,0.9413733333,1.851409492,1.15257617,0.2413131622,3.372586564,2.218778168,0.6912217145,1.495835216,0.7964581616,0.9981754236,1.024116004,0.5637848472,-0.323116372,1.423587723,0.7718069687,-1.052524059,3.039732756,1.727585364,0.05832883783,3.241322237,1.959904011,0.4359558963,0.1579699847,0.6274341956,-0.883032932,0.3618868297,0.8044194078,1.395055782,0.4880590712,0.7271865974,1.46618069,-0.08009481845,0.1479818969,0.7981877602,2.563999754,1.21610883,0.765002568
635,1.865031288,1.027084539,-0.3384900125,1.892044914,1.207768169,-0.3643587126,1.946337308,1.045046796,-0.4904415722,0.3662923675,0.1964569466,-0.02204175708,2.510219488,1.331037888,-0.2355100237,-0.1406234169,0.3911819269,0.9408625576,1.832083163,1.142229027,0.2441415687,3.369396227,2.218443003,0.6891303227,1.478580329,0.7929761231,0.9969778932,0.9976158712,0.5501298702,-0.3345518579,1.423007006,0.7710144683,-1.051283209,3.034661017,1.726407943,0.0610556086,3.23159675,1.95637696,0.4334965747,0.1576735238,0.6275924324,-0.8840971576,0.3574400604,0.8061459919,1.393501802,0.4806571318,0.729241979,1.468174474,-0.07953981546,0.147095025,0.7975726239,2.560358093,1.218671547,0.7644126669
636,1.864463256,1.028919537,-0.336381723,1.890930294,1.209759405,-0.3621517921,1.945822917,1.047361166,-0.4878637436,0.3514658612,0.1904342901,-0.02579715246,2.501035621,1.327759174,-0.2393853976,-0.1409427974,0.3911069793,0.9402036174,1.812766549,1.131530632,0.2463586367,3.365871953,2.218022728,0.6867698235,1.460759897,0.7892331927,0.9952419368,0.9708991363,0.5381885754,-0.3466239132,1.422315651,0.7702952789,-1.050084622,3.029562956,1.725265387,0.06380244061,3.221670702,1.953168563,0.4308980689,0.1572630426,0.6276928459,-0.8852626977,0.3539993052,0.8071583636,1.391874244,0.4749850133,0.7309820831,1.469421426,-0.07887959991,0.1459480803,0.7967817005,2.557173267,1.221299715,0.7636168911
637,1.863918867,1.030813198,-0.3344357012,1.889826254,1.211818111,-0.3601067165,1.945342631,1.049792983,-0.4853812823,0.3375089171,0.1842610462,-0.02956929806,2.492150328,1.324247082,-0.2434690386,-0.1410325765,0.391018093,0.9394291181,1.793609499,1.120640834,0.2480586332,3.362192611,2.217512797,0.6842537019,1.442605201,0.7853034761,0.9930335712,0.9442143594,0.5277309125,-0.3591536674,1.421535663,0.7696361076,-1.048933535,3.02455768,1.724170743,0.06658446832,3.211727183,1.950208247,0.4282236575,0.1567604899,0.6277511846,-0.8864922734,0.3514077493,0.8075756572,1.390207005,0.4707785264,0.73244057,1.470048547,-0.07812869313,0.1445904671,0.7958569596,2.554510403,1.224031932,0.7626257251
638,1.863408841,1.032747461,-0.3326298223,1.888751745,1.213922491,-0.3582013788,1.944907188,1.052305791,-0.4829912988,0.3243401362,0.1780027074,-0.03336911477,2.483691421,1.320616536,-0.2476423827,-0.1409383667,0.3909258119,0.9385714181,1.774761057,1.109720413,0.2493357187,3.358537184,2.21690934,0.6816953269,1.424347208,0.7812620963,0.9904183893,0.9178111969,0.5185274393,-0.3719621458,1.42068909,0.7690238078,-1.047835273,3.019764189,1.723137721,0.06941669935,3.20194964,1.947426126,0.4255365445,0.1561878137,0.6277832249,-0.8877488233,0.3495082,0.8075163338,1.388533447,0.4677733236,0.7336503216,1.470182239,-0.0773017642,0.143071512,0.7948401638,2.552434466,1.226907142,0.7614493001
639,1.86294395,1.034704431,-0.3309421858,1.887725782,1.216050962,-0.3564139142,1.944527443,1.054863327,-0.4806911476,0.3118779227,0.1717243146,-0.0372077957,2.475786356,1.316982865,-0.2517870625,-0.1407057789,0.3908404639,0.9376626491,1.756369484,1.098931012,0.2502839901,3.355084795,2.21620914,0.6792079148,1.406216591,0.7771851617,0.9874615311,0.8919405123,0.5103492678,-0.3848706006,1.419798017,0.7684453851,-1.046795278,3.015301371,1.722180721,0.07231399118,3.192521897,1.944753012,0.4228997626,0.1555669617,0.6278047643,-0.8889955101,0.3481430669,0.8070981375,1.386886587,0.4657049519,0.7346432705,1.469948485,-0.07641363181,0.1414404392,0.7937729116,2.551010268,1.229964616,0.7600974068
640,1.862535026,1.03666636,-0.3293511276,1.886767454,1.21818213,-0.3547227152,1.944214372,1.057429508,-0.4784784463,0.3000404709,0.1654904414,-0.04109673728,2.468562227,1.313461789,-0.2557848698,-0.1403804177,0.3907721405,0.9367347265,1.738582255,1.088435089,0.2509974989,3.352014722,2.215409642,0.6769045157,1.38844374,0.7731497463,0.984227661,0.8668544656,0.5029680521,-0.3977007524,1.418884573,0.7678879995,-1.045819131,3.011287994,1.721314852,0.07529103836,3.183628184,1.942120436,0.4203761171,0.1549198812,0.6278316207,-0.8901957299,0.3471543426,0.8064380593,1.385299238,0.4643088957,0.7354502628,1.469472985,-0.07547926644,0.1397463533,0.7926966649,2.550302467,1.233243941,0.7585795055
641,1.862192978,1.038615636,-0.327835227,1.885895937,1.220294783,-0.3531064384,1.943979087,1.059968427,-0.4763510858,0.2887457578,0.1593651728,-0.0450474979,2.462145762,1.310169439,-0.2595177343,-0.1400078773,0.3907306819,0.9358193517,1.721546062,1.078395896,0.2515702442,3.349506406,2.214508989,0.6748980214,1.371258774,0.7692338829,0.9807809518,0.842806583,0.4961560181,-0.4102749405,1.417970932,0.7673389628,-1.044912564,3.007842703,1.720555967,0.07836237009,3.17545315,1.939460685,0.4180281702,0.1542685183,0.6278796382,-0.891313124,0.3463835836,0.8056523084,1.383804099,0.4633206065,0.7361009533,1.468881258,-0.07451379327,0.1380382283,0.7916527611,2.550375576,1.236785,0.7569047349
642,1.861928796,1.040534771,-0.3263733075,1.885130507,1.22236788,-0.3515440053,1.943832846,1.062444339,-0.4743072291,0.2779115415,0.153412078,-0.04907178382,2.456663294,1.307222401,-0.2628677156,-0.1396337368,0.3907256669,0.9349480052,1.705406802,1.068977472,0.2520961406,3.347739441,2.213506086,0.6733011962,1.354891543,0.7655165688,0.9771850767,0.8200518045,0.489686034,-0.4224161835,1.41707932,0.766785732,-1.044081474,3.005084006,1.719920684,0.08154235806,3.168181864,1.936706851,0.4159182649,0.1536348161,0.627964698,-0.8923115924,0.3456718921,0.8048562899,1.382433792,0.4624755223,0.7366237339,1.468298703,-0.07353249564,0.1363649051,0.7906824099,2.551293968,1.24062796,0.7550819167
643,1.861753565,1.042406391,-0.3249444331,1.884490547,1.224380544,-0.3500145944,1.94378707,1.064821648,-0.4723453006,0.2674553644,0.1476941777,-0.05318146237,2.45224073,1.304737793,-0.2657170118,-0.1393035566,0.3907664076,0.9341519315,1.690309562,1.060344661,0.2526689607,3.34689355,2.212400688,0.6722267303,1.339571636,0.7620777842,0.973503207,0.798846511,0.4833317215,-0.4339481475,1.416232028,0.7662158991,-1.04333193,3.003130276,1.719426424,0.08484523446,3.161999822,1.933792899,0.4141085899,0.1530407116,0.6281027356,-0.8931553102,0.3448598971,0.8041645904,1.381220852,0.4615090729,0.7370456938,1.467850618,-0.07255081939,0.1347750951,0.7898266738,2.553121887,1.244813258,0.7531195599
644,1.861678472,1.044213239,-0.3235278986,1.883995558,1.226312063,-0.3484976264,1.943853355,1.067064897,-0.4704639645,0.2572945633,0.1422739054,-0.05738860225,2.449003504,1.302833368,-0.2679479816,-0.1390628746,0.39086195,0.9334621147,1.6763986,1.052663157,0.2533822534,3.347148555,2.21119352,0.6717873152,1.325528372,0.7589985209,0.9697980182,0.7794485303,0.4768676069,-0.444695024,1.415451426,0.7656171755,-1.042670168,3.002099732,1.719091436,0.08828512005,3.157092935,1.930653738,0.4126612847,0.1525081325,0.6283097642,-0.8938087458,0.3437877361,0.8036909703,1.380197667,0.4601566742,0.7373926133,1.467662179,-0.07158437821,0.1333173922,0.7891264346,2.555923454,1.249381588,0.7510258608
645,1.861714818,1.045938167,-0.3221032146,1.883665167,1.22814189,-0.3469727421,1.94404349,1.069138746,-0.4686620939,0.2473462839,0.1372130632,-0.06170554081,2.447076519,1.301627645,-0.2694431812,-0.1389572035,0.3910210783,0.9329092459,1.663817309,1.04609956,0.2543292357,3.348684321,2.209886423,0.6720957417,1.312990801,0.7563608245,0.9661317025,0.7621171218,0.4700693116,-0.4544813156,1.414759978,0.7649773728,-1.042102591,3.002110438,1.718934838,0.09187606211,3.153647512,1.927225321,0.4116385848,0.1520589921,0.6286019025,-0.8942366809,0.3422950359,0.803548364,1.379396365,0.4581537083,0.7376889894,1.467858382,-0.07064896011,0.1320402912,0.7886223438,2.559762677,1.254373886,0.748808702
646,1.861945642,1.047720988,-0.3207496129,1.883577633,1.230026294,-0.3455071164,1.944426598,1.071265557,-0.4669586313,0.2379961354,0.1322674442,-0.06633765811,2.446393791,1.300896498,-0.2704690136,-0.1388158716,0.3911877562,0.9324038735,1.652088813,1.040254918,0.2551392369,3.350178862,2.208594697,0.6732363059,1.301320969,0.7535190574,0.9621445276,0.7469791927,0.4634798432,-0.4641120832,1.41404699,0.7643416482,-1.041728095,3.003141653,1.719297128,0.09568311856,3.151950403,1.924023724,0.4108686336,0.1517373701,0.6289307805,-0.8943869001,0.3408019046,0.8033737277,1.378791952,0.4563597543,0.7375097211,1.468008683,-0.06960566787,0.1304883946,0.7882451083,2.565269263,1.260156917,0.7462416844
647,1.862391734,1.049650039,-0.3195295172,1.883740068,1.232066309,-0.3441592195,1.945015529,1.073600144,-0.4653588089,0.2295432733,0.1272404926,-0.07135359746,2.446738572,1.300369794,-0.2713195386,-0.1384938421,0.3913239319,0.9318661373,1.640784193,1.034704832,0.255510245,3.350773592,2.207373449,0.6750813267,1.289894322,0.7500562476,0.9575888364,0.7337125347,0.4576677931,-0.4742175116,1.413229425,0.7637470156,-1.041580926,3.004996489,1.720311492,0.09971539669,3.151850373,1.921388747,0.4101827749,0.1515344333,0.6292487607,-0.8942839469,0.3397351806,0.8028397981,1.378322409,0.4555548464,0.7366254848,1.467733946,-0.06836992315,0.1283877616,0.7879068405,2.572625368,1.266844713,0.743206123
648,1.862971592,1.051630913,-0.3183978297,1.884066011,1.234158546,-0.3428962239,1.945738497,1.076005825,-0.4638415249,0.2217740707,0.1222651687,-0.07656117151,2.448008845,1.300097673,-0.2719193354,-0.1380751692,0.3914649085,0.9313404218,1.63011693,1.029580783,0.2556378395,3.351343579,2.206138453,0.6774253813,1.278957968,0.7464004492,0.9526940189,0.7219038459,0.4524481378,-0.4843599616,1.412371322,0.763169585,-1.041571077,3.007529652,1.721686494,0.1039027738,3.152877767,1.918991462,0.4096482801,0.1513926406,0.6295730254,-0.8940084869,0.3389435745,0.8021122073,1.377963621,0.4553539015,0.735352478,1.46723567,-0.0670404637,0.1260585983,0.7876196084,2.581225377,1.274096726,0.7398708876
649,1.86360444,1.05356895,-0.3173101076,1.884469783,1.236199373,-0.3416859384,1.946524705,1.078345715,-0.4623863446,0.214473568,0.1174743625,-0.0817686725,2.450102175,1.300129974,-0.2721935165,-0.1376440692,0.3916455708,0.9308704644,1.620298971,1.025017258,0.2557171096,3.352764035,2.204810398,0.6800624789,1.268756295,0.7429825753,0.9476887127,0.7111401596,0.4476352796,-0.4941020575,1.411536743,0.7625861024,-1.041609202,3.010597408,1.723130147,0.1081747595,3.154564324,1.916500695,0.4093324435,0.1512543445,0.6299205662,-0.8936418988,0.3382748363,0.801355983,1.377690908,0.4553701109,0.7340051275,1.466714837,-0.06571803248,0.123820492,0.7873948296,2.590466386,1.281568332,0.7364042923
650,1.864210248,1.055369187,-0.3162225752,1.884866517,1.238084861,-0.3404968166,1.947304385,1.080482677,-0.4609735058,0.2074254849,0.1130006534,-0.08678492845,2.452915792,1.300515979,-0.2720677863,-0.1372849174,0.3919003556,0.9304993263,1.611540847,1.021151552,0.2559425459,3.355910286,2.203315015,0.6827860734,1.259530864,0.7402362395,0.942800729,0.7010090569,0.4430426206,-0.5030067499,1.410789782,0.7619739698,-1.041606641,3.014057725,1.724349706,0.1124604904,3.156443289,1.91358267,0.4093026082,0.1510617935,0.6303081695,-0.8932663039,0.3375756811,0.800735451,1.377479004,0.4552147988,0.7328958563,1.466371883,-0.06450547443,0.1219923719,0.7872432171,2.599748451,1.288910383,0.7329740764
651,1.864709703,1.056936364,-0.315092072,1.885172114,1.239710774,-0.3392979008,1.948008749,1.082279314,-0.4595838477,0.2004123177,0.1089762593,-0.09141935648,2.456346693,1.301304239,-0.2714684866,-0.137082216,0.3922632771,0.9302694017,1.604051879,1.018123486,0.2565079372,3.361657706,2.201582549,0.6853891548,1.251520588,0.7385974991,0.9382568923,0.6910987429,0.438482535,-0.5106372844,1.410194556,0.7613112379,-1.041475396,3.01777023,1.725051517,0.116688836,3.158049309,1.909900971,0.4096262987,0.1507571548,0.6307523998,-0.8929645516,0.3366918314,0.8004142199,1.377302023,0.4544974848,0.732335158,1.466406617,-0.06350761503,0.1208925266,0.7871746701,2.60847459,1.295769193,0.7297474991
652,1.865255836,1.058419622,-0.3139422244,1.885527838,1.241224951,-0.3380389609,1.948802449,1.08393071,-0.4582399058,0.1934492448,0.1052630905,-0.09626566425,2.461120969,1.302877413,-0.2700693483,-0.1370285955,0.3927261436,0.9302728404,1.597853726,1.016185993,0.2570962727,3.369028872,2.19972328,0.688797812,1.244557796,0.7378659474,0.9337202671,0.6826893688,0.4343291939,-0.5172426622,1.40971311,0.760568142,-1.04130393,3.022625346,1.726060579,0.1211593297,3.161190273,1.905986691,0.4100313509,0.1504561012,0.6312284856,-0.8925828137,0.3358625703,0.8000771257,1.377284482,0.4536614194,0.731933359,1.466643647,-0.06268926201,0.1200408626,0.7872219879,2.618120481,1.303244506,0.726243516
653,1.865997711,1.059981795,-0.312827664,1.886083289,1.242798416,-0.336727458,1.949830014,1.085660925,-0.4569750678,0.186749406,0.1016595208,-0.1017896239,2.467670411,1.305371966,-0.2677937385,-0.1370375284,0.3932509109,0.9305084139,1.592744383,1.015324155,0.2573708233,3.376706617,2.19786459,0.6936370198,1.238328561,0.7375265678,0.9288120726,0.6767788087,0.4309454956,-0.5233651869,1.409266375,0.7597527852,-1.041218347,3.029170956,1.728052355,0.1260775727,3.167157473,1.902427397,0.4103270111,0.1502726928,0.6317076436,-0.8919713494,0.3353507642,0.7994191396,1.377507471,0.4532873309,0.7312110817,1.466805743,-0.06193147191,0.1189035898,0.7873897733,2.629950553,1.312196674,0.7220722672
654,1.866850901,1.061547736,-0.3117524538,1.886767723,1.244361298,-0.3354196567,1.950993583,1.087375517,-0.4557871249,0.1803907741,0.09820406993,-0.1076097436,2.475451654,1.308464053,-0.2649430774,-0.1370748666,0.3938267248,0.9308777633,1.588597521,1.015278415,0.257494878,3.385056377,2.195965488,0.6992473154,1.232850591,0.7375466111,0.9236950912,0.6725324103,0.4281247921,-0.5290084614,1.408856446,0.7589007688,-1.041188058,3.036755953,1.730505074,0.1312315067,3.174711992,1.898964847,0.4107030777,0.1501465204,0.6322001412,-0.8912199651,0.3350360217,0.7986182849,1.377879144,0.4531889486,0.7303425688,1.466939081,-0.06121590457,0.1177180972,0.7876444653,2.64305664,1.321905656,0.7175380227
655,1.867731468,1.063041919,-0.3107210886,1.887510854,1.245843381,-0.3341722473,1.95219592,1.088979547,-0.4546742814,0.1744504485,0.09493776136,-0.1133452325,2.483923232,1.31182571,-0.2618188485,-0.1371064861,0.3944429824,0.9312822641,1.585287934,1.015789887,0.2576313989,3.394443163,2.193985208,0.7049685016,1.228141588,0.737895147,0.9185316033,0.6691159325,0.4256574362,-0.5341763283,1.408484897,0.7580480958,-1.041183186,3.044732221,1.732892158,0.1364092877,3.182615687,1.895333492,0.4113492328,0.1500169969,0.6327160461,-0.8904188895,0.3347967011,0.7978520601,1.378307172,0.4531787986,0.7295013139,1.467089354,-0.06052591312,0.1167219086,0.7879518112,2.656535951,1.331645269,0.7129459214
656,1.868555956,1.064388424,-0.3097384866,1.888242833,1.24717406,-0.3330423392,1.953340399,1.090377561,-0.4536351455,0.1690046796,0.09190409319,-0.1186159783,2.492545815,1.315124298,-0.2587224906,-0.137098278,0.3950893201,0.9316230551,1.582691834,1.016600026,0.2579431598,3.405231548,2.191882708,0.710139642,1.224219364,0.7385428239,0.9134834407,0.6656957515,0.4233301223,-0.5388727735,1.408152751,0.7572311803,-1.041174584,3.052454815,1.734681804,0.1413994097,3.189631236,1.891259951,0.4124550608,0.149823353,0.633265188,-0.8896587623,0.3345098556,0.7972973389,1.378698707,0.4530681456,0.7288599794,1.467301736,-0.05984656216,0.1161526885,0.7882768341,2.669491349,1.340682866,0.70860216
657,1.869241328,1.06551096,-0.3088099556,1.888894197,1.248282348,-0.3320874286,1.95433092,1.091473624,-0.4526686983,0.1641289378,0.08914885055,-0.123042487,2.500782203,1.318022417,-0.2559553173,-0.1370161355,0.3957555816,0.9318010814,1.580686954,1.017450371,0.2585928649,3.417785648,2.18961601,0.7140990988,1.221101948,0.7394615653,0.9087120626,0.6614389198,0.4209258856,-0.5431018514,1.407860498,0.7564868288,-1.041133793,3.059281726,1.73533711,0.1459907601,3.194521975,1.886463436,0.4142100426,0.1495046565,0.6338571714,-0.8890305945,0.334051334,0.7971303738,1.378960395,0.4526670858,0.7285904425,1.467620897,-0.05916444174,0.1162482258,0.7885838674,2.681031053,1.348279661,0.7048140643
658,1.869853753,1.066499372,-0.3078624612,1.889498365,1.249258932,-0.3311876249,1.955273282,1.092361449,-0.4517278891,0.159868597,0.08684230612,-0.1269303636,2.509674255,1.321269047,-0.2529256429,-0.1369003839,0.3964959954,0.9318816865,1.579894271,1.01912071,0.2594527754,3.43309694,2.187649607,0.7180519538,1.219104352,0.741095738,0.9038635078,0.6573456718,0.4188435677,-0.5465434044,1.407659736,0.7557648139,-1.041103761,3.06630859,1.735492573,0.150565236,3.198733644,1.880997636,0.4165102142,0.1490836498,0.6345238801,-0.8884306187,0.3334952918,0.7972710105,1.379209161,0.452120252,0.7285918519,1.468104783,-0.05847572907,0.1169844246,0.788939299,2.692263761,1.355401691,0.7012537485
659,1.87050878,1.067479508,-0.3068423279,1.890136849,1.250226136,-0.3302128991,1.956321353,1.09318562,-0.4507818788,0.1561910962,0.08506766468,-0.130809864,2.520384492,1.325670476,-0.2489743057,-0.13680805,0.3973561129,0.9319948128,1.580838918,1.022370257,0.2602953812,3.451533289,2.186347708,0.7233843666,1.218427157,0.7437823675,0.8985560933,0.6548009456,0.4175465455,-0.5489720538,1.407585146,0.7549996523,-1.041138403,3.074832972,1.736041916,0.1555626407,3.204308057,1.875134721,0.419126676,0.148625922,0.6352794009,-0.8877109258,0.3329966223,0.797516149,1.379604633,0.4516843356,0.7286514692,1.468756445,-0.05778911852,0.1181428658,0.7894180778,2.704698637,1.363337584,0.6974396862
660,1.871197765,1.068428802,-0.3057841294,1.890812625,1.251160149,-0.3292057684,1.957451514,1.093926076,-0.4498541827,0.1530546166,0.0837418732,-0.1346388019,2.532559111,1.330970285,-0.2443011019,-0.1367300246,0.3983129678,0.9321383134,1.583257007,1.026908762,0.2611339692,3.472523618,2.18551396,0.7297058498,1.218917619,0.747332927,0.8929096894,0.6535495325,0.4169116615,-0.5505339139,1.407611359,0.7542055132,-1.041226217,3.084518178,1.736832023,0.1608590912,3.21090265,1.868915479,0.4220612408,0.1481347308,0.6361065574,-0.8868964672,0.3325514911,0.7978572448,1.380117254,0.4513367039,0.7287727929,1.46953793,-0.05711076534,0.1196699248,0.7899970058,2.718049236,1.37182722,0.6934498929
661,1.871912154,1.0693246,-0.3047223846,1.891528764,1.252037124,-0.3282086962,1.958640223,1.094562592,-0.4489682696,0.1504175407,0.08278217989,-0.1383748161,2.545845701,1.336909615,-0.2391054871,-0.1366571355,0.3993437107,0.9323102445,1.586886184,1.032444719,0.2619823044,3.495497754,2.184947829,0.7366259207,1.220423916,0.7515586347,0.8870445686,0.6533366128,0.4168147307,-0.5513748748,1.407712818,0.7533965441,-1.041355749,3.095028314,1.737707475,0.1663308206,3.218174423,1.862378798,0.4253153693,0.1476133609,0.6369882368,-0.8860120473,0.3321560377,0.7982857776,1.380717597,0.4510546319,0.7289592236,1.470411389,-0.05644660984,0.1215119644,0.7906530755,2.732030622,1.380608929,0.6893629081
