upper_jaw_tip_data.tx,upper_jaw_tip_data.ty,upper_jaw_tip_data.tz,lower_jaw_tip_data.tx,lower_jaw_tip_data.ty,lower_jaw_tip_data.tz,hyoid_tip_data.tx,hyoid_tip_data.ty,hyoid_tip_data.tz,ope_tip_data.tx,ope_tip_data.ty,ope_tip_data.tz
0.0352500281,-1.130239572,-6.055605938,3.424920305,2.474086739,0.4112407146,2.88834613,1.379510672,0.2834582227,-0.005660123347,-0.6381724343,1.599218304
0.0352500281,-1.130239572,-6.055605938,3.424993459,2.474088818,0.4109872817,2.888323751,1.379411363,0.283487572,-0.005653085519,-0.6376662487,1.600069052
0.0352500281,-1.130239572,-6.055605938,3.425063507,2.474106443,0.4107575445,2.888290588,1.379319692,0.2835015144,-0.005629471292,-0.6371786849,1.600914851
0.0352500281,-1.130239572,-6.055605938,3.425128782,2.474140958,0.4105530536,2.888245745,1.379235915,0.2834992836,-0.005587390502,-0.6367107482,1.601758499
0.0352500281,-1.130239572,-6.055605938,3.425187623,2.474193693,0.4103753826,2.888188343,1.379160262,0.2834801915,-0.0055249669,-0.6362634222,1.602602793
0.0352500281,-1.130239572,-6.055605938,3.42523838,2.474265961,0.4102261284,2.888117517,1.379092927,0.2834436452,-0.005440338312,-0.6358376686,1.603450532
0.0352500281,-1.130239572,-6.055605938,3.425291774,2.474349374,0.4100980852,2.888037369,1.379032233,0.2833923043,-0.005343824428,-0.6354275831,1.604291106
0.0352500281,-1.130239572,-6.055605938,3.425359088,2.474435434,0.4099813456,2.887953426,1.378976726,0.2833289215,-0.005247070159,-0.635026919,1.605108162
0.0352500281,-1.130239572,-6.055605938,3.42543952,2.474525265,0.409873484,2.88786698,1.378926904,0.2832531452,-0.005150193491,-0.6346361328,1.60589588
0.0352500281,-1.130239572,-6.055605938,3.42553227,2.47461999,0.4097720911,2.887779311,1.378883273,0.283164641,-0.005053289298,-0.6342557112,1.606648454
0.0352500281,-1.130239572,-6.055605938,3.425636536,2.474720721,0.409674774,2.887691695,1.37884635,0.2830630818,-0.004956431433,-0.6338861694,1.607360084
0.0352500281,-1.130239572,-6.055605938,3.425747708,2.474834382,0.4095871174,2.887599692,1.378820854,0.2829432207,-0.004848169731,-0.6335337615,1.608041769
0.0352500281,-1.130239572,-6.055605938,3.425864427,2.474963067,0.4095133132,2.887500515,1.378808241,0.2828032917,-0.004723491784,-0.6332009268,1.608702588
0.0352500281,-1.130239572,-6.055605938,3.425990787,2.475100647,0.4094488776,2.887397887,1.378804166,0.2826481441,-0.0045920698,-0.6328825392,1.609333882
0.0352500281,-1.130239572,-6.055605938,3.426130883,2.475240996,0.4093893034,2.887295507,1.378804337,0.2824825318,-0.00446352081,-0.632573553,1.609926997
0.0352500281,-1.130239572,-6.055605938,3.426288813,2.475378,0.4093300548,2.887197045,1.378804521,0.2823110815,-0.004347413122,-0.6322689959,1.610473284
0.0352500281,-1.130239572,-6.055605938,3.426468678,2.47550556,0.4092665624,2.887106142,1.378800547,0.2821382739,-0.004253275374,-0.6319639602,1.610964107
0.0352500281,-1.130239572,-6.055605938,3.426633299,2.475657544,0.4092175702,2.887009898,1.378802225,0.2819443118,-0.004139303718,-0.6316879899,1.611419098
0.0352500281,-1.130239572,-6.055605938,3.426764861,2.47585227,0.4091949692,2.88690004,1.378816798,0.2817181626,-0.003980541701,-0.6314570458,1.611854426
0.0352500281,-1.130239572,-6.055605938,3.426896489,2.476060408,0.4091837107,2.886787031,1.378836457,0.2814769975,-0.00381171892,-0.6312459884,1.612256249
0.0352500281,-1.130239572,-6.055605938,3.427061293,2.476252748,0.4091685236,2.886681176,1.378853676,0.2812373708,-0.003667511629,-0.6310298106,1.612610701
0.0352500281,-1.130239572,-6.055605938,3.427292356,2.476400214,0.4091338993,2.886592608,1.378861224,0.2810151523,-0.003582562395,-0.6307836183,1.612903901
0.0352500281,-1.130239572,-6.055605938,3.42754429,2.476540628,0.4091365683,2.886491538,1.37886066,0.2807629438,-0.003490515788,-0.630561717,1.61320904
0.0352500281,-1.130239572,-6.055605938,3.42776899,2.476715416,0.4092179422,2.886355162,1.37885782,0.2804473955,-0.003330579441,-0.6304104544,1.613575605
0.0352500281,-1.130239572,-6.055605938,3.427995383,2.47690113,0.4093391438,2.886203696,1.378852562,0.2801039479,-0.003145645517,-0.6302932569,1.613954264
0.0352500281,-1.130239572,-6.055605938,3.428252322,2.477074492,0.4094610345,2.886056755,1.378845736,0.2797655749,-0.002978449976,-0.630173858,1.614295789
0.0352500281,-1.130239572,-6.055605938,3.428568576,2.477212417,0.4095441915,2.885933271,1.378839338,0.2794622221,-0.002871583292,-0.6300162901,1.614551059
0.0352500281,-1.130239572,-6.055605938,3.428972816,2.477292019,0.4095488733,2.885851633,1.378836312,0.2792212259,-0.002867575894,-0.6297847872,1.614671112
0.0352500281,-1.130239572,-6.055605938,3.429498826,2.477343822,0.4094819536,2.885856634,1.378880654,0.2789669752,-0.002941748095,-0.6295189882,1.61456964
0.0352500281,-1.130239572,-6.055605938,3.430129755,2.477402102,0.4093836511,2.885943879,1.37898682,0.2786441843,-0.003041820049,-0.6292686642,1.614265969
0.0352500281,-1.130239572,-6.055605938,3.430818364,2.477449522,0.4092642999,2.886057791,1.379113825,0.2783092191,-0.003169006026,-0.6290132263,1.613869616
0.0352500281,-1.130239572,-6.055605938,3.431517625,2.477468386,0.409134782,2.886142885,1.379220589,0.2780181206,-0.003324492457,-0.6287321058,1.613489831
0.0352500281,-1.130239572,-6.055605938,3.432180732,2.477440604,0.4090065728,2.886143789,1.379265922,0.2778266592,-0.003509379128,-0.6284048142,1.613235558
0.0352500281,-1.130239572,-6.055605938,3.432792651,2.477378008,0.4088343283,2.886107427,1.379258572,0.2776991882,-0.003768846701,-0.6280253333,1.612975786
0.0352500281,-1.130239572,-6.055605938,3.433380445,2.477302596,0.4085785755,2.886109305,1.379236094,0.2775672736,-0.004132564559,-0.6276063456,1.612534924
0.0352500281,-1.130239572,-6.055605938,3.4339606,2.477211285,0.4082599134,2.886137016,1.379200372,0.277437585,-0.004578342708,-0.6271553507,1.611954716
0.0352500281,-1.130239572,-6.055605938,3.434549591,2.477101044,0.4078988221,2.886178179,1.379153222,0.2773170055,-0.005083927002,-0.626679847,1.611276696
0.0352500281,-1.130239572,-6.055605938,3.435163891,2.476968894,0.4075156662,2.886220437,1.379096405,0.2772125397,-0.005626869449,-0.6261874716,1.610542136
0.0352500281,-1.130239572,-6.055605938,3.435819969,2.476811905,0.4071306927,2.886251459,1.379031636,0.2771312417,-0.006184441552,-0.625686094,1.609792007
0.0352500281,-1.130239572,-6.055605938,3.436534282,2.476627208,0.4067640245,2.886258934,1.378960596,0.2770801621,-0.006733590569,-0.6251838646,1.609066961
0.0352500281,-1.130239572,-6.055605938,3.437323278,2.476411994,0.4064356488,2.88623056,1.378884953,0.2770663145,-0.007250938505,-0.6246892175,1.608407335
0.0352500281,-1.130239572,-6.055605938,3.438203378,2.476163531,0.4061654016,2.886154029,1.378806373,0.2770966618,-0.007712823685,-0.6242108277,1.607853164
0.0352500281,-1.130239572,-6.055605938,3.439190968,2.475879173,0.4059729458,2.886017009,1.378726543,0.2771781222,-0.008095384709,-0.623757525,1.607444228
0.0352500281,-1.130239572,-6.055605938,3.440220748,2.475554434,0.4058025049,2.885862195,1.378610732,0.277306751,-0.008471134921,-0.6232743377,1.60710007
0.0352500281,-1.130239572,-6.055605938,3.441240466,2.475189773,0.4056060173,2.885725347,1.378440625,0.2774750192,-0.008906533594,-0.6227218992,1.606737895
