T1P1T09_hyoid_data.tx,T1P1T09_hyoid_data.ty,T1P1T09_hyoid_data.tz,T1P1T09_hyoid_data.rx,T1P1T09_hyoid_data.ry,T1P1T09_hyoid_data.rz
2.642561864,-0.1997772491,-0.4861500851,3.578067645,-38.50070441,12.12483276
2.642794726,-0.1967765333,-0.4913776095,3.604920833,-38.63717841,11.70867746
2.643039542,-0.1937567522,-0.4965999394,3.634587768,-38.77233623,11.29006214
2.643294983,-0.1907219609,-0.5018058059,3.667145084,-38.90596374,10.86953343
2.64355972,-0.1876762143,-0.5069839401,3.702669415,-39.03784678,10.44763799
2.643832426,-0.1846235673,-0.5121230734,3.741237396,-39.16777121,10.02492246
2.644111773,-0.1815680748,-0.5172119368,3.782925661,-39.29552288,9.601933495
2.644396432,-0.1785137918,-0.5222392616,3.827810845,-39.42088763,9.179217743
2.644685076,-0.1754647733,-0.527193779,3.875969581,-39.54365133,8.75732185
2.644976375,-0.1724250742,-0.53206422,3.927478505,-39.66359983,8.336792466
2.645269003,-0.1693987495,-0.5368393159,3.982414249,-39.78051897,7.918176239
2.645561631,-0.166389854,-0.5415077979,4.04085345,-39.89419461,7.502019817
2.645852931,-0.1634024428,-0.5460583972,4.10287274,-40.00441261,7.088869848
2.646141574,-0.1604405707,-0.5504798448,4.168548755,-40.11095881,6.679272981
2.646426234,-0.1575082928,-0.5547608721,4.237958129,-40.21361906,6.273775865
2.64670558,-0.1546096639,-0.5588902102,4.311177495,-40.31217923,5.872925147
2.646978286,-0.1517487391,-0.5628565903,4.388283489,-40.40642515,5.477267476
2.647243024,-0.1489295732,-0.5666487435,4.469352745,-40.49614269,5.087349501
2.647498464,-0.1461562213,-0.5702554011,4.554461897,-40.58111769,4.703717869
2.64774328,-0.1434327381,-0.5736652942,4.643687579,-40.66113602,4.32691923
2.647976143,-0.1407631788,-0.576867154,4.737106426,-40.73598351,3.957500232
2.648195725,-0.1381515982,-0.5798497117,4.834795072,-40.80544602,3.596007522
2.648400697,-0.1356020514,-0.5826016984,4.936830151,-40.86930941,3.24298775
2.648589732,-0.1331185931,-0.5851118454,5.043288298,-40.92735953,2.898987564
2.648761501,-0.1307052785,-0.5873688838,5.154246147,-40.97938222,2.564553612
2.648914677,-0.1283661623,-0.5893615448,5.269780332,-41.02516335,2.240232542
2.649047931,-0.1261052997,-0.5910785596,5.389967488,-41.06448875,1.926571004
2.649159935,-0.1239267454,-0.5925086594,5.514884249,-41.0971443,1.624115644
2.649249362,-0.1218345545,-0.5936405753,5.64460725,-41.12291583,1.333413113
2.649314882,-0.1198327819,-0.5944630385,5.779213124,-41.1415892,1.055010058
2.649355168,-0.1179254826,-0.5949647802,5.918778506,-41.15295027,0.7894531268
2.649368892,-0.1161167115,-0.5951345317,6.06338003,-41.15678488,0.5372889689
2.649335768,-0.1143939108,-0.5950151192,6.2167252,-41.15314202,0.2959324957
2.649237904,-0.1127403032,-0.5946618124,6.382074385,-41.14236617,0.06230460432
2.649077566,-0.1111536142,-0.5940820074,6.558833521,-41.12468644,-0.1637890784
2.648857017,-0.1096315693,-0.5932831004,6.746408544,-41.10033195,-0.382542926
2.648578522,-0.1081718941,-0.5922724873,6.944205387,-41.06953182,-0.5941513115
2.648244346,-0.1067723142,-0.5910575644,7.151629988,-41.03251514,-0.7988086085
2.647856752,-0.1054305551,-0.5896457276,7.368088281,-40.98951104,-0.9967091902
2.647418006,-0.1041443424,-0.5880443732,7.592986201,-40.94074863,-1.18804743
2.64693037,-0.1029114015,-0.5862608971,7.825729684,-40.88645701,-1.373017701
2.646396111,-0.1017294581,-0.5843026955,8.065724665,-40.82686531,-1.551814377
2.645817492,-0.1005962376,-0.5821771644,8.31237708,-40.76220262,-1.724631831
2.645196778,-0.0995094657,-0.5798917,8.565092863,-40.69269808,-1.891664436
2.644536233,-0.09846686788,-0.5774536983,8.823277951,-40.61858078,-2.053106566
2.643838121,-0.09746616969,-0.5748705555,9.086338278,-40.54007984,-2.209152594
2.643104707,-0.09650509668,-0.5721496676,9.35367978,-40.45742437,-2.359996893
2.642338255,-0.09558137439,-0.5692984307,9.624708391,-40.37084348,-2.505833837
2.64154103,-0.09469272838,-0.566324241,9.898830049,-40.28056629,-2.646857799
2.640715296,-0.09383688418,-0.5632344944,10.17545069,-40.18682191,-2.783263152
2.639863317,-0.09301156736,-0.5600365872,10.45397624,-40.08983945,-2.91524427
2.638987357,-0.09221450345,-0.5567379153,10.73381265,-39.98984802,-3.042995526
2.638089682,-0.091443418,-0.553345875,11.01436584,-39.88707673,-3.166711293
2.637172556,-0.09069603657,-0.5498678622,11.29504175,-39.7817547,-3.286585945
2.636238242,-0.08997008469,-0.5463112731,11.57524632,-39.67411104,-3.402813854
2.635289005,-0.08926328792,-0.5426835037,11.85438549,-39.56437486,-3.515589395
2.63432711,-0.0885733718,-0.5389919502,12.13186518,-39.45277527,-3.625106941
2.633354821,-0.08789806189,-0.5352440087,12.40709134,-39.33954139,-3.731560864
2.632374403,-0.08723508372,-0.5314470752,12.67946989,-39.22490233,-3.835145539
2.631388119,-0.08658216284,-0.5276085459,12.94840678,-39.10908719,-3.936055338
2.630398235,-0.08593702481,-0.5237358167,13.21330794,-38.99232509,-4.034484635
2.629407014,-0.08529739517,-0.5198362839,13.4735793,-38.87484515,-4.130627803
2.628416721,-0.08466099947,-0.5159173435,13.7286268,-38.75687648,-4.224679216
2.62742962,-0.08402556326,-0.5119863916,13.97785638,-38.63864818,-4.316833247
2.626447976,-0.08338881207,-0.5080508244,14.22067396,-38.52038937,-4.407284269
2.625474053,-0.08274847147,-0.5041180378,14.4564855,-38.40232917,-4.496226656
2.624510115,-0.082102267,-0.500195428,14.68469691,-38.28469668,-4.58385478
2.623558428,-0.0814479242,-0.496290391,14.90471414,-38.16772101,-4.670363015
2.622621254,-0.08078316862,-0.4924103231,15.11594313,-38.05163129,-4.755945735
2.621700859,-0.08010572581,-0.4885626202,15.3177898,-37.93665661,-4.840797313
2.620799508,-0.07941332133,-0.4847546784,15.50966009,-37.8230261,-4.925112122
2.619919463,-0.0787036807,-0.4809938939,15.69095994,-37.71096886,-5.009084536
2.61906299,-0.07797452949,-0.4772876628,15.86109529,-37.60071401,-5.092908927
2.618232354,-0.07722359324,-0.473643381,16.01947206,-37.49249066,-5.17677967
2.617429818,-0.0764485975,-0.4700684448,16.1654962,-37.38652792,-5.260891137
2.616657647,-0.07564726781,-0.4665702503,16.29857363,-37.28305491,-5.345437701
2.615918105,-0.07481732973,-0.4631561934,16.4181103,-37.18230073,-5.430613737
2.615213457,-0.07395650879,-0.4598336703,16.52351214,-37.0844945,-5.516613617
2.614545967,-0.07306253056,-0.4566100772,16.61418509,-36.98986532,-5.603631715
2.613917899,-0.07213312057,-0.45349281,16.68953508,-36.89864232,-5.691862404
2.613311208,-0.07114975635,-0.4503904421,16.7532237,-36.80843446,-5.777833714
2.612707173,-0.07010009342,-0.4472114189,16.80962612,-36.716798,-5.858075798
2.612107054,-0.06899112425,-0.4439629448,16.85921864,-36.623883,-5.932786217
2.611512105,-0.06782984133,-0.4406522243,16.90247754,-36.5298395,-6.002162528
2.610923584,-0.06662323716,-0.4372864619,16.93987911,-36.43481757,-6.066402293
2.610342749,-0.06537830422,-0.4338728619,16.97189965,-36.33896726,-6.12570307
2.609770855,-0.06410203501,-0.4304186287,16.99901545,-36.24243862,-6.180262419
2.60920916,-0.06280142201,-0.4269309669,17.0217028,-36.14538172,-6.2302779
2.60865892,-0.06148345772,-0.4234170807,17.04043799,-36.04794659,-6.275947071
2.608121392,-0.06015513462,-0.4198841747,17.0556973,-35.95028331,-6.317467493
2.607597834,-0.05882344521,-0.4163394533,17.06795705,-35.85254192,-6.355036725
2.607089502,-0.05749538197,-0.4127901209,17.0776935,-35.75487249,-6.388852326
2.606597652,-0.05617793739,-0.4092433819,17.08538297,-35.65742505,-6.419111857
2.606123542,-0.05487810397,-0.4057064408,17.09150173,-35.56034968,-6.446012875
2.605668429,-0.05360287419,-0.402186502,17.09652607,-35.46379641,-6.469752942
2.605233569,-0.05235924055,-0.3986907698,17.1009323,-35.36791532,-6.490529616
2.604820219,-0.05115419553,-0.3952264488,17.1051967,-35.27285645,-6.508540458
2.604429637,-0.04999473163,-0.3918007434,17.10979556,-35.17876987,-6.523983025
2.604063078,-0.04888784132,-0.388420858,17.11520517,-35.08580561,-6.537054879
2.6037218,-0.04784051712,-0.3850939969,17.12190182,-34.99411374,-6.547953578
2.60340706,-0.04685975149,-0.3818273648,17.13036182,-34.90384432,-6.556876682
2.603120114,-0.04595253694,-0.3786281659,17.14106144,-34.81514739,-6.564021751
2.60286222,-0.04512586595,-0.3755036047,17.15447697,-34.72817302,-6.569586344
2.602634633,-0.04438673102,-0.3724608856,17.17108472,-34.64307126,-6.57376802
2.602438612,-0.04374212463,-0.3695072131,17.19136097,-34.55999216,-6.576764339
2.602275413,-0.04319903927,-0.3666497916,17.21578201,-34.47908578,-6.578772861
2.602146292,-0.04276446743,-0.3638958255,17.24482414,-34.40050217,-6.579991144
2.602052507,-0.04244540161,-0.3612525192,17.27896363,-34.32439139,-6.580616749
2.601995314,-0.04224883429,-0.3587270772,17.3186768,-34.25090349,-6.580847235
2.60197597,-0.04218175797,-0.3563267038,17.36443992,-34.18018853,-6.580880162
2.602012062,-0.04235697986,-0.3540595944,17.41550309,-34.1118492,-6.569525632
2.602117056,-0.04286890752,-0.3519238701,17.47062857,-34.04535671,-6.536211887
2.602286031,-0.04369693397,-0.3499116248,17.52956091,-33.98066391,-6.482063693
2.602514066,-0.04482045219,-0.3480149522,17.59204468,-33.91772364,-6.408205819
2.602796238,-0.04621885518,-0.3462259461,17.65782443,-33.85648874,-6.315763031
2.603127626,-0.04787153594,-0.3445367,17.72664473,-33.79691207,-6.205860096
2.603503308,-0.04975788746,-0.3429393079,17.79825013,-33.73894646,-6.079621783
2.603918363,-0.05185730276,-0.3414258634,17.87238519,-33.68254476,-5.938172857
2.60436787,-0.05414917482,-0.3399884603,17.94879447,-33.62765981,-5.782638086
2.604846906,-0.05661289664,-0.3386191924,18.02722253,-33.57424447,-5.614142238
2.60535055,-0.05922786123,-0.3373101532,18.10741392,-33.52225156,-5.433810079
2.605873881,-0.06197346157,-0.3360534366,18.1891132,-33.47163395,-5.242766376
2.606411976,-0.06482909067,-0.3348411364,18.27206494,-33.42234447,-5.042135898
2.606959915,-0.06777414153,-0.3336653462,18.35601369,-33.37433596,-4.83304341
2.607512775,-0.07078800714,-0.3325181598,18.44070401,-33.32756128,-4.616613681
2.608065635,-0.0738500805,-0.331391671,18.52588046,-33.28197326,-4.393971477
2.608613574,-0.07693975462,-0.3302779734,18.6112876,-33.23752476,-4.166241566
2.609151669,-0.08003642248,-0.3291691608,18.69666998,-33.19416861,-3.934548715
2.609674999,-0.08311947708,-0.3280573269,18.78177216,-33.15185766,-3.700017691
2.610178644,-0.08616831143,-0.3269345656,18.86633871,-33.11054476,-3.463773261
2.61065768,-0.08916231853,-0.3257929704,18.95011418,-33.07018274,-3.226940192
2.611107186,-0.09208089136,-0.3246246352,19.03284312,-33.03072446,-2.990643252
2.611522241,-0.09490342294,-0.3234216537,19.11427011,-32.99212276,-2.756007208
2.611897924,-0.09760930625,-0.3221761196,19.19413969,-32.95433048,-2.524156827
2.612229312,-0.1001779343,-0.3208801267,19.27219643,-32.91730047,-2.296216876
2.612511484,-0.1025887001,-0.3195257686,19.34818488,-32.88098557,-2.073312123
2.612739518,-0.1048209966,-0.3181051392,19.4218496,-32.84533863,-1.856567334
2.612908493,-0.1068542168,-0.3166103322,19.49293515,-32.81031249,-1.647107276
2.613013487,-0.1086677538,-0.3150334413,19.56118609,-32.77585999,-1.446056718
2.613049579,-0.1102410005,-0.3133665602,19.62634698,-32.74193399,-1.254540426
2.612950185,-0.1116534205,-0.3115691804,19.69076455,-32.70856496,-1.061297461
2.612661036,-0.1129990982,-0.3096161953,19.75677894,-32.6758377,-0.8552238532
2.612195689,-0.1142793575,-0.3075228017,19.82412483,-32.64378658,-0.6376798261
2.611567695,-0.1154955222,-0.3053041965,19.89253689,-32.61244592,-0.4100256021
2.61079061,-0.1166489162,-0.3029755765,19.96174981,-32.58185009,-0.1736214037
2.609877986,-0.1177408634,-0.3005521385,20.03149826,-32.55203341,0.07017254648
2.608843378,-0.1187726878,-0.2980490794,20.10151692,-32.52303025,0.3199960257
2.607700339,-0.1197457132,-0.295481596,20.17154047,-32.49487494,0.5744888114
2.606462424,-0.1206612636,-0.2928648852,20.24130359,-32.46760182,0.8322906809
2.605143186,-0.1215206628,-0.2902141438,20.31054095,-32.44124526,1.092041412
2.603756178,-0.1223252347,-0.2875445685,20.37898722,-32.41583958,1.352380781
2.602314956,-0.1230763033,-0.2848713563,20.4463771,-32.39141913,1.611948566
2.600833072,-0.1237751924,-0.282209704,20.51244526,-32.36801827,1.869384545
2.59932408,-0.124423226,-0.2795748085,20.57692636,-32.34567133,2.123328494
2.597801534,-0.1250217279,-0.2769818664,20.6395551,-32.32441266,2.372420192
2.596278989,-0.1255720221,-0.2744460748,20.70006615,-32.30427661,2.615299414
2.594769997,-0.1260754324,-0.2719826304,20.75819419,-32.28529752,2.85060594
2.593288113,-0.1265332828,-0.26960673,20.81367389,-32.26750973,3.076979546
2.59184689,-0.1269468971,-0.2673335705,20.86623994,-32.2509476,3.293060009
2.590459883,-0.1273175993,-0.2651783487,20.915627,-32.23564546,3.497487108
2.589140645,-0.1276467132,-0.2631562615,20.96156976,-32.22163767,3.688900618
2.587902729,-0.1279355628,-0.2612825057,21.0038029,-32.20895856,3.865940319
2.586759691,-0.128185472,-0.2595722781,21.04206109,-32.19764249,4.027245986
2.585725083,-0.1283977646,-0.2580407756,21.07607902,-32.18772379,4.171457398
2.584812459,-0.1285737645,-0.256703195,21.10559135,-32.17923682,4.297214331
2.584035373,-0.1287147957,-0.2555747331,21.13033277,-32.17221592,4.403156564
2.58340738,-0.1288221821,-0.2546705867,21.15003795,-32.16669543,4.487923874
2.582942032,-0.1288972476,-0.2540059528,21.16444157,-32.1627097,4.550156037
2.582652884,-0.128941316,-0.2535960281,21.17327832,-32.16029308,4.588492831
2.582553489,-0.1289557112,-0.2534560094,21.17628286,-32.15947991,4.601574035
2.582684263,-0.1288605544,-0.2535281658,21.16777185,-32.16114396,4.601548657
2.583064695,-0.1285823928,-0.2537390635,21.14256369,-32.16603494,4.601371013
2.583676953,-0.1281321897,-0.2540803455,21.10114568,-32.17400112,4.600888836
2.584503205,-0.1275209085,-0.2545436546,21.04400512,-32.18489076,4.599949861
2.585525616,-0.1267595126,-0.2551206338,20.97162931,-32.19855211,4.598401821
2.586726355,-0.1258589653,-0.2558029259,20.88450555,-32.21483343,4.596092449
2.58808759,-0.12483023,-0.2565821739,20.78312113,-32.23358297,4.592869479
2.589591486,-0.1236842699,-0.2574500206,20.66796337,-32.25464901,4.588580646
2.591220211,-0.1224320485,-0.2583981089,20.53951955,-32.27787978,4.583073683
2.592955933,-0.1210845291,-0.2594180818,20.39827698,-32.30312356,4.576196323
2.594780819,-0.119652675,-0.2605015821,20.24472295,-32.33022861,4.5677963
2.596677036,-0.1181474497,-0.2616402528,20.07934478,-32.35904317,4.557721348
2.598626752,-0.1165798163,-0.2628257367,19.90262975,-32.3894155,4.545819201
2.600612132,-0.1149607384,-0.2640496767,19.71506516,-32.42119388,4.531937593
2.602615346,-0.1133011792,-0.2653037158,19.51713832,-32.45422655,4.515924257
2.604618559,-0.111612102,-0.2665794968,19.30933653,-32.48836177,4.497626927
2.60660394,-0.1099044703,-0.2678686626,19.09214709,-32.5234478,4.476893336
2.608553655,-0.1081892474,-0.2691628561,18.86605729,-32.55933289,4.453571219
2.610449872,-0.1064773966,-0.2704537203,18.63155443,-32.59586532,4.427508309
2.612274758,-0.1047798812,-0.271732898,18.38912582,-32.63289333,4.398552339
2.61401048,-0.1031076647,-0.2729920321,18.13925875,-32.67026518,4.366551044
2.615639206,-0.1014717104,-0.2742227656,17.88244053,-32.70782913,4.331352158
2.617143102,-0.09988298157,-0.2754167412,17.61915845,-32.74543345,4.292803414
2.618504336,-0.09835244161,-0.276565602,17.34989982,-32.78292638,4.250752545
2.619705076,-0.09689105386,-0.2776609908,17.07515193,-32.82015618,4.205047286
2.620727487,-0.09550978167,-0.2786945505,16.79540208,-32.85697112,4.15553537
2.621553738,-0.09421958839,-0.2796579241,16.51113758,-32.89321945,4.102064531
2.622165997,-0.09303143736,-0.2805427543,16.22284572,-32.92874943,4.044482503
2.622546429,-0.09195629194,-0.2813406842,15.9310138,-32.96340932,3.982637019
2.622677202,-0.09100511547,-0.2820433566,15.63612912,-32.99704738,3.916375813
2.622572818,-0.09012814887,-0.2826872344,15.31942498,-33.0312585,3.840777962
2.622267625,-0.08926888672,-0.2833141258,14.96411824,-33.06760596,3.751606101
2.621773567,-0.08842817284,-0.2839236909,14.57367159,-33.1058906,3.649733299
2.621102586,-0.08760685103,-0.2845155902,14.15154771,-33.14591325,3.536032623
2.620266625,-0.08680576513,-0.2850894839,13.70120929,-33.18747473,3.411377142
2.619277628,-0.08602575896,-0.2856450324,13.226119,-33.2303759,3.276639926
2.618147536,-0.08526767633,-0.286181896,12.72973953,-33.27441757,3.132694042
2.616888292,-0.08453236106,-0.286699735,12.21553356,-33.31940059,2.980412561
2.615511839,-0.08382065697,-0.2871982098,11.68696376,-33.36512578,2.820668549
2.614030119,-0.08313340788,-0.2876769807,11.14749284,-33.41139398,2.654335077
2.612455076,-0.08247145762,-0.288135708,10.60058345,-33.45800603,2.482285212
2.610798652,-0.08183564999,-0.2885740521,10.04969829,-33.50476275,2.305392024
2.609072789,-0.08122682883,-0.2889916732,9.498300043,-33.55146498,2.124528581
2.607289431,-0.08064583794,-0.2893882318,8.949851383,-33.59791355,1.940567951
2.60546052,-0.08009352115,-0.2897633881,8.407814996,-33.64390931,1.754383205
2.603597999,-0.07957072228,-0.2901168024,7.875653563,-33.68925307,1.566847409
2.60171381,-0.07907828515,-0.2904481352,7.356829765,-33.73374567,1.378833634
2.599819896,-0.07861705358,-0.2907570467,6.854806286,-33.77718795,1.191214947
2.597928201,-0.07818787138,-0.2910431972,6.373045806,-33.81938074,1.004864417
2.596050665,-0.07779158238,-0.2913062472,5.915011008,-33.86012488,0.8206551137
2.594199233,-0.07742903039,-0.2915458568,5.484164574,-33.89922119,0.639460105
2.592385847,-0.07710105924,-0.2917616865,5.083969185,-33.93647051,0.4621524598
2.59062245,-0.07680851275,-0.2919533966,4.717887523,-33.97167368,0.2896052467
2.588920983,-0.07655223472,-0.2921206474,4.389382271,-34.00463152,0.1226915345
2.587293391,-0.07633306899,-0.2922630992,4.101916109,-34.03514487,-0.03771560814
2.585751616,-0.07615185938,-0.2923804123,3.858951721,-34.06301457,-0.1907431125
2.584307599,-0.0760094497,-0.2924722472,3.663951787,-34.08804144,-0.3355179099
2.582973285,-0.07590668376,-0.292538264,3.52037899,-34.11002633,-0.4711669316
2.581760616,-0.0758444054,-0.2925781232,3.431696012,-34.12877006,-0.5968171089
2.580681534,-0.07582345844,-0.2925914851,3.401365535,-34.14407347,-0.7115953731
2.57971655,-0.07636345121,-0.2925707461,3.438923974,-34.15714477,-0.8163006485
2.578834035,-0.07793433929,-0.2925081728,3.548184887,-34.16934499,-0.9127054724
2.578027727,-0.08046248729,-0.2924032308,3.72402667,-34.18070415,-1.001397196
2.577291363,-0.08387425984,-0.2922553857,3.961327716,-34.19125231,-1.082963169
2.576618679,-0.08809602155,-0.2920641029,4.254966421,-34.20101949,-1.157990743
2.576003414,-0.09305413704,-0.2918288482,4.599821179,-34.21003574,-1.227067268
2.575439304,-0.09867497095,-0.291549087,4.990770385,-34.21833108,-1.290780095
2.574920086,-0.1048848879,-0.291224285,5.422692433,-34.22593557,-1.349716576
2.574439497,-0.1116102525,-0.2908539077,5.890465719,-34.23287923,-1.40446406
2.573991274,-0.1187774293,-0.2904374207,6.388968636,-34.2391921,-1.455609899
2.573569154,-0.1263127831,-0.2899742895,6.91307958,-34.24490422,-1.503741443
2.573166875,-0.1341426783,-0.2894639798,7.457676945,-34.25004564,-1.549446043
2.572778173,-0.1421934797,-0.2889059571,8.017639127,-34.25464637,-1.59331105
