T1P1T06_inf_data.tx,T1P1T06_inf_data.ty,T1P1T06_inf_data.tz,T1P1T06_inf_data.rx,T1P1T06_inf_data.ry,T1P1T06_inf_data.rz
4.227215189,0.2396510266,-1.030238361,-10.14885499,-29.05497788,59.02542933
4.226812643,0.2394278231,-1.030025578,-10.1989483,-29.03609404,58.9432014
4.226295575,0.2391886701,-1.029738885,-10.24841149,-29.0154417,58.8562912
4.225668915,0.2389213655,-1.029359159,-10.29711136,-28.9927792,58.76467323
4.224938576,0.2386153647,-1.028867078,-10.3449193,-28.96786049,58.66832592
4.22411127,0.2382620091,-1.028243571,-10.39171132,-28.94043524,58.56723175
4.223194333,0.2378546852,-1.027470252,-10.43736812,-28.91024897,58.46137746
4.222195544,0.2373889205,-1.02652985,-10.48177506,-28.87704329,58.35075419
4.221122957,0.2368624241,-1.025406632,-10.52482217,-28.84055604,58.23535752
4.219984736,0.2362750768,-1.02408679,-10.56640406,-28.80052164,58.11518756
4.218788982,0.2356288765,-1.022558813,-10.6064199,-28.75667126,57.99024892
4.217500443,0.2349380206,-1.020757137,-10.64466401,-28.70683874,57.85912031
4.21609045,0.2342208688,-1.018636534,-10.68113939,-28.6494308,57.72059081
4.214576415,0.2334883712,-1.016220196,-10.71606185,-28.58503468,57.57498694
4.212975062,0.2327528425,-1.013534399,-10.74964614,-28.51423667,57.42263817
4.211302258,0.232027676,-1.010608439,-10.78210436,-28.4376228,57.26387567
4.209572862,0.2313270238,-1.007474446,-10.81364438,-28.35577951,57.09903109
4.207800598,0.2306654503,-1.00416707,-10.84446835,-28.26929422,56.92843547
4.205997941,0.2300575683,-1.000723054,-10.87477143,-28.1787559,56.75241819
4.204176029,0.2295176688,-0.9971807088,-10.90474045,-28.0847556,56.57130603
4.202344588,0.2290593563,-0.9935793049,-10.93455285,-27.98788687,56.3854223
4.200511873,0.2286951987,-0.9899584019,-10.96437563,-27.88874615,56.19508607
4.198684639,0.2284364028,-0.9863571414,-10.99436447,-27.78793312,56.00061153
4.196868121,0.2282925199,-0.9828135227,-11.02466295,-27.68605097,55.80230743
4.195066046,0.2282711904,-0.9793636857,-11.05540194,-27.58370656,55.60047658
4.193280677,0.2283779314,-0.9760412262,-11.08669903,-27.4815106,55.39541552
4.19151289,0.2286159741,-0.9728765689,-11.11865823,-27.38007772,55.1874143
4.189762301,0.2289861569,-0.9698964236,-11.15136963,-27.28002647,54.9767563
4.188027445,0.2294868814,-0.9671233534,-11.18490936,-27.18197927,54.76371819
4.186306013,0.2301141361,-0.9645754785,-11.21933957,-27.08656232,54.54857
4.18459514,0.230861588,-0.9622663366,-11.25470855,-26.99440544,54.33157527
4.182891769,0.2317207409,-0.9602049174,-11.29105105,-26.90614186,54.11299133
4.181193051,0.2326811508,-0.9583958763,-11.32838862,-26.82240797,53.89306956
4.1794968,0.2337306854,-0.9568399298,-11.36673018,-26.74384302,53.67205591
4.177801985,0.2348558106,-0.9555344209,-11.40607262,-26.6710888,53.45019134
4.176109225,0.236041886,-0.9544740347,-11.44640156,-26.60478928,53.22771239
4.174421298,0.2372734493,-0.9536516387,-11.48769225,-26.54559021,53.00485187
4.172743616,0.2385344736,-0.953059208,-11.52991052,-26.49413873,52.7818395
4.17108466,0.2398085835,-0.952688795,-11.57301385,-26.45108294,52.55890274
4.169456348,0.2410792168,-0.952533496,-11.61695261,-26.41707145,52.33626752
4.167874313,0.2423297266,-0.9525883659,-11.66167129,-26.39275297,52.11415917
4.166358069,0.2435434181,-0.9528512354,-11.70710989,-26.37877584,51.89280326
4.164931058,0.2447035222,-0.9533233903,-11.75320539,-26.37578762,51.67242652
4.163620557,0.2457931081,-0.9540100812,-11.7998933,-26.38443462,51.45325786
4.162457445,0.2467949472,-0.9549208441,-11.84710926,-26.40536152,51.23552931
4.16147583,0.2476913402,-0.9560696269,-11.89479081,-26.43921091,51.01947706
4.160712559,0.2484639293,-0.9574747265,-11.94287909,-26.48662293,50.80534247
4.160145233,0.249100271,-0.9590179318,-11.99077727,-26.54360053,50.59154297
4.159746323,0.2495880285,-0.9605707374,-12.03784272,-26.60567459,50.37631547
4.159546785,0.249907531,-0.9621415946,-12.08395461,-26.6727736,50.15963579
4.159577042,0.2500379363,-0.9637417695,-12.12899614,-26.74482397,49.94148067
4.159866118,0.2499573028,-0.9653847204,-12.17285486,-26.82174985,49.72182803
4.160440792,0.2496427889,-0.9670854493,-12.21542291,-26.90347305,49.50065714
4.16132478,0.2490709954,-0.9688598558,-12.25659727,-26.98991294,49.27794885
4.162537979,0.2482184593,-0.9707241166,-12.29627993,-27.08098634,49.05368572
4.164095768,0.2470623007,-0.9726941086,-12.33437803,-27.17660751,48.82785218
4.166008406,0.2455810171,-0.9747848931,-12.37080391,-27.27668808,48.60043464
4.168280514,0.2437554084,-0.9770102717,-12.40547516,-27.38113705,48.37142158
4.170910669,0.2415696059,-0.9793824222,-12.43831462,-27.48986077,48.1408036
4.17389111,0.2390121689,-0.9819116171,-12.46925028,-27.60276301,47.90857348
4.177207568,0.2360772028,-0.9846060268,-12.49821516,-27.71974493,47.67472619
4.180839235,0.2327654474,-0.9874716015,-12.5251472,-27.84070522,47.43925884
4.184758877,0.2290852769,-0.9905120287,-12.54998903,-27.9655401,47.20217069
4.188933096,0.2250535541,-0.9937287575,-12.57268772,-28.09414344,46.96346304
4.193322765,0.2206962832,-0.997121087,-12.59319455,-28.22640684,46.72313918
4.19788362,0.2160490102,-1.000686309,-12.6114647,-28.36221979,46.48120427
4.202567021,0.2111569289,-1.004419905,-12.62745692,-28.50146972,46.23766523
4.207320869,0.2060746608,-1.00831578,-12.64113322,-28.64404218,45.99253056
4.212090674,0.2008656904,-1.012366545,-12.6524585,-28.78982098,45.74581026
4.216820732,0.1956014503,-1.016563808,-12.66140022,-28.93868829,45.4975156
4.221455396,0.1903600626,-1.020898483,-12.66792802,-29.09052485,45.247659
4.225940398,0.1852247619,-1.025361082,-12.67201343,-29.24521007,44.99625382
4.230224172,0.1802820325,-1.029941987,-12.67362948,-29.40262222,44.74331423
4.234259133,0.1756195139,-1.034631663,-12.67275044,-29.56263857,44.488855
4.238002868,0.1713237347,-1.039420819,-12.66935152,-29.72513556,44.23289135
4.241419176,0.1674777528,-1.044300499,-12.66340858,-29.88998894,43.97543882
4.244478933,0.1641587861,-1.049262095,-12.65489795,-30.05707395,43.71651305
4.247160721,0.1614359252,-1.054297307,-12.64379622,-30.22626543,43.45612975
4.249451216,0.159368024,-1.059398035,-12.63008009,-30.39743799,43.19430446
4.251345288,0.1580018588,-1.064556245,-12.61372622,-30.57046618,42.93105252
4.252845834,0.1573706437,-1.069763807,-12.59471121,-30.74522456,42.66638894
4.253963331,0.1574929721,-1.075012342,-12.57301149,-30.92158789,42.40032835
4.254715154,0.1583722392,-1.08029309,-12.54860338,-31.09943121,42.13288486
4.255124669,0.1599965752,-1.085596809,-12.52146303,-31.27862999,41.86407211
4.255220174,0.1623392916,-1.09091373,-12.49156656,-31.45906021,41.59390311
4.255033723,0.16535982,-1.096233573,-12.45889005,-31.64059846,41.32239033
4.254599894,0.1690050954,-1.101545618,-12.42340971,-31.82312206,41.04954557
4.253954568,0.1732113172,-1.106838841,-12.38510194,-32.00650909,40.77538004
4.253133757,0.1779060041,-1.112102097,-12.3439435,-32.19063852,40.49990433
4.252172549,0.1830102494,-1.117324343,-12.29991162,-32.37539022,40.2231284
4.251104191,0.1884410775,-1.12249489,-12.25298412,-32.56064505,39.94506165
4.249959363,0.1941138046,-1.127603662,-12.20313963,-32.74628492,39.66571291
4.24876565,0.1999443121,-1.132641449,-12.15035764,-32.93219276,39.38509049
4.247547215,0.2058511506,-1.137600133,-12.09461867,-33.11825261,39.10320227
4.246324694,0.2117574089,-1.14247289,-12.03590441,-33.30434962,38.8200557
4.245115271,0.2175922961,-1.147254342,-11.97419781,-33.49037005,38.53565788
4.243932926,0.2232924015,-1.151940653,-11.90948318,-33.67620125,38.25001569
4.242788821,0.2288026157,-1.156529585,-11.84174628,-33.8617317,37.96313579
4.241691789,0.234076708,-1.161020489,-11.77097441,-34.04685094,37.67502479
4.240648877,0.2390775739,-1.165414261,-11.69715645,-34.23144955,37.38568932
4.239665921,0.2437771726,-1.169713247,-11.62028293,-34.41541913,37.09513615
4.238748092,0.248156191,-1.173921128,-11.54034604,-34.59865223,36.8033723
4.237900396,0.2522034706,-1.178042774,-11.45733969,-34.7810423,36.51040521
4.23712809,0.2559152466,-1.182084079,-11.37125949,-34.9624836,36.21624285
4.236549522,0.2592767175,-1.186251588,-11.27532049,-35.15030987,35.92222009
4.236270907,0.2622830762,-1.190729025,-11.16388436,-35.35098591,35.62947721
4.236280351,0.2649537547,-1.195489068,-11.03870692,-35.56310031,35.33774603
4.236566599,0.2673117245,-1.200504712,-10.90158653,-35.78523878,35.04677061
4.23711867,0.2693826264,-1.205749069,-10.75435372,-36.01598525,34.75629864
4.237925402,0.2711939574,-1.211195166,-10.59886223,-36.25392257,34.4660742
4.238974927,0.2727743422,-1.216815729,-10.43698148,-36.49763306,34.17583201
4.240254118,0.2741529067,-1.22258297,-10.27059065,-36.74569875,33.88529319
4.241748009,0.2753587621,-1.228468362,-10.10157429,-36.99670141,33.59416252
4.243439247,0.2764205993,-1.234442431,-9.93181959,-37.24922247,33.30212721
4.245307597,0.2773663815,-1.240474543,-9.763215502,-37.5018427,33.00885726
4.247329526,0.2782231199,-1.246532717,-9.597653608,-37.75314177,32.71400743
4.249477912,0.2790167089,-1.252583451,-9.437031,-38.00169778,32.41722081
4.251721889,0.2797717958,-1.258591579,-9.28325519,-38.24608658,32.11813415
4.254026851,0.2805116597,-1.264520166,-9.13825113,-38.48488117,31.81638484
4.256354629,0.2812580767,-1.270330446,-9.00397043,-38.71665099,31.51161974
4.258663843,0.2820311546,-1.275981805,-8.882402801,-38.93996133,31.20350569
4.260910419,0.2828491252,-1.281431835,-8.775589759,-39.15337265,30.891742
4.263048271,0.2837280913,-1.286636436,-8.685640574,-39.35544016,30.57607458
4.265030112,0.2846817311,-1.291549999,-8.614750415,-39.54471337,30.25631211
4.266756877,0.2859250076,-1.296205703,-8.554893768,-39.72321552,29.9226122
4.268173396,0.287626522,-1.300662646,-8.496362837,-39.894051,29.56684792
4.269298005,0.289726367,-1.304912566,-8.438962389,-40.0573861,29.19149682
4.270149638,0.2921619029,-1.308946858,-8.382565246,-40.21338887,28.79908262
4.270748354,0.2948677806,-1.312757086,-8.327103275,-40.36223222,28.39216953
4.271115826,0.2977760322,-1.316335518,-8.272558776,-40.50409672,27.97335676
4.271275775,0.3008162355,-1.319675672,-8.218956306,-40.63917317,27.54527316
4.271254308,0.3039157523,-1.322772864,-8.166354952,-40.76766484,27.11057223
4.27108015,0.3070000413,-1.325624724,-8.114841097,-40.88978936,26.67192725
4.270784749,0.3099930412,-1.328231661,-8.064521711,-41.0057802,26.23202685
4.270402237,0.3128176205,-1.330597267,-8.015518205,-41.11588779,25.79357077
4.269969237,0.3153960844,-1.332728619,-7.967960891,-41.22038024,25.35926611
4.269524525,0.3176507262,-1.334636477,-7.921984088,-41.31954356,24.93182389
4.26910854,0.3195044043,-1.336335349,-7.877721919,-41.4136816,24.51395615
4.26876278,0.3208811216,-1.337843425,-7.835304829,-41.50311546,24.10837345
4.268529097,0.3217065827,-1.339182362,-7.794856885,-41.58818256,23.71778294
4.268448934,0.3219086969,-1.340376931,-7.756493865,-41.6692353,23.34488697
4.268562541,0.3214180041,-1.341454524,-7.720322194,-41.74663938,22.9923823
4.26890822,0.3201679983,-1.342444538,-7.68643874,-41.82077164,22.66295989
4.269521633,0.3180953339,-1.343377655,-7.654931495,-41.89201775,22.35930538
4.270435225,0.3151399054,-1.344285037,-7.625881161,-41.96076934,22.08410014
4.271677797,0.3112448008,-1.345197477,-7.599363653,-42.02742098,21.84002301
4.273274257,0.3063561364,-1.346144518,-7.575453518,-42.09236672,21.62975277
4.275245569,0.3004227869,-1.34715359,-7.554228269,-42.15599639,21.45597112
4.277608929,0.2933960331,-1.348249183,-7.535773631,-42.21869153,21.32136647
4.280378157,0.2852291526,-1.349452098,-7.520189674,-42.28082098,21.22863822
4.283406586,0.2763730085,-1.350771828,-7.506114105,-42.34255352,21.16081397
4.286529286,0.2673244289,-1.352207137,-7.492135213,-42.40382049,21.09909531
4.289728,0.2581070472,-1.353756129,-7.478291327,-42.4646226,21.04345179
4.292981694,0.2487443986,-1.355412294,-7.464617107,-42.52496104,20.99384999
4.296267319,0.2392595673,-1.357164621,-7.451143142,-42.58483744,20.950253
4.299560642,0.2296749201,-1.358997894,-7.437895578,-42.64425381,20.91262006
4.302837115,0.2200119436,-1.360893181,-7.424895799,-42.70321251,20.88090613
4.306072733,0.2102911979,-1.362828506,-7.412160151,-42.76171619,20.85506156
4.30924486,0.200532396,-1.364779666,-7.399699729,-42.81976772,20.83503179
4.312332969,0.1907546079,-1.366721182,-7.387520213,-42.87737007,20.82075712
4.315319293,0.1809765857,-1.368627322,-7.375621783,-42.93452626,20.81217251
4.31818933,0.1712171929,-1.370473169,-7.363999087,-42.99123924,20.80920744
4.320932223,0.1614959185,-1.372235657,-7.352641294,-43.04751177,20.81178588
4.32354096,0.1518334499,-1.37389454,-7.341532209,-43.10334633,20.8198263
4.326012416,0.1422522797,-1.375433237,-7.330650464,-43.15874501,20.83324173
4.328347219,0.1327773178,-1.376839504,-7.319969787,-43.21370937,20.85193992
4.330549435,0.123436485,-1.378105904,-7.309459336,-43.26824034,20.87582358
4.332626096,0.1142612657,-1.379230051,-7.299084109,-43.32233809,20.90479066
4.33458656,0.1052871943,-1.380214604,-7.288805416,-43.37600194,20.93873469
4.336441761,0.09655425279,-1.381067041,-7.278581411,-43.42923023,20.97754525
4.338203355,0.0881071491,-1.381799195,-7.268367688,-43.48202021,21.02110839
4.339882831,0.07999544527,-1.382426614,-7.258117913,-43.53436796,21.06930723
4.341490619,0.07227350028,-1.382967762,-7.247784506,-43.58626828,21.12202248
4.343035273,0.06500019429,-1.383443122,-7.237319352,-43.63771457,21.1791331
4.344522764,0.05823840548,-1.383874249,-7.226674532,-43.68869881,21.24051689
4.345955941,0.05205422059,-1.384282831,-7.215803068,-43.73921142,21.30605124
4.347334197,0.04651587407,-1.384689805,-7.204659671,-43.78924126,21.37561372
4.348653358,0.04169242859,-1.385114575,-7.193201483,-43.83877549,21.44908283
4.349905803,0.03765222929,-1.38557436,-7.181388792,-43.88779962,21.52633863
4.3510808,0.03446118387,-1.386083694,-7.169185733,-43.93629738,21.60726344
4.352165027,0.03218093811,-1.386654087,-7.156560941,-43.98425077,21.69174245
4.35314324,0.03086702953,-1.387293834,-7.143488166,-44.03164003,21.77966437
4.353999017,0.03056710897,-1.388007963,-7.129946823,-44.07844362,21.87092198
4.354715545,0.03131931985,-1.388798303,-7.115922493,-44.12463826,21.96541269
4.355276373,0.0331509179,-1.389663636,-7.101407348,-44.17019898,22.06303903
4.355666092,0.03607720113,-1.390599931,-7.0864005,-44.21509912,22.16370907
4.355870918,0.04010080151,-1.391600619,-7.070908276,-44.25931046,22.2673368
4.355879136,0.04521136929,-1.392656912,-7.0549444,-44.30280326,22.37384249
4.355681414,0.05138565983,-1.393758133,-7.038530101,-44.34554635,22.48315288
4.355270983,0.05858801272,-1.394892082,-7.021694123,-44.3875073,22.59520139
4.354643697,0.06677119622,-1.396045397,-7.004472644,-44.42865248,22.70992822
4.353797987,0.07587757582,-1.397203941,-6.986909116,-44.46894729,22.82728034
4.352734713,0.08584055419,-1.398353194,-6.969054012,-44.50835622,22.94721151
4.35145696,0.09658622091,-1.39947865,-6.950964482,-44.54684314,23.06968208
4.349969753,0.1080351444,-1.400566217,-6.932703945,-44.58437138,23.19465879
4.348279741,0.1201042351,-1.401602613,-6.914341584,-44.62090399,23.32211452
4.346394848,0.1327086101,-1.402575738,-6.895951784,-44.65640395,23.45202788
4.344323915,0.1457633937,-1.403475029,-6.877613504,-44.69083432,23.58438279
4.342076347,0.1591853968,-1.404291783,-6.859409584,-44.72415854,23.71916796
4.339661771,0.1728946275,-1.405019433,-6.841426006,-44.75634058,23.85637633
4.33708974,0.186815595,-1.40565379,-6.82375112,-44.78734519,23.99600445
4.334369473,0.2008783804,-1.406193222,-6.806474825,-44.81713811,24.13805173
4.331509656,0.2150194516,-1.406638791,-6.789687735,-44.84568628,24.2825198
4.328518314,0.2291822115,-1.406994309,-6.773480325,-44.87295804,24.42941164
4.325402757,0.2433172712,-1.407266344,-6.757942073,-44.89892334,24.57873085
4.322169606,0.2573824518,-1.407464131,-6.743160605,-44.92355389,24.73048082
4.318824893,0.2713425223,-1.407599409,-6.729220848,-44.94682337,24.88466384
4.315374229,0.2851686935,-1.407686166,-6.716204206,-44.96870755,25.04128035
4.311823024,0.2988378976,-1.407740285,-6.704187764,-44.98918445,25.20032801
4.308176744,0.3123318898,-1.40777911,-6.693243524,-45.00823445,25.36180097
4.304441168,0.3256362204,-1.407820915,-6.683437687,-45.02584037,25.52568903
4.300622643,0.3387391265,-1.40788431,-6.674829985,-45.04198762,25.69197691
4.2967283,0.3516304008,-1.40798759,-6.667473066,-45.05666416,25.86064354
4.292766215,0.3643002904,-1.408148046,-6.661411949,-45.06986062,26.03166138
4.288745515,0.3767384792,-1.408381276,-6.656683533,-45.08157029,26.20499588
4.284676409,0.3889332021,-1.40870052,-6.653316195,-45.09178911,26.38060488
4.280570162,0.4008705322,-1.409116043,-6.651329446,-45.10051563,26.55843825
4.276482036,0.4121885138,-1.40949023,-6.651521621,-45.10217946,26.75119327
4.272469401,0.4225460751,-1.409690399,-6.654604108,-45.0915558,26.97068317
4.268548283,0.4319566026,-1.409728302,-6.660433371,-45.06916209,27.21550399
4.26473557,0.4404309169,-1.409611197,-6.668835317,-45.0355152,27.48422601
4.261048661,0.4479776964,-1.409341985,-6.67961007,-44.99113312,27.77539742
4.257505129,0.4546041082,-1.408919504,-6.692536667,-44.93653656,28.08754802
4.254122395,0.4603166097,-1.408338991,-6.707377641,-44.87225039,28.41919288
4.250917415,0.4651218765,-1.40759268,-6.723883456,-44.79880503,28.7688359
4.247906386,0.4690278058,-1.40667052,-6.741796779,-44.71673769,29.13497332
4.245104477,0.4720445395,-1.405560972,-6.760856553,-44.62659341,29.51609708
4.242525568,0.4741854527,-1.404251861,-6.780801852,-44.52892603,29.91069801
4.240182008,0.4754680529,-1.402731246,-6.80137549,-44.42429896,30.31726892
4.238084389,0.4759147442,-1.400988265,-6.822327369,-44.31328581,30.73430738
4.23624134,0.4755534188,-1.399013934,-6.843417548,-44.19647085,31.16031835
4.234659327,0.4744178497,-1.39680188,-6.864419008,-44.07444933,31.5938166
4.23334248,0.4725478729,-1.394348971,-6.885120121,-43.94782765,32.03332877
4.232292442,0.4699893575,-1.39165584,-6.905326789,-43.81722344,32.47739528
4.231508246,0.4667939751,-1.38872729,-6.924864272,-43.6832654,32.92457194
4.230986219,0.4630187897,-1.385572576,-6.943578679,-43.54659312,33.37343121
4.230719933,0.4587256912,-1.382205552,-6.96133814,-43.4078568,33.82256329
4.230700198,0.4539807057,-1.378644699,-6.978033653,-43.26771675,34.2705769
4.230915094,0.4488532111,-1.374913023,-6.993579601,-43.12684299,34.71609975
4.231350072,0.4434150905,-1.371037834,-7.00791397,-42.98591464,35.1577788
4.231988088,0.4377398507,-1.367050417,-7.020998244,-42.84561931,35.59428024
4.232809801,0.4319017345,-1.362985593,-7.032817016,-42.70665244,36.02428921
4.233793819,0.4259748484,-1.3588812,-7.043377298,-42.56971665,36.44650936
4.234916983,0.4200323266,-1.354777488,-7.052707562,-42.43552101,36.85966205
4.236154697,0.4141455501,-1.350716455,-7.060856508,-42.30478036,37.2624855
4.23748128,0.4083834363,-1.346741143,-7.067891575,-42.17821458,37.65373364
4.23887033,0.4028118148,-1.34289491,-7.073897206,-42.05654798,38.03217481
4.240295089,0.3974929062,-1.339220701,-7.078972874,-41.94050859,38.39659029
4.241728784,0.3924849201,-1.335760339,-7.083230871,-41.83082757,38.74577266
4.243144932,0.3878417874,-1.332553873,-7.086793882,-41.72823864,39.07852402
4.24451758,0.3836130448,-1.329638984,-7.089792333,-41.63347751,39.39365409
4.245821482,0.379843882,-1.327050497,-7.09236152,-41.54728142,39.6899781
4.247032189,0.3765753597,-1.32482,-7.094638527,-41.47038864,39.96631464
4.248126064,0.373844797,-1.322975592,-7.096758919,-41.40353811,40.2214833
4.249080222,0.3716863185,-1.32154177,-7.098853207,-41.34746902,40.45430224
4.249872412,0.3701315391,-1.320539445,-7.101043088,-41.30292044,40.66358553
4.250480863,0.3692103559,-1.319986094,-7.103437429,-41.27063101,40.84814042
4.251003,0.368636376,-1.319725739,-7.105747046,-41.24509144,41.01830418
4.251548316,0.3681007077,-1.319585749,-7.107597518,-41.2202886,41.18524632
4.252112795,0.3675991617,-1.319554625,-7.108961071,-41.19620378,41.34901756
4.252691438,0.3671286651,-1.319619213,-7.109814361,-41.17281678,41.50967111
4.25327812,0.3666878323,-1.319765243,-7.11013834,-41.15010617,41.6672624
4.253865537,0.3662773942,-1.319977872,-7.109918109,-41.12804933,41.82184879
4.254445228,0.3659004673,-1.320242178,-7.109142738,-41.10662272,41.97348935
4.2550077,0.3655626515,-1.320543609,-7.10780507,-41.08580197,42.12224454
4.255542617,0.3652719542,-1.320868359,-7.105901504,-41.06556205,42.26817595
4.256039073,0.3650385455,-1.321203667,-7.103431768,-41.04587743,42.41134607
4.256485928,0.3648743556,-1.321538038,-7.100398677,-41.02672222,42.55181801
4.256872197,0.3647925322,-1.321861389,-7.096807879,-41.0080703,42.68965526
4.257187477,0.3648067819,-1.322165132,-7.0926676,-40.98989546,42.82492149
4.257422396,0.3649306264,-1.322442187,-7.087988384,-40.97217154,42.95768031
4.257569057,0.3651766113,-1.322686954,-7.082782829,-40.95487251,43.08799511
4.257621454,0.3655555131,-1.322895242,-7.077065327,-40.93797258,43.21592887
4.257575828,0.3660755908,-1.323064174,-7.070851807,-40.9214463,43.34154401
4.25743094,0.3667419313,-1.323192083,-7.064159485,-40.90526867,43.46490228
4.257188227,0.3675559333,-1.323278402,-7.057006618,-40.88941515,43.58606465
4.256851839,0.368514966,-1.323323571,-7.049412274,-40.87386176,43.70509121
4.256428521,0.3696122267,-1.323328952,-7.041396101,-40.85858512,43.82204112
4.255927375,0.3708368074,-1.323296767,-7.032978121,-40.8435625,43.93697259
4.255359474,0.3721739655,-1.323230039,-7.024178528,-40.82877184,44.04994282
4.254737382,0.3736055813,-1.323132549,-7.015017499,-40.81419175,44.16100804
4.254074589,0.375110771,-1.323008777,-7.005515025,-40.79980156,44.27022352
4.253384907,0.3766666195,-1.322863843,-6.995690752,-40.7855813,44.37764359
4.252681863,0.3782489896,-1.322703427,-6.985563837,-40.7715117,44.4833217
4.251978136,0.3798333628,-1.322533666,-6.97515282,-40.75757419,44.58731046
4.251285067,0.3813956684,-1.322361019,-6.964475509,-40.74375086,44.68966174
4.250612287,0.3829130594,-1.322192116,-6.953548887,-40.73002447,44.79042671
4.249967458,0.3843646011,-1.322033562,-6.942389025,-40.71637842,44.88965592
4.249356168,0.3857318467,-1.321891726,-6.93101102,-40.7027967,44.98739937
4.248781949,0.3869992806,-1.321772513,-6.919428937,-40.6892639,45.0837066
4.248246429,0.388154625,-1.32168112,-6.907655778,-40.67576513,45.17862676
4.247749572,0.3891890104,-1.321621806,-6.895703456,-40.66228603,45.27220863
4.247290001,0.3900970245,-1.321597672,-6.883582787,-40.64881271,45.36450076
4.246865351,0.3908766537,-1.321610475,-6.871303496,-40.63533173,45.45555145
4.246472627,0.3915291399,-1.321660495,-6.858874233,-40.62183005,45.54540886
4.246108536,0.392058773,-1.321746442,-6.846302601,-40.60829502,45.63412101
4.24576976,0.3924726356,-1.321865437,-6.8335952,-40.59471434,45.72173585
4.245453154,0.3927803159,-1.322013059,-6.820757674,-40.581076,45.80830128
4.245155859,0.3929935965,-1.322183454,-6.807794771,-40.56736831,45.89386515
4.244875324,0.3931261258,-1.322369518,-6.79471041,-40.55357981,45.97847534
4.244609243,0.3931930733,-1.322563128,-6.781507754,-40.53969927,46.06217972
4.24435542,0.3932107718,-1.322755428,-6.768189292,-40.5257157,46.14502621
4.244111592,0.3931963475,-1.322937153,-6.754756915,-40.51161825,46.22706275
4.243875208,0.3931673385,-1.32309896,-6.741212006,-40.49739625,46.30833731
4.243643215,0.3931413056,-1.323231779,-6.727555522,-40.48303916,46.38889794
4.243411862,0.3931354379,-1.323327138,-6.713788079,-40.46853657,46.46879271
4.243176545,0.3931661577,-1.323377458,-6.699910037,-40.45387814,46.54806975
4.242931718,0.3932487308,-1.323376304,-6.685921578,-40.43905363,46.62677726
4.242670884,0.393396889,-1.323318575,-6.671822779,-40.42405285,46.70496347
4.242386675,0.3936224735,-1.323200636,-6.657613689,-40.40886566,46.78267669
4.242071029,0.3939351085,-1.323020382,-6.643294387,-40.39348193,46.85996531
4.241715448,0.3943419148,-1.322777238,-6.628865048,-40.37789155,46.93687779
4.241311355,0.3948472727,-1.322472103,-6.614325992,-40.36208442,47.01346268
4.240850492,0.3954526473,-1.322107241,-6.599677729,-40.34605041,47.08976869
4.240325374,0.3961564842,-1.321686131,-6.584921002,-40.32977938,47.16584463
4.239729742,0.3969541889,-1.321213281,-6.570056814,-40.31326113,47.24173951
4.239059005,0.3978381974,-1.320694021,-6.555086456,-40.29648545,47.31750252
4.238310619,0.3987981455,-1.320134291,-6.540011525,-40.27944209,47.39318313
4.237484396,0.3998211394,-1.319540423,-6.52483393,-40.26212074,47.46883107
4.236582708,0.4008921247,-1.318918935,-6.509555901,-40.24451106,47.54449641
4.235610575,0.401994344,-1.318276351,-6.494179988,-40.22660265,47.62022963
4.234575619,0.4031098685,-1.31761904,-6.478709053,-40.20838511,47.69608163
