C2P2T17_inf_data.tx,C2P2T17_inf_data.ty,C2P2T17_inf_data.tz,C2P2T17_inf_data.rx,C2P2T17_inf_data.ry,C2P2T17_inf_data.rz
2.86954208,0.8565157454,0.7547567758,3.947227659,3.460193006,68.91765919
2.869620333,0.8566727104,0.7548661301,3.998537896,3.478386005,68.88859241
2.869684637,0.8568320198,0.7550080065,4.050000333,3.497072606,68.85688912
2.869730607,0.8569974622,0.7551966764,4.101147441,3.516048513,68.82188649
2.869753799,0.8571729082,0.7554462479,4.15151378,3.53510866,68.78292018
2.869749693,0.8573623247,0.7557706328,4.200636247,3.554046766,68.7393243
2.869691223,0.8575615659,0.7561852334,4.254705381,3.575439389,68.69141096
2.869574371,0.8577610618,0.7566833784,4.317185444,3.600778169,68.64031454
2.869428675,0.8579573493,0.7572445822,4.383528428,3.628215327,68.5865914
2.86928292,0.8581479966,0.7578466382,4.449191016,3.65588384,68.53078133
2.869165059,0.8583317019,0.758465477,4.509635135,3.681896024,68.47340593
2.869102265,0.8585082091,0.7590752045,4.560327298,3.704343474,68.41497027
2.868974836,0.8587295273,0.7597077791,4.601457428,3.724540465,68.35159579
2.868715571,0.8590155465,0.7603965683,4.637895866,3.744889039,68.28153139
2.868430268,0.8593180915,0.7611173416,4.672127518,3.765105727,68.20846955
2.868225246,0.8595884217,0.7618471503,4.706631103,3.784921125,68.13611065
2.868207353,0.8597772085,0.762564388,4.743879091,3.804080939,68.06816295
2.868340264,0.8599013871,0.7632802538,4.780859603,3.821745142,68.00530315
2.868513112,0.8600120308,0.7640173631,4.813617388,3.837533791,67.94489786
2.868721357,0.8601105497,0.7647722559,4.843207055,3.851897018,67.88569673
2.868960488,0.8601983148,0.7655415644,4.870685733,3.865289722,67.82645015
2.869226014,0.8602766768,0.766321978,4.897113078,3.878171001,67.76590903
2.869513446,0.8603469803,0.7671102191,4.923551382,3.891003879,67.70282455
2.869818297,0.8604105735,0.7679030279,4.951065775,3.904255349,67.63594804
2.870136072,0.8604688121,0.7686971568,4.980724519,3.918396714,67.56403087
2.87046227,0.8605230597,0.7694893754,5.013599384,3.93390423,67.48582456
2.870792387,0.8605746822,0.7702764842,5.050766106,3.951260047,67.4000808
2.871279769,0.8605601268,0.7710685927,5.07640715,3.966391398,67.31906421
2.87200005,0.8604490498,0.7718742524,5.081788982,3.976756772,67.25008298
2.872832525,0.8602921131,0.7726895418,5.078642369,3.985184962,67.18446291
2.873656351,0.8601401848,0.7735112062,5.078727387,3.994542897,67.11352695
2.874350363,0.8600446208,0.7743363009,5.093834218,4.007732299,67.02859081
2.874793607,0.8600565404,0.7751635638,5.135792161,4.027714266,66.92097481
2.875286163,0.8599586821,0.7759695569,5.177689375,4.050947336,66.81308499
2.876058952,0.8596240503,0.7767454604,5.198399938,4.07313116,66.72168845
2.876888614,0.8592376577,0.7775182756,5.218550065,4.096267595,66.62967353
2.87755189,0.8589848785,0.7783176266,5.258850229,4.122468103,66.51992792
2.877826586,0.8590501146,0.7791785554,5.340121368,4.154003676,66.37535949
2.877785961,0.8593252638,0.7800595899,5.454027083,4.191504583,66.20765962
2.877652482,0.8595949071,0.780906531,5.578542986,4.233600779,66.03787258
2.877430057,0.8598796161,0.7817443819,5.714115663,4.279786663,65.86297612
2.877122486,0.8602001008,0.7825985,5.861230876,4.329587239,65.67993764
2.876733492,0.8605771493,0.7834947001,6.020417588,4.382562372,65.48571489
2.876266748,0.8610315892,0.7844593975,6.192253899,4.438312129,65.27725575
2.875725895,0.8615842726,0.7855197931,6.377374834,4.496483202,65.05149726
2.875114558,0.8622560816,0.7867040979,6.576481933,4.55677643,64.80536419
2.874436361,0.8630679532,0.7880417985,6.79035456,4.618955413,64.53576718
2.873694944,0.8640409207,0.7895639633,7.019862839,4.682856245,64.23960095
2.87276569,0.8652177247,0.7910198696,7.300993911,4.749610671,63.92855837
2.871611353,0.8665516966,0.7923239794,7.648967798,4.821116146,63.61290781
2.870355882,0.8679449653,0.7937261204,8.033591489,4.898053892,63.28703953
2.869106736,0.86932553,0.7954311751,8.424738915,4.980584919,62.94473963
2.867951589,0.8706525092,0.7975946176,8.792385509,5.068314417,62.57907621
2.866954824,0.8719188129,0.8003188685,9.106598409,5.160254106,62.1823519
2.865909595,0.8732634587,0.8029799673,9.451583462,5.251229635,61.7669065
2.864711315,0.8747019122,0.8053385971,9.888374167,5.341947048,61.34616414
2.863525496,0.8761132661,0.8079457301,10.35216117,5.438628157,60.91242166
2.86246844,0.8774522455,0.8112270905,10.7780468,5.545913128,60.45624021
2.861599677,0.8787567782,0.815477056,11.1010386,5.666793889,59.96630285
2.860548997,0.8803342758,0.8200082976,11.37505873,5.792642716,59.4367733
2.859089865,0.882313898,0.8242384775,11.68186218,5.917181311,58.87486408
2.857440989,0.8845345475,0.8284922315,11.99779663,6.045139223,58.28707462
2.855807214,0.886846538,0.8330541396,12.29891332,6.18052295,57.67924977
2.854377979,0.8891120986,0.8381668006,12.56096022,6.32658255,57.05651372
2.853325215,0.891206174,0.8440315872,12.75936054,6.485831499,56.42325303
2.851962182,0.893809818,0.849713575,12.89877772,6.646888435,55.74925424
2.849807523,0.8973996171,0.8544987261,13.00633775,6.801245032,55.01831312
2.847346546,0.901511945,0.8589385237,13.09061995,6.955501095,54.25542302
2.845085935,0.9056233584,0.8636599315,13.15983229,7.11679296,53.48562537
2.843549278,0.9091490387,0.8693723188,13.22180849,7.292895186,52.73391762
2.84208815,0.9128838575,0.8751818573,13.25634247,7.475282824,51.96133558
2.839905369,0.9177936535,0.8799023156,13.2469346,7.651586239,51.1274751
2.837334291,0.9234646067,0.8839224002,13.2064728,7.824732452,50.25542024
2.834730542,0.9294252378,0.8877195533,13.14750924,7.998383374,49.36851049
2.832465331,0.9351446033,0.891870003,13.0822343,8.177068339,48.49020649
2.830921208,0.940033442,0.8970504623,13.02246792,8.366224013,47.64401619
2.829567709,0.9450192711,0.9025049143,12.94984107,8.562329283,46.77821142
2.827792243,0.9511077035,0.9071439124,12.84562262,8.757070821,45.84957993
2.825887519,0.9577268983,0.911306132,12.72034443,8.950058505,44.89483476
2.824174357,0.9642214334,0.9154643056,12.58383835,9.142007288,43.95110251
2.822993993,0.9698523848,0.9202308619,12.44521916,9.334853371,43.05577817
2.822394031,0.9746888993,0.9258626542,12.28797186,9.53066495,42.17254908
2.822106434,0.9794140595,0.9319265984,12.09472238,9.727587868,41.24748079
2.822025824,0.9841335143,0.9381331549,11.87272098,9.922945253,40.29202823
2.822068404,0.9889253325,0.944239711,11.62911759,10.11458262,39.31814346
2.822171881,0.9938374928,0.9500548917,11.3709499,10.30093963,38.33827242
2.822293745,0.9988868518,0.9554414573,11.10512651,10.48110458,37.36531896
2.822408333,1.004059578,0.960317504,10.83840949,10.65484685,36.41258329
2.822503126,1.009312995,0.9646557074,10.57740147,10.82262339,35.49368341
2.822574741,1.014578718,0.968480399,10.32854193,10.98555657,34.62246848
2.822625048,1.019766954,0.9718623309,10.09811757,11.1453816,33.81293327
2.822908215,1.024472164,0.9757158802,9.833258412,11.30445951,33.00885244
2.823529623,1.028604897,0.9803636701,9.500630826,11.46090467,32.16551324
2.82430318,1.032485228,0.9851305985,9.135732531,11.61210326,31.31510258
2.825090349,1.036361049,0.9894978574,8.774090066,11.75774578,30.49092876
2.8257948,1.040412469,0.9931017231,8.45121126,11.89983372,29.72724546
2.82634886,1.044765375,0.9957167813,8.202502244,12.04242636,29.05897005
2.826971212,1.048822531,0.9983920771,7.965663934,12.1942573,28.44839959
2.827822692,1.052181824,1.001847477,7.680697285,12.35533935,27.84588508
2.828777625,1.05521055,1.005518704,7.386562546,12.51901354,27.26930416
2.829734151,1.058245757,1.008930941,7.122532077,12.68002345,26.7372231
2.830608988,1.061598608,1.011687929,6.928132523,12.83433177,26.26877247
2.831575916,1.064886384,1.014512382,6.800537363,12.9970624,25.87548101
2.832820212,1.067585082,1.018284685,6.706875169,13.1827351,25.55004304
2.834285209,1.069786829,1.022868269,6.641875695,13.38683353,25.2837802
2.835914732,1.071591659,1.028098875,6.600428212,13.60448065,25.06811487
2.83765187,1.073105516,1.033790978,6.577534672,13.83051156,24.89452798
2.839437891,1.074438653,1.039743216,6.568269013,14.05953428,24.75452234
2.841211446,1.075704361,1.045742834,6.567743836,14.28597982,24.63959422
2.842908166,1.077017964,1.051569126,6.571085346,14.5041418,24.5412152
2.844460698,1.078496077,1.05699585,6.573417165,14.70820598,24.45082558
2.845799233,1.080256094,1.061792602,6.5698535,14.89226926,24.35984036
2.847095107,1.081957877,1.066640599,6.595987355,15.07679854,24.32017368
2.848520066,1.083285448,1.072150182,6.675251273,15.27933305,24.36741417
2.850000594,1.084397463,1.077967254,6.784461344,15.48921404,24.46838607
2.851460767,1.085452674,1.083744458,6.900224822,15.69572756,24.58971095
2.852824033,1.086605235,1.089159302,6.998853397,15.88834947,24.69777221
2.854014168,1.088003588,1.093914782,7.056379692,16.05675292,24.75874995
2.855040641,1.089569163,1.098186063,7.095798327,16.20557941,24.81979518
2.855979446,1.091132861,1.102319934,7.149656482,16.34690416,24.93193475
2.856855517,1.092699584,1.106299168,7.207998877,16.48159302,25.0670061
2.857697137,1.094264886,1.11012992,7.260624735,16.61062854,25.19679937
2.85853668,1.095814163,1.113843611,7.297093954,16.73513608,25.29307462
2.859317412,1.097416826,1.117367062,7.314212607,16.84935117,25.37279116
2.859973477,1.09913573,1.120618027,7.318070553,16.9486057,25.46906531
2.860526656,1.100938471,1.12363229,7.311968185,17.03573675,25.57787724
2.860999271,1.102790826,1.126448563,7.299169929,17.11358045,25.69521405
2.861414092,1.104657234,1.129107865,7.282908868,17.18496559,25.81706489
2.86179426,1.106501121,1.131653116,7.266390256,17.25270956,25.93941803
2.862163249,1.108285044,1.134128964,7.252793953,17.31961681,26.05825997
2.862544855,1.10997067,1.136581821,7.245275807,17.38847956,26.16957642
2.862963229,1.111518582,1.13906013,7.246968023,17.46208095,26.26935523
2.863442942,1.112887911,1.141614841,7.260978534,17.54320052,26.35359108
2.863942715,1.114031502,1.144192069,7.282203939,17.62654371,26.44296973
2.864410715,1.114982599,1.146698381,7.304270977,17.70590824,26.55230217
2.8648569,1.115816868,1.149130977,7.328326389,17.78270721,26.66879538
2.865292281,1.116606138,1.151491851,7.355468866,17.85834589,26.77968048
2.865728961,1.117418301,1.15378807,7.386753455,17.93422462,26.87221558
2.866180281,1.118317507,1.15603176,7.423198686,18.01174349,26.93368689
2.86666965,1.119064512,1.158266282,7.476031149,18.09021145,26.98423272
2.867191512,1.119503797,1.160498581,7.547704724,18.16786373,27.04413356
2.867718305,1.119822905,1.162692099,7.626053864,18.24451746,27.10087893
2.868224562,1.120210225,1.164813804,7.698914555,18.32003306,27.14190979
2.86868684,1.12085554,1.166833314,7.754126919,18.39430465,27.15461446
2.869149707,1.121574962,1.168822423,7.808646251,18.47034322,27.14543286
2.86965352,1.122113522,1.170849798,7.88065441,18.54967913,27.12820496
2.870170164,1.1225584,1.172879447,7.959843944,18.6299921,27.10133731
2.870671912,1.123001206,1.174872658,8.035922149,18.70895985,27.06316336
2.871131331,1.123538533,1.176787244,8.098610857,18.78425046,27.01193635
2.871521072,1.124271781,1.178576945,8.137645797,18.85351049,26.94583652
2.871906247,1.125182495,1.180390906,8.16776541,18.92372407,26.85918914
2.872340797,1.126152609,1.182333742,8.205245748,18.99980837,26.75192257
2.872779626,1.127141101,1.184284039,8.242166081,19.07626624,26.63054326
2.873176233,1.128112796,1.186112733,8.270642475,19.1475705,26.501503
2.873482649,1.129038145,1.187683106,8.28282474,19.20816315,26.37120306
2.873726692,1.13009622,1.189005257,8.28235569,19.26109159,26.22161637
2.873963954,1.13139805,1.190200576,8.277544188,19.31240147,26.03895096
2.874186165,1.132816716,1.191292094,8.267559804,19.36102038,25.8359309
2.874383813,1.13422628,1.192300962,8.251557084,19.4058941,25.62528072
2.874546259,1.135501114,1.193247491,8.228665011,19.44599588,25.41972938
2.874661921,1.136515454,1.19415194,8.19798472,19.48033434,25.23201286
2.874697918,1.137565505,1.194911473,8.151741369,19.50804133,25.03055889
2.874654551,1.13889516,1.195458562,8.087877702,19.52968203,24.79128311
2.874568844,1.140297655,1.195869847,8.014017007,19.54654084,24.53818045
2.874477133,1.141561913,1.196228965,7.937715804,19.56006864,24.29527398
2.874415176,1.14247226,1.196627631,7.866459369,19.57189688,24.08660883
2.874322341,1.143086597,1.196993266,7.791312593,19.57976471,23.89251866
2.87412932,1.143614819,1.197200148,7.700713474,19.58080277,23.6811936
2.873858669,1.144065583,1.197266496,7.59815626,19.57587977,23.45848121
2.873533262,1.144446384,1.197212258,7.487124707,19.56590856,23.23023646
2.87317637,1.14476354,1.197059474,7.37109016,19.55185279,23.00231799
2.872811684,1.145022241,1.196832458,7.253510325,19.53473,22.78058451
2.8724633,1.14522667,1.196557817,7.137828865,19.51561137,22.57089157
2.872155666,1.145380159,1.196264284,7.027475941,19.49561791,22.37908889
2.87191351,1.145485417,1.195982371,6.925869845,19.47591324,22.21101844
2.871761749,1.14554479,1.195743837,6.836419834,19.45769286,22.07251337
2.871679168,1.145445533,1.195510499,6.753235945,19.43997587,21.93986054
2.871622053,1.145129337,1.195224502,6.669054458,19.42074852,21.79455371
2.871582098,1.144678932,1.194890195,6.585204889,19.39971805,21.65023492
2.871551721,1.144175307,1.194514266,6.502994473,19.37665221,21.52055346
2.871524059,1.143697783,1.194105706,6.423709257,19.3513745,21.4191643
2.871492799,1.143324418,1.193675349,6.348620854,19.32375332,21.35972457
2.871543244,1.143012872,1.193255422,6.270590936,19.29325876,21.31927439
2.871712423,1.1426668,1.192851223,6.185558914,19.26000086,21.27582781
2.871922141,1.142282039,1.192435871,6.099398182,19.22488001,21.24448984
2.872094623,1.141853546,1.191984941,6.017969529,19.18886043,21.24034804
2.872152388,1.141376057,1.191475294,5.947131843,19.15294764,21.2784704
2.87213561,1.140867863,1.190900465,5.885479531,19.11547046,21.35436329
2.872132842,1.140344735,1.190275646,5.827628139,19.07462,21.45320244
2.872139204,1.139798457,1.189609409,5.773481745,19.03119357,21.57454234
2.872149779,1.139221136,1.188909901,5.722950384,18.9859804,21.71793623
2.87215962,1.138605233,1.188184758,5.67595164,18.9397616,21.88293793
2.872163764,1.137943602,1.187441016,5.632412137,18.89331023,22.06910338
2.872157233,1.137229529,1.186685024,5.592268903,18.84739131,22.27599219
2.872135039,1.136456774,1.185922357,5.555470629,18.80276193,22.50316888
2.872092184,1.135619619,1.185157729,5.521978816,18.76017135,22.75020405
2.872023658,1.134712917,1.184394911,5.491768819,18.72036106,23.01667545
2.871903591,1.133725961,1.18351637,5.466842632,18.67972358,23.32336474
2.871727163,1.1326671,1.18246078,5.448176603,18.6353734,23.68011541
2.871520796,1.131559661,1.181315779,5.43417373,18.58915603,24.07011767
2.871310949,1.130425485,1.18017031,5.423152764,18.54297816,24.47659465
2.871124324,1.129284306,1.179115433,5.413329444,18.49882714,24.88281608
2.870987978,1.128153474,1.178244751,5.402811714,18.45877602,25.27210492
2.870845987,1.127077507,1.1774471,5.392941259,18.42394032,25.6828912
2.870648792,1.126056769,1.176575847,5.386330228,18.39238751,26.14596178
2.870433467,1.125036869,1.175676046,5.382719645,18.3617255,26.63323198
2.870237802,1.123957152,1.174797283,5.381530628,18.3296385,27.11665619
2.870100759,1.12275015,1.173994369,5.381851584,18.29389595,27.56824525
2.870009984,1.1215442,1.173385966,5.38292719,18.25965849,28.00644176
2.869926508,1.120483227,1.172998134,5.385161636,18.23204837,28.46521345
2.869850609,1.119517183,1.172752237,5.389118047,18.20883439,28.93990521
2.869783047,1.118594269,1.172571775,5.39529688,18.1877742,29.42586158
2.869725258,1.117660759,1.172382617,5.404131858,18.16661332,29.91842974
2.869679545,1.116660928,1.172113152,5.415987858,18.14308528,30.41296175
2.869649221,1.11553707,1.171694358,5.431160761,18.11491281,30.90481586
2.869638725,1.114229615,1.171059786,5.449879305,18.07981004,31.3893569
2.869653665,1.112677317,1.170145462,5.472308934,18.03548569,31.86195533
2.869700787,1.11081752,1.168889698,5.498557671,17.97964723,32.31798517
2.869800248,1.108662711,1.167488243,5.526465452,17.91347855,32.77309862
2.86995526,1.106304169,1.166119467,5.554547455,17.84057587,33.24042698
2.870147389,1.103795261,1.164699853,5.583899269,17.76227549,33.71156858
2.870357449,1.101187583,1.163149576,5.615638203,17.67992499,34.17812884
2.870565468,1.098531038,1.161392459,5.6509067,17.59488393,34.63172096
2.870750613,1.095874061,1.159355687,5.690873785,17.50852505,35.06396692
2.870930827,1.092878461,1.156973128,5.739806493,17.41490347,35.4907084
2.871137413,1.089375074,1.154297284,5.797645944,17.310292,35.92614968
2.871366815,1.085662534,1.151441185,5.859168927,17.19952667,36.35950487
2.871612568,1.082036125,1.148525847,5.919263458,17.08761649,36.78004898
2.871865343,1.078787811,1.145679963,5.972930869,16.97973724,37.17712254
2.872192852,1.075497999,1.142639724,6.029746195,16.86967607,37.56109439
2.872635898,1.071721559,1.139166764,6.098281347,16.74989507,37.94591599
2.873141531,1.067707686,1.135436318,6.172169955,16.62381049,38.32639297
2.873655158,1.063702545,1.131628436,6.245125725,16.49499389,38.69739286
2.874120672,1.05994916,1.127928006,6.310944847,16.36716745,39.05385091
2.874480609,1.056687511,1.124524197,6.36350345,16.24418952,39.39077196
2.874816201,1.053648313,1.121204383,6.408366111,16.1205137,39.70893384
2.875216822,1.050483773,1.117701305,6.454138009,15.99035978,40.01381099
2.875634948,1.047314096,1.114123162,6.499367835,15.85733939,40.30751285
2.876021405,1.044259417,1.110576306,6.542672917,15.72507974,40.59216353
2.876325537,1.041439698,1.107165409,6.582733864,15.59721985,40.86990411
2.876507176,1.038896521,1.103894031,6.617735964,15.47215159,41.13058095
2.876591944,1.036545716,1.100686579,6.64792492,15.34631546,41.36766726
2.876626414,1.034319947,1.09752495,6.675129022,15.22038333,41.58872933
2.876656789,1.032153431,1.09438821,6.701183599,15.09496985,41.80130049
2.876729042,1.029981647,1.091253186,6.727925309,14.97063736,42.01288462
2.876888912,1.02774127,1.088094494,6.75719222,14.84789661,42.23095715
2.877004879,1.025651858,1.084999843,6.779715555,14.72606685,42.43934113
2.876982099,1.023855004,1.082038487,6.790091575,14.60448171,42.62470932
2.87692051,1.02217423,1.07915069,6.79595156,14.48354198,42.79873395
2.876919544,1.020436403,1.076271707,6.804912482,14.36354587,42.97301661
2.877078129,1.018471539,1.073332047,6.824577414,14.24469316,43.15909079
2.8773598,1.016322957,1.070256682,6.853868959,14.12370097,43.35186116
2.877662151,1.014151321,1.067047649,6.886239972,13.99823344,43.53896225
2.877984595,1.011965022,1.063746604,6.921093623,13.86983233,43.7209801
2.878326501,1.009772318,1.060394861,6.957849375,13.74004453,43.89851354
2.878687205,1.007581314,1.057033372,6.995942739,13.6104213,44.0721751
2.879066037,1.005399946,1.053702719,7.034825017,13.48251753,44.24259165
2.879462338,1.003235993,1.050443092,7.073963064,13.35789129,44.41040456
2.879875477,1.001097082,1.047294284,7.112839064,13.23810336,44.5762696
2.880304873,0.9989907193,1.044295682,7.150950349,13.12471709,44.7408564
2.880750013,0.9969243239,1.04148626,7.187809272,13.01929828,44.90484763
2.881327426,0.9947478292,1.038768355,7.239010597,12.92114974,45.0732314
2.882087236,0.9923895306,1.036034446,7.312180906,12.82771509,45.24724932
2.88293104,0.9899714914,1.033314693,7.394890486,12.73787662,45.42202054
2.883762703,0.9876126109,1.030648139,7.47470956,12.65066818,45.59271386
2.884488412,0.9854289335,1.028082712,7.539208164,12.56527668,45.7545421
2.885016661,0.9835333934,1.02567449,7.575953217,12.48102472,45.9027687
2.885613134,0.9816479335,1.02337422,7.598047697,12.39751604,46.0624498
2.886466175,0.9795571082,1.021111502,7.623205819,12.31540219,46.24707467
2.887371414,0.9774627128,1.018922464,7.645882225,12.2358002,46.43465321
2.888127236,0.9755625474,1.016854343,7.660473513,12.1600332,46.60326681
2.88853434,0.9740509822,1.014963725,7.661315011,12.08959705,46.73106122
2.888691263,0.9727516089,1.013038521,7.645138621,12.01908471,46.84773998
2.888819447,0.9713936393,1.01090135,7.614326899,11.94389293,46.98988233
2.888904298,0.970029377,1.008663191,7.571667944,11.86682295,47.1459911
2.888930923,0.9687123492,1.006433816,7.519935443,11.79069307,47.30458127
2.888884027,0.9674977082,1.004321333,7.461868916,11.71832173,47.45417705
2.888747655,0.9664426848,1.002431489,7.400165637,11.65251207,47.58330533
2.888504805,0.9656070953,1.000866728,7.337484667,11.59603828,47.68048462
2.888136902,0.9650539081,0.9997249949,7.276463477,11.5516344,47.7342089
2.887623171,0.9648498784,0.9990982984,7.219747481,11.52198552,47.73292606
2.886939904,0.9650662655,0.9990710286,7.170032652,11.50972122,47.66501149
2.885894529,0.9657704602,0.9991169938,7.118091124,11.50623555,47.56627871
2.88443154,0.9669012804,0.9988667842,7.055649682,11.50382011,47.46884044
2.882726995,0.9683458388,0.9986273256,6.9869543,11.50637411,47.35536289
2.88095218,0.9699990601,0.9986966847,6.916308924,11.51773034,47.20838514
2.879272626,0.9717648028,0.9993624097,6.848107409,11.54164438,47.01027974
2.877846825,0.9735563672,1.000899596,6.786913174,11.5818053,46.74318655
2.87611493,0.9759222277,1.003090864,6.725917461,11.63897359,46.39091825
2.873697409,0.9791775825,1.005488431,6.658646412,11.7085173,45.96652401
2.871022289,0.9828837796,1.008035022,6.59033059,11.78630054,45.49579631
2.868525354,0.9865863168,1.01071431,6.526125681,11.86872545,45.00453875
2.866650611,0.9898118207,1.013557112,6.471079841,11.95282462,44.51855305
2.865115793,0.9930092778,1.016866454,6.423726866,12.04851123,43.98172311
2.863356789,0.9969007493,1.020718255,6.380312889,12.16376655,43.33611952
2.861408535,1.001398845,1.024855797,6.342244991,12.29333886,42.60504458
2.859318461,1.00639997,1.029055033,6.310665816,12.43225892,41.81216135
2.85714808,1.011779532,1.03313393,6.286341538,12.57594738,40.98152474
2.85497287,1.017388663,1.036958341,6.269587519,12.7202957,40.13755242
2.852880822,1.023052551,1.040444331,6.260232766,12.86171419,39.30495078
2.850970068,1.028570528,1.043556878,6.257623374,12.99714115,38.5086161
2.849346011,1.033718023,1.046304914,6.260664167,13.12400818,37.7735329
2.848118366,1.03825048,1.048732724,6.267896896,13.24015841,37.12469056
2.847293925,1.042584048,1.051266035,6.282613698,13.35671245,36.48184051
2.846742791,1.047213488,1.054104805,6.307792123,13.48217471,35.77461913
2.846379397,1.051977915,1.057006994,6.340707453,13.61101648,35.04308661
2.846128499,1.056683838,1.059776122,6.377739978,13.73817147,34.3276139
2.845923024,1.061105551,1.062259246,6.414370287,13.85904775,33.66876372
2.845701014,1.06498982,1.064339775,6.445331526,13.96948371,33.1071586
2.845830382,1.06810762,1.066469285,6.48088622,14.07755307,32.62282588
2.846522353,1.070583262,1.069016839,6.529171232,14.19125399,32.1670349
2.847479433,1.072686673,1.07173806,6.581279394,14.30629029,31.73732635
2.848400674,1.0747006,1.07435761,6.628235282,14.41802307,31.33130014
2.848982003,1.076919821,1.076572695,6.66101223,14.5215184,30.94659801
2.84956294,1.07876418,1.078688775,6.692919487,14.62342281,30.62426841
2.850567746,1.079681905,1.081156806,6.73753477,14.731638,30.38593723
2.851814542,1.080034684,1.083842753,6.786453607,14.84253294,30.2001639
2.853117852,1.080200242,1.086585962,6.831470283,14.95214684,30.03547823
2.854288951,1.080567005,1.089210148,6.86448483,15.05631152,29.86034984
2.855135949,1.081532682,1.091523704,6.877488473,15.15064157,29.64319862
2.855823882,1.082595102,1.093645015,6.876962818,15.23773269,29.45089838
2.856604512,1.083164467,1.095819559,6.873514943,15.32328002,29.33964404
2.857411669,1.083524011,1.098014099,6.865571934,15.40708133,29.26180485
2.858176869,1.083961363,1.100185136,6.851599691,15.48873401,29.16968292
2.858829185,1.084766777,1.10228023,6.830061518,15.56764005,29.01549693
2.859328585,1.085840667,1.104195925,6.788856615,15.63963147,28.83152668
2.859714732,1.086889287,1.105919824,6.723455768,15.70322214,28.67329286
2.86003453,1.08791713,1.107524995,6.643778658,15.76162773,28.52782782
2.860335032,1.088930208,1.10908442,6.559764133,15.81804631,28.38213182
2.860663099,1.089937052,1.110669239,6.481358635,15.87563601,28.22314754
2.861065468,1.090948741,1.112348964,6.418524548,15.9375191,28.03776351
2.861492957,1.091965516,1.113930851,6.357608047,15.99694719,27.83009067
2.861879731,1.092983795,1.11526335,6.283485628,16.04808728,27.61484593
2.862248683,1.094009404,1.116483526,6.203917464,16.09548394,27.39479241
2.862623855,1.095047557,1.11773625,6.126628755,16.14376356,27.17266607
2.863030393,1.096102976,1.119174331,6.059307785,16.19763536,26.95117234
2.863456655,1.097161643,1.120812092,5.999520872,16.25479559,26.7245625
2.863875055,1.09821255,1.122538841,5.939756135,16.31006552,26.48694934
2.864287852,1.09926386,1.124326636,5.880046022,16.36391414,26.24081848
