frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz
207,0.1943385892,-0.2101436358,-1.485105936,0.3513500089,-0.1676876497,-1.62674779,0.3513500089,-0.1676876497,-1.62674779,-0.03723603617,0.155241754,-1.570567924,-0.6595682711,-0.0533965617,1.4352277,1.645190406,-0.09099027898,-1.559056382,-0.4718948103,-0.4439281603,0.8954351803,-0.3355123924,-0.3178850893,-1.254180145,0.9964588151,-0.08529940377,-2.362252873,-0.220451397,-0.4573807282,-1.350402053,-0.2848867352,-0.07234663315,-1.373328964,-0.341908836,-0.3386251651,-1.400766777,-0.2408775369,-0.4738266794,-1.93361259
208,0.1934148177,-0.2114379486,-1.48271892,0.3508269338,-0.1693485249,-1.623577554,0.3508269338,-0.1693485249,-1.623577554,-0.0312243206,0.1577863588,-1.56771689,-0.6593122089,-0.05122813229,1.437211744,1.650812065,-0.09532236475,-1.552286581,-0.4714414761,-0.4398841152,0.8962532698,-0.3325285724,-0.3226632539,-1.254156016,1.003035825,-0.0860328267,-2.357436094,-0.2208929668,-0.4597036382,-1.34467122,-0.2869517226,-0.0700960709,-1.371202574,-0.3367604971,-0.3459060876,-1.399400338,-0.2414462574,-0.4767588926,-1.932080769
209,0.1923924847,-0.2127350642,-1.47995746,0.3498630417,-0.1713086868,-1.620797085,0.3498630417,-0.1713086868,-1.620797085,-0.02622835357,0.1605389525,-1.565159618,-0.6595775295,-0.04829321293,1.439195387,1.656942443,-0.09926591674,-1.545549885,-0.4707256531,-0.4352977317,0.8969815067,-0.3326856591,-0.3212865644,-1.253276201,1.010905652,-0.08654643755,-2.352279135,-0.2216965973,-0.4622787432,-1.338161411,-0.2870204127,-0.06708995821,-1.368353451,-0.3329533205,-0.3516009093,-1.397890132,-0.2424739824,-0.4798251552,-1.930008734
210,0.1912209235,-0.213989305,-1.477197164,0.3487891832,-0.1731948288,-1.61825877,0.3487891832,-0.1731948288,-1.61825877,-0.02246673016,0.1627476846,-1.563043889,-0.659938329,-0.04545332132,1.440924747,1.663404011,-0.1037216984,-1.539157125,-0.4703171472,-0.4304229266,0.8975944288,-0.3338415198,-0.3183108406,-1.252294647,1.017872304,-0.08723065053,-2.347164888,-0.2225060665,-0.4644844816,-1.332083705,-0.2866797526,-0.06403888204,-1.366033955,-0.3297858078,-0.356672903,-1.396562435,-0.2436415044,-0.4827576088,-1.928022595
211,0.1895115903,-0.2150454863,-1.47487407,0.3469885019,-0.1739628272,-1.616884247,0.3469885019,-0.1739628272,-1.616884247,-0.02528976887,0.1618130032,-1.564122847,-0.6601673432,-0.04422395506,1.440735692,1.671471545,-0.1086651462,-1.53375712,-0.4708242653,-0.4261727611,0.8977361753,-0.3367348426,-0.3125235477,-1.251996375,1.018853032,-0.0879230714,-2.343167455,-0.2231652494,-0.4637342841,-1.328811864,-0.2870517236,-0.06093954529,-1.364942752,-0.3290572771,-0.3587716686,-1.396267952,-0.2448370891,-0.4841050493,-1.926853641
212,0.1876895627,-0.2160472449,-1.472799892,0.3452217241,-0.1746404123,-1.615805387,0.3452217241,-0.1746404123,-1.615805387,-0.02963297069,0.1599903993,-1.56589028,-0.6604278712,-0.04345029048,1.44001908,1.67983314,-0.1140829325,-1.52894443,-0.4716302965,-0.422073258,0.8976746751,-0.3402187031,-0.3060425899,-1.251900945,1.018223811,-0.08870222508,-2.339484114,-0.2236167002,-0.4626164658,-1.32681011,-0.2876929597,-0.05809933846,-1.365018587,-0.3290878178,-0.3600807342,-1.396324912,-0.2460443422,-0.4851185993,-1.925990459
213,0.185365928,-0.2167818466,-1.471665657,0.3434926107,-0.1749895917,-1.614979462,0.3434926107,-0.1749895917,-1.614979462,-0.03678081626,0.1562679717,-1.56875921,-0.6604067558,-0.04470219993,1.438052542,1.68827949,-0.1205592517,-1.525874633,-0.4722887137,-0.4187324833,0.8969855005,-0.3444109804,-0.2994992746,-1.252528945,1.012177434,-0.08957324274,-2.336653547,-0.2233401785,-0.460074303,-1.331327718,-0.2904863561,-0.05598153865,-1.368068061,-0.3304364864,-0.3602339106,-1.397173145,-0.2476484865,-0.485498049,-1.926321537
214,0.1831374234,-0.2174629166,-1.471028202,0.3420735305,-0.1754041105,-1.614447327,0.3420735305,-0.1754041105,-1.614447327,-0.04425079203,0.152146528,-1.57191182,-0.6603967524,-0.04635863134,1.43558095,1.696750488,-0.1274641372,-1.523481061,-0.4730239926,-0.4157911075,0.8960944452,-0.3488724708,-0.2927852976,-1.253446794,1.005321036,-0.09042222952,-2.334088062,-0.2227810233,-0.4576325242,-1.337109493,-0.2936469528,-0.0542588564,-1.372502467,-0.3321058628,-0.359991797,-1.398445466,-0.2490510508,-0.4857203703,-1.927028117
215,0.1817828698,-0.2184640101,-1.471080932,0.3422106089,-0.1769150695,-1.613988041,0.3422106089,-0.1769150695,-1.613988041,-0.04846319361,0.1481064976,-1.573680059,-0.6604976159,-0.04802802514,1.432906765,1.705087555,-0.1351357547,-1.522048643,-0.4739171176,-0.4135834538,0.8951963804,-0.3527000064,-0.2878445625,-1.254594746,1.002217052,-0.09136808161,-2.331622379,-0.2208941769,-0.4578463029,-1.341678016,-0.2978965005,-0.05417374465,-1.379747452,-0.3327878176,-0.3612095598,-1.400585881,-0.2490664884,-0.4861720442,-1.927301866
216,0.1806357681,-0.2195477933,-1.471739262,0.34300062,-0.1787444945,-1.613799756,0.34300062,-0.1787444945,-1.613799756,-0.05276058045,0.1430868213,-1.575419775,-0.6605466318,-0.05046824618,1.429572036,1.713681762,-0.1437357221,-1.5217223,-0.4750294625,-0.4118790242,0.8940728883,-0.3569006796,-0.2830044115,-1.256057855,0.9989224665,-0.09240427332,-2.329530559,-0.2181076889,-0.4586305564,-1.347644024,-0.3032821975,-0.05506643656,-1.389354416,-0.3337056893,-0.3624889213,-1.403535739,-0.2485213132,-0.4863995725,-1.92770231
217,0.1796408243,-0.2204176601,-1.472491938,0.3435384071,-0.180178989,-1.613736571,0.3435384071,-0.180178989,-1.613736571,-0.05570206199,0.1394564697,-1.576887305,-0.6605025417,-0.05217242294,1.426758012,1.721717545,-0.1521471935,-1.520534979,-0.4760393666,-0.4103812623,0.893162776,-0.3601944045,-0.2790702023,-1.25767634,0.9964024263,-0.09311608348,-2.327381444,-0.216348487,-0.4598578208,-1.351730182,-0.3080243219,-0.05538559774,-1.397763475,-0.3340485181,-0.3636491351,-1.405985062,-0.2480611622,-0.4870940707,-1.928481715
218,0.1787895863,-0.2209605476,-1.473784042,0.3440858974,-0.1814613972,-1.613832777,0.3440858974,-0.1814613972,-1.613832777,-0.05765212905,0.1370009447,-1.578211978,-0.6605890913,-0.05272204301,1.42447161,1.728787815,-0.1602987442,-1.518169905,-0.4778791417,-0.4085056119,0.8923338479,-0.3624437889,-0.2777060889,-1.259621661,0.9964932929,-0.09255685722,-2.324650352,-0.2168047034,-0.4630071511,-1.353491816,-0.3132860475,-0.0545952183,-1.406308991,-0.3340028586,-0.3649653697,-1.408552148,-0.2477863782,-0.488503172,-1.930210682
219,0.1781379485,-0.2214128202,-1.475121378,0.3446701395,-0.1826218303,-1.613992447,0.3446701395,-0.1826218303,-1.613992447,-0.05819235459,0.135563166,-1.579206184,-0.6606202721,-0.0528868135,1.422498554,1.735493966,-0.1683503867,-1.515503708,-0.4794284484,-0.4071125634,0.8916495892,-0.3638716927,-0.2770391377,-1.261708401,0.9966635749,-0.09220152308,-2.322116782,-0.2174258862,-0.4663591522,-1.354270011,-0.3179417786,-0.05389964903,-1.414305455,-0.333425799,-0.3662285867,-1.410694844,-0.2473786053,-0.4901100917,-1.93207373
220,0.1776990449,-0.2218711785,-1.475932995,0.3447924192,-0.1833117672,-1.613915061,0.3447924192,-0.1833117672,-1.613915061,-0.05618731522,0.1362703179,-1.579168256,-0.6604469062,-0.05184043796,1.421504734,1.741730326,-0.1758763965,-1.512432026,-0.4796541067,-0.4069634242,0.8915073844,-0.3647244398,-0.2753172364,-1.263043779,0.9952441796,-0.09301501728,-2.320096298,-0.2186285803,-0.4689856802,-1.353872699,-0.319373825,-0.05312603163,-1.41874575,-0.3313883283,-0.3673342543,-1.410405868,-0.2471167573,-0.4926057714,-1.933440858
221,0.1775407421,-0.2222327632,-1.476761224,0.3449033298,-0.1838276197,-1.614019668,0.3449033298,-0.1838276197,-1.614019668,-0.0523891969,0.1383123768,-1.578919057,-0.6601666441,-0.05061725376,1.420715705,1.747694388,-0.1832495576,-1.509033208,-0.4792806861,-0.4073132941,0.8914616983,-0.364743363,-0.27369918,-1.26467012,0.9940126744,-0.09399060224,-2.31834815,-0.2194540321,-0.4715111012,-1.352356638,-0.319934494,-0.05250969372,-1.422376223,-0.3289051759,-0.3682297938,-1.409838831,-0.2466391901,-0.4951070131,-1.934880596
222,0.1776875143,-0.2222653261,-1.477332494,0.3446613556,-0.1834456872,-1.614743146,0.3446613556,-0.1834456872,-1.614743146,-0.04373847469,0.1441650685,-1.578555047,-0.6592706037,-0.05025897253,1.419672463,1.754606751,-0.191122486,-1.504838421,-0.4776007556,-0.4089582415,0.891464599,-0.3626169155,-0.2720715958,-1.26645797,0.9918952364,-0.09581620816,-2.317464629,-0.218143486,-0.4722323136,-1.347384776,-0.3193413162,-0.05265264013,-1.424729875,-0.3256830191,-0.3681859141,-1.40917508,-0.2455478757,-0.4970446939,-1.936624478
223,0.1780114971,-0.2222345616,-1.477947264,0.344341387,-0.1829037385,-1.615688575,0.344341387,-0.1829037385,-1.615688575,-0.03494686825,0.1501984484,-1.578323311,-0.6583311186,-0.04995273037,1.418736987,1.761151532,-0.1988191524,-1.500474516,-0.4754795661,-0.4108149727,0.8915306203,-0.359969941,-0.2703437813,-1.268969289,0.9896703368,-0.09770100679,-2.316826013,-0.2164206058,-0.4725458367,-1.342132854,-0.3183885331,-0.05288747775,-1.426469095,-0.3223800162,-0.3679406936,-1.408669114,-0.2442822069,-0.498687274,-1.93841581
224,0.1784039369,-0.2221734237,-1.478577056,0.343904723,-0.1824082282,-1.616740273,0.343904723,-0.1824082282,-1.616740273,-0.02704876614,0.1556096417,-1.578291603,-0.6578450647,-0.04967268662,1.418265456,1.766897309,-0.2059620967,-1.496203332,-0.4731480338,-0.4121824169,0.8913143856,-0.3559746374,-0.2698746052,-1.273412924,0.9867983003,-0.09968953284,-2.316580062,-0.2140024352,-0.4726295626,-1.337836163,-0.318604228,-0.05375565193,-1.428521795,-0.3194792667,-0.3675034184,-1.408853896,-0.2430292305,-0.4989870923,-1.940236333
225,0.1789362056,-0.2221344542,-1.479197311,0.3435505071,-0.1819987574,-1.617818408,0.3435505071,-0.1819987574,-1.617818408,-0.02035028197,0.1600353879,-1.578532072,-0.6573269282,-0.04957361633,1.417918303,1.771989741,-0.2128041514,-1.491926519,-0.4704921735,-0.4135047779,0.8912324321,-0.3519383481,-0.2691355223,-1.278604097,0.9839583086,-0.1016290887,-2.316448721,-0.2111611827,-0.472569054,-1.334222499,-0.3186446767,-0.0546835766,-1.430196667,-0.316793631,-0.3670973303,-1.409364515,-0.2416646992,-0.4990665398,-1.941914023
226,0.1801489237,-0.2222544149,-1.48043393,0.3442740941,-0.1828418431,-1.619190781,0.3442740941,-0.1828418431,-1.619190781,-0.01768254649,0.1609507774,-1.579971105,-0.6569741298,-0.04957824384,1.417326205,1.775794194,-0.218495763,-1.488527639,-0.4675210914,-0.4148712141,0.8906455705,-0.3485311116,-0.267110911,-1.285811605,0.983208543,-0.1024466536,-2.316078177,-0.2070898666,-0.473502244,-1.331625343,-0.3178307347,-0.05576860634,-1.432561693,-0.3149811174,-0.3671921325,-1.411494068,-0.2397859129,-0.4987234953,-1.943199281
227,0.1815149173,-0.2225405803,-1.481584916,0.3452303402,-0.1839347194,-1.620475622,0.3452303402,-0.1839347194,-1.620475622,-0.01640649679,0.1605520513,-1.581595158,-0.6565935463,-0.04980518232,1.416707652,1.778895562,-0.2239634127,-1.485080245,-0.464289879,-0.4160019321,0.8904657988,-0.3456779839,-0.2645366299,-1.293369586,0.9830557883,-0.1032432275,-2.315615528,-0.2026047752,-0.4743596411,-1.330084395,-0.3167879854,-0.05680431159,-1.43466461,-0.3134464779,-0.3675088745,-1.413971337,-0.2376993768,-0.498439247,-1.944196235
228,0.1831523281,-0.222868816,-1.483505896,0.3461181399,-0.184272685,-1.622204161,0.3461181399,-0.184272685,-1.622204161,-0.01952010992,0.1564402015,-1.584763,-0.6558090948,-0.0515554566,1.415099582,1.781264024,-0.2294489703,-1.481542439,-0.4613814714,-0.4163335272,0.8901342425,-0.3451476757,-0.2594212235,-1.302204474,0.9857070974,-0.102274068,-2.314559112,-0.1979642715,-0.4748354807,-1.331496557,-0.3155673602,-0.05606651325,-1.436785423,-0.3132691381,-0.3688242574,-1.419008851,-0.2350385288,-0.4986170675,-1.945580401
229,0.1846589578,-0.2234215448,-1.48505376,0.3470444767,-0.184865684,-1.623592977,0.3470444767,-0.184865684,-1.623592977,-0.02405057781,0.1511794121,-1.587742338,-0.6549986512,-0.05331282145,1.413638863,1.782832654,-0.2349574576,-1.477773145,-0.4583147392,-0.4161249491,0.8908066427,-0.345710901,-0.253860379,-1.310552664,0.9883433122,-0.1015970556,-2.31336537,-0.1936799495,-0.4751884701,-1.33460668,-0.3146225169,-0.0551857599,-1.438450946,-0.3132483335,-0.3701051273,-1.423633466,-0.2324810087,-0.4990476656,-1.946512574
230,0.184953895,-0.224648079,-1.484280831,0.346814338,-0.1852122176,-1.622957926,0.346814338,-0.1852122176,-1.622957926,-0.03131002424,0.1441341897,-1.588612133,-0.6541301988,-0.05418521511,1.413371961,1.783239992,-0.2412923691,-1.472572538,-0.4553235764,-0.4154457198,0.8938453198,-0.3482573484,-0.2484764404,-1.315584778,0.9868873613,-0.1038395013,-2.312082043,-0.1911224166,-0.4742562715,-1.341236882,-0.3148450911,-0.05456086083,-1.4379564,-0.3128922262,-0.3709080852,-1.422956975,-0.2311393508,-0.5006836168,-1.945643532
231,0.1847655749,-0.2262105016,-1.482617717,0.3460155822,-0.185283223,-1.621457294,0.3460155822,-0.185283223,-1.621457294,-0.0420987167,0.134471208,-1.589038216,-0.6531568062,-0.05502790571,1.413461371,1.782614447,-0.2478474272,-1.466686459,-0.4524512184,-0.4144186943,0.897810482,-0.3524492372,-0.2422797356,-1.319754696,0.9840540683,-0.1069682711,-2.31063438,-0.1892269755,-0.4725503506,-1.350689076,-0.3155309093,-0.05358890594,-1.43632715,-0.3128868254,-0.3717802136,-1.420468243,-0.2302256409,-0.5029149355,-1.943920921
232,0.1845970965,-0.2279213807,-1.480749437,0.3466291644,-0.1874524763,-1.619944313,0.3466291644,-0.1874524763,-1.619944313,-0.04926680659,0.1274447636,-1.588599292,-0.652465337,-0.05510211865,1.414005015,1.781680237,-0.2542037928,-1.461340962,-0.4489559253,-0.4123395919,0.9041190859,-0.3569317907,-0.2372309125,-1.322187787,0.9813727819,-0.1107148593,-2.309269905,-0.1882382778,-0.4720434016,-1.359781963,-0.3164041789,-0.05346720102,-1.434785678,-0.3117373193,-0.3720944509,-1.419041068,-0.2293524621,-0.5052198308,-1.942053384
233,0.1839554509,-0.2297944563,-1.477777382,0.3486315761,-0.1921577794,-1.617883732,0.3486315761,-0.1921577794,-1.617883732,-0.0497236431,0.1256392365,-1.585994927,-0.6523653769,-0.05353254613,1.41526419,1.780386238,-0.2609445285,-1.455800557,-0.444900188,-0.4104826257,0.9116756803,-0.3629251061,-0.2336707649,-1.321159529,0.97805222,-0.116641363,-2.308452099,-0.1877912089,-0.4720335236,-1.369053174,-0.3184337065,-0.05492613076,-1.433241931,-0.3095748346,-0.3711780108,-1.417248304,-0.228645154,-0.5076301835,-1.939129232
234,0.1834268385,-0.23189452,-1.474598977,0.3515461081,-0.1981344914,-1.61571713,0.3515461081,-0.1981344914,-1.61571713,-0.0484357337,0.1248471389,-1.58292276,-0.6522196536,-0.05183747797,1.416823934,1.77872608,-0.2675231709,-1.450598983,-0.4402252566,-0.4073421736,0.9216741471,-0.3689371051,-0.2307763271,-1.318982627,0.9751192052,-0.122817861,-2.307450174,-0.1879567853,-0.4729316044,-1.378245666,-0.3202492738,-0.05679884451,-1.431502459,-0.3065727006,-0.3701201653,-1.416045931,-0.2279398309,-0.5103353322,-1.936129072
235,0.1834217533,-0.2342635011,-1.471751132,0.3573519554,-0.2080279847,-1.614047247,0.3573519554,-0.2080279847,-1.614047247,-0.04500152694,0.1251351742,-1.579711638,-0.652160636,-0.04965877551,1.418948716,1.776619082,-0.2735406192,-1.446711487,-0.4337391358,-0.4007135847,0.9361161803,-0.3744209445,-0.2291819855,-1.315915566,0.9745565002,-0.1284967817,-2.305453125,-0.1900739746,-0.4765905732,-1.386819829,-0.3211391192,-0.05901138094,-1.42939155,-0.3012720837,-0.369010508,-1.418164504,-0.2272773286,-0.5132653859,-1.933560129
236,0.1836695538,-0.2368256535,-1.469079558,0.363602341,-0.2183930046,-1.612444112,0.363602341,-0.2183930046,-1.612444112,-0.04081372344,0.1257094963,-1.576473698,-0.6520372501,-0.04765201144,1.421194547,1.774227807,-0.2791563206,-1.443310382,-0.4269476735,-0.392662546,0.9531270775,-0.3793675883,-0.2282011397,-1.312422242,0.9742110582,-0.133874079,-2.303355974,-0.192805904,-0.4811823101,-1.394968909,-0.3218002147,-0.06141489779,-1.427428598,-0.2953068842,-0.3678666411,-1.420927127,-0.2265580281,-0.5163141102,-1.931313659
237,0.1845160837,-0.2397431052,-1.466882315,0.3700429749,-0.2285190763,-1.610820171,0.3700429749,-0.2285190763,-1.610820171,-0.03774448381,0.1243746459,-1.573854723,-0.6508064169,-0.04730303701,1.423880965,1.771601919,-0.2840838967,-1.440922982,-0.4192863215,-0.3821863131,0.9759264159,-0.3828014573,-0.227622734,-1.309222265,0.9730219053,-0.1376595054,-2.30065344,-0.1966404691,-0.4883211091,-1.402015464,-0.3208106637,-0.06338631013,-1.425141709,-0.2880540233,-0.3670143644,-1.424487065,-0.2258839044,-0.5198632627,-1.929843716
238,0.1856876088,-0.2427060979,-1.465285983,0.3763676004,-0.2381372623,-1.609549299,0.3763676004,-0.2381372623,-1.609549299,-0.03483249329,0.1229154174,-1.571797477,-0.6496099636,-0.04731513211,1.426302874,1.768818748,-0.2884310195,-1.439167959,-0.4120299491,-0.3707970913,1.000058422,-0.3853554758,-0.2273998534,-1.306356227,0.9720737817,-0.1407117082,-2.29817941,-0.2006297312,-0.495727977,-1.40836749,-0.3197267555,-0.06546800305,-1.423510384,-0.280928069,-0.3663304647,-1.428865672,-0.2249968301,-0.5233052103,-1.929043789
239,0.1882010625,-0.2458404745,-1.465802489,0.3815641244,-0.2443214951,-1.609439056,0.3815641244,-0.2443214951,-1.609439056,-0.03265326894,0.1208369571,-1.57204822,-0.6489640057,-0.04860831961,1.427100284,1.766738745,-0.291389521,-1.438610506,-0.4062837589,-0.3587588929,1.025640819,-0.385080974,-0.2270259047,-1.305704774,0.9731656168,-0.142182224,-2.296976977,-0.2030243963,-0.5022624201,-1.412934658,-0.3179123072,-0.067494914,-1.424113082,-0.2745455634,-0.3665794208,-1.435493188,-0.2228014951,-0.5265871918,-1.930415445
240,0.1909094939,-0.2488559098,-1.46684108,0.3862807614,-0.2495714859,-1.609722571,0.3862807614,-0.2495714859,-1.609722571,-0.0307753303,0.1186186659,-1.572829811,-0.6483485057,-0.0502704132,1.427432164,1.764568556,-0.2938967991,-1.438431262,-0.4013760103,-0.3464644578,1.050822859,-0.3839298842,-0.2268811724,-1.305622593,0.9746501188,-0.1428856005,-2.296014275,-0.2050002439,-0.5083282061,-1.416583663,-0.3162088081,-0.06957261185,-1.425457255,-0.2688759892,-0.3671901983,-1.442534658,-0.2203254584,-0.5296786924,-1.932392421
241,0.1936176303,-0.2514913047,-1.46851499,0.3889263422,-0.2519943658,-1.610718663,0.3889263422,-0.2519943658,-1.610718663,-0.03012501075,0.1161077924,-1.57396996,-0.6482968492,-0.05164880339,1.426618595,1.762156175,-0.2958003196,-1.438438568,-0.3980261923,-0.3346589126,1.073209203,-0.3814969421,-0.2269360962,-1.306930452,0.9757266948,-0.1429602051,-2.295898707,-0.2063029339,-0.5119452982,-1.419800317,-0.3162309349,-0.07184879518,-1.428758893,-0.2661107224,-0.3679683226,-1.448065869,-0.21725139,-0.5314390682,-1.934958187
242,0.1960574421,-0.2538923584,-1.47018036,0.390749075,-0.2535103138,-1.611745867,0.390749075,-0.2535103138,-1.611745867,-0.02999215438,0.1135329115,-1.575245282,-0.6480800233,-0.05336554264,1.425584606,1.759472367,-0.297680414,-1.438257225,-0.3958193637,-0.3232416162,1.09375962,-0.3787117241,-0.2272489265,-1.308429581,0.9764887956,-0.1426063542,-2.295873571,-0.2070651256,-0.5146866931,-1.422162806,-0.3166477896,-0.07422337173,-1.432379494,-0.2643352779,-0.3690573428,-1.453003758,-0.2142982903,-0.5330805168,-1.937641316
243,0.1968515481,-0.2553986819,-1.470907532,0.3907448095,-0.2544109049,-1.612113235,0.3907448095,-0.2544109049,-1.612113235,-0.03168252016,0.1112878354,-1.576147642,-0.6470356376,-0.05517299789,1.424485688,1.755741948,-0.3003306236,-1.436050265,-0.3968341624,-0.313293785,1.108411773,-0.3773444927,-0.227729941,-1.309221301,0.97458239,-0.1422691844,-2.29621496,-0.2067607875,-0.5152085764,-1.423228218,-0.3197558308,-0.07697143314,-1.436306694,-0.265256733,-0.3702177055,-1.456205219,-0.2125953298,-0.5347662336,-1.939693924
244,0.1972537242,-0.256701779,-1.471414943,0.3902338832,-0.254942009,-1.612424882,0.3902338832,-0.254942009,-1.612424882,-0.03347324658,0.1092780993,-1.576905703,-0.6459585511,-0.05707239417,1.423464002,1.751796412,-0.3031180391,-1.433660397,-0.398885762,-0.3044356019,1.120309282,-0.3761305878,-0.2284734957,-1.30994664,0.9724964173,-0.141648628,-2.296448081,-0.2060703745,-0.5150193139,-1.423723977,-0.3231520867,-0.07980207563,-1.440121741,-0.2666862074,-0.3715086915,-1.458438198,-0.211175336,-0.5363668625,-1.941589407
245,0.1969502905,-0.2578005393,-1.471104606,0.3909448916,-0.2573422272,-1.612768498,0.3909448916,-0.2573422272,-1.612768498,-0.03349193533,0.1086678892,-1.576776695,-0.6446415724,-0.0587867051,1.422960109,1.747790092,-0.3066545758,-1.432631955,-0.4012613766,-0.2975634985,1.127307355,-0.3759368154,-0.2293470654,-1.31004481,0.9723472099,-0.1407085712,-2.295251308,-0.2055244188,-0.5147319765,-1.423867259,-0.3249206628,-0.08273761354,-1.441997702,-0.267232771,-0.3734399186,-1.460591879,-0.2104487987,-0.5384205535,-1.942736124
246,0.1959772785,-0.2584847721,-1.4704227,0.3916249581,-0.2601526254,-1.61320623,0.3916249581,-0.2601526254,-1.61320623,-0.03325968453,0.1088301532,-1.576344052,-0.6430873394,-0.06042046619,1.422418552,1.743470489,-0.3105366728,-1.432091805,-0.4048881776,-0.2919458726,1.130040107,-0.3762843835,-0.2303698479,-1.309985336,0.972723995,-0.1393597214,-2.293614024,-0.2046639656,-0.5135200096,-1.423315962,-0.3267333063,-0.08589348897,-1.443434959,-0.2684813888,-0.3758487728,-1.462540601,-0.2101960382,-0.5405094942,-1.943617099
247,0.195626951,-0.2595382216,-1.469704846,0.3926458182,-0.2630200894,-1.613286622,0.3926458182,-0.2630200894,-1.613286622,-0.03273348807,0.1080573976,-1.576007968,-0.6421587326,-0.0623417559,1.423027438,1.739572418,-0.3141986233,-1.430664952,-0.4072808551,-0.2872274002,1.133082759,-0.3762512421,-0.2320824476,-1.309773889,0.9730785473,-0.1381850497,-2.291777642,-0.2035111823,-0.5134076031,-1.422921951,-0.3274994379,-0.08866549374,-1.444218084,-0.2681777886,-0.3779792941,-1.463113182,-0.2094835845,-0.5425714812,-1.944181784
248,0.1958947901,-0.2610638415,-1.468424259,0.3943933968,-0.2662992464,-1.612619492,0.3943933968,-0.2662992464,-1.612619492,-0.03197046311,0.1057019538,-1.575510573,-0.6408661186,-0.06585087952,1.425524216,1.736351027,-0.3182307138,-1.428593935,-0.4068533514,-0.2850207232,1.135874374,-0.3759826364,-0.2349865602,-1.308987286,0.9739741748,-0.1371590786,-2.28910294,-0.201760396,-0.515294577,-1.422773039,-0.3259788219,-0.09086305577,-1.443348697,-0.2643191325,-0.3796217523,-1.459812869,-0.2082981446,-0.5450519416,-1.944124427
249,0.1962895455,-0.2627405543,-1.466941129,0.3961260955,-0.2695644568,-1.611651073,0.3961260955,-0.2695644568,-1.611651073,-0.03083392842,0.103011832,-1.574873799,-0.6400283582,-0.069382653,1.428700628,1.733196157,-0.3221882586,-1.425628348,-0.4063529214,-0.2832140092,1.138197839,-0.375552228,-0.2382695584,-1.30798741,0.9745039448,-0.1361848015,-2.286191888,-0.1997449501,-0.517491953,-1.422352485,-0.3239874507,-0.09278586165,-1.44189645,-0.2600578449,-0.3812578819,-1.455871566,-0.2071176003,-0.547560756,-1.943718407
250,0.1970809851,-0.2649664913,-1.465906952,0.3968893811,-0.2717519121,-1.610364421,0.3968893811,-0.2717519121,-1.610364421,-0.0312138823,0.09838978616,-1.575373129,-0.6423175953,-0.07125959546,1.433348329,1.729916525,-0.3257369908,-1.420332673,-0.4068066392,-0.2809604319,1.141878005,-0.3747067058,-0.2423805372,-1.306995169,0.9737148835,-0.1356619746,-2.28359705,-0.1975767368,-0.5196909725,-1.421725918,-0.3229378975,-0.09357795478,-1.440407564,-0.2563858501,-0.3824321803,-1.45221403,-0.2058889174,-0.5496548602,-1.942966588
251,0.1981599524,-0.2673254284,-1.464905331,0.3976910574,-0.2737735618,-1.608973129,0.3976910574,-0.2737735618,-1.608973129,-0.03057302127,0.09417155623,-1.575603458,-0.6450140622,-0.0729235412,1.438155007,1.726810196,-0.3288588743,-1.414499215,-0.4075243927,-0.2786722846,1.145397027,-0.37355367,-0.2465336542,-1.306020913,0.9725495592,-0.1352029695,-2.281089786,-0.1953598726,-0.5220761517,-1.421030487,-0.3215355662,-0.09453059712,-1.438839125,-0.2526466746,-0.3836890035,-1.448692295,-0.2044895941,-0.5515910794,-1.942105327
252,0.2002977279,-0.2694953782,-1.464449765,0.399601894,-0.2761984008,-1.608167455,0.399601894,-0.2761984008,-1.608167455,-0.0249551228,0.09276066345,-1.574749519,-0.647931213,-0.07370990451,1.441896965,1.724042083,-0.3305427672,-1.408766793,-0.4089577081,-0.2745804212,1.148445693,-0.3713845902,-0.2500475428,-1.306034129,0.9719166254,-0.1341795042,-2.27891662,-0.1932561283,-0.5247589379,-1.420862842,-0.3191669687,-0.09661488903,-1.438187662,-0.2496414349,-0.3854678746,-1.447839251,-0.2016019647,-0.5526306183,-1.941375931
253,0.2025954904,-0.2716856732,-1.464083039,0.401609658,-0.2786320728,-1.607404518,0.401609658,-0.2786320728,-1.607404518,-0.01856916953,0.09199388575,-1.573540075,-0.6508441926,-0.07447865613,1.445384322,1.721444534,-0.3317114746,-1.402771068,-0.4105561377,-0.2703635432,1.151371392,-0.3690049326,-0.2533034731,-1.306092474,0.9708027271,-0.1332059739,-2.277028843,-0.1912103565,-0.5273903126,-1.420587068,-0.316629597,-0.09891353318,-1.437617536,-0.246913886,-0.3873761805,-1.447523427,-0.1987703034,-0.5535271072,-1.940748258
