frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz
399,0.9861085159,-0.3745905462,-0.5654760153,1.037046784,-0.5482552329,-0.7029130812,1.037046784,-0.5482552329,-0.7029130812,0.1162421533,-0.3962793752,-0.895115683,-0.4232423462,-0.0716887254,1.163180001,2.270561201,-0.3796972229,-0.7597578517,0.2003238168,0.1699728985,1.634734456,0.1524448321,-0.6078670176,0.8240723966,1.436301002,-0.4958859306,-2.086613899,-0.1621315162,-0.5941081196,0.4705593951,0.6823498176,-0.4842034141,0.1187880441,0.2717578399,-0.5957179274,0.2218556149,0.7847707412,-0.6498858954,0.6898030175
400,0.9646083031,-0.378048004,-0.5706275449,1.024932554,-0.5503077227,-0.7103914783,1.024913092,-0.5503175851,-0.7104118466,0.09445541242,-0.4062860652,-0.8928610922,-0.4232798513,-0.0721007088,1.162117641,2.260045539,-0.3779035104,-0.7583179473,0.1994808227,0.168669752,1.634160574,0.1545599918,-0.6083274643,0.8218921473,1.431382654,-0.4943012776,-2.088245138,-0.1780324272,-0.5928130281,0.4791431221,0.6608239271,-0.5002890961,0.1338240537,0.2530230553,-0.5993709541,0.2244219494,0.7723554163,-0.6454332228,0.6965266531
401,0.9431048922,-0.3817634999,-0.5760621039,1.013236115,-0.5525605735,-0.7187662981,1.0131839,-0.5525870389,-0.7188207442,0.07211637925,-0.4164430516,-0.8911604126,-0.4233394153,-0.07270805174,1.160546209,2.249896516,-0.3764388348,-0.7582779272,0.1984789409,0.1671878147,1.633551058,0.1574973274,-0.6097463096,0.8192440819,1.42527541,-0.4923072645,-2.090273167,-0.1915125195,-0.5913793737,0.4884315921,0.6378441786,-0.519216606,0.147961293,0.2374365103,-0.6033469187,0.2284942239,0.7604985904,-0.6407433904,0.7009917716
402,0.9216692809,-0.3852302725,-0.5811916904,1.000877695,-0.5543201121,-0.7254156543,1.000817926,-0.5543504847,-0.7254773711,0.0492088061,-0.4273197076,-0.889634614,-0.4229878928,-0.07281420009,1.159480687,2.239308749,-0.3754243156,-0.7576999609,0.1974214882,0.1665362821,1.633088185,0.1593845739,-0.6097427537,0.8172379675,1.41857599,-0.4902075932,-2.091753636,-0.2056234415,-0.589719275,0.497762838,0.6149350979,-0.5336066447,0.1598671363,0.2235709186,-0.60558106,0.2325754683,0.7469884929,-0.6370557391,0.705458093
403,0.9002819494,-0.3885993544,-0.585987448,0.9881548369,-0.5560905186,-0.729350242,0.9879422062,-0.556161012,-0.7297832567,0.02546143436,-0.4404592445,-0.8889951217,-0.4210429927,-0.07186222455,1.159205278,2.228968819,-0.3753117068,-0.7568329611,0.1961428456,0.1677485102,1.632390657,0.1613652492,-0.6093549375,0.8160937899,1.409810134,-0.4869368856,-2.092791398,-0.2202253575,-0.5870423353,0.5076380404,0.5908353394,-0.5432822325,0.1698522913,0.2155140188,-0.6062189634,0.2367289317,0.7314154922,-0.6352651239,0.7095016147
404,0.8789443925,-0.3918147607,-0.590831039,0.9750365941,-0.5574465297,-0.7327544506,0.9747449547,-0.5575298588,-0.7334233635,0.001522570711,-0.4541537736,-0.8886331874,-0.4189601964,-0.07067835792,1.159018398,2.218333313,-0.375416234,-0.7561699022,0.1947282434,0.1691795248,1.631722643,0.1627886724,-0.6084042432,0.8149667258,1.400700565,-0.4835917894,-2.093717108,-0.2346525465,-0.584543788,0.5173633428,0.5667419607,-0.5506023254,0.1777766868,0.2086292998,-0.6058141544,0.2410867128,0.7146051851,-0.6341199354,0.7130172426
405,0.8570948773,-0.3945924295,-0.5953971448,0.9606191468,-0.557692504,-0.7340524105,0.9601916738,-0.557752404,-0.735377759,-0.02348038944,-0.4685637562,-0.8889894844,-0.4169459424,-0.06886886528,1.159068223,2.20638405,-0.3763984303,-0.7536421314,0.1928128269,0.1707157614,1.631651494,0.161178563,-0.6037487392,0.8143197506,1.391761518,-0.4814180549,-2.093998617,-0.2510851896,-0.5830052753,0.5270087458,0.5417718585,-0.5518866485,0.1834703272,0.2002061001,-0.6030182553,0.2446164387,0.6951704801,-0.6339749816,0.7174813992
406,0.8353818838,-0.3971239113,-0.6000952479,0.9457553936,-0.557345711,-0.7351846105,0.9453914678,-0.5573377688,-0.7366405585,-0.04837844931,-0.4829636502,-0.8892838921,-0.4153124755,-0.06708836133,1.159025377,2.193984657,-0.3772764722,-0.7514044877,0.1909030477,0.1721592178,1.631689591,0.1589132332,-0.5986986805,0.8135787499,1.383284584,-0.4793374382,-2.094211118,-0.267290056,-0.5817049658,0.5361291655,0.5178561284,-0.551131341,0.186871142,0.1913385235,-0.5993325025,0.2482024853,0.6748880073,-0.6340287826,0.7213818166
407,0.8141730018,-0.3996668436,-0.6048495298,0.9301694537,-0.555740783,-0.7372057142,0.9300250492,-0.5557521201,-0.7376926795,-0.0735373414,-0.4958505535,-0.88795399,-0.416215555,-0.0664131153,1.158415914,2.180506841,-0.3767816259,-0.7502726437,0.1894906929,0.1724569751,1.632020142,0.1552914332,-0.5932308062,0.8122569512,1.376830514,-0.4781587922,-2.094264969,-0.2828169559,-0.5810299236,0.5438539681,0.4975278071,-0.548157413,0.18589358,0.1782140513,-0.5929909722,0.2523440447,0.6540250232,-0.6337710552,0.7249983525
408,0.7933776404,-0.4018291199,-0.6097264295,0.9143301043,-0.5536105398,-0.7398611649,0.9148196567,-0.5535162909,-0.7384774861,-0.09779229151,-0.507991715,-0.88605981,-0.4175185093,-0.06596555103,1.157842222,2.166631398,-0.3759843436,-0.7496637926,0.1883140099,0.1725682406,1.632464392,0.1512721922,-0.5875323236,0.8109231879,1.371199027,-0.4770899822,-2.094179182,-0.2976359809,-0.5805030196,0.5509195376,0.4790231536,-0.5439107509,0.1831171141,0.164222587,-0.5864430848,0.2568666719,0.6329496849,-0.6331723475,0.7280212528
409,0.7734484845,-0.4035518591,-0.6151321527,0.899029769,-0.5515478603,-0.7458789682,0.9011310352,-0.5511364639,-0.7400581524,-0.1199037034,-0.51804081,-0.8819094314,-0.4190640602,-0.06581790708,1.157795988,2.152657256,-0.3738554442,-0.751326858,0.1881013494,0.1714719557,1.632916507,0.14841235,-0.5837613721,0.8090127355,1.366641367,-0.4758517992,-2.094235161,-0.310546125,-0.5805740613,0.5575418477,0.4639142699,-0.5409051655,0.1776536026,0.1479656023,-0.5820526897,0.2618554255,0.6132606633,-0.631824909,0.7294378962
410,0.7539611845,-0.4047833755,-0.6207751773,0.8835678606,-0.5490813167,-0.7528693237,0.8877816196,-0.5481465504,-0.7418521952,-0.1403510783,-0.5271905767,-0.8775924228,-0.4206621853,-0.06590241991,1.157773545,2.138528359,-0.3715002458,-0.7535742126,0.1880089789,0.1702525149,1.633328185,0.1455141159,-0.5801415281,0.8070392213,1.362904503,-0.4744992426,-2.094319654,-0.3224967415,-0.5808658987,0.5633127719,0.4506014978,-0.5374627941,0.1713646483,0.1313279681,-0.5781344225,0.267319856,0.5935021657,-0.6297123257,0.7301808576
411,0.7348430215,-0.4049356768,-0.6274415113,0.8676282847,-0.5464598929,-0.7619693596,0.8751041643,-0.5445258728,-0.7438444139,-0.15854071,-0.5367997716,-0.8749389198,-0.4217031387,-0.0665270294,1.15682442,2.125181825,-0.3691312967,-0.757845189,0.187574239,0.169422105,1.633075537,0.1438963876,-0.5787017035,0.8050543965,1.360454197,-0.4716163388,-2.095207572,-0.333759889,-0.5809947969,0.5670043992,0.4397786248,-0.5356058041,0.1649943623,0.1159023412,-0.5768606764,0.2713951912,0.5732068847,-0.625887646,0.72913464
412,0.7161957223,-0.4046380232,-0.6343303159,0.8517163551,-0.5434828265,-0.7714988638,0.8628058001,-0.5403466157,-0.7461662454,-0.1744844377,-0.5456072749,-0.8725535499,-0.4226033916,-0.06730912158,1.155767572,2.111755096,-0.3668141776,-0.7621204219,0.1871166462,0.168662368,1.632741941,0.1423656192,-0.5774957931,0.8029599416,1.358928786,-0.4686012591,-2.096217464,-0.3436736397,-0.5811513838,0.5696888792,0.430502747,-0.5338651595,0.1588341812,0.1006031539,-0.5761641889,0.2764914376,0.5530729101,-0.6213384673,0.7275198657
413,0.6980406311,-0.403296313,-0.640912169,0.8357729353,-0.5397693576,-0.7798200322,0.8506458613,-0.5349813182,-0.7477147543,-0.1880571168,-0.5534619359,-0.8724093286,-0.4232462219,-0.06840904715,1.154636378,2.098112056,-0.3657291581,-0.7644746347,0.1864695569,0.1691841001,1.632321254,0.1408259509,-0.5752637876,0.8017160623,1.358499416,-0.4657897431,-2.097119605,-0.3528135805,-0.5807272681,0.5714476131,0.4225608498,-0.5313232317,0.1548112022,0.08834684177,-0.5752749686,0.2838029853,0.5335311797,-0.6143374926,0.725755002
414,0.6804195004,-0.401760105,-0.647517086,0.820030678,-0.5357088982,-0.7878878598,0.8388297302,-0.5291677792,-0.7497540232,-0.1988600804,-0.5601716583,-0.8719506616,-0.4234907906,-0.06942596272,1.153668798,2.084301158,-0.3647476738,-0.7662020748,0.1858057689,0.1698658191,1.631974614,0.1390421397,-0.5725684767,0.8003215744,1.358840312,-0.4630174422,-2.097906847,-0.3601361911,-0.5801109967,0.5725174762,0.415755045,-0.528977303,0.1518740133,0.07595826382,-0.5749187623,0.2927756335,0.5145219577,-0.6071794755,0.7238526591
415,0.6637628248,-0.4004104711,-0.653219184,0.8051517402,-0.5314679823,-0.7944404164,0.8277129502,-0.5234985036,-0.7532618803,-0.2051279483,-0.5646981276,-0.8707415902,-0.4218238606,-0.06926177609,1.154778841,2.069810749,-0.3651177748,-0.7638926224,0.185113606,0.1710156885,1.632613822,0.1366499196,-0.5666204191,0.7986625537,1.359518502,-0.4613784946,-2.097598684,-0.3642575722,-0.5794741789,0.5737355974,0.4082548459,-0.5254048499,0.1530447838,0.06329978261,-0.5742407248,0.306862914,0.49668367,-0.6005627311,0.7228821391
416,0.6475198053,-0.3991445567,-0.6589484507,0.790512629,-0.5269945714,-0.8007171623,0.8167497138,-0.5175041395,-0.757758393,-0.208551894,-0.5678760408,-0.8684216617,-0.4199133351,-0.06896097023,1.155978899,2.055145381,-0.3652510958,-0.7612543127,0.1843987015,0.1721458604,1.633311361,0.1333907097,-0.5600378371,0.7968658379,1.360522078,-0.4598278937,-2.097088666,-0.3664753923,-0.5786808372,0.5744946637,0.4014069907,-0.5220744081,0.1555490416,0.04990187879,-0.574028318,0.3222971011,0.4791785725,-0.5943476588,0.7221748962
417,0.6318179338,-0.3988402622,-0.6652419076,0.7763055872,-0.5220039175,-0.8060067592,0.8056254423,-0.5114991994,-0.7643838338,-0.2076397509,-0.569217688,-0.8631264884,-0.4180478411,-0.06855091428,1.156221825,2.040671055,-0.3636224349,-0.7598118706,0.1837291122,0.1718010697,1.633732987,0.1294606143,-0.5529584175,0.792401526,1.362642999,-0.4583384329,-2.096651514,-0.3649741211,-0.578057779,0.5739376709,0.3956063484,-0.5206548409,0.1598086559,0.03284926832,-0.5749603709,0.3400810142,0.4623406443,-0.5915154759,0.7219005744
418,0.6162565137,-0.3987295475,-0.6718226647,0.7622075456,-0.5168580593,-0.811382419,0.7943920951,-0.5050477985,-0.7721698936,-0.2046088577,-0.5694653528,-0.8566418785,-0.4164365817,-0.06820236611,1.156116936,2.025985263,-0.361373199,-0.758779511,0.182899543,0.1712634112,1.633997282,0.124145794,-0.546001131,0.7881174354,1.36476473,-0.4567625235,-2.096341899,-0.3620809459,-0.5774009729,0.5729193765,0.3903721649,-0.5198936449,0.1643936832,0.01478193954,-0.576120378,0.3579684041,0.4453748357,-0.5891345148,0.7219488603
419,0.6005113216,-0.3991047945,-0.6791090728,0.7486646367,-0.51236652,-0.8173752476,0.7835715641,-0.4986269163,-0.7811430128,-0.1988255647,-0.5685470187,-0.8454680744,-0.4162510823,-0.06801371275,1.155010284,2.011055989,-0.3569045196,-0.7603453682,0.1823303738,0.1701765864,1.63366654,0.1168726602,-0.540942706,0.7841834774,1.366922164,-0.4541978041,-2.096823522,-0.3570224259,-0.5760696099,0.5719242168,0.3864225084,-0.5220002661,0.1676958468,-0.006527819942,-0.5782030203,0.374702005,0.4290752498,-0.5884217879,0.7221017807
420,0.5847409803,-0.3996999131,-0.6866884288,0.7350678051,-0.507708191,-0.8237841487,0.772396429,-0.491586271,-0.7910490935,-0.1920852273,-0.5669373128,-0.8338197744,-0.4165753931,-0.06803321114,1.153540422,1.995856554,-0.3520101188,-0.7623186466,0.1814805127,0.1691142399,1.633230842,0.1079579567,-0.5366691614,0.7811851117,1.368539706,-0.4515291608,-2.097431009,-0.3513843404,-0.5746530032,0.5707211961,0.3828778298,-0.5245705626,0.1705761426,-0.02825054798,-0.5802829518,0.3903158667,0.4122173649,-0.5874519368,0.7225103862
421,0.5683849555,-0.39980371,-0.6953990083,0.7205861846,-0.5029142378,-0.8325114541,0.7606830743,-0.4826319883,-0.8026075364,-0.185702468,-0.5644656558,-0.8217308527,-0.4183781832,-0.06892843482,1.151210022,1.980247336,-0.3469194261,-0.7661322259,0.1794734137,0.1688262951,1.632482515,0.09549136888,-0.5330797521,0.7809958599,1.368216821,-0.4478993832,-2.098645983,-0.3473497932,-0.5729471252,0.5696639547,0.3787228392,-0.5269298894,0.1710317507,-0.04944385446,-0.5835570126,0.4006741148,0.3931011126,-0.5848707546,0.7231393798
422,0.551994153,-0.4001532935,-0.704028694,0.705891172,-0.4978357199,-0.8415768508,0.7482910636,-0.4731069266,-0.8145737933,-0.1795340635,-0.5617817661,-0.8104071914,-0.42029375,-0.07000002024,1.148779814,1.964417018,-0.341796077,-0.769821389,0.1772659229,0.1687496398,1.631777778,0.08144037085,-0.5302755967,0.7823903562,1.366923077,-0.444516964,-2.099590753,-0.3435297556,-0.5712881028,0.5686232173,0.3748316177,-0.5290826514,0.171239775,-0.07006085421,-0.5862159627,0.4095142149,0.3731566191,-0.5813588938,0.7242589834
423,0.5352716406,-0.400574952,-0.7122243035,0.6899718568,-0.492142193,-0.8516118653,0.7343671677,-0.4610871368,-0.8267631976,-0.1763097328,-0.5598958305,-0.8039592968,-0.4229392491,-0.07223275973,1.145614662,1.948788566,-0.3370980136,-0.773402553,0.1741452357,0.1698880487,1.631113186,0.06447976134,-0.5294426522,0.787341237,1.362949104,-0.4420494643,-2.099942869,-0.3421527582,-0.5705118339,0.5673994371,0.3713792114,-0.5285692836,0.1713432289,-0.0881641243,-0.5847451961,0.4145942675,0.3502426999,-0.5732859934,0.7259581834
424,0.5184961643,-0.4013400864,-0.7199426364,0.6738729551,-0.4860387175,-0.8614719527,0.719362313,-0.4491805058,-0.8387581433,-0.1741501813,-0.5581940382,-0.799275341,-0.4252037422,-0.07431843986,1.142788483,1.932792215,-0.3328067214,-0.7758919511,0.1710806214,0.1711054732,1.630589407,0.04654636448,-0.5293114589,0.7939385621,1.358167881,-0.440136034,-2.099803791,-0.341408246,-0.5698767514,0.5663037073,0.3679319599,-0.527607502,0.1713750107,-0.1047355809,-0.5823602737,0.4186428819,0.3265248013,-0.564170506,0.7283887889
425,0.5020133869,-0.4030793569,-0.7258235022,0.6581867436,-0.4802205505,-0.869783469,0.7028594883,-0.4390782975,-0.8492934568,-0.1751121609,-0.5575903015,-0.7995763504,-0.4251479552,-0.07478845231,1.142225607,1.91577689,-0.3302279519,-0.7739777087,0.1685343475,0.1724218028,1.631030799,0.02913857716,-0.5307810168,0.8036276548,1.353304035,-0.4397335711,-2.098136278,-0.3414218026,-0.5696193879,0.5658260078,0.3641716425,-0.5257356041,0.172212281,-0.1172882292,-0.577578478,0.4240626302,0.3027766573,-0.552737104,0.7317559735
426,0.4855548347,-0.4052198979,-0.7311956047,0.6426474416,-0.4736681934,-0.8774965418,0.6852821574,-0.429749094,-0.8593183634,-0.1769896528,-0.5572857626,-0.8014385428,-0.424470885,-0.07498990442,1.142151854,1.898304594,-0.3283670648,-0.7703283835,0.1663388357,0.1734637312,1.631623243,0.01158179093,-0.5324960763,0.8140720119,1.34795156,-0.4401357611,-2.09604586,-0.3418329843,-0.5694691916,0.5654928466,0.3602277065,-0.5237580443,0.1728749634,-0.1282989197,-0.5723610746,0.4292532175,0.278764452,-0.5412811631,0.7358936907
427,0.4695325527,-0.4087048059,-0.735536035,0.6283611536,-0.4653996992,-0.8828828563,0.6661071738,-0.4238647075,-0.8678651411,-0.1796258726,-0.5574728873,-0.8043963776,-0.421348303,-0.07391860242,1.143643351,1.880378494,-0.3277915025,-0.7630823016,0.1657956286,0.1730161837,1.632658067,-0.003689892639,-0.5327661751,0.8239730115,1.343077485,-0.4418028902,-2.092702588,-0.3415513057,-0.5691447773,0.5654404549,0.3553131396,-0.5232995092,0.1735851373,-0.1379122933,-0.5686327657,0.4361637267,0.2557515378,-0.5322479917,0.7413124292
428,0.4535921946,-0.4124574337,-0.7395666851,0.6140916951,-0.4561793094,-0.8876995639,0.6460736316,-0.4186464381,-0.8758619967,-0.1824442965,-0.5578221853,-0.8079050414,-0.417806774,-0.07275836135,1.145404153,1.862125831,-0.3277253846,-0.7544965004,0.165647829,0.1721580592,1.633737443,-0.01894703896,-0.5328971142,0.833431406,1.337828459,-0.4442073599,-2.08917047,-0.3413482864,-0.56876915,0.565487178,0.3505633937,-0.5228606918,0.174307422,-0.1466513572,-0.5650102389,0.4431293332,0.2328049168,-0.5242569848,0.7473801735
429,0.4373793993,-0.4161430754,-0.7438281296,0.6003039601,-0.444585622,-0.891646321,0.6250687122,-0.4144183261,-0.8829991742,-0.183980672,-0.5579139685,-0.8090697267,-0.4138276911,-0.07186741525,1.146868972,1.843433112,-0.3276408001,-0.7450224094,0.1669302362,0.1699237301,1.634211245,-0.03474549618,-0.5334026258,0.8400171178,1.331412375,-0.4479587971,-2.085854156,-0.340859895,-0.5678903618,0.5658361097,0.3459894482,-0.522959578,0.1752570103,-0.1548675532,-0.5624383246,0.451099596,0.2104758742,-0.52006411,0.7550981667
430,0.4212282107,-0.4197586267,-0.7479120875,0.5861670628,-0.4325184335,-0.8954283745,0.603548137,-0.4105104879,-0.8897591444,-0.1852924014,-0.5580325555,-0.8101365649,-0.4101621806,-0.07118998403,1.148169015,1.824548109,-0.3277304671,-0.7351169431,0.1682555586,0.1675250494,1.634600445,-0.05054617101,-0.5332858784,0.8457788429,1.324930043,-0.4520358004,-2.0826995,-0.3405116021,-0.5669303344,0.5662043594,0.3419332914,-0.5228856286,0.1763169801,-0.162814883,-0.5602339874,0.4587610604,0.188330562,-0.5170503264,0.7631124861
431,0.4048357123,-0.4223530987,-0.7527170727,0.5709458862,-0.4209288241,-0.9005393734,0.5825479644,-0.4057632848,-0.8970385798,-0.1853374872,-0.5581011154,-0.8105461977,-0.4095409931,-0.07216213962,1.147830827,1.805333051,-0.3277445149,-0.7260530796,0.167566064,0.1661872099,1.634594237,-0.0669651727,-0.5317763347,0.8495435335,1.318215144,-0.4559841618,-2.081249967,-0.3410351792,-0.5661876732,0.5661628626,0.3386606962,-0.5209195861,0.176709627,-0.172120042,-0.5591637103,0.4639350883,0.1658159887,-0.5150056763,0.7702913841
432,0.3882617389,-0.4246574546,-0.7577460426,0.5555546383,-0.4086426437,-0.9057047738,0.5611710303,-0.4014447114,-0.9041070168,-0.1847299335,-0.5582158614,-0.8104895041,-0.4099272294,-0.07381876283,1.146900842,1.785657955,-0.3280383693,-0.7163624317,0.1664673435,0.1648209959,1.63431209,-0.08363374438,-0.5296024409,0.8518205105,1.310971951,-0.4605624519,-2.080497516,-0.3420074318,-0.565447727,0.5660778979,0.3354652188,-0.5182587371,0.1766720002,-0.1814404739,-0.5590642795,0.4681903564,0.1432358735,-0.5145599311,0.7777827414
433,0.3722163316,-0.4266026006,-0.7622993572,0.5384212527,-0.3969777661,-0.9112471135,0.5395645634,-0.3956578995,-0.9110918042,-0.1843555274,-0.5581522374,-0.8106054237,-0.4106677884,-0.07527780967,1.146029715,1.766686178,-0.3282007666,-0.7083035566,0.165465452,0.1634810823,1.63414728,-0.09981673406,-0.5256564039,0.8548713121,1.305381034,-0.4636759458,-2.079861239,-0.3429614033,-0.5646066643,0.5657889833,0.3337415819,-0.5167080016,0.1765788903,-0.1907041496,-0.5585200526,0.4720136102,0.1208101536,-0.5140191574,0.7844697319
434,0.3568918667,-0.4281641698,-0.7663508245,0.5186874466,-0.385648455,-0.91762521,0.5178994698,-0.3867866316,-0.9180695418,-0.1836687729,-0.5580870345,-0.8114929991,-0.4130794879,-0.07769394221,1.144278312,1.748709552,-0.3279148761,-0.7031770773,0.1637685006,0.162517002,1.63420599,-0.115632806,-0.5193596401,0.8580473621,1.300842073,-0.4660049824,-2.079643004,-0.3443513323,-0.5636735969,0.5648614162,0.3338931555,-0.5157545665,0.1764265052,-0.2019158983,-0.5568076656,0.4743363074,0.09820903926,-0.5126489858,0.7886530751
435,0.341883843,-0.4293582944,-0.7702086765,0.4978410614,-0.3745897933,-0.9242871759,0.4960284982,-0.3770987862,-0.9249808296,-0.1830269871,-0.5578336724,-0.8122270236,-0.4157956135,-0.07999350201,1.14252019,1.731129402,-0.327629765,-0.6988227822,0.1621749948,0.1615237483,1.634241179,-0.1313251096,-0.5120222182,0.8613397207,1.297433596,-0.4672403897,-2.079641455,-0.3456273408,-0.5626983701,0.5638415034,0.3353674145,-0.5153657252,0.1762956258,-0.212642216,-0.55493105,0.4764110661,0.07585013613,-0.5118190807,0.7928437813
436,0.3271592248,-0.4307654476,-0.7717967479,0.4743089211,-0.3645985708,-0.9297679403,0.4727869517,-0.3665319543,-0.9303078107,-0.1834437302,-0.5576215277,-0.8116508414,-0.4173594753,-0.08025430782,1.143133879,1.713902161,-0.3271208652,-0.6946544165,0.161611316,0.1609074127,1.635220997,-0.1465641243,-0.5031533356,0.8679239166,1.29746465,-0.4658317615,-2.078384496,-0.3461209117,-0.5614715706,0.564099669,0.3407145764,-0.5180365913,0.1779726093,-0.2218886951,-0.552839284,0.4804665061,0.05421600318,-0.5114723083,0.7991688807
437,0.3127821674,-0.4316516743,-0.7736241795,0.4503811013,-0.3553002795,-0.9357794579,0.4497048818,-0.3559633231,-0.9359748679,-0.1840508171,-0.5570527026,-0.8111697426,-0.4187821241,-0.08013146623,1.143709107,1.697030316,-0.3267323931,-0.690988928,0.1612851339,0.1601045572,1.635930516,-0.1615499965,-0.4934940313,0.8744268217,1.298553265,-0.4632007533,-2.077473335,-0.3463934852,-0.5602439142,0.5641001995,0.3465926706,-0.5208267421,0.179429077,-0.2298824922,-0.5508078357,0.484281876,0.03294321378,-0.5116814238,0.8054768485
438,0.2984490573,-0.4317443518,-0.777072351,0.4266050649,-0.3459138195,-0.943120039,0.4262115841,-0.3462946797,-0.9432330982,-0.1851223907,-0.5550717726,-0.8105973668,-0.4202542156,-0.07897711813,1.14375503,1.681017917,-0.3264319738,-0.6883204744,0.1618885668,0.1580390081,1.635320351,-0.175946544,-0.4827094313,0.8803940176,1.301840112,-0.4574025018,-2.077695184,-0.3462168827,-0.5594604466,0.5629228707,0.3521290369,-0.523771289,0.1789856357,-0.2345099921,-0.5498172378,0.4878620328,0.01155591475,-0.5137931844,0.8124159474
439,0.2845779761,-0.4311435077,-0.7813034112,0.4034640354,-0.3373018781,-0.9511621381,0.4034640354,-0.3373018781,-0.9511621381,-0.1863515901,-0.5527867337,-0.8104457946,-0.4212522716,-0.07770500741,1.143404645,1.665221476,-0.3265707679,-0.68586192,0.1627640131,0.1555034326,1.634208013,-0.1899973403,-0.471538438,0.8856337305,1.305566075,-0.4509430171,-2.078489708,-0.3458964317,-0.5585979422,0.5612871377,0.356894471,-0.5264002093,0.1777573316,-0.2377012844,-0.5490008003,0.490748648,-0.009322623036,-0.5163648424,0.8190021892
440,0.2715647371,-0.4286898956,-0.7888705701,0.3822849583,-0.328676055,-0.9618574248,0.3822849583,-0.328676055,-0.9618574248,-0.1871695221,-0.5497081163,-0.8117486149,-0.4208196509,-0.07687658059,1.140904706,1.649143844,-0.3274403816,-0.6838424034,0.164218058,0.1513878204,1.631281442,-0.2052156905,-0.4608475808,0.886932273,1.308908829,-0.4441340749,-2.08131258,-0.3459074446,-0.5573903543,0.5579824861,0.3582077467,-0.527249334,0.1737717636,-0.2385125434,-0.5477872511,0.4916669824,-0.03084826505,-0.5206402522,0.8245116274
441,0.2589661347,-0.4256352691,-0.7970521478,0.3625517296,-0.3212001298,-0.9728599726,0.3625517296,-0.3212001298,-0.9728599726,-0.1880113699,-0.5466847208,-0.8134537108,-0.4198072103,-0.07628876683,1.138166108,1.633141112,-0.3290354443,-0.6812411694,0.1657111609,0.1471481594,1.628149043,-0.2200800962,-0.4506116318,0.8874437234,1.311452723,-0.4377600164,-2.084457441,-0.3456534068,-0.5560748344,0.5545793186,0.3584890991,-0.5273987584,0.1694344615,-0.2381492203,-0.5466423064,0.4920029154,-0.05125718084,-0.5248395076,0.8296413349
442,0.2471552496,-0.4216834422,-0.8058588796,0.3463133378,-0.3170340389,-0.9842499342,0.3463133378,-0.3170340389,-0.9842499342,-0.188503451,-0.5446591332,-0.8166030462,-0.4177811779,-0.07694085391,1.135257585,1.616662754,-0.3323178862,-0.6752833618,0.1663264723,0.1436019555,1.625188043,-0.2341795786,-0.4424508833,0.885723254,1.31127855,-0.4338899919,-2.087780427,-0.3447930723,-0.5542889251,0.5515295182,0.3558839498,-0.5241294906,0.1656209266,-0.2368811332,-0.5458247914,0.4904203575,-0.06949733502,-0.5279381684,0.8336843349
443,0.2355904022,-0.4174591889,-0.8148064964,0.3317608352,-0.314299293,-0.9954007481,0.3317608352,-0.314299293,-0.9954007481,-0.1891390077,-0.5428452184,-0.8200414056,-0.4155978655,-0.07798570384,1.13225444,1.600290685,-0.3362972536,-0.6687533869,0.1665365363,0.1404392273,1.622364556,-0.2476221861,-0.4351438855,0.8838259751,1.309582697,-0.4310829871,-2.091081319,-0.3435952321,-0.5525505736,0.5486630482,0.3526473386,-0.5199682097,0.1621133927,-0.2349922877,-0.5451080921,0.4885897698,-0.08603588349,-0.5301597999,0.8372162044
444,0.224361729,-0.4137151083,-0.8228982725,0.3200899363,-0.3148653375,-1.005205571,0.3200899363,-0.3148653375,-1.005205571,-0.1906869521,-0.5422731613,-0.8247423959,-0.4136793952,-0.07985376195,1.129467327,1.584630225,-0.3415443017,-0.6609979923,0.1655817172,0.1387485566,1.620411638,-0.258670592,-0.4277676807,0.8829191218,1.303020012,-0.4320482979,-2.09339789,-0.3412745053,-0.5508543569,0.5466585637,0.3485293654,-0.5149340364,0.1598218796,-0.2335419601,-0.5447963446,0.4867840258,-0.09885065291,-0.5297148413,0.838501009
445,0.2132578906,-0.4100891466,-0.8306363295,0.3098707018,-0.3164697473,-1.014195005,0.3098707018,-0.3164697473,-1.014195005,-0.1922440453,-0.5418686216,-0.8291397669,-0.4117995122,-0.08203555895,1.12678261,1.569131327,-0.3471624569,-0.6534253656,0.1643319415,0.1374178856,1.618882397,-0.2689412791,-0.4211453852,0.8827492786,1.29545221,-0.4339805053,-2.09544326,-0.3390069288,-0.5493905359,0.5449521658,0.3442073538,-0.5096172054,0.158079226,-0.2319977494,-0.5445026014,0.4851452265,-0.1098968476,-0.5279723152,0.8394794508
