C2P1T03_ope_data.tx,C2P1T03_ope_data.ty,C2P1T03_ope_data.tz,C2P1T03_ope_data.rx,C2P1T03_ope_data.ry,C2P1T03_ope_data.rz
0.1632520499,1.712442743,1.494175972,-8.415663442,2.875803222,31.49955647
0.1627539033,1.712376231,1.494871875,-8.344372131,2.844796118,31.49396229
0.1622947187,1.712292427,1.49564688,-8.267545623,2.808688883,31.48804075
0.1618735719,1.712193287,1.496504374,-8.185062951,2.767402327,31.48175573
0.1614894088,1.712080866,1.497447763,-8.096803694,2.720857214,31.47506832
0.161141038,1.71195733,1.498480484,-8.002648014,2.668974311,31.46793663
0.1608271223,1.711824961,1.499606005,-7.902476686,2.611674458,31.46031562
0.1605461708,1.711686162,1.50082783,-7.796171131,2.548878634,31.45215696
0.1602996976,1.711543137,1.50215812,-7.682986515,2.480240547,31.44344835
0.1600862263,1.711394139,1.503590776,-7.562936768,2.405873858,31.43423215
0.159899974,1.711235472,1.505101859,-7.437041973,2.326388447,31.42454379
0.1597356237,1.711063027,1.506667298,-7.30632196,2.242392522,31.4144255
0.1595883769,1.710872238,1.508262874,-7.171796013,2.154492505,31.4039275
0.1594539924,1.71065805,1.509864202,-7.034482627,2.063292945,31.39310888
0.1593288143,1.710414905,1.511446725,-6.895399288,1.969396463,31.38203827
0.1592097883,1.710136729,1.512985701,-6.755562316,1.873403722,31.37079437
0.1591314062,1.709860265,1.514658496,-6.606792962,1.770054248,31.3585447
0.1591107133,1.709620063,1.516592037,-6.443645222,1.655817496,31.34467278
0.1591209072,1.709404703,1.518685242,-6.271229893,1.533882953,31.32962512
0.1591382564,1.709200094,1.520836143,-6.094650608,1.40743211,31.31390669
0.1591424408,1.708989156,1.522941726,-5.919001887,1.279636756,31.29808866
0.1591166322,1.708751785,1.524897876,-5.749368297,1.153658311,31.2828105
0.1590473144,1.708465083,1.526599426,-5.590824769,1.032648537,31.26877614
0.1589238474,1.708103857,1.527940335,-5.448438171,0.9197519947,31.25674472
0.1587714399,1.707532742,1.528834909,-5.317577899,0.8120566285,31.24791965
0.1586214357,1.706693352,1.529330132,-5.190925099,0.7050077059,31.24227016
0.1584730147,1.705675675,1.529519555,-5.06950688,0.5992967401,31.23873583
0.1583239267,1.704570802,1.529498189,-4.954346799,0.4956334983,31.23625436
0.1581706041,1.703470701,1.529362528,-4.846465169,0.3947449878,31.23376126
0.1580082572,1.702468046,1.529210496,-4.746879324,0.2973736938,31.23018972
0.1578309529,1.701656115,1.529141301,-4.656603879,0.2042751087,31.22447062
0.1576316792,1.701128739,1.529255222,-4.576651019,0.1162145945,31.21553278
0.1573978256,1.700804329,1.529416129,-4.515490236,0.03422716533,31.20468616
0.1571286872,1.700546911,1.52945893,-4.476380923,-0.04206539918,31.19377592
0.1568336267,1.70036963,1.529441068,-4.452520651,-0.1140142351,31.18251122
0.1565213905,1.700285897,1.529419757,-4.437107919,-0.1829763456,31.17058431
0.1562003726,1.700309094,1.529451835,-4.423340412,-0.2503169407,31.15768013
0.1558787021,1.700452471,1.529593747,-4.404414089,-0.3174093772,31.14348055
0.1555641573,1.700729245,1.529901683,-4.37352308,-0.3856326385,31.12766314
0.1552639023,1.701152888,1.530431845,-4.32386041,-0.4563662998,31.10989458
0.1549396891,1.701783348,1.531215651,-4.257549004,-0.5286806016,31.08819923
0.1545640283,1.70263954,1.532214939,-4.182574314,-0.6006371066,31.06178836
0.1541599893,1.703673493,1.533381472,-4.100926331,-0.6721007753,31.03209757
0.1537513904,1.70483661,1.534666434,-4.014599211,-0.7429426444,31.00056905
0.1533629051,1.70607954,1.536020293,-3.92559114,-0.8130427622,30.9686533
0.1530201191,1.707352106,1.537392716,-3.835904124,-0.8822920505,30.93781013
0.1527495375,1.708603298,1.538732547,-3.747543718,-0.9505930622,30.90950881
0.1525785465,1.709781332,1.53998784,-3.662518776,-1.017859599,30.88522755
0.1525035248,1.710985343,1.541258421,-3.57336969,-1.084072019,30.86402556
0.1524927292,1.712319669,1.54264458,-3.474268555,-1.149243043,30.84396324
0.1525325406,1.71373934,1.544094242,-3.369670573,-1.213346813,30.82503807
0.1526102239,1.715198574,1.545554862,-3.264025787,-1.276364659,30.80726641
0.1527139884,1.716650707,1.546973387,-3.161778812,-1.338285991,30.79068505
0.1528329232,1.718048277,1.548296277,-3.067368979,-1.399107739,30.77534934
0.152956809,1.719343279,1.54946962,-2.98523097,-1.458832236,30.76132806
0.153075808,1.72048758,1.55043932,-2.919795999,-1.517463432,30.74869488
0.1532408877,1.72151801,1.551198941,-2.874366294,-1.573803635,30.73883738
0.1534926839,1.722499592,1.551807158,-2.845812129,-1.627456645,30.73234043
0.1538054383,1.723426953,1.552307852,-2.828910957,-1.679622209,30.72806334
0.1541530136,1.724294774,1.552745038,-2.818434199,-1.731498719,30.72486186
0.1545091253,1.725097539,1.553162622,-2.809146514,-1.784287393,30.7215941
0.1548474976,1.725829328,1.553604244,-2.795804833,-1.839194428,30.71712442
0.1551419443,1.726483693,1.554113204,-2.773157191,-1.897431116,30.71032525
0.1553663713,1.727053582,1.554732481,-2.73594139,-1.960211937,30.70007675
0.1555101592,1.72749927,1.555435468,-2.684964837,-2.030723031,30.68708506
0.1555917037,1.727810147,1.556157256,-2.626289803,-2.109183333,30.67295916
0.1556289017,1.728022164,1.556883428,-2.562538154,-2.192357383,30.65794149
0.1556402248,1.728171024,1.557600053,-2.496347869,-2.277011162,30.64228
0.15564469,1.728292226,1.558293809,-2.430375108,-2.359912678,30.62622861
0.155661808,1.728421118,1.558952066,-2.367295245,-2.43783229,30.61004653
0.155711505,1.72859296,1.559562906,-2.309802884,-2.507542746,30.59399658
0.1558140241,1.728842995,1.56011509,-2.260610876,-2.565818892,30.57834244
0.1559751009,1.729083696,1.560697966,-2.212259048,-2.616472651,30.5621172
0.1561801189,1.729228307,1.561375685,-2.157671161,-2.665005034,30.54453163
0.1564190093,1.729313821,1.562099803,-2.100154566,-2.710724362,30.52610762
0.1566817217,1.729378091,1.562822067,-2.043024611,-2.752937194,30.50735629
0.1569581509,1.729459938,1.563494443,-1.98960438,-2.790948167,30.48877589
0.1572380489,1.729599232,1.564069156,-1.943224165,-2.824059527,30.47084985
0.1575109217,1.729836956,1.564498718,-1.907220725,-2.851570361,30.45404477
0.15776591,1.730215227,1.564735964,-1.884936368,-2.872775584,30.4388085
0.1579925741,1.730728544,1.564764871,-1.876208626,-2.88525424,30.42409701
