frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz,F15_data.tx,F15_data.ty,F15_data.tz,F16_data.tx,F16_data.ty,F16_data.tz
360,0.8627815435,-0.205880625,-1.905057634,0.6828849908,-0.2794772818,-1.697699793,0.6828849908,-0.2794772818,-1.697699793,1.987437625,-0.6680211853,-1.613337827,0.3216885065,0.1568725044,-1.744132364,1.634863649,-0.08238657722,-0.883749536,0.0845939136,-0.1158649805,-1.595637503,-0.4209770761,-0.3935458104,1.038757158,-0.3802128138,-0.06499596653,-1.390282017,-0.4566110115,-0.1465247497,1.141669287,-0.3764707699,-0.1694579318,-1.442475125,0.1703837263,-0.5959608936,-1.092647366,-0.2235513598,-0.5597304125,-0.9146268209,-0.2106596197,-0.4762893933,-1.271792577,-0.3067984026,-0.3566299948,-1.360851201,-0.03304472234,-0.09929857445,-1.568512946,-0.01552044042,-0.004518109135,-1.573994724,0.3003457921,-0.04406584713,-1.868001702,-0.3943217028,-0.2805650117,-1.407890402
361,0.862593408,-0.2058948249,-1.906224185,0.6831980744,-0.2793405664,-1.698856807,0.6831980744,-0.2793405664,-1.698856807,1.989292242,-0.6677003222,-1.612488694,0.3149659529,0.1516874053,-1.747855761,1.619850087,-0.08938753678,-0.8836554104,0.08278762857,-0.1122591457,-1.597071212,-0.422721829,-0.3942925738,1.038160592,-0.3916397293,-0.07031223843,-1.399835917,-0.4566513421,-0.1461232789,1.139589238,-0.375870078,-0.1695417708,-1.442986689,0.1700259009,-0.5933247756,-1.095170505,-0.2222467507,-0.5567001627,-0.9165687143,-0.2112466918,-0.475165841,-1.27156691,-0.3080233736,-0.3559449714,-1.360713434,-0.03239494564,-0.1026310615,-1.56889666,-0.01480503,-0.003373840197,-1.575325271,0.300048351,-0.04661158311,-1.868713609,-0.3931892219,-0.2816660684,-1.40429018
362,0.8619957186,-0.2060829275,-1.906925572,0.6838139386,-0.2788761383,-1.700227669,0.6838139386,-0.2788761383,-1.700227669,1.992049357,-0.6661206916,-1.612862815,0.309909386,0.1484007657,-1.750731424,1.603565565,-0.09862848879,-0.882861697,0.08150930269,-0.1082126179,-1.596623705,-0.4237240065,-0.3943320935,1.037772425,-0.4025937619,-0.07550252351,-1.408426742,-0.4573681516,-0.1466113194,1.140244919,-0.3739103245,-0.1691865862,-1.442957937,0.1688933971,-0.5886573567,-1.097441884,-0.2211358116,-0.5543810012,-0.9201676082,-0.2115816707,-0.4747507777,-1.271712763,-0.3080539321,-0.3558609093,-1.360449676,-0.03201624782,-0.1046012381,-1.569322272,-0.01407106018,-0.003670236645,-1.57440516,0.2998939424,-0.04781802323,-1.870398344,-0.3933021618,-0.2812101296,-1.400745324
363,0.8610251322,-0.2065919872,-1.906652121,0.6842409855,-0.278647991,-1.701532496,0.6842409855,-0.278647991,-1.701532496,1.994505078,-0.6627120661,-1.614430198,0.3080276047,0.1478242613,-1.752129678,1.5846705,-0.1090889324,-0.8817746212,0.08042734211,-0.1041651846,-1.593004849,-0.425335673,-0.3952410611,1.03529689,-0.4093632202,-0.07916054213,-1.411953051,-0.4574683333,-0.1477358067,1.141726434,-0.3715581414,-0.1698200594,-1.442726233,0.166623276,-0.5864285989,-1.098745942,-0.2214149542,-0.5532052002,-0.9236826015,-0.212129343,-0.4744714035,-1.271830243,-0.306834373,-0.3570969194,-1.3610077,-0.03157342476,-0.105757658,-1.570117381,-0.01259143124,-0.005114621237,-1.575255478,0.3002617626,-0.04844838774,-1.872110318,-0.3932644183,-0.2808630533,-1.398775148
364,0.8597983535,-0.2073216349,-1.906106002,0.6843772286,-0.2784936468,-1.702600657,0.6843772286,-0.2784936468,-1.702600657,1.996331269,-0.6593309409,-1.616080627,0.3070685909,0.1478559569,-1.752830402,1.564975908,-0.1201178606,-0.8810135361,0.07952005248,-0.09951814236,-1.589227147,-0.4269490539,-0.396187588,1.032695582,-0.4134306772,-0.0818401037,-1.412831546,-0.4578553162,-0.1490343489,1.144339429,-0.3695587846,-0.1710022266,-1.442125422,0.1630297001,-0.584559227,-1.099779201,-0.2223984567,-0.5526572898,-0.9270012181,-0.2128795611,-0.4744316031,-1.271585668,-0.3053404512,-0.3588267328,-1.361520766,-0.03176773826,-0.1059786714,-1.570611159,-0.01174056826,-0.006670163022,-1.577313589,0.30064416,-0.04894237792,-1.87352395,-0.3935084907,-0.2807560246,-1.39749205
365,0.858645699,-0.207895537,-1.905862018,0.6842296669,-0.2784608289,-1.703614408,0.6842296669,-0.2784608289,-1.703614408,1.997077821,-0.6561819512,-1.617462772,0.3084100684,0.1489337668,-1.752559234,1.544693521,-0.1303162541,-0.8818432486,0.07917256377,-0.09300757545,-1.586489652,-0.4295360519,-0.3978787326,1.028772566,-0.4077964651,-0.08080417102,-1.405469594,-0.4587539861,-0.1500471272,1.147615038,-0.3684606265,-0.1737881758,-1.441289893,0.1577683523,-0.5834058857,-1.10047249,-0.2253740637,-0.5523360906,-0.9297037649,-0.2147263466,-0.4736826738,-1.270401998,-0.3037194212,-0.3608329612,-1.362180262,-0.03320960678,-0.1041390257,-1.570897138,-0.01245473018,-0.008188542133,-1.583911283,0.3009995662,-0.04921996723,-1.87387412,-0.3941047175,-0.2812747724,-1.399561801
366,0.8582475574,-0.2083735269,-1.907106359,0.6838759031,-0.2782562121,-1.704613568,0.6838759031,-0.2782562121,-1.704613568,1.997419626,-0.6547124774,-1.617946339,0.3098307122,0.1497898817,-1.752648479,1.524171441,-0.1402410292,-0.8838192085,0.07949071885,-0.08459916911,-1.589226311,-0.4319777896,-0.3992729859,1.025134747,-0.3978517007,-0.07795554467,-1.397780812,-0.4610665349,-0.1514924677,1.153972281,-0.3691602741,-0.1761327055,-1.440759143,0.1510291777,-0.5814561815,-1.102352109,-0.2281080402,-0.5532434485,-0.9321564163,-0.2161587837,-0.4743255226,-1.268925677,-0.3016294004,-0.3635813475,-1.363191439,-0.03723544315,-0.09873444484,-1.5701612,-0.01501648628,-0.007527215767,-1.596056781,0.3018761506,-0.04952003661,-1.874497864,-0.3954478387,-0.2818205363,-1.403362449
367,0.8581401411,-0.2087679871,-1.908601607,0.6833849156,-0.2779757181,-1.705587745,0.6833849156,-0.2779757181,-1.705587745,1.997180139,-0.6536845874,-1.618057313,0.3115104093,0.1507887854,-1.752675097,1.503679577,-0.1502444446,-0.8860859047,0.08017113963,-0.07588924822,-1.592653536,-0.4340027452,-0.4004444351,1.021951856,-0.3868669948,-0.07444338695,-1.389998556,-0.4635430845,-0.1528360301,1.160407865,-0.3704589084,-0.1782457247,-1.440167481,0.1429361847,-0.5797295,-1.104954069,-0.2308637558,-0.5546430497,-0.9343888286,-0.2173591705,-0.4753531422,-1.2675177,-0.299978331,-0.3658641657,-1.36415265,-0.04142449665,-0.0930317235,-1.569339337,-0.01794917451,-0.006258733362,-1.608519271,0.3028810514,-0.05007693101,-1.874827076,-0.3970409035,-0.2826214063,-1.407420808
368,0.8583851546,-0.2090298023,-1.909568825,0.6824916088,-0.27714025,-1.706287224,0.6824916088,-0.27714025,-1.706287224,1.995535227,-0.6535066381,-1.617579832,0.3119967528,0.1508820341,-1.752819859,1.484209035,-0.1610301684,-0.8875686106,0.08101665704,-0.06806715435,-1.59517396,-0.4331981994,-0.3999258886,1.022343242,-0.3816644601,-0.0725931921,-1.38766967,-0.466046593,-0.153841385,1.165033433,-0.3720397022,-0.1792892812,-1.439133283,0.132678561,-0.5788081056,-1.109092806,-0.2329162796,-0.5563995264,-0.9362157489,-0.2174660963,-0.4766459647,-1.267026235,-0.3010226014,-0.3651908242,-1.364284829,-0.04390191167,-0.09025391849,-1.568807779,-0.02048281732,-0.004061622074,-1.615709049,0.3037833525,-0.05233104713,-1.874011713,-0.3982415981,-0.2846524013,-1.408385747
369,0.8587497913,-0.2091309778,-1.910606377,0.6813331173,-0.2760538415,-1.706939209,0.6813331173,-0.2760538415,-1.706939209,1.992909391,-0.6540286973,-1.616884099,0.311931127,0.1505207531,-1.753020837,1.465075873,-0.1722159378,-0.8892296598,0.08201421487,-0.06018941939,-1.598164527,-0.4309833523,-0.3985812497,1.024410917,-0.3775828407,-0.07079050245,-1.387009287,-0.4687600006,-0.1546409382,1.168953435,-0.3743228882,-0.1798599398,-1.437912974,0.1205635964,-0.5781347971,-1.114295213,-0.2348671801,-0.5585915147,-0.9377825276,-0.2171587215,-0.4781911692,-1.266913283,-0.3035441555,-0.363104524,-1.364046567,-0.04609139785,-0.08817869406,-1.568316263,-0.02340661534,-0.001155252023,-1.621156406,0.3045142118,-0.05531075781,-1.872629653,-0.3994513231,-0.2873627745,-1.408470761
370,0.8587373967,-0.2090885259,-1.911543576,0.6808827336,-0.2756933417,-1.707634226,0.6808827336,-0.2756933417,-1.707634226,1.991021496,-0.6538382653,-1.616481058,0.3110770673,0.149662026,-1.753493772,1.446402854,-0.1833616398,-0.8908615318,0.08292074094,-0.05392571294,-1.598900999,-0.429738248,-0.3978297995,1.025576032,-0.3756497602,-0.06984034494,-1.38682019,-0.4698732498,-0.153920224,1.168688476,-0.3765170548,-0.1801487386,-1.436758932,0.1084970898,-0.577165262,-1.119725337,-0.236499092,-0.5602434532,-0.9392706515,-0.2171385131,-0.4793438266,-1.266679013,-0.306206351,-0.361196168,-1.363490398,-0.0471911025,-0.08736561128,-1.56829538,-0.02544680724,0.0004269075702,-1.621907216,0.3045840404,-0.05738479033,-1.871788273,-0.4005258173,-0.2896290999,-1.408315894
371,0.8581531145,-0.2088716036,-1.912189441,0.6819296018,-0.2767644795,-1.708431401,0.6819296018,-0.2767644795,-1.708431401,1.990244702,-0.6522550915,-1.616228049,0.3095364405,0.1485571947,-1.754033117,1.428601755,-0.1946140105,-0.8921091032,0.08385794503,-0.05040113339,-1.595123167,-0.4305353889,-0.3983441934,1.024583567,-0.3775524086,-0.07035854508,-1.387471689,-0.4679245593,-0.1501984754,1.160627442,-0.3784514477,-0.1798415882,-1.435758935,0.0965291483,-0.5762428132,-1.125451467,-0.2377613119,-0.5614220322,-0.9399467115,-0.2175509737,-0.4800586242,-1.266142895,-0.3090840329,-0.3594487303,-1.362451784,-0.0458141563,-0.0893380522,-1.569206449,-0.02560142218,-0.0004254344441,-1.614862297,0.3038195569,-0.0582325628,-1.871625455,-0.4012971003,-0.2911211092,-1.408050869
372,0.857408179,-0.2084883027,-1.912758571,0.6836442263,-0.2785096512,-1.709322359,0.6836442263,-0.2785096512,-1.709322359,1.989870938,-0.6500496708,-1.616019028,0.3077320604,0.1474236036,-1.754695856,1.411472973,-0.2058361685,-0.8932966895,0.08488358461,-0.04852255025,-1.588862118,-0.4322182627,-0.3995037128,1.022564053,-0.3822607357,-0.071941018,-1.389278851,-0.4640793554,-0.1447169448,1.147813334,-0.3803182657,-0.1790718655,-1.434948043,0.08434449503,-0.5754396878,-1.131638716,-0.2386546361,-0.5623498749,-0.9403689358,-0.2180072897,-0.4805216957,-1.265673793,-0.3121506819,-0.3575838587,-1.361260137,-0.04291782698,-0.092965646,-1.570708118,-0.02470671682,-0.002354378582,-1.603284727,0.3025508844,-0.05834640941,-1.871861902,-0.4019321557,-0.2922237715,-1.407586939
373,0.8570286007,-0.2080108775,-1.913642382,0.6846772151,-0.2797077929,-1.710257942,0.6846772151,-0.2797077929,-1.710257942,1.990103218,-0.6479622041,-1.616318056,0.3060096143,0.1461642391,-1.756074055,1.394288782,-0.2161400181,-0.8951639993,0.0857559187,-0.04663836634,-1.583821808,-0.4338411851,-0.4007708289,1.02050719,-0.3866381479,-0.07387118978,-1.390974934,-0.460495543,-0.1402240709,1.136733732,-0.3817790382,-0.1787112919,-1.434510042,0.07338413243,-0.5738032919,-1.137581959,-0.2389656869,-0.5622877988,-0.9426564305,-0.2183193792,-0.480440848,-1.265595473,-0.3138265718,-0.3568080199,-1.360714882,-0.04112066719,-0.0948335387,-1.572023944,-0.02414882357,-0.003700127209,-1.593760875,0.3011519464,-0.05731889115,-1.872959529,-0.4026977362,-0.292896374,-1.407246526
374,0.8571089288,-0.2074111854,-1.915284841,0.6845583064,-0.2800481088,-1.711169244,0.6845583064,-0.2800481088,-1.711169244,1.991232311,-0.6467086498,-1.617049558,0.3040324574,0.1443028304,-1.759016322,1.37711843,-0.2247839685,-0.8977731771,0.0864125697,-0.04425699518,-1.581554663,-0.4356873603,-0.4022976105,1.018134555,-0.3904320344,-0.07634362078,-1.392303972,-0.4573081859,-0.1368115497,1.127575221,-0.3828356302,-0.1789889588,-1.434503898,0.06451717326,-0.5702644313,-1.142527487,-0.2381747196,-0.5601316859,-0.9488713072,-0.2184129618,-0.4790929135,-1.266406903,-0.3131357948,-0.3579046327,-1.361171002,-0.04159429187,-0.09311270224,-1.573063889,-0.02451415717,-0.00423852745,-1.587548494,0.2993502056,-0.05399420089,-1.875878339,-0.4037961379,-0.2926094948,-1.407254149
375,0.8573387843,-0.2067198751,-1.91739074,0.6839468009,-0.2800333734,-1.712090653,0.6839468009,-0.2800333734,-1.712090653,1.993140769,-0.6456017873,-1.618341669,0.3014052403,0.1418877105,-1.762969341,1.359972465,-0.2326241437,-0.9008903883,0.08694036344,-0.04189205165,-1.580577276,-0.4377735493,-0.4039906314,1.015524959,-0.3942344284,-0.07919722098,-1.393623666,-0.4542567583,-0.1339266598,1.119321214,-0.3837121838,-0.1795540951,-1.434738986,0.05666720544,-0.5655608606,-1.147388557,-0.2367282537,-0.556790069,-0.9572117436,-0.2185010959,-0.4771029906,-1.267585326,-0.3110939762,-0.3602664606,-1.362164149,-0.04335477451,-0.0894084527,-1.574064714,-0.02523059571,-0.004445967363,-1.582256123,0.2971523568,-0.04917455388,-1.879909167,-0.4051007873,-0.2917345067,-1.40731119
376,0.8576371857,-0.2060975699,-1.919242991,0.6831874556,-0.2796630258,-1.713127715,0.6831874556,-0.2796630258,-1.713127715,1.995418119,-0.6432769564,-1.620963364,0.2983864288,0.1396084599,-1.766422562,1.342034764,-0.2411698408,-0.9048110158,0.08731983051,-0.03940083195,-1.580039792,-0.4387526995,-0.4049440648,1.014202345,-0.3961749367,-0.08118129641,-1.394590965,-0.4528977187,-0.1333513488,1.11665711,-0.3844034519,-0.180408811,-1.435024836,0.04835555838,-0.5614498742,-1.153960144,-0.2358603599,-0.5545437522,-0.9640006222,-0.2188256352,-0.4762017293,-1.267922222,-0.3091087411,-0.363014281,-1.363264327,-0.045786894,-0.08545769807,-1.574739988,-0.02595105263,-0.003714944295,-1.57899601,0.2953527894,-0.0453899169,-1.883011421,-0.4063846401,-0.2915822379,-1.406955719
377,0.858417502,-0.2057163255,-1.920453705,0.682186391,-0.2788933907,-1.714341862,0.682186391,-0.2788933907,-1.714341862,1.99790664,-0.6393292146,-1.62524161,0.2945204586,0.137393466,-1.768957137,1.322598131,-0.2508653936,-0.909649228,0.08753393909,-0.0366285864,-1.579872886,-0.4378492735,-0.4044534944,1.015216265,-0.3940679143,-0.08103333404,-1.394383989,-0.4545066701,-0.136986161,1.124097682,-0.3848019933,-0.1815878653,-1.435271872,0.03912680118,-0.5581163652,-1.163902057,-0.2356609784,-0.5538021047,-0.968783279,-0.2196971899,-0.4771779653,-1.266582397,-0.3074251998,-0.3661838487,-1.364475843,-0.04928090044,-0.08123047881,-1.574733985,-0.0264243004,-0.001539802287,-1.578734105,0.2942628204,-0.04349186534,-1.884125991,-0.4081651717,-0.2928931481,-1.405913714
378,0.8594819693,-0.2054389104,-1.921281291,0.6809553137,-0.2777764191,-1.715626636,0.6809553137,-0.2777764191,-1.715626636,2.000701393,-0.6344628104,-1.630488757,0.2903772732,0.1351973926,-1.771066433,1.302373001,-0.2610182914,-0.9151732936,0.0876091702,-0.03386754519,-1.57998296,-0.4358301625,-0.403040387,1.017746753,-0.3897583851,-0.07977696066,-1.39334209,-0.4577813139,-0.1430774377,1.13724473,-0.3849065584,-0.1830884912,-1.43559263,0.02966974707,-0.5551758369,-1.175265648,-0.2358500366,-0.5537384966,-0.972466687,-0.2208378768,-0.4790577893,-1.264400025,-0.3057880817,-0.3696511994,-1.365704059,-0.05330544598,-0.07687359276,-1.574348204,-0.02675364393,0.001397081658,-1.580164573,0.2935922082,-0.04259280694,-1.884286972,-0.4100924678,-0.2949334973,-1.404544337
379,0.8598333473,-0.204962191,-1.921976798,0.6799974217,-0.2764548789,-1.716836683,0.6799974217,-0.2764548789,-1.716836683,2.003770887,-0.6289768712,-1.63595119,0.2877553308,0.1337487406,-1.772609989,1.282670192,-0.2714333226,-0.9211611985,0.08759289207,-0.03164577421,-1.579484056,-0.4336617572,-0.401637653,1.0205131,-0.3874230654,-0.07959041668,-1.392861687,-0.4604160269,-0.1479240565,1.147414169,-0.3848711619,-0.1848564446,-1.43609961,0.02022491434,-0.5535332004,-1.184433765,-0.237100377,-0.5547820326,-0.9734150821,-0.2216069934,-0.4809274752,-1.262671341,-0.3048535003,-0.3722979856,-1.3663675,-0.05586312488,-0.07438862946,-1.574286417,-0.02712279708,0.00392114004,-1.580992369,0.2932340906,-0.04261418355,-1.884595311,-0.4106384711,-0.296802491,-1.403337509
380,0.85893413,-0.2043086505,-1.922389642,0.6795445742,-0.2746158079,-1.717806991,0.6795445742,-0.2746158079,-1.717806991,2.007610023,-0.621925806,-1.642305574,0.2870423194,0.1330971085,-1.773353018,1.263628058,-0.2824295381,-0.9280260532,0.08775840642,-0.03029969134,-1.577208124,-0.4314278548,-0.400272639,1.023786205,-0.3902073586,-0.08233850149,-1.394991484,-0.4620634592,-0.1504330928,1.152793273,-0.3845953493,-0.1872062813,-1.437160343,0.0110328689,-0.553796103,-1.190375488,-0.2403150305,-0.5582437245,-0.9681433282,-0.221572796,-0.4829914193,-1.261574039,-0.3043865245,-0.3742824429,-1.366571458,-0.05597783897,-0.07487406579,-1.574537365,-0.02763454135,0.005787362688,-1.580332259,0.2934606573,-0.04413053603,-1.885250765,-0.4085911141,-0.2985362115,-1.402417691
381,0.8575125187,-0.203641008,-1.922536915,0.6793334979,-0.2724501923,-1.718556736,0.6793334979,-0.2724501923,-1.718556736,2.012123627,-0.6136865129,-1.649259025,0.2876344809,0.1329970727,-1.773359112,1.244912052,-0.2938602989,-0.9354694759,0.08804095975,-0.02946506535,-1.5743051,-0.4289414986,-0.3988985212,1.027497581,-0.3953840172,-0.08667377039,-1.39841691,-0.4633808787,-0.151933351,1.156455871,-0.383971199,-0.19004637,-1.43849009,0.001990863627,-0.5553067486,-1.194769692,-0.2444642203,-0.5632481047,-0.9593744072,-0.2209810616,-0.4853717971,-1.260663987,-0.3040321788,-0.376066101,-1.366478926,-0.05480747916,-0.07697551121,-1.574805975,-0.02826051449,0.007634506619,-1.57946576,0.2941126803,-0.04656702387,-1.885882607,-0.4050296551,-0.300437732,-1.401450467
382,0.8563169357,-0.2027495063,-1.923147687,0.678979408,-0.2707502702,-1.719442148,0.678979408,-0.2707502702,-1.719442148,2.0162485,-0.6064699333,-1.654903085,0.2897039868,0.133853736,-1.77311909,1.227009755,-0.3047923289,-0.942452906,0.08784435705,-0.02850966126,-1.57355063,-0.4268076958,-0.3983960175,1.029667559,-0.3984473181,-0.08984821455,-1.399660325,-0.4636131446,-0.152420386,1.156872613,-0.3832733466,-0.1926031984,-1.439400284,-0.007302674279,-0.5569883959,-1.198282444,-0.2474508772,-0.5668693429,-0.954995284,-0.2203417539,-0.4869366711,-1.260509151,-0.3043993409,-0.3768825859,-1.365786975,-0.05369235463,-0.07890250475,-1.57555448,-0.0291199114,0.009725081875,-1.579526158,0.2942872441,-0.04799432339,-1.886928788,-0.4019971291,-0.301898677,-1.400421353
383,0.8553013967,-0.201399682,-1.924636771,0.6782323456,-0.2697449569,-1.720602375,0.6782323456,-0.2697449569,-1.720602375,2.020976764,-0.5997520408,-1.659154781,0.2948618323,0.136734399,-1.772345529,1.210163524,-0.3147698908,-0.9483280275,0.08683784495,-0.02702561257,-1.576101318,-0.4250318583,-0.399277701,1.029259911,-0.3975547699,-0.09066513637,-1.396649917,-0.4622757882,-0.1517759707,1.152790515,-0.3824011197,-0.1947165936,-1.439547026,-0.01730187956,-0.5583956292,-1.199705783,-0.2483570468,-0.5684079404,-0.9577356452,-0.2198444753,-0.4867531827,-1.26197306,-0.3068981862,-0.3749760782,-1.363707722,-0.05264412791,-0.08056086415,-1.577262771,-0.03069558546,0.01192027172,-1.580728082,0.2935309055,-0.04755180724,-1.888763998,-0.3998007919,-0.3021336512,-1.399232762
384,0.8542535561,-0.1997611456,-1.926517849,0.6774094287,-0.2691486089,-1.721903372,0.6774094287,-0.2691486089,-1.721903372,2.025678715,-0.5936514425,-1.662338658,0.3018739908,0.1408465241,-1.771234323,1.194126006,-0.3242979837,-0.9536812153,0.08539170988,-0.02546206638,-1.580270981,-0.4233627683,-0.4008753381,1.02752534,-0.3945089956,-0.09024270763,-1.391076661,-0.4599962258,-0.1504131506,1.14595999,-0.3814123115,-0.1966064158,-1.439157495,-0.02776275912,-0.5600773462,-1.19952804,-0.2483935154,-0.5688531413,-0.9639672733,-0.2193360204,-0.4855866252,-1.264343807,-0.3105987188,-0.3715664535,-1.360696518,-0.05134188352,-0.08249841598,-1.579572021,-0.032549963,0.01394185107,-1.58264342,0.2923503423,-0.04634611785,-1.8909194,-0.3977630908,-0.3016627007,-1.397861574
385,0.8536119144,-0.1981983812,-1.928227634,0.6769187075,-0.2689525517,-1.723348024,0.6769187075,-0.2689525517,-1.723348024,2.026803778,-0.5913284442,-1.663237441,0.3065883846,0.1438387178,-1.771038939,1.178604074,-0.333875451,-0.9593922093,0.08390710778,-0.02444199011,-1.584613099,-0.4220354786,-0.4023181746,1.025874062,-0.3903227281,-0.08927103834,-1.385146551,-0.4576954609,-0.1491470571,1.139320516,-0.3808715746,-0.1980366826,-1.438436732,-0.03809669543,-0.562422287,-1.201011379,-0.2487116505,-0.5677916029,-0.9720890776,-0.2188627133,-0.4848257842,-1.26587298,-0.3126535658,-0.3703193851,-1.358362827,-0.05068092176,-0.08385612262,-1.581724218,-0.03347602891,0.01587577067,-1.585481975,0.2912246034,-0.0453633391,-1.892613413,-0.3965026436,-0.301804437,-1.396442615
386,0.8537809948,-0.1967801347,-1.929566349,0.6770145805,-0.2695824417,-1.72499313,0.6770145805,-0.2695824417,-1.72499313,2.021560699,-0.5957276144,-1.659858099,0.3075868058,0.1450224522,-1.772164004,1.163698585,-0.3437042162,-0.9656847121,0.08224345652,-0.0244049668,-1.590459082,-0.4212959409,-0.4033873998,1.024564391,-0.3829381966,-0.08668492995,-1.377891617,-0.4552243803,-0.1477635777,1.132620511,-0.3811068111,-0.1984652014,-1.437367407,-0.04888873839,-0.5660525584,-1.205779091,-0.2490625693,-0.5641292887,-0.9833909676,-0.2187811135,-0.4847469359,-1.265526222,-0.3121552003,-0.3726003193,-1.356875743,-0.05127974293,-0.08407874473,-1.583555175,-0.03275137735,0.01831440058,-1.589865361,0.2903992857,-0.04499443375,-1.893533438,-0.396660227,-0.3033139686,-1.394711974
387,0.8544155021,-0.1954624753,-1.930695747,0.6774399947,-0.2708098912,-1.72667491,0.6774399947,-0.2708098912,-1.72667491,2.012644707,-0.6041339105,-1.653670056,0.3069371389,0.1453160635,-1.773883594,1.149399575,-0.3535944556,-0.9720793068,0.08023497637,-0.02502764649,-1.597537432,-0.4210490216,-0.4044056382,1.023341974,-0.3737814467,-0.08312274391,-1.369686816,-0.4524898472,-0.1459121947,1.125009885,-0.3817534417,-0.1984330053,-1.435958463,-0.05970459275,-0.5706112342,-1.212000071,-0.2493444569,-0.5589722855,-0.9970717041,-0.2189529656,-0.4851235635,-1.264100244,-0.310130685,-0.3769769968,-1.355710632,-0.05256246959,-0.08374363831,-1.58521101,-0.03114562776,0.02113644274,-1.59515502,0.2896987479,-0.0449514783,-1.893982637,-0.3977050571,-0.3056431095,-1.392919501
388,0.8548851713,-0.1944086625,-1.931641042,0.6778922053,-0.2716168585,-1.728112197,0.6778922053,-0.2716168585,-1.728112197,2.004787283,-0.6111949906,-1.648716947,0.3057730896,0.1448084572,-1.775785886,1.135309442,-0.3634479859,-0.9784523834,0.07830917376,-0.02576133477,-1.602034511,-0.4209379698,-0.4053465265,1.022807787,-0.3690373608,-0.0818100071,-1.364777575,-0.4504108165,-0.1442391417,1.118498051,-0.3822786924,-0.1993044298,-1.434490021,-0.06836928937,-0.5749980605,-1.217805608,-0.2508594929,-0.5551946759,-1.008435594,-0.2186211883,-0.4865705879,-1.262638259,-0.3065774068,-0.3828949417,-1.355481633,-0.05357353098,-0.08366377663,-1.586434952,-0.02962968989,0.02338460163,-1.599704919,0.289026891,-0.04516920784,-1.89414205,-0.3984407105,-0.3081319335,-1.392010058
389,0.8549846452,-0.1936208949,-1.932135746,0.6781466598,-0.2712004561,-1.72926057,0.6781466598,-0.2712004561,-1.72926057,1.996920117,-0.6177140675,-1.645025639,0.30218346,0.1420897547,-1.779191063,1.121492815,-0.3729650815,-0.9848622909,0.07607082452,-0.02670378915,-1.60278415,-0.4218466099,-0.4065572168,1.02294549,-0.3721754351,-0.08451591635,-1.3654873,-0.449281379,-0.1426998897,1.113342767,-0.3830786201,-0.201660467,-1.432908149,-0.07396305358,-0.5806031827,-1.2231566,-0.2545441092,-0.5533630411,-1.015901282,-0.2173406514,-0.4899759569,-1.261052519,-0.2981947785,-0.3939097638,-1.357697223,-0.05401873793,-0.08386614604,-1.58713723,-0.02758434692,0.02528703337,-1.603285088,0.2881823163,-0.04601875908,-1.893792069,-0.398572044,-0.3106233144,-1.392926226
390,0.8551534994,-0.1929558552,-1.932621161,0.6786046005,-0.2706250269,-1.73029228,0.6786046005,-0.2706250269,-1.73029228,1.990318298,-0.6229372711,-1.642520844,0.298680546,0.1391641608,-1.782419171,1.107901283,-0.3825102577,-0.9914973864,0.07453785445,-0.02759828698,-1.601237159,-0.422151161,-0.4075839429,1.023641038,-0.3773754223,-0.08860565113,-1.36796109,-0.4483466583,-0.1415947856,1.109114497,-0.3834463268,-0.2043890837,-1.431221045,-0.07804753961,-0.585442413,-1.228123183,-0.2588053107,-0.5521449277,-1.022277739,-0.2154172325,-0.4936874395,-1.25978159,-0.2899742264,-0.4044069793,-1.360191259,-0.05417127914,-0.08430598599,-1.587598419,-0.02561855479,0.0262594345,-1.606493219,0.2875887461,-0.0468665183,-1.893434113,-0.3982501628,-0.3130648099,-1.393967055
