C2P1T04_ope_data.tx,C2P1T04_ope_data.ty,C2P1T04_ope_data.tz,C2P1T04_ope_data.rx,C2P1T04_ope_data.ry,C2P1T04_ope_data.rz
0.1482456873,1.700689733,1.518439474,-5.067684886,-0.7035278673,31.26100594
0.1482544186,1.700529824,1.518277139,-5.060226433,-0.6960146036,31.26154855
0.1482687468,1.70036273,1.518089788,-5.053644629,-0.6876071748,31.26214489
0.1482884419,1.700196009,1.517887634,-5.047846032,-0.6787567592,31.26259951
0.1483132585,1.700037239,1.517680893,-5.042737082,-0.6699144299,31.26271672
0.1483429394,1.699894009,1.517479787,-5.038224089,-0.6615311739,31.26230068
0.148377216,1.699773921,1.517294538,-5.034213201,-0.6540579076,31.26115543
0.148415808,1.699684593,1.517135373,-5.030610378,-0.6479454886,31.25908494
0.1484658386,1.699691988,1.516904913,-5.036628856,-0.6385839338,31.25628935
0.1485321418,1.69981258,1.516542791,-5.05650292,-0.6232563709,31.25311079
0.1486109276,1.699979862,1.516114854,-5.082669052,-0.6052509143,31.24956774
0.1486984358,1.700127386,1.515687134,-5.107561983,-0.5878516958,31.24568645
0.1487909944,1.700188722,1.515325872,-5.123614355,-0.5743383887,31.24150328
0.1488849714,1.700097463,1.515097451,-5.123256829,-0.5679864374,31.23706089
0.1490297655,1.699874497,1.51497366,-5.109944565,-0.5662798976,31.23110058
0.1492506699,1.699597657,1.514879251,-5.092764432,-0.5648316502,31.22300191
0.1495078414,1.699286014,1.514810058,-5.072593457,-0.5641082661,31.21376401
0.1497614317,1.698958665,1.514761907,-5.050308681,-0.564577364,31.20438523
0.1499715825,1.698634742,1.514730625,-5.026787252,-0.5667078658,31.1958631
0.150098419,1.698333421,1.51471204,-5.002906576,-0.5709700935,31.18919433
0.1501653251,1.698006782,1.514717054,-4.975574908,-0.5783115776,31.18357779
0.1502216533,1.697605614,1.514753781,-4.942065953,-0.5889356445,31.17764384
0.1502664794,1.697147174,1.514813848,-4.903805861,-0.6021979042,31.17153605
0.1502989011,1.696648708,1.514888892,-4.862221131,-0.6174546152,31.16539871
0.15031804,1.696127454,1.51497058,-4.818738615,-0.6340625774,31.15937743
0.1503230429,1.69560064,1.515050621,-4.774785508,-0.6513790476,31.15361946
0.1503130823,1.695085495,1.515120776,-4.731789336,-0.6687616781,31.14827395
0.1502873553,1.694599237,1.515172851,-4.691177933,-0.6855684752,31.14349193
0.1502450829,1.69415908,1.515198693,-4.654379414,-0.7011577755,31.13942623
0.1501855072,1.693782224,1.515190178,-4.622822137,-0.714888237,31.13623107
0.150107889,1.693485849,1.515139187,-4.597934658,-0.726118844,31.13406168
0.149978151,1.693209576,1.515003813,-4.57864331,-0.7356439734,31.13354588
0.1497835033,1.692898226,1.51478139,-4.561936348,-0.7449286052,31.13469848
0.1495550886,1.692576783,1.514522729,-4.546334972,-0.7543365142,31.13675445
0.149323981,1.692270254,1.514278737,-4.530359962,-0.7642301157,31.13894769
0.1491211839,1.692003663,1.514100415,-4.512531699,-0.7749706128,31.14051101
0.1489776093,1.691802078,1.514038873,-4.491370075,-0.7869176221,31.14067587
0.1488478932,1.691618773,1.51403247,-4.465922161,-0.8019177099,31.14014109
0.1486795117,1.691410528,1.514003599,-4.437423294,-0.8203530077,31.14001505
0.1484925473,1.691207709,1.513979552,-4.407675784,-0.8403853516,31.14014342
0.1483070776,1.69104064,1.513987662,-4.378482618,-0.8601774069,31.14037429
0.1481431834,1.690939602,1.514055296,-4.351647441,-0.8778927573,31.14055836
0.1480209735,1.690934836,1.514209822,-4.328974406,-0.8916959493,31.14054872
0.1479271235,1.691056394,1.514429668,-4.311972176,-0.9018925649,31.14095677
0.1478351533,1.691299015,1.514673113,-4.300300127,-0.9102118945,31.14233092
0.1477454891,1.691639925,1.514937254,-4.292988581,-0.9169546582,31.14443063
0.1476585636,1.692056352,1.5152192,-4.289067706,-0.9224212882,31.14701459
0.1475748141,1.69252553,1.515516108,-4.287567543,-0.9269117877,31.14984081
0.1474946805,1.693024708,1.515825218,-4.287518024,-0.9307256276,31.15266667
0.1474186037,1.693531151,1.516143863,-4.287948996,-0.9341616771,31.15524904
0.1473470236,1.694022142,1.516469481,-4.287890242,-0.937518172,31.15734423
0.1472803782,1.694474981,1.516799611,-4.286371494,-0.9410927164,31.15870808
0.147219102,1.694866983,1.517131878,-4.28242245,-0.9451823223,31.15909589
0.1471636253,1.695175467,1.517463971,-4.275072779,-0.9500834831,31.15826243
0.147133064,1.695424473,1.517889186,-4.261899789,-0.9560514906,31.15663832
0.1471375491,1.695656248,1.518459766,-4.242736044,-0.9629109084,31.15472159
0.1471641219,1.695875337,1.519111767,-4.219993987,-0.9703129753,31.15236884
0.1471999721,1.69608614,1.519781126,-4.196085904,-0.9779108978,31.14943884
0.1472324512,1.696292901,1.520403643,-4.173423917,-0.9853601305,31.14579302
0.1472490653,1.696499715,1.520914982,-4.154420006,-0.9923183674,31.14129543
0.1472503633,1.69674106,1.521480759,-4.13558928,-0.9988464392,31.13570066
0.1472463375,1.697032447,1.522239271,-4.113304437,-1.005212665,31.12907998
0.1472389109,1.697349226,1.52308503,-4.089763342,-1.011388913,31.1217767
0.1472302381,1.697666395,1.523912432,-4.067163108,-1.017349146,31.11413824
0.1472227065,1.697958575,1.524615756,-4.047700012,-1.023069435,31.10651631
0.14721889,1.698200079,1.525089175,-4.033569572,-1.028527699,31.0992661
0.147219964,1.698387149,1.525332992,-4.025580232,-1.032503201,31.0920438
0.1472249336,1.698537338,1.525435543,-4.022387832,-1.034190836,31.08430487
0.1472331241,1.698656869,1.525423014,-4.022958586,-1.034192353,31.07610373
0.147243788,1.698752037,1.525321631,-4.026258695,-1.033108772,31.06749377
0.1472561435,1.698829176,1.525157646,-4.031254288,-1.03154056,31.05852794
0.1472694017,1.698894638,1.524957332,-4.036911367,-1.030087768,31.0492591
0.1472827837,1.698954779,1.52474698,-4.042195772,-1.029350107,31.03974022
0.1472955266,1.699015947,1.524552897,-4.046073148,-1.029926975,31.03002442
0.1473068788,1.699084489,1.524401408,-4.047508935,-1.032417425,31.02016483
0.1473160849,1.699166755,1.524318865,-4.04546836,-1.037420094,31.01021422
0.1473223596,1.699269115,1.524331654,-4.038916454,-1.045533059,31.00022456
0.1473386643,1.699355473,1.5243698,-4.026664982,-1.05768439,30.98861136
0.1473732134,1.699399797,1.524366114,-4.009480443,-1.073479337,30.97456487
0.1474180593,1.699423583,1.52435119,-3.989260768,-1.091532263,30.95929885
0.1474652367,1.699448331,1.524355651,-3.967905925,-1.11045961,30.94402858
0.1475067516,1.699495554,1.524410159,-3.947318353,-1.128880315,30.92997124
0.1475345861,1.69958678,1.524545404,-3.929402751,-1.145415683,30.91834606
0.1475346771,1.699754375,1.524742142,-3.916791442,-1.159994455,30.90861255
0.1475076739,1.699994623,1.5249594,-3.909101477,-1.173826912,30.89935596
0.1474676146,1.700274944,1.525195282,-3.903716022,-1.187457149,30.89048381
0.1474285309,1.700562755,1.52544792,-3.898018417,-1.201428069,30.88190146
0.14740445,1.700825462,1.525715483,-3.889392196,-1.216281504,30.8735121
0.1474093945,1.701030459,1.525996169,-3.875221147,-1.232558364,30.86521636
0.1474323369,1.701167646,1.526297518,-3.855220683,-1.250874738,30.85732361
0.147453335,1.701256826,1.526627471,-3.831296012,-1.271245488,30.85010848
0.147473039,1.701310247,1.526984821,-3.804115771,-1.293309268,30.84341752
0.1474921018,1.701340164,1.527368361,-3.774348439,-1.316704783,30.83709797
0.1475111778,1.701358835,1.527776893,-3.742662275,-1.341070616,30.83099803
0.147530922,1.701378531,1.528209236,-3.709725276,-1.366045107,30.82496696
0.1475519901,1.701411533,1.528664229,-3.676205146,-1.391266268,30.81885527
0.1475750383,1.701470135,1.52914073,-3.642769279,-1.416371754,30.81251474
0.1476007245,1.701566645,1.529637619,-3.61008476,-1.440998875,30.80579851
0.1476297096,1.701713382,1.530153784,-3.578818367,-1.464784654,30.79856104
0.1476626594,1.701922675,1.530688123,-3.549636605,-1.487365924,30.79065809
0.1477065449,1.702159999,1.531326332,-3.514805616,-1.510744463,30.78210491
0.1477644902,1.702392101,1.532108962,-3.469887033,-1.536342241,30.77311469
0.1478314958,1.702633171,1.532967126,-3.420489562,-1.562927442,30.76384857
0.1479027253,1.702897286,1.533831863,-3.372220571,-1.589269814,30.75448043
0.1479735193,1.703198399,1.534634123,-3.330685984,-1.614140876,30.74519799
0.1480393809,1.703550345,1.535304747,-3.301490375,-1.636314174,30.73620118
0.1481001284,1.704002693,1.535903937,-3.282646435,-1.656463253,30.72779869
0.1481595546,1.704563684,1.536524033,-3.26779792,-1.676053396,30.71998283
0.1482192364,1.705185048,1.537143951,-3.255994852,-1.695047243,30.71248528
0.1482807623,1.705818471,1.537742616,-3.246286888,-1.713407044,30.70503662
0.1483457265,1.706415608,1.53829899,-3.237723349,-1.731094563,30.69736608
0.1484157235,1.706928088,1.538792069,-3.229353264,-1.748071059,30.68920161
0.1484863896,1.707402248,1.539236543,-3.222776801,-1.764673762,30.68009043
0.1485531431,1.707911662,1.539661561,-3.219886377,-1.781176815,30.66993912
0.1486172596,1.708448785,1.540067832,-3.220169359,-1.797446634,30.6590132
0.148680029,1.709006056,1.54045607,-3.223113389,-1.813349617,30.64757746
0.1487427521,1.709575896,1.540827005,-3.228206429,-1.828751929,30.6358959
0.1488067384,1.710150716,1.541181387,-3.234936781,-1.84351934,30.62423169
0.1488733037,1.710722916,1.54151999,-3.242793087,-1.857517121,30.61284723
0.1489437674,1.711284886,1.541843616,-3.251264309,-1.87061,30.60200418
0.1490194513,1.711829012,1.542153092,-3.259839688,-1.882662168,30.59196352
0.149101677,1.712347676,1.542449272,-3.268008679,-1.893537353,30.58298567
0.1491917646,1.712833255,1.542733027,-3.275260863,-1.903098936,30.57533061
0.1493054641,1.713275153,1.542975117,-3.282732167,-1.911038497,30.56901429
0.1494489158,1.713679808,1.543160933,-3.291743121,-1.917405387,30.5636787
0.1496090377,1.71406514,1.543313322,-3.302060317,-1.922599403,30.55902258
0.1497727637,1.714449059,1.543455149,-3.313450448,-1.927020201,30.55474456
0.1499270437,1.714849473,1.543609293,-3.325680317,-1.931067276,30.55054324
0.1500588463,1.715284283,1.543798652,-3.33851686,-1.935139964,30.54611723
0.1501785932,1.715683188,1.544014674,-3.348904908,-1.939407377,30.54211607
0.1503043223,1.715994164,1.544228185,-3.355604753,-1.943541431,30.53912747
0.1504344325,1.716262543,1.544431127,-3.361106353,-1.947195985,30.53675765
0.1505673061,1.716533695,1.54461544,-3.367899408,-1.950024659,30.53461316
0.1507013025,1.716853038,1.544773098,-3.378473491,-1.951680435,30.53230051
0.150834746,1.717266047,1.54489608,-3.395318176,-1.951815963,30.52942559
0.1509581728,1.71777209,1.545013425,-3.418275992,-1.94998592,30.52665593
0.1510664251,1.718332785,1.545153059,-3.445089287,-1.946187628,30.5247723
0.1511642493,1.718937041,1.545305262,-3.47509747,-1.940738156,30.52354929
0.1512563917,1.719573752,1.545460308,-3.507640045,-1.933954919,30.5227615
0.1513475982,1.720231805,1.545608465,-3.542056668,-1.926155842,30.52218373
0.1514426157,1.72090007,1.545740001,-3.577687194,-1.917659468,30.52159107
0.1515461934,1.721567404,1.545845181,-3.613871688,-1.908785035,30.5207591
0.1516630857,1.72222265,1.545914258,-3.649950408,-1.899852505,30.51946392
0.1517980562,1.72285463,1.545937472,-3.68526377,-1.891182555,30.51748231
0.1519558823,1.723452152,1.545905032,-3.719152275,-1.883096532,30.51459174
0.1521413613,1.724004005,1.545807109,-3.750956421,-1.875916355,30.51057043
0.1523987201,1.724492352,1.545606406,-3.781976011,-1.869396901,30.50482174
0.1527397853,1.724926891,1.545300916,-3.813865125,-1.862971265,30.49741014
0.1531208463,1.725337624,1.544933804,-3.846495523,-1.856477576,30.48910713
0.1534982918,1.725754427,1.544548424,-3.879739168,-1.84975188,30.48068574
0.1538286149,1.72620703,1.544188349,-3.913468369,-1.84262801,30.4729206
0.1540684234,1.726725017,1.543897367,-3.947555641,-1.834937512,30.46658802
0.1542928524,1.727210841,1.543531113,-3.981143529,-1.826578312,30.4604961
0.1545798211,1.72758883,1.542977779,-4.013899969,-1.817660381,30.45329911
0.1548904027,1.727921071,1.542330243,-4.046485221,-1.8083298,30.44554601
0.1551859348,1.728269273,1.541681626,-4.079559375,-1.798730417,30.43778824
0.1554280336,1.728694716,1.541125337,-4.113782377,-1.789003809,30.43057956
0.1555786156,1.72925829,1.540755031,-4.149813847,-1.779288996,30.42447639
0.1556483685,1.729922341,1.540539018,-4.184037002,-1.770557064,30.41850437
0.1556769801,1.730609409,1.540377183,-4.213354686,-1.763369234,30.41152808
0.1556700148,1.731320526,1.540260724,-4.239205695,-1.757246396,30.40386257
0.1556329188,1.732056839,1.540180919,-4.263029066,-1.751708101,30.39582048
0.1555710263,1.732819603,1.540129118,-4.286264031,-1.74627265,30.38771243
0.1554895633,1.733610185,1.540096744,-4.310349955,-1.740457059,30.37984717
0.1553936467,1.734430059,1.540075293,-4.336726268,-1.733776888,30.37253162
0.1552882809,1.73528081,1.540056347,-4.366832381,-1.725745951,30.36607069
0.1551783506,1.736164141,1.540031578,-4.402107587,-1.715875897,30.36076695
0.1550686101,1.73708188,1.539992766,-4.443990949,-1.703675677,30.3569202
0.1549636689,1.738035986,1.539931815,-4.49392117,-1.688650879,30.35482673
0.1547405304,1.739189364,1.540098937,-4.548036763,-1.673018501,30.35326252
0.1543371791,1.74061266,1.540618939,-4.602547233,-1.658486344,30.35126953
0.1538487555,1.742170126,1.541296076,-4.658998931,-1.643790144,30.34952994
0.1533693995,1.743726409,1.541935324,-4.718939415,-1.627661447,30.34871204
0.1529921882,1.745146484,1.542342545,-4.783917518,-1.608827175,30.3494687
0.1528088583,1.746296059,1.542324477,-4.855484664,-1.586008867,30.35243436
0.1527077531,1.747357949,1.542043295,-4.937937598,-1.558060457,30.35737291
0.1525448894,1.748552794,1.54176781,-5.031749968,-1.525684933,30.3634874
0.1523621617,1.74980403,1.541465184,-5.132744411,-1.490379798,30.37055926
0.1522012926,1.751035086,1.541102496,-5.236748067,-1.453653584,30.37837675
0.1521038124,1.752169418,1.540646737,-5.339593355,-1.417027253,30.38673628
0.1521111253,1.753130494,1.540064711,-5.437118006,-1.382034783,30.39544388
0.1522241515,1.753912085,1.539298356,-5.532240862,-1.347587035,30.40474765
0.1524071094,1.754575704,1.538336888,-5.63046906,-1.31161773,30.41497221
0.1526465349,1.75514627,1.537217629,-5.731526193,-1.274206202,30.42604889
0.1529292676,1.755648443,1.535977729,-5.835135642,-1.235433678,30.43791249
0.1532424962,1.756106552,1.534654195,-5.941020674,-1.19538338,30.45050166
0.1535737967,1.756544529,1.533283894,-6.048904538,-1.154140579,30.46375924
0.1539111624,1.756985871,1.531903571,-6.158510548,-1.111792626,30.47763261
0.1542430254,1.757453602,1.530549836,-6.26956214,-1.06842895,30.49207391
0.1545582712,1.757970263,1.529259168,-6.381782913,-1.02414103,30.50704028
0.1548462442,1.758557906,1.52806789,-6.49489663,-0.9790223495,30.52249404
0.1550967457,1.759238106,1.527012155,-6.608627179,-0.9331683425,30.53840282
0.1553588966,1.759951714,1.525994673,-6.722933665,-0.8868292911,30.55587392
0.1556702524,1.760638705,1.524914652,-6.838284706,-0.8399470738,30.57544606
0.1560040189,1.761318596,1.523802603,-6.955172372,-0.7921576419,30.59623918
0.1563339731,1.76201034,1.522688717,-7.074094373,-0.7430990692,30.61737481
0.1566344884,1.762732288,1.521602846,-7.195554465,-0.6924114554,30.63797618
0.1568805586,1.763502162,1.520574501,-7.320062593,-0.6397369386,30.65716841
0.1571238465,1.764352741,1.519679385,-7.444367188,-0.5866555217,30.67605979
0.1574122419,1.76528137,1.518925447,-7.56631416,-0.5343167196,30.69598724
0.1577149946,1.766252745,1.518240618,-7.688067923,-0.4817120323,30.71640707
0.1580006098,1.767232377,1.517553215,-7.811797567,-0.4278244839,30.73675803
0.1582368401,1.768186605,1.516791941,-7.939676879,-0.3716286769,30.75646086
0.1583906555,1.769082615,1.515885908,-8.073884711,-0.3120906473,30.77491709
0.1584374637,1.769979129,1.51487911,-8.216057618,-0.2486416435,30.79222455
0.1583870911,1.77094758,1.513865167,-8.36546863,-0.1817282553,30.80892437
0.1582577716,1.771974572,1.512847694,-8.520754284,-0.1118381187,30.82507544
0.1580680933,1.77304626,1.511829935,-8.680549319,-0.03946620533,30.84074822
0.1578370168,1.774148309,1.510814748,-8.843486501,0.03488481856,30.85602594
0.1575838897,1.77526587,1.509804615,-9.008196511,0.1107044291,30.87100541
0.1573284565,1.776383564,1.508801634,-9.173307875,0.1874742647,30.88579768
0.1570908632,1.77748547,1.507807543,-9.337446957,0.2646683151,30.90052835
0.1568916573,1.778555132,1.506823727,-9.499237996,0.3417532629,30.91533763
0.1567517828,1.779575572,1.505851243,-9.657303192,0.4181889631,30.9303801
0.15669257,1.780529312,1.504890846,-9.810262837,0.4934290448,30.9458242
0.1566801872,1.781433911,1.503796575,-9.967257988,0.5722225534,30.95994414
0.1566652359,1.782322431,1.50249557,-10.13456676,0.6575481116,30.97165438
0.1566482499,1.783197822,1.501097134,-10.30650473,0.7461860311,30.98214526
0.1566331065,1.784059391,1.499709392,-10.47737376,0.8348995821,30.99268284
0.1566271549,1.784902657,1.49843937,-10.64146161,0.9204366652,31.00461158
0.1566410296,1.785719566,1.497393127,-10.79304335,0.9995318056,31.01934994
0.1567233277,1.786501815,1.496444529,-10.94038017,1.076781356,31.0362266
0.1568853407,1.787253492,1.495432236,-11.09279726,1.157439916,31.05350838
0.1570852796,1.787981432,1.494408319,-11.24615402,1.239209504,31.07109965
0.1572831979,1.788690675,1.493424135,-11.39630453,1.319777735,31.08894542
0.1574409659,1.78938448,1.492530388,-11.53909784,1.396818751,31.10703071
0.1575221273,1.790064454,1.491777202,-11.67037875,1.467994724,31.12537735
0.1575910012,1.790715783,1.491174061,-11.79167007,1.534505486,31.14548652
0.1577256319,1.791325885,1.490686448,-11.90749846,1.599149035,31.16842567
0.1579111089,1.791898812,1.490298071,-12.01821343,1.661975348,31.19358603
0.1581323206,1.792438877,1.489992592,-12.12416627,1.723032458,31.22035326
0.1583739606,1.792950621,1.489753634,-12.22571004,1.782366673,31.24810793
0.1586205352,1.793438789,1.489564784,-12.32319948,1.840022757,31.27622592
0.1588563706,1.793908305,1.489409593,-12.41699092,1.896044094,31.30407884
0.1590656227,1.794364255,1.489271577,-12.50744216,1.950472825,31.33103433
0.1592322863,1.794811874,1.489134221,-12.59491239,2.003349945,31.35645638
0.1593402069,1.795256539,1.488980974,-12.67976203,2.054715375,31.37970559
0.1593730931,1.795703764,1.488795252,-12.76235254,2.104608003,31.4001394
0.1593422715,1.796128224,1.488648084,-12.83928197,2.149947351,31.41970915
0.1592781851,1.796506735,1.488592935,-12.90857103,2.189277575,31.44031628
0.1591924659,1.796848793,1.488586775,-12.97271835,2.225071878,31.46122635
0.1590959759,1.797164685,1.488586507,-13.03422505,2.259801866,31.48168794
0.1589988918,1.797465401,1.488548987,-13.09559432,2.295937937,31.5009349
0.1589107329,1.797762601,1.488431008,-13.15933173,2.335948796,31.51818687
0.1587236504,1.798046098,1.488269933,-13.21950563,2.375795493,31.53253928
0.1583768736,1.798298199,1.488123551,-13.27089415,2.411157008,31.54432604
0.1579495519,1.798520291,1.487979184,-13.31707248,2.444075571,31.55460087
0.1575202545,1.798714277,1.487824133,-13.36161835,2.476592616,31.56440321
0.1571670259,1.798882505,1.4876457,-13.40811201,2.510748921,31.57475986
0.1569674073,1.799027789,1.487431161,-13.46013693,2.548583441,31.5866846
0.1568961383,1.799176156,1.487237118,-13.51368293,2.588252231,31.59930156
0.1568718465,1.799342986,1.487112978,-13.56299882,2.626772665,31.61113571
0.1568873181,1.799515764,1.487035245,-13.60906066,2.664474026,31.62228708
0.1569350958,1.799682237,1.486980517,-13.65284553,2.701686658,31.6328507
0.1570075104,1.799830375,1.486925472,-13.69533151,2.738741514,31.6429173
0.1570967014,1.799948338,1.486846847,-13.73749771,2.775969771,31.65257365
0.1571946288,1.80002447,1.48672142,-13.78032434,2.813702511,31.66190279
0.1572930728,1.800047295,1.486526003,-13.82479286,2.852270439,31.67098391
0.1573836244,1.800005537,1.486237422,-13.87188609,2.89200367,31.67989211
0.1574576646,1.799888148,1.485832517,-13.92258845,2.933231545,31.6886978
0.1575063336,1.799684355,1.485288125,-13.97788616,2.976282496,31.69746597
0.157593207,1.799328408,1.484478724,-14.04347553,3.023631137,31.70654162
0.1577573582,1.798808263,1.483381668,-14.12045092,3.075916458,31.71599251
0.1579538461,1.798192973,1.482128163,-14.20288992,3.130716706,31.72548455
0.1581391274,1.797550019,1.480849498,-14.28485827,3.185616874,31.73471862
0.1582711559,1.796945173,1.479677103,-14.36040858,3.238210447,31.74343355
0.1583092508,1.79644262,1.478742627,-14.4235807,3.286100951,31.75140314
0.1582851206,1.795929787,1.477809464,-14.48578316,3.334007479,31.75818218
0.1582534868,1.795291908,1.476638169,-14.55816363,3.386408728,31.76376444
0.1582100084,1.794587799,1.475356545,-14.63435214,3.440563621,31.76862893
0.1581518867,1.793874561,1.474092665,-14.70796303,3.493743093,31.77329452
0.1580778989,1.793207515,1.472974949,-14.77259409,3.543231962,31.77832117
0.1579881373,1.792640479,1.472132258,-14.82182813,3.58633031,31.78430332
0.1578640197,1.792123393,1.471473896,-14.85909673,3.625057151,31.79044614
0.1576924485,1.791575166,1.470826457,-14.8922716,3.663106528,31.79569662
0.1574824708,1.791002233,1.470195134,-14.92158638,3.700302835,31.80027965
0.1572431894,1.790410981,1.469585112,-14.94727436,3.736470292,31.80441971
0.1569837545,1.789807748,1.469001573,-14.96956856,3.771432987,31.8083406
0.1567133551,1.789198841,1.468449699,-14.98870173,3.805014893,31.81226535
0.1564412097,1.788590545,1.467934679,-15.00490645,3.837039888,31.81641611
0.1561765555,1.787989135,1.467461707,-15.01841516,3.867331741,31.82101403
0.1559286385,1.787400893,1.467035979,-15.02946023,3.895714109,31.82627924
0.1557067012,1.786832125,1.466662693,-15.03827408,3.922010498,31.83243077
0.1555199709,1.786289181,1.466347034,-15.04508924,3.946044232,31.83968662
0.1553351782,1.785753833,1.466097113,-15.04715,3.967638462,31.8482064
0.1551244212,1.785210214,1.465914929,-15.04270946,3.987004315,31.85779227
0.1549048884,1.784668337,1.465796336,-15.03351397,4.004543461,31.86812229
0.1546936733,1.784138337,1.465736966,-15.0213105,4.020653054,31.878871
0.1545077802,1.783630482,1.465732221,-15.0078464,4.035725617,31.8897099
0.154364139,1.783155178,1.465777248,-14.99486934,4.050148671,31.90030802
0.1542747879,1.782718833,1.465946669,-14.9783129,4.062437333,31.91254401
0.1542296401,1.782313201,1.466280148,-14.95455339,4.071468274,31.927614
0.1542123277,1.781926817,1.466719825,-14.92600154,4.078161031,31.94416028
0.154206466,1.781548176,1.467207327,-14.89506559,4.08342641,31.96082469
0.1541957248,1.781165682,1.467683727,-14.86415064,4.088165877,31.97624987
0.1541638756,1.780767579,1.468089534,-14.83565842,4.093270929,31.98908013
0.1541198382,1.780375631,1.468454196,-14.81014475,4.098730462,31.99982368
0.1540830601,1.780014497,1.468846259,-14.78606579,4.103827621,32.00994949
0.1540531681,1.779676669,1.469264504,-14.76267051,4.108388775,32.01954388
0.1540297516,1.779354699,1.469707787,-14.73920673,4.112242428,32.02869246
0.15401236,1.779041201,1.470175059,-14.71492123,4.115219523,32.03748003
0.1540004962,1.778728864,1.470665373,-14.68905975,4.117153633,32.04599041
0.1539936092,1.778410456,1.471177894,-14.66086712,4.117881045,32.05430618
0.1539910822,1.77807884,1.471711897,-14.62958737,4.117240733,32.06250834
0.1539922199,1.777726987,1.472266766,-14.59446385,4.115074228,32.07067597
0.1539962317,1.777347995,1.472841987,-14.55473942,4.111225377,32.0788857
0.1540022133,1.776935104,1.473437135,-14.50965661,4.105540002,32.08721122
0.1540145887,1.776589486,1.474262074,-14.45359448,4.097557551,32.09442603
0.1540345545,1.77637157,1.475420618,-14.38495894,4.087341302,32.09984496
0.1540570801,1.776212753,1.476752071,-14.30903365,4.075499534,32.10436335
0.1540785255,1.776042912,1.478093833,-14.23110242,4.062603426,32.10889875
0.1540968567,1.775790144,1.479281252,-14.15644822,4.049184252,32.11439486
0.1541116621,1.775380778,1.480147652,-14.09035277,4.035733978,32.12182125
0.1541451664,1.774856333,1.480873753,-14.02376102,4.020946375,32.13181913
0.1542068866,1.774309636,1.4817078,-13.9472824,4.003728218,32.14367636
