T1P1T17_sup_data.tx,T1P1T17_sup_data.ty,T1P1T17_sup_data.tz,T1P1T17_sup_data.rx,T1P1T17_sup_data.ry,T1P1T17_sup_data.rz
4.037647693,0.6866885313,-1.638838149,-17.38007215,-45.41385884,66.86474586
4.045479613,0.6876353527,-1.643414294,-17.81489653,-45.57532955,67.1579111
4.053303338,0.6885506857,-1.647942422,-18.24094643,-45.73549717,67.44456041
4.061109498,0.6894326847,-1.652416235,-18.65675943,-45.89414327,67.7237727
4.068888724,0.6902795044,-1.656829435,-19.06087312,-46.05104942,67.99462686
4.076631649,0.6910892993,-1.661175722,-19.45182509,-46.20599721,68.2562018
4.084328903,0.6918602239,-1.665448797,-19.82815291,-46.3587682,68.50757642
4.091971118,0.6925904328,-1.669642364,-20.18839419,-46.50914398,68.74782963
4.099548925,0.6932780806,-1.673750121,-20.5310865,-46.65690612,68.97604032
4.107052956,0.6939213217,-1.677765772,-20.85476743,-46.80183619,69.19128739
4.114473841,0.6945183108,-1.681683018,-21.15797457,-46.94371578,69.39264976
4.121802213,0.6950672023,-1.685495559,-21.43924549,-47.08232645,69.57920632
4.129028702,0.6955661509,-1.689197097,-21.6971178,-47.21744978,69.75003597
4.13614394,0.696013311,-1.692781334,-21.93012907,-47.34886736,69.90421762
4.143138558,0.6964068372,-1.696241971,-22.1368169,-47.47636074,70.04083017
4.150003187,0.6967448842,-1.699572709,-22.31571886,-47.59971152,70.15895251
4.15672846,0.6970256063,-1.70276725,-22.46537254,-47.71870126,70.25766356
4.163305007,0.6972471582,-1.705819295,-22.58431553,-47.83311155,70.33604221
4.169723459,0.6974076944,-1.708722545,-22.67108542,-47.94272395,70.39316737
4.175974448,0.6975053694,-1.711470703,-22.72421979,-48.04732004,70.42811794
4.182048606,0.6975383379,-1.714057468,-22.74225623,-48.14668141,70.43997281
4.188003896,0.6973914854,-1.716495927,-22.73875043,-48.24160396,70.43029705
4.193905534,0.696958866,-1.718806153,-22.72838339,-48.333098,70.40179278
4.199755025,0.6962523867,-1.720992327,-22.71138059,-48.42126665,70.35524451
4.205553876,0.6952839543,-1.723058631,-22.68796754,-48.50621306,70.29143678
4.211303593,0.6940654758,-1.725009249,-22.65836974,-48.58804035,70.2111541
4.217005682,0.6926088583,-1.726848361,-22.62281268,-48.66685165,70.11518099
4.222661649,0.6909260086,-1.72858015,-22.58152186,-48.74275011,70.00430198
4.228273,0.6890288336,-1.730208799,-22.53472279,-48.81583886,69.87930158
4.233841241,0.6869292405,-1.731738489,-22.48264096,-48.88622103,69.74096432
4.23936788,0.684639136,-1.733173402,-22.42550188,-48.95399976,69.59007472
4.244854421,0.6821704272,-1.734517721,-22.36353103,-49.01927817,69.42741731
4.25030237,0.6795350211,-1.735775628,-22.29695393,-49.0821594,69.25377659
4.255713235,0.6767448245,-1.736951305,-22.22599607,-49.1427466,69.06993709
4.261088522,0.6738117445,-1.738048934,-22.15088295,-49.20114288,68.87668334
4.266429735,0.6707476879,-1.739072697,-22.07184007,-49.25745138,68.67479986
4.271738383,0.6675645618,-1.740026776,-21.98909293,-49.31177525,68.46507116
4.27701597,0.6642742731,-1.740915354,-21.90286702,-49.36421761,68.24828177
4.282264003,0.6608887287,-1.741742613,-21.81338785,-49.41488159,68.02521621
4.287483988,0.6574198356,-1.742512735,-21.72088093,-49.46387034,67.796659
4.292677431,0.6538795009,-1.743229901,-21.62557173,-49.51128698,67.56339467
4.297845838,0.6502796313,-1.743898295,-21.52768577,-49.55723464,67.32620772
4.302990716,0.6466321339,-1.744522098,-21.42744855,-49.60181647,67.08588269
4.308113571,0.6429489157,-1.745105493,-21.32508556,-49.6451356,66.8432041
4.313215909,0.6392418835,-1.745652661,-21.22082231,-49.68729515,66.59895646
4.318299235,0.6355229444,-1.746167785,-21.11488429,-49.72839827,66.35392431
4.323365057,0.6318040053,-1.746655046,-21.007497,-49.76854809,66.10889215
4.32841488,0.6280969731,-1.747118628,-20.89888594,-49.80784774,65.86464452
4.333450211,0.6244137549,-1.747562712,-20.78927662,-49.84640036,65.62196592
4.338472556,0.6207662575,-1.74799148,-20.67889452,-49.88430908,65.38164089
4.34348342,0.6171663879,-1.748409115,-20.56796516,-49.92167703,65.14445395
4.34848431,0.6136260531,-1.748819798,-20.45671402,-49.95860734,64.91118961
4.353476732,0.6101571601,-1.749227712,-20.34536661,-49.99520316,64.6826324
4.358462193,0.6067716157,-1.749637039,-20.23414844,-50.03156762,64.45956684
4.363442198,0.603481327,-1.750051961,-20.12328498,-50.06780384,64.24277745
4.368418253,0.6002982009,-1.75047666,-20.01300176,-50.10401497,64.03304876
4.373391866,0.5972341443,-1.750915318,-19.90352426,-50.14030414,63.83116527
4.378364541,0.5943010643,-1.751372118,-19.79507799,-50.17677448,63.63791152
4.383337786,0.5915108677,-1.751851242,-19.68788844,-50.21352912,63.45407203
4.388313106,0.5888754615,-1.752356871,-19.58218111,-50.2506712,63.28043131
4.393292007,0.5864067527,-1.752893189,-19.47818151,-50.28830386,63.11777389
4.398275996,0.5841166483,-1.753464376,-19.37611514,-50.32653023,62.96688429
4.403266578,0.5820170551,-1.754074616,-19.27620748,-50.36545343,62.82854703
4.408265261,0.5801198802,-1.75472809,-19.17868405,-50.40517661,62.70354664
4.413273549,0.5784370305,-1.755428981,-19.08377033,-50.4458029,62.59266763
4.41829295,0.5769804129,-1.75618147,-18.99169184,-50.48743544,62.49669452
4.423324969,0.5757619345,-1.75698974,-18.90267407,-50.53017735,62.41641184
4.428371113,0.5747935021,-1.757857973,-18.81694251,-50.57413177,62.3526041
4.433432887,0.5740870227,-1.758790352,-18.73472268,-50.61940184,62.30605584
4.438511798,0.5736544034,-1.759791057,-18.65624006,-50.66609068,62.27755156
4.443609353,0.5735075509,-1.760864272,-18.58172016,-50.71430144,62.2678758
4.448809504,0.573523391,-1.761985397,-18.5094014,-50.76325055,62.26843689
4.454187427,0.5735700549,-1.763126493,-18.43737761,-50.81208651,62.27008983
4.459731457,0.5736462584,-1.76428673,-18.36565741,-50.86081055,62.27278912
4.465429933,0.5737507172,-1.76546528,-18.29424941,-50.90942391,62.27648927
4.47127119,0.5738821468,-1.766661314,-18.22316221,-50.95792781,62.28114479
4.477243565,0.574039263,-1.767874005,-18.15240443,-51.00632349,62.28671018
4.483335395,0.5742207815,-1.769102523,-18.08198468,-51.05461217,62.29313995
4.489535017,0.5744254179,-1.770346039,-18.01191158,-51.1027951,62.30038861
4.495830767,0.5746518878,-1.771603726,-17.94219374,-51.1508735,62.30841066
4.502210983,0.5748989071,-1.772874754,-17.87283976,-51.19884861,62.31716061
4.508664,0.5751651912,-1.774158296,-17.80385827,-51.24672165,62.32659296
4.515178155,0.575449456,-1.775453521,-17.73525786,-51.29449386,62.33666222
4.521741786,0.575750417,-1.776759603,-17.66704716,-51.34216647,62.34732291
4.528343229,0.57606679,-1.778075712,-17.59923478,-51.38974072,62.35852951
4.53497082,0.5763972906,-1.779401019,-17.53182933,-51.43721782,62.37023655
4.541612896,0.5767406345,-1.780734697,-17.46483941,-51.48459902,62.38239852
4.548257795,0.5770955374,-1.782075916,-17.39827365,-51.53188554,62.39496994
4.554893852,0.5774607148,-1.783423848,-17.33214066,-51.57907863,62.4079053
4.561509405,0.5778348826,-1.784777664,-17.26644904,-51.6261795,62.42115912
4.56809279,0.5782167564,-1.786136536,-17.20120741,-51.6731894,62.43468591
4.574632344,0.5786050518,-1.787499636,-17.13642438,-51.72010955,62.44844016
4.581116404,0.5789984845,-1.788866133,-17.07210856,-51.76694118,62.46237639
4.587533306,0.5793957702,-1.790235201,-17.00826856,-51.81368554,62.47644909
4.593871386,0.5797956245,-1.79160601,-16.94491301,-51.86034384,62.49061279
4.600118983,0.5801967632,-1.792977732,-16.8820505,-51.90691732,62.50482197
4.606264432,0.5805979019,-1.794349539,-16.81968965,-51.95340721,62.51903116
4.61229607,0.5809977563,-1.795720601,-16.75783908,-51.99981475,62.53319486
4.618202234,0.581395042,-1.79709009,-16.69650739,-52.04614116,62.54726756
4.623971261,0.5817884747,-1.798457177,-16.63570319,-52.09238768,62.56120379
4.629591487,0.5821767701,-1.799821034,-16.57543511,-52.13855554,62.57495804
4.635051249,0.5825586438,-1.801180833,-16.51571174,-52.18464597,62.58848483
4.640338883,0.5829328116,-1.802535744,-16.45654171,-52.2306602,62.60173865
4.645442727,0.5832979891,-1.80388494,-16.39793362,-52.27659947,62.61467401
4.650351117,0.5836528919,-1.805227591,-16.33989609,-52.322465,62.62724543
4.65505239,0.5839962358,-1.806562869,-16.28243773,-52.36825803,62.6394074
4.659534883,0.5843267364,-1.807889946,-16.22556715,-52.41397979,62.65111444
4.663786932,0.5846431094,-1.809207992,-16.16929296,-52.45963151,62.66232104
4.667796874,0.5849440705,-1.810516179,-16.11362378,-52.50521442,62.67298173
4.671553045,0.5852283352,-1.81181368,-16.05856821,-52.55072976,62.68305099
4.675043783,0.5854946194,-1.813099664,-16.00413487,-52.59617875,62.69248334
4.678257424,0.5857416386,-1.814373303,-15.95033238,-52.64156264,62.70123329
4.681182305,0.5859681086,-1.81563377,-15.89716933,-52.68688264,62.70925534
4.683806762,0.586172745,-1.816880235,-15.84465435,-52.73213999,62.716504
4.686119133,0.5863542635,-1.81811187,-15.79279605,-52.77733593,62.72293377
4.688107753,0.5865113797,-1.819327845,-15.74160303,-52.82247168,62.72849916
4.689760961,0.5866428093,-1.820527334,-15.69108392,-52.86754848,62.73315468
4.691067091,0.5867472681,-1.821709506,-15.64124732,-52.91256756,62.73685483
4.692014482,0.5868234716,-1.822873533,-15.59210184,-52.95753015,62.73955412
4.692591469,0.5868701355,-1.824018588,-15.54365611,-53.00243748,62.74120706
4.69278639,0.5868859756,-1.825143841,-15.49591872,-53.04729078,62.74176815
4.692785992,0.5868220469,-1.826270677,-15.44845839,-53.09288757,62.73924098
4.692783204,0.5866337164,-1.827419797,-15.40086803,-53.13995867,62.73175625
4.692775635,0.5863261676,-1.828589343,-15.35319255,-53.18840529,62.71945917
4.692760897,0.5859045839,-1.829777456,-15.30547683,-53.23812866,62.70249492
4.692736598,0.5853741486,-1.83098228,-15.2577658,-53.28902998,62.68100869
4.69270035,0.5847400452,-1.832201957,-15.21010433,-53.34101048,62.65514567
4.692649761,0.5840074571,-1.833434628,-15.16253735,-53.39397136,62.62505105
4.692582442,0.5831815676,-1.834678437,-15.11510974,-53.44781384,62.59087002
4.692496004,0.5822675602,-1.835931525,-15.06786642,-53.50243914,62.55274777
4.692388055,0.5812706183,-1.837192035,-15.02085228,-53.55774847,62.51082949
4.692256205,0.5801959253,-1.838458109,-14.97411222,-53.61364304,62.46526038
4.692098066,0.5790486647,-1.839727889,-14.92769114,-53.67002408,62.41618561
4.691911247,0.5778340197,-1.840999518,-14.88163396,-53.72679278,62.36375038
4.691693357,0.5765571739,-1.842271138,-14.83598556,-53.78385038,62.30809989
4.691442007,0.5752233105,-1.843540891,-14.79079085,-53.84109808,62.24937931
4.691154807,0.5738376132,-1.84480692,-14.74609473,-53.8984371,62.18773384
4.690829367,0.5724052651,-1.846067367,-14.70194211,-53.95576865,62.12330868
4.690463296,0.5709314498,-1.847320373,-14.65837788,-54.01299395,62.05624901
4.690054205,0.5694213507,-1.848564083,-14.61544695,-54.07001422,61.98670001
4.689599704,0.5678801511,-1.849796636,-14.57319421,-54.12673066,61.91480689
4.689097402,0.5663130345,-1.851016177,-14.53166458,-54.18304449,61.84071483
4.688544911,0.5647251842,-1.852220848,-14.49090294,-54.23885693,61.76456902
4.687939839,0.5631217837,-1.853408789,-14.45095421,-54.2940692,61.68651465
4.687279796,0.5615080165,-1.854578145,-14.41186328,-54.3485825,61.60669691
4.686562393,0.5598890658,-1.855727057,-14.37367505,-54.40229805,61.52526099
4.68578524,0.5582701151,-1.856853667,-14.33643443,-54.45511706,61.44235209
4.684945947,0.5566563478,-1.857956118,-14.30018633,-54.50694076,61.35811538
4.684042123,0.5550529474,-1.859032553,-14.26497563,-54.55767035,61.27269607
4.683071378,0.5534650971,-1.860081112,-14.23084724,-54.60720706,61.18623933
4.682031324,0.5518979805,-1.86109994,-14.19784606,-54.65545208,61.09889037
4.680919568,0.5503567809,-1.862087177,-14.166017,-54.70230665,61.01079437
4.679733723,0.5488466818,-1.863040966,-14.13540496,-54.74767197,60.92209652
4.678471397,0.5473728665,-1.86395945,-14.10605484,-54.79144926,60.83294201
4.6771302,0.5459405184,-1.864840771,-14.07801153,-54.83353974,60.74347603
4.675707743,0.544554821,-1.865683071,-14.05131994,-54.87384461,60.65384378
4.674201635,0.5432209577,-1.866484493,-14.02602498,-54.9122651,60.56419043
4.672609487,0.5419441119,-1.867243178,-14.00217154,-54.94870241,60.47466119
4.670928908,0.5407294669,-1.867957269,-13.97980452,-54.98305777,60.38540124
4.669157509,0.5395822062,-1.868624909,-13.95896884,-55.01523238,60.29655576
4.667292899,0.5385075132,-1.869244239,-13.93970938,-55.04512747,60.20826997
4.665332688,0.5375105714,-1.869813402,-13.92207105,-55.07264424,60.12068903
4.663274487,0.536596564,-1.87033054,-13.90609875,-55.09768392,60.03395814
4.661115906,0.5357706745,-1.870793796,-13.89183739,-55.12014771,59.9482225
4.658854553,0.5350380864,-1.871201311,-13.87933186,-55.13993683,59.86362728
4.65648804,0.5344039829,-1.871551229,-13.86862706,-55.1569525,59.78031769
4.654013976,0.5338735477,-1.871841691,-13.85976791,-55.17109593,59.69843891
4.651429972,0.5334519639,-1.87207084,-13.85279929,-55.18226834,59.61813613
4.648733637,0.5331444151,-1.872236817,-13.84776612,-55.19037093,59.53955455
4.645922581,0.5329560847,-1.872337766,-13.84471328,-55.19530493,59.46283934
4.642994415,0.532892156,-1.872371829,-13.8436857,-55.19697155,59.38813571
4.639921882,0.5329773047,-1.872371644,-13.84514408,-55.19689499,59.31444781
4.636682621,0.5332287613,-1.87237035,-13.84944039,-55.19661893,59.2406754
4.633281585,0.5336405415,-1.872366838,-13.85645638,-55.19607377,59.1668071
4.629723725,0.534206661,-1.87236,-13.86607382,-55.19518994,59.0928315
4.626013994,0.5349211355,-1.872348726,-13.87817444,-55.19389786,59.0187372
4.622157343,0.5357779807,-1.872331907,-13.89264,-55.19212792,58.9445128
4.618158726,0.5367712124,-1.872308435,-13.90935226,-55.18981056,58.87014691
4.614023093,0.5378948463,-1.8722772,-13.92819297,-55.18687619,58.79562814
4.609755397,0.5391428981,-1.872237093,-13.94904388,-55.18325521,58.72094507
4.605360591,0.5405093835,-1.872187006,-13.97178674,-55.17887806,58.64608632
4.600843626,0.5419883182,-1.87212583,-13.99630331,-55.17367513,58.57104048
4.596209455,0.5435737179,-1.872052455,-14.02247534,-55.16757686,58.49579616
4.591463029,0.5452595984,-1.871965774,-14.05018458,-55.16051364,58.42034196
4.586609301,0.5470399754,-1.871864676,-14.07931279,-55.15241591,58.34466647
4.581653222,0.5489088645,-1.871748053,-14.10974171,-55.14321407,58.26875832
4.576599746,0.5508602815,-1.871614796,-14.14135311,-55.13283854,58.19260608
4.571453823,0.5528882421,-1.871463796,-14.17402873,-55.12121973,58.11619837
4.566220407,0.5549867621,-1.871293944,-14.20765033,-55.10828807,58.0395238
4.560904449,0.5571498571,-1.871104131,-14.24209965,-55.09397396,57.96257095
4.555510901,0.5593715429,-1.870893249,-14.27725846,-55.07820782,57.88532843
4.550044715,0.5616458351,-1.870660188,-14.31300851,-55.06092006,57.80778485
4.544510845,0.5639667496,-1.870403839,-14.34923154,-55.04204111,57.7299288
4.538914241,0.5663283019,-1.870123093,-14.38580932,-55.02150138,57.6517489
4.533259855,0.5687245078,-1.869816843,-14.42262359,-54.99923127,57.57323373
4.527552641,0.5711493831,-1.869483977,-14.45955611,-54.97516122,57.49437191
4.52179755,0.5735969435,-1.869123389,-14.49648862,-54.94922162,57.41515203
4.515999534,0.5760612046,-1.868733968,-14.53330289,-54.92134291,57.33556269
4.510163545,0.5785361822,-1.868314605,-14.56988067,-54.89145549,57.2555925
4.504294535,0.5810158919,-1.867864193,-14.6061037,-54.85948978,57.17523007
4.498397458,0.5834943496,-1.867381621,-14.64185375,-54.82537619,57.09446398
4.492477263,0.585965571,-1.866865782,-14.67701256,-54.78904514,57.01328285
4.486538905,0.5884235716,-1.866315565,-14.71146188,-54.75042705,56.93167528
4.480587334,0.5908623674,-1.865729863,-14.74508348,-54.70945233,56.84962986
4.474627503,0.5932759739,-1.865107566,-14.7777591,-54.66605139,56.7671352
4.468664364,0.5956584068,-1.864447564,-14.8093705,-54.62015466,56.6841799
4.46270287,0.598003682,-1.863748751,-14.83979942,-54.57169254,56.60075257
4.456747971,0.6003058152,-1.863010015,-14.86892763,-54.52059545,56.5168418
4.450804622,0.6025588219,-1.862230249,-14.89663687,-54.46679381,56.4324362
4.444877772,0.604756718,-1.861408343,-14.9228089,-54.41021804,56.34752436
4.438972376,0.6068935192,-1.860543189,-14.94732547,-54.35079854,56.2620949
4.433093384,0.6089632411,-1.859633678,-14.97006833,-54.28846573,56.17613641
4.427245749,0.6109598996,-1.8586787,-14.99091924,-54.22315003,56.0896375
4.421434422,0.6128775102,-1.857677147,-15.00975995,-54.15478186,56.00258676
4.415664357,0.6147100888,-1.85662791,-15.02647221,-54.08329163,55.91497281
4.409940506,0.6164516511,-1.855529879,-15.04093777,-54.00860975,55.82678423
4.404267819,0.6180962127,-1.854381947,-15.0530384,-53.93066664,55.73800963
4.39865125,0.6196377893,-1.853183003,-15.06265583,-53.84939272,55.64863762
4.393095751,0.6210703968,-1.85193194,-15.06967182,-53.76471839,55.5586568
4.387606273,0.6223880507,-1.850627648,-15.07396814,-53.67657409,55.46805577
4.382187769,0.6235847669,-1.849269018,-15.07542652,-53.58489021,55.37682312
4.376691146,0.6246882919,-1.847672876,-15.0620777,-53.48595609,55.28280595
4.370973149,0.6257317607,-1.845668886,-15.02275279,-53.37645293,55.18404166
4.365047485,0.6267172714,-1.843275199,-14.95853414,-53.25689902,55.08080434
4.358927865,0.6276469223,-1.840509961,-14.87050409,-53.12781264,54.97336808
4.352627995,0.6285228117,-1.837391323,-14.75974495,-52.98971204,54.86200697
4.346161585,0.6293470377,-1.833937432,-14.62733909,-52.84311551,54.7469951
4.339542342,0.6301216986,-1.830166438,-14.47436882,-52.68854132,54.62860657
4.332783975,0.6308488926,-1.826096489,-14.30191649,-52.52650774,54.50711545
4.325900193,0.631530718,-1.821745735,-14.11106444,-52.35753305,54.38279585
4.318904704,0.632169273,-1.817132323,-13.902895,-52.18213552,54.25592185
4.311811216,0.6327666558,-1.812274403,-13.67849051,-52.00083343,54.12676754
4.304633438,0.6333249646,-1.807190123,-13.4389333,-51.81414504,53.99560702
4.297385078,0.6338462978,-1.801897633,-13.18530571,-51.62258863,53.86271437
4.290079845,0.6343327534,-1.796415081,-12.91869008,-51.42668248,53.72836368
4.282731447,0.6347864297,-1.790760616,-12.64016875,-51.22694486,53.59282904
4.275353591,0.635209425,-1.784952386,-12.35082405,-51.02389404,53.45638455
4.267959988,0.6356038375,-1.77900854,-12.05173832,-50.81804829,53.31930428
4.260564345,0.6359717655,-1.772947228,-11.74399389,-50.60992589,53.18186235
4.25318037,0.636315307,-1.766786598,-11.42867311,-50.40004511,53.04433282
4.245821772,0.6366365605,-1.760544798,-11.1068583,-50.18892423,52.90698981
4.23850226,0.6369376241,-1.754239978,-10.77963182,-49.97708152,52.77010738
4.231235541,0.637220596,-1.747890286,-10.44807598,-49.76503525,52.63395964
4.224035324,0.6374875745,-1.741513871,-10.11327313,-49.5533037,52.49882067
4.216915318,0.6377406577,-1.735128882,-9.776305615,-49.34240514,52.36496457
4.209889231,0.6379819441,-1.728753468,-9.438255759,-49.13285784,52.23266542
4.202970771,0.6382135316,-1.722405776,-9.100205903,-48.92518008,52.10219732
4.196173647,0.6384375187,-1.716103957,-8.763238384,-48.71989013,51.97383435
4.189511567,0.6386560035,-1.709866159,-8.428435539,-48.51750627,51.84785061
4.182998239,0.6388710842,-1.703710531,-8.096879703,-48.31854676,51.72452019
4.176647373,0.6390848592,-1.697655221,-7.769653215,-48.12352988,51.60411716
4.170472675,0.6392994265,-1.691718379,-7.447838411,-47.93297391,51.48691564
4.164487856,0.6395168845,-1.685918152,-7.132517628,-47.74739711,51.3731897
4.158706622,0.6397393313,-1.680272691,-6.824773202,-47.56731777,51.26321344
4.153142684,0.6399688652,-1.674800142,-6.52568747,-47.39325416,51.15726094
4.147809748,0.6402075845,-1.669518657,-6.236342769,-47.22572454,51.0556063
4.142721523,0.6404575873,-1.664446382,-5.957821437,-47.06524719,50.95852361
4.137891718,0.6407209719,-1.659601468,-5.691205808,-46.91234039,50.86628696
4.133334041,0.6409998366,-1.655002062,-5.437578222,-46.76752241,50.77917043
4.129062201,0.6412962795,-1.650666313,-5.198021013,-46.63131153,50.69744812
4.125089906,0.6416123988,-1.646612371,-4.97361652,-46.50422601,50.62139411
4.121430864,0.6419502929,-1.642858384,-4.765447078,-46.38678413,50.55128251
4.118098784,0.6423120599,-1.639422501,-4.574595025,-46.27950416,50.48738739
4.115107374,0.6426997981,-1.63632287,-4.402142697,-46.18290438,50.42998285
4.112470342,0.6431156057,-1.633577641,-4.249172431,-46.09750306,50.37934298
4.110201398,0.6435615809,-1.631204962,-4.116766565,-46.02381848,50.33574186
