ope_tip_data.tx,ope_tip_data.ty,ope_tip_data.tz,hyoid_tip_data.tx,hyoid_tip_data.ty,hyoid_tip_data.tz,upper_jaw_tip_data.tx,upper_jaw_tip_data.ty,upper_jaw_tip_data.tz,lower_jaw_tip_data.tx,lower_jaw_tip_data.ty,lower_jaw_tip_data.tz
0.8187255666,-0.8186447215,1.870748674,2.361515817,1.112157536,0.4553287219,4.238613033,2.652069937,0.4612715704,4.085616485,2.151843018,0.3715200721
0.8184669361,-0.8194132851,1.869202138,2.360240286,1.113347825,0.4551447127,4.232055675,2.655985865,0.4611723079,4.083149738,2.153893336,0.3713633809
0.8183177139,-0.8200438104,1.867887271,2.359135205,1.114534802,0.4550846684,4.22552321,2.660007221,0.4611160971,4.080702368,2.156037239,0.3711750886
0.8182204232,-0.8206010328,1.866678503,2.358146823,1.115725509,0.4550977709,4.218784998,2.664208978,0.4611748147,4.078273495,2.158227049,0.3709788477
0.8181177247,-0.8211495237,1.865449985,2.357221277,1.116927241,0.4551322321,4.211938684,2.668442892,0.4613273666,4.075862252,2.160415942,0.3707971675
0.8179524209,-0.8217537189,1.864075607,2.356304634,1.118147464,0.4551354399,4.205082513,2.672561034,0.4615533088,4.073467814,2.162557909,0.3706514749
0.8176674821,-0.8224778752,1.862428934,2.35534294,1.119393785,0.4550540377,4.198315293,2.67641589,0.4618327052,4.071089379,2.16460774,0.3705620439
0.8172640331,-0.8232536694,1.860708931,2.354425155,1.120657709,0.4549858236,4.191720385,2.680032619,0.4622084521,4.068684221,2.166627871,0.3705456973
0.8167903259,-0.8239794659,1.859165972,2.353656681,1.121926141,0.4550438044,4.185369621,2.683501035,0.4626951967,4.066222562,2.168700404,0.3705963983
0.8162601382,-0.8246692478,1.857750572,2.353008138,1.123199958,0.4551965104,4.179344905,2.686770916,0.463231291,4.063723053,2.170810189,0.3706993251
0.8156872226,-0.8253368717,1.856413459,2.35245004,1.124480067,0.4554120618,4.173728188,2.689792049,0.4637555019,4.061204412,2.172942047,0.3708398862
0.8150853323,-0.825996086,1.855105582,2.351952838,1.125767384,0.455658272,4.168601491,2.692514305,0.4642068743,4.058685438,2.175080766,0.3710037292
0.814468237,-0.8266605415,1.853778114,2.351486953,1.127062823,0.4559027267,4.164046921,2.694887704,0.4645245774,4.056185011,2.1772111,0.3711767447
0.8138497327,-0.8273437945,1.852382458,2.35102279,1.128367286,0.4561128398,4.159923872,2.697042805,0.4646508759,4.053722099,2.179317766,0.3713450663
0.8132436424,-0.828059302,1.850870243,2.350530754,1.129681663,0.4562558846,4.156044086,2.699114444,0.4645679697,4.051315759,2.18138545,0.3714950661
0.81266381,-0.8288204096,1.849193328,2.34998124,1.13100685,0.4562990023,4.152418495,2.701058977,0.4642756589,4.048985133,2.183398814,0.3716133452
0.8121240861,-0.8296403325,1.847303786,2.349344623,1.132343756,0.4562091859,4.149058341,2.702832468,0.4637746611,4.046749445,2.185342503,0.37168672
0.8116383074,-0.8305321287,1.845153907,2.348591231,1.133693342,0.4559532409,4.145975155,2.704390738,0.4630664876,4.044627993,2.187201152,0.3717022034
0.8111643717,-0.8316676569,1.842294809,2.347814058,1.135014058,0.4554739694,4.143208377,2.705651315,0.4623146161,4.042607713,2.188953722,0.3716756014
0.8106654346,-0.8331041308,1.838583482,2.347098074,1.136282683,0.4547862172,4.140788612,2.706563129,0.461664343,4.040656538,2.190612868,0.3716332446
0.8101631116,-0.8346837326,1.834431662,2.346401271,1.137527703,0.4539645641,4.138714447,2.707128616,0.4610904392,4.038765369,2.192213513,0.3715783899
0.8096791042,-0.8362511359,1.830251947,2.345681249,1.138777498,0.4530835454,4.136984592,2.707349923,0.4605677228,4.036925196,2.193790223,0.37151485
0.8092353283,-0.8376539604,1.826457926,2.344895185,1.140060279,0.452217704,4.135597797,2.707229109,0.4600709815,4.035127099,2.195377197,0.3714470613
0.8088539061,-0.8387424902,1.823464118,2.343999865,1.141404052,0.4514415399,4.134552737,2.706768368,0.4595748068,4.03336224,2.197008286,0.3713800449
0.8084901621,-0.8397918695,1.82021874,2.343014484,1.142895218,0.4505896601,4.133892284,2.706046645,0.4587993839,4.031712563,2.198600364,0.3712363036
0.8080988906,-0.841072797,1.815830365,2.341993397,1.144550896,0.4495222769,4.133629975,2.705113635,0.4576298816,4.030223512,2.200081495,0.3709759518
0.8077023521,-0.8424328844,1.810953811,2.34094611,1.146294615,0.4483519146,4.133720489,2.703927657,0.4562881526,4.028831494,2.20150197,0.3706603753
0.8073258432,-0.8437256255,1.806242267,2.339882416,1.148049262,0.447190507,4.134118649,2.70244695,0.4549958339,4.027472848,2.202911834,0.3703505388
0.8069983069,-0.8448111302,1.802347021,2.33881241,1.14973705,0.4461492672,4.134779022,2.70063014,0.4539732611,4.026083869,2.204360844,0.3701070389
0.8067508374,-0.8455540141,1.799917781,2.337746505,1.151279585,0.4453387455,4.135655094,2.698436933,0.4534375592,4.024600781,2.20589854,0.3699900254
0.8065441242,-0.8460505079,1.798457972,2.336537472,1.152795038,0.4446369974,4.137020349,2.695780434,0.4530757017,4.023183119,2.207446594,0.3699109791
0.806327901,-0.846483316,1.79708387,2.335074526,1.154430127,0.4438646644,4.139038647,2.692680363,0.4525030726,4.021994695,2.208909945,0.3697595902
0.8061164341,-0.8468474276,1.79586334,2.333423176,1.156148873,0.4430458856,4.141496867,2.689257588,0.4518251536,4.020977886,2.210313254,0.3695619476
0.8059238338,-0.847137685,1.794863554,2.331649232,1.157915258,0.4422051392,4.144180704,2.685632733,0.4511473725,4.020074813,2.211681437,0.3693430254
0.8057639461,-0.8473486492,1.794150918,2.329818862,1.159693227,0.4413674525,4.146874581,2.68192571,0.4505757384,4.019227357,2.213039561,0.369126786
0.8056502253,-0.8474744484,1.793791054,2.327998639,1.161446681,0.4405585095,4.149361898,2.678254865,0.4502177244,4.01837716,2.214412804,0.368936221
0.8055955861,-0.847508611,1.793848839,2.32625555,1.163139473,0.4398046562,4.152174617,2.674177555,0.4502355276,4.017465632,2.215826456,0.3687933336
0.8056122393,-0.8474438835,1.794388503,2.324656986,1.164735399,0.4391328044,4.155860105,2.669281825,0.4506453806,4.016433939,2.217305989,0.3687190611
0.8057115081,-0.8472720345,1.795473774,2.323270697,1.166198189,0.4385702347,4.160225391,2.66372864,0.45134196,4.015222982,2.218877166,0.3687331387
0.8059036282,-0.8469836438,1.797168074,2.322164719,1.167491501,0.4381442989,4.165079891,2.657675576,0.4522293357,4.013773374,2.220566217,0.3688539047
0.8061975295,-0.8465678792,1.799534769,2.321407264,1.168578901,0.4378820224,4.170236386,2.65127529,0.453224505,4.012025388,2.222400047,0.3690980475
0.8066445904,-0.8458722587,1.802936606,2.320681463,1.169631117,0.4377606133,4.17543758,2.644897282,0.4541355351,4.010310695,2.224299954,0.3694116023
0.8072436325,-0.8448314395,1.80744337,2.319744012,1.170776525,0.437729978,4.180449116,2.638831213,0.454793749,4.00886647,2.226190994,0.369742789
0.8079253045,-0.8435658275,1.812677345,2.318773457,1.171915635,0.4377748515,4.185123735,2.633099102,0.4551743085,4.007490726,2.228107063,0.3701088192
0.8086237922,-0.8421999387,1.818258,2.317948126,1.172949776,0.4378786094,4.189317354,2.627714413,0.4552678351,4.005981097,2.230082989,0.370524758
0.8092778644,-0.8408638669,1.823801759,2.317445884,1.173781235,0.4380227871,4.192888461,2.622682487,0.4550789387,4.004134697,2.232154852,0.3710030326
0.8098312193,-0.8396937856,1.828922157,2.317443825,1.174313408,0.4381864515,4.195697346,2.618001615,0.4546237918,4.001747938,2.234360669,0.371552897
0.8103341229,-0.8384471288,1.834582386,2.317823894,1.174671264,0.43859757,4.197995741,2.613400314,0.4540658928,3.998796218,2.236781891,0.3722441392
0.8108496981,-0.8368631564,1.841608041,2.318359177,1.175009608,0.439386505,4.200127207,2.608649181,0.4534913459,3.995467965,2.239421807,0.3730839214
0.811350839,-0.8350618911,1.849402358,2.319062232,1.175277968,0.4403830054,4.202091948,2.603801691,0.4528138353,3.991879596,2.242201599,0.3739902152
0.8118221919,-0.833175986,1.857365145,2.319945146,1.17542628,0.4414158668,4.203892126,2.598905549,0.4519575225,3.988149086,2.245040417,0.3748885397
0.8122619962,-0.8313528631,1.864892596,2.321019594,1.175404758,0.4423129257,4.20553187,2.594001823,0.4508580633,3.984396254,2.247855096,0.3757126281
0.8126811994,-0.8297539125,1.871377813,2.322296854,1.175163918,0.4429012599,4.207017094,2.589124484,0.4494628632,3.980743281,2.250559379,0.3764053462
0.8131167147,-0.8282668924,1.877402465,2.323886864,1.174707776,0.4432614288,4.208283826,2.584400805,0.4478649947,3.976718357,2.25345038,0.3770713089
0.8135829705,-0.8266749318,1.883878343,2.325855165,1.174080496,0.4435867485,4.209249213,2.579990903,0.446215159,3.971889096,2.256815655,0.3778121413
0.8140661095,-0.8249923949,1.890691811,2.328146044,1.173293239,0.4438733796,4.209892703,2.575968367,0.4445618451,3.96643988,2.260549787,0.3785772306
0.8145541722,-0.8232357361,1.897728929,2.330703728,1.172357359,0.4441183432,4.210194311,2.572402366,0.4429593989,3.960556946,2.264543677,0.3793226516
0.8150372477,-0.8214236803,1.904875439,2.333472423,1.171284445,0.4443200339,4.210134111,2.569359747,0.4414647136,3.954429107,2.268683403,0.3800131157
0.8155075401,-0.819577313,1.912016765,2.336396361,1.17008633,0.4444786427,4.209312852,2.566799954,0.4400240641,3.948248286,2.272849593,0.3806231621
0.8159593501,-0.8177200773,1.919038042,2.33941984,1.168775085,0.4445964908,4.207500607,2.564594341,0.4385649535,3.94220985,2.276917307,0.3811375822
0.8163889711,-0.8158776782,1.925824157,2.342487277,1.16736297,0.4446782738,4.204929828,2.562683274,0.4371064977,3.936512683,2.280756355,0.3815510645
0.8167945002,-0.8140778937,1.932259794,2.345543271,1.165862375,0.4447312177,4.201831866,2.561012705,0.4356592351,3.931358956,2.284232032,0.3818670493
0.8171755637,-0.8123502909,1.938229489,2.348532683,1.164285715,0.4447651456,4.198437631,2.559531785,0.4342290113,3.926953569,2.287206198,0.3820957854
0.817532956,-0.8107258488,1.943617665,2.351400736,1.162645302,0.4447924562,4.194978085,2.558190961,0.4328199787,3.923503227,2.289538694,0.3822515808
0.8179025467,-0.8092524059,1.948355527,2.354233114,1.160786827,0.4444750312,4.191689553,2.556891003,0.4313857777,3.920103883,2.29177949,0.3823808894
0.8183091213,-0.8079202839,1.95257672,2.357149732,1.158619343,0.4436422604,4.188793223,2.555560712,0.4299258155,3.916044607,2.294375393,0.3825074789
0.8187347742,-0.8066720614,1.956469921,2.360146689,1.156251581,0.4425601946,4.186498251,2.554191511,0.428514482,3.911825213,2.297026558,0.3826201734
0.8191588076,-0.8054472369,1.960224531,2.363219048,1.153794304,0.4414945936,4.185014544,2.552773496,0.4272277609,3.907949064,2.299427434,0.3827170442
0.8195583025,-0.8041828018,1.964030584,2.36636114,1.151360031,0.4407109267,4.184552478,2.551296128,0.4261420552,3.90492241,2.301267765,0.382803418
0.8199081795,-0.8028133004,1.968078738,2.369567094,1.149062549,0.440475863,4.184291515,2.550218196,0.4253445966,3.90325321,2.302234385,0.3828886889
0.8202120955,-0.8014435942,1.972010848,2.372755143,1.146811881,0.4405164974,4.183587042,2.549720197,0.4247471765,3.902576099,2.302537584,0.3829941551
0.8205002426,-0.8001900953,1.975469361,2.375891963,1.144456502,0.4404514247,4.182867194,2.549443191,0.4242084342,3.902230439,2.302575097,0.3831295216
0.8207836522,-0.7990005418,1.978646676,2.37904364,1.142019222,0.4403830799,4.182485369,2.549157675,0.4237109198,3.902281117,2.302314636,0.3832862744
0.8210714915,-0.7978205269,1.981735612,2.382275044,1.13952388,0.4404085743,4.182795046,2.548633238,0.4232378543,3.902791959,2.301725173,0.3834533952
0.8213714524,-0.796593896,1.984929416,2.385649713,1.136995517,0.4406195868,4.184149733,2.547638578,0.4227730866,3.903825639,2.300777164,0.383617099
0.8216897005,-0.7952626863,1.988421773,2.389229444,1.134460872,0.4411020507,4.186438059,2.546608102,0.4224580037,3.905444139,2.299442042,0.3837619373
0.8220322282,-0.7938356912,1.992128528,2.393014381,1.131918932,0.441885078,4.189296843,2.545952795,0.4223885635,3.907938577,2.297548524,0.3838515367
0.8223979259,-0.7923676291,1.995830423,2.396952226,1.129346073,0.4429207117,4.192678912,2.545420074,0.4224725629,3.911456311,2.295003858,0.3838638869
0.8227808815,-0.7908678141,1.99951879,2.401024344,1.12673679,0.4441740666,4.196468492,2.54483082,0.422636223,3.915843297,2.29189804,0.3838041953
0.8231751393,-0.7893455741,2.003184876,2.405211801,1.124085698,0.4456090263,4.200549751,2.544004821,0.4228073396,3.920945414,2.288321418,0.3836775105
0.8235746946,-0.7878102495,2.006819838,2.409495175,1.121387747,0.4471877987,4.204806632,2.542761399,0.422914247,3.926608957,2.284364053,0.3834899986
0.8239734883,-0.7862711916,2.010414734,2.413854385,1.118638391,0.4488705558,4.2095736,2.541187417,0.4229510339,3.932681046,2.280115194,0.383249999
0.824365402,-0.7847377611,2.013960514,2.418268575,1.115833723,0.4506151573,4.215165291,2.539497965,0.422965941,3.939009932,2.275662838,0.3829688612
0.8247442547,-0.7832193253,2.017448014,2.422716036,1.112970557,0.4523769576,4.221435567,2.53770525,0.4229676371,3.945445204,2.271093408,0.3826615634
0.8251037996,-0.7817252556,2.020867947,2.42717417,1.110046466,0.4541086939,4.228238277,2.535821699,0.4229646759,3.951837911,2.266491532,0.3823471163
0.8254377213,-0.7802649244,2.024210892,2.431619504,1.107059774,0.455760454,4.235427264,2.533859937,0.4229655229,3.958040593,2.261939962,0.3820487573
0.8257396349,-0.778847701,2.027467292,2.436027748,1.104009483,0.4572797218,4.242856333,2.531832855,0.4229784253,3.963907225,2.257519619,0.3817939387
0.8260458536,-0.7774088168,2.030814692,2.440698238,1.100871478,0.4588875236,4.250436643,2.529679386,0.4230194216,3.970230343,2.252707678,0.3813883841
0.8263806617,-0.7759043294,2.034349491,2.445794009,1.097646565,0.4607411329,4.25806947,2.527368108,0.4231147163,3.977571087,2.247161959,0.3806754404
0.8267203255,-0.7743759773,2.037939848,2.45108994,1.094367519,0.4626993078,4.265593595,2.524957687,0.4232864865,3.985442586,2.241227337,0.3797563874
0.8270422358,-0.77286718,2.041453274,2.456367737,1.091059813,0.4646346395,4.272847507,2.522508532,0.423554955,3.993366682,2.235238324,0.3787572761
0.8273249195,-0.7714230617,2.04475662,2.461416282,1.087740479,0.4664344102,4.279669245,2.520083337,0.4239374567,4.000874737,2.229517294,0.3778323252
0.8275478725,-0.7700902474,2.047716143,2.466030633,1.08441863,0.4679993291,4.286500588,2.517545559,0.4243969463,4.007506945,2.224374813,0.3771629321
0.8277799361,-0.7688225458,2.050430809,2.470577413,1.08095364,0.4694060454,4.293866306,2.514668205,0.4247795022,4.01398939,2.219300409,0.3765289331
0.8280749722,-0.7675542256,2.053074971,2.475428521,1.077274665,0.4707825886,4.30167502,2.51145659,0.4250164248,4.021098461,2.213765146,0.3756271747
0.8283909722,-0.7663040839,2.055627515,2.480393163,1.073487801,0.4721220407,4.309743952,2.508063753,0.4251689275,4.028461529,2.208036956,0.3745503052
0.8286865183,-0.7650917343,2.058067281,2.485284644,1.069694476,0.4734279554,4.317891752,2.504640812,0.425304432,4.035715245,2.202372006,0.3734195095
0.8289207645,-0.7639375762,2.060373106,2.489920333,1.065991158,0.4747145573,4.325938685,2.501336182,0.4254979779,4.042505606,2.197013896,0.3723863215
0.8290533592,-0.7628626953,2.062523863,2.494121071,1.062469832,0.4760055638,4.333706663,2.498294984,0.4258330372,4.048486701,2.192194804,0.3716300353
0.8291093208,-0.7618268657,2.064603791,2.498061804,1.058940222,0.4773442361,4.341116399,2.495540866,0.4262850807,4.053973888,2.187662115,0.3711629668
0.8291402876,-0.7607857512,2.066687789,2.502012437,1.055191278,0.478743379,4.348104284,2.493064551,0.4267910113,4.059475205,2.183044805,0.3708456528
0.8291461714,-0.7597548252,2.068740694,2.505938329,1.051281297,0.4801867682,4.354517708,2.490956217,0.4273883575,4.064939102,2.17839003,0.370648251
0.8291269232,-0.7587497319,2.070727252,2.509804941,1.047268762,0.4816581627,4.360204945,2.489302645,0.4281210355,4.07031482,2.173744221,0.3705428745
0.8290825162,-0.7577862699,2.072612105,2.513577834,1.043212352,0.4831412679,4.36549594,2.487844434,0.4289937562,4.075552367,2.16915309,0.3705035497
0.829012925,-0.7568803673,2.074359804,2.517222672,1.039170955,0.4846196998,4.370755974,2.486335985,0.4299586942,4.080602489,2.164661657,0.3705061423
0.8289180995,-0.7560480467,2.075934808,2.520705208,1.035203666,0.4860769523,4.375887863,2.484880328,0.4309897164,4.085416615,2.160314285,0.3705282514
0.8287979348,-0.7553053821,2.077301492,2.523991277,1.031369796,0.4874963661,4.380795925,2.483576608,0.4320683332,4.089946794,2.156154732,0.3705490724
0.8286522361,-0.7546684469,2.078424157,2.527046781,1.027728862,0.4888610994,4.385386034,2.482519331,0.4331848167,4.09414562,2.152226215,0.3705492261
0.8284806788,-0.7541532521,2.079267046,2.529837669,1.024340584,0.4901541012,4.389565537,2.481797921,0.4343386766,4.09796614,2.148571488,0.3705105552
0.8282827644,-0.753775676,2.079794351,2.532329912,1.021264875,0.4913580872,4.393243045,2.481496628,0.4355384977,4.10136176,2.145232931,0.3704158874
0.8280254755,-0.7535001687,2.080178235,2.534671349,1.018235154,0.4926960538,4.396408718,2.481626609,0.4368719131,4.104355484,2.142105558,0.3705429339
0.8276955827,-0.7532881912,2.080552652,2.536982744,1.015039287,0.4943036537,4.399043496,2.482204716,0.4383933266,4.107031897,2.139073977,0.3710640352
0.8273213998,-0.7531503832,2.080823655,2.53918895,1.011819914,0.4960301123,4.401043224,2.483317836,0.4400709936,4.109436665,2.13616579,0.3718023833
0.8269301566,-0.7530964241,2.080896132,2.541214114,1.008720945,0.4977215619,4.402303878,2.485051239,0.4418752532,4.111615173,2.133409526,0.3725784697
0.8265478936,-0.7531349078,2.080673759,2.542981714,1.005887504,0.4992212459,4.402767864,2.487499198,0.4439746414,4.113612631,2.130834283,0.3732103284
0.8261994322,-0.7532732848,2.080059045,2.544414677,1.003465711,0.5003700371,4.4025021,2.490615355,0.4464060018,4.115474095,2.128469622,0.3735138064
0.8258144835,-0.7535462173,2.078965754,2.545611811,1.001366737,0.5013458374,4.40164477,2.49418903,0.4490786992,4.117078088,2.12627433,0.3737373912
0.8253358826,-0.7539604831,2.077452473,2.546694632,0.9994079504,0.5023852136,4.400351923,2.49801207,0.451914922,4.118323729,2.124200704,0.3741813088
0.8248070937,-0.7544807016,2.075637327,2.547620409,0.997594523,0.5034173429,4.398733326,2.501962725,0.4547061227,4.119286521,2.122269776,0.3747357424
0.8242716982,-0.7550716573,2.073637174,2.548347158,0.9959305403,0.5043734531,4.396898708,2.505920488,0.4572417472,4.120041591,2.120503383,0.3752884697
0.8237736873,-0.7556986206,2.071567525,2.54883346,0.9944193139,0.5051863342,4.394400144,2.510635366,0.459656159,4.120663743,2.118923944,0.375725017
0.8233576325,-0.7563275142,2.06954262,2.549038076,0.9930641291,0.5057894238,4.390917753,2.516618597,0.4621636753,4.121227496,2.117554325,0.3759289919
0.8229720418,-0.7570118291,2.067344157,2.548877971,0.9918813243,0.5061592777,4.386750205,2.523320795,0.4647298181,4.121646849,2.116357001,0.3759424097
0.8225418591,-0.7578158203,2.064724261,2.548330627,0.9908812776,0.5063343184,4.382201251,2.530178992,0.4673392898,4.12180105,2.115285874,0.3758917684
0.8220769451,-0.7587222151,2.061751845,2.547445455,0.990058936,0.5063405655,4.377578529,2.536698045,0.469921284,4.121712255,2.114351363,0.3757859748
0.8215875076,-0.7597140914,2.058495614,2.546271895,0.9894091772,0.506203981,4.373188444,2.542388148,0.4723952916,4.121402566,2.113563998,0.375633601
0.8210842407,-0.760775041,2.055024054,2.544859382,0.988926788,0.5059503257,4.368635122,2.547882104,0.4747675101,4.120894036,2.112934383,0.3754429254
0.8205784307,-0.7618892933,2.05140542,2.543257332,0.9886064329,0.5056050461,4.363395082,2.554044011,0.4770925833,4.120208671,2.112473176,0.3752219718
0.8200820301,-0.7630418006,2.047707729,2.541515128,0.9884426133,0.5051931924,4.357582114,2.56073785,0.4793519381,4.119368434,2.112191058,0.3749785472
0.8196076977,-0.7642182829,2.04399876,2.539682126,0.9884296191,0.5047393663,4.351309682,2.567827677,0.4815265584,4.118395247,2.11209872,0.3747202778
0.8191688063,-0.7654052352,2.040346066,2.537807669,0.988561471,0.5042676999,4.344691153,2.575176793,0.4835984491,4.117310989,2.112206844,0.3744546429
0.8187794164,-0.7665898968,2.036816986,2.53594112,0.9888318565,0.5038018643,4.337840018,2.582647041,0.485551921,4.116137502,2.112526093,0.3741890082
0.8184542171,-0.7677601822,2.033478674,2.534131895,0.989234059,0.5033651092,4.330870107,2.59009822,0.4873747015,4.114896583,2.113067099,0.3739306558
0.818158463,-0.7689806596,2.030041635,2.532124202,0.9897989875,0.5028485889,4.32387873,2.597373142,0.4891074398,4.113512633,2.113868835,0.3736445787
0.8178527264,-0.7702965364,2.026273311,2.529721277,0.9905612529,0.5021496569,4.316964861,2.604300651,0.4907754301,4.111920144,2.114932815,0.3733057539
0.8175459978,-0.7716683118,2.022326169,2.52706344,0.9915146954,0.5013062287,4.31024605,2.610715576,0.4923506783,4.11015606,2.116213294,0.3729366357
0.8172485081,-0.7730581836,2.01835269,2.524296071,0.9926442946,0.5003678884,4.303841093,2.616449738,0.4938110972,4.108257389,2.117664351,0.3725600267
0.8169717169,-0.7744300899,2.014505318,2.521571167,0.9939247706,0.49939868,4.297552725,2.621702312,0.4950453943,4.10626124,2.119239871,0.3721992013
0.8167282408,-0.7757496093,2.010936392,2.519047532,0.9953213863,0.4984770447,4.291116628,2.626813843,0.4959070359,4.104204894,2.120893473,0.3718781402
0.8165326563,-0.7770831062,2.007523823,2.516521687,0.9969702301,0.4975200171,4.284543418,2.631841008,0.4963881341,4.101984325,2.122796272,0.3715356454
0.8163826141,-0.7784948197,2.004067606,2.513741239,0.9989690705,0.4964036226,4.277840469,2.636831684,0.4965165399,4.099513135,2.125075576,0.3711172891
0.8162656387,-0.7799479807,2.000603332,2.51079881,1.001216473,0.495161417,4.271023516,2.641801884,0.4962939163,4.096855505,2.127618536,0.3706589851
0.8161686195,-0.7814055248,1.997166929,2.507791812,1.003605329,0.4938391425,4.264110814,2.646754904,0.4957421651,4.094076136,2.130311524,0.3701984912
0.8160778297,-0.7828301205,1.993794639,2.504823224,1.006022538,0.4924960702,4.257124032,2.651681008,0.4949050837,4.091240389,2.13303999,0.3697758288
0.8159789255,-0.7841841548,1.99052299,2.502001555,1.008349495,0.4912042711,4.250089021,2.656557872,0.4938488786,4.088414392,2.135688347,0.3694335526
0.8158955925,-0.7854985629,1.987360378,2.499252816,1.010751837,0.4899297767,4.243045841,2.661364576,0.492641653,4.085528854,2.138408972,0.3691250066
0.8158569322,-0.7868277408,1.98428044,2.49643676,1.013442442,0.4885898595,4.236036494,2.666072613,0.4913807938,4.08247985,2.141403776,0.3687808174
0.8158560121,-0.7881687743,1.981267801,2.493566386,1.016369967,0.4871922359,4.229096596,2.670634073,0.4902051892,4.079282208,2.144630634,0.3684114705
0.8158856064,-0.7895184475,1.978307181,2.490654981,1.01948287,0.4857454608,4.222206423,2.67495838,0.4890556513,4.075950801,2.148047411,0.3680274366
0.8159382212,-0.7908732747,1.975383397,2.487716149,1.022729418,0.4842588989,4.215314508,2.679009403,0.4878006353,4.072500556,2.15161198,0.3676391321
0.8160061087,-0.7922295211,1.972481373,2.484763812,1.026057689,0.4827426878,4.208411425,2.682818307,0.4864776311,4.068946456,2.155282237,0.3672568922
0.8160812712,-0.7935832102,1.969586131,2.481812221,1.029415583,0.4812076897,4.201487164,2.68641838,0.4851201816,4.065303547,2.159016106,0.3668909561
0.8161554549,-0.7949301216,1.966682783,2.478875951,1.032750833,0.4796654344,4.194531112,2.689844851,0.483758134,4.061586945,2.162771549,0.3665514659
0.8162201328,-0.7962657749,1.963756519,2.475969889,1.036011019,0.4781280514,4.187532033,2.693134735,0.4824178519,4.05781184,2.166506568,0.3662484776
0.8162664768,-0.7975854037,1.960792579,2.473109215,1.039143588,0.4766081936,4.180478051,2.696326702,0.4811223883,4.053993511,2.170179202,0.3659919849
0.8162853196,-0.7988839172,1.957776234,2.470309377,1.042095875,0.4751189507,4.17335663,2.69946099,0.4798916166,4.050147326,2.173747523,0.3657919558
0.8163217384,-0.8000669147,1.954911051,2.467559828,1.045115092,0.4736840231,4.166148114,2.702630107,0.4786519784,4.04618414,2.17739562,0.3656228645
0.8164072888,-0.8010986523,1.952309906,2.464836264,1.048384775,0.4723064591,4.158844528,2.705904053,0.4773572075,4.042042088,2.181266741,0.3654603911
0.81651221,-0.8020613155,1.949821931,2.462131974,1.05175857,0.4709646176,4.151449946,2.70929184,0.4760635916,4.037777275,2.185258625,0.3653148109
0.8166065829,-0.8030365498,1.947296243,2.459438326,1.055092485,0.4696319799,4.14383105,2.712580001,0.4750060824,4.033445336,2.189270424,0.365194082
0.8166602619,-0.8041054527,1.944581994,2.456745007,1.058244794,0.4682773911,4.135946337,2.715604069,0.4742868045,4.029101399,2.19320279,0.3651037065
0.8166429071,-0.8053484935,1.941528311,2.45403999,1.061076052,0.4668648685,4.127939901,2.718436401,0.4737795142,4.024800148,2.196957748,0.3650468831
0.8166120408,-0.8067214133,1.938178489,2.451235316,1.063633005,0.4653701022,4.119896095,2.721209376,0.4732355915,4.020365671,2.200699762,0.3649733669
0.8166229132,-0.8081193225,1.934710517,2.4483036,1.066072229,0.4638212731,4.111915673,2.724050465,0.4724336986,4.015662383,2.204600582,0.3648558878
0.8166428946,-0.8095321407,1.931175051,2.445322064,1.068421269,0.4622563059,4.10417402,2.727001322,0.4713274418,4.010805214,2.208574463,0.3647300335
0.8166411202,-0.8109512073,1.927622241,2.442367692,1.070708231,0.4607117645,4.096375453,2.729987895,0.4702212219,4.005909092,2.21253629,0.3646305876
0.8165885696,-0.8123693487,1.924101699,2.43951719,1.072961852,0.4592227777,4.088264607,2.732904143,0.4693940929,4.001088947,2.216401601,0.3645915333
0.8164579837,-0.8137808018,1.920662417,2.4368469,1.07521175,0.4578231598,4.080081275,2.735732297,0.4687832518,3.996459709,2.220086558,0.3646460979
0.8162644698,-0.8152774341,1.917086241,2.43432955,1.077410931,0.4564677231,4.07200074,2.738460889,0.4682717513,3.991854095,2.223684901,0.3647518199
0.8160411884,-0.8169259497,1.913182608,2.431882728,1.079502078,0.4550972077,4.064182548,2.741085137,0.4677135838,3.987059575,2.227332506,0.3648472674
0.815789495,-0.8186842503,1.909041166,2.429499682,1.08150019,0.4537233543,4.056845169,2.743589636,0.4670156537,3.982123335,2.231009071,0.3649370008
0.8155111939,-0.8205109438,1.904751354,2.427173613,1.083420202,0.4523577086,4.04980409,2.745991478,0.4662782635,3.977092748,2.234694123,0.3650260557
0.8152085237,-0.8223654151,1.900402415,2.424897676,1.085276975,0.4510116201,4.042761163,2.748313443,0.4656529655,3.972015401,2.238366994,0.3651200137
0.8148841399,-0.8242078594,1.896083402,2.422664974,1.087085284,0.4496962337,4.035764049,2.750548585,0.4651240956,3.966939106,2.242006799,0.3652250597
0.8145410943,-0.8259992788,1.89188316,2.420468563,1.088859814,0.4484224774,4.028859456,2.752691491,0.4646724002,3.961911921,2.245592437,0.3653480279
0.8141828112,-0.8277014441,1.887890305,2.418301452,1.090615152,0.4472010431,4.022093395,2.754737949,0.4642759851,3.956982159,2.249102584,0.3654964342
0.8138130609,-0.8292768193,1.884193184,2.41615662,1.092365785,0.4460423619,4.015511391,2.756684683,0.4639110892,3.952198397,2.252515709,0.365678498
0.8134359299,-0.8306884517,1.880879817,2.414027025,1.094126093,0.4449565748,4.009158646,2.758529145,0.4635526821,3.947609479,2.255810092,0.3659031504
