frame,A01_data.tx,A01_data.ty,A01_data.tz,AA01_data.tx,AA01_data.ty,AA01_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz
1069,-0.3114820559,1.089699405,-1.047630568,1.824054078,0.5382122403,-0.9102223252,1.381974282,0.5084910366,1.636778936,1.358909937,0.5549939164,1.521369592,1.246751,0.5984720179,1.535250546,1.750271584,0.498652167,1.49154364,2.032130541,-0.514188177,1.653872517,1.880990797,-0.3864632497,1.808100646,NaN,NaN,NaN,NaN,NaN,NaN,1.751007909,0.4710123877,1.356958259,NaN,NaN,NaN,2.087381211,0.6344817338,0.1810848969,2.107564752,0.3899755639,-1.134229617,1.997726803,0.3860987551,1.588013319,2.567656648,0.4379725733,-0.9364325899
1070,-0.3120914995,1.088033361,-1.048382883,1.836630378,0.5261719735,-0.9017442246,1.416438807,0.4982408696,1.640310037,1.409976455,0.5441577963,1.528443426,1.299964117,0.5899205651,1.541419523,1.803699278,0.4831730359,1.495121525,2.028682177,-0.516505811,1.656362752,1.877393341,-0.3874675935,1.810685626,NaN,NaN,NaN,NaN,NaN,NaN,1.811030221,0.4621852011,1.36222732,NaN,NaN,NaN,2.154411288,0.6501197623,0.2116140297,2.153445639,0.3855018009,-1.116987011,2.036387477,0.3566052039,1.593538684,2.612008767,0.452266039,-0.9060288446
1071,-0.312799302,1.086034095,-1.049069395,1.85130698,0.5120862211,-0.8920670074,1.450381282,0.4896104263,1.644151992,1.462575067,0.5348562715,1.53595958,1.355071667,0.5838861061,1.547750025,1.860285416,0.4672974394,1.500208255,2.02520004,-0.5181340306,1.659358414,1.874085416,-0.3874353481,1.813525699,NaN,NaN,NaN,NaN,NaN,NaN,1.872533522,0.4543523093,1.368979799,NaN,NaN,NaN,2.223000069,0.6657857094,0.2411302852,2.202595799,0.3796421601,-1.100839399,2.076390035,0.3235927068,1.599645335,2.656830636,0.4703553259,-0.8708707403
1072,-0.3135846197,1.084021675,-1.0495723,1.86730414,0.4979600264,-0.8814320095,1.483449063,0.4812646981,1.649064722,1.514509214,0.5247659331,1.5443406,1.409541302,0.5773543687,1.555065373,1.91537811,0.4499083441,1.506007483,2.021643704,-0.5199503092,1.662469563,1.87070982,-0.3874024292,1.8165488,NaN,NaN,NaN,NaN,NaN,NaN,1.932794043,0.4448726799,1.375878015,NaN,NaN,NaN,2.291527368,0.6815982556,0.2703521741,2.25084297,0.3742876087,-1.08406761,2.114381296,0.289268118,1.605473973,2.699435525,0.4889556448,-0.8366011704
1073,-0.3144260767,1.082316189,-1.049773984,1.8838482,0.4857969084,-0.8700877917,1.51528926,0.4718690504,1.655797811,1.563581286,0.5115663412,1.553995083,1.460838317,0.5673150625,1.564175562,1.964325437,0.4298968287,1.511707618,2.017971877,-0.5228335178,1.665306912,1.866908293,-0.3884056432,1.819684205,NaN,NaN,NaN,NaN,NaN,NaN,1.989085126,0.43111007,1.381569318,NaN,NaN,NaN,2.358379454,0.6976707244,0.2999898871,2.294022905,0.3713315115,-1.064962147,2.147014144,0.2558430257,1.61014769,2.737134963,0.5047764871,-0.8088647248
1074,-0.3153843613,1.080881082,-1.049543563,1.902680581,0.4747370319,-0.8575010585,1.546633128,0.4633209376,1.664874158,1.61172045,0.4965408079,1.565548835,1.510893882,0.5552844677,1.575454301,2.009300312,0.4073396291,1.518224673,2.014793568,-0.5257766465,1.667910543,1.863401915,-0.3892181304,1.822889903,NaN,NaN,NaN,NaN,NaN,NaN,2.04354744,0.4139650683,1.386850774,NaN,NaN,NaN,2.424452067,0.715417508,0.3305003406,2.333899849,0.3710478734,-1.043529052,2.17597316,0.2227303788,1.613902913,2.7704629,0.5190731279,-0.7857095069
1075,-0.3165022527,1.0794655,-1.048899299,1.925197139,0.4629436381,-0.8432330826,1.578075711,0.4574609396,1.676013161,1.661419213,0.48193702,1.579013489,1.562430978,0.544123337,1.588504827,2.054665627,0.3830690968,1.52657932,2.012438935,-0.5276753856,1.670581652,1.860800708,-0.3885127694,1.826193737,NaN,NaN,NaN,NaN,NaN,NaN,2.099146253,0.3957442957,1.39306243,NaN,NaN,NaN,2.491323375,0.7354403398,0.3615872647,2.374282562,0.3722430248,-1.020979911,2.20443921,0.1880890112,1.617485991,2.801600328,0.5348306189,-0.7621959587
1076,-0.3177311674,1.078067975,-1.047947499,1.950110164,0.4509533759,-0.8276794225,1.609058097,0.4528676459,1.688751608,1.711323219,0.466881526,1.593866846,1.61410019,0.532839047,1.60297274,2.099053717,0.3571141683,1.53610716,2.010446868,-0.5292634987,1.67332283,1.858578162,-0.3871765189,1.829630788,NaN,NaN,NaN,NaN,NaN,NaN,2.154388438,0.3759229416,1.399656236,NaN,NaN,NaN,2.558406462,0.7566247312,0.3928286772,2.414079031,0.3746071317,-0.9974172284,2.23131275,0.1522517796,1.620771928,2.830324524,0.5513455259,-0.7394844736
1077,-0.319022705,1.07668689,-1.046794671,1.976131299,0.4393019035,-0.8112352611,1.639018682,0.4481174773,1.70262734,1.760075751,0.4504984825,1.60958839,1.664549937,0.5204366027,1.618505773,2.141095245,0.3295019419,1.546144373,2.008355261,-0.5312746368,1.676137135,1.856206693,-0.3860961927,1.833236967,NaN,NaN,NaN,NaN,NaN,NaN,2.207778946,0.353974231,1.406086037,NaN,NaN,NaN,2.625112441,0.7778494843,0.4238080618,2.452196088,0.3778267227,-0.9729408246,2.255492954,0.1155503839,1.623633942,2.856410261,0.5679088806,-0.7187316204
1078,-0.3203286886,1.075320346,-1.045547581,2.001971212,0.4285227358,-0.7942952716,1.667393425,0.4417838806,1.717180119,1.806317672,0.4319086477,1.625659619,1.712426503,0.5059176808,1.634754265,2.17941879,0.3002568256,1.556027275,2.005701203,-0.5344425556,1.679028451,1.853157917,-0.3861587033,1.837049546,NaN,NaN,NaN,NaN,NaN,NaN,2.25782061,0.3293687747,1.411807398,NaN,NaN,NaN,2.690850733,0.7979862944,0.4541151545,2.487539518,0.3815840748,-0.9476472403,2.27587749,0.07831529636,1.625942989,2.879629873,0.583806259,-0.7010898898
1079,-0.3216011925,1.073966092,-1.044313278,2.026339449,0.4191466509,-0.7772532671,1.693615853,0.4324369736,1.731951484,1.848687247,0.4102290353,1.64156363,1.756373915,0.4882802192,1.651370811,2.212650536,0.2694004443,1.565091744,2.002021021,-0.5395012149,1.682001325,1.848902716,-0.388251197,1.841107054,NaN,NaN,NaN,NaN,NaN,NaN,2.303013906,0.3015746279,1.416276898,NaN,NaN,NaN,2.755029172,0.8158997795,0.4833459339,2.519014108,0.3855569224,-0.9216294747,2.291362405,0.04087603274,1.627567402,2.899753339,0.5983187066,-0.687707902
1080,-0.3227925544,1.072621532,-1.043199095,2.047944465,0.411701658,-0.7605016358,1.717116824,0.4186436417,1.74648361,1.885819853,0.3845732319,1.656783955,1.795033639,0.4665185545,1.668009072,2.239414057,0.2369523122,1.572672494,1.996850149,-0.5471847613,1.685060292,1.842911115,-0.3932610793,1.845448542,NaN,NaN,NaN,NaN,NaN,NaN,2.341856691,0.2700580615,1.418950893,NaN,NaN,NaN,2.817053922,0.8304479329,0.5111018101,2.545523647,0.389418489,-0.8949770496,2.300842084,0.003561769918,1.628372625,2.916548372,0.6107245102,-0.6797310815
1081,-0.3239740399,1.071419322,-1.042031009,2.069301423,0.4060567665,-0.7432111129,1.73945148,0.4021582136,1.761883686,1.91972975,0.3550009748,1.672910771,1.830387464,0.4412834702,1.686251418,2.260286107,0.202273774,1.578957816,1.991258454,-0.5567224932,1.68840324,1.836147197,-0.3999722939,1.850245318,NaN,NaN,NaN,NaN,NaN,NaN,2.375680145,0.2344026377,1.420119508,NaN,NaN,NaN,2.878250393,0.8432858974,0.5390569548,2.56876724,0.3943962987,-0.8663909963,2.304030231,-0.03320895905,1.627987863,2.928462511,0.6211140898,-0.6780550188
1082,-0.3252224457,1.070429938,-1.040630307,2.092826392,0.4016389698,-0.7246273477,1.761901609,0.3851902577,1.779103065,1.952666715,0.3224246879,1.691177069,1.864669081,0.413855896,1.707162474,2.276864869,0.1650508132,1.584694268,1.986180091,-0.5670276421,1.692108818,1.829563657,-0.4069674635,1.855532705,NaN,NaN,NaN,NaN,NaN,NaN,2.406538216,0.1949599046,1.420450244,NaN,NaN,NaN,2.939807561,0.8562908467,0.5683638897,2.59059861,0.4013446954,-0.8351949918,NaN,NaN,NaN,2.934990976,0.6302308907,-0.6819747054
1083,-0.3264988324,1.069557187,-1.03909761,2.117077164,0.3983115015,-0.7052513868,1.78348392,0.366987092,1.797450884,1.983615382,0.2872344556,1.71053134,1.896893635,0.3841724337,1.729620641,2.289303992,0.1257882922,1.590052381,1.980945565,-0.578360032,1.696002266,1.822611852,-0.4148320007,1.861145596,NaN,NaN,NaN,NaN,NaN,NaN,2.434010803,0.1523472229,1.419965088,NaN,NaN,NaN,3.000922875,0.8686481065,0.5978482609,2.610150104,0.4093730383,-0.802407836,NaN,NaN,NaN,2.937472619,0.6383309903,-0.6902332928
1084,-0.3277645872,1.068704728,-1.0375337,2.140609663,0.395937469,-0.6855808784,1.803212431,0.3467955127,1.816238176,2.011557777,0.2498196267,1.729923894,1.92607316,0.3521687505,1.75250638,2.297757023,0.08499014109,1.595201812,1.974884595,-0.5909791709,1.699909163,1.814742088,-0.4241511638,1.866919103,NaN,NaN,NaN,NaN,NaN,NaN,2.457677772,0.1071815799,1.418686524,NaN,NaN,NaN,3.060790014,0.8795413335,0.626340458,2.62655037,0.4175893923,-0.7690452492,NaN,NaN,NaN,2.937248581,0.6456694696,-0.7015752015
1085,-0.3289814379,1.06777609,-1.036039543,2.161977871,0.3943797877,-0.6661097877,NaN,NaN,NaN,NaN,NaN,NaN,1.951216225,0.3177797053,1.774701793,2.302377355,0.04315952466,1.600310745,1.96732605,-0.6051442569,1.703655285,1.80540356,-0.4355100663,1.872688326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.118598802,0.8881527452,0.6526753684,2.638924178,0.4251006437,-0.7361201584,NaN,NaN,NaN,2.935662845,0.6525008044,-0.7147467571
1086,-0.3301114516,1.066674705,-1.034716313,2.179733849,0.3935013478,-0.6473284718,NaN,NaN,NaN,NaN,NaN,NaN,1.971327837,0.2809398077,1.795089967,2.30331818,0.0007989779829,1.605545438,1.957597906,-0.6211140806,1.707066256,1.794044289,-0.449493593,1.878287868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.173535315,0.8936636782,0.675691776,2.646392406,0.4310129171,-0.7046433728,NaN,NaN,NaN,2.934062509,0.6590788989,-0.7284964479
1087,-0.3311170171,1.065303975,-1.033665425,2.192427876,0.3931654143,-0.6297241141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.300732434,-0.0415894876,1.611069931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.224782208,0.8952554755,0.6942313984,2.648072192,0.4344322935,-0.6756246503,NaN,NaN,NaN,2.933797795,0.6656567607,-0.7415748043
1088,-0.3319298303,1.063674508,-1.032854437,2.201307182,0.3937809463,-0.6126327463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.293724808,-0.08398501582,1.616674575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.273415781,0.8919655489,0.709091137,2.643836635,0.435171363,-0.6477424859,NaN,NaN,NaN,2.93366736,0.6732267778,-0.7566462239
1089,-0.3325590014,1.061876082,-1.032168988,2.208356849,0.395663731,-0.5952656251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.320729053,0.8841227006,0.7217555893,2.634480754,0.4340292008,-0.619405389,NaN,NaN,NaN,2.931824114,0.6820201297,-0.7761292299
1090,-0.3330832039,1.059931013,-1.031587679,2.213232514,0.3985390946,-0.5779207814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.366228485,0.8728474628,0.7320991139,2.620502158,0.4315935556,-0.5912189183,NaN,NaN,NaN,2.928653053,0.6911456512,-0.7984082165
1091,-0.3335810438,1.057861773,-1.031088906,2.215589609,0.4021340553,-0.5608963419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.409421706,0.8592620122,0.7399965083,2.602398794,0.4284543193,-0.5637889244,NaN,NaN,NaN,2.924540455,0.6997094332,-0.8218697465
1092,-0.3341310689,1.055690956,-1.030650842,2.215083383,0.4061774116,-0.5444906294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.449817311,0.8444898754,0.7453239134,2.580668942,0.4252037298,-0.5377208883,NaN,NaN,NaN,2.919873654,0.7068139768,-0.8449027466
1093,-0.3348117758,1.053441258,-1.030251417,2.211368892,0.4103997621,-0.5290021382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.486924679,0.8296556141,0.7479594506,2.555811148,0.4224363882,-0.5136194896,NaN,NaN,NaN,2.915040985,0.7115578243,-0.8658984965
1094,-0.3357016117,1.051135475,-1.029868291,2.204100939,0.4145334558,-0.514729387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.520253799,0.8158844914,0.7477835917,2.528324096,0.4207490894,-0.4920884072,NaN,NaN,NaN,2.910431902,0.7130356635,-0.8832504091
1095,-0.3367882951,1.048550361,-1.029599891,2.192281203,0.41935041,-0.5015144912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.550005138,0.7985140882,0.742668346,2.493565448,0.418230514,-0.4736261909,NaN,NaN,NaN,2.908260907,0.7131635549,-0.8985825462
1096,-0.3379703909,1.0456493,-1.029492227,2.17622916,0.4252608436,-0.4889694673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.576773218,0.7757106644,0.7325335554,2.450421171,0.4138996239,-0.4575350814,NaN,NaN,NaN,2.908293386,0.7132691427,-0.9140462501
1097,-0.3391921083,1.042735001,-1.029443466,2.157576595,0.4314560014,-0.4770498403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.600666541,0.7528406138,0.7203385208,2.404686829,0.4097457178,-0.4426237838,NaN,NaN,NaN,2.90724431,0.7115611108,-0.9288262745
1098,-0.3403970251,1.040109932,-1.029350795,2.137955719,0.4371266168,-0.4657137504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.621802665,0.7352651883,0.7090519978,2.362163591,0.4077505171,-0.4276994336,NaN,NaN,NaN,2.901826397,0.7062471471,-0.9421062749
1099,-0.3418228686,1.037449515,-1.029087156,2.115377951,0.4429795423,-0.4552938834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.639663456,0.7193203623,0.6956800081,2.317593409,0.4081515105,-0.4145424387,NaN,NaN,NaN,2.896043348,0.6967963642,-0.9525229148
1100,-0.3435447975,1.034482362,-1.028708929,2.088350017,0.4497187885,-0.4458631408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.654082772,0.7005273326,0.6775973756,2.26589934,0.4095295695,-0.4042805831,NaN,NaN,NaN,2.892876538,0.6844672359,-0.9605083889
1101,-0.3452622268,1.031590389,-1.028388045,2.05924765,0.4565273509,-0.4369938776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.665718097,0.6830173828,0.6583343874,2.213160491,0.4113697347,-0.3947485698,NaN,NaN,NaN,2.887501843,0.6701567611,-0.9679319129
1102,-0.3466748151,1.029155294,-1.028296917,2.030447135,0.4625852865,-0.4282613821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.675234283,0.670918797,0.6414225856,2.165459286,0.4131504,-0.3837908318,NaN,NaN,NaN,2.875091634,0.6547693138,-0.9766558038
1103,-0.3479457907,1.027057884,-1.028371491,2.000714721,0.4682338271,-0.4198604137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.682065581,0.663734603,0.6255220528,2.121374111,0.4157740734,-0.3721730518,NaN,NaN,NaN,2.857225633,0.636313804,-0.9848502289
1104,-0.3493685955,1.024965442,-1.028451923,1.967778959,0.4742221035,-0.4121699812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.685460532,0.6582976186,0.6075101998,2.075925035,0.4200577862,-0.361776635,NaN,NaN,NaN,2.838067089,0.6131749487,-0.9903090965
1105,-0.350838335,1.022939155,-1.02856735,1.932459688,0.4803380307,-0.4050457957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.685813344,0.654727636,0.5882468195,2.029859619,0.4253431464,-0.3521300592,NaN,NaN,NaN,2.816660427,0.586829621,-0.9943226099
1106,-0.35225006,1.021040062,-1.028747162,1.895576384,0.486366895,-0.3983457127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.683520602,0.6531439029,0.5685911922,1.983925305,0.430968007,-0.3427651974,NaN,NaN,NaN,2.792049705,0.5587574056,-0.9981783618
1107,-0.3534987754,1.019329056,-1.029020998,1.8579482,0.4920912573,-0.3919300033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.678981317,0.6536649929,0.5494021789,1.938869453,0.4362665039,-0.3332173638,NaN,NaN,NaN,2.763278591,0.5304402884,-1.003161743
1108,-0.3544794537,1.017866913,-1.029418711,1.820394024,0.4972909432,-0.3856616087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.672596843,0.6564084464,0.5315383923,1.895439413,0.4405690528,-0.3230255102,NaN,NaN,NaN,2.729390258,0.5033626745,-1.010555968
1109,-0.3550870534,1.016714358,-1.029970314,1.783732555,0.5017431233,-0.3794063771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.664770663,0.6614901811,0.5158584464,1.854382644,0.4432023066,-0.3117325748,NaN,NaN,NaN,2.689427236,0.4790117301,-1.021641717
1110,-0.3551320166,1.016247059,-1.031059227,1.746814604,0.5056339717,-0.3733469943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.654396469,0.6703237128,0.501636966,1.815582683,0.444600789,-0.2994991142,NaN,NaN,NaN,2.641615379,0.4546090312,-1.035292682
1111,-0.3546226882,1.016580758,-1.03283628,1.708306419,0.5092640908,-0.3676964733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.640582528,0.6834581197,0.4877077124,1.778241727,0.4456120259,-0.2868489441,NaN,NaN,NaN,2.586080943,0.4274569247,-1.049754083
1112,-0.353750512,1.017386039,-1.034982822,1.668749757,0.5125803889,-0.3623705624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.624054942,0.699707368,0.4742640628,1.742085263,0.4461809412,-0.2738735447,NaN,NaN,NaN,2.524717819,0.3991623231,-1.065356877
1113,-0.3527065074,1.018332629,-1.037181104,1.62868641,0.5155293536,-0.3572877677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.605538504,0.7178803598,0.461490667,1.706838654,0.4462550919,-0.2606647994,NaN,NaN,NaN,2.459421948,0.3713259295,-1.082423404
1114,-0.3516812765,1.01908911,-1.039114709,1.588658242,0.5180567431,-0.3523691687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.585756431,0.7367810054,0.4495609263,1.672227212,0.4457850469,-0.2473147035,NaN,NaN,NaN,2.392091222,0.3455409079,-1.10126625
1115,-0.3508649102,1.019323003,-1.040468456,1.549207256,0.5201075261,-0.3475380655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.565430424,0.7552087426,0.4386362882,1.63797628,0.4447245358,-0.2339148837,NaN,NaN,NaN,2.324624888,0.3233916197,-1.122189278
1116,-0.350446791,1.018701233,-1.040927773,1.51087566,0.5216260675,-0.3427194632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.545281096,0.7719594667,0.4288673689,1.603811319,0.4430303685,-0.2205559379,NaN,NaN,NaN,2.258922472,0.3064524765,-1.14549082
1117,-0.3500453211,1.017804876,-1.040734804,1.472678768,0.5226171447,-0.3377001619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.52425396,0.7883768038,0.4206749929,1.569936508,0.4407408752,-0.2067682993,NaN,NaN,NaN,2.190412268,0.2932376395,-1.17234818
1118,-0.349312294,1.017232111,-1.04030177,1.433622935,0.523132919,-0.3324587207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.50115287,0.8062201935,0.4141162853,1.536700066,0.4379211238,-0.1922593321,NaN,NaN,NaN,2.115124133,0.2815012201,-1.202991063
1119,-0.3484864084,1.016675366,-1.039569123,1.394236937,0.5231894149,-0.3272085519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.476485208,0.8249094373,0.4087900309,1.504043225,0.4345703642,-0.1773830986,NaN,NaN,NaN,2.035859815,0.2716710774,-1.236300523
1120,-0.3478061402,1.01582674,-1.038477199,1.355049238,0.5228037986,-0.3221631549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.450758258,0.8438667804,0.4042960352,1.47190662,0.4306876215,-0.1624930324,NaN,NaN,NaN,1.955421735,0.2641805333,-1.271164483
1121,-0.3475096383,1.01437786,-1.036966078,1.316587909,0.5219944753,-0.3175364165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.424479492,0.8625166015,0.4002356354,1.440230218,0.4262713162,-0.1479422484,NaN,NaN,NaN,1.87661309,0.2594712479,-1.306477439
