frame,A01_data.tx,A01_data.ty,A01_data.tz,AA01_data.tx,AA01_data.ty,AA01_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz
182,3.952756569,0.7591959964,0.1300233064,2.421512396,0.7854192469,0.06425460821,1.893123525,0.3934946404,0.920394099,3.28792651,0.4592418295,0.6266540998,3.473772761,0.932925856,0.4419519474,6.215851041,0.8204880851,-0.3275120941,2.886629792,0.5928181626,0.3388614518,3.70503172,1.05666069,-0.205771037,2.925393826,0.8526456959,0.5733827305,4.374281228,1.033248373,-0.1761997386,3.838485153,0.8767695105,-0.2489938101,1.996098109,0.5375356622,0.1840323801,2.824863153,0.9766548104,0.1484280469,4.813969565,0.8241706668,0.1430821817,5.023627381,0.9058660722,-0.1420858006,3.572233948,0.9668594689,-0.2249430841
183,3.627072637,0.7547313499,0.1400365391,2.242266536,0.732617522,0.07479297574,1.779616988,0.3852661875,0.9783345977,3.217268315,0.4315596447,0.6409889664,3.231279722,0.9073685394,0.505368188,5.954596336,0.8109128624,-0.24887021,2.755474603,0.55622394,0.3023083583,3.587519137,1.069641542,-0.2244494966,2.677564589,0.8009899193,0.6013219434,4.169363898,1.064799006,-0.1387226206,3.694659855,0.8856340388,-0.2938515544,1.81116995,0.4836110563,0.1984423301,2.629000813,0.9337409735,0.1269135151,4.472867291,0.8155614943,0.1866689763,4.693571531,0.9056675954,-0.1552413191,3.358481667,0.9588737502,-0.2954368406
184,3.284695166,0.7496045525,0.1496121052,2.085075597,0.6730274581,0.0844806787,1.696235888,0.3796705227,1.036677039,3.173024958,0.4032422344,0.654295288,2.992591357,0.874451125,0.5789405504,5.663754526,0.8070881859,-0.1637678405,2.647339166,0.515580328,0.2584432523,3.48672803,1.080457039,-0.2481236106,2.424795187,0.7400321166,0.6226193005,3.956388899,1.099459388,-0.09795095898,3.564774895,0.8945108222,-0.3508259613,1.649746039,0.4239452216,0.2136413686,2.449746534,0.8795021304,0.09873324137,4.10879208,0.810265083,0.2333764083,4.339741429,0.9093875954,-0.1727571691,3.153701576,0.9470845696,-0.3726818086
185,2.941367424,0.7421340551,0.1574058235,1.946785849,0.610674391,0.09273707503,1.633701469,0.3767479357,1.094090633,3.151702359,0.3774742691,0.6647482911,2.764127717,0.8370301153,0.6571927549,5.363303619,0.806480283,-0.07637394105,2.561812804,0.4755909854,0.2116657329,3.397097033,1.088459707,-0.2734143223,2.174701061,0.6748108434,0.6391736605,3.741642034,1.132979246,-0.05579351488,3.448200024,0.9028131574,-0.4131811511,1.507639187,0.36328982,0.2288131058,2.286642777,0.819232943,0.06533733719,3.743174791,0.8060906392,0.2798672068,3.980472145,0.9133621515,-0.1940116418,2.96318301,0.9309016836,-0.4523851136
186,2.612827782,0.7307327273,0.1620689636,1.824231378,0.549658374,0.09899883027,1.582731514,0.3766101207,1.149242827,3.14979892,0.3574842478,0.6705300328,2.552306146,0.7980663533,0.7346592847,5.07321376,0.8066393885,0.009137280625,2.49847882,0.4409920465,0.1663880372,3.313069626,1.093039659,-0.2969464949,1.934887281,0.6104374875,0.6529081901,3.531414361,1.161180864,-0.01417464367,3.34430707,0.9099798039,-0.4741873739,1.380650729,0.3064761699,0.2431610824,2.139224507,0.7582920876,0.02819613374,3.397438489,0.8009506747,0.3227966296,3.63409121,0.9140083382,-0.2183935462,2.792212568,0.9097798988,-0.5302590216
187,2.314807846,0.7139161731,0.1622376779,1.71422926,0.4941359517,0.1027225177,1.534041536,0.3794172242,1.200804898,3.163804558,0.346522035,0.6698301392,2.363532202,0.7606211052,0.8058819189,4.813448541,0.8052190236,0.088570978,2.456915984,0.4165321524,0.1270339049,3.229094629,1.09361212,-0.3153435586,1.712943829,0.5520964044,0.6657658038,3.332002204,1.179964412,0.02496233328,3.252474792,0.9154621106,-0.5271204833,1.264566695,0.2583966463,0.2559113741,2.007012367,0.702086502,-0.01119808866,3.092998403,0.7928732173,0.3587963063,3.318921434,0.9078371695,-0.24531536,2.646074075,0.8832093614,-0.6020235158
188,2.06302785,0.6902831081,0.1565216733,1.613581641,0.4483068101,0.1033837489,1.47834599,0.3853695593,1.247457681,3.190205028,0.3478408645,0.6608436747,2.204195184,0.7278367895,0.8654027101,4.603961895,0.7999579028,0.1576956481,2.436708423,0.40695666,0.09803327094,3.139625935,1.089617058,-0.325221758,1.516449795,0.5050335595,0.6796994264,3.149699931,1.185300978,0.05965380257,3.172093353,0.9187175372,-0.5652614345,1.155162112,0.2239925144,0.2663112548,1.889515078,0.6560575348,-0.05133404111,2.851258131,0.7799748234,0.3844571384,3.053277771,0.8914357748,-0.2742258283,2.530047995,0.8507002223,-0.6634094224
189,1.852525264,0.6530175351,0.1433720886,1.534875475,0.4083321805,0.09872402904,1.424676837,0.39595067,1.289339431,3.248965728,0.3626846425,0.6375338554,2.075036716,0.692602947,0.9199950567,4.430295387,0.7929352907,0.2213017513,2.455435259,0.4103158729,0.0770543293,3.048847448,1.08088961,-0.3273290915,1.339191356,0.462227643,0.6912214566,2.977826116,1.17753038,0.0926597559,3.115076155,0.918729492,-0.5907200752,1.062769185,0.2035735887,0.2768685741,1.796317898,0.6139050318,-0.09719332948,2.666749494,0.7591820424,0.4004960668,2.826163366,0.8596772032,-0.309461083,2.450959606,0.8023054099,-0.7168042245
190,1.665826431,0.600541611,0.1234336077,1.486729596,0.3687489833,0.08818096344,1.386060136,0.411705326,1.327730274,3.352465336,0.388603232,0.5989207802,1.969980224,0.6487958504,0.9779647799,4.266282907,0.7875632918,0.2858044915,2.521548509,0.4212902619,0.05875647259,2.963822388,1.068038238,-0.3251625184,1.170988332,0.4155040098,0.696925266,2.807214027,1.160839604,0.1270675719,3.087426011,0.9156523135,-0.6110743031,0.9959650942,0.1928762035,0.28957105,1.732141783,0.5677511082,-0.1523801845,2.516394529,0.7309908326,0.4104522167,2.614805485,0.8136006752,-0.3534657863,2.406548779,0.7340006216,-0.7674752333
191,1.499806979,0.539076791,0.09859181874,1.459927764,0.3311141668,0.07377634277,1.359083837,0.4312289075,1.363019539,3.485715771,0.4231408738,0.5508298808,1.885081722,0.6008403202,1.036158538,4.114223323,0.7833896327,0.3494612597,2.620884578,0.4393795775,0.04307264288,2.88325787,1.051475783,-0.3194081212,1.01339104,0.3681383044,0.6988695519,2.640334204,1.136770674,0.1614353063,3.079618701,0.9105116068,-0.6277618696,0.947818958,0.1897725755,0.3028684517,1.68913896,0.520456023,-0.2133070076,2.395086368,0.6986506586,0.4151411504,2.419789188,0.7588086805,-0.4028414863,2.388431392,0.6539686107,-0.815453641
192,1.35120581,0.4741141409,0.07077238463,1.445090624,0.2963163601,0.05758703412,1.340101212,0.4525059343,1.395638051,3.633530137,0.4631108386,0.4992250178,1.816213224,0.5524771449,1.091474544,3.976248528,0.7790470289,0.4106429345,2.739105357,0.463382542,0.0300363321,2.805747486,1.030800836,-0.3106826763,0.8677720142,0.3227329886,0.6991316258,2.479529668,1.106050645,0.1943702998,3.08201628,0.9035302561,-0.6421247987,0.9111938783,0.1915067945,0.3152455317,1.659330319,0.4741745564,-0.2763331596,2.297562734,0.6646437295,0.415441486,2.241597284,0.7000656543,-0.4541322512,2.388140101,0.5696188105,-0.8606916929
193,1.216793192,0.4111326967,0.0418911143,1.432853444,0.2652691124,0.04170976637,1.325452966,0.4735284536,1.426017287,3.780730791,0.5053800083,0.4501177761,1.759246732,0.5074529531,1.140810303,3.854472179,0.7731445088,0.4676870865,2.861872335,0.4921536116,0.01972218775,2.729882501,1.005611415,-0.2996081225,0.7355234894,0.2818648807,0.6997630242,2.327136856,1.069383254,0.2244540299,3.084980474,0.8949648598,-0.6554808477,0.8789381322,0.1953428541,0.3251924108,1.634766119,0.4310768399,-0.3378027649,2.218572467,0.6314503173,0.412224959,2.080748684,0.6421062694,-0.5039073913,2.397247347,0.4883845721,-0.9031163099
194,1.093376152,0.3556057168,0.01385789907,1.413868136,0.2389188681,0.028271131,1.31146704,0.4922995793,1.454595845,3.912152703,0.5468824473,0.4095852504,1.710054378,0.4695234119,1.181067998,3.750988287,0.7642683267,0.518901384,2.974844422,0.5246135283,0.01226306788,2.654251211,0.9755058651,-0.2868091105,0.6180599795,0.2480883111,0.7027901147,2.185486487,1.027448187,0.2502418779,3.07887168,0.8851113802,-0.6691131953,0.8438820286,0.1985693099,0.3312151221,1.607530212,0.3933569188,-0.3940362838,2.152878818,0.6015566154,0.4063656534,1.937804335,0.5896408598,-0.548760114,2.407369033,0.4177307916,-0.942622288
195,0.9778004656,0.3130055859,-0.01142152048,1.378803806,0.2182489836,0.01943225584,1.294459093,0.5068354718,1.481823965,4.012645018,0.5846267612,0.3837794749,1.664508712,0.4424543955,1.20915735,3.66787134,0.7509836909,0.5625682651,3.06367638,0.5597536535,0.00785912692,2.577438819,0.9400831125,-0.2729113161,0.5168185808,0.2239389737,0.7102152931,2.05690488,0.9809012543,0.2702641596,3.054048675,0.8743065183,-0.6842655395,0.7988368762,0.1985007528,0.3318423072,1.569741378,0.3632380526,-0.4413267056,2.095261257,0.5774603294,0.3987461213,1.81336919,0.547361223,-0.5853062096,2.410165023,0.3651578095,-0.9790706766
196,0.8804883665,0.2802781637,-0.0358815688,1.334802394,0.2046362476,0.01408070644,1.278639073,0.5207692302,1.507669015,4.099525517,0.6249714302,0.3691953769,1.633907142,0.428771211,1.222119749,3.622135637,0.730792505,0.597584034,3.150579798,0.6027483811,0.01051175637,2.492765513,0.8946152425,-0.2582105353,0.4406832216,0.2107832543,0.7208036927,1.946945811,0.9213336827,0.2813061291,3.016113449,0.8627849725,-0.6989390188,0.7495409684,0.1969176647,0.3250367088,1.529514654,0.341452969,-0.4815591436,2.060447304,0.5583801945,0.3858088079,1.717180275,0.5116431901,-0.6147212664,2.417831522,0.3270795728,-1.011702712
197,0.8089193925,0.2504290335,-0.06221247998,1.294181814,0.1972674571,0.009665506502,1.269619405,0.5375567089,1.531793006,4.195535517,0.6730714291,0.3580330961,1.627445349,0.4257069517,1.221654556,3.619509123,0.7032416208,0.6247703077,3.259595002,0.656285496,0.02170286963,2.398494742,0.8369454436,-0.2424172814,0.3922553313,0.2065259082,0.7320650728,1.855512902,0.8440233993,0.2832878455,2.976836771,0.8498550485,-0.7110770785,0.7055244988,0.1967947579,0.3113275065,1.498033934,0.3257547576,-0.5192792401,2.059839478,0.5411394497,0.3650815763,1.652819205,0.475966345,-0.6409547146,2.443913843,0.2941619004,-1.040443289
198,0.7557196417,0.2233164295,-0.08965371434,1.255564763,0.1941925217,0.006207756109,1.265878037,0.5552155708,1.55418908,4.293788346,0.7247833886,0.350207739,1.63793171,0.4294106214,1.211685183,3.645217948,0.670530866,0.6454553179,3.379256569,0.7161886753,0.03800414399,2.30074138,0.7709915921,-0.2251965074,0.3637038741,0.2087152315,0.7440572756,1.776542151,0.7555480976,0.2795110191,2.935968909,0.8350275358,-0.721694855,0.6654419255,0.1975008079,0.2930706489,1.472226533,0.3142817338,-0.5547396226,2.083359412,0.525048551,0.3391430455,1.611859593,0.4410772257,-0.6647492731,2.48233779,0.2657776127,-1.066098024
199,0.7136969734,0.1989659128,-0.1175122542,1.217747717,0.1936885632,0.003690334643,1.265853048,0.57192782,1.574823913,4.387449674,0.7766793283,0.3459324313,1.658193145,0.4362822676,1.196156601,3.684536035,0.6354830287,0.6612309946,3.498176034,0.7788719414,0.05620348212,2.205739123,0.7010536916,-0.2061419668,0.3472956888,0.214971655,0.7567276124,1.704053605,0.6628052013,0.2733389389,2.893400956,0.8183363941,-0.7316511841,0.6281012913,0.1985222651,0.2725245802,1.449225749,0.3054589586,-0.5882007578,2.121023151,0.5097813244,0.3106508653,1.586078013,0.4080502946,-0.6868191479,2.527298754,0.2417692208,-1.089379407
200,0.6756776162,0.1774209343,-0.1450759801,1.179521008,0.1940260547,0.002097857948,1.267961994,0.5858777504,1.593676645,4.469653765,0.8254040752,0.3454835392,1.681056488,0.442761295,1.179051541,3.722764582,0.6009970145,0.6737562775,3.604909912,0.8408448317,0.07317539728,2.119764068,0.6313641081,-0.1849018373,0.3352841276,0.2229404641,0.7700540431,1.632147151,0.572695517,0.2681352872,2.849026379,0.799802543,-0.7418088438,0.5923207924,0.1993400706,0.2519485377,1.426167295,0.2977204603,-0.6199132406,2.162867294,0.4950698268,0.282309807,1.567270663,0.3779849458,-0.7078554951,2.573004693,0.2220225919,-1.110970455
201,0.6345043986,0.1587529993,-0.1716053941,1.139666072,0.1934691986,0.001419714192,1.270603473,0.5952555574,1.61074257,4.533502457,0.8676704683,0.3492040776,1.699349867,0.4453388609,1.164400772,3.745237576,0.5700617696,0.6847661563,3.687956284,0.8987093414,0.08588848056,2.049136811,0.5660892635,-0.1611829941,0.3199055005,0.230302222,0.7840561256,1.555008466,0.4921312697,0.267263587,2.802741865,0.779431426,-0.7530351778,0.5569301867,0.1994339552,0.2336048801,1.400186093,0.2895108653,-0.6501134733,2.198950887,0.4807188138,0.2568820914,1.547251059,0.3520176044,-0.7285168935,2.613671474,0.2064713284,-1.131518168
202,0.5830343161,0.1430591624,-0.1963320077,1.09695572,0.1902742444,0.001650699585,1.272161879,0.5982582019,1.626034034,4.572069526,0.9002427514,0.3574988592,1.705906761,0.4405559362,1.156284807,3.737320801,0.5457442197,0.6960687782,3.735759922,0.9491388578,0.09140057718,2.000217129,0.5093420005,-0.1347481269,0.2933796123,0.2347698601,0.7987975928,1.466900184,0.42803242,0.2740845267,2.754448893,0.7572109109,-0.7662032906,0.5207711746,0.1982835598,0.2197596667,1.368415974,0.2792822726,-0.6790230811,2.219355419,0.4666017743,0.2371884162,1.517846478,0.3313201295,-0.7494268354,2.643518999,0.1950916233,-1.151632558
203,0.5271382232,0.1323362979,-0.2194242229,1.050804774,0.1864716522,0.003749041096,1.276861363,0.5923144331,1.637552138,4.584321625,0.9252489213,0.3770439783,1.708614655,0.4296788465,1.148756364,3.706143915,0.5267488534,0.7033248589,3.756259518,1.001637262,0.09193580052,1.973993045,0.4536352932,-0.1030752043,0.2622177173,0.2368506623,0.8137609141,1.370365927,0.374007355,0.2860676261,2.708644615,0.7316549308,-0.7815475924,0.4844974076,0.1971556012,0.2099880549,1.335325245,0.2660686243,-0.7033323575,2.231940925,0.4537309557,0.2205055834,1.491069833,0.3176264252,-0.7682872625,2.668081208,0.1925782502,-1.171600691
204,0.4764947229,0.1270967241,-0.2416865875,1.002143113,0.1845655619,0.008222310609,1.28813191,0.5777972163,1.644340076,4.576480167,0.9467123272,0.4106642974,1.718012072,0.4163090685,1.135109296,3.669037381,0.5093681116,0.7029346493,3.764355128,1.063813909,0.09134834984,1.964861487,0.391221688,-0.0651556353,0.2368218466,0.2388860217,0.8286515008,1.272292631,0.3200197035,0.2989075062,2.667562881,0.7017181945,-0.7983451304,0.4496019294,0.19708501,0.201956255,1.305888588,0.2505572286,-0.7212394363,2.250010887,0.4424624137,0.2028016583,1.480368972,0.3101783995,-0.7834356579,2.695554473,0.2007088867,-1.190896533
205,0.4297441677,0.1254653181,-0.2633521998,0.9520802949,0.1837498419,0.01431968539,1.303231682,0.5574530373,1.647943663,4.552531928,0.9645317542,0.4529956145,1.730985919,0.4006909404,1.118274325,3.626752849,0.4933429549,0.6978276284,3.758953105,1.129806402,0.08918054788,1.969377101,0.3260825076,-0.02308543028,0.2153135331,0.241525131,0.8438286474,1.173560055,0.2677677085,0.3132572257,2.627775231,0.6683762248,-0.8160438834,0.4162620137,0.1974067698,0.194995025,1.278063225,0.2339696892,-0.7352734574,2.271887263,0.4319626462,0.1849278875,1.479785843,0.3067395292,-0.7964604908,2.724218012,0.2154441623,-1.208948407
206,0.3857905894,0.1260437529,-0.2847926966,0.9019744042,0.1837227744,0.02117428769,1.319550377,0.534396431,1.649857055,4.516589658,0.9794791704,0.4988183963,1.744598124,0.3835489773,1.101142335,3.580227838,0.4791755299,0.6909975291,3.739095382,1.194576535,0.0851158133,1.984323221,0.262843696,0.0210079446,0.1960212021,0.2457469187,0.8595070772,1.075266864,0.219470174,0.3296844792,2.586089496,0.6334163095,-0.8340429922,0.3848911077,0.197872343,0.1882929234,1.250081161,0.2181518326,-0.74804725,2.296101678,0.4220365203,0.1677216925,1.483627419,0.3057392918,-0.8089970479,2.752658056,0.2335852109,-1.225197288
207,0.3435323923,0.1274381233,-0.3063718602,0.8531787847,0.1841731025,0.02791459857,1.334493288,0.5117506759,1.651574927,4.472746241,0.9922870646,0.542898831,1.755925829,0.3656247919,1.086612766,3.530413041,0.4673679272,0.6854297513,3.70380907,1.253076845,0.07886763954,2.006486337,0.206130363,0.06498672877,0.1772751198,0.2525310927,0.8759066285,0.9785189683,0.177336936,0.348735636,2.539322558,0.5986331611,-0.8517384091,0.3558986975,0.19823051,0.1810382182,1.220167871,0.2049474609,-0.7621738874,2.321188904,0.4124996121,0.1520259838,1.486189407,0.3056197763,-0.8226534111,2.779453276,0.2519422523,-1.239067292
208,0.3018636712,0.1282580102,-0.328444602,0.8070424213,0.1847810023,0.03366492105,1.345477979,0.4926462966,1.654589717,4.425075136,1.00364848,0.579987558,1.762060316,0.3476747924,1.07759188,3.478271061,0.4584242617,0.6841019018,3.65211236,1.300248678,0.07017956926,2.032651005,0.1605631399,0.1067020346,0.1574060734,0.2628564549,0.8932523518,0.8844264136,0.1435692645,0.3709371048,2.484298503,0.5658255333,-0.8685250126,0.3296907055,0.1982278277,0.1724188883,1.186540597,0.1961952289,-0.7802672551,2.345686874,0.4031767899,0.1386889459,1.481757931,0.304829522,-0.839010072,2.803177794,0.2673322929,-1.249963796
209,0.2596759017,0.127115593,-0.3513573628,0.7649104218,0.1852202767,0.03754553072,1.34993013,0.4802173844,1.66039191,4.377630745,1.014223412,0.60481913,1.760105698,0.3304641824,1.076991656,3.424774978,0.4528500005,0.6899847717,3.583021768,1.331020268,0.05882002425,2.059593611,0.130755843,0.143997586,0.1347438046,0.2776985452,0.9117755501,0.7940997049,0.120360018,0.396798916,2.417846295,0.5367913939,-0.8837970057,0.3066699654,0.1976099955,0.1616223625,1.14740622,0.1937276879,-0.8049408033,2.368136708,0.3938995434,0.1285635631,1.464611662,0.301817437,-0.8596211903,2.822405024,0.2765758359,-1.257274842
210,0.2179236048,0.123504769,-0.3749197891,0.7246926932,0.1858214203,0.03989649345,1.349288786,0.4716918549,1.668675234,4.325632718,1.022214402,0.6180252444,1.752899838,0.3108995164,1.085696373,3.367600782,0.4530823464,0.699907051,3.484191787,1.350829458,0.04144092786,2.098679906,0.1183165681,0.178633464,0.1092940198,0.2989209563,0.9331760524,0.7048842807,0.1112647836,0.4289387658,2.341568176,0.5080808263,-0.8964813682,0.2866730274,0.1974791342,0.1498106065,1.100570724,0.1972724042,-0.8372852049,2.390191798,0.3839847746,0.1235574715,1.439220224,0.2965808091,-0.8855520305,2.837314147,0.2829165518,-1.259809744
211,0.1781145145,0.1185362053,-0.3987654482,0.6840788413,0.1870107114,0.04167790883,1.346708244,0.4628161449,1.677844634,4.262981361,1.026192114,0.6248830783,1.744619679,0.2869824298,1.101285545,3.304832983,0.4597072141,0.7094976481,3.350827613,1.366879934,0.01694228909,2.158130011,0.1195290446,0.2133537597,0.08272257267,0.326356537,0.9580142672,0.6145008957,0.1158142441,0.467932137,2.259170509,0.4764108907,-0.9066152519,0.2691032863,0.1985552493,0.1382595369,1.046580416,0.2050739936,-0.8753126642,2.414121831,0.3733484081,0.1236672497,1.413178577,0.2906536672,-0.9158398429,2.849385094,0.291007085,-1.257607307
212,0.1400141792,0.1132534039,-0.4229374056,0.6441244087,0.1886074905,0.04297136723,1.342224467,0.4545024791,1.687495636,4.191795002,1.027321597,0.6271299118,1.734419944,0.2611134003,1.121761269,3.238107819,0.4704326526,0.7199765871,3.193345116,1.376702553,-0.0115036469,2.230025421,0.131016379,0.2475559066,0.05587998635,0.3579434401,0.9848482704,0.5246471907,0.1301647148,0.5112604263,2.17069077,0.4438035991,-0.9152083033,0.2537522254,0.2000180165,0.1263624512,0.9877958857,0.2167292823,-0.9169825209,2.439434278,0.3627046003,0.1269305339,1.385504241,0.2847777588,-0.9489345237,2.859194525,0.2997531489,-1.251839538
213,0.1034994072,0.1088880534,-0.4475060539,0.605993387,0.1906024817,0.04383478308,1.335962933,0.4477483386,1.697220715,4.114300749,1.026921437,0.6265432123,1.721544134,0.235805097,1.145120619,3.169166732,0.4831129991,0.7325772594,3.022285357,1.378006973,-0.04070492476,2.306547572,0.149568182,0.2806661324,0.02971082953,0.3917407979,1.01221412,0.437111658,0.1506240867,0.5563825917,2.076275715,0.412498166,-0.9232605736,0.2405169777,0.2012083407,0.1134914999,0.9266996669,0.2320509186,-0.9602770817,2.465734957,0.3529319802,0.1313918285,1.355336257,0.2799119713,-0.9832899232,2.867435058,0.3082967917,-1.243673595
214,0.06844451473,0.1066738211,-0.4725433329,0.5708497664,0.1929914189,0.04432083666,1.328044452,0.4435500126,1.706610674,4.032731559,1.026315039,0.6248877429,1.705222464,0.2135648642,1.16936052,3.099757482,0.49560776,0.7485274397,2.84821153,1.368518756,-0.06751288389,2.379875498,0.1719633345,0.3121462448,0.005156313858,0.4258096312,1.038645472,0.3536739784,0.1735061052,0.6007546184,1.976062733,0.3847318954,-0.9317766186,0.2292939369,0.2014683524,0.09901944659,0.8657807118,0.250857893,-1.003188654,2.492619978,0.3449056427,0.1350967901,1.32181769,0.2770146352,-1.017358503,2.874796518,0.3157777112,-1.234278777
215,0.03472003389,0.1078460509,-0.4981221942,0.5398575817,0.195776145,0.04447730403,1.318584249,0.4429031085,1.71525493,3.949324339,1.02683301,0.6239163953,1.684669246,0.1968950914,1.192478504,3.031636469,0.5057835444,0.7690485896,2.681710013,1.345991662,-0.08882114687,2.442190529,0.1949607162,0.3414908035,-0.01684301974,0.4582144704,1.062672916,0.276110257,0.1951332707,0.6418281141,1.870177534,0.3627413954,-0.9417648965,0.2199796431,0.2001412472,0.08231958601,0.8075346921,0.2729777936,-1.043719496,2.51967512,0.3394974253,0.1360925715,1.284094415,0.2770421538,-1.04959123,2.881966982,0.3213348371,-1.224826718
216,0.002191691504,0.11364148,-0.5243162688,0.5141809499,0.1989654677,0.04434749503,1.3076913,0.4468029771,1.722741664,3.866318146,1.029815308,0.625371015,1.65908101,0.1882934709,1.21247301,2.966570473,0.511515777,0.7953556298,2.533390633,1.308218094,-0.101563272,2.48568032,0.215291506,0.3682240062,-0.0353448938,0.4870245642,1.082823706,0.206197701,0.2118389881,0.6770496413,1.758732416,0.3487636228,-0.9542374936,0.2124715874,0.1965710579,0.06276575069,0.7544640607,0.2982488012,-1.079881518,2.546475601,0.3375759981,0.1324280016,1.241313973,0.2809480277,-1.078437716,2.889633761,0.3241075963,-1.216491387
217,-0.02874107187,0.123565602,-0.5519662043,0.4946158444,0.2032265636,0.04350222361,1.295373839,0.4561184185,1.729836786,3.781040198,1.037708202,0.6273114514,1.628597427,0.1855843128,1.231354228,2.903909845,0.5146771798,0.8318024507,2.392091223,1.244691801,-0.1077698458,2.516442647,0.2379489987,0.3933975326,-0.05000562014,0.5156896229,1.1003231,0.1427330127,0.227621513,0.709429913,1.63156965,0.3413119825,-0.9705452493,0.2091704094,0.1902449302,0.03853963467,0.7033753964,0.3303274152,-1.114649078,2.574944205,0.3398871298,0.1268315264,1.190928237,0.288150163,-1.105814811,2.898128861,0.3228462278,-1.207560232
218,-0.05774127654,0.1362780528,-0.5814407403,0.4803953166,0.2089249628,0.04164304323,1.281557083,0.4703035024,1.737209379,3.689959509,1.050429934,0.6271878864,1.594062929,0.1853440437,1.251878862,2.841664885,0.5183083744,0.8790385144,2.242484438,1.152990413,-0.1114807268,2.544858771,0.2684831724,0.4179002528,-0.06157191242,0.5477342702,1.11709826,0.08337353369,0.2478350283,0.7427693888,1.483886142,0.3375126542,-0.9904676884,0.2113846597,0.1815994058,0.009346417383,0.6504087814,0.3710190397,-1.151363801,2.606329432,0.3460844251,0.1223823735,1.132579328,0.2975533735,-1.134133477,2.906922874,0.3179954575,-1.196238343
219,-0.08502508307,0.1516874548,-0.612058712,0.4703490011,0.2155536248,0.03906473058,1.266200822,0.488163736,1.744370736,3.594064461,1.065353559,0.6259356476,1.55569737,0.1881018745,1.273246277,2.779599668,0.5218918511,0.9328232754,2.088999559,1.042920535,-0.1126116133,2.569553098,0.3042999503,0.4411353404,-0.07073844482,0.5813130328,1.13276829,0.02818483936,0.270805604,0.7757475094,1.323854465,0.3373937857,-1.012597767,0.2173859973,0.1713475737,-0.02310386505,0.5971119803,0.4172987843,-1.188534919,2.639197895,0.3552577446,0.1177564028,1.068737,0.3092243989,-1.162518162,2.915451143,0.3110607933,-1.183474228
220,-0.1107549168,0.1696215344,-0.6430542369,0.4633472999,0.2225105587,0.03616438745,1.249265293,0.5084140274,1.75094826,3.494429169,1.079597763,0.6246625176,1.513713856,0.1942628711,1.294789478,2.717500226,0.5247042754,0.989080906,1.936141405,0.9241073913,-0.1109775561,2.589188349,0.3425987104,0.4626754942,-0.07817342492,0.6145479487,1.147025003,-0.02275018532,0.2948107652,0.8071285131,1.159729859,0.3408277916,-1.035428072,0.2254877016,0.1601204779,-0.05700606879,0.54513168,0.4660108662,-1.224575049,2.672161378,0.366282108,0.1117975957,1.001954452,0.3230716698,-1.189984233,2.923231069,0.3032795592,-1.170042216
221,-0.1350881623,0.1899098172,-0.673663159,0.4582653314,0.2291918139,0.03334197165,1.230715126,0.5297701019,1.756567833,3.392146341,1.090293867,0.624465616,1.468317659,0.2042354716,1.315838086,2.655139613,0.5260292246,1.043731783,1.788364748,0.8062123037,-0.1064161333,2.60243947,0.3805682995,0.4820978404,-0.08453459465,0.6455613665,1.159560068,-0.06934532765,0.3181390748,0.8356720865,0.9997711702,0.347738304,-1.057488293,0.2340079887,0.1485411443,-0.09054901438,0.4961394865,0.51401193,-1.257907173,2.703833412,0.3780227053,0.1033566328,0.9347896218,0.3390185192,-1.215560209,2.929770832,0.2958859206,-1.156714703
222,-0.1581764928,0.2123828981,-0.7031231472,0.4539836191,0.2349894617,0.03100041016,1.210521433,0.5509489684,1.760852993,3.288329597,1.094587714,0.6264305423,1.419706751,0.2184328425,1.335717554,2.592279076,0.5251583153,1.092692526,1.650061445,0.6989370604,-0.09878213797,2.607997544,0.4153869855,0.4989817788,-0.09046706468,0.6724747964,1.170064776,-0.1115084573,0.3390892804,0.860133601,0.852241152,0.3581092269,-1.077344105,0.2412689515,0.1372217031,-0.121915177,0.451835055,0.5581723409,-1.286965072,2.732831518,0.3893336513,0.09129014606,0.8698052504,0.3570064887,-1.238287783,2.934568021,0.2901108527,-1.144261771
223,-0.1801655465,0.2368720017,-0.7306738091,0.4493883294,0.239290246,0.02954549265,1.188663371,0.570669277,1.763424451,3.184113944,1.089641245,0.6316316758,1.368072753,0.2372739289,1.353748306,2.528670223,0.5213912737,1.131876119,1.525552493,0.6120260887,-0.0879435915,2.604572389,0.444222924,0.5129071584,-0.0966020071,0.693407991,1.17823011,-0.1491393861,0.3559690567,0.8792648634,0.7254063136,0.3719899781,-1.093593256,0.2455951925,0.1267618656,-0.1492811369,0.4139471003,0.5953770355,-1.3101923,2.757779238,0.3990570994,0.07445979441,0.809568599,0.3769975865,-1.257220991,2.937109143,0.2871821236,-1.133451374
